From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2018-05-25 03:00:00,2018-05-25 04:00:00,34.75,147.5,0.73,17.03,9.63,7.47,8.98,0.51,31.15,0.18,3.07,0.4,,,31.18,12.75,1.15,167.0,10.25,33.8,0.0
2018-05-25 04:00:00,2018-05-25 05:00:00,35.0,143.0,0.78,11.67,6.88,7.98,11.6,0.5,27.55,0.15,3.38,0.58,,,31.45,16.0,0.43,170.25,10.0,32.88,0.0
2018-05-25 05:00:00,2018-05-25 06:00:00,42.0,147.25,6.63,29.78,21.2,9.52,11.78,0.53,9.82,0.2,3.5,1.5,,,31.37,18.5,0.38,176.5,11.5,32.4,0.0
2018-05-25 06:00:00,2018-05-25 07:00:00,50.75,183.5,3.65,24.0,15.72,11.35,9.68,0.55,15.2,0.13,3.52,0.68,,,30.77,16.25,0.62,276.5,26.75,32.72,0.0
2018-05-25 07:00:00,2018-05-25 08:00:00,39.25,168.0,2.33,16.75,10.83,11.92,9.65,0.64,25.77,0.1,3.47,0.3,,,30.45,14.5,0.9,278.25,51.75,33.75,0.0
2018-05-25 08:00:00,2018-05-25 09:00:00,35.25,163.75,2.73,13.53,9.4,12.45,9.62,0.68,48.22,0.13,3.15,0.25,,,30.52,17.25,1.5,267.75,80.25,34.67,0.0
2018-05-25 09:00:00,2018-05-25 10:00:00,40.25,197.0,2.03,12.85,8.47,16.48,8.77,0.67,84.9,0.15,3.02,0.35,,,30.55,21.75,1.58,220.0,154.0,35.73,0.0
2018-05-25 10:00:00,2018-05-25 11:00:00,45.25,206.75,1.62,10.45,6.88,13.67,9.03,0.74,98.1,0.2,2.82,1.02,,,30.65,21.75,1.9,208.5,185.25,36.62,0.0
2018-05-25 11:00:00,2018-05-25 12:00:00,49.75,225.25,0.93,10.07,6.1,10.5,8.9,0.62,98.0,0.13,3.0,4.75,,,30.82,21.5,2.12,204.25,202.5,37.48,0.0
2018-05-25 12:00:00,2018-05-25 13:00:00,51.5,253.25,0.8,7.1,4.4,12.2,8.8,0.56,99.67,0.18,3.47,2.57,,,30.85,19.75,2.35,127.75,213.25,38.05,0.0
2018-05-25 13:00:00,2018-05-25 14:00:00,50.5,322.75,1.0,8.53,5.35,14.7,9.15,0.55,99.02,0.1,3.82,3.15,,,30.78,17.25,2.2,172.75,205.75,38.7,0.0
2018-05-25 14:00:00,2018-05-25 15:00:00,50.5,219.25,1.27,9.17,5.95,24.7,11.62,0.61,104.7,0.1,3.57,1.92,,,30.38,14.0,1.73,173.0,189.5,39.12,0.0
2018-05-25 15:00:00,2018-05-25 16:00:00,59.25,184.0,1.35,9.12,5.95,23.33,12.6,0.67,101.1,0.1,3.53,3.7,,,29.47,13.5,1.88,222.0,159.25,39.33,0.0
2018-05-25 16:00:00,2018-05-25 17:00:00,90.5,201.5,1.55,12.9,8.1,17.92,10.33,0.76,112.05,0.1,2.77,3.05,,,30.03,13.25,1.8,283.0,92.75,39.1,0.0
2018-05-25 17:00:00,2018-05-25 18:00:00,66.25,246.75,3.52,19.07,13.05,14.42,10.25,0.83,108.0,0.1,1.87,3.92,,,29.4,14.75,1.65,193.0,50.75,38.48,0.0
2018-05-25 18:00:00,2018-05-25 19:00:00,65.0,297.75,3.2,18.03,12.17,13.88,18.53,0.75,101.2,0.2,11.65,6.13,,,30.95,17.5,1.0,86.75,18.5,37.55,0.0
2018-05-25 19:00:00,2018-05-25 20:00:00,54.0,270.5,1.05,26.62,14.97,11.88,11.68,0.8,67.75,0.18,10.28,5.58,,,30.95,19.25,0.73,197.75,10.0,36.72,0.0
2018-05-25 20:00:00,2018-05-25 21:00:00,67.0,255.25,2.43,49.45,28.25,12.88,10.25,0.98,35.9,0.28,6.85,4.53,,,31.15,23.0,0.45,142.25,10.0,35.48,0.0
2018-05-25 21:00:00,2018-05-25 22:00:00,82.25,257.5,0.88,46.48,25.42,16.15,36.5,0.99,40.62,0.45,23.22,12.33,,,31.18,23.5,0.7,158.75,10.25,35.47,0.0
2018-05-25 22:00:00,2018-05-25 23:00:00,109.5,325.75,3.73,58.68,34.22,19.75,29.55,1.11,21.3,0.43,6.9,4.0,,,30.42,27.75,0.38,253.25,10.0,34.4,0.0
2018-05-25 23:00:00,2018-05-26 00:00:00,81.0,279.75,2.88,48.63,28.22,23.6,21.47,1.12,17.0,0.4,5.15,3.3,,,30.25,31.5,0.45,134.25,10.0,33.33,0.0
2018-05-26 00:00:00,2018-05-26 01:00:00,80.5,211.0,0.85,28.75,15.98,21.6,30.88,0.35,25.0,0.48,5.85,4.85,,,30.18,33.25,0.45,138.5,10.0,32.8,0.0
2018-05-26 01:00:00,2018-05-26 02:00:00,77.5,198.25,5.05,55.52,33.62,18.53,16.1,0.33,6.12,0.43,4.67,3.25,,,30.18,31.5,0.53,222.75,10.25,32.48,0.0
2018-05-26 02:00:00,2018-05-26 03:00:00,68.25,219.0,2.05,29.97,17.6,11.1,9.57,0.05,20.73,0.33,3.72,1.25,,,30.9,21.0,1.37,286.75,11.0,33.38,0.0
2018-05-26 03:00:00,2018-05-26 04:00:00,50.0,232.75,0.88,18.42,10.5,7.8,10.0,,24.4,0.25,3.45,0.78,,,31.2,18.0,1.13,279.0,10.0,33.5,0.0
2018-05-26 04:00:00,2018-05-26 05:00:00,38.25,142.75,1.53,30.2,17.33,7.3,9.98,,18.15,0.15,3.43,0.67,,,31.32,23.25,0.4,197.25,10.0,31.83,0.0
2018-05-26 05:00:00,2018-05-26 06:00:00,37.75,123.25,1.32,29.47,16.8,8.6,10.9,,20.12,0.28,38.3,7.93,,,31.28,24.75,0.4,159.5,11.25,31.47,0.0
2018-05-26 06:00:00,2018-05-26 07:00:00,48.0,137.25,13.25,47.15,35.85,12.62,22.07,0.07,7.68,0.93,87.92,44.33,,,30.8,25.75,0.5,184.0,29.25,31.87,0.0
2018-05-26 07:00:00,2018-05-26 08:00:00,128.75,205.5,3.45,27.1,17.22,12.95,12.4,0.07,25.17,0.35,22.78,12.22,,,30.68,20.0,0.83,223.75,54.75,33.55,0.0
2018-05-26 08:00:00,2018-05-26 09:00:00,204.0,179.0,2.15,14.42,9.43,11.3,9.58,,47.53,0.13,7.5,3.95,,,30.45,16.0,1.22,260.25,88.5,35.1,0.0
2018-05-26 09:00:00,2018-05-26 10:00:00,78.5,171.0,2.43,13.4,9.08,11.35,12.12,0.38,60.85,0.1,5.48,2.65,,,30.2,13.0,1.4,240.0,172.75,36.43,0.0
2018-05-26 10:00:00,2018-05-26 11:00:00,70.5,177.75,1.73,12.85,8.25,8.17,14.57,0.5,80.33,0.1,3.82,1.7,,,30.78,10.75,1.73,241.0,205.25,37.32,0.0
2018-05-26 11:00:00,2018-05-26 12:00:00,62.5,167.0,1.1,9.4,5.87,7.27,12.4,0.38,85.07,0.13,3.75,4.13,,,31.03,8.75,1.62,235.25,223.5,38.35,0.0
2018-05-26 12:00:00,2018-05-26 13:00:00,42.75,175.25,1.25,8.95,5.75,7.4,12.23,0.38,82.42,0.1,4.6,1.7,,,30.97,6.75,1.65,194.25,235.25,39.07,0.0
2018-05-26 13:00:00,2018-05-26 14:00:00,74.5,150.25,0.93,8.4,5.2,7.95,12.0,0.34,86.58,0.1,4.75,2.63,,,30.8,5.75,1.53,179.0,229.75,39.55,0.0
2018-05-26 14:00:00,2018-05-26 15:00:00,140.0,137.25,0.98,7.75,4.92,9.75,11.9,0.43,84.2,0.1,5.13,2.35,,,30.38,4.75,1.53,218.25,211.5,40.05,0.0
2018-05-26 15:00:00,2018-05-26 16:00:00,45.0,137.75,1.07,8.08,5.18,11.38,12.0,0.49,87.85,0.1,4.25,1.58,,,30.38,4.75,1.82,97.75,173.5,39.82,0.0
2018-05-26 16:00:00,2018-05-26 17:00:00,48.25,172.0,1.33,11.7,7.3,9.5,10.18,0.47,88.32,0.1,3.75,3.15,,,30.38,4.5,1.42,157.75,122.0,39.88,0.0
2018-05-26 17:00:00,2018-05-26 18:00:00,47.75,272.75,4.95,15.97,12.48,11.35,9.0,0.54,75.68,0.08,3.43,3.02,,,30.93,5.0,1.72,229.0,66.0,39.43,0.0
2018-05-26 18:00:00,2018-05-26 19:00:00,45.25,189.5,6.75,41.8,27.75,7.03,8.75,0.7,46.12,0.1,3.05,1.65,,,30.6,6.75,0.97,271.25,21.0,38.5,0.0
2018-05-26 19:00:00,2018-05-26 20:00:00,57.75,283.25,11.78,79.38,51.8,6.75,9.85,0.67,5.5,0.28,3.48,2.4,,,30.9,12.25,0.35,256.0,10.0,36.4,0.0
2018-05-26 20:00:00,2018-05-26 21:00:00,79.5,434.5,6.3,50.38,31.9,9.0,10.12,0.65,17.33,0.33,4.6,2.9,,,31.13,12.75,0.5,172.5,10.0,35.62,0.0
2018-05-26 21:00:00,2018-05-26 22:00:00,64.75,319.25,2.05,43.68,24.9,9.3,10.05,0.56,23.78,0.25,4.3,2.62,,,31.08,15.25,0.5,195.5,10.0,35.25,0.0
2018-05-26 22:00:00,2018-05-26 23:00:00,59.75,304.5,0.95,26.12,14.67,12.28,9.6,0.52,32.6,0.2,3.7,1.53,,,30.65,17.75,0.43,242.5,10.0,34.75,0.0
2018-05-26 23:00:00,2018-05-27 00:00:00,54.5,305.5,1.15,43.0,23.8,15.22,10.07,0.72,21.2,0.15,3.65,1.18,,,30.82,21.25,0.38,194.25,10.0,34.0,0.0
2018-05-27 00:00:00,2018-05-27 01:00:00,55.0,217.75,1.32,40.7,22.7,15.6,27.83,1.02,21.0,0.23,7.62,2.65,,,30.85,23.0,0.53,174.5,10.5,33.8,0.0
2018-05-27 01:00:00,2018-05-27 02:00:00,69.5,233.25,1.05,19.05,11.0,15.4,7.02,0.82,32.85,0.3,19.45,8.42,,,30.92,22.0,1.22,204.75,10.0,34.15,0.0
2018-05-27 02:00:00,2018-05-27 03:00:00,76.5,162.75,0.72,16.2,9.2,12.65,6.53,0.8,36.03,0.13,4.17,1.65,,,31.2,27.0,0.9,205.75,10.0,33.65,0.0
2018-05-27 03:00:00,2018-05-27 04:00:00,87.5,148.0,0.52,15.08,8.42,10.42,7.6,0.62,44.1,0.13,3.33,0.85,,,31.07,32.0,0.85,205.0,10.0,33.15,0.0
2018-05-27 04:00:00,2018-05-27 05:00:00,42.25,119.25,0.63,12.33,7.07,13.13,7.48,0.56,45.68,0.15,3.02,0.62,,,31.22,35.0,0.95,208.5,10.0,32.7,0.0
2018-05-27 05:00:00,2018-05-27 06:00:00,36.5,105.0,0.7,9.92,5.83,16.47,7.1,1.2,50.05,0.1,2.88,0.45,,,31.13,36.0,1.25,213.5,12.0,32.57,0.0
2018-05-27 06:00:00,2018-05-27 07:00:00,35.25,106.5,0.6,9.9,5.73,25.18,8.45,1.31,48.93,0.1,2.85,0.38,,,30.75,35.25,1.25,214.5,31.25,32.88,0.0
2018-05-27 07:00:00,2018-05-27 08:00:00,36.0,121.25,0.75,9.05,5.42,25.12,8.6,1.33,57.48,0.13,2.88,0.38,,,30.62,31.5,1.5,220.25,55.5,34.0,0.0
2018-05-27 08:00:00,2018-05-27 09:00:00,37.5,159.5,1.03,8.9,5.6,20.28,7.95,1.26,71.17,0.1,2.52,0.3,,,31.18,27.75,1.72,232.0,90.5,35.1,0.0
2018-05-27 09:00:00,2018-05-27 10:00:00,44.5,183.25,1.35,8.9,5.83,16.35,7.23,1.17,72.05,0.1,2.32,0.3,,,30.4,22.5,1.77,236.75,178.5,36.47,0.0
2018-05-27 10:00:00,2018-05-27 11:00:00,54.75,194.75,1.77,11.23,7.38,12.62,6.77,1.32,76.0,0.1,2.1,0.23,,,30.45,18.25,1.65,248.25,206.75,37.7,0.0
2018-05-27 11:00:00,2018-05-27 12:00:00,57.0,215.25,2.23,12.17,8.27,9.77,7.85,1.11,72.8,0.1,2.2,0.2,,,30.98,13.5,1.72,252.5,221.5,38.68,0.0
2018-05-27 12:00:00,2018-05-27 13:00:00,37.75,195.0,1.15,9.05,5.75,8.0,7.78,0.97,73.55,0.1,2.95,0.2,,,31.05,9.25,1.57,246.25,235.25,39.43,0.0
2018-05-27 13:00:00,2018-05-27 14:00:00,34.5,158.75,1.3,8.68,5.65,8.45,7.6,0.97,77.62,0.1,3.48,0.23,,,30.85,7.25,1.5,248.25,231.0,40.03,0.0
2018-05-27 14:00:00,2018-05-27 15:00:00,36.5,168.75,1.42,8.32,5.58,10.42,8.07,1.01,71.05,0.1,3.6,0.4,,,30.62,6.5,1.62,244.25,219.0,40.2,0.0
2018-05-27 15:00:00,2018-05-27 16:00:00,42.0,191.0,1.15,7.82,5.07,11.58,8.3,1.12,78.6,0.0,3.5,0.27,,,29.78,6.0,1.55,210.5,146.75,40.07,0.0
2018-05-27 16:00:00,2018-05-27 17:00:00,51.0,166.25,1.45,10.7,6.88,10.65,7.13,1.11,80.3,0.0,2.72,0.4,,,30.15,6.0,1.22,237.75,101.25,39.93,0.0
2018-05-27 17:00:00,2018-05-27 18:00:00,44.25,220.75,1.7,19.1,11.53,8.48,6.33,1.17,74.88,0.0,2.33,0.25,,,30.0,7.0,1.05,244.5,45.75,39.32,0.0
2018-05-27 18:00:00,2018-05-27 19:00:00,47.0,295.25,1.12,13.4,8.05,8.35,5.6,1.28,72.23,0.1,2.4,0.28,,,30.82,11.25,1.22,208.75,22.0,38.58,0.0
2018-05-27 19:00:00,2018-05-27 20:00:00,35.75,171.5,0.58,15.62,8.77,7.3,7.0,1.21,58.33,0.1,2.4,0.55,,,30.98,12.75,1.17,204.25,10.25,37.7,0.0
2018-05-27 20:00:00,2018-05-27 21:00:00,41.5,181.5,0.62,19.95,11.1,8.25,7.12,1.28,44.42,0.15,2.7,0.67,,,31.13,15.75,0.85,209.0,10.0,36.95,0.0
2018-05-27 21:00:00,2018-05-27 22:00:00,54.5,195.0,0.87,17.45,10.0,9.48,7.17,1.2,40.78,0.2,2.9,0.6,,,31.05,17.25,0.87,217.5,10.0,36.32,0.0
2018-05-27 22:00:00,2018-05-27 23:00:00,57.0,178.0,0.8,13.42,7.8,12.48,7.9,1.14,43.27,0.18,2.95,0.43,,,30.72,18.5,0.8,216.25,10.0,35.93,0.0
2018-05-27 23:00:00,2018-05-28 00:00:00,43.0,161.5,1.45,28.07,16.1,15.15,7.2,1.25,21.12,0.1,2.93,0.35,,,30.75,21.75,0.52,227.75,10.0,34.68,0.0
2018-05-28 00:00:00,2018-05-28 01:00:00,45.75,182.0,2.97,36.08,21.65,13.18,8.35,1.05,16.65,0.1,2.98,0.38,,,30.73,26.0,0.33,120.75,10.0,33.55,0.0
2018-05-28 01:00:00,2018-05-28 02:00:00,53.0,230.25,12.98,44.25,34.07,14.22,7.95,1.15,8.75,0.13,3.12,0.62,,,30.65,26.5,0.45,203.25,10.0,33.1,0.0
2018-05-28 02:00:00,2018-05-28 03:00:00,68.75,354.0,1.82,23.05,13.72,10.55,8.43,1.04,24.87,0.13,2.75,0.35,,,30.95,20.25,1.27,285.75,10.75,33.85,0.0
2018-05-28 03:00:00,2018-05-28 04:00:00,43.5,233.75,2.15,25.3,15.23,7.3,9.85,0.93,20.85,0.18,2.98,0.5,,,31.0,18.75,0.8,251.75,10.0,33.25,0.0
2018-05-28 04:00:00,2018-05-28 05:00:00,41.0,204.25,1.37,19.57,11.53,7.65,9.65,0.87,22.4,0.18,2.82,0.33,,,31.1,18.5,0.6,222.5,10.0,32.23,0.0
2018-05-28 05:00:00,2018-05-28 06:00:00,38.75,148.5,1.0,26.9,15.15,7.42,10.03,0.93,15.67,0.18,3.15,1.05,,,30.97,19.25,0.4,144.75,11.5,31.3,0.0
2018-05-28 06:00:00,2018-05-28 07:00:00,46.25,188.75,24.1,45.22,43.62,9.43,11.88,1.41,7.72,0.43,7.77,8.3,,,30.72,21.25,0.45,189.0,31.75,31.62,0.0
2018-05-28 07:00:00,2018-05-28 08:00:00,58.75,265.5,3.35,19.53,13.1,10.68,10.62,1.29,28.73,0.3,5.85,5.4,,,30.88,15.25,0.87,260.5,59.25,33.75,0.0
2018-05-28 08:00:00,2018-05-28 09:00:00,50.0,223.5,2.2,13.1,8.75,11.45,8.85,1.16,55.08,0.18,3.55,1.12,,,30.95,14.0,1.62,282.75,93.75,35.65,0.0
2018-05-28 09:00:00,2018-05-28 10:00:00,49.5,211.25,2.6,13.33,9.2,9.62,7.42,1.03,72.48,0.15,3.33,0.62,,,30.92,6.25,1.48,248.25,179.75,37.58,0.0
2018-05-28 10:00:00,2018-05-28 11:00:00,37.25,199.5,1.43,9.35,6.12,6.55,7.7,0.89,94.62,0.1,3.02,0.43,,,30.95,2.75,1.2,125.25,211.5,38.77,0.0
2018-05-28 11:00:00,2018-05-28 12:00:00,32.25,161.0,1.07,8.33,5.3,5.03,8.9,1.2,79.9,0.13,2.98,0.58,,,30.77,1.0,1.7,172.75,226.75,39.42,0.0
2018-05-28 12:00:00,2018-05-28 13:00:00,32.0,184.5,1.1,7.2,4.7,5.15,8.4,1.23,76.22,0.1,3.43,1.95,,,30.82,1.0,1.78,212.5,236.75,39.73,0.0
2018-05-28 13:00:00,2018-05-28 14:00:00,38.75,218.5,2.47,15.45,10.23,7.92,10.35,1.33,73.78,0.1,3.85,1.57,,,30.72,1.0,1.67,241.25,226.75,40.05,0.0
2018-05-28 14:00:00,2018-05-28 15:00:00,79.0,316.0,2.65,21.93,13.8,20.38,12.12,1.94,70.35,0.33,3.8,0.9,,,30.4,1.5,1.87,200.5,212.5,40.1,0.0
2018-05-28 15:00:00,2018-05-28 16:00:00,94.25,278.75,1.32,9.1,5.92,15.77,8.65,1.51,86.75,0.2,3.7,1.1,,,30.2,2.0,2.03,160.75,174.5,39.98,0.0
2018-05-28 16:00:00,2018-05-28 17:00:00,46.5,231.75,1.28,7.6,5.05,13.6,8.22,1.31,88.0,0.15,2.65,3.8,,,29.8,2.5,2.0,189.5,123.25,39.77,0.0
2018-05-28 17:00:00,2018-05-28 18:00:00,70.75,200.0,7.83,17.47,15.65,11.35,7.7,1.2,79.4,0.1,3.0,3.82,,,29.98,3.0,1.1,208.75,65.5,39.65,0.0
2018-05-28 18:00:00,2018-05-28 19:00:00,82.25,238.75,13.28,35.52,29.72,10.43,8.67,1.3,61.52,0.25,3.32,1.95,,,30.55,6.5,0.48,95.25,20.5,38.15,0.0
2018-05-28 19:00:00,2018-05-28 20:00:00,53.0,230.25,23.77,69.03,56.05,10.73,10.4,1.8,18.45,0.43,4.05,7.27,,,30.85,10.75,0.3,23.5,10.0,35.95,0.0
2018-05-28 20:00:00,2018-05-28 21:00:00,79.75,361.5,70.35,92.65,106.45,12.82,14.4,2.4,2.25,2.88,433.4,,,,31.15,14.5,0.33,116.5,10.0,34.9,0.0
2018-05-28 21:00:00,2018-05-28 22:00:00,118.5,551.5,80.75,82.88,109.75,16.65,16.3,3.36,2.43,3.2,,,,,31.13,18.5,0.35,157.25,10.0,34.17,0.0
2018-05-28 22:00:00,2018-05-28 23:00:00,165.75,731.75,113.68,71.7,130.58,27.85,22.72,4.4,2.8,3.2,,,,,30.57,20.0,0.48,134.0,10.0,33.75,0.0
2018-05-28 23:00:00,2018-05-29 00:00:00,194.5,731.5,40.53,62.27,66.08,29.28,28.6,3.35,2.35,2.9,352.7,,,,30.53,19.5,0.57,101.25,10.0,33.28,0.0
2018-05-29 00:00:00,2018-05-29 01:00:00,182.0,466.5,48.72,57.45,70.2,28.93,62.25,2.02,3.1,2.48,48.7,,,,30.67,21.75,0.48,136.5,10.0,32.85,0.0
2018-05-29 01:00:00,2018-05-29 02:00:00,131.75,409.0,34.22,49.85,54.35,24.43,14.35,1.03,4.25,1.85,240.53,,,,30.55,18.0,0.63,254.5,10.75,33.4,0.0
2018-05-29 02:00:00,2018-05-29 03:00:00,79.25,266.5,4.5,26.2,17.58,14.15,5.82,0.24,14.57,1.75,153.5,,,,30.88,18.5,0.6,251.25,10.0,33.65,0.0
2018-05-29 03:00:00,2018-05-29 04:00:00,107.5,196.0,2.27,24.47,14.85,15.03,6.4,0.0,17.85,2.2,9.6,,,,30.97,21.5,0.55,203.25,10.0,33.43,0.0
2018-05-29 04:00:00,2018-05-29 05:00:00,162.0,163.5,1.7,23.83,14.07,15.62,6.6,,16.45,2.45,253.7,,,,31.08,21.75,0.65,232.0,10.25,33.68,0.0
2018-05-29 05:00:00,2018-05-29 06:00:00,52.0,184.5,1.7,25.0,14.68,15.23,5.7,0.01,18.8,3.2,,,,,30.97,23.0,0.65,226.75,12.5,33.47,0.0
2018-05-29 06:00:00,2018-05-29 07:00:00,52.0,210.5,1.93,18.0,11.15,19.17,15.05,,28.03,3.2,,,,,30.52,22.5,1.13,258.0,33.0,34.2,0.0
2018-05-29 07:00:00,2018-05-29 08:00:00,43.0,194.5,2.15,15.4,9.95,20.25,7.2,,36.82,3.2,,,,,30.5,21.75,1.3,282.5,58.0,35.15,0.0
2018-05-29 08:00:00,2018-05-29 09:00:00,43.0,213.75,2.4,12.33,8.5,17.97,7.07,0.0,48.0,3.2,,,,,30.32,22.5,2.3,263.75,94.75,35.68,0.0
2018-05-29 09:00:00,2018-05-29 10:00:00,44.25,267.0,2.45,12.95,8.9,17.37,7.25,,60.5,3.2,,,,,30.2,19.75,2.25,271.0,169.5,36.67,0.0
2018-05-29 10:00:00,2018-05-29 11:00:00,50.0,268.75,1.97,12.78,8.42,11.98,7.13,1.13,82.0,2.13,3.0,,,,30.45,15.0,1.7,232.5,198.5,37.8,0.0
2018-05-29 11:00:00,2018-05-29 12:00:00,56.0,279.25,1.6,12.07,7.73,8.77,7.4,1.11,91.25,0.13,3.3,4.75,,,30.77,9.75,1.42,234.75,214.25,39.0,0.0
2018-05-29 12:00:00,2018-05-29 13:00:00,52.25,262.25,0.8,8.85,5.35,9.8,6.85,0.99,94.27,0.25,3.85,7.4,,,30.8,5.5,1.33,183.75,229.0,39.68,0.0
2018-05-29 13:00:00,2018-05-29 14:00:00,41.0,179.25,1.4,9.8,6.35,9.37,6.55,1.07,95.3,0.1,4.0,3.47,,,30.5,4.75,1.87,225.5,220.75,39.98,0.0
2018-05-29 14:00:00,2018-05-29 15:00:00,39.75,212.75,0.95,7.15,4.62,11.42,7.72,1.02,100.52,0.08,3.43,5.8,,,30.18,5.0,1.95,167.75,194.25,39.88,0.0
2018-05-29 15:00:00,2018-05-29 16:00:00,37.25,188.25,1.3,11.2,7.0,13.15,8.02,1.19,98.73,0.1,3.6,5.0,,,29.65,5.0,1.4,220.75,148.0,40.1,0.0
2018-05-29 16:00:00,2018-05-29 17:00:00,40.75,220.0,1.57,12.85,8.07,11.33,6.4,1.26,99.42,,,,,,29.82,5.75,1.32,228.25,87.25,39.68,0.0
2018-05-29 17:00:00,2018-05-29 18:00:00,42.5,217.0,7.35,30.47,22.18,13.35,9.05,1.49,81.15,0.23,3.1,9.73,,,29.97,6.25,1.03,191.25,45.5,39.3,0.0
2018-05-29 18:00:00,2018-05-29 19:00:00,50.0,249.5,3.22,22.45,14.55,9.5,7.58,1.6,78.42,0.6,2.83,19.85,,,30.82,7.25,1.08,196.75,22.25,38.68,0.0
2018-05-29 19:00:00,2018-05-29 20:00:00,52.5,295.0,3.1,20.33,13.35,9.52,6.52,1.45,48.2,1.93,25.45,,,,30.8,15.5,1.77,278.0,11.0,37.78,0.0
2018-05-29 20:00:00,2018-05-29 21:00:00,60.75,438.0,2.95,24.98,15.7,9.8,6.07,1.49,33.45,3.2,,,,,30.9,17.75,1.0,247.5,10.25,37.15,0.0
2018-05-29 21:00:00,2018-05-29 22:00:00,59.5,365.25,3.8,23.07,15.35,12.08,5.83,1.39,30.25,3.2,,,,,30.87,17.75,1.4,254.0,10.75,36.8,0.0
2018-05-29 22:00:00,2018-05-29 23:00:00,49.75,386.0,5.35,21.3,15.7,18.7,6.8,1.41,28.1,3.2,,,,,30.32,17.5,1.53,275.25,10.5,36.3,0.0
2018-05-29 23:00:00,2018-05-30 00:00:00,47.5,369.25,1.37,12.42,7.72,17.0,6.1,1.48,35.8,3.2,,,,,30.15,18.0,1.7,279.75,10.5,35.83,0.0
2018-05-30 00:00:00,2018-05-30 01:00:00,33.25,179.0,1.0,12.2,7.33,13.95,7.28,1.07,33.65,3.2,,,,,30.08,19.0,1.53,282.25,10.25,35.3,0.0
2018-05-30 01:00:00,2018-05-30 02:00:00,31.5,135.0,1.1,12.55,7.58,13.05,6.65,1.12,32.57,3.2,,,,,30.1,21.5,1.17,264.75,10.25,34.75,0.0
2018-05-30 02:00:00,2018-05-30 03:00:00,33.5,133.75,0.9,15.72,9.08,10.87,8.0,0.97,29.3,3.2,,,,,30.4,25.25,1.03,292.75,10.5,34.18,0.0
2018-05-30 03:00:00,2018-05-30 04:00:00,36.75,163.25,1.55,21.43,12.65,10.03,8.75,0.91,23.2,3.2,,,,,30.88,28.5,0.75,292.75,10.75,33.53,0.0
2018-05-30 04:00:00,2018-05-30 05:00:00,41.0,187.5,1.03,23.05,13.12,10.85,9.12,0.87,18.15,3.2,,,,,31.03,32.5,0.43,220.75,10.0,32.8,0.0
2018-05-30 05:00:00,2018-05-30 06:00:00,37.75,128.0,1.95,22.5,13.53,12.33,9.18,0.86,18.33,3.2,,,,,31.0,33.25,0.77,268.5,12.25,32.7,0.0
2018-05-30 06:00:00,2018-05-30 07:00:00,36.0,142.75,2.52,15.18,10.12,19.52,10.18,0.89,22.2,3.2,,,,,30.4,37.25,1.18,285.25,28.75,32.95,0.0
2018-05-30 07:00:00,2018-05-30 08:00:00,34.0,168.75,3.23,11.72,8.87,24.67,9.78,1.06,25.62,2.98,,,,,30.27,39.0,1.35,274.0,55.25,33.78,0.0
2018-05-30 08:00:00,2018-05-30 09:00:00,37.5,239.75,2.52,11.4,8.08,21.77,9.15,1.07,36.5,0.1,2.85,0.55,,,29.95,37.5,1.78,276.5,89.75,34.8,0.0
2018-05-30 09:00:00,2018-05-30 10:00:00,39.75,224.5,2.02,10.13,6.97,20.42,8.4,1.02,41.78,0.1,2.72,0.5,,,29.72,34.5,2.08,277.0,167.0,35.65,0.0
2018-05-30 10:00:00,2018-05-30 11:00:00,43.0,258.5,2.45,10.95,7.82,14.9,8.53,1.06,46.82,0.13,2.43,1.2,,,29.78,29.75,1.82,276.0,198.25,36.62,0.0
2018-05-30 11:00:00,2018-05-30 12:00:00,44.5,262.25,2.53,10.27,7.5,11.87,8.2,0.93,51.93,0.1,2.48,3.88,,,30.9,21.5,1.8,254.25,214.25,37.7,0.0
2018-05-30 12:00:00,2018-05-30 13:00:00,39.5,287.25,1.45,7.35,5.1,15.95,8.33,0.84,57.72,0.08,3.05,6.77,,,31.0,17.25,2.1,257.75,227.0,38.3,0.0
2018-05-30 13:00:00,2018-05-30 14:00:00,60.75,240.5,1.47,7.55,5.25,15.17,8.5,0.92,60.6,0.08,3.0,7.48,,,30.82,15.0,2.0,249.5,226.0,38.88,0.0
2018-05-30 14:00:00,2018-05-30 15:00:00,111.5,282.25,1.82,9.88,6.75,21.0,9.88,1.0,58.7,0.08,3.03,3.45,,,30.53,13.75,1.82,264.5,208.0,39.23,0.0
2018-05-30 15:00:00,2018-05-30 16:00:00,56.25,348.0,2.62,10.65,7.78,19.0,8.85,1.02,56.75,0.0,3.15,4.0,,,29.8,12.5,1.95,269.5,168.75,39.27,0.0
2018-05-30 16:00:00,2018-05-30 17:00:00,46.75,325.0,1.72,8.83,6.08,14.0,7.68,1.1,61.7,0.0,2.8,3.7,,,29.47,12.25,2.12,279.25,125.25,39.1,0.0
