From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2018-01-02 12:00:00,2018-01-02 13:00:00,60.0,119.5,0.2,8.2,4.5,8.15,22.8,2.16,119.45,0.05,1.5,1.4,,,27.45,35.5,1.7,,115.5,26.25,
2018-01-02 13:00:00,2018-01-02 14:00:00,58.0,110.5,0.83,7.38,4.62,8.35,23.5,2.18,127.15,0.0,1.23,0.48,,,27.15,32.75,1.47,,127.0,26.6,
2018-01-02 14:00:00,2018-01-02 15:00:00,54.5,105.75,0.88,8.15,5.0,8.45,24.75,2.23,131.45,0.0,1.2,0.6,,,26.47,32.5,1.45,,121.25,27.07,
2018-01-02 15:00:00,2018-01-02 16:00:00,53.0,118.75,1.02,8.82,5.52,8.35,20.65,2.17,130.08,0.0,1.18,0.82,,,26.62,34.25,1.88,,64.75,26.6,
2018-01-02 16:00:00,2018-01-02 17:00:00,54.0,113.75,1.2,9.25,5.88,8.67,18.08,2.22,115.23,0.0,1.08,0.18,,,27.0,39.75,1.28,,64.25,25.9,34.37
2018-01-02 17:00:00,2018-01-02 18:00:00,65.0,146.25,29.33,32.7,41.32,6.77,20.78,2.46,86.38,0.05,0.95,0.1,,,27.0,47.5,0.5,,52.5,24.68,13.62
2018-01-02 18:00:00,2018-01-02 19:00:00,86.75,172.25,0.95,23.47,13.27,7.78,15.67,2.47,61.97,0.1,1.18,0.1,,,26.77,59.0,0.3,,73.5,23.12,9.95
2018-01-02 19:00:00,2018-01-02 20:00:00,80.5,162.0,3.27,23.88,15.4,7.1,17.73,2.55,53.23,0.1,1.35,0.1,,,26.95,66.0,0.3,,91.25,22.18,10.12
2018-01-02 20:00:00,2018-01-02 21:00:00,86.25,154.5,1.22,26.55,15.1,8.83,15.93,2.57,38.57,0.1,1.62,0.13,,,26.85,72.75,0.3,,106.25,21.4,10.17
2018-01-02 21:00:00,2018-01-02 22:00:00,104.0,177.5,0.78,21.82,12.28,8.4,16.92,2.55,37.1,0.1,1.6,0.25,,,26.92,79.25,0.3,,240.25,20.62,10.1
2018-01-02 22:00:00,2018-01-02 23:00:00,115.5,171.5,1.02,20.08,11.52,8.37,17.58,2.61,28.22,0.13,1.4,0.45,,,26.53,83.75,0.35,,100.75,19.88,10.15
2018-01-02 23:00:00,2018-01-03 00:00:00,106.25,152.5,0.97,22.6,12.82,8.5,16.33,2.59,29.45,0.1,1.6,0.3,,,26.5,84.5,0.3,,161.75,19.65,10.22
2018-01-03 00:00:00,2018-01-03 01:00:00,115.25,177.5,29.15,23.52,36.23,10.28,18.27,3.03,18.08,0.1,2.5,1.7,,,26.45,88.0,0.3,,211.0,19.07,10.15
2018-01-03 01:00:00,2018-01-03 02:00:00,131.75,216.75,26.23,30.1,37.35,8.75,19.88,3.22,6.45,0.18,2.12,0.9,,,26.62,89.5,0.3,,139.75,18.55,10.17
2018-01-03 02:00:00,2018-01-03 03:00:00,128.75,189.5,5.47,22.75,16.57,8.0,16.75,2.82,20.43,0.18,1.6,0.5,,,26.65,85.75,0.3,,90.75,18.53,10.25
2018-01-03 03:00:00,2018-01-03 04:00:00,103.75,135.0,0.58,12.7,7.25,7.93,16.35,2.39,38.85,0.1,1.3,0.15,,,26.8,81.5,0.3,,99.25,18.15,10.15
2018-01-03 04:00:00,2018-01-03 05:00:00,75.0,100.25,0.45,10.43,5.95,7.85,14.8,2.37,35.35,0.1,1.2,0.1,,,26.85,83.0,0.3,,80.25,17.85,10.1
2018-01-03 05:00:00,2018-01-03 06:00:00,72.0,96.5,6.35,22.03,16.87,7.75,15.92,2.51,10.95,0.1,1.18,0.3,,,26.87,88.5,0.3,,178.5,17.12,10.1
2018-01-03 06:00:00,2018-01-03 07:00:00,77.0,109.0,6.42,14.45,12.9,8.35,18.02,2.67,20.75,0.13,1.18,0.15,,,26.43,89.5,0.3,,195.5,16.95,10.35
2018-01-03 07:00:00,2018-01-03 08:00:00,98.25,153.5,41.1,16.03,41.97,8.25,17.78,2.91,6.58,0.15,1.4,0.38,,,26.5,89.75,0.3,,203.0,16.88,16.43
2018-01-03 08:00:00,2018-01-03 09:00:00,117.0,252.25,23.65,23.88,31.92,8.08,19.33,2.87,16.62,0.18,1.4,0.23,,,26.42,80.75,0.3,,276.5,18.5,26.73
2018-01-03 09:00:00,2018-01-03 10:00:00,121.0,381.5,11.25,24.05,21.92,8.47,25.2,2.84,34.4,0.15,1.65,0.1,,,26.5,69.75,0.38,,274.0,20.8,34.58
2018-01-03 10:00:00,2018-01-03 11:00:00,121.0,363.0,2.8,11.75,8.52,7.93,30.33,2.39,86.45,0.15,1.95,0.15,,,26.35,46.0,0.6,,111.25,23.4,36.8
2018-01-03 11:00:00,2018-01-03 12:00:00,77.75,140.0,0.9,6.87,4.4,8.0,20.7,2.29,100.3,,,,,,26.7,35.25,1.65,,116.75,24.65,
2018-01-03 12:00:00,2018-01-03 13:00:00,51.0,99.75,0.6,5.75,3.55,7.2,19.3,2.22,105.38,,,,,,27.0,31.0,2.25,,93.25,25.1,
2018-01-03 13:00:00,2018-01-03 14:00:00,37.25,70.0,0.53,5.08,3.12,7.55,21.55,2.3,112.12,,,,,,27.35,29.25,1.6,,136.5,25.75,
2018-01-03 14:00:00,2018-01-03 15:00:00,39.25,71.5,0.75,5.6,3.55,7.5,21.1,2.35,114.83,,,,,,27.13,26.75,1.2,,106.5,26.32,
2018-01-03 15:00:00,2018-01-03 16:00:00,34.75,69.5,0.6,5.92,3.6,7.65,18.33,2.35,114.35,,,,,,27.38,25.75,1.0,,118.25,26.45,
2018-01-03 16:00:00,2018-01-03 17:00:00,39.25,84.0,0.52,5.8,3.5,7.8,15.9,2.28,109.52,,1.7,,,,27.05,28.75,0.87,,70.25,25.82,37.05
2018-01-03 17:00:00,2018-01-03 18:00:00,56.0,114.5,41.92,29.77,49.93,8.83,25.85,2.6,73.6,,1.7,1.3,,,26.38,36.25,0.35,,64.5,24.38,13.72
2018-01-03 18:00:00,2018-01-03 19:00:00,77.25,137.5,5.75,15.9,13.15,7.67,101.2,2.23,65.32,3.2,,,,,27.28,40.75,1.1,,75.75,22.97,10.1
2018-01-03 19:00:00,2018-01-03 20:00:00,51.25,115.0,9.5,23.15,20.03,7.9,42.88,2.31,64.87,0.33,64.07,106.73,,,28.45,46.75,0.38,,81.25,22.03,10.1
2018-01-03 20:00:00,2018-01-03 21:00:00,60.25,127.5,1.85,12.22,8.0,7.6,24.12,2.62,40.35,0.08,2.85,0.97,,,26.73,56.75,0.3,,189.75,20.75,10.08
2018-01-03 21:00:00,2018-01-03 22:00:00,96.75,257.0,9.55,14.6,15.55,7.65,23.68,3.03,6.55,0.23,2.55,1.1,,,26.68,69.75,0.3,,196.5,19.53,10.13
2018-01-03 22:00:00,2018-01-03 23:00:00,130.5,423.0,18.1,14.5,22.45,7.83,23.68,2.95,6.38,0.25,2.22,0.52,,,26.45,75.25,0.3,,248.5,18.97,10.2
2018-01-03 23:00:00,2018-01-04 00:00:00,123.0,494.75,18.12,13.17,21.75,7.78,20.63,3.0,6.58,0.2,2.12,0.33,,,26.37,80.25,0.3,,229.25,18.6,10.17
2018-01-04 00:00:00,2018-01-04 01:00:00,111.5,224.25,16.9,11.18,19.7,7.65,17.97,2.78,6.08,0.2,2.1,0.28,,,26.45,83.25,0.3,,179.75,18.28,10.22
2018-01-04 01:00:00,2018-01-04 02:00:00,102.25,167.25,15.85,9.5,17.92,7.62,17.97,2.64,5.65,0.2,2.15,0.77,,,26.45,85.75,0.3,,173.0,17.95,10.2
2018-01-04 02:00:00,2018-01-04 03:00:00,102.5,165.0,14.03,9.17,16.3,7.55,18.95,2.55,6.33,0.13,4.35,5.83,,,26.4,85.5,0.3,,183.25,17.87,10.25
2018-01-04 03:00:00,2018-01-04 04:00:00,113.75,197.0,13.62,8.67,15.7,7.52,19.45,2.44,5.2,0.2,3.85,5.3,,,26.53,88.5,0.3,,227.25,17.35,10.2
2018-01-04 04:00:00,2018-01-04 05:00:00,94.0,193.75,16.1,6.98,16.83,7.52,15.97,2.39,5.05,0.2,2.07,0.6,,,26.6,90.5,0.3,,248.75,17.05,10.22
2018-01-04 05:00:00,2018-01-04 06:00:00,84.5,143.0,12.4,6.33,13.42,7.45,15.9,2.4,5.38,0.2,1.9,0.33,,,26.65,90.5,0.3,,163.5,17.12,10.32
2018-01-04 06:00:00,2018-01-04 07:00:00,94.75,179.25,10.5,5.77,11.58,7.52,19.1,2.43,5.55,0.25,2.12,0.9,,,26.5,91.0,0.3,,194.5,17.03,10.33
2018-01-04 07:00:00,2018-01-04 08:00:00,113.0,314.0,12.0,5.5,12.72,7.48,19.35,2.78,6.47,0.3,2.62,1.38,,,26.47,89.25,0.33,,197.25,17.35,15.97
2018-01-04 08:00:00,2018-01-04 09:00:00,144.0,471.75,11.88,5.77,12.72,7.48,19.73,2.82,9.1,0.33,2.3,0.6,,,26.4,81.0,0.3,,280.25,18.87,26.4
2018-01-04 09:00:00,2018-01-04 10:00:00,148.75,393.75,12.33,7.57,14.05,7.6,27.7,2.8,33.15,0.38,2.7,0.88,,,26.47,65.25,0.53,,227.5,21.27,35.82
2018-01-04 10:00:00,2018-01-04 11:00:00,135.0,345.75,6.9,9.2,10.5,7.43,26.67,2.13,81.15,0.18,2.4,0.33,,,26.38,43.75,0.7,,90.5,23.7,38.4
2018-01-04 11:00:00,2018-01-04 12:00:00,73.0,131.0,2.07,8.43,6.17,7.2,25.0,2.01,95.6,0.1,1.97,0.15,,,26.7,37.25,0.8,,88.25,25.35,
2018-01-04 12:00:00,2018-01-04 13:00:00,55.0,96.25,0.65,4.9,3.15,7.2,28.0,1.9,107.52,0.1,1.9,1.47,,,27.07,30.25,0.75,,98.0,26.42,
2018-01-04 13:00:00,2018-01-04 14:00:00,44.5,81.0,0.4,4.65,2.83,7.12,26.45,1.81,114.65,0.1,2.02,1.48,,,27.38,27.75,1.13,,122.0,27.12,
2018-01-04 14:00:00,2018-01-04 15:00:00,39.25,80.25,0.25,3.52,2.1,7.25,21.35,1.8,117.72,0.15,1.68,5.47,,,27.78,30.25,1.97,,85.5,27.0,
2018-01-04 15:00:00,2018-01-04 16:00:00,38.0,89.25,0.28,3.95,2.32,7.25,14.05,1.86,124.42,0.03,1.33,3.7,,,29.25,30.0,1.0,,92.75,27.08,
2018-01-04 16:00:00,2018-01-04 17:00:00,41.75,99.5,0.48,4.05,2.5,7.28,15.5,1.8,121.63,0.1,1.7,5.35,,,29.25,32.25,0.8,,63.0,26.57,35.15
2018-01-04 17:00:00,2018-01-04 18:00:00,50.0,126.5,0.95,5.37,3.62,7.33,90.77,1.97,64.45,0.03,1.97,1.52,,,29.2,41.0,0.45,,67.75,25.17,13.77
2018-01-04 18:00:00,2018-01-04 19:00:00,72.75,185.25,2.45,8.8,6.68,7.38,46.55,1.98,55.38,0.13,2.25,0.83,,,27.75,54.75,0.3,,108.5,23.38,10.0
2018-01-04 19:00:00,2018-01-04 20:00:00,104.25,220.0,1.5,8.05,5.48,7.2,29.77,2.18,51.97,0.15,3.78,1.02,,,26.85,61.0,0.3,,109.0,22.55,10.08
2018-01-04 20:00:00,2018-01-04 21:00:00,188.0,295.25,0.88,7.4,4.68,7.22,27.45,2.53,25.43,0.45,3.58,1.47,,,26.75,71.0,0.3,,131.25,21.45,10.03
2018-01-04 21:00:00,2018-01-04 22:00:00,254.75,426.0,4.07,8.4,7.77,7.15,21.93,2.79,7.68,0.38,3.07,0.93,,,26.9,78.0,0.3,,199.0,20.73,10.13
2018-01-04 22:00:00,2018-01-04 23:00:00,159.75,302.5,8.23,9.15,11.55,7.3,19.3,2.85,7.1,0.33,2.7,1.03,,,28.82,81.5,0.3,,175.75,20.3,10.17
2018-01-04 23:00:00,2018-01-05 00:00:00,146.75,263.5,11.7,8.52,14.03,7.5,17.9,3.33,8.1,0.38,2.98,1.05,,,29.1,82.75,0.3,,195.5,19.97,10.25
2018-01-05 00:00:00,2018-01-05 01:00:00,165.5,353.25,12.1,7.0,13.55,7.4,15.12,2.96,7.27,0.3,2.75,1.25,,,28.95,85.5,0.4,,174.0,19.55,10.23
2018-01-05 01:00:00,2018-01-05 02:00:00,153.25,247.75,10.55,6.05,11.85,7.35,17.37,3.11,8.3,0.2,3.7,2.85,,,29.12,88.5,0.3,,181.5,19.32,10.17
2018-01-05 02:00:00,2018-01-05 03:00:00,176.25,296.5,6.15,3.73,6.95,7.3,20.72,3.02,7.33,0.2,4.23,4.15,,,27.4,89.5,0.33,,205.0,18.85,10.17
2018-01-05 03:00:00,2018-01-05 04:00:00,148.0,268.5,4.6,3.62,5.65,7.05,18.67,2.92,6.4,0.3,2.75,1.0,,,26.68,90.25,0.3,,122.0,18.82,10.25
2018-01-05 04:00:00,2018-01-05 05:00:00,125.0,181.5,3.5,3.72,4.83,7.07,18.53,2.32,6.05,0.2,2.47,1.07,,,26.75,90.25,0.3,,149.75,18.58,10.22
2018-01-05 05:00:00,2018-01-05 06:00:00,107.75,144.5,1.7,3.5,3.2,6.98,18.22,2.34,8.9,0.2,2.27,1.02,,,26.75,90.75,0.3,,178.75,18.5,10.28
2018-01-05 06:00:00,2018-01-05 07:00:00,128.0,181.25,3.15,4.2,4.78,7.1,17.9,2.85,6.52,0.25,2.5,1.43,,,28.82,93.75,0.3,,259.25,18.0,10.32
2018-01-05 07:00:00,2018-01-05 08:00:00,138.0,228.0,4.02,3.9,5.35,7.15,15.75,3.39,8.03,0.4,2.78,0.7,,,29.13,93.5,0.3,,190.5,18.2,15.85
2018-01-05 08:00:00,2018-01-05 09:00:00,165.25,370.75,2.62,2.98,3.75,7.1,15.93,3.33,8.8,0.4,2.78,0.88,,,29.0,83.5,0.3,,291.25,19.75,27.15
2018-01-05 09:00:00,2018-01-05 10:00:00,166.5,452.5,2.07,3.72,3.7,7.05,23.67,3.15,23.45,0.38,4.85,2.0,,,29.18,63.25,0.4,,220.0,22.25,36.18
2018-01-05 10:00:00,2018-01-05 11:00:00,166.25,594.75,0.73,2.15,1.57,7.0,173.8,2.19,57.07,0.23,4.2,2.58,,,27.6,39.25,0.55,,132.0,24.85,39.7
2018-01-05 11:00:00,2018-01-05 12:00:00,73.75,157.5,0.35,1.1,0.7,6.53,118.35,2.23,84.77,0.18,27.73,1.53,,,27.03,35.75,0.78,,97.5,26.25,
2018-01-05 12:00:00,2018-01-05 13:00:00,57.25,124.75,0.75,1.5,1.4,5.85,78.97,2.28,106.0,0.18,40.25,0.83,,,27.17,31.5,0.58,,166.25,27.6,
2018-01-05 13:00:00,2018-01-05 14:00:00,61.25,137.25,0.95,1.07,1.35,5.93,72.4,2.12,119.48,0.2,49.65,0.97,,,27.3,31.25,1.1,,130.5,27.72,
2018-01-05 14:00:00,2018-01-05 15:00:00,51.75,107.25,2.1,3.52,3.57,5.05,50.15,2.09,127.92,0.13,37.63,4.05,,,29.35,32.5,1.38,,131.0,27.63,
2018-01-05 15:00:00,2018-01-05 16:00:00,49.25,116.5,1.03,2.75,2.3,6.0,27.3,2.64,131.73,0.2,57.52,4.2,,,29.95,31.5,0.58,,168.5,28.02,
2018-01-05 16:00:00,2018-01-05 17:00:00,54.0,122.75,0.58,2.27,1.68,6.3,23.12,2.58,133.8,0.2,66.9,3.45,,,30.08,34.0,0.4,,80.0,27.18,34.3
2018-01-05 17:00:00,2018-01-05 18:00:00,59.0,130.0,0.65,2.1,1.62,6.28,75.6,2.69,76.32,0.15,70.1,2.97,,,29.9,47.75,0.75,,72.25,25.55,14.02
2018-01-05 18:00:00,2018-01-05 19:00:00,67.75,170.5,0.38,1.4,1.05,6.28,108.45,2.67,71.33,0.2,74.28,1.67,,,28.32,54.0,0.4,,80.25,24.33,10.17
2018-01-05 19:00:00,2018-01-05 20:00:00,77.0,184.5,0.72,0.78,1.03,6.33,26.7,2.65,65.12,0.2,74.95,1.9,,,27.05,58.75,0.38,,90.5,23.62,10.12
2018-01-05 20:00:00,2018-01-05 21:00:00,99.0,182.0,0.25,1.03,0.72,6.25,25.35,2.92,36.67,0.2,74.15,1.92,,,26.92,70.75,0.3,,160.0,22.27,10.05
2018-01-05 21:00:00,2018-01-05 22:00:00,153.25,280.75,0.3,1.25,0.83,6.28,22.42,3.41,7.63,0.2,72.3,1.68,,,26.95,79.0,0.3,,198.25,21.28,10.2
2018-01-05 22:00:00,2018-01-05 23:00:00,137.5,327.25,0.95,3.13,2.45,6.38,17.2,3.11,6.73,0.3,71.8,1.4,,,28.95,83.5,0.3,,169.75,20.75,10.2
2018-01-05 23:00:00,2018-01-06 00:00:00,120.5,203.75,1.0,2.68,2.23,6.28,14.27,2.98,7.38,0.3,74.3,1.35,,,29.27,85.0,0.3,,141.5,20.5,10.3
2018-01-06 00:00:00,2018-01-06 01:00:00,134.75,218.5,0.6,1.18,1.1,6.3,13.17,2.98,7.03,0.3,75.9,2.28,,,29.18,87.25,0.3,,186.5,19.97,10.28
2018-01-06 01:00:00,2018-01-06 02:00:00,126.5,211.0,0.6,1.0,1.0,6.33,12.58,2.86,6.77,0.3,76.07,1.95,,,29.18,88.5,0.3,,183.75,19.65,10.25
2018-01-06 02:00:00,2018-01-06 03:00:00,125.75,195.25,0.6,0.82,0.95,6.35,17.55,2.97,7.63,0.3,74.38,1.8,,,27.28,90.0,0.3,,176.25,19.32,10.28
2018-01-06 03:00:00,2018-01-06 04:00:00,135.0,311.75,0.67,0.87,0.98,6.33,16.78,2.89,6.4,0.3,69.85,1.63,,,26.75,91.25,0.3,,131.25,18.97,10.25
2018-01-06 04:00:00,2018-01-06 05:00:00,129.75,427.25,0.65,0.98,1.05,6.3,19.0,2.84,6.65,0.38,66.5,1.6,,,26.77,92.75,0.3,,155.25,18.68,10.22
2018-01-06 05:00:00,2018-01-06 06:00:00,122.25,109.25,0.6,0.95,1.0,6.25,17.77,2.43,5.73,0.5,64.28,1.42,,,26.8,92.5,0.3,,123.0,18.55,10.3
2018-01-06 06:00:00,2018-01-06 07:00:00,92.25,295.25,0.7,0.85,1.03,6.38,15.5,2.44,5.55,0.43,65.77,1.23,,,28.85,92.25,0.33,,199.5,18.22,10.33
2018-01-06 07:00:00,2018-01-06 08:00:00,91.25,138.5,0.45,0.95,0.87,6.28,12.55,3.05,6.73,0.4,70.6,1.18,,,29.32,90.5,0.3,,239.5,18.22,15.83
2018-01-06 08:00:00,2018-01-06 09:00:00,98.0,163.0,0.7,0.92,1.03,6.35,12.03,2.96,11.35,0.4,72.77,1.1,,,29.13,80.25,0.38,,188.75,19.88,27.3
2018-01-06 09:00:00,2018-01-06 10:00:00,108.0,182.25,0.72,0.95,1.13,6.22,28.4,2.63,42.95,0.38,74.7,1.08,,,29.23,63.75,0.6,,229.25,22.0,37.38
2018-01-06 10:00:00,2018-01-06 11:00:00,116.0,249.5,0.5,0.88,0.87,6.3,64.5,2.51,55.43,0.3,74.2,1.0,,,27.42,49.0,0.4,,253.0,24.15,41.2
2018-01-06 11:00:00,2018-01-06 12:00:00,115.0,287.75,0.57,1.07,1.07,6.0,92.6,2.39,86.75,0.25,52.55,0.83,,,26.75,35.75,0.63,,182.25,26.07,
2018-01-06 12:00:00,2018-01-06 13:00:00,63.0,144.75,0.75,2.82,2.1,5.38,58.9,2.06,106.5,0.2,47.52,1.5,,,27.25,31.25,1.03,,94.75,26.7,
2018-01-06 13:00:00,2018-01-06 14:00:00,50.0,109.0,0.65,2.65,1.95,5.33,58.63,2.01,114.3,0.18,52.93,1.42,,,27.35,30.5,1.2,,82.5,27.15,
2018-01-06 14:00:00,2018-01-06 15:00:00,43.0,88.5,0.5,3.38,2.2,5.17,38.05,2.14,117.05,0.1,56.68,1.25,,,29.3,29.5,1.77,,128.25,27.35,
2018-01-06 15:00:00,2018-01-06 16:00:00,33.0,74.0,0.63,3.18,2.17,5.28,15.32,2.47,114.92,0.1,63.2,1.72,,,30.2,32.0,1.5,,106.75,27.22,
2018-01-06 16:00:00,2018-01-06 17:00:00,38.75,81.5,0.6,3.38,2.3,5.3,13.73,2.4,106.8,0.1,62.7,1.58,,,30.1,34.75,0.4,,54.5,26.67,34.62
2018-01-06 17:00:00,2018-01-06 18:00:00,44.75,103.75,0.43,3.57,2.27,5.17,14.65,2.74,65.93,0.15,70.12,1.3,,,30.25,45.75,0.4,,101.5,25.33,14.12
2018-01-06 18:00:00,2018-01-06 19:00:00,65.0,163.75,0.6,3.67,2.45,5.2,32.62,2.57,55.1,0.2,73.1,1.15,,,28.07,55.75,0.3,,76.75,23.95,10.03
2018-01-06 19:00:00,2018-01-06 20:00:00,78.0,171.75,0.63,3.62,2.45,5.2,23.65,2.68,54.15,0.2,72.8,1.27,,,26.9,64.75,0.3,,117.5,22.7,10.08
2018-01-06 20:00:00,2018-01-06 21:00:00,90.75,172.0,0.55,3.62,2.4,5.25,21.53,3.49,14.82,0.2,71.62,1.27,,,26.82,73.5,0.3,,247.0,21.72,10.15
2018-01-06 21:00:00,2018-01-06 22:00:00,137.0,298.25,0.65,3.88,2.57,5.22,23.27,3.63,8.95,0.28,69.67,1.27,,,26.93,79.5,0.3,,210.0,21.03,10.17
2018-01-06 22:00:00,2018-01-06 23:00:00,150.0,299.75,0.78,3.77,2.62,5.25,18.1,3.12,18.58,0.35,70.48,1.2,,,28.95,80.25,0.3,,171.75,20.92,10.2
2018-01-06 23:00:00,2018-01-07 00:00:00,121.75,191.75,0.48,3.83,2.4,5.22,15.37,3.42,8.08,0.4,73.6,1.2,,,29.0,85.25,0.3,,216.25,20.28,10.2
2018-01-07 00:00:00,2018-01-07 01:00:00,135.75,259.25,0.4,3.9,2.4,5.25,14.33,3.28,7.98,0.4,74.55,1.1,,,28.87,87.5,0.3,,139.0,20.0,10.28
2018-01-07 01:00:00,2018-01-07 02:00:00,133.75,233.0,0.72,3.83,2.6,5.22,14.22,3.19,7.32,0.4,75.4,1.15,,,28.9,88.75,0.3,,206.75,19.57,10.22
2018-01-07 02:00:00,2018-01-07 03:00:00,131.5,209.5,0.55,3.75,2.45,5.2,16.4,3.06,7.33,0.4,73.1,1.08,,,27.05,90.25,0.3,,147.0,19.27,10.3
2018-01-07 03:00:00,2018-01-07 04:00:00,132.25,186.75,0.7,3.78,2.57,5.22,16.45,2.84,10.5,0.4,68.73,1.27,,,26.7,87.5,0.3,,145.25,19.25,10.25
2018-01-07 04:00:00,2018-01-07 05:00:00,117.0,162.25,0.6,3.88,2.55,5.25,17.85,2.51,17.2,0.38,66.0,1.13,,,26.78,83.25,0.3,,135.75,19.25,10.17
2018-01-07 05:00:00,2018-01-07 06:00:00,98.5,135.0,0.7,3.62,2.5,5.22,18.18,2.29,17.7,0.3,65.33,1.05,,,26.92,84.75,0.3,,191.0,18.75,10.1
2018-01-07 06:00:00,2018-01-07 07:00:00,79.5,115.5,0.67,3.85,2.6,5.2,16.1,2.47,7.08,0.3,66.27,1.0,,,28.85,88.5,0.3,,180.5,18.22,10.25
2018-01-07 07:00:00,2018-01-07 08:00:00,87.0,197.75,0.68,3.88,2.62,5.25,12.23,2.86,7.25,0.3,70.32,1.0,,,29.05,88.5,0.33,,192.25,18.12,15.32
2018-01-07 08:00:00,2018-01-07 09:00:00,106.5,303.5,0.35,4.0,2.4,5.12,13.6,2.72,22.68,0.3,72.05,1.05,,,28.87,78.0,0.6,,123.25,19.9,26.12
2018-01-07 09:00:00,2018-01-07 10:00:00,102.5,158.75,0.58,3.65,2.43,5.28,24.6,2.5,54.9,0.3,73.47,1.05,,,28.75,64.5,1.05,,71.5,21.78,36.77
2018-01-07 10:00:00,2018-01-07 11:00:00,74.5,135.75,0.55,3.72,2.43,5.25,32.33,2.29,81.85,0.3,73.43,0.97,,,27.12,43.0,0.78,,96.75,24.07,35.1
2018-01-07 11:00:00,2018-01-07 12:00:00,63.25,110.75,0.67,3.48,2.4,5.28,42.0,2.28,97.67,0.2,73.0,0.97,,,26.75,35.75,1.0,,104.75,25.83,
2018-01-07 12:00:00,2018-01-07 13:00:00,50.0,96.0,0.73,3.27,2.35,5.3,29.28,2.36,107.85,0.2,73.15,0.87,,,26.95,36.25,1.77,,126.25,26.25,
2018-01-07 13:00:00,2018-01-07 14:00:00,41.0,80.0,0.6,3.0,2.1,5.3,19.83,2.26,116.05,0.2,72.57,0.8,,,27.15,31.0,1.55,,142.75,26.95,
2018-01-07 14:00:00,2018-01-07 15:00:00,30.0,73.25,0.6,2.9,2.02,5.33,17.95,2.26,118.9,0.2,73.1,0.7,,,28.97,30.0,1.8,,101.75,27.15,
2018-01-07 15:00:00,2018-01-07 16:00:00,26.5,64.25,0.75,2.68,2.02,5.28,14.88,2.4,122.48,0.13,73.05,0.7,,,29.03,30.0,1.5,,153.25,27.3,
2018-01-07 16:00:00,2018-01-07 17:00:00,35.0,78.75,0.73,2.65,2.0,5.33,14.97,2.41,113.92,0.1,72.63,0.67,,,28.97,35.0,1.0,,67.5,26.57,32.97
2018-01-07 17:00:00,2018-01-07 18:00:00,39.25,101.75,0.63,2.9,2.0,5.22,15.75,2.46,99.9,0.1,72.0,0.6,,,29.05,42.25,0.33,,60.5,25.35,14.45
2018-01-07 18:00:00,2018-01-07 19:00:00,52.25,136.75,0.48,3.33,2.17,5.3,23.72,2.53,63.83,0.15,72.15,0.6,,,27.55,50.75,0.3,,78.25,23.9,10.05
2018-01-07 19:00:00,2018-01-07 20:00:00,78.0,222.0,0.58,3.3,2.18,5.28,30.7,2.62,56.82,0.2,71.55,0.63,,,26.85,59.5,0.3,,103.5,22.65,9.95
2018-01-07 20:00:00,2018-01-07 21:00:00,71.0,147.25,0.72,3.35,2.38,5.22,20.9,2.48,59.93,0.2,70.32,0.75,,,26.85,64.5,0.3,,78.75,21.85,9.97
2018-01-07 21:00:00,2018-01-07 22:00:00,76.5,153.5,0.78,3.53,2.5,5.22,20.15,2.79,23.65,0.2,68.02,0.8,,,26.95,73.5,0.3,,233.0,20.78,10.0
2018-01-07 22:00:00,2018-01-07 23:00:00,102.0,238.0,0.7,3.85,2.62,5.22,18.1,2.97,7.95,0.28,68.5,0.8,,,28.98,78.75,0.3,,190.75,20.15,10.2
2018-01-07 23:00:00,2018-01-08 00:00:00,108.0,222.5,0.58,3.8,2.48,5.25,14.03,2.99,7.55,0.3,70.72,0.75,,,28.97,81.0,0.3,,209.0,19.8,10.17
2018-01-08 00:00:00,2018-01-08 01:00:00,340.75,466.0,0.58,3.88,2.55,5.17,14.6,2.97,7.1,0.3,71.88,0.72,,,28.73,83.0,0.3,,203.0,19.45,10.22
2018-01-08 01:00:00,2018-01-08 02:00:00,766.75,985.0,0.75,3.8,2.62,5.22,15.38,2.84,7.05,0.3,72.28,0.75,,,28.75,84.25,0.3,,145.25,19.18,10.13
2018-01-08 02:00:00,2018-01-08 03:00:00,110.75,985.0,0.6,3.78,2.48,5.25,18.78,2.85,6.7,0.3,71.12,1.05,,,26.98,88.25,0.3,,184.0,18.55,10.17
2018-01-08 03:00:00,2018-01-08 04:00:00,105.5,985.0,0.68,3.78,2.55,5.2,19.05,2.82,6.35,0.3,66.45,1.0,,,26.63,88.75,0.3,,167.25,18.58,10.17
2018-01-08 04:00:00,2018-01-08 05:00:00,105.5,985.0,0.85,3.85,2.72,5.22,21.9,2.94,6.95,0.3,63.65,1.4,,,26.6,88.75,0.3,,191.25,18.3,10.2
