From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-04-21 07:00:00,2021-04-21 08:00:00,91.0,176.75,4.03,35.95,22.4,36.83,28.22,0.53,21.35,2.1,18.68,,58.5,0.18,247.8,49.78,984.45,22.32,0.0
2021-04-21 08:00:00,2021-04-21 09:00:00,58.25,136.0,3.08,35.9,21.58,36.85,23.95,0.47,31.23,2.05,17.3,,49.08,0.2,261.18,74.8,985.42,24.52,0.0
2021-04-21 09:00:00,2021-04-21 10:00:00,37.0,90.75,2.17,32.78,19.15,35.67,25.82,0.5,46.35,1.8,15.48,,39.1,0.2,236.17,152.15,985.9,27.2,0.0
2021-04-21 10:00:00,2021-04-21 11:00:00,26.5,76.5,2.0,32.75,19.07,34.4,22.85,0.5,59.7,1.65,13.88,,35.85,0.2,246.38,112.82,986.28,28.85,0.0
2021-04-21 11:00:00,2021-04-21 12:00:00,31.0,91.5,1.88,28.52,16.7,31.85,20.4,0.47,72.0,1.45,12.38,,32.33,0.17,253.65,171.12,986.2,30.38,0.0
2021-04-21 12:00:00,2021-04-21 13:00:00,30.75,94.75,0.43,28.77,15.53,30.27,22.17,0.4,81.38,1.25,11.57,,26.7,0.2,261.5,215.7,985.95,32.35,0.0
2021-04-21 13:00:00,2021-04-21 14:00:00,28.75,90.25,,23.6,12.0,29.15,15.0,0.4,85.22,1.15,10.53,,23.73,0.2,243.73,544.45,985.2,33.53,0.0
2021-04-21 14:00:00,2021-04-21 15:00:00,26.0,89.0,0.7,25.77,13.18,29.0,13.35,0.4,85.52,1.02,9.72,,23.05,0.2,233.05,463.17,984.0,33.75,0.0
2021-04-21 15:00:00,2021-04-21 16:00:00,26.75,91.75,1.2,27.52,14.38,27.7,12.07,0.38,78.82,1.0,9.45,,21.98,0.2,273.38,389.52,983.43,34.08,0.0
2021-04-21 16:00:00,2021-04-21 17:00:00,19.75,89.25,,29.17,15.2,28.85,12.45,0.4,79.03,0.92,8.5,,23.28,0.2,278.12,215.98,983.27,33.33,0.0
2021-04-21 17:00:00,2021-04-21 18:00:00,20.25,85.0,1.5,30.65,16.82,29.45,13.08,0.4,72.55,0.82,8.22,,27.43,0.17,291.15,60.7,983.3,31.35,0.0
2021-04-21 18:00:00,2021-04-21 19:00:00,25.0,88.5,,37.02,19.25,30.4,13.47,0.47,64.7,0.97,9.12,,30.9,0.25,319.6,14.97,983.48,29.77,0.0
2021-04-21 19:00:00,2021-04-21 20:00:00,28.0,92.25,1.55,42.97,23.32,28.67,17.18,0.53,45.35,0.9,11.07,,33.03,0.25,303.3,4.15,984.0,28.62,0.0
2021-04-21 20:00:00,2021-04-21 21:00:00,29.5,102.5,1.7,45.9,25.23,27.12,17.93,0.6,36.27,1.18,13.6,,34.8,0.3,312.6,4.12,984.7,28.0,0.0
2021-04-21 21:00:00,2021-04-21 22:00:00,35.75,117.75,1.9,49.22,27.77,26.77,17.6,0.7,30.28,1.35,17.7,,37.33,0.3,302.1,4.1,985.62,27.33,0.0
2021-04-21 22:00:00,2021-04-21 23:00:00,43.75,135.0,3.17,50.3,29.33,26.7,18.5,0.73,24.95,1.6,21.65,,38.67,0.3,317.93,4.12,985.7,26.88,0.0
2021-04-21 23:00:00,2021-04-22 00:00:00,52.25,147.5,1.2,38.55,20.62,29.32,21.45,0.55,45.3,1.62,23.25,,41.3,0.38,346.18,4.1,985.88,26.07,0.0
2021-04-22 00:00:00,2021-04-22 01:00:00,50.75,153.5,1.83,35.65,20.0,28.65,19.53,0.5,46.23,1.45,18.12,,44.88,0.32,262.95,4.1,985.75,25.33,0.0
2021-04-22 01:00:00,2021-04-22 02:00:00,40.0,128.0,0.4,33.47,17.73,32.1,18.5,0.35,51.6,1.42,18.27,,46.48,0.4,354.1,4.12,985.55,24.85,0.0
2021-04-22 02:00:00,2021-04-22 03:00:00,28.25,94.0,0.7,36.0,19.7,25.9,16.8,0.4,45.02,1.4,14.95,,48.6,0.3,178.28,4.15,985.33,24.2,0.0
2021-04-22 03:00:00,2021-04-22 04:00:00,30.5,103.0,0.1,33.92,17.73,25.17,17.25,0.4,35.27,1.5,15.65,,50.85,0.3,254.93,4.1,985.27,23.75,0.0
2021-04-22 04:00:00,2021-04-22 05:00:00,37.75,110.5,1.87,34.05,19.25,27.48,21.18,0.4,32.85,1.7,16.75,,52.85,0.3,237.4,4.1,985.63,23.5,0.0
2021-04-22 05:00:00,2021-04-22 06:00:00,49.0,110.25,1.58,42.92,24.1,27.3,23.65,0.47,24.07,1.85,16.4,,54.55,0.3,6.67,4.45,986.2,23.2,0.0
2021-04-22 06:00:00,2021-04-22 07:00:00,63.75,142.5,3.0,40.88,24.23,28.67,29.0,0.6,27.85,2.2,19.9,,54.72,0.3,64.47,17.25,986.9,23.45,0.0
2021-04-22 07:00:00,2021-04-22 08:00:00,75.0,197.25,0.7,30.82,16.52,29.65,27.72,0.57,40.48,2.68,22.4,,47.25,0.3,148.3,51.42,987.8,24.35,0.0
2021-04-22 08:00:00,2021-04-22 09:00:00,51.5,169.75,1.4,28.23,16.15,29.65,20.82,0.5,50.35,2.35,17.88,,42.75,0.3,172.38,72.58,988.52,25.48,0.0
2021-04-22 09:00:00,2021-04-22 10:00:00,34.0,117.25,,28.5,15.05,30.0,18.52,0.5,59.55,2.15,15.38,,38.03,0.35,182.15,138.43,988.62,27.15,0.0
2021-04-22 10:00:00,2021-04-22 11:00:00,30.75,105.75,1.13,28.48,15.6,34.6,17.1,0.47,69.6,1.92,14.4,,33.77,0.3,178.72,109.65,988.4,28.95,0.0
2021-04-22 11:00:00,2021-04-22 12:00:00,30.0,106.25,1.35,23.12,13.4,30.27,16.3,0.43,77.62,1.73,14.12,,30.62,0.27,157.8,178.53,988.05,30.17,0.0
2021-04-22 12:00:00,2021-04-22 13:00:00,30.0,105.5,0.73,22.38,12.15,30.08,15.93,0.4,83.48,1.48,13.05,,27.1,0.22,158.55,207.62,987.65,31.38,0.0
2021-04-22 13:00:00,2021-04-22 14:00:00,27.25,89.75,,23.02,11.72,29.92,14.95,0.32,91.28,1.3,12.1,,23.62,0.2,133.18,510.6,987.17,33.18,0.0
2021-04-22 14:00:00,2021-04-22 15:00:00,20.25,83.5,0.1,23.1,11.82,29.3,15.88,0.38,96.6,1.15,11.15,,21.65,0.17,97.35,570.18,986.12,34.23,0.0
2021-04-22 15:00:00,2021-04-22 16:00:00,26.5,86.5,0.4,22.1,11.25,,15.45,0.38,101.0,1.12,11.12,,21.62,0.22,135.55,424.77,985.25,34.05,0.0
2021-04-22 16:00:00,2021-04-22 17:00:00,32.5,89.5,,23.4,11.12,,14.95,0.35,103.1,1.12,10.72,,22.1,0.17,97.08,237.53,984.75,33.6,0.0
2021-04-22 17:00:00,2021-04-22 18:00:00,28.5,87.75,,22.25,11.1,,13.08,0.35,99.4,1.15,12.07,,23.75,0.15,94.0,53.85,984.52,32.0,0.0
2021-04-22 18:00:00,2021-04-22 19:00:00,31.5,101.0,0.4,27.15,13.85,,12.73,0.4,88.55,1.12,14.15,,26.3,0.27,85.9,13.72,984.62,30.62,0.0
2021-04-22 19:00:00,2021-04-22 20:00:00,35.5,121.75,1.55,31.48,17.28,,16.5,0.4,63.58,1.63,18.1,,29.32,0.22,95.12,4.17,985.1,29.58,0.0
2021-04-22 20:00:00,2021-04-22 21:00:00,35.0,139.25,0.55,33.7,18.38,,18.73,0.45,56.7,2.62,21.28,,31.7,0.2,90.27,4.1,985.58,28.62,0.0
2021-04-22 21:00:00,2021-04-22 22:00:00,39.0,143.0,,29.7,15.15,,19.5,0.4,59.45,2.3,18.48,,34.1,0.17,103.1,4.12,986.0,27.9,0.0
2021-04-22 22:00:00,2021-04-22 23:00:00,40.5,149.75,0.1,28.93,14.6,,19.75,0.38,60.45,2.2,16.93,,36.92,0.22,101.9,4.12,986.15,27.12,0.0
2021-04-22 23:00:00,2021-04-23 00:00:00,34.75,138.0,0.15,27.8,14.83,,18.5,0.35,63.3,2.12,15.68,,37.67,0.2,92.15,4.1,986.05,26.53,0.0
2021-04-23 00:00:00,2021-04-23 01:00:00,33.0,120.0,0.7,26.85,14.5,,19.03,0.33,61.77,2.15,16.35,,38.6,0.2,80.62,4.17,985.73,26.02,0.0
2021-04-23 01:00:00,2021-04-23 02:00:00,38.75,110.0,0.85,26.4,14.75,,17.22,0.3,60.4,2.1,21.68,,39.0,0.2,101.6,4.1,985.25,25.6,0.0
2021-04-23 02:00:00,2021-04-23 03:00:00,36.75,107.25,,28.4,14.7,,17.6,0.3,57.73,2.2,18.88,,40.38,0.22,100.57,4.12,984.43,25.1,0.0
2021-04-23 03:00:00,2021-04-23 04:00:00,34.75,106.75,1.4,26.0,14.15,,19.35,0.3,54.6,2.15,18.88,,43.12,0.2,100.4,4.1,983.72,24.48,0.0
2021-04-23 04:00:00,2021-04-23 05:00:00,41.0,103.5,0.77,25.1,13.65,,21.32,0.3,50.52,2.1,19.57,,44.42,0.2,102.6,4.12,983.67,24.08,0.0
2021-04-23 05:00:00,2021-04-23 06:00:00,46.75,108.25,0.75,27.92,15.02,,22.07,0.35,42.9,2.23,20.65,,44.95,0.2,131.35,4.55,984.27,23.88,0.0
2021-04-23 06:00:00,2021-04-23 07:00:00,55.5,122.0,1.67,27.68,16.12,,22.13,0.4,39.9,2.27,20.65,,44.85,0.3,171.25,23.55,984.77,23.95,0.0
2021-04-23 07:00:00,2021-04-23 08:00:00,55.5,147.5,1.65,30.32,17.48,,18.88,0.55,39.25,2.42,18.45,,42.45,0.43,185.1,46.42,985.4,24.6,0.0
2021-04-23 08:00:00,2021-04-23 09:00:00,56.75,212.0,3.38,32.22,19.9,,20.93,0.6,43.97,2.5,16.73,,38.65,0.82,197.1,83.12,985.77,25.95,0.0
2021-04-23 09:00:00,2021-04-23 10:00:00,72.25,261.5,1.0,28.52,15.2,31.63,22.52,0.57,64.5,2.5,15.35,,36.38,0.27,92.33,70.33,987.25,27.1,0.0
2021-04-23 10:00:00,2021-04-23 11:00:00,63.0,190.5,0.8,32.95,17.57,34.3,19.15,0.6,58.92,2.48,15.9,,43.85,0.33,180.38,74.7,986.88,26.38,0.0
2021-04-23 11:00:00,2021-04-23 12:00:00,50.25,188.75,1.73,32.73,18.3,34.5,23.27,0.6,46.1,2.7,20.17,,38.35,0.38,21.7,133.78,986.7,27.02,0.0
2021-04-23 12:00:00,2021-04-23 13:00:00,47.0,202.0,0.4,28.5,15.4,,22.8,0.53,64.75,2.72,29.95,,33.08,0.3,51.45,215.25,985.83,29.48,0.0
2021-04-23 13:00:00,2021-04-23 14:00:00,41.75,160.0,0.82,28.65,15.9,35.4,31.4,0.45,74.55,2.45,38.85,,27.73,0.28,50.08,479.33,984.88,32.08,0.0
2021-04-23 14:00:00,2021-04-23 15:00:00,34.0,152.5,0.8,32.7,17.8,33.73,36.58,0.4,76.4,2.12,27.52,,24.88,0.25,61.35,541.62,983.53,33.27,0.0
2021-04-23 15:00:00,2021-04-23 16:00:00,31.75,156.5,0.73,30.02,16.4,31.9,27.82,0.4,81.38,1.73,35.33,,23.4,0.23,58.48,402.7,982.62,33.6,0.0
2021-04-23 16:00:00,2021-04-23 17:00:00,33.25,148.25,0.4,28.65,15.55,31.62,25.75,0.4,80.92,1.7,39.9,,24.02,0.25,47.67,221.07,982.12,32.8,0.0
2021-04-23 17:00:00,2021-04-23 18:00:00,28.0,124.25,,29.35,15.25,33.12,19.88,0.45,74.2,1.5,33.52,,31.4,0.28,33.0,59.45,982.17,30.58,0.0
2021-04-23 18:00:00,2021-04-23 19:00:00,20.25,104.75,0.45,28.75,15.17,33.0,12.5,0.43,61.33,1.72,38.65,,36.55,0.35,24.8,16.1,982.8,28.08,0.0
2021-04-23 19:00:00,2021-04-23 20:00:00,25.25,83.5,0.93,28.07,15.45,31.32,19.65,0.47,54.1,1.78,42.55,,36.28,0.33,27.9,4.15,983.67,27.08,0.0
2021-04-23 20:00:00,2021-04-23 21:00:00,29.0,94.0,1.25,26.1,14.3,29.6,26.83,0.5,59.98,1.88,36.52,,40.5,0.33,16.4,4.1,984.45,26.23,0.0
2021-04-23 21:00:00,2021-04-23 22:00:00,28.5,89.75,1.25,28.18,15.4,28.65,23.92,0.5,43.53,1.85,32.0,,42.47,0.3,348.8,4.1,985.1,25.62,0.0
2021-04-23 22:00:00,2021-04-23 23:00:00,28.5,81.75,0.4,30.0,15.95,28.27,21.88,0.55,32.4,1.68,26.3,,41.9,0.33,262.2,4.12,985.27,25.03,0.0
2021-04-23 23:00:00,2021-04-24 00:00:00,34.75,100.25,4.75,47.55,29.12,27.88,22.72,0.7,11.43,2.0,24.38,,41.02,0.3,346.88,4.1,985.12,24.1,0.0
2021-04-24 00:00:00,2021-04-24 01:00:00,40.0,111.5,3.1,48.9,28.52,29.68,21.63,0.7,11.52,2.38,22.9,,40.73,0.3,343.8,4.1,984.92,23.45,0.0
2021-04-24 01:00:00,2021-04-24 02:00:00,39.0,100.5,3.13,43.27,24.83,33.02,20.2,0.43,33.1,2.3,20.27,,42.77,0.4,349.85,4.12,984.67,22.93,0.0
2021-04-24 02:00:00,2021-04-24 03:00:00,35.25,80.0,3.8,52.3,30.9,22.8,17.5,0.4,17.32,2.17,16.85,,46.08,0.3,348.12,4.12,984.6,22.07,0.0
2021-04-24 03:00:00,2021-04-24 04:00:00,31.0,72.5,3.43,50.55,29.65,24.62,16.28,0.4,8.83,2.23,15.95,,45.75,0.3,346.95,4.1,984.48,21.75,0.0
2021-04-24 04:00:00,2021-04-24 05:00:00,25.5,60.0,1.3,42.38,23.68,25.05,16.73,0.4,15.85,1.88,14.47,,46.45,0.3,348.25,4.12,984.67,21.43,0.0
2021-04-24 05:00:00,2021-04-24 06:00:00,29.0,65.75,3.65,48.97,29.02,24.82,17.8,0.45,9.38,1.9,15.9,,47.8,0.3,352.02,4.8,985.15,21.02,0.0
2021-04-24 06:00:00,2021-04-24 07:00:00,36.25,76.75,9.53,52.75,35.85,24.88,22.77,0.5,10.03,1.95,20.55,,47.1,0.3,342.4,21.3,985.75,21.62,0.0
2021-04-24 07:00:00,2021-04-24 08:00:00,38.75,83.5,5.65,44.05,28.05,26.88,26.32,0.5,32.95,1.93,27.77,,40.85,0.35,332.1,41.45,986.48,24.1,0.0
2021-04-24 08:00:00,2021-04-24 09:00:00,33.5,76.0,0.87,35.88,19.48,28.7,42.27,0.43,55.17,1.77,22.98,,33.47,0.47,351.98,88.95,986.92,26.48,0.0
2021-04-24 09:00:00,2021-04-24 10:00:00,26.5,67.5,1.63,27.02,15.38,28.78,23.57,0.33,75.68,1.33,16.1,,29.43,0.55,179.0,179.05,987.48,27.9,0.0
2021-04-24 10:00:00,2021-04-24 11:00:00,19.25,69.0,0.9,26.73,14.32,28.02,18.48,0.33,85.58,1.12,15.2,,22.68,0.45,343.8,109.12,987.68,29.45,0.0
2021-04-24 11:00:00,2021-04-24 12:00:00,21.25,68.25,1.0,21.27,11.28,25.65,17.23,0.3,90.7,0.93,14.6,,17.98,0.35,257.98,106.47,987.25,30.78,0.0
2021-04-24 12:00:00,2021-04-24 13:00:00,25.5,66.25,1.13,21.67,12.22,22.8,18.7,0.3,94.03,0.82,11.03,,15.8,0.27,337.0,215.25,986.72,32.55,0.0
2021-04-24 13:00:00,2021-04-24 14:00:00,27.25,68.25,1.0,19.55,10.97,23.85,15.9,0.35,99.42,0.8,10.4,,14.57,0.38,343.4,557.88,986.2,33.75,0.0
2021-04-24 14:00:00,2021-04-24 15:00:00,26.5,77.5,0.5,22.7,12.02,23.55,14.9,0.38,94.5,0.72,9.5,,12.25,0.33,336.65,656.17,985.23,35.1,0.0
2021-04-24 15:00:00,2021-04-24 16:00:00,22.0,93.5,0.73,26.12,14.25,23.65,12.73,0.4,90.4,0.7,8.85,,11.57,0.33,331.02,504.03,984.4,35.7,0.0
2021-04-24 16:00:00,2021-04-24 17:00:00,19.75,91.5,0.57,24.52,13.4,23.65,10.7,0.33,88.9,0.75,9.03,,9.85,0.4,340.27,304.18,983.93,34.65,0.0
2021-04-24 17:00:00,2021-04-24 18:00:00,12.75,90.25,1.1,28.82,16.27,22.25,8.22,0.3,81.25,0.62,8.88,,8.82,0.38,334.15,53.42,983.65,32.95,0.0
2021-04-24 18:00:00,2021-04-24 19:00:00,13.5,90.5,0.63,35.08,18.98,21.43,8.53,0.37,70.65,0.67,9.45,,10.7,0.33,337.17,13.6,983.88,31.3,0.0
2021-04-24 19:00:00,2021-04-24 20:00:00,19.0,90.75,1.37,44.3,24.45,20.77,15.55,0.45,48.48,0.82,11.03,,13.28,0.3,338.62,4.15,984.63,29.95,0.0
2021-04-24 20:00:00,2021-04-24 21:00:00,26.5,106.0,9.62,67.38,43.73,18.6,20.7,0.77,16.3,1.2,15.83,,16.75,0.3,309.5,4.15,985.2,28.52,0.0
2021-04-24 21:00:00,2021-04-24 22:00:00,45.5,144.0,10.47,70.88,46.25,22.88,25.05,0.9,10.18,1.77,25.3,,19.27,0.25,308.45,4.12,985.8,27.8,0.0
2021-04-24 22:00:00,2021-04-24 23:00:00,65.75,172.0,10.82,75.97,49.12,22.15,30.83,0.85,8.65,1.98,26.55,,21.12,0.3,341.17,4.1,986.28,27.3,0.0
2021-04-24 23:00:00,2021-04-25 00:00:00,85.5,201.5,35.77,77.5,70.4,23.73,30.73,1.0,5.7,2.15,27.62,,24.62,0.3,338.15,4.1,986.15,26.18,0.0
2021-04-25 00:00:00,2021-04-25 01:00:00,111.5,255.5,31.47,76.5,66.35,27.65,30.9,1.07,4.67,2.55,30.73,,27.88,0.3,245.27,4.12,986.02,25.07,0.0
2021-04-25 01:00:00,2021-04-25 02:00:00,113.0,261.25,46.78,68.35,74.28,30.75,28.75,0.97,6.2,3.05,32.67,,30.88,0.3,322.77,4.1,985.72,24.33,0.0
2021-04-25 02:00:00,2021-04-25 03:00:00,110.25,251.75,30.9,64.0,59.2,21.4,23.1,0.9,4.12,3.25,34.5,,30.55,0.3,311.27,4.15,985.33,24.5,0.0
2021-04-25 03:00:00,2021-04-25 04:00:00,106.0,220.5,30.4,61.4,57.47,23.85,24.05,0.92,3.73,3.25,36.32,,33.0,0.3,286.0,4.1,985.12,23.88,0.0
2021-04-25 04:00:00,2021-04-25 05:00:00,144.5,279.0,23.05,58.0,49.7,29.65,38.55,0.93,4.45,3.08,36.55,,33.33,0.2,293.12,4.1,985.02,23.67,0.0
2021-04-25 05:00:00,2021-04-25 06:00:00,225.25,377.75,21.68,55.48,47.23,30.38,39.48,0.85,5.47,3.05,38.27,,33.4,0.22,288.05,4.88,985.3,23.02,0.0
2021-04-25 06:00:00,2021-04-25 07:00:00,207.75,350.75,12.82,53.48,39.0,27.57,30.7,0.8,11.65,2.77,34.35,,32.75,0.22,288.98,20.9,985.9,23.25,0.0
2021-04-25 07:00:00,2021-04-25 08:00:00,145.25,277.75,10.9,55.1,38.2,28.35,29.73,0.8,25.15,2.67,31.35,,31.2,0.25,310.12,42.75,986.53,24.95,0.0
2021-04-25 08:00:00,2021-04-25 09:00:00,138.75,272.75,3.65,49.25,29.12,30.12,26.25,0.65,52.25,2.65,28.48,,27.0,0.3,337.98,85.83,987.08,27.95,0.0
2021-04-25 09:00:00,2021-04-25 10:00:00,97.0,194.75,1.13,35.7,19.67,29.32,20.4,0.5,86.35,2.4,23.55,,22.72,0.53,346.5,171.28,987.57,30.17,0.0
2021-04-25 10:00:00,2021-04-25 11:00:00,62.25,155.25,0.75,31.9,17.6,28.15,19.92,0.4,98.05,1.78,18.0,,19.98,0.45,338.33,111.55,987.48,31.9,0.0
2021-04-25 11:00:00,2021-04-25 12:00:00,49.5,129.75,1.1,25.8,14.62,26.8,15.55,0.33,97.67,1.45,14.9,,16.32,0.42,340.82,107.08,987.03,34.15,0.0
2021-04-25 12:00:00,2021-04-25 13:00:00,36.0,101.5,0.77,21.1,11.68,23.3,17.87,0.3,100.58,1.12,12.75,,14.32,0.43,345.98,231.32,985.92,35.62,0.0
2021-04-25 13:00:00,2021-04-25 14:00:00,54.5,88.5,1.2,18.43,10.05,22.0,17.35,0.32,110.22,0.95,11.57,,11.97,0.45,264.65,570.88,985.87,37.35,0.0
2021-04-25 14:00:00,2021-04-25 15:00:00,28.75,80.25,1.83,18.12,11.12,21.88,16.73,0.3,112.42,0.85,10.7,,15.62,0.38,260.55,661.98,981.5,36.58,0.0
2021-04-25 15:00:00,2021-04-25 16:00:00,27.0,76.75,1.6,17.73,9.45,21.23,15.6,0.3,113.47,0.75,10.28,,8.65,0.38,261.82,511.77,984.05,39.08,0.0
2021-04-25 16:00:00,2021-04-25 17:00:00,24.25,74.5,0.45,20.67,10.93,22.55,15.5,0.33,111.1,0.65,10.15,,9.0,0.35,257.92,301.85,983.5,38.43,0.0
2021-04-25 17:00:00,2021-04-25 18:00:00,26.25,80.25,0.3,22.73,11.85,24.05,14.28,0.4,110.57,0.65,10.78,,11.35,0.35,350.45,53.15,983.22,36.28,0.0
2021-04-25 18:00:00,2021-04-25 19:00:00,30.0,89.25,1.4,42.78,23.0,24.68,15.73,0.43,86.52,0.73,10.67,,14.62,0.3,341.85,14.05,983.35,33.77,0.0
2021-04-25 19:00:00,2021-04-25 20:00:00,32.75,112.75,13.3,85.75,56.4,23.65,17.2,0.78,11.57,0.98,14.15,,18.05,0.3,320.67,4.17,983.68,30.8,0.0
2021-04-25 20:00:00,2021-04-25 21:00:00,47.5,154.75,79.55,89.12,112.1,21.5,21.65,1.72,4.2,1.7,23.57,,19.85,0.3,310.75,4.1,984.1,29.48,0.0
2021-04-25 21:00:00,2021-04-25 22:00:00,67.5,202.5,63.48,89.38,99.25,24.62,21.95,1.65,4.5,2.8,33.22,,22.5,0.28,281.1,4.1,984.55,28.57,0.0
2021-04-25 22:00:00,2021-04-25 23:00:00,70.0,180.5,44.7,82.78,80.53,26.55,22.57,1.57,4.28,3.1,35.77,,23.65,0.3,289.18,4.1,984.55,27.95,0.0
2021-04-25 23:00:00,2021-04-26 00:00:00,87.25,208.75,49.45,77.0,81.38,29.7,32.15,1.75,5.82,3.53,38.35,,25.15,0.22,141.17,4.1,984.45,27.43,0.0
2021-04-26 00:00:00,2021-04-26 01:00:00,135.5,265.0,35.12,72.62,67.32,30.5,33.7,1.57,5.15,3.7,38.88,,24.35,0.28,267.48,4.1,984.1,26.95,0.0
2021-04-26 01:00:00,2021-04-26 02:00:00,163.75,283.25,42.67,68.55,71.15,34.1,31.07,1.2,8.4,3.8,38.4,,26.1,0.3,158.03,4.1,983.58,25.9,0.0
2021-04-26 02:00:00,2021-04-26 03:00:00,216.25,328.5,35.3,64.1,63.1,29.0,54.5,1.2,5.83,3.88,36.4,,25.65,0.28,136.68,4.1,983.17,25.5,0.0
2021-04-26 03:00:00,2021-04-26 04:00:00,271.0,387.0,25.75,62.77,54.48,31.35,66.85,1.15,4.92,4.0,34.2,,24.75,0.2,199.62,4.1,983.17,24.98,0.0
2021-04-26 04:00:00,2021-04-26 05:00:00,284.0,406.25,21.0,58.7,48.33,31.0,80.75,1.2,6.08,3.98,31.97,,24.03,0.2,206.3,4.12,983.3,24.62,0.0
2021-04-26 05:00:00,2021-04-26 06:00:00,296.5,413.75,39.77,52.6,60.45,30.03,84.23,1.3,6.05,4.0,30.62,,25.77,0.3,238.38,4.92,983.8,23.87,0.0
2021-04-26 06:00:00,2021-04-26 07:00:00,296.0,435.25,69.28,61.08,88.8,26.68,74.57,1.5,5.08,4.3,30.55,,28.07,0.28,201.97,20.7,984.25,23.93,0.0
2021-04-26 07:00:00,2021-04-26 08:00:00,286.5,467.25,30.85,71.2,63.05,29.8,70.4,1.38,14.02,4.3,31.85,,24.8,0.3,193.47,45.1,984.83,26.58,0.0
2021-04-26 08:00:00,2021-04-26 09:00:00,256.75,446.0,9.5,65.83,42.73,27.5,59.15,1.07,56.3,4.73,30.68,,19.32,0.25,281.8,89.9,985.3,30.42,0.0
2021-04-26 09:00:00,2021-04-26 10:00:00,176.75,332.5,2.1,59.42,33.35,23.7,37.77,0.82,91.7,3.88,27.07,,16.05,0.3,329.1,160.82,985.73,33.52,0.0
2021-04-26 10:00:00,2021-04-26 11:00:00,96.25,197.75,1.03,41.6,22.95,21.05,23.1,0.47,116.9,3.2,22.02,,11.93,0.2,313.95,109.83,985.75,35.95,0.0
2021-04-26 11:00:00,2021-04-26 12:00:00,48.75,135.5,1.03,35.15,19.55,19.62,16.5,0.33,111.03,2.65,17.35,,8.5,0.25,330.12,112.12,985.28,37.65,0.0
2021-04-26 12:00:00,2021-04-26 13:00:00,35.5,130.75,1.27,28.8,16.05,18.12,19.23,0.3,122.22,1.85,14.45,,8.38,0.3,333.95,215.0,984.58,38.67,0.0
2021-04-26 13:00:00,2021-04-26 14:00:00,57.0,161.5,,25.88,13.02,19.38,22.28,0.55,138.57,1.62,14.32,,7.72,0.25,328.5,468.8,983.83,40.17,0.0
2021-04-26 14:00:00,2021-04-26 15:00:00,67.75,171.5,1.2,24.65,13.38,19.62,18.02,0.5,128.57,1.4,13.05,,7.9,0.3,328.55,545.33,983.0,41.02,0.0
2021-04-26 15:00:00,2021-04-26 16:00:00,54.0,162.25,2.7,28.45,15.82,19.8,16.8,0.5,123.1,1.3,11.6,,8.1,0.17,307.82,400.25,982.03,41.12,0.0
2021-04-26 16:00:00,2021-04-26 17:00:00,50.25,162.5,0.8,31.75,17.4,21.3,16.18,0.5,117.32,1.1,11.55,,7.95,0.2,296.52,214.05,981.45,40.02,0.0
2021-04-26 17:00:00,2021-04-26 18:00:00,49.75,153.5,1.27,42.35,22.85,21.98,13.4,0.57,94.75,1.1,11.9,,9.55,0.25,305.52,55.55,981.12,37.95,0.0
2021-04-26 18:00:00,2021-04-26 19:00:00,54.0,162.25,1.43,68.03,37.05,23.1,12.4,0.77,55.65,1.42,16.4,,12.68,0.28,291.8,14.15,981.35,35.15,0.0
2021-04-26 19:00:00,2021-04-26 20:00:00,57.75,192.25,43.65,107.58,92.75,23.1,18.85,1.32,8.07,1.8,22.27,,16.65,0.3,259.3,4.15,981.73,32.3,0.0
2021-04-26 20:00:00,2021-04-26 21:00:00,86.25,258.0,63.25,108.35,108.8,24.98,25.55,2.08,3.62,3.02,33.38,,20.38,0.3,254.85,4.12,982.18,30.9,0.0
2021-04-26 21:00:00,2021-04-26 22:00:00,114.5,302.25,37.65,105.05,86.6,25.62,26.38,2.12,3.72,4.0,39.35,,19.88,0.3,253.43,4.1,982.6,30.75,0.0
2021-04-26 22:00:00,2021-04-26 23:00:00,121.5,296.75,43.1,96.4,86.62,23.38,24.15,2.0,4.0,4.12,44.43,,22.82,0.3,247.53,4.07,982.88,29.87,0.0
2021-04-26 23:00:00,2021-04-27 00:00:00,118.5,284.75,191.83,96.02,207.07,28.92,27.6,2.65,5.3,4.55,52.72,,27.67,0.3,245.8,4.1,982.77,28.62,0.0
2021-04-27 00:00:00,2021-04-27 01:00:00,145.0,355.5,107.85,91.9,136.1,33.67,26.07,2.67,4.38,5.3,57.0,,30.4,0.3,231.9,4.1,982.4,28.35,0.0
2021-04-27 01:00:00,2021-04-27 02:00:00,173.25,357.75,120.85,81.95,142.03,41.35,32.45,2.0,6.9,5.7,58.82,,31.15,0.3,229.53,4.12,981.9,27.62,0.0
2021-04-27 02:00:00,2021-04-27 03:00:00,233.75,413.25,230.7,87.8,234.9,29.9,34.9,2.0,3.98,5.65,60.97,,33.45,0.3,230.47,4.15,981.52,26.65,0.0
