From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2019-06-03 15:00:00,2019-06-03 16:00:00,14.0,71.0,9.26,7.83,17.09,8.53,0.51,0.41,33.94,0.41,,2.53,5.43,,67.1,1.01,202.45,290.45,1005.47,,32.55,
2019-06-03 16:00:00,2019-06-03 17:00:00,14.94,90.95,9.66,7.85,17.51,7.92,1.0,0.42,9.69,0.46,,2.28,6.18,,64.8,0.96,201.04,339.33,1004.84,,33.17,
2019-06-03 17:00:00,2019-06-03 18:00:00,15.94,84.38,10.01,7.88,17.88,8.01,1.32,0.43,8.37,0.54,,2.74,6.86,,67.25,0.92,219.21,195.18,1004.54,,32.23,
2019-06-03 18:00:00,2019-06-03 19:00:00,20.7,85.9,7.87,9.07,16.95,10.21,1.56,0.44,6.25,0.67,,2.92,8.76,,70.75,0.79,211.9,31.47,1004.5,,30.86,
2019-06-03 19:00:00,2019-06-03 20:00:00,7.22,49.9,17.77,13.67,31.45,11.86,1.64,0.47,4.5,0.72,,2.0,7.77,,75.56,0.68,211.98,,1004.8,,29.53,
2019-06-03 20:00:00,2019-06-03 21:00:00,10.0,51.0,11.8,9.43,21.23,10.86,1.41,0.47,5.74,0.76,,3.07,7.22,,78.71,0.6,184.22,,1005.52,,29.22,
2019-06-03 21:00:00,2019-06-03 22:00:00,6.25,36.75,9.38,8.4,17.78,9.73,1.46,0.45,6.33,0.76,,4.83,8.28,,79.22,0.61,189.9,,1005.87,,29.08,
2019-06-03 22:00:00,2019-06-03 23:00:00,5.0,35.0,7.79,7.87,15.67,9.75,1.42,0.48,6.46,0.73,,3.56,7.6,,78.86,0.57,186.63,,1006.54,,29.01,
2019-06-03 23:00:00,2019-06-04 00:00:00,8.75,39.75,3.82,6.63,10.46,7.68,1.36,0.44,7.68,0.65,,2.89,6.53,,79.62,0.65,184.47,,1006.25,,28.83,
2019-06-04 00:00:00,2019-06-04 01:00:00,10.84,35.35,2.56,5.05,7.62,5.73,1.1,0.39,8.07,0.47,,3.2,5.75,,80.04,0.65,179.51,,1006.15,,28.84,
2019-06-04 01:00:00,2019-06-04 02:00:00,8.38,29.4,1.98,3.96,5.93,5.43,1.13,0.38,8.18,0.39,,2.94,6.05,,79.12,0.66,211.38,,1005.87,,28.79,
2019-06-04 02:00:00,2019-06-04 03:00:00,3.3,31.84,1.38,3.33,4.69,6.34,1.22,0.38,8.68,0.38,,2.75,4.49,,79.94,0.57,192.68,,1005.38,,28.62,
2019-06-04 03:00:00,2019-06-04 04:00:00,,13.95,1.78,3.0,4.79,11.48,1.15,0.36,8.43,0.34,,2.51,3.82,,79.42,0.51,173.58,,1005.38,,28.54,
2019-06-04 04:00:00,2019-06-04 05:00:00,1.75,17.77,1.64,3.19,4.83,10.57,1.14,0.34,8.22,0.35,,2.43,5.56,,79.93,0.54,177.18,,1005.43,,28.47,
2019-06-04 05:00:00,2019-06-04 06:00:00,3.88,30.35,3.18,2.9,6.09,9.19,1.06,0.36,8.11,0.35,,2.11,4.09,,79.22,0.52,169.22,,1005.7,,28.53,
2019-06-04 06:00:00,2019-06-04 07:00:00,6.82,,5.5,5.41,10.89,10.06,1.36,0.45,6.86,,,2.38,4.65,,78.1,0.52,171.26,10.15,1006.27,,28.67,
2019-06-04 07:00:00,2019-06-04 08:00:00,13.57,52.25,22.18,6.46,28.73,9.03,1.39,0.66,5.97,1.38,,2.75,5.19,,75.69,0.52,186.67,51.66,1006.75,,29.94,
2019-06-04 08:00:00,2019-06-04 09:00:00,26.2,95.9,17.93,4.38,22.2,7.77,1.14,0.72,6.15,1.32,,3.21,6.85,,71.77,0.66,203.76,123.47,1007.06,,31.1,
2019-06-04 09:00:00,2019-06-04 10:00:00,31.71,101.8,11.34,2.96,14.31,7.52,1.57,0.6,6.19,1.49,,2.9,7.04,,71.1,0.9,225.24,303.83,1007.21,,31.56,
2019-06-04 10:00:00,2019-06-04 11:00:00,,,,,,,1.6,0.66,6.81,1.22,,1.67,4.59,,66.9,1.05,225.78,552.08,1007.58,,32.59,
2019-06-04 11:00:00,2019-06-04 12:00:00,,,,,,,1.34,0.63,6.54,1.3,,2.31,4.36,,65.49,1.05,222.02,558.11,1007.43,,33.08,
2019-06-04 12:00:00,2019-06-04 13:00:00,,,,,,,1.68,0.9,5.98,,,1.93,4.49,,66.74,0.98,229.18,494.0,1006.88,,32.79,
2019-06-04 13:00:00,2019-06-04 14:00:00,44.0,82.0,,,,,1.24,0.7,6.42,4.09,,3.86,6.29,,65.97,1.22,236.52,501.75,1006.23,,32.58,
2019-06-04 14:00:00,2019-06-04 15:00:00,10.0,75.0,21.63,11.22,32.85,16.64,1.1,0.55,6.54,1.02,,1.51,5.22,,66.32,1.1,234.91,377.01,1005.47,,32.44,
2019-06-04 15:00:00,2019-06-04 16:00:00,22.24,108.25,14.87,6.57,21.44,13.13,1.51,0.56,6.81,1.55,,2.54,4.6,,66.37,1.09,236.29,298.3,1004.84,,32.3,
2019-06-04 16:00:00,2019-06-04 17:00:00,18.3,80.55,11.0,5.98,16.98,10.53,1.71,0.59,7.08,1.99,,2.72,5.81,,66.7,1.08,246.94,295.14,1004.43,,32.23,
2019-06-04 17:00:00,2019-06-04 18:00:00,18.0,58.1,10.83,6.07,16.89,11.4,1.56,0.58,5.85,1.29,,3.27,7.07,,66.66,0.94,240.7,164.54,1004.28,,32.01,
2019-06-04 18:00:00,2019-06-04 19:00:00,18.94,63.65,11.94,7.92,19.87,13.2,1.62,0.56,5.75,1.45,,2.92,7.9,,71.91,0.82,247.48,29.67,1004.53,,30.45,
2019-06-04 19:00:00,2019-06-04 20:00:00,8.67,61.15,12.72,11.07,23.8,18.61,1.73,0.6,5.69,1.38,,3.83,9.24,,76.24,0.62,221.56,,1004.91,,29.28,
2019-06-04 20:00:00,2019-06-04 21:00:00,16.45,60.05,11.11,11.77,22.88,14.17,1.4,0.58,5.99,1.78,,3.75,9.35,,78.15,0.66,216.94,,1005.49,,28.91,
2019-06-04 21:00:00,2019-06-04 22:00:00,11.35,52.4,9.73,10.22,19.96,13.1,1.29,0.57,6.29,1.27,,2.67,6.9,,78.24,0.69,219.32,,1005.93,,28.81,
2019-06-04 22:00:00,2019-06-04 23:00:00,9.12,46.3,12.98,11.99,24.97,13.42,1.35,0.58,5.27,1.56,,2.68,6.18,,78.52,0.58,215.37,,1006.14,,28.68,
2019-06-04 23:00:00,2019-06-05 00:00:00,11.76,57.16,9.93,7.96,17.89,10.44,1.3,0.51,5.01,1.48,,2.5,5.76,,79.63,0.61,219.95,,1005.91,,28.56,
2019-06-05 00:00:00,2019-06-05 01:00:00,11.06,54.21,7.36,6.28,13.64,7.9,1.33,0.49,6.0,1.23,,3.09,5.83,,80.17,0.55,215.42,,1005.65,,28.54,
2019-06-05 01:00:00,2019-06-05 02:00:00,14.75,50.2,5.42,5.76,11.18,8.15,1.24,0.47,6.34,1.34,,3.42,5.59,,80.11,0.63,232.14,,1005.44,,28.33,
2019-06-05 02:00:00,2019-06-05 03:00:00,10.32,43.35,4.28,4.28,8.54,9.89,1.28,0.41,6.39,1.19,,2.98,5.15,,79.69,0.54,200.92,,1004.72,,28.18,
2019-06-05 03:00:00,2019-06-05 04:00:00,5.3,33.53,4.36,3.74,8.1,15.8,1.08,0.48,6.28,1.18,,2.97,4.09,,80.96,0.5,188.13,,1004.44,,28.11,
2019-06-05 04:00:00,2019-06-05 05:00:00,9.68,22.55,4.13,2.63,6.77,14.15,1.08,0.4,6.27,1.72,,2.33,4.35,,80.84,0.43,179.85,,1004.93,,28.22,
2019-06-05 05:00:00,2019-06-05 06:00:00,11.88,24.85,6.27,4.51,10.78,11.54,1.19,0.4,6.28,0.9,,1.84,4.04,,80.43,0.44,175.11,,1005.38,,28.17,
2019-06-05 06:00:00,2019-06-05 07:00:00,8.25,28.8,25.45,6.74,32.16,10.56,1.49,0.5,4.67,1.06,,1.52,4.4,,80.86,0.41,190.47,5.96,1005.81,,28.27,
2019-06-05 07:00:00,2019-06-05 08:00:00,19.02,70.23,8.23,8.68,16.91,10.05,1.06,0.58,5.36,1.07,,0.9,4.14,,78.13,0.65,218.86,45.05,1006.42,,29.31,
2019-06-05 08:00:00,2019-06-05 09:00:00,16.25,50.27,5.92,4.96,10.88,7.39,0.98,0.44,6.59,2.05,,1.72,4.41,,73.27,0.76,220.47,131.44,1006.75,,30.54,
2019-06-05 09:00:00,2019-06-05 10:00:00,9.43,42.35,5.57,5.16,10.72,6.07,1.07,0.42,8.09,1.27,,2.04,4.79,,71.03,0.9,226.76,259.87,1006.96,,31.28,
2019-06-05 10:00:00,2019-06-05 11:00:00,12.75,88.41,,,,,1.34,0.51,7.61,1.14,,1.67,4.42,,66.76,1.14,246.18,503.97,1006.89,,32.44,
2019-06-05 11:00:00,2019-06-05 12:00:00,9.25,50.15,,,,,1.32,0.55,7.69,1.03,,2.65,5.53,,66.42,1.2,230.49,659.67,1006.49,,32.8,
2019-06-05 12:00:00,2019-06-05 13:00:00,13.7,53.68,,,,,1.13,0.57,7.85,0.86,,1.73,3.62,,65.08,1.21,235.71,698.58,1005.94,,33.05,
2019-06-05 13:00:00,2019-06-05 14:00:00,15.88,99.6,,,,,1.24,0.54,6.89,1.09,,1.06,3.37,,64.09,1.24,235.45,668.99,1005.32,,33.2,
2019-06-05 14:00:00,2019-06-05 15:00:00,12.25,61.15,,,,,1.28,0.48,7.75,0.97,,1.28,3.27,,64.69,1.3,247.28,552.83,1004.39,,33.2,
2019-06-05 15:00:00,2019-06-05 16:00:00,14.82,57.09,,,,,1.1,0.43,10.61,0.69,,1.71,4.39,,65.56,1.44,242.93,475.12,1003.62,,32.75,
2019-06-05 16:00:00,2019-06-05 17:00:00,16.88,57.0,9.23,6.83,16.06,29.85,1.15,0.4,9.83,0.7,,0.82,3.54,,67.92,1.54,259.61,318.35,1003.12,,31.98,
2019-06-05 17:00:00,2019-06-05 18:00:00,13.23,59.85,8.34,8.28,16.62,14.24,1.29,0.4,8.23,0.78,,1.94,3.72,,71.18,1.46,250.66,161.38,1003.04,,31.11,
2019-06-05 18:00:00,2019-06-05 19:00:00,13.0,57.15,10.79,8.01,18.8,12.18,1.51,0.45,6.53,0.77,,1.66,4.7,,76.75,1.57,249.97,27.82,1003.06,,29.7,
2019-06-05 19:00:00,2019-06-05 20:00:00,8.32,50.35,12.29,9.46,21.74,25.06,1.47,0.51,5.45,0.8,,2.91,6.52,,80.15,1.22,253.92,,1003.17,,28.98,
2019-06-05 20:00:00,2019-06-05 21:00:00,7.0,36.0,7.32,11.63,18.94,18.12,1.41,0.47,7.24,0.67,,2.19,6.19,,82.71,0.97,245.12,,1003.8,,28.72,
2019-06-05 21:00:00,2019-06-05 22:00:00,11.7,40.75,6.23,10.54,16.77,15.51,1.38,0.47,8.0,1.28,,3.56,7.27,,83.43,0.93,238.74,,1004.42,,28.72,
2019-06-05 22:00:00,2019-06-05 23:00:00,9.18,40.05,5.55,8.26,13.82,14.05,1.37,0.46,6.75,1.23,,3.29,5.73,,82.67,0.78,237.97,,1005.02,,28.84,
2019-06-05 23:00:00,2019-06-06 00:00:00,14.63,40.95,4.92,7.79,12.71,12.55,1.25,0.47,7.61,1.16,,2.8,6.17,,82.22,0.7,223.55,,1005.14,,28.89,
2019-06-06 00:00:00,2019-06-06 01:00:00,12.19,51.42,3.53,6.2,9.74,9.21,1.28,0.44,6.82,1.62,,2.21,5.36,,82.6,0.68,226.94,,1004.58,,28.87,
2019-06-06 01:00:00,2019-06-06 02:00:00,12.0,18.75,3.94,4.86,8.79,8.56,1.32,0.42,7.52,1.3,,2.95,4.62,,82.64,0.65,223.09,,1004.3,,28.83,
2019-06-06 02:00:00,2019-06-06 03:00:00,12.0,34.1,3.95,4.56,8.52,11.38,1.27,0.38,7.38,1.35,,2.62,5.19,,82.82,0.65,215.39,,1003.96,,28.73,
2019-06-06 03:00:00,2019-06-06 04:00:00,7.0,30.0,3.53,2.69,6.23,16.87,1.31,0.38,9.94,1.28,,2.15,4.67,,82.74,0.87,243.32,,1004.08,,28.64,
2019-06-06 04:00:00,2019-06-06 05:00:00,5.12,18.63,3.52,2.41,5.93,17.28,1.31,0.36,9.16,0.95,,2.3,4.54,,82.97,0.67,234.25,,1004.23,,28.48,
2019-06-06 05:00:00,2019-06-06 06:00:00,3.12,23.7,2.89,2.6,5.48,13.59,1.21,0.38,8.19,0.76,,1.77,3.54,,83.53,0.72,228.82,,1004.52,,28.29,
2019-06-06 06:00:00,2019-06-06 07:00:00,2.06,26.84,3.68,6.6,10.28,11.68,1.04,0.49,7.01,0.92,,2.06,4.15,,82.69,0.62,219.63,11.6,1005.11,,28.47,
2019-06-06 07:00:00,2019-06-06 08:00:00,12.36,77.35,5.83,6.6,12.42,11.9,1.33,0.46,6.4,1.05,,2.54,3.21,,79.63,0.72,216.67,62.11,1005.79,,29.48,
2019-06-06 08:00:00,2019-06-06 09:00:00,11.12,41.05,9.84,5.97,15.81,8.12,1.17,0.4,6.87,0.96,,3.01,3.85,,72.94,0.88,234.35,214.66,1006.3,,31.15,
2019-06-06 09:00:00,2019-06-06 10:00:00,16.65,63.7,7.21,4.94,12.15,6.56,1.15,0.43,7.78,0.85,,2.32,4.6,,67.44,0.77,220.57,389.35,1006.84,,32.97,
2019-06-06 10:00:00,2019-06-06 11:00:00,11.49,47.34,5.74,4.26,10.0,6.79,1.35,0.39,8.27,0.73,,3.5,4.0,,65.01,0.92,213.16,557.51,1007.38,,33.5,
2019-06-06 11:00:00,2019-06-06 12:00:00,8.18,45.05,10.9,6.4,17.28,14.51,1.53,0.44,8.11,0.59,,1.72,3.88,,66.33,0.9,194.69,656.29,1007.67,,33.16,
2019-06-06 12:00:00,2019-06-06 13:00:00,8.0,81.1,21.46,9.24,30.7,16.84,1.33,0.47,7.69,0.44,,1.92,3.98,,66.0,0.95,188.49,703.6,1007.76,,33.36,
2019-06-06 13:00:00,2019-06-06 14:00:00,17.39,151.4,16.87,7.91,24.78,16.51,0.84,0.48,8.76,0.6,,4.11,6.49,,64.2,1.01,195.35,622.73,1007.46,,33.73,
2019-06-06 14:00:00,2019-06-06 15:00:00,21.75,187.4,18.0,10.32,28.29,18.32,1.68,0.45,8.38,0.71,,4.17,6.18,,62.45,0.9,193.26,579.52,1006.26,,34.29,
2019-06-06 15:00:00,2019-06-06 16:00:00,22.93,173.84,11.82,9.88,21.7,17.76,1.35,0.4,11.38,0.62,,6.21,6.09,,63.89,1.09,220.59,424.01,1005.12,,33.44,
2019-06-06 16:00:00,2019-06-06 17:00:00,20.0,99.85,7.88,10.18,18.07,10.26,1.35,0.4,12.05,0.86,,2.33,4.08,,67.12,0.96,223.06,272.71,1004.61,,32.64,
2019-06-06 17:00:00,2019-06-06 18:00:00,22.81,152.83,13.3,12.34,25.65,11.58,1.58,0.41,7.75,0.89,,2.51,5.23,,69.31,0.93,233.81,127.38,1004.32,,31.74,
2019-06-06 18:00:00,2019-06-06 19:00:00,16.45,110.4,10.45,13.59,24.04,14.75,1.66,0.4,7.13,0.82,,1.98,6.3,,73.7,0.84,236.84,31.29,1004.12,,30.4,
2019-06-06 19:00:00,2019-06-06 20:00:00,11.3,53.06,10.92,13.48,24.4,17.82,1.44,0.46,5.99,0.86,,2.92,7.89,,76.81,0.84,246.0,0.54,1004.32,,29.43,
2019-06-06 20:00:00,2019-06-06 21:00:00,6.32,29.16,10.52,14.01,24.52,20.58,1.28,0.47,5.72,0.83,,3.68,6.44,,78.78,0.64,218.39,,1004.73,,29.1,
2019-06-06 21:00:00,2019-06-06 22:00:00,2.25,29.9,7.41,13.83,21.24,14.61,0.67,0.44,8.44,0.93,,3.66,6.33,,79.66,0.64,208.0,,1005.25,,28.96,
2019-06-06 22:00:00,2019-06-06 23:00:00,5.75,34.75,8.28,9.41,17.68,12.3,1.43,0.43,7.88,0.86,,2.65,6.03,,79.19,0.66,230.19,,1005.4,,29.02,
2019-06-06 23:00:00,2019-06-07 00:00:00,6.0,25.53,5.15,7.76,12.9,12.77,1.46,0.42,7.63,0.8,,2.73,5.29,,79.12,0.56,208.97,,1005.45,,29.01,
2019-06-07 00:00:00,2019-06-07 01:00:00,9.75,49.63,3.84,6.71,10.54,9.75,1.27,0.4,8.14,0.59,,2.75,4.56,,79.53,0.65,219.66,,1005.24,,28.98,
2019-06-07 01:00:00,2019-06-07 02:00:00,8.13,31.05,2.93,4.97,7.9,7.75,1.32,0.36,9.03,0.54,,1.5,4.17,,80.0,0.68,229.8,,1004.83,,28.83,
2019-06-07 02:00:00,2019-06-07 03:00:00,7.06,23.35,2.7,4.61,7.3,10.16,1.11,0.37,8.97,0.7,,2.06,2.64,,80.9,0.67,226.66,,1004.31,,28.62,
2019-06-07 03:00:00,2019-06-07 04:00:00,4.18,31.52,2.54,3.86,6.41,12.53,1.32,0.35,10.29,1.05,,3.11,4.48,,81.08,0.72,248.41,,1003.92,,28.47,
2019-06-07 04:00:00,2019-06-07 05:00:00,2.16,19.87,3.91,4.32,8.24,17.46,1.44,0.35,9.5,1.03,,1.95,4.56,,81.67,0.59,225.06,,1004.28,,28.4,
2019-06-07 05:00:00,2019-06-07 06:00:00,2.0,21.84,3.35,4.12,7.47,14.32,1.21,0.35,9.36,0.94,,2.13,4.26,,81.35,0.48,216.72,,1004.98,,28.45,
2019-06-07 06:00:00,2019-06-07 07:00:00,0.12,28.65,2.94,4.91,7.84,11.09,0.78,0.38,9.12,0.91,,1.99,3.85,,81.33,0.49,183.24,9.04,1006.0,,28.74,
2019-06-07 07:00:00,2019-06-07 08:00:00,7.51,60.35,11.07,13.09,24.15,11.16,1.21,0.54,7.83,1.27,,1.95,3.48,,78.2,0.61,192.12,49.63,1006.68,,29.74,
2019-06-07 08:00:00,2019-06-07 09:00:00,17.36,70.49,31.73,12.05,43.77,7.72,1.72,0.45,7.69,1.1,,1.73,4.22,,72.05,0.64,195.97,176.0,1006.88,,31.61,
2019-06-07 09:00:00,2019-06-07 10:00:00,15.19,99.5,13.89,6.61,20.49,6.42,1.47,0.44,9.12,1.1,,1.72,4.91,,67.9,0.81,208.3,358.35,1007.19,,32.82,
2019-06-07 10:00:00,2019-06-07 11:00:00,13.16,83.27,10.31,5.02,15.32,6.27,1.22,0.41,9.17,1.04,,2.8,5.58,,67.49,0.95,222.66,512.01,1007.19,,32.88,
2019-06-07 11:00:00,2019-06-07 12:00:00,9.0,48.0,8.1,6.82,14.92,10.0,1.43,0.41,10.34,0.97,,1.36,3.41,,68.34,1.32,218.81,660.1,1006.5,,32.44,
2019-06-07 12:00:00,2019-06-07 13:00:00,5.0,32.0,11.36,9.84,21.22,25.89,1.53,0.44,10.63,0.96,,1.87,5.16,,67.88,1.11,224.46,691.37,1006.3,,32.87,
2019-06-07 13:00:00,2019-06-07 14:00:00,7.82,68.2,7.77,7.84,15.61,19.32,1.48,0.43,10.14,1.03,,2.44,3.36,,64.77,1.02,213.07,686.74,1005.82,,33.65,
2019-06-07 14:00:00,2019-06-07 15:00:00,9.87,51.05,7.78,5.83,13.61,16.19,1.48,0.42,10.95,0.92,,2.12,5.03,,64.69,1.12,227.66,599.15,1005.28,,33.45,
2019-06-07 15:00:00,2019-06-07 16:00:00,11.87,97.36,7.1,7.24,14.35,16.43,0.75,0.4,9.04,0.73,,2.24,3.82,,64.32,1.03,233.36,477.56,1004.55,,34.06,
2019-06-07 16:00:00,2019-06-07 17:00:00,19.51,105.68,7.44,6.32,13.76,11.83,1.25,0.44,8.89,0.61,,2.46,5.78,,65.42,1.11,236.82,331.05,1003.57,,33.39,
2019-06-07 17:00:00,2019-06-07 18:00:00,12.49,67.16,5.13,8.75,13.88,8.49,1.57,0.43,12.63,0.73,,3.42,8.67,,69.82,1.02,245.08,162.76,1003.47,,32.13,
2019-06-07 18:00:00,2019-06-07 19:00:00,11.06,57.4,6.21,13.56,19.78,14.16,1.57,0.45,9.97,0.86,,5.85,9.29,,74.29,0.97,243.14,28.8,1004.0,,30.84,
2019-06-07 19:00:00,2019-06-07 20:00:00,13.0,81.0,7.04,15.5,22.54,15.81,1.76,0.52,8.79,1.0,,4.25,9.41,,79.53,0.92,238.59,,1004.62,,29.64,
2019-06-07 20:00:00,2019-06-07 21:00:00,6.88,44.1,8.8,11.86,20.62,22.97,1.52,0.43,9.16,1.25,,3.13,10.75,,81.34,0.8,227.89,,1005.81,,29.44,
2019-06-07 21:00:00,2019-06-07 22:00:00,12.0,69.0,6.39,14.14,20.53,16.86,1.42,0.52,7.4,1.83,,3.91,6.49,,81.54,0.67,212.37,,1005.72,,29.44,
2019-06-07 22:00:00,2019-06-07 23:00:00,9.19,53.84,8.58,12.28,20.82,13.18,1.48,0.48,7.07,1.51,,3.88,9.12,,81.63,0.65,220.54,,1005.76,,29.38,
2019-06-07 23:00:00,2019-06-08 00:00:00,11.81,41.63,5.84,10.75,16.58,11.48,1.59,0.44,7.24,1.46,,3.41,7.49,,82.94,0.73,229.47,,1005.6,,29.28,
2019-06-08 00:00:00,2019-06-08 01:00:00,12.0,41.0,9.2,11.22,20.43,10.08,1.43,0.44,9.11,1.34,,3.28,9.81,,83.35,0.72,222.26,,1005.47,,29.21,
2019-06-08 01:00:00,2019-06-08 02:00:00,12.0,62.78,5.25,6.82,12.07,7.23,1.4,0.37,8.29,1.73,,3.23,8.31,,82.76,0.56,192.7,,1005.53,,29.23,
2019-06-08 02:00:00,2019-06-08 03:00:00,10.17,64.93,9.34,6.99,16.33,6.21,1.65,0.39,8.17,1.47,,3.41,7.05,,82.99,0.53,195.89,,1005.1,,29.06,
2019-06-08 03:00:00,2019-06-08 04:00:00,16.55,42.27,3.87,4.28,8.14,8.92,1.33,0.35,9.29,0.98,,2.52,5.83,,82.54,0.54,208.81,,1004.72,,29.05,
2019-06-08 04:00:00,2019-06-08 05:00:00,2.36,48.44,4.3,3.87,8.17,9.46,1.29,0.36,8.94,0.89,,2.56,7.36,,83.14,0.54,215.0,,1004.71,,29.04,
2019-06-08 05:00:00,2019-06-08 06:00:00,,33.8,3.35,2.7,6.06,17.05,1.41,0.33,9.38,0.72,,2.92,5.94,,83.47,0.62,219.44,,1005.18,,29.02,
2019-06-08 06:00:00,2019-06-08 07:00:00,2.75,29.21,4.82,6.47,11.29,13.54,1.46,0.45,8.61,0.64,,2.89,5.07,,82.39,0.58,213.54,,1006.02,,29.13,
2019-06-08 07:00:00,2019-06-08 08:00:00,9.55,64.05,6.99,7.66,14.72,11.62,1.18,0.45,7.95,0.69,,2.86,5.23,,81.31,0.61,197.29,21.03,1006.95,,29.5,
2019-06-08 08:00:00,2019-06-08 09:00:00,17.51,58.4,14.34,9.72,24.06,10.07,1.46,0.49,7.16,0.82,,3.04,5.28,,77.17,0.65,209.42,112.58,1007.65,,30.99,
2019-06-08 09:00:00,2019-06-08 10:00:00,21.77,122.6,11.26,5.55,16.8,7.52,1.46,0.41,7.41,0.85,,2.94,5.83,,74.09,0.71,213.45,188.97,1007.47,,31.77,
2019-06-08 10:00:00,2019-06-08 11:00:00,9.79,73.75,8.46,5.15,13.61,6.29,1.45,0.4,7.59,0.75,,2.64,6.93,,70.86,0.91,215.71,429.81,1007.15,,32.53,
2019-06-08 11:00:00,2019-06-08 12:00:00,9.94,49.22,8.68,5.48,14.12,6.36,1.38,0.42,8.36,0.55,,2.49,5.31,,68.99,1.05,230.04,622.93,1006.73,,33.1,
2019-06-08 12:00:00,2019-06-08 13:00:00,9.09,42.42,14.53,6.93,21.5,5.14,1.62,0.43,11.67,0.52,,2.55,5.72,,69.75,1.39,241.93,707.26,1005.83,,32.5,
2019-06-08 13:00:00,2019-06-08 14:00:00,9.94,80.84,18.66,8.27,26.9,16.67,1.85,0.46,8.39,0.62,,2.3,5.73,,66.0,1.26,235.17,688.45,1004.65,,33.47,
2019-06-08 14:00:00,2019-06-08 15:00:00,11.88,108.65,11.22,9.22,20.44,14.63,1.52,0.45,9.55,0.68,,1.76,4.81,,63.69,1.65,242.97,606.5,1003.49,,33.58,
2019-06-08 15:00:00,2019-06-08 16:00:00,13.87,134.63,10.3,6.86,17.16,12.18,1.55,0.39,11.18,0.65,,2.17,4.98,,66.06,1.6,254.21,488.99,1002.76,,33.3,
2019-06-08 16:00:00,2019-06-08 17:00:00,17.75,99.9,6.33,13.07,19.39,12.34,1.44,0.43,13.45,0.98,,2.34,5.75,,68.09,1.61,256.61,333.13,1002.03,,32.88,
2019-06-08 17:00:00,2019-06-08 18:00:00,31.0,124.0,12.3,14.11,26.41,8.64,1.52,0.49,9.54,1.29,,3.42,6.67,,70.24,1.38,241.96,154.15,1001.67,,31.99,
2019-06-08 18:00:00,2019-06-08 19:00:00,32.87,128.74,8.5,14.69,23.18,6.75,1.65,0.51,9.7,1.14,,3.17,8.5,,73.67,1.31,228.87,33.28,1002.15,,30.97,
2019-06-08 19:00:00,2019-06-08 20:00:00,16.1,70.27,10.89,18.42,29.29,7.52,1.72,0.59,6.85,1.13,,3.77,8.94,,78.02,1.08,247.9,0.21,1002.75,,30.04,
2019-06-08 20:00:00,2019-06-08 21:00:00,17.81,96.36,13.61,18.89,32.51,15.4,1.12,0.59,5.54,1.33,,5.66,13.02,,79.52,0.91,231.13,,1003.23,,29.77,
2019-06-08 21:00:00,2019-06-08 22:00:00,17.07,80.0,11.34,18.82,30.16,18.01,1.28,0.58,5.2,1.41,,5.05,10.93,,80.86,0.82,243.31,,1003.31,,29.63,
2019-06-08 22:00:00,2019-06-08 23:00:00,9.51,60.05,7.71,16.0,23.7,13.11,1.44,0.54,5.59,1.91,,5.2,10.81,,82.34,0.74,224.35,,1003.78,,29.42,
2019-06-08 23:00:00,2019-06-09 00:00:00,11.81,55.2,5.75,10.67,16.43,12.07,0.84,0.48,7.52,1.34,,4.69,8.65,,83.44,0.62,223.73,,1004.13,,29.28,
2019-06-09 00:00:00,2019-06-09 01:00:00,8.34,44.58,8.66,8.32,17.0,11.88,0.8,0.48,8.03,1.16,,4.03,8.43,,83.95,0.49,209.35,,1003.94,,29.16,
2019-06-09 01:00:00,2019-06-09 02:00:00,19.27,91.36,5.68,8.7,14.34,8.43,1.18,0.43,8.04,0.82,,3.83,7.62,,84.42,0.55,201.95,,1003.44,,29.1,
2019-06-09 02:00:00,2019-06-09 03:00:00,12.49,53.15,3.31,6.46,9.77,6.71,1.35,0.4,7.06,0.67,,2.57,6.79,,84.94,0.53,187.36,,1002.97,,28.88,
2019-06-09 03:00:00,2019-06-09 04:00:00,12.0,27.25,4.95,6.36,11.31,6.37,1.46,0.35,7.66,0.83,,3.02,6.9,,84.58,0.53,181.12,,1002.91,,28.92,
2019-06-09 04:00:00,2019-06-09 05:00:00,12.94,96.09,6.21,6.13,12.36,9.39,1.54,0.36,7.87,1.09,,2.96,7.27,,84.98,0.58,174.75,,1002.92,,28.97,
2019-06-09 05:00:00,2019-06-09 06:00:00,8.3,42.05,6.66,8.5,15.17,14.62,1.17,0.35,7.52,1.17,,3.04,5.82,,84.09,0.52,202.18,,1003.24,,28.92,
2019-06-09 06:00:00,2019-06-09 07:00:00,12.7,53.25,13.32,7.9,21.22,10.22,1.43,0.4,7.0,0.8,,2.84,5.83,,83.0,0.51,204.75,8.36,1003.87,,29.07,
2019-06-09 07:00:00,2019-06-09 08:00:00,8.32,46.42,12.39,5.11,17.43,7.72,1.61,0.42,8.79,0.69,,2.53,5.9,,79.78,0.67,214.52,43.98,1004.51,,30.08,
