From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-04-22 02:00:00,2020-04-22 03:00:00,8.95,36.45,4.66,0.01,4.44,0.35,8.79,0.2,18.16,0.16,,0.09,0.04,,86.31,0.46,182.45,,,,25.88,
2020-04-22 03:00:00,2020-04-22 04:00:00,8.0,38.66,5.33,0.3,5.39,0.77,9.5,0.23,15.87,0.07,,0.03,0.18,,87.75,0.33,164.16,,,,25.45,
2020-04-22 04:00:00,2020-04-22 05:00:00,13.0,64.0,6.13,1.99,8.13,1.43,9.89,0.32,10.44,0.03,,,0.05,,87.75,0.46,133.97,,,,25.52,
2020-04-22 05:00:00,2020-04-22 06:00:00,7.95,33.78,6.44,5.58,12.02,0.96,9.47,0.35,7.7,0.06,,0.05,0.21,,87.49,0.41,119.05,,,,25.34,
2020-04-22 06:00:00,2020-04-22 07:00:00,7.84,38.89,6.68,7.06,13.75,0.4,9.06,0.4,6.87,0.04,,0.07,0.04,,87.87,0.47,140.4,4.34,,,25.26,
2020-04-22 07:00:00,2020-04-22 08:00:00,9.68,47.09,12.51,6.99,19.5,0.52,8.95,0.41,10.44,0.1,,0.07,0.15,,82.44,0.44,137.79,73.69,,,26.8,
2020-04-22 08:00:00,2020-04-22 09:00:00,20.1,60.45,8.57,5.48,14.05,,8.01,0.32,20.91,0.12,,0.01,0.08,,74.25,0.57,161.33,81.05,,,28.11,
2020-04-22 09:00:00,2020-04-22 10:00:00,17.0,57.0,6.79,3.43,10.22,0.01,8.78,0.27,31.58,0.08,,,0.23,,70.38,0.82,198.37,85.12,,,30.48,
2020-04-22 10:00:00,2020-04-22 11:00:00,20.37,72.11,5.6,0.7,6.3,0.04,8.78,0.21,29.13,0.04,,0.12,0.14,,68.3,1.05,211.06,303.91,,,30.82,
2020-04-22 11:00:00,2020-04-22 12:00:00,14.27,50.08,5.58,0.24,5.48,0.55,9.32,0.22,23.8,0.06,,0.11,0.06,,68.19,1.05,207.33,672.31,,,30.75,
2020-04-22 12:00:00,2020-04-22 13:00:00,11.32,51.43,6.1,1.28,7.02,1.87,10.33,0.33,20.87,0.09,,0.05,0.03,,69.47,1.22,222.37,712.84,,,30.74,
2020-04-22 13:00:00,2020-04-22 14:00:00,6.79,45.78,5.8,0.18,5.53,1.11,9.27,0.33,18.68,0.07,,0.01,,,70.56,1.12,213.52,697.04,,,30.86,
2020-04-22 14:00:00,2020-04-22 15:00:00,4.0,51.0,5.54,0.23,5.71,0.85,9.09,0.33,20.31,0.01,,,0.07,,67.98,1.1,222.21,593.68,,,31.66,
2020-04-22 15:00:00,2020-04-22 16:00:00,9.05,54.55,6.76,0.23,6.78,0.64,9.09,0.31,23.25,0.01,,0.33,0.15,,68.24,1.31,236.14,485.4,,,31.55,
2020-04-22 16:00:00,2020-04-22 17:00:00,17.57,59.45,7.25,0.4,7.49,0.02,7.99,0.23,26.48,0.02,,0.06,0.02,,71.19,1.36,245.78,319.31,,,30.78,
2020-04-22 17:00:00,2020-04-22 18:00:00,20.69,65.33,6.5,0.62,7.04,0.61,9.11,0.21,29.84,0.03,,0.02,0.12,,73.26,1.32,251.51,75.53,,,29.75,
2020-04-22 18:00:00,2020-04-22 19:00:00,13.43,65.11,5.3,1.07,6.37,1.17,9.2,0.22,31.26,0.02,,0.05,0.09,,78.43,1.17,245.3,11.1,,,28.31,
2020-04-22 19:00:00,2020-04-22 20:00:00,21.0,71.0,5.88,1.57,7.47,1.36,10.8,0.24,32.4,0.0,,,0.01,,81.94,0.93,247.58,,,,27.59,
2020-04-22 20:00:00,2020-04-22 21:00:00,17.63,70.11,5.42,1.5,6.91,2.88,11.02,0.35,25.79,0.07,,,0.15,,82.96,0.65,226.21,,,,27.46,
2020-04-22 21:00:00,2020-04-22 22:00:00,13.62,63.76,5.2,0.99,6.19,2.04,9.47,0.36,23.58,0.08,,0.17,0.17,,83.7,0.45,205.05,,,,27.23,
2020-04-22 22:00:00,2020-04-22 23:00:00,13.0,55.0,4.93,0.91,5.83,1.39,8.96,0.36,24.6,0.06,,0.2,0.04,,83.78,0.47,227.02,,,,27.2,
2020-04-22 23:00:00,2020-04-23 00:00:00,14.69,58.45,5.1,1.27,6.37,0.75,8.88,0.33,28.32,0.01,,0.22,0.12,,83.0,0.44,203.31,,,,27.06,
2020-04-23 00:00:00,2020-04-23 01:00:00,15.0,63.0,6.0,3.41,9.42,0.17,7.62,0.22,23.05,0.06,,0.39,,,84.87,0.29,124.58,,,,26.45,
2020-04-23 01:00:00,2020-04-23 02:00:00,20.89,55.89,6.27,4.82,11.1,0.06,8.79,0.24,20.92,0.07,,0.17,0.11,,86.38,0.3,124.75,,,,26.05,
2020-04-23 02:00:00,2020-04-23 03:00:00,16.95,56.78,6.0,5.02,11.02,0.29,8.8,0.24,24.18,0.08,,0.12,0.52,,86.27,0.31,130.02,,,,26.04,
2020-04-23 03:00:00,2020-04-23 04:00:00,16.84,56.11,5.83,3.88,9.71,0.88,8.94,0.21,23.47,0.04,,0.07,0.18,,86.9,0.32,128.38,,,,25.91,
2020-04-23 04:00:00,2020-04-23 05:00:00,11.11,75.51,5.91,2.19,8.09,2.78,10.22,0.33,18.18,0.03,,0.21,0.14,,86.53,0.32,137.14,,,,25.95,
2020-04-23 05:00:00,2020-04-23 06:00:00,7.0,48.0,5.65,3.23,8.89,1.87,9.09,0.32,16.55,0.06,,0.05,,,87.33,0.34,125.58,,,,26.02,
2020-04-23 06:00:00,2020-04-23 07:00:00,8.68,41.78,6.41,5.16,11.57,1.04,9.12,0.33,14.21,0.04,,0.1,0.22,,87.56,0.29,120.51,4.13,,,26.28,
2020-04-23 07:00:00,2020-04-23 08:00:00,6.47,46.33,5.96,3.3,9.27,0.79,9.07,0.33,18.62,0.15,,0.03,0.13,,82.75,0.56,163.53,64.42,,,27.79,
2020-04-23 08:00:00,2020-04-23 09:00:00,12.73,53.22,6.35,1.27,7.62,0.36,7.89,0.23,26.35,0.24,,0.02,0.2,,78.31,0.76,188.88,94.88,,,28.7,
2020-04-23 09:00:00,2020-04-23 10:00:00,15.69,50.45,6.19,1.26,7.45,0.68,8.75,0.21,31.27,0.15,,0.18,0.19,,74.65,0.89,208.59,91.44,,,29.91,
2020-04-23 10:00:00,2020-04-23 11:00:00,17.0,54.0,6.5,1.11,7.61,2.18,9.94,0.22,36.97,0.02,,0.14,0.15,,71.16,1.09,224.29,498.01,,,30.74,
2020-04-23 11:00:00,2020-04-23 12:00:00,13.63,53.11,6.29,1.42,7.71,2.5,12.6,0.19,34.44,0.14,,0.09,,,71.75,1.14,211.04,676.1,,,30.73,
2020-04-23 12:00:00,2020-04-23 13:00:00,15.53,48.55,6.24,0.68,6.91,3.75,12.91,0.32,23.89,0.2,,0.19,0.18,,72.21,1.12,200.31,720.8,,,30.83,
2020-04-23 13:00:00,2020-04-23 14:00:00,4.22,39.11,5.59,0.38,5.96,3.62,10.91,0.33,26.45,0.04,,0.22,0.3,,72.38,1.26,210.0,700.26,,,30.86,
2020-04-23 14:00:00,2020-04-23 15:00:00,5.37,38.0,5.58,0.49,6.01,1.92,9.25,0.33,26.29,0.04,,0.11,0.22,,70.8,1.14,217.65,622.25,,,31.48,
2020-04-23 15:00:00,2020-04-23 16:00:00,14.0,37.0,5.29,0.37,5.44,1.25,8.87,0.33,22.93,0.04,,0.11,0.12,,67.45,1.08,234.2,459.52,,,32.34,
2020-04-23 16:00:00,2020-04-23 17:00:00,15.69,37.0,5.72,,5.01,0.7,7.89,0.26,24.84,0.04,,0.12,0.35,,68.16,1.21,230.21,334.66,,,31.64,
2020-04-23 17:00:00,2020-04-23 18:00:00,22.73,44.11,6.05,1.11,7.1,0.31,8.38,0.24,24.68,0.04,,0.09,0.05,,68.55,0.97,232.56,78.1,,,31.22,
2020-04-23 18:00:00,2020-04-23 19:00:00,21.48,49.45,6.69,2.62,9.3,1.46,8.86,0.25,22.57,0.06,,0.05,0.04,,74.7,0.8,218.43,10.01,,,28.86,
2020-04-23 19:00:00,2020-04-23 20:00:00,15.11,44.67,6.54,2.82,9.36,1.46,9.29,0.27,17.87,0.07,,0.06,0.39,,78.08,0.74,242.0,,,,27.95,
2020-04-23 20:00:00,2020-04-23 21:00:00,12.0,48.0,6.72,1.87,8.59,2.61,10.05,0.34,22.09,0.01,,0.08,,,77.82,0.81,250.91,,,,27.61,
2020-04-23 21:00:00,2020-04-23 22:00:00,14.52,45.33,6.26,1.97,8.23,2.97,9.49,0.36,27.2,0.01,,0.13,0.23,,78.31,0.74,237.23,,,,27.48,
2020-04-23 22:00:00,2020-04-23 23:00:00,12.47,41.45,5.16,1.9,7.06,1.41,9.11,0.34,16.24,0.12,,0.08,0.06,,80.48,0.67,232.9,,,,27.2,
2020-04-23 23:00:00,2020-04-24 00:00:00,8.62,39.23,5.04,1.99,7.03,0.92,9.02,0.34,12.81,0.02,,,0.04,,81.82,0.62,218.92,,,,26.99,
2020-04-24 00:00:00,2020-04-24 01:00:00,10.52,35.45,5.35,0.58,5.93,0.7,8.39,0.27,14.68,0.04,,0.06,0.17,,83.45,0.58,203.47,,,,26.8,
2020-04-24 01:00:00,2020-04-24 02:00:00,16.0,41.0,5.71,0.63,6.01,,8.72,0.23,13.1,0.07,,0.01,0.04,,84.86,0.32,182.34,,,,26.47,
2020-04-24 02:00:00,2020-04-24 03:00:00,10.95,30.33,5.94,0.49,6.43,0.33,9.33,0.22,12.43,0.1,,0.17,0.08,,86.13,0.32,157.91,,,,26.2,
2020-04-24 03:00:00,2020-04-24 04:00:00,9.16,35.22,6.94,2.56,9.51,0.46,10.4,0.22,10.57,0.05,,0.15,0.07,,87.2,0.29,110.98,,,,25.94,
2020-04-24 04:00:00,2020-04-24 05:00:00,10.68,47.59,7.06,1.3,8.37,1.62,13.15,0.28,8.55,0.04,,0.04,0.01,,87.36,0.29,138.57,,,,25.84,
2020-04-24 05:00:00,2020-04-24 06:00:00,9.32,35.71,8.45,5.81,14.26,2.52,11.85,0.39,3.63,0.01,,0.07,0.09,,87.84,0.32,137.98,,,,25.76,
2020-04-24 06:00:00,2020-04-24 07:00:00,10.0,32.0,7.9,5.58,13.49,1.82,10.36,0.43,3.27,0.02,,,0.45,,88.19,0.34,123.81,4.47,,,25.77,
2020-04-24 07:00:00,2020-04-24 08:00:00,13.38,40.92,8.77,6.32,15.07,1.43,9.16,0.44,6.31,0.05,,,0.84,,83.59,0.45,137.67,70.47,,,27.25,
2020-04-24 08:00:00,2020-04-24 09:00:00,17.37,58.89,8.66,3.71,12.36,1.57,8.59,0.36,16.57,0.05,,,0.17,,77.55,0.66,183.31,99.49,,,28.78,
2020-04-24 09:00:00,2020-04-24 10:00:00,18.0,53.0,8.26,4.11,12.37,2.68,7.96,0.29,30.59,0.06,,0.09,0.1,,73.05,0.84,223.67,102.62,,,30.11,
2020-04-24 10:00:00,2020-04-24 11:00:00,21.94,59.67,7.26,3.12,10.38,4.4,8.75,0.27,37.6,0.0,,0.02,0.01,,68.33,0.92,209.63,211.47,,,31.74,
2020-04-24 11:00:00,2020-04-24 12:00:00,24.0,55.0,7.25,1.23,8.47,3.69,8.98,0.22,22.57,0.02,,,0.17,,67.89,1.1,220.48,718.2,,,31.65,
2020-04-24 12:00:00,2020-04-24 13:00:00,12.22,53.22,6.72,1.01,7.73,3.6,10.31,0.28,19.55,0.11,,0.07,0.14,,68.62,1.08,218.22,746.53,,,31.44,
2020-04-24 13:00:00,2020-04-24 14:00:00,13.37,47.68,6.99,0.08,6.88,5.26,11.84,0.35,16.3,0.06,,0.06,0.23,,68.35,1.29,235.37,726.78,,,31.41,
2020-04-24 14:00:00,2020-04-24 15:00:00,8.11,38.11,6.09,0.07,6.03,3.17,10.6,0.35,13.16,0.06,,0.1,0.08,,60.91,1.09,219.12,644.77,,,32.54,
2020-04-24 15:00:00,2020-04-24 16:00:00,7.0,49.45,6.14,0.23,5.64,2.44,10.6,0.33,12.96,0.08,,0.33,0.22,,60.4,1.08,230.92,503.31,,,32.79,
2020-04-24 16:00:00,2020-04-24 17:00:00,10.0,41.0,7.03,0.54,6.7,2.51,10.21,0.31,18.13,0.0,,0.23,0.39,,62.8,1.15,224.81,291.63,,,32.13,
2020-04-24 17:00:00,2020-04-24 18:00:00,19.24,48.11,7.32,1.19,8.5,2.12,9.42,0.23,26.49,0.04,,0.09,0.13,,68.26,1.05,236.92,73.17,,,30.91,
2020-04-24 18:00:00,2020-04-24 19:00:00,26.05,51.67,6.5,1.38,7.88,4.13,10.67,0.26,25.6,0.0,,0.08,0.02,,76.56,0.96,235.08,9.88,,,28.77,
2020-04-24 19:00:00,2020-04-24 20:00:00,20.25,55.57,6.48,2.74,9.21,4.13,12.13,0.24,27.08,0.19,,0.05,0.17,,82.63,0.76,220.83,,,,27.76,
2020-04-24 20:00:00,2020-04-24 21:00:00,20.69,48.89,6.0,1.21,7.2,3.7,12.3,0.27,31.82,0.3,,0.1,0.25,,85.19,0.92,248.03,,,,27.43,
2020-04-24 21:00:00,2020-04-24 22:00:00,20.0,42.0,5.79,1.61,7.41,5.56,12.91,0.33,25.54,0.15,,0.23,0.52,,86.82,0.51,224.96,,,,27.11,
2020-04-24 22:00:00,2020-04-24 23:00:00,12.43,32.25,5.44,0.49,5.92,4.04,11.54,0.32,20.13,0.05,,0.12,0.34,,86.8,0.45,197.56,,,,26.9,
2020-04-24 23:00:00,2020-04-25 00:00:00,11.0,39.86,6.13,0.69,6.8,3.03,10.71,0.32,17.05,0.06,,0.24,0.13,,85.68,0.47,169.97,,,,26.84,
2020-04-25 00:00:00,2020-04-25 01:00:00,7.64,41.0,5.72,0.71,6.43,2.95,9.43,0.29,14.05,0.04,,0.08,0.1,,84.92,0.43,160.17,,,,26.7,
2020-04-25 01:00:00,2020-04-25 02:00:00,12.9,38.33,5.98,1.9,7.89,2.68,7.64,0.21,14.52,0.06,,0.04,0.12,,84.66,0.37,141.81,,,,26.33,
2020-04-25 02:00:00,2020-04-25 03:00:00,10.0,42.0,6.11,1.48,7.59,5.28,8.87,0.22,16.36,0.05,,0.07,0.1,,84.78,0.42,121.59,,,,26.21,
2020-04-25 03:00:00,2020-04-25 04:00:00,8.32,42.0,6.12,1.04,7.13,4.96,8.82,0.2,18.87,0.01,,0.04,0.24,,83.99,0.41,124.93,,,,26.14,
2020-04-25 04:00:00,2020-04-25 05:00:00,7.16,62.45,5.4,2.65,8.05,4.09,9.05,0.21,18.36,0.15,,,0.04,,83.59,0.38,132.59,,,,26.05,
2020-04-25 05:00:00,2020-04-25 06:00:00,7.0,43.67,6.11,2.08,8.19,5.76,10.2,0.32,12.6,0.12,,0.22,0.06,,83.85,0.34,136.22,,,,25.7,
2020-04-25 06:00:00,2020-04-25 07:00:00,11.21,30.33,7.06,9.57,16.63,3.56,9.27,0.42,8.62,0.02,,0.26,0.94,,85.16,0.34,129.1,4.79,,,25.59,
2020-04-25 07:00:00,2020-04-25 08:00:00,9.0,44.0,6.92,4.88,11.8,2.51,9.11,0.36,15.34,0.05,,0.12,0.15,,77.0,0.57,186.54,119.22,,,28.18,
2020-04-25 08:00:00,2020-04-25 09:00:00,13.21,41.33,8.38,1.62,10.0,2.37,9.12,0.31,19.42,0.11,,0.07,0.12,,74.67,0.6,195.88,85.72,,,28.4,
2020-04-25 09:00:00,2020-04-25 10:00:00,8.95,40.12,8.45,1.58,10.01,2.25,7.75,0.21,28.21,0.02,,0.05,0.15,,69.42,0.88,213.58,113.62,,,29.95,
2020-04-25 10:00:00,2020-04-25 11:00:00,13.89,52.45,6.61,0.78,7.39,4.94,8.8,0.19,33.63,0.01,,0.16,0.06,,65.38,1.01,215.93,369.0,,,31.03,
2020-04-25 11:00:00,2020-04-25 12:00:00,15.0,39.78,6.02,0.9,6.1,4.64,9.01,0.18,32.05,0.06,,0.08,0.18,,66.14,1.12,214.33,705.8,,,30.77,
2020-04-25 12:00:00,2020-04-25 13:00:00,7.0,40.0,6.05,0.07,5.72,4.3,9.07,0.18,31.56,0.01,,,,,66.55,1.11,217.44,752.19,,,30.93,
2020-04-25 13:00:00,2020-04-25 14:00:00,10.37,47.13,6.03,0.42,6.42,6.45,10.96,0.29,28.2,0.02,,0.08,,,65.69,1.09,227.62,732.34,,,31.11,
2020-04-25 14:00:00,2020-04-25 15:00:00,6.79,29.27,5.65,0.15,5.56,4.98,10.06,0.3,28.28,0.05,,0.09,0.22,,62.88,1.31,233.81,653.49,,,31.38,
2020-04-25 15:00:00,2020-04-25 16:00:00,7.68,34.98,5.88,0.71,6.58,3.27,9.72,0.3,29.12,0.01,,0.06,0.09,,60.69,1.38,244.8,511.62,,,31.79,
2020-04-25 16:00:00,2020-04-25 17:00:00,8.0,50.19,7.45,0.84,8.29,3.02,9.47,0.27,36.63,0.05,,0.12,0.04,,62.0,1.33,258.05,340.82,,,31.27,
2020-04-25 17:00:00,2020-04-25 18:00:00,6.0,44.0,6.35,1.06,7.41,3.31,8.06,0.2,36.74,0.11,,,0.12,,64.94,1.05,250.5,34.62,,,30.08,
2020-04-25 18:00:00,2020-04-25 19:00:00,17.76,58.22,5.66,1.9,7.55,10.79,9.07,0.18,40.42,0.03,,0.03,0.05,,69.69,0.95,240.73,10.09,,,28.34,
2020-04-25 19:00:00,2020-04-25 20:00:00,16.63,59.11,5.92,2.33,8.25,13.56,9.87,0.2,37.74,0.02,,0.1,0.11,,74.14,0.85,238.59,,,,27.49,
2020-04-25 20:00:00,2020-04-25 21:00:00,10.11,51.89,5.92,2.19,8.11,12.07,10.04,0.24,41.82,0.12,,0.01,,,76.62,0.86,242.88,,,,27.15,
2020-04-25 21:00:00,2020-04-25 22:00:00,10.58,54.39,6.21,2.5,8.71,11.69,10.55,0.29,34.53,0.25,,0.06,0.21,,78.08,0.67,220.67,,,,26.85,
2020-04-25 22:00:00,2020-04-25 23:00:00,12.0,45.0,5.97,1.07,7.04,7.17,10.12,0.3,35.73,0.12,,0.05,0.29,,78.04,0.67,236.65,,,,26.53,
2020-04-25 23:00:00,2020-04-26 00:00:00,8.63,43.22,6.93,0.78,7.66,4.24,9.69,0.27,31.2,0.03,,0.02,0.11,,78.98,0.45,147.26,,,,26.19,
2020-04-26 00:00:00,2020-04-26 01:00:00,7.16,41.23,7.2,4.51,11.71,3.64,9.6,0.3,25.67,0.11,,0.16,0.22,,80.12,0.41,127.06,,,,25.49,
2020-04-26 01:00:00,2020-04-26 02:00:00,16.26,44.55,6.3,4.18,10.46,5.63,8.75,0.25,24.22,0.33,,0.17,,,81.42,0.45,145.72,,,,25.32,
2020-04-26 02:00:00,2020-04-26 03:00:00,17.21,49.26,6.19,4.98,11.18,8.54,9.22,0.22,19.35,0.35,,0.05,,,83.07,0.43,131.47,,,,24.97,
2020-04-26 03:00:00,2020-04-26 04:00:00,14.0,45.0,6.99,6.26,13.26,9.83,9.62,0.32,11.64,0.3,,0.24,0.34,,85.84,0.38,113.75,,,,24.46,
2020-04-26 04:00:00,2020-04-26 05:00:00,19.89,64.56,6.45,6.81,13.27,8.55,9.97,0.3,12.26,0.41,,0.09,0.51,,86.04,0.41,120.54,,,,24.58,
2020-04-26 05:00:00,2020-04-26 06:00:00,15.93,48.33,6.59,6.31,12.9,9.09,10.88,0.33,12.09,0.33,,0.31,0.77,,85.65,0.4,110.21,,,,24.58,
2020-04-26 06:00:00,2020-04-26 07:00:00,12.47,45.11,7.88,11.2,19.07,7.37,10.8,0.5,8.0,0.03,,0.34,0.58,,86.47,0.35,115.23,4.17,,,24.43,
2020-04-26 07:00:00,2020-04-26 08:00:00,15.94,73.11,14.44,12.14,26.59,5.06,9.86,0.46,13.19,0.01,,0.39,1.32,,82.64,0.43,129.0,49.65,,,26.24,
2020-04-26 08:00:00,2020-04-26 09:00:00,17.0,54.0,10.38,5.5,15.88,4.0,9.69,0.35,28.97,0.04,,0.1,0.21,,73.66,0.61,177.06,150.77,,,28.21,
2020-04-26 09:00:00,2020-04-26 10:00:00,13.63,54.89,7.08,5.42,12.5,5.67,8.51,0.3,48.22,0.28,,0.09,,,68.67,0.85,197.98,107.67,,,29.82,
2020-04-26 10:00:00,2020-04-26 11:00:00,24.82,68.33,5.79,3.73,9.52,6.37,8.46,0.24,51.92,0.27,,0.07,0.1,,65.92,1.02,219.46,387.0,,,30.31,
2020-04-26 11:00:00,2020-04-26 12:00:00,20.27,56.7,5.87,0.31,5.87,6.0,9.36,0.2,29.52,0.11,,0.04,0.15,,65.66,1.06,226.31,721.98,,,30.59,
2020-04-26 12:00:00,2020-04-26 13:00:00,16.62,44.78,6.06,0.51,6.57,5.64,9.34,0.2,32.94,0.08,,0.04,0.02,,67.75,1.24,234.97,759.22,,,30.28,
2020-04-26 13:00:00,2020-04-26 14:00:00,10.0,47.0,5.96,0.41,6.27,6.12,10.21,0.24,30.19,0.04,,0.12,0.03,,67.83,1.41,234.91,718.45,,,30.69,
2020-04-26 14:00:00,2020-04-26 15:00:00,6.63,45.22,5.77,0.35,6.09,6.94,11.19,0.33,29.86,0.06,,0.22,0.04,,65.33,1.28,227.22,652.61,,,31.35,
2020-04-26 15:00:00,2020-04-26 16:00:00,4.32,41.45,5.62,0.39,5.96,4.17,9.71,0.33,27.47,0.01,,0.11,0.05,,63.95,1.22,231.59,519.05,,,31.78,
2020-04-26 16:00:00,2020-04-26 17:00:00,5.69,42.77,8.12,0.16,8.27,3.34,9.48,0.31,34.48,0.04,,0.15,0.03,,67.61,1.59,246.88,342.87,,,30.54,
2020-04-26 17:00:00,2020-04-26 18:00:00,10.73,54.03,7.25,0.74,7.99,2.35,9.13,0.31,36.31,0.03,,0.16,,,70.68,1.43,257.21,97.46,,,29.81,
2020-04-26 18:00:00,2020-04-26 19:00:00,22.0,58.0,5.64,0.61,6.26,2.48,8.62,0.24,38.9,0.09,,0.09,0.21,,80.6,1.42,245.46,2.92,,,27.46,
2020-04-26 19:00:00,2020-04-26 20:00:00,21.16,58.88,6.01,2.23,8.24,3.57,9.45,0.23,35.75,0.25,,0.1,,,82.84,1.15,229.22,,,,27.02,
2020-04-26 20:00:00,2020-04-26 21:00:00,17.62,54.55,6.04,0.61,6.65,3.72,9.85,0.26,21.09,0.24,,0.1,,,83.69,0.9,236.46,,,,26.81,
2020-04-26 21:00:00,2020-04-26 22:00:00,11.11,46.89,5.96,1.07,6.68,4.03,10.89,0.3,17.4,0.23,,0.07,0.04,,83.91,0.78,229.6,,,,26.67,
2020-04-26 22:00:00,2020-04-26 23:00:00,10.79,45.15,6.11,0.19,6.17,5.1,10.53,0.36,15.41,0.1,,,,,82.02,0.59,210.68,,,,26.53,
2020-04-26 23:00:00,2020-04-27 00:00:00,8.0,40.0,5.7,0.33,5.61,3.09,9.57,0.34,12.62,0.0,,0.06,0.18,,82.31,0.47,189.61,,,,26.32,
2020-04-27 00:00:00,2020-04-27 01:00:00,8.84,38.23,5.76,0.11,4.91,2.02,9.03,0.32,14.71,0.06,,0.04,0.14,,82.35,0.55,195.08,,,,26.32,
2020-04-27 01:00:00,2020-04-27 02:00:00,7.32,38.88,6.97,,6.39,1.59,8.7,0.29,15.07,0.04,,0.13,0.01,,81.41,0.47,200.28,,,,26.34,
2020-04-27 02:00:00,2020-04-27 03:00:00,11.21,40.78,5.44,,4.29,0.97,7.69,0.21,14.61,0.02,,0.09,0.04,,80.81,0.43,188.32,,,,26.34,
2020-04-27 03:00:00,2020-04-27 04:00:00,15.17,41.0,6.23,0.93,6.76,3.04,8.77,0.23,12.95,0.03,,0.1,0.05,,81.66,0.36,167.66,,,,26.16,
2020-04-27 04:00:00,2020-04-27 05:00:00,16.0,47.0,5.91,0.19,6.04,3.22,8.71,0.22,15.49,0.17,,0.12,0.28,,80.73,0.39,147.99,,,,26.15,
2020-04-27 05:00:00,2020-04-27 06:00:00,10.93,41.67,5.71,0.5,6.04,3.26,8.71,0.25,14.43,0.05,,0.09,0.15,,81.44,0.38,158.0,,,,25.83,
2020-04-27 06:00:00,2020-04-27 07:00:00,8.32,39.22,7.43,5.24,12.66,4.31,9.71,0.47,5.45,0.02,,0.04,,,84.91,0.4,145.6,5.54,,,25.2,
2020-04-27 07:00:00,2020-04-27 08:00:00,10.53,47.0,9.94,8.7,18.63,3.22,9.08,0.55,7.11,0.11,,,0.4,,80.48,0.5,147.69,72.85,,,27.18,
2020-04-27 08:00:00,2020-04-27 09:00:00,18.89,59.03,7.87,4.03,11.91,2.68,8.82,0.39,13.9,0.16,,,0.65,,73.55,0.57,173.43,98.77,,,28.31,
2020-04-27 09:00:00,2020-04-27 10:00:00,13.0,44.0,10.55,1.12,11.61,2.5,9.07,0.33,22.64,0.08,,0.13,,,66.19,0.78,212.7,148.76,,,30.65,
2020-04-27 10:00:00,2020-04-27 11:00:00,17.21,42.22,5.02,0.46,5.13,2.04,7.07,0.21,23.16,0.22,,0.18,0.05,,64.23,0.98,216.21,380.22,,,30.79,
2020-04-27 11:00:00,2020-04-27 12:00:00,19.68,49.09,5.7,0.47,6.14,5.04,8.47,0.2,22.97,0.18,,0.1,0.11,,63.64,1.05,202.09,697.94,,,30.96,
2020-04-27 12:00:00,2020-04-27 13:00:00,14.95,53.55,6.26,1.14,6.92,7.21,8.8,0.22,25.4,0.1,,0.04,0.23,,63.91,1.23,213.15,727.22,,,30.72,
2020-04-27 13:00:00,2020-04-27 14:00:00,12.42,49.74,5.74,1.0,6.73,6.98,9.11,0.2,25.19,0.16,,0.06,0.1,,64.69,1.2,244.36,715.08,,,30.99,
2020-04-27 14:00:00,2020-04-27 15:00:00,10.0,48.0,6.56,0.27,6.62,8.85,10.2,0.32,23.4,0.12,,0.34,,,63.39,1.35,239.69,580.01,,,31.5,
2020-04-27 15:00:00,2020-04-27 16:00:00,6.63,48.89,5.66,0.56,6.21,5.22,9.21,0.32,22.98,0.04,,0.02,0.21,,65.46,1.36,234.63,456.75,,,30.99,
2020-04-27 16:00:00,2020-04-27 17:00:00,5.16,49.0,6.62,0.58,7.18,3.27,9.02,0.3,22.48,0.01,,0.09,0.51,,66.78,1.35,241.29,309.2,,,30.48,
2020-04-27 17:00:00,2020-04-27 18:00:00,12.57,49.89,8.49,1.2,9.68,2.94,9.04,0.31,27.5,0.04,,0.24,0.12,,69.92,1.33,233.15,82.33,,,29.33,
2020-04-27 18:00:00,2020-04-27 19:00:00,15.58,46.59,5.94,0.6,6.55,2.21,7.55,0.22,22.29,0.08,,,0.08,,75.46,1.23,249.66,13.55,,,27.96,
2020-04-27 19:00:00,2020-04-27 20:00:00,19.0,49.0,6.16,1.2,7.34,4.71,8.9,0.23,20.08,0.07,,,0.06,,79.28,1.0,240.53,,,,27.17,
2020-04-27 20:00:00,2020-04-27 21:00:00,17.32,48.11,5.58,0.68,6.25,4.08,8.44,0.22,23.73,0.08,,0.13,0.13,,79.8,0.78,229.65,,,,26.97,
2020-04-27 21:00:00,2020-04-27 22:00:00,15.32,44.45,5.93,0.76,6.7,4.84,8.94,0.23,24.71,0.08,,0.03,0.16,,79.97,0.56,234.52,,,,26.85,
2020-04-27 22:00:00,2020-04-27 23:00:00,12.48,43.11,5.68,0.48,6.15,7.2,9.84,0.33,20.3,0.15,,0.19,0.15,,80.58,0.43,212.62,,,,26.7,
2020-04-27 23:00:00,2020-04-28 00:00:00,8.06,35.3,5.65,0.28,5.8,5.04,7.98,0.32,18.87,0.04,,0.11,0.44,,81.22,0.48,195.67,,,,26.67,
