From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-02-07 14:00:00,2018-02-07 15:00:00,77.0,201.0,1.12,,29.7,5.52,0.15,0.38,141.69,2.1,0.0,,24.17,3.14,297.0,602.0,990.0,0.0,23.13,
2018-02-07 15:00:00,2018-02-07 16:00:00,55.0,162.0,0.91,,28.84,5.8,0.1,0.37,141.23,1.41,0.0,,25.8,2.73,300.0,602.0,989.7,0.0,22.9,
2018-02-07 16:00:00,2018-02-07 17:00:00,57.0,156.0,0.64,,29.73,5.19,0.1,0.3,141.69,1.55,0.0,,28.33,3.02,325.25,494.17,989.0,0.0,21.9,
2018-02-07 17:00:00,2018-02-07 18:00:00,59.0,160.0,0.6,33.0,29.23,4.31,0.27,0.36,124.73,1.51,0.0,,35.5,2.59,312.25,144.17,989.33,0.0,20.3,
2018-02-07 18:00:00,2018-02-07 19:00:00,73.0,172.0,0.68,22.65,23.32,31.17,5.2,0.8,74.41,0.37,1.81,,42.08,1.44,304.83,8.4,990.0,0.0,17.9,
2018-02-07 19:00:00,2018-02-07 20:00:00,112.0,261.0,11.02,47.93,58.93,38.59,6.81,1.33,9.16,0.38,3.91,,52.67,1.33,290.67,,990.67,0.0,16.1,
2018-02-07 20:00:00,2018-02-07 21:00:00,151.0,355.0,20.68,46.18,66.88,43.38,7.94,1.66,3.56,0.53,5.46,,63.0,1.26,308.75,,991.58,0.0,15.08,
2018-02-07 21:00:00,2018-02-07 22:00:00,191.0,421.0,7.83,42.67,50.51,45.83,8.13,1.54,5.84,1.68,6.44,,65.5,1.33,325.0,,992.0,0.0,14.52,
2018-02-07 22:00:00,2018-02-07 23:00:00,216.0,409.0,20.98,39.18,60.14,46.39,10.4,1.76,3.82,0.65,7.39,,76.67,1.31,330.33,,992.0,0.0,13.16,
2018-02-07 23:00:00,2018-02-08 00:00:00,249.0,459.0,46.47,40.6,87.08,50.31,7.76,1.91,2.65,2.13,7.16,,88.33,1.12,307.58,,992.0,0.0,11.39,
2018-02-08 00:00:00,2018-02-08 01:00:00,257.0,477.0,214.17,45.51,259.65,45.65,7.19,3.1,3.26,0.72,9.33,,98.5,0.49,242.08,,992.0,0.0,9.36,
2018-02-08 01:00:00,2018-02-08 02:00:00,277.0,583.0,63.05,132.71,81.59,19.91,2.52,2.18,91.95,6.23,3.18,,99.0,0.9,317.5,,991.42,0.0,9.0,
2018-02-08 02:00:00,2018-02-08 03:00:00,245.0,454.0,191.77,36.62,228.38,13.03,6.77,1.88,3.08,0.97,5.65,,99.0,0.92,214.33,,991.0,0.0,8.82,
2018-02-08 03:00:00,2018-02-08 04:00:00,262.0,544.0,233.49,38.85,272.31,48.92,6.26,2.39,4.16,0.67,6.73,,99.0,0.81,202.0,,991.0,0.0,7.84,
2018-02-08 04:00:00,2018-02-08 05:00:00,291.0,553.0,285.56,43.61,329.16,44.3,6.22,2.65,4.57,0.72,5.95,,99.0,0.79,196.17,,991.0,0.0,7.68,
2018-02-08 05:00:00,2018-02-08 06:00:00,302.0,526.0,250.69,32.58,283.24,46.7,4.52,2.42,4.63,1.55,4.8,,99.0,0.36,202.91,,991.0,0.0,7.45,
2018-02-08 06:00:00,2018-02-08 07:00:00,274.0,451.0,273.23,33.63,306.87,39.8,5.04,2.63,5.63,0.74,5.68,,99.0,0.36,251.67,1.0,991.33,0.0,7.32,
2018-02-08 07:00:00,2018-02-08 08:00:00,283.0,481.0,341.5,31.18,372.67,42.43,5.76,3.25,5.63,0.92,6.3,,99.0,0.53,307.17,58.08,992.0,0.0,7.08,
2018-02-08 08:00:00,2018-02-08 09:00:00,298.0,514.0,159.16,38.58,197.74,55.42,5.44,2.89,5.98,0.97,6.41,,98.92,0.83,302.42,292.0,992.5,0.0,9.44,
2018-02-08 09:00:00,2018-02-08 10:00:00,378.0,649.0,29.8,42.34,72.15,63.97,11.07,1.8,30.22,0.95,5.87,,68.75,1.16,274.91,598.33,993.0,0.0,15.38,
2018-02-08 10:00:00,2018-02-08 11:00:00,296.0,472.0,2.78,11.82,38.28,23.32,3.73,0.85,88.33,2.08,1.42,,48.5,1.87,309.92,599.67,993.0,0.0,17.91,
2018-02-08 11:00:00,2018-02-08 12:00:00,129.0,221.0,1.35,16.1,43.0,5.63,0.73,0.77,104.52,1.58,0.1,,42.67,2.46,225.64,600.58,992.92,0.0,19.52,
2018-02-08 12:00:00,2018-02-08 13:00:00,122.0,213.0,0.98,,40.35,7.4,0.23,0.53,138.53,1.81,0.0,,31.42,2.76,324.17,601.25,991.83,0.0,21.27,
2018-02-08 13:00:00,2018-02-08 14:00:00,105.0,201.0,0.98,10.37,25.81,26.13,5.75,0.68,168.32,1.15,1.19,,34.75,2.41,331.27,599.83,990.5,0.0,22.11,
2018-02-08 14:00:00,2018-02-08 15:00:00,151.0,300.0,0.86,10.53,36.31,12.78,0.25,0.46,148.27,3.68,0.1,,27.0,2.28,323.83,587.83,990.0,0.0,22.38,
2018-02-08 15:00:00,2018-02-08 16:00:00,80.0,183.0,0.91,,32.32,9.35,0.2,0.4,137.47,2.74,0.0,,28.0,2.35,308.0,560.67,989.17,0.0,22.57,
2018-02-08 16:00:00,2018-02-08 17:00:00,67.0,196.0,0.68,,30.61,5.67,0.1,0.43,129.79,2.51,0.0,,30.83,2.13,315.25,420.25,989.0,0.0,21.57,
2018-02-08 17:00:00,2018-02-08 18:00:00,61.0,162.0,0.59,29.1,26.8,4.93,0.35,0.48,121.75,2.47,0.03,,34.58,2.02,306.0,161.67,989.0,0.0,20.54,
2018-02-08 18:00:00,2018-02-08 19:00:00,73.0,161.0,0.47,13.1,20.42,20.85,4.09,0.73,106.5,1.07,1.15,,45.25,1.36,314.92,15.6,989.0,0.0,17.96,
2018-02-08 19:00:00,2018-02-08 20:00:00,106.0,257.0,2.08,35.56,37.64,34.28,6.92,1.25,35.78,0.35,2.43,,59.17,1.29,324.33,,989.5,0.0,15.72,
2018-02-08 20:00:00,2018-02-08 21:00:00,151.0,364.0,24.92,47.84,72.73,40.62,7.47,1.88,2.92,0.5,4.61,,71.17,1.08,310.58,,990.0,0.0,14.45,
2018-02-08 21:00:00,2018-02-08 22:00:00,216.0,477.0,55.6,42.83,98.39,41.39,8.2,2.67,5.69,0.6,6.01,,74.92,0.38,166.33,,990.0,0.0,14.28,
2018-02-08 22:00:00,2018-02-08 23:00:00,227.0,475.0,103.74,39.82,143.54,44.79,7.19,3.58,4.33,0.82,7.33,,96.08,0.58,303.83,,990.58,0.0,11.83,
2018-02-08 23:00:00,2018-02-09 00:00:00,240.0,470.0,55.41,45.49,100.88,47.52,8.3,2.59,3.66,2.15,6.71,,86.67,1.21,315.08,,990.25,0.0,12.58,
2018-02-09 00:00:00,2018-02-09 01:00:00,278.0,503.0,48.05,42.22,90.22,43.16,8.0,2.16,3.08,0.77,8.43,,95.58,0.88,276.67,,990.0,0.0,11.02,
2018-02-09 01:00:00,2018-02-09 02:00:00,273.0,495.0,96.76,163.8,116.7,20.79,2.64,2.96,122.2,5.38,2.98,,96.83,0.96,190.75,,990.08,0.0,10.06,
2018-02-09 02:00:00,2018-02-09 03:00:00,316.0,606.0,205.4,40.72,246.13,16.47,7.01,2.38,4.33,0.68,8.05,,99.0,0.66,240.33,,990.0,0.0,9.09,
2018-02-09 03:00:00,2018-02-09 04:00:00,305.0,597.0,208.44,40.42,248.86,54.67,5.11,2.6,4.66,0.87,7.48,,99.0,0.77,237.58,,990.0,0.0,8.72,
2018-02-09 04:00:00,2018-02-09 05:00:00,307.0,543.0,175.57,39.05,214.61,55.03,5.33,2.41,3.94,0.8,6.68,,99.0,0.75,267.83,,990.0,0.0,8.42,
2018-02-09 05:00:00,2018-02-09 06:00:00,307.0,534.0,98.3,34.21,132.47,55.83,5.16,1.95,3.83,1.31,4.32,,99.0,0.79,250.17,,990.0,0.0,8.77,
2018-02-09 06:00:00,2018-02-09 07:00:00,306.0,522.0,164.72,32.91,197.6,64.06,5.03,2.14,4.15,0.7,4.34,,99.0,0.53,253.92,1.0,990.42,0.0,7.65,
2018-02-09 07:00:00,2018-02-09 08:00:00,311.0,556.0,104.3,30.92,135.22,57.92,4.12,1.95,4.05,0.76,3.79,,99.0,1.02,280.75,57.83,991.08,0.0,8.21,
2018-02-09 08:00:00,2018-02-09 09:00:00,316.0,556.0,140.28,45.26,185.52,64.37,6.67,2.8,5.56,0.75,3.82,,94.33,1.0,246.25,293.25,992.0,0.0,10.78,
2018-02-09 09:00:00,2018-02-09 10:00:00,409.0,670.0,8.58,25.22,33.8,51.07,20.98,1.36,39.31,0.73,3.62,,72.5,1.51,336.42,598.33,993.0,0.0,15.63,
2018-02-09 10:00:00,2018-02-09 11:00:00,273.0,440.0,2.14,11.08,19.3,42.26,20.07,0.95,94.38,0.79,2.18,,51.58,2.46,279.36,599.83,993.0,0.0,17.98,
2018-02-09 11:00:00,2018-02-09 12:00:00,174.0,309.0,1.14,17.32,43.97,12.28,0.5,0.76,113.47,1.94,0.1,,43.33,2.97,348.75,600.42,992.75,0.0,19.7,
2018-02-09 12:00:00,2018-02-09 13:00:00,146.0,266.0,1.11,10.42,44.84,13.91,0.43,0.7,146.58,1.67,0.0,,36.33,2.42,314.33,601.17,992.0,0.0,21.49,
2018-02-09 13:00:00,2018-02-09 14:00:00,141.0,278.0,0.87,10.5,40.69,12.45,0.25,0.53,152.87,2.64,0.1,,24.75,2.31,301.67,602.0,991.0,0.0,23.02,
2018-02-09 14:00:00,2018-02-09 15:00:00,92.0,195.0,0.62,33.65,29.37,7.65,0.57,0.37,125.98,2.23,0.03,,25.75,2.8,317.3,602.0,990.5,0.0,23.35,
2018-02-09 15:00:00,2018-02-09 16:00:00,88.0,190.0,1.0,54.21,13.25,5.99,2.1,0.1,24.43,0.19,0.0,,27.08,2.4,298.0,602.0,990.0,0.0,23.21,
2018-02-09 16:00:00,2018-02-09 17:00:00,83.0,172.0,3.6,60.57,38.68,16.78,0.81,0.61,66.04,1.59,0.0,,30.5,2.23,302.09,505.73,990.0,0.0,22.69,
2018-02-09 17:00:00,2018-02-09 18:00:00,78.0,173.0,0.82,10.27,53.21,10.21,0.45,1.26,113.36,2.58,0.02,,41.33,1.92,322.25,146.17,990.0,0.0,20.89,
2018-02-09 18:00:00,2018-02-09 19:00:00,95.0,232.0,0.66,13.54,21.37,45.17,6.37,1.6,88.83,0.7,2.08,,51.0,1.64,331.75,8.8,990.0,0.0,18.32,
2018-02-09 19:00:00,2018-02-09 20:00:00,107.0,260.0,3.69,33.97,37.18,50.33,7.23,1.96,26.56,0.5,2.48,,61.17,1.45,334.5,,990.92,0.0,15.72,
2018-02-09 20:00:00,2018-02-09 21:00:00,173.0,362.0,20.99,40.87,61.86,61.24,8.62,2.84,11.81,0.5,2.8,,76.25,0.73,255.33,,991.33,0.0,13.65,
2018-02-09 21:00:00,2018-02-09 22:00:00,238.0,405.0,64.8,37.95,102.74,63.67,9.51,3.51,7.42,0.61,3.29,,86.33,1.1,238.67,,992.0,0.0,12.22,
2018-02-09 22:00:00,2018-02-09 23:00:00,202.0,378.0,58.8,36.12,94.92,53.1,8.87,3.14,6.56,1.44,3.71,,86.67,0.65,255.58,,992.17,0.0,11.57,
2018-02-09 23:00:00,2018-02-10 00:00:00,189.0,327.0,129.27,35.63,164.93,56.74,8.02,3.91,7.19,1.77,4.28,,93.92,0.72,230.75,,993.0,0.0,10.55,
2018-02-10 00:00:00,2018-02-10 01:00:00,233.0,445.0,171.65,38.46,210.13,71.98,10.1,2.47,8.42,1.3,4.37,,91.0,0.71,181.33,,992.67,0.0,10.13,
2018-02-10 01:00:00,2018-02-10 02:00:00,432.0,669.0,107.52,223.57,137.94,29.08,4.33,2.88,7.8,3.6,1.8,,96.75,0.65,155.33,,992.17,0.0,9.57,
2018-02-10 02:00:00,2018-02-10 03:00:00,398.0,688.0,195.1,47.0,242.1,17.28,5.15,2.38,7.35,0.67,4.22,,98.92,0.61,290.67,,992.0,0.0,9.07,
2018-02-10 03:00:00,2018-02-10 04:00:00,266.0,439.0,187.03,38.09,225.12,60.77,7.41,2.93,7.57,0.92,4.35,,99.0,0.58,284.33,,992.08,0.0,8.73,
2018-02-10 04:00:00,2018-02-10 05:00:00,283.0,469.0,193.47,30.56,224.04,55.65,7.12,2.72,7.03,0.88,4.4,,99.0,0.42,256.58,,992.25,0.0,7.96,
2018-02-10 05:00:00,2018-02-10 06:00:00,257.0,426.0,127.07,25.76,152.81,52.72,5.45,2.33,6.95,1.38,3.68,,99.0,0.57,292.17,,992.92,0.0,7.7,
2018-02-10 06:00:00,2018-02-10 07:00:00,213.0,379.0,108.17,31.06,139.22,59.37,6.42,2.48,8.38,0.88,6.27,,99.0,0.77,308.0,1.5,993.08,0.0,7.71,
2018-02-10 07:00:00,2018-02-10 08:00:00,296.0,487.0,170.19,29.62,199.74,58.36,7.45,2.96,9.18,0.92,8.22,,99.0,0.56,263.08,56.83,994.0,0.0,7.49,
2018-02-10 08:00:00,2018-02-10 09:00:00,310.0,530.0,63.33,45.3,108.6,59.3,12.62,2.2,9.7,0.95,9.27,,89.58,0.71,303.58,290.33,994.83,0.0,11.42,
2018-02-10 09:00:00,2018-02-10 10:00:00,234.0,416.0,6.74,23.8,30.51,67.96,30.17,1.56,35.63,1.19,7.05,,68.2,1.42,303.6,595.4,995.9,0.0,15.22,
2018-02-10 10:00:00,2018-02-10 11:00:00,263.0,425.0,17.54,24.68,24.35,33.0,11.1,1.7,23.68,0.43,4.55,,45.75,1.6,11.33,600.67,996.0,0.0,19.29,
2018-02-10 11:00:00,2018-02-10 12:00:00,232.0,447.0,3.07,17.51,18.97,58.06,9.27,1.56,117.77,1.3,2.68,,38.25,1.12,279.3,601.7,995.1,0.0,21.62,
2018-02-10 12:00:00,2018-02-10 13:00:00,211.0,447.0,1.11,13.58,14.67,60.56,12.04,1.32,148.71,0.6,2.83,,33.92,1.44,157.67,602.08,995.0,0.0,22.69,
2018-02-10 13:00:00,2018-02-10 14:00:00,167.0,333.0,0.9,10.5,34.95,27.33,4.24,1.13,158.05,1.78,1.21,,30.75,1.91,303.75,601.5,,0.0,23.21,
2018-02-10 14:00:00,2018-02-10 15:00:00,135.0,272.0,0.55,,47.3,8.06,0.33,1.04,159.01,2.62,0.1,,27.75,1.64,265.55,602.83,,0.0,24.43,
2018-02-10 15:00:00,2018-02-10 16:00:00,100.0,215.0,0.44,,40.06,5.65,0.25,0.91,150.44,2.33,0.05,,24.25,2.08,201.25,593.75,,0.0,24.67,
2018-02-10 16:00:00,2018-02-10 17:00:00,81.0,204.0,0.47,,36.71,4.94,0.23,0.92,143.88,1.93,0.03,,24.75,2.22,228.67,496.67,,0.0,24.33,
2018-02-10 17:00:00,2018-02-10 18:00:00,64.0,197.0,0.44,,33.44,3.52,0.47,0.96,102.16,1.46,0.04,,33.58,1.81,326.92,134.67,,0.0,22.12,
2018-02-10 18:00:00,2018-02-10 19:00:00,50.0,183.0,0.57,12.05,18.97,20.59,2.68,1.04,63.45,0.73,0.81,,45.75,0.61,312.5,11.2,,0.0,18.32,
2018-02-10 19:00:00,2018-02-10 20:00:00,56.0,167.0,5.8,31.18,36.97,34.88,5.7,1.56,18.07,0.26,1.63,,54.5,0.89,252.67,,,0.0,15.58,
2018-02-10 20:00:00,2018-02-10 21:00:00,95.0,263.0,49.17,34.16,83.32,36.07,5.27,2.21,9.32,0.57,2.32,,59.58,0.8,224.25,,,0.0,14.79,
2018-02-10 21:00:00,2018-02-10 22:00:00,103.0,289.0,81.68,36.64,118.32,38.18,6.94,3.04,3.62,0.58,3.06,,66.83,0.73,179.45,,,0.0,13.6,
2018-02-10 22:00:00,2018-02-10 23:00:00,125.0,276.0,125.27,37.08,162.33,45.67,7.36,3.38,4.53,0.65,3.24,,70.42,0.6,226.58,,,0.0,12.93,
2018-02-10 23:00:00,2018-02-11 00:00:00,190.0,396.0,78.57,33.58,112.13,61.75,6.74,2.94,6.17,1.17,3.0,,82.33,0.45,255.75,,,0.0,12.29,
2018-02-11 00:00:00,2018-02-11 01:00:00,256.0,389.0,84.67,30.42,115.09,63.16,7.18,2.1,6.2,1.2,2.88,,85.0,0.65,150.25,,,0.0,11.9,
2018-02-11 01:00:00,2018-02-11 02:00:00,262.0,453.0,55.6,84.62,85.58,25.08,3.13,1.95,55.72,2.5,1.46,,87.42,0.59,175.17,,,0.0,11.29,
2018-02-11 02:00:00,2018-02-11 03:00:00,255.0,453.0,93.8,34.15,127.93,16.53,4.46,1.67,6.41,0.5,3.4,,94.25,0.5,254.33,,,0.0,10.92,
2018-02-11 03:00:00,2018-02-11 04:00:00,237.0,418.0,69.63,29.19,98.85,55.77,6.78,1.68,5.47,0.75,3.35,,93.5,0.64,249.5,,,0.0,10.78,
2018-02-11 04:00:00,2018-02-11 05:00:00,205.0,342.0,52.82,29.17,81.98,54.23,5.68,1.5,5.05,0.67,3.07,,96.75,1.03,325.92,,,0.0,10.16,
2018-02-11 05:00:00,2018-02-11 06:00:00,201.0,320.0,29.79,24.53,54.3,49.56,4.74,1.21,5.15,0.92,2.43,,95.33,0.93,229.58,,,0.0,10.22,
2018-02-11 06:00:00,2018-02-11 07:00:00,193.0,289.0,53.78,24.33,78.1,50.08,6.64,1.36,5.59,0.6,2.71,,88.75,0.85,135.67,1.0,,0.0,10.74,
2018-02-11 07:00:00,2018-02-11 08:00:00,190.0,313.0,146.51,28.14,174.66,51.68,6.5,2.05,5.7,0.62,2.67,,91.83,0.96,142.92,33.83,,0.0,10.01,
2018-02-11 08:00:00,2018-02-11 09:00:00,235.0,433.0,106.33,40.63,146.96,69.18,9.2,2.59,9.09,1.27,2.77,,79.25,0.8,166.33,273.58,,0.0,12.75,
2018-02-11 09:00:00,2018-02-11 10:00:00,383.0,581.0,74.48,60.14,134.6,62.08,16.99,2.39,33.07,1.25,3.2,,50.83,1.25,162.33,527.17,,0.0,18.38,
2018-02-11 10:00:00,2018-02-11 11:00:00,285.0,545.0,12.19,53.18,65.38,73.46,19.97,1.82,123.41,1.0,4.26,,29.58,1.2,90.75,602.25,,0.0,23.14,
2018-02-11 11:00:00,2018-02-11 12:00:00,204.0,495.0,5.08,38.28,43.32,62.38,25.86,1.35,112.64,1.41,4.08,,22.92,1.79,133.0,603.0,,0.0,24.23,
2018-02-11 12:00:00,2018-02-11 13:00:00,151.0,393.0,3.78,29.98,33.76,54.57,20.81,1.08,111.08,0.75,4.0,,23.5,2.78,160.92,601.17,,0.0,24.34,
2018-02-11 13:00:00,2018-02-11 14:00:00,147.0,406.0,1.86,18.92,20.76,52.35,14.3,0.89,121.43,0.6,3.08,,24.5,3.62,164.92,582.42,,0.0,24.62,
2018-02-11 14:00:00,2018-02-11 15:00:00,118.0,653.0,2.06,16.68,18.74,46.46,13.14,0.82,102.45,0.48,2.35,,24.5,3.17,157.5,593.58,,0.0,24.6,
2018-02-11 15:00:00,2018-02-11 16:00:00,89.0,376.0,1.57,12.64,14.2,40.08,6.56,0.75,98.98,0.5,2.45,,22.67,3.68,152.75,588.67,,0.0,24.72,
2018-02-11 16:00:00,2018-02-11 17:00:00,68.0,594.0,1.79,15.12,16.88,39.68,5.78,0.83,81.83,0.38,2.23,,29.25,3.12,149.67,448.67,,0.0,23.27,
2018-02-11 17:00:00,2018-02-11 18:00:00,68.0,401.0,1.73,20.41,22.13,50.82,6.34,1.02,66.19,0.78,2.31,,33.17,3.14,153.67,151.92,,0.0,21.98,
2018-02-11 18:00:00,2018-02-11 19:00:00,121.0,381.0,1.48,27.66,29.12,54.72,7.82,1.27,39.23,0.52,2.64,,42.25,2.41,154.0,7.4,,0.0,20.25,
2018-02-11 19:00:00,2018-02-11 20:00:00,122.0,349.0,3.09,34.93,38.0,51.26,6.93,1.45,33.17,0.72,2.99,,48.67,1.72,125.08,,,0.0,19.58,
2018-02-11 20:00:00,2018-02-11 21:00:00,106.0,306.0,6.83,34.8,41.64,53.56,9.29,1.51,52.67,0.7,3.38,,54.67,1.43,163.17,,,0.0,18.84,
2018-02-11 21:00:00,2018-02-11 22:00:00,138.0,309.0,25.78,37.7,63.5,52.21,6.03,1.64,4.48,0.72,3.75,,63.0,1.44,168.42,,,0.0,17.76,
2018-02-11 22:00:00,2018-02-11 23:00:00,107.0,272.0,6.95,26.98,33.92,55.07,5.63,1.2,14.17,0.6,3.63,,66.17,2.4,150.08,,,0.0,18.27,
2018-02-11 23:00:00,2018-02-12 00:00:00,91.0,194.0,2.17,17.35,21.71,50.73,4.38,0.73,27.78,0.58,2.5,,69.92,3.15,159.92,,,0.0,17.62,
2018-02-12 00:00:00,2018-02-12 01:00:00,75.0,196.0,0.82,11.18,22.62,41.08,3.19,0.5,43.76,0.68,1.45,,73.08,3.54,162.0,,,0.0,17.06,
2018-02-12 01:00:00,2018-02-12 02:00:00,70.0,204.0,0.63,10.3,32.68,21.49,1.72,0.5,41.58,1.07,0.73,,75.83,2.75,142.83,,,0.0,16.95,
2018-02-12 02:00:00,2018-02-12 03:00:00,56.0,103.0,0.48,10.7,5.63,12.15,1.71,0.2,32.12,0.63,1.18,,80.92,2.08,94.42,,,0.0,16.31,
2018-02-12 03:00:00,2018-02-12 04:00:00,89.0,140.0,0.63,11.55,12.15,46.05,5.62,0.6,28.44,0.32,1.54,,81.67,2.18,110.58,,,0.0,15.65,
2018-02-12 04:00:00,2018-02-12 05:00:00,83.0,141.0,2.19,10.67,17.0,40.15,6.87,0.51,45.37,0.36,1.41,,74.42,2.45,122.25,,,0.0,15.63,
2018-02-12 05:00:00,2018-02-12 06:00:00,83.0,139.0,1.42,12.18,15.63,43.34,5.28,0.48,65.12,0.52,1.02,,67.58,2.37,140.25,,,0.0,15.92,
2018-02-12 06:00:00,2018-02-12 07:00:00,75.0,139.0,0.7,12.9,13.62,48.6,5.4,0.6,42.62,0.23,1.39,,66.92,3.46,147.17,1.0,,0.0,15.93,
2018-02-12 07:00:00,2018-02-12 08:00:00,86.0,221.0,0.94,13.11,14.07,48.52,5.36,0.73,44.45,0.23,1.47,,69.25,3.22,152.08,22.92,,0.0,16.31,
2018-02-12 08:00:00,2018-02-12 09:00:00,86.0,240.0,1.71,17.98,19.7,48.84,6.01,0.87,39.73,0.3,1.67,,67.17,3.08,152.58,80.08,,0.0,16.88,
2018-02-12 09:00:00,2018-02-12 10:00:00,83.0,298.0,2.69,22.93,25.62,54.82,5.46,1.0,29.83,0.38,1.97,,64.58,2.64,154.25,102.83,,0.0,17.31,
2018-02-12 10:00:00,2018-02-12 11:00:00,106.0,279.0,4.25,22.27,26.5,52.91,5.73,0.96,39.28,0.5,2.47,,58.83,3.29,141.33,444.5,,0.0,18.39,
2018-02-12 11:00:00,2018-02-12 12:00:00,81.0,338.0,3.09,15.8,18.9,52.0,5.26,0.87,51.66,0.79,2.28,,63.42,3.71,143.5,576.67,,0.0,19.06,
2018-02-12 12:00:00,2018-02-12 13:00:00,86.0,398.0,2.97,14.49,17.47,54.29,5.86,0.92,51.58,0.45,2.73,,67.58,3.08,122.75,504.08,,0.0,19.17,
2018-02-12 13:00:00,2018-02-12 14:00:00,92.0,278.0,2.73,13.3,16.02,54.14,6.62,0.95,58.22,0.48,3.18,,71.0,3.18,116.58,589.08,,0.0,18.89,
2018-02-12 14:00:00,2018-02-12 15:00:00,91.0,232.0,2.88,11.96,14.83,53.3,7.2,0.92,67.56,0.43,3.23,,72.5,3.15,120.83,597.25,,0.0,19.27,
2018-02-12 15:00:00,2018-02-12 16:00:00,89.0,246.0,2.22,10.43,15.72,48.2,5.33,0.84,65.35,0.73,2.53,,77.25,3.9,121.67,549.42,,0.0,18.71,
2018-02-12 16:00:00,2018-02-12 17:00:00,72.0,256.0,1.91,12.02,13.92,50.83,4.93,0.87,55.03,0.43,2.58,,83.08,3.1,127.42,140.0,996.0,0.0,18.0,
2018-02-12 17:00:00,2018-02-12 18:00:00,66.0,240.0,1.68,13.34,14.99,47.33,4.14,0.96,46.92,0.91,2.25,,84.25,2.83,118.83,88.0,996.0,0.0,17.69,
2018-02-12 18:00:00,2018-02-12 19:00:00,69.0,161.0,1.63,15.14,16.75,45.19,4.68,0.97,32.63,0.65,3.02,,88.25,2.99,118.67,8.4,996.0,0.0,16.84,
2018-02-12 19:00:00,2018-02-12 20:00:00,74.0,147.0,1.9,19.63,21.54,46.28,4.91,1.06,21.47,0.63,4.82,,90.83,2.57,116.25,,996.67,0.0,16.37,
2018-02-12 20:00:00,2018-02-12 21:00:00,94.0,160.0,2.92,21.98,24.92,47.48,5.37,1.17,17.02,0.77,4.0,,92.67,2.0,116.42,,997.08,0.0,16.07,
2018-02-12 21:00:00,2018-02-12 22:00:00,96.0,153.0,6.42,24.38,30.8,47.49,5.47,1.13,9.78,0.78,3.82,,93.83,1.75,140.33,,998.0,0.0,15.87,
2018-02-12 22:00:00,2018-02-12 23:00:00,74.0,138.0,3.53,21.28,24.82,47.78,4.64,0.92,11.73,0.53,3.13,,94.67,1.57,131.33,,998.25,0.0,15.67,
2018-02-12 23:00:00,2018-02-13 00:00:00,64.0,111.0,7.63,24.07,30.77,44.37,4.13,0.92,21.1,0.72,2.68,,96.33,1.08,127.58,,998.92,0.0,15.32,
2018-02-13 00:00:00,2018-02-13 01:00:00,75.0,134.0,8.47,23.46,31.92,48.83,4.66,0.68,12.88,0.62,3.42,,96.75,1.71,151.17,,999.0,0.0,15.18,
2018-02-13 01:00:00,2018-02-13 02:00:00,53.0,91.0,3.27,19.73,23.0,52.09,4.49,0.57,94.3,0.43,3.67,,97.5,1.23,119.83,,998.67,0.0,15.0,
2018-02-13 02:00:00,2018-02-13 03:00:00,57.0,100.0,12.9,24.92,13.35,16.89,3.21,0.26,9.07,1.08,3.07,,99.0,1.13,94.17,,998.25,0.0,14.43,
2018-02-13 03:00:00,2018-02-13 04:00:00,124.0,194.0,9.81,20.73,30.52,57.98,6.52,0.73,5.63,0.79,3.14,,99.0,0.57,200.25,,998.25,0.0,13.16,
2018-02-13 04:00:00,2018-02-13 05:00:00,103.0,151.0,20.12,20.14,38.84,44.03,3.53,0.95,11.04,1.0,2.06,,99.0,0.63,302.17,,998.0,0.0,11.0,
2018-02-13 05:00:00,2018-02-13 06:00:00,150.0,200.0,18.79,21.33,43.15,24.24,2.38,0.87,5.63,1.32,1.4,,99.0,0.78,304.58,,998.25,0.0,9.44,
2018-02-13 06:00:00,2018-02-13 07:00:00,105.0,124.0,15.29,22.84,48.43,3.3,0.4,0.72,3.44,2.63,0.1,,99.0,1.1,266.83,2.0,999.08,0.0,8.74,
2018-02-13 07:00:00,2018-02-13 08:00:00,108.0,123.0,23.02,31.03,47.2,3.51,0.4,1.0,4.53,2.76,0.05,,99.0,1.18,172.92,72.83,1000.0,0.0,8.72,
2018-02-13 08:00:00,2018-02-13 09:00:00,124.0,189.0,33.46,21.56,52.61,53.96,4.29,1.49,8.05,0.92,2.18,,99.0,1.02,237.42,312.5,,0.0,11.75,
2018-02-13 09:00:00,2018-02-13 10:00:00,234.0,360.0,18.23,18.05,36.3,59.52,5.51,0.98,8.69,0.8,2.91,,99.0,1.97,333.58,551.17,,0.0,12.95,
2018-02-13 10:00:00,2018-02-13 11:00:00,219.0,285.0,8.47,16.27,53.76,5.77,0.58,0.54,11.57,2.24,0.1,,98.67,2.64,342.0,598.33,,0.0,14.1,
2018-02-13 11:00:00,2018-02-13 12:00:00,163.0,197.0,8.88,31.03,34.23,2.97,1.04,0.42,14.7,0.67,0.1,,88.83,2.25,345.83,599.67,,0.0,17.43,
