From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2018-07-03 18:00:00,2018-07-03 19:00:00,31.0,166.0,0.1,20.0,10.7,36.9,29.7,0.8,42.1,1.1,27.9,,55.0,1.3,301.6,13.6,972.6,32.2,0.0
2018-07-03 19:00:00,2018-07-03 20:00:00,31.0,162.0,0.25,22.7,12.12,38.38,30.05,0.87,31.88,2.75,34.12,,55.53,1.17,286.85,4.3,972.77,32.1,0.0
2018-07-03 20:00:00,2018-07-03 21:00:00,33.5,164.5,0.83,31.28,17.37,37.3,26.97,1.18,10.02,3.05,56.58,,58.77,1.4,282.35,3.55,973.2,31.92,0.0
2018-07-03 21:00:00,2018-07-03 22:00:00,43.0,200.0,3.0,55.48,31.95,40.58,31.4,1.47,5.85,5.47,78.32,,64.37,1.47,287.75,3.57,973.85,32.05,0.0
2018-07-03 22:00:00,2018-07-03 23:00:00,53.0,229.5,5.9,55.63,34.4,44.62,29.77,1.45,17.0,4.8,66.52,,68.15,1.75,302.57,3.55,973.95,32.07,0.0
2018-07-03 23:00:00,2018-07-04 00:00:00,53.0,210.0,6.83,49.77,32.0,46.18,20.33,1.4,8.08,2.35,49.1,,71.28,1.55,313.85,3.52,973.72,31.87,0.0
2018-07-04 00:00:00,2018-07-04 01:00:00,51.0,169.5,4.87,41.2,25.88,45.33,13.77,1.18,5.53,0.33,28.07,,73.5,1.47,313.08,3.48,973.37,31.67,0.0
2018-07-04 01:00:00,2018-07-04 02:00:00,49.5,133.5,3.07,33.7,20.4,61.03,19.3,0.97,9.95,0.38,21.48,,76.32,1.5,235.6,3.43,972.73,31.33,0.0
2018-07-04 02:00:00,2018-07-04 03:00:00,50.0,126.5,3.33,28.2,17.73,57.0,19.9,0.93,6.95,0.23,21.75,,81.25,0.88,21.0,3.5,971.95,30.52,0.0
2018-07-04 03:00:00,2018-07-04 04:00:00,51.5,142.0,3.9,35.43,22.03,62.52,20.03,0.97,6.08,0.2,21.03,,82.65,0.87,320.18,3.5,972.1,30.0,0.0
2018-07-04 04:00:00,2018-07-04 05:00:00,48.5,145.0,2.93,33.2,20.05,69.17,15.0,0.9,6.93,0.23,18.35,,81.1,1.1,286.47,3.6,972.55,30.13,0.0
2018-07-04 05:00:00,2018-07-04 06:00:00,49.0,146.5,6.3,37.25,24.97,73.27,17.12,0.87,6.22,0.83,32.25,,80.78,1.12,238.12,5.68,973.68,30.1,0.0
2018-07-04 06:00:00,2018-07-04 07:00:00,46.0,205.5,3.35,22.03,14.45,75.3,15.87,0.7,6.03,1.57,23.45,,91.62,1.1,250.4,23.05,974.9,26.67,1.62
2018-07-04 07:00:00,2018-07-04 08:00:00,29.0,147.5,2.4,16.75,10.88,69.2,15.55,0.67,8.3,1.2,13.97,,88.0,0.98,176.53,167.52,975.85,27.35,0.0
2018-07-04 08:00:00,2018-07-04 09:00:00,20.5,44.5,4.12,20.38,14.2,60.47,14.88,0.97,10.02,1.4,17.65,,73.25,1.92,291.5,400.0,976.0,30.45,0.0
2018-07-04 09:00:00,2018-07-04 10:00:00,23.0,58.0,4.1,29.03,18.8,66.8,10.52,0.98,10.13,2.32,24.2,,67.5,1.75,293.3,458.18,976.33,32.0,0.0
2018-07-04 10:00:00,2018-07-04 11:00:00,31.0,84.5,3.18,28.95,18.0,65.95,15.6,0.97,20.95,2.52,33.1,,61.17,0.97,238.85,374.32,976.82,33.27,0.0
2018-07-04 11:00:00,2018-07-04 12:00:00,40.0,108.0,1.77,26.17,15.38,60.37,24.47,0.95,33.6,1.87,43.33,,55.38,0.95,173.98,600.38,976.75,34.6,0.0
2018-07-04 12:00:00,2018-07-04 13:00:00,42.5,118.5,1.02,24.3,13.78,62.38,22.18,0.87,49.85,1.9,36.55,,47.38,1.28,183.83,780.18,975.75,36.45,0.0
2018-07-04 13:00:00,2018-07-04 14:00:00,39.0,138.5,0.65,17.92,10.05,54.7,24.0,0.7,54.23,1.2,19.3,,40.23,1.1,22.77,712.2,974.83,37.62,0.0
2018-07-04 14:00:00,2018-07-04 15:00:00,31.5,153.5,0.45,15.4,8.58,46.85,24.22,0.7,63.78,1.08,40.75,,38.75,1.18,24.0,674.25,973.62,37.82,0.0
2018-07-04 15:00:00,2018-07-04 16:00:00,31.5,173.0,0.6,14.05,7.95,44.25,24.62,0.72,69.12,0.92,26.5,,37.8,1.53,74.75,514.35,973.3,38.78,0.0
2018-07-04 16:00:00,2018-07-04 17:00:00,31.5,183.0,0.65,14.17,8.05,38.5,23.63,0.75,54.22,0.63,15.4,,39.83,1.65,53.05,303.45,973.02,37.43,0.0
2018-07-04 17:00:00,2018-07-04 18:00:00,28.5,186.5,0.6,17.15,9.6,38.7,18.65,0.77,62.23,0.6,28.53,,44.3,1.08,129.78,114.12,972.77,36.3,0.0
2018-07-04 18:00:00,2018-07-04 19:00:00,36.5,207.0,0.25,20.7,11.2,37.57,19.3,0.8,39.8,3.45,50.38,,50.05,0.58,317.32,33.4,973.05,34.45,0.0
2018-07-04 19:00:00,2018-07-04 20:00:00,45.0,217.0,0.68,22.8,12.73,35.62,19.43,0.85,30.82,5.63,41.22,,55.0,0.75,312.97,4.42,973.7,33.23,0.0
2018-07-04 20:00:00,2018-07-04 21:00:00,41.5,170.5,0.53,18.82,10.4,34.23,15.4,0.8,23.82,3.75,28.63,,66.2,1.0,302.55,3.55,974.65,32.03,0.0
2018-07-04 21:00:00,2018-07-04 22:00:00,34.0,119.5,0.63,20.02,11.17,38.08,17.22,0.8,19.17,3.13,28.77,,71.15,1.3,288.1,3.57,975.32,31.58,0.0
2018-07-04 22:00:00,2018-07-04 23:00:00,29.5,102.0,0.6,17.18,9.62,36.68,17.03,0.75,15.73,2.8,18.22,,73.92,0.82,314.92,3.57,975.73,31.07,0.0
2018-07-04 23:00:00,2018-07-05 00:00:00,29.0,88.0,0.83,17.15,9.8,41.75,18.75,0.83,7.12,2.95,15.8,,74.88,1.02,290.55,3.57,975.77,30.82,0.0
2018-07-05 00:00:00,2018-07-05 01:00:00,30.5,95.5,0.77,17.15,9.8,50.48,16.55,0.8,7.23,0.97,15.78,,76.03,0.97,284.92,3.55,975.57,30.6,0.0
2018-07-05 01:00:00,2018-07-05 02:00:00,27.5,86.5,0.97,18.73,10.77,59.17,21.2,0.73,7.8,1.65,20.1,,74.15,1.18,283.32,3.52,975.5,30.5,0.0
2018-07-05 02:00:00,2018-07-05 03:00:00,18.0,63.5,1.63,13.83,8.63,48.17,21.37,0.67,7.38,1.8,16.2,,76.25,0.83,292.27,3.52,975.05,30.2,0.0
2018-07-05 03:00:00,2018-07-05 04:00:00,16.5,58.0,1.03,16.17,9.45,50.52,19.8,0.78,8.58,1.78,13.15,,78.55,1.08,293.35,3.52,974.73,29.9,0.0
2018-07-05 04:00:00,2018-07-05 05:00:00,26.0,69.0,1.1,22.7,12.95,55.85,16.07,0.8,26.23,1.4,19.93,,72.48,1.18,279.25,3.57,974.65,29.85,0.0
2018-07-05 05:00:00,2018-07-05 06:00:00,37.5,102.0,4.7,40.83,25.55,53.18,19.58,0.9,8.75,1.97,34.1,,69.73,0.73,287.0,16.82,975.0,29.92,0.0
2018-07-05 06:00:00,2018-07-05 07:00:00,49.0,165.5,8.55,48.25,31.87,54.75,19.62,1.03,8.23,3.83,52.65,,65.57,0.45,238.55,85.17,975.5,31.03,0.0
2018-07-05 07:00:00,2018-07-05 08:00:00,55.5,189.5,7.15,40.4,27.3,57.38,19.9,1.18,24.18,3.7,41.78,,63.82,1.03,335.1,168.1,976.0,32.3,0.0
2018-07-05 08:00:00,2018-07-05 09:00:00,49.5,170.0,6.88,42.57,28.22,54.33,18.28,1.08,14.27,1.5,26.7,,58.05,1.08,100.6,306.92,976.58,34.13,0.0
2018-07-05 09:00:00,2018-07-05 10:00:00,39.5,154.5,3.32,29.95,18.62,59.22,17.93,0.87,13.6,1.6,17.9,,48.1,1.08,47.23,544.0,977.17,37.3,0.0
2018-07-05 10:00:00,2018-07-05 11:00:00,38.5,156.0,1.28,21.03,12.25,61.32,18.33,0.83,21.65,1.47,24.53,,50.62,2.5,100.12,326.32,977.48,36.68,0.0
2018-07-05 11:00:00,2018-07-05 12:00:00,57.5,236.0,1.05,16.97,9.9,61.9,24.22,0.92,30.5,2.15,20.3,,43.57,1.8,96.38,705.72,977.3,39.2,0.0
2018-07-05 12:00:00,2018-07-05 13:00:00,60.5,274.0,0.7,14.98,8.4,58.32,25.68,0.7,34.15,1.38,32.23,,38.0,2.57,96.85,730.13,976.77,40.25,0.0
2018-07-05 13:00:00,2018-07-05 14:00:00,48.0,251.5,1.15,13.42,8.05,52.32,22.98,0.55,27.92,0.98,19.47,,34.08,2.93,108.05,704.88,975.85,40.82,0.0
2018-07-05 14:00:00,2018-07-05 15:00:00,46.5,327.5,0.98,13.58,7.98,53.1,11.75,0.5,25.67,0.8,19.02,,38.38,3.52,112.3,314.65,975.3,38.92,0.0
2018-07-05 15:00:00,2018-07-05 16:00:00,35.0,347.0,4.2,25.9,17.08,43.72,19.8,0.68,24.07,0.68,30.15,,72.4,2.48,206.85,246.82,975.25,30.98,1.38
2018-07-05 16:00:00,2018-07-05 17:00:00,23.5,247.5,1.7,13.9,8.78,43.55,22.35,0.62,16.98,0.88,39.18,,51.75,2.25,100.57,342.17,974.6,35.15,0.0
2018-07-05 17:00:00,2018-07-05 18:00:00,26.0,215.5,1.0,13.7,8.12,41.07,21.43,0.78,22.65,0.78,32.9,,48.48,0.58,85.18,178.12,974.3,36.18,0.0
2018-07-05 18:00:00,2018-07-05 19:00:00,29.0,194.0,1.35,18.27,10.55,37.78,23.65,0.8,31.7,0.75,48.87,,52.55,0.8,82.68,54.08,975.1,33.7,0.0
2018-07-05 19:00:00,2018-07-05 20:00:00,28.0,152.0,1.6,22.1,13.08,39.23,21.8,0.87,18.85,1.68,97.45,,59.55,0.75,165.87,5.45,975.43,32.03,0.0
2018-07-05 20:00:00,2018-07-05 21:00:00,40.0,153.0,3.82,34.23,21.32,53.43,24.45,1.2,7.55,5.05,294.62,,64.85,0.38,144.73,3.85,976.07,31.38,0.0
2018-07-05 21:00:00,2018-07-05 22:00:00,49.0,189.0,5.07,44.5,27.72,55.47,24.53,1.0,3.93,8.3,367.35,,67.4,1.25,110.7,4.02,976.62,30.93,0.0
2018-07-05 22:00:00,2018-07-05 23:00:00,43.5,190.5,3.6,41.32,24.9,57.75,20.1,1.15,4.67,2.87,88.52,,69.88,1.08,111.08,4.02,976.97,30.22,0.0
2018-07-05 23:00:00,2018-07-06 00:00:00,48.0,193.0,4.35,39.72,24.7,65.67,17.15,1.0,4.15,2.5,73.55,,69.17,1.18,113.48,4.0,977.5,30.05,0.0
2018-07-06 00:00:00,2018-07-06 01:00:00,69.5,212.5,4.22,32.65,20.82,64.32,18.22,1.2,5.37,3.1,72.33,,72.12,0.8,107.6,4.02,977.4,29.9,0.0
2018-07-06 01:00:00,2018-07-06 02:00:00,84.0,204.0,4.83,34.77,22.47,73.1,13.53,1.1,5.65,3.83,60.3,,74.45,0.87,152.35,3.82,976.78,29.4,0.0
2018-07-06 02:00:00,2018-07-06 03:00:00,101.0,239.0,13.97,37.17,31.0,73.0,16.77,1.1,4.92,4.05,39.8,,74.55,0.6,44.38,3.8,976.38,29.75,0.0
2018-07-06 03:00:00,2018-07-06 04:00:00,107.0,264.5,11.88,37.12,29.4,81.42,16.92,1.1,4.22,4.05,88.45,,82.45,0.9,107.05,3.95,976.25,29.05,0.0
2018-07-06 04:00:00,2018-07-06 05:00:00,95.0,239.0,6.65,32.7,22.78,81.92,13.67,1.0,4.43,2.27,42.82,,83.33,1.48,110.6,4.02,976.2,28.53,0.0
2018-07-06 05:00:00,2018-07-06 06:00:00,97.0,223.5,4.73,29.8,19.73,80.38,19.27,1.03,4.1,2.9,32.95,,83.68,1.02,107.47,16.45,976.52,28.6,0.0
2018-07-06 06:00:00,2018-07-06 07:00:00,128.5,265.0,4.0,28.8,18.57,88.82,18.88,0.93,7.92,3.8,48.58,,79.6,1.45,93.7,82.25,976.75,29.85,0.0
2018-07-06 07:00:00,2018-07-06 08:00:00,109.0,232.0,3.63,21.97,14.65,84.33,17.75,0.88,9.7,2.5,22.97,,66.53,0.65,44.93,212.82,976.88,32.6,0.0
2018-07-06 08:00:00,2018-07-06 09:00:00,53.5,166.0,3.2,25.6,16.25,76.5,15.83,0.85,9.73,2.0,39.3,,55.52,1.33,41.7,360.75,977.0,35.27,0.0
2018-07-06 09:00:00,2018-07-06 10:00:00,43.0,178.0,2.28,21.47,13.27,79.33,9.5,0.67,11.42,1.22,19.75,,46.53,1.5,61.2,532.12,977.43,37.27,0.0
2018-07-06 10:00:00,2018-07-06 11:00:00,40.5,198.5,1.38,18.95,11.22,71.1,11.63,0.67,32.97,1.2,24.88,,40.5,2.4,91.95,470.72,977.5,38.5,0.0
2018-07-06 11:00:00,2018-07-06 12:00:00,37.5,215.0,0.7,14.98,8.53,68.5,18.35,0.63,45.2,1.18,35.03,,37.83,2.97,100.2,732.73,977.35,39.08,0.0
2018-07-06 12:00:00,2018-07-06 13:00:00,33.5,220.5,0.45,12.75,7.15,61.82,19.25,0.6,50.25,0.7,30.07,,36.5,3.23,96.73,782.77,976.85,39.37,0.0
2018-07-06 13:00:00,2018-07-06 14:00:00,36.0,206.5,0.67,12.62,7.27,55.83,18.5,0.6,55.6,0.65,22.17,,33.77,2.65,89.33,672.83,976.35,39.68,0.0
2018-07-06 14:00:00,2018-07-06 15:00:00,37.5,192.5,1.15,15.65,9.3,48.3,18.77,0.53,58.95,0.7,16.93,,29.53,2.2,69.88,665.68,975.67,40.13,0.0
2018-07-06 15:00:00,2018-07-06 16:00:00,34.5,176.0,0.48,11.7,6.62,46.55,20.07,0.63,76.43,0.65,19.4,,34.28,2.92,101.72,448.9,974.7,39.23,0.0
2018-07-06 16:00:00,2018-07-06 17:00:00,36.5,188.5,0.85,11.5,6.82,45.6,17.37,0.75,73.92,0.78,13.82,,34.9,2.88,109.6,304.83,974.2,38.52,0.0
2018-07-06 17:00:00,2018-07-06 18:00:00,37.5,203.0,0.5,11.25,6.42,40.38,18.03,0.72,81.4,1.35,17.93,,36.38,3.0,108.9,120.45,973.93,37.3,0.0
2018-07-06 18:00:00,2018-07-06 19:00:00,40.5,176.5,0.23,12.82,6.98,37.93,26.03,0.8,86.5,0.88,21.25,,40.4,2.8,107.45,39.2,974.15,35.8,0.0
2018-07-06 19:00:00,2018-07-06 20:00:00,49.5,189.5,0.2,15.83,8.53,40.12,27.15,0.8,79.65,1.2,37.55,,43.55,2.2,110.65,5.15,974.6,34.67,0.0
2018-07-06 20:00:00,2018-07-06 21:00:00,66.5,265.5,0.3,19.2,10.47,46.75,18.13,0.92,36.72,2.12,39.1,,50.75,0.77,104.65,3.9,975.32,33.55,0.0
2018-07-06 21:00:00,2018-07-06 22:00:00,73.5,280.0,0.5,22.52,12.38,52.73,19.2,0.85,12.43,2.75,76.28,,57.32,0.37,123.63,3.93,975.7,32.4,0.0
2018-07-06 22:00:00,2018-07-06 23:00:00,64.5,213.0,0.9,28.68,16.0,54.45,18.4,0.8,16.92,1.87,31.17,,59.4,0.8,109.22,4.0,976.1,31.85,0.0
2018-07-06 23:00:00,2018-07-07 00:00:00,59.5,172.0,0.73,20.4,11.42,58.6,18.9,0.88,22.7,1.75,30.47,,65.05,0.45,93.9,3.95,976.3,31.07,0.0
2018-07-07 00:00:00,2018-07-07 01:00:00,52.5,144.0,0.43,16.47,9.1,53.75,25.38,1.0,18.07,1.2,36.03,,69.85,0.33,123.47,3.85,976.12,30.3,0.0
2018-07-07 01:00:00,2018-07-07 02:00:00,62.5,141.5,0.87,25.07,14.07,76.13,31.63,1.23,13.25,0.78,32.12,,71.2,0.75,102.38,3.88,976.02,30.25,0.0
2018-07-07 02:00:00,2018-07-07 03:00:00,85.5,231.5,2.73,28.73,17.63,72.57,15.87,0.97,11.28,1.65,64.53,,72.95,1.05,110.73,3.9,975.8,30.18,0.0
2018-07-07 03:00:00,2018-07-07 04:00:00,125.5,437.0,1.38,27.3,15.65,100.02,15.88,1.1,9.35,1.67,74.55,,75.77,0.8,106.6,3.98,975.8,29.85,0.0
2018-07-07 04:00:00,2018-07-07 05:00:00,171.5,459.0,11.7,38.7,30.1,121.85,15.03,1.25,6.12,3.65,68.05,,78.25,0.7,55.6,4.05,976.1,29.45,0.0
2018-07-07 05:00:00,2018-07-07 06:00:00,142.5,309.5,19.82,44.1,39.62,122.55,15.72,1.22,3.3,3.23,57.18,,81.92,0.58,50.52,16.87,976.55,29.28,0.0
2018-07-07 06:00:00,2018-07-07 07:00:00,103.0,252.0,15.95,44.55,36.73,117.9,15.28,1.17,4.3,4.32,57.95,,76.25,0.77,35.1,79.38,976.88,30.45,0.0
2018-07-07 07:00:00,2018-07-07 08:00:00,109.5,255.0,9.05,37.03,27.1,108.92,14.52,1.08,7.45,2.9,35.68,,59.43,0.83,69.92,229.75,977.15,33.93,0.0
2018-07-07 08:00:00,2018-07-07 09:00:00,84.0,207.0,3.1,16.43,11.28,97.2,19.4,0.97,15.6,1.33,20.2,,47.8,0.58,202.35,367.65,977.1,36.27,0.0
2018-07-07 09:00:00,2018-07-07 10:00:00,52.0,163.5,0.98,16.72,9.7,103.02,11.02,0.87,24.95,0.48,10.77,,40.55,0.77,220.83,551.9,976.9,38.47,0.0
2018-07-07 10:00:00,2018-07-07 11:00:00,50.0,181.5,0.6,15.53,8.7,100.48,9.07,0.83,48.25,1.62,11.55,,36.68,1.03,71.67,479.05,976.8,39.47,0.0
2018-07-07 11:00:00,2018-07-07 12:00:00,53.5,203.5,0.43,14.72,8.17,91.92,10.9,0.75,72.4,1.2,14.33,,34.15,2.08,104.2,629.97,976.37,40.25,0.0
2018-07-07 12:00:00,2018-07-07 13:00:00,56.0,294.5,0.62,13.87,7.93,85.75,14.38,0.63,76.55,1.05,14.57,,33.72,3.35,111.38,655.12,975.63,40.15,0.0
2018-07-07 13:00:00,2018-07-07 14:00:00,47.5,283.0,0.55,11.62,6.65,74.02,14.67,0.6,84.1,1.55,18.58,,32.15,3.03,107.25,653.22,975.15,40.88,0.0
2018-07-07 14:00:00,2018-07-07 15:00:00,46.5,272.0,0.82,13.52,7.85,67.42,14.65,0.6,89.12,1.0,18.15,,31.35,2.62,110.38,532.05,974.52,40.9,0.0
2018-07-07 15:00:00,2018-07-07 16:00:00,59.0,511.0,1.13,14.95,8.55,58.73,15.08,0.65,91.18,0.92,21.25,,31.22,2.73,110.5,383.62,973.65,40.52,0.0
2018-07-07 16:00:00,2018-07-07 17:00:00,54.5,522.0,0.3,14.3,7.73,50.25,10.8,0.8,94.23,1.0,26.22,,31.03,2.62,115.5,285.3,972.87,40.13,0.0
2018-07-07 17:00:00,2018-07-07 18:00:00,46.0,316.5,0.5,15.08,8.1,52.9,8.8,0.83,94.45,0.95,41.65,,32.1,1.73,88.28,111.2,972.38,39.1,0.0
2018-07-07 18:00:00,2018-07-07 19:00:00,52.0,348.5,0.38,20.15,11.05,51.38,4.85,0.83,57.43,1.43,25.5,,35.23,0.48,32.22,34.0,972.68,37.2,0.0
2018-07-07 19:00:00,2018-07-07 20:00:00,57.5,373.5,0.75,23.82,13.33,49.05,1.2,0.88,16.92,1.33,27.53,,40.25,0.4,57.23,4.67,973.3,35.18,0.0
2018-07-07 20:00:00,2018-07-07 21:00:00,63.0,338.0,2.27,36.08,21.0,53.12,1.7,1.18,7.57,1.93,74.3,,47.77,0.35,78.6,3.9,974.08,33.62,0.0
2018-07-07 21:00:00,2018-07-07 22:00:00,66.0,364.0,3.3,38.82,23.35,57.1,0.93,1.23,5.35,2.82,133.48,,53.15,0.3,92.5,3.98,974.65,32.8,0.0
2018-07-07 22:00:00,2018-07-07 23:00:00,76.0,379.0,4.75,49.43,30.18,58.85,5.83,1.25,4.3,2.85,126.28,,57.03,0.48,113.48,3.98,974.97,32.25,0.0
2018-07-07 23:00:00,2018-07-08 00:00:00,103.0,447.0,8.52,59.27,38.5,71.6,16.75,1.37,6.12,4.75,139.22,,60.42,0.48,121.98,3.85,975.2,31.77,0.0
2018-07-08 00:00:00,2018-07-08 01:00:00,117.5,438.0,5.55,49.12,30.7,84.0,23.2,1.6,5.67,3.42,130.4,,65.38,0.17,86.4,3.83,975.02,30.88,0.0
2018-07-08 01:00:00,2018-07-08 02:00:00,119.5,413.0,64.53,58.13,84.03,109.6,24.5,1.9,2.75,4.07,117.48,,66.62,0.17,36.2,3.68,974.82,30.82,0.0
2018-07-08 02:00:00,2018-07-08 03:00:00,122.5,455.5,65.87,51.83,81.1,101.27,12.97,2.0,7.35,5.33,211.5,,70.92,0.33,74.87,3.85,974.77,30.6,0.0
2018-07-08 03:00:00,2018-07-08 04:00:00,131.5,567.0,110.67,61.25,123.02,126.33,13.4,2.15,6.8,2.12,231.17,,73.25,0.33,47.43,3.98,974.82,30.5,0.0
2018-07-08 04:00:00,2018-07-08 05:00:00,142.5,621.0,114.43,47.38,118.45,144.85,15.9,2.05,3.27,2.7,255.92,,78.15,0.28,140.85,4.0,974.68,29.97,0.0
2018-07-08 05:00:00,2018-07-08 06:00:00,143.5,554.0,85.82,54.07,98.8,170.22,16.13,2.03,7.35,6.05,394.28,,75.85,0.58,34.15,15.25,975.25,30.1,0.0
2018-07-08 06:00:00,2018-07-08 07:00:00,143.5,536.0,59.47,60.03,81.4,160.75,13.65,2.15,6.48,6.25,141.05,,70.98,0.85,113.6,71.55,975.72,31.48,0.0
2018-07-08 07:00:00,2018-07-08 08:00:00,121.5,433.5,29.33,75.67,64.07,137.55,10.9,1.48,6.97,5.37,108.08,,51.18,0.43,132.93,241.27,975.95,35.8,0.0
2018-07-08 08:00:00,2018-07-08 09:00:00,77.0,258.5,11.75,31.9,26.55,122.4,16.78,0.92,11.75,2.75,49.15,,39.6,0.4,208.7,381.68,975.98,38.35,0.0
2018-07-08 09:00:00,2018-07-08 10:00:00,52.5,173.0,4.3,20.48,14.4,129.75,6.65,0.83,17.53,1.27,22.68,,36.07,0.6,117.13,566.62,976.02,39.5,0.0
2018-07-08 10:00:00,2018-07-08 11:00:00,55.0,246.5,1.68,19.83,11.9,119.0,7.4,0.8,29.85,1.42,22.3,,31.98,0.63,204.38,411.33,975.85,40.53,0.0
2018-07-08 11:00:00,2018-07-08 12:00:00,60.0,252.5,1.88,23.75,14.15,104.25,21.13,0.7,55.78,1.37,22.62,,27.95,0.88,111.07,690.08,975.38,41.45,0.0
2018-07-08 12:00:00,2018-07-08 13:00:00,52.5,195.5,3.28,22.52,14.72,90.23,20.43,0.5,63.9,0.9,13.5,,22.7,1.02,132.25,792.1,974.8,43.12,0.0
2018-07-08 13:00:00,2018-07-08 14:00:00,41.0,197.5,1.35,18.17,10.83,73.5,18.93,0.5,79.52,0.8,13.92,,22.72,1.63,87.03,740.87,974.05,43.3,0.0
2018-07-08 14:00:00,2018-07-08 15:00:00,35.5,208.0,0.73,17.57,9.8,62.75,18.6,0.48,91.75,0.7,12.88,,21.17,1.0,86.12,674.5,973.3,43.7,0.0
2018-07-08 15:00:00,2018-07-08 16:00:00,33.0,203.5,0.83,21.65,12.12,54.8,17.3,0.53,93.43,0.65,11.4,,21.43,0.93,84.12,515.35,972.48,43.32,0.0
2018-07-08 16:00:00,2018-07-08 17:00:00,31.5,201.0,0.8,18.58,10.58,49.65,18.9,0.7,100.02,0.63,11.1,,25.25,0.7,41.68,305.65,971.78,42.1,0.0
2018-07-08 17:00:00,2018-07-08 18:00:00,34.0,197.0,0.43,16.8,9.27,55.27,19.78,0.7,81.15,0.88,19.9,,27.9,0.7,92.03,102.98,971.48,40.42,0.0
2018-07-08 18:00:00,2018-07-08 19:00:00,35.0,186.0,0.28,17.08,9.3,54.8,28.45,0.78,62.97,0.77,16.3,,33.35,0.52,44.97,41.95,971.82,38.75,0.0
2018-07-08 19:00:00,2018-07-08 20:00:00,41.0,245.0,0.58,23.05,12.73,67.5,18.9,0.8,39.0,1.15,17.87,,39.88,0.58,106.47,4.87,972.17,37.02,0.0
2018-07-08 20:00:00,2018-07-08 21:00:00,69.0,271.0,0.3,25.85,13.97,78.88,19.88,0.87,48.55,3.05,26.9,,45.07,0.62,302.78,3.57,972.6,36.1,0.0
2018-07-08 21:00:00,2018-07-08 22:00:00,77.5,234.5,0.3,27.45,14.88,77.17,20.45,0.9,50.0,3.22,26.85,,44.22,0.9,281.62,3.62,973.15,35.88,0.0
2018-07-08 22:00:00,2018-07-08 23:00:00,65.0,207.0,0.3,27.58,14.92,77.53,20.3,0.9,55.05,2.8,30.63,,43.75,1.28,277.33,3.65,973.6,35.58,0.0
2018-07-08 23:00:00,2018-07-09 00:00:00,63.5,206.5,0.18,45.97,24.6,67.95,20.05,1.28,27.95,2.65,33.27,,44.0,1.3,291.05,3.55,973.93,35.38,0.0
2018-07-09 00:00:00,2018-07-09 01:00:00,72.0,231.0,0.67,39.65,21.65,64.6,29.45,1.42,22.37,3.22,33.6,,52.05,1.65,302.85,3.43,973.73,34.7,0.0
2018-07-09 01:00:00,2018-07-09 02:00:00,87.5,250.0,1.33,37.8,21.23,82.27,32.13,1.4,10.9,0.4,24.15,,56.8,1.18,315.9,3.4,973.38,34.05,0.0
2018-07-09 02:00:00,2018-07-09 03:00:00,94.5,256.5,,,,,,,7.22,0.4,28.45,,58.68,1.33,315.0,3.4,973.23,33.6,0.0
2018-07-09 03:00:00,2018-07-09 04:00:00,90.5,233.0,,,,,,,9.65,0.3,25.15,,59.57,1.87,306.75,3.43,973.25,33.23,0.0
2018-07-09 04:00:00,2018-07-09 05:00:00,78.0,200.0,,,,,,,7.55,0.25,16.18,,67.72,1.8,316.23,3.52,973.75,32.45,0.0
2018-07-09 05:00:00,2018-07-09 06:00:00,68.0,177.5,,,,,,,6.8,0.4,15.2,,75.38,2.1,305.12,14.75,974.23,32.02,0.0
2018-07-09 06:00:00,2018-07-09 07:00:00,61.0,150.5,,,,,,,6.38,0.2,10.18,,74.45,2.08,309.12,75.12,974.62,32.42,0.0
2018-07-09 07:00:00,2018-07-09 08:00:00,55.5,149.5,,,,,,,4.12,0.77,15.33,,65.4,2.0,314.7,206.32,974.98,34.2,0.0
2018-07-09 08:00:00,2018-07-09 09:00:00,53.0,160.0,,,,,,,1.2,2.15,16.6,,56.27,1.6,316.47,345.2,975.53,35.93,0.0
2018-07-09 09:00:00,2018-07-09 10:00:00,53.0,160.0,,26.3,11.2,151.2,,,2.7,,,,49.7,1.6,339.1,448.3,975.8,37.4,0.0
2018-07-09 10:00:00,2018-07-09 11:00:00,,,,,,,,,,,,,,,,,,,
2018-07-09 11:00:00,2018-07-09 12:00:00,53.0,160.0,0.3,21.0,10.4,97.3,16.25,,46.5,1.4,18.55,,35.03,1.33,231.57,753.03,975.07,40.97,0.0
2018-07-09 12:00:00,2018-07-09 13:00:00,106.0,212.0,7.05,35.6,24.98,101.4,21.2,,103.62,1.7,19.0,,33.82,0.98,253.85,385.67,974.5,40.35,0.0
2018-07-09 13:00:00,2018-07-09 14:00:00,95.5,218.25,1.18,26.08,14.8,88.8,22.12,,127.35,1.33,16.82,,33.67,1.0,226.03,425.95,974.05,40.55,0.0
2018-07-09 14:00:00,2018-07-09 15:00:00,66.25,231.0,0.45,17.75,9.82,70.67,23.13,,153.55,1.37,19.08,,32.33,1.03,312.82,297.8,973.38,40.55,0.0
