From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2018-11-23 02:00:00,2018-11-23 03:00:00,464.0,690.5,143.33,72.83,156.03,103.8,26.17,2.43,5.45,12.02,342.72,,72.42,1.08,96.5,3.77,995.65,15.65,0.0
2018-11-23 03:00:00,2018-11-23 04:00:00,413.5,576.5,159.3,77.77,172.2,110.6,27.62,2.67,5.28,11.7,295.88,,74.1,0.98,68.23,3.78,995.45,15.38,0.0
2018-11-23 04:00:00,2018-11-23 05:00:00,359.0,506.0,167.93,79.37,179.17,104.43,30.6,2.2,5.3,11.55,230.95,,79.3,0.65,27.12,3.88,995.4,14.73,0.0
2018-11-23 05:00:00,2018-11-23 06:00:00,317.5,495.5,177.8,74.85,184.92,111.23,36.93,2.3,5.27,12.28,193.42,,82.8,0.65,28.5,3.72,995.67,14.3,0.0
2018-11-23 06:00:00,2018-11-23 07:00:00,326.5,495.5,158.95,78.08,171.55,111.03,36.38,2.38,5.15,12.95,160.9,,86.78,0.63,33.1,7.97,996.27,13.87,0.0
2018-11-23 07:00:00,2018-11-23 08:00:00,348.0,511.5,136.35,90.6,159.33,116.48,36.0,2.65,5.07,13.27,158.83,,80.0,0.8,29.2,64.78,996.9,15.12,0.0
2018-11-23 08:00:00,2018-11-23 09:00:00,349.0,500.5,81.58,94.55,116.38,116.5,37.03,2.32,4.87,12.32,91.07,,64.37,0.95,28.65,174.67,997.7,18.18,0.0
2018-11-23 09:00:00,2018-11-23 10:00:00,333.0,476.0,50.02,100.73,94.37,123.45,35.38,2.22,5.68,9.97,79.02,,49.35,1.3,73.72,293.58,998.33,22.68,0.0
2018-11-23 10:00:00,2018-11-23 11:00:00,283.5,446.0,20.87,61.23,49.55,112.95,28.7,1.83,7.83,7.77,67.37,,39.5,2.4,112.55,400.22,998.25,25.78,0.0
2018-11-23 11:00:00,2018-11-23 12:00:00,192.5,382.5,6.98,48.12,31.32,99.9,26.95,1.65,8.05,4.32,39.27,,28.35,3.65,114.98,424.18,997.53,27.7,0.0
2018-11-23 12:00:00,2018-11-23 13:00:00,127.0,399.0,4.85,36.23,23.27,76.5,64.5,1.75,,8.43,20.28,,21.85,4.07,113.25,461.95,996.52,28.7,0.0
2018-11-23 13:00:00,2018-11-23 14:00:00,94.5,473.5,4.22,32.8,20.9,70.45,38.25,0.6,6.87,,,,19.0,4.3,115.55,421.0,995.5,28.9,0.0
2018-11-23 14:00:00,2018-11-23 15:00:00,97.0,563.5,2.48,37.55,21.95,63.52,28.22,0.67,8.23,,,,18.62,3.78,113.92,315.33,994.78,28.8,0.0
2018-11-23 15:00:00,2018-11-23 16:00:00,91.5,478.0,2.2,40.67,23.45,62.4,25.4,0.75,11.55,16.5,27.6,,21.57,3.4,115.98,143.5,994.1,27.52,0.0
2018-11-23 16:00:00,2018-11-23 17:00:00,77.0,330.5,2.1,48.65,27.6,62.15,33.7,1.0,8.55,4.75,11.1,,28.32,1.97,108.23,33.0,993.85,25.08,0.0
2018-11-23 17:00:00,2018-11-23 18:00:00,83.0,387.0,,,,,,,8.58,2.65,91.4,,32.53,1.95,97.38,4.95,993.88,22.72,0.0
2018-11-23 18:00:00,2018-11-23 19:00:00,117.5,423.0,42.95,99.25,87.7,35.7,39.2,1.9,8.5,3.4,95.95,,35.93,1.68,87.07,3.8,994.38,21.65,0.0
2018-11-23 19:00:00,2018-11-23 20:00:00,211.5,520.0,25.07,81.7,63.88,45.05,43.15,2.02,8.65,5.68,159.03,,39.77,1.82,93.85,3.78,994.85,20.93,0.0
2018-11-23 20:00:00,2018-11-23 21:00:00,269.5,533.0,4.83,48.93,29.92,45.93,44.82,1.58,11.17,6.65,200.88,,43.05,2.47,100.38,3.77,995.17,20.3,0.0
2018-11-23 21:00:00,2018-11-23 22:00:00,252.5,393.0,4.77,45.32,28.0,46.57,44.15,1.37,10.12,6.93,213.5,,44.88,2.7,98.3,3.73,995.22,19.85,0.0
2018-11-23 22:00:00,2018-11-23 23:00:00,208.5,328.5,4.35,38.65,24.13,45.32,41.53,1.13,11.67,6.93,214.87,,47.07,2.6,103.9,3.75,995.07,19.22,0.0
2018-11-23 23:00:00,2018-11-24 00:00:00,165.5,274.0,4.07,33.35,21.03,45.68,25.07,1.1,11.58,6.67,213.3,,53.88,2.77,107.0,3.77,994.93,17.93,0.0
2018-11-24 00:00:00,2018-11-24 01:00:00,154.0,249.0,3.57,32.4,20.15,46.12,21.2,1.13,12.27,6.45,208.45,,57.65,2.55,110.4,3.73,994.68,17.08,0.0
2018-11-24 01:00:00,2018-11-24 02:00:00,161.5,242.5,3.87,35.6,22.1,46.7,21.17,1.2,11.85,6.3,201.38,,63.3,2.17,107.7,3.73,994.45,16.13,0.0
2018-11-24 02:00:00,2018-11-24 03:00:00,165.0,242.5,3.97,39.27,24.17,40.83,17.03,1.03,11.07,6.12,196.5,,65.82,2.17,106.7,3.75,993.98,15.65,0.0
2018-11-24 03:00:00,2018-11-24 04:00:00,151.0,236.0,9.35,39.95,28.85,43.27,23.53,1.1,10.85,5.93,193.9,,66.7,1.95,78.2,3.8,993.67,15.52,0.0
2018-11-24 04:00:00,2018-11-24 05:00:00,157.5,261.0,23.45,49.43,45.5,47.18,24.7,1.2,5.7,5.93,196.63,,80.22,0.98,51.88,3.85,993.3,13.85,0.0
2018-11-24 05:00:00,2018-11-24 06:00:00,183.0,298.0,35.75,51.12,56.38,48.75,22.25,1.23,6.25,5.98,201.55,,82.52,0.88,46.9,3.75,993.57,13.42,0.0
2018-11-24 06:00:00,2018-11-24 07:00:00,197.5,318.5,26.72,45.15,45.8,50.4,22.18,1.3,6.28,6.25,207.08,,84.1,0.97,41.55,8.12,994.1,13.15,0.0
2018-11-24 07:00:00,2018-11-24 08:00:00,188.5,307.5,16.42,41.68,35.6,50.3,20.4,1.28,6.68,6.52,207.75,,73.68,1.05,43.4,78.08,994.82,14.93,0.0
2018-11-24 08:00:00,2018-11-24 09:00:00,194.5,305.5,15.13,41.05,34.15,52.08,20.55,1.37,7.98,6.8,202.78,,58.2,1.05,48.75,201.4,995.45,18.32,0.0
2018-11-24 09:00:00,2018-11-24 10:00:00,184.0,311.5,12.6,46.35,34.95,49.75,21.65,1.22,9.6,6.95,196.95,,42.07,2.0,83.25,326.75,995.82,22.7,0.0
2018-11-24 10:00:00,2018-11-24 11:00:00,139.0,280.5,10.57,50.45,35.45,46.95,22.17,1.03,12.78,6.57,190.4,,34.53,2.7,92.42,422.95,995.62,25.22,0.0
2018-11-24 11:00:00,2018-11-24 12:00:00,111.0,263.5,6.48,40.68,26.95,44.97,22.4,0.78,16.9,6.18,182.4,,29.72,3.27,98.78,434.4,995.0,27.08,0.0
2018-11-24 12:00:00,2018-11-24 13:00:00,85.0,319.5,2.55,27.62,16.75,42.08,21.88,0.55,,5.47,166.45,,24.88,4.4,102.8,473.0,994.15,27.6,0.0
2018-11-24 13:00:00,2018-11-24 14:00:00,62.5,346.5,1.38,23.57,13.65,39.2,21.97,0.5,48.0,4.58,147.5,,22.72,4.2,100.15,423.62,993.43,28.28,0.0
2018-11-24 14:00:00,2018-11-24 15:00:00,61.0,337.0,1.17,23.3,13.38,37.9,20.15,0.5,56.47,3.43,107.62,,23.55,3.82,103.45,309.75,993.1,27.65,0.0
2018-11-24 15:00:00,2018-11-24 16:00:00,59.5,291.5,1.05,22.72,12.95,36.55,16.7,0.55,60.62,3.0,105.45,,24.2,3.62,103.3,139.4,992.82,26.65,0.0
2018-11-24 16:00:00,2018-11-24 17:00:00,53.5,224.0,1.73,28.62,16.6,36.97,23.63,0.67,62.78,2.62,96.25,,29.2,2.58,97.7,32.05,992.82,24.58,0.0
2018-11-24 17:00:00,2018-11-24 18:00:00,71.5,281.5,22.13,75.22,58.17,36.85,31.67,1.2,29.25,3.1,117.4,,34.95,1.2,73.02,5.03,993.12,22.3,0.0
2018-11-24 18:00:00,2018-11-24 19:00:00,117.5,447.0,39.18,95.37,82.67,39.42,34.53,1.82,6.33,4.0,153.47,,40.75,1.07,78.4,3.82,993.5,20.8,0.0
2018-11-24 19:00:00,2018-11-24 20:00:00,154.5,524.5,78.27,103.8,119.08,39.12,33.3,2.0,5.95,4.82,175.05,,40.7,1.43,86.93,3.8,993.7,20.5,0.0
2018-11-24 20:00:00,2018-11-24 21:00:00,175.0,520.5,89.7,102.35,127.28,39.48,35.18,2.07,5.88,5.88,201.75,,44.1,0.8,64.68,3.8,994.15,19.7,0.0
2018-11-24 21:00:00,2018-11-24 22:00:00,210.5,531.5,112.38,94.85,142.2,40.63,37.62,2.38,7.3,6.9,234.38,,51.95,0.72,31.1,3.9,994.3,18.15,0.0
2018-11-24 22:00:00,2018-11-24 23:00:00,202.5,424.5,40.43,78.88,74.68,42.85,36.13,1.5,7.55,7.48,268.8,,53.33,0.85,40.65,3.8,994.4,17.5,0.0
2018-11-24 23:00:00,2018-11-25 00:00:00,178.0,322.0,33.42,79.15,69.35,45.23,23.5,1.35,7.15,7.77,281.17,,57.52,0.8,37.88,3.9,994.28,16.72,0.0
2018-11-25 00:00:00,2018-11-25 01:00:00,184.0,317.0,51.07,71.58,79.37,46.6,17.07,1.55,6.93,8.32,285.15,,63.17,0.75,40.75,3.8,994.07,15.98,0.0
2018-11-25 01:00:00,2018-11-25 02:00:00,200.5,315.0,40.57,64.6,67.4,48.5,14.6,1.5,6.8,9.05,281.38,,66.83,1.03,27.33,3.88,993.95,15.3,0.0
2018-11-25 02:00:00,2018-11-25 03:00:00,209.0,310.5,50.07,58.37,71.3,39.53,16.27,1.3,5.95,10.05,278.7,,69.4,0.88,32.03,3.85,993.85,14.75,0.0
2018-11-25 03:00:00,2018-11-25 04:00:00,194.5,297.5,81.55,57.5,96.83,39.95,19.4,1.4,5.75,10.33,267.72,,73.07,0.83,28.18,3.82,993.55,14.1,0.0
2018-11-25 04:00:00,2018-11-25 05:00:00,186.5,316.0,120.92,54.73,128.12,44.85,21.73,1.47,5.7,10.4,260.8,,78.12,0.58,40.03,3.57,993.12,13.55,0.0
2018-11-25 05:00:00,2018-11-25 06:00:00,195.5,344.0,98.93,50.88,107.98,46.32,20.88,1.4,5.65,10.33,283.3,,82.05,0.5,31.67,3.58,993.38,13.13,0.0
2018-11-25 06:00:00,2018-11-25 07:00:00,172.5,311.0,47.3,44.35,62.15,41.6,21.02,1.13,4.4,10.17,292.58,,81.28,1.17,31.6,7.22,994.02,12.67,0.0
2018-11-25 07:00:00,2018-11-25 08:00:00,125.5,249.0,39.1,45.65,56.18,41.15,19.07,1.13,4.88,9.45,274.53,,72.37,1.25,31.52,70.98,994.75,13.95,0.0
2018-11-25 08:00:00,2018-11-25 09:00:00,125.5,235.5,29.53,51.2,51.32,44.95,17.05,1.13,7.7,8.65,256.18,,53.65,0.85,47.95,186.5,995.57,17.85,0.0
2018-11-25 09:00:00,2018-11-25 10:00:00,156.0,288.0,22.9,60.6,50.9,48.93,19.0,1.25,12.77,7.98,236.33,,40.93,0.9,45.27,309.28,996.05,22.43,0.0
2018-11-25 10:00:00,2018-11-25 11:00:00,173.5,321.0,13.15,46.9,35.73,51.28,17.3,1.17,31.0,7.6,220.33,,33.0,0.95,61.47,406.75,995.72,26.08,0.0
2018-11-25 11:00:00,2018-11-25 12:00:00,167.0,324.5,8.38,42.05,29.2,48.15,15.77,0.98,57.03,7.33,206.65,,29.45,1.22,84.35,418.08,994.92,27.98,0.0
2018-11-25 12:00:00,2018-11-25 13:00:00,136.0,283.0,4.7,25.68,17.5,42.72,18.4,0.75,84.23,6.98,197.3,,26.4,1.75,103.47,440.65,993.88,29.32,0.0
2018-11-25 13:00:00,2018-11-25 14:00:00,95.0,232.5,3.23,23.28,15.0,39.37,18.05,0.7,93.1,6.35,191.12,,25.55,2.25,108.15,398.5,992.92,29.1,0.0
2018-11-25 14:00:00,2018-11-25 15:00:00,77.5,214.5,2.25,22.08,13.6,37.38,18.52,0.7,104.43,5.75,183.05,,25.62,2.3,112.73,297.85,992.23,28.68,0.0
2018-11-25 15:00:00,2018-11-25 16:00:00,73.0,220.5,1.38,22.25,12.95,35.83,17.9,0.7,103.6,5.23,176.85,,27.43,1.85,111.75,140.27,992.05,27.62,0.0
2018-11-25 16:00:00,2018-11-25 17:00:00,68.0,249.5,1.65,31.33,18.0,36.32,17.03,0.8,78.2,4.77,174.33,,34.93,1.4,115.72,32.6,992.23,24.88,0.0
2018-11-25 17:00:00,2018-11-25 18:00:00,80.75,292.25,5.32,62.23,37.38,37.65,28.9,1.1,34.65,4.8,177.42,,45.15,0.85,111.7,4.83,992.4,21.57,0.0
2018-11-25 18:00:00,2018-11-25 19:00:00,134.75,436.5,48.55,97.9,91.68,39.28,31.03,1.87,5.92,5.48,182.7,,47.72,0.7,68.3,3.85,993.13,20.65,0.0
2018-11-25 19:00:00,2018-11-25 20:00:00,187.25,540.75,70.0,103.95,112.5,44.07,31.77,2.35,6.02,6.25,195.25,,54.3,0.83,81.6,3.88,993.65,19.72,0.0
2018-11-25 20:00:00,2018-11-25 21:00:00,252.5,588.25,102.17,81.73,126.67,50.6,33.92,3.22,7.05,7.42,219.15,,66.25,1.0,117.88,3.8,993.95,18.1,0.0
2018-11-25 21:00:00,2018-11-25 22:00:00,340.25,657.75,49.95,86.25,86.65,59.33,32.98,2.7,7.97,9.58,245.1,,65.4,1.1,102.82,3.8,994.2,17.85,0.0
2018-11-25 22:00:00,2018-11-25 23:00:00,418.5,626.5,59.07,73.28,87.12,62.5,32.93,2.97,7.2,11.25,257.87,,68.58,1.08,104.1,3.77,994.08,17.25,0.0
2018-11-25 23:00:00,2018-11-26 00:00:00,465.25,641.25,99.77,69.12,118.73,62.98,23.78,2.98,7.75,12.95,272.38,,72.48,1.17,104.33,3.82,993.75,16.5,0.0
2018-11-26 00:00:00,2018-11-26 01:00:00,443.75,618.75,28.8,53.75,52.2,64.77,21.25,2.55,7.13,14.17,284.62,,76.05,1.35,110.6,3.75,993.45,15.9,0.0
2018-11-26 01:00:00,2018-11-26 02:00:00,434.5,564.25,20.93,55.0,46.27,64.17,20.33,2.43,7.8,14.93,274.57,,78.75,0.38,91.58,3.75,993.03,15.0,0.0
2018-11-26 02:00:00,2018-11-26 03:00:00,421.0,523.25,13.53,50.9,38.1,53.8,17.43,1.9,5.88,15.6,263.28,,82.92,0.2,48.32,3.62,992.88,14.3,0.0
2018-11-26 03:00:00,2018-11-26 04:00:00,334.5,416.75,17.1,53.68,42.5,55.32,18.27,1.87,5.98,15.15,251.48,,84.38,0.33,86.62,3.8,992.85,13.97,0.0
2018-11-26 04:00:00,2018-11-26 05:00:00,304.75,405.75,26.07,52.25,49.03,58.25,21.2,1.93,16.05,14.62,246.9,,85.45,0.75,117.65,3.75,992.95,13.93,0.0
2018-11-26 05:00:00,2018-11-26 06:00:00,337.25,454.0,104.05,61.68,118.32,56.2,23.0,2.07,6.42,16.25,247.03,,88.25,0.83,27.97,3.72,993.28,13.42,0.0
2018-11-26 06:00:00,2018-11-26 07:00:00,330.75,482.0,75.98,57.88,92.83,63.2,20.62,2.02,5.7,15.9,244.98,,93.77,0.63,27.88,6.8,993.55,12.92,0.0
2018-11-26 07:00:00,2018-11-26 08:00:00,373.0,490.5,90.93,66.0,109.18,62.23,20.62,2.22,5.82,15.12,238.1,,88.55,0.55,39.75,60.68,994.18,14.12,0.0
2018-11-26 08:00:00,2018-11-26 09:00:00,337.0,491.25,99.02,93.88,130.5,67.18,19.53,2.7,7.08,14.13,227.05,,72.0,0.58,54.62,162.55,994.62,18.17,0.0
2018-11-26 09:00:00,2018-11-26 10:00:00,396.0,616.75,31.0,86.18,71.1,78.18,19.83,2.22,13.77,13.17,224.05,,50.88,0.53,84.62,263.62,994.82,22.85,0.0
2018-11-26 10:00:00,2018-11-26 11:00:00,411.25,616.75,15.95,84.15,57.77,74.45,17.97,1.83,31.75,12.75,217.8,,42.8,0.85,56.05,340.18,994.55,25.8,0.0
2018-11-26 11:00:00,2018-11-26 12:00:00,307.0,493.5,10.75,42.5,31.37,62.38,16.1,1.2,59.0,12.48,213.22,,36.32,1.15,108.3,393.2,993.75,27.62,0.0
2018-11-26 12:00:00,2018-11-26 13:00:00,210.0,381.0,6.85,30.38,21.75,53.55,17.02,0.9,82.0,11.62,203.38,,31.4,1.58,105.48,420.87,992.62,28.67,0.0
2018-11-26 13:00:00,2018-11-26 14:00:00,131.5,279.5,4.18,31.4,20.1,48.45,17.07,0.78,109.95,10.6,193.6,,27.75,2.07,111.15,383.9,991.82,29.15,0.0
2018-11-26 14:00:00,2018-11-26 15:00:00,118.5,282.25,3.23,29.85,18.53,43.75,18.35,0.7,123.47,9.4,183.7,,26.2,1.95,114.07,276.37,991.3,28.95,0.0
2018-11-26 15:00:00,2018-11-26 16:00:00,111.0,294.25,1.75,24.95,14.7,40.22,19.33,0.75,120.65,8.3,177.05,,27.65,1.9,116.98,138.15,990.9,27.83,0.0
2018-11-26 16:00:00,2018-11-26 17:00:00,94.75,294.0,1.97,36.0,20.88,40.9,20.33,0.87,88.08,7.42,175.7,,37.62,1.08,112.45,27.83,990.78,24.65,0.0
2018-11-26 17:00:00,2018-11-26 18:00:00,116.75,488.25,67.32,124.82,119.3,39.87,44.45,2.05,22.4,7.0,192.92,,42.98,0.8,58.95,4.45,991.2,22.38,0.0
2018-11-26 18:00:00,2018-11-26 19:00:00,184.0,639.75,139.77,143.5,190.62,46.52,49.42,4.28,5.6,7.62,251.8,,47.77,0.65,29.2,3.85,991.9,21.1,0.0
2018-11-26 19:00:00,2018-11-26 20:00:00,289.0,838.75,115.35,123.65,160.88,48.78,47.28,3.28,5.08,9.4,406.1,,50.62,0.23,161.8,3.43,992.32,20.35,0.0
2018-11-26 20:00:00,2018-11-26 21:00:00,316.25,739.75,93.17,102.25,130.2,51.48,50.2,3.35,5.95,9.95,487.0,,57.35,0.23,238.35,3.45,992.95,19.17,0.0
2018-11-26 21:00:00,2018-11-26 22:00:00,338.25,650.75,161.92,84.25,176.97,52.3,50.55,4.2,8.55,10.48,,,70.27,0.28,295.18,3.33,993.33,17.55,0.0
2018-11-26 22:00:00,2018-11-26 23:00:00,399.0,770.75,214.47,109.28,233.4,59.32,47.57,5.03,10.3,12.1,,,70.38,0.25,300.08,3.32,993.5,17.6,0.0
2018-11-26 23:00:00,2018-11-27 00:00:00,443.0,849.0,229.88,99.42,240.73,60.15,19.32,5.48,9.38,13.95,,,70.77,0.17,222.95,3.43,993.57,17.72,0.0
2018-11-27 00:00:00,2018-11-27 01:00:00,504.25,877.75,140.88,95.05,166.22,64.77,16.85,4.07,6.17,15.25,,,72.47,0.15,234.6,3.43,993.43,17.35,0.0
2018-11-27 01:00:00,2018-11-27 02:00:00,442.75,665.0,169.33,73.63,177.17,64.13,17.8,4.33,8.05,16.25,,,82.62,0.4,194.15,3.5,993.02,15.98,0.0
2018-11-27 02:00:00,2018-11-27 03:00:00,411.25,608.5,189.57,65.43,188.8,60.13,14.07,3.93,6.02,17.2,,,89.6,0.42,166.98,3.62,993.0,14.88,0.0
2018-11-27 03:00:00,2018-11-27 04:00:00,404.75,600.25,173.63,60.2,173.48,62.9,16.9,3.62,6.25,17.9,,,91.32,0.3,155.02,3.65,992.82,14.22,0.0
2018-11-27 04:00:00,2018-11-27 05:00:00,353.0,537.75,154.4,74.92,165.25,58.32,19.87,2.73,6.15,18.35,,,84.85,0.4,305.58,3.32,992.7,14.92,0.0
2018-11-27 05:00:00,2018-11-27 06:00:00,312.75,498.75,116.27,78.55,136.38,57.27,21.1,2.07,6.07,17.62,499.2,,82.02,0.33,96.55,3.5,993.3,15.15,0.0
2018-11-27 06:00:00,2018-11-27 07:00:00,300.0,443.75,125.73,68.0,138.88,59.78,22.12,2.4,6.63,16.38,483.22,,82.35,0.28,168.68,7.95,993.88,14.92,0.0
2018-11-27 07:00:00,2018-11-27 08:00:00,338.5,538.5,220.58,76.98,220.8,70.2,22.0,3.6,6.85,15.55,462.5,,82.53,0.33,142.83,59.25,994.82,15.82,0.0
2018-11-27 08:00:00,2018-11-27 09:00:00,480.75,822.75,191.07,109.93,214.23,76.3,21.72,3.68,6.95,15.5,450.7,,75.78,0.8,112.95,117.7,995.88,18.53,0.0
2018-11-27 09:00:00,2018-11-27 10:00:00,525.0,903.75,102.15,148.48,162.3,73.75,18.68,3.15,7.77,15.48,434.55,,61.03,0.53,114.75,210.67,996.45,21.93,0.0
2018-11-27 10:00:00,2018-11-27 11:00:00,411.0,672.5,48.18,193.78,142.5,73.75,15.93,3.3,24.85,15.02,408.35,,40.5,0.65,123.82,300.03,996.22,26.22,0.0
2018-11-27 11:00:00,2018-11-27 12:00:00,382.25,636.75,30.67,163.1,111.7,72.25,14.25,2.78,37.53,14.7,386.28,,37.3,0.98,264.8,323.02,995.3,27.63,0.0
2018-11-27 12:00:00,2018-11-27 13:00:00,303.25,533.75,17.8,64.2,48.4,55.05,14.55,1.1,55.9,14.22,351.85,,32.9,1.53,333.93,337.42,994.4,28.22,0.0
2018-11-27 13:00:00,2018-11-27 14:00:00,141.0,278.25,9.15,40.38,28.95,44.9,15.78,0.65,71.35,12.38,296.2,,27.65,1.42,174.45,322.5,993.95,28.68,0.0
2018-11-27 14:00:00,2018-11-27 15:00:00,81.25,174.75,3.55,43.02,25.8,45.9,15.0,0.6,85.55,9.53,231.62,,29.9,1.2,23.65,210.17,993.52,28.52,0.0
2018-11-27 15:00:00,2018-11-27 16:00:00,98.0,215.75,1.75,52.75,29.5,44.68,9.95,0.7,76.25,6.17,159.88,,32.2,1.0,14.3,117.18,993.5,27.38,0.0
2018-11-27 16:00:00,2018-11-27 17:00:00,96.75,248.5,4.4,91.58,52.4,41.9,14.97,1.03,29.1,5.23,200.28,,38.62,0.43,61.68,28.15,993.85,24.97,0.0
2018-11-27 17:00:00,2018-11-27 18:00:00,119.75,375.5,55.45,108.25,102.65,43.0,18.0,1.82,6.62,5.42,290.62,,49.45,0.2,182.85,4.05,994.32,22.43,0.0
2018-11-27 18:00:00,2018-11-27 19:00:00,164.75,589.0,88.97,118.85,135.85,50.2,16.7,3.05,4.78,8.35,330.4,,48.52,0.53,291.38,3.28,994.77,22.4,0.0
2018-11-27 19:00:00,2018-11-27 20:00:00,236.5,745.25,140.7,120.18,178.78,53.4,17.97,4.2,5.0,16.07,379.23,,50.9,0.3,229.95,3.43,995.5,21.88,0.0
2018-11-27 20:00:00,2018-11-27 21:00:00,295.5,737.75,137.65,116.62,174.48,60.03,20.15,5.15,6.45,20.45,444.15,,51.82,0.5,294.42,3.3,995.7,21.97,0.0
2018-11-27 21:00:00,2018-11-27 22:00:00,334.75,740.0,169.23,106.35,195.0,58.68,20.88,6.1,6.48,20.9,476.9,,55.38,0.65,301.62,3.32,995.6,21.4,0.0
2018-11-27 22:00:00,2018-11-27 23:00:00,343.5,735.5,235.73,106.82,248.85,59.9,22.1,6.73,6.05,21.12,487.72,,60.53,0.8,286.27,3.27,995.6,20.68,0.0
2018-11-27 23:00:00,2018-11-28 00:00:00,330.25,670.0,121.78,99.27,152.13,59.38,22.28,3.77,4.52,21.2,487.05,,60.4,1.05,298.02,3.27,995.18,20.35,0.0
2018-11-28 00:00:00,2018-11-28 01:00:00,248.5,484.25,91.68,97.25,126.32,58.95,20.05,2.97,4.67,20.22,461.5,,63.6,0.68,283.65,3.32,994.85,19.82,0.0
2018-11-28 01:00:00,2018-11-28 02:00:00,217.5,394.75,120.1,72.9,136.77,61.17,22.43,3.03,5.6,20.75,435.05,,79.15,0.58,171.1,3.55,994.7,17.92,0.0
2018-11-28 02:00:00,2018-11-28 03:00:00,212.75,377.0,128.63,71.0,142.73,53.23,18.33,2.93,5.48,22.63,414.9,,87.83,0.28,134.45,3.5,994.53,17.08,0.0
2018-11-28 03:00:00,2018-11-28 04:00:00,214.5,371.75,226.08,72.55,222.85,62.02,22.5,3.27,5.3,27.62,408.9,,87.73,0.43,238.12,3.4,994.43,17.25,0.0
2018-11-28 04:00:00,2018-11-28 05:00:00,282.5,512.25,217.3,52.67,204.88,66.2,25.63,3.33,6.47,27.8,415.15,,90.68,0.4,177.75,3.53,994.82,16.75,0.0
2018-11-28 05:00:00,2018-11-28 06:00:00,299.25,509.0,216.7,57.07,207.33,65.25,24.18,3.18,6.08,31.18,427.83,,90.33,0.48,178.3,3.55,995.07,16.9,0.0
2018-11-28 06:00:00,2018-11-28 07:00:00,304.75,526.75,263.47,65.17,249.55,72.6,24.32,3.62,6.17,30.55,443.77,,90.55,0.43,232.22,5.58,995.78,16.93,0.0
2018-11-28 07:00:00,2018-11-28 08:00:00,350.75,671.0,190.98,77.73,197.38,80.9,21.8,3.72,6.3,29.18,454.25,,85.43,0.47,280.35,37.45,996.27,18.08,0.0
2018-11-28 08:00:00,2018-11-28 09:00:00,353.75,581.5,108.5,106.33,144.97,77.0,19.88,3.22,5.33,27.07,443.6,,76.18,0.77,246.95,80.12,996.85,20.1,0.0
2018-11-28 09:00:00,2018-11-28 10:00:00,320.25,557.0,150.18,114.13,183.25,80.9,19.65,4.37,7.92,25.2,420.67,,79.9,1.15,115.67,150.25,997.8,21.23,0.0
2018-11-28 10:00:00,2018-11-28 11:00:00,328.25,584.0,65.1,137.93,126.12,84.95,16.63,3.07,12.02,23.9,400.33,,52.07,0.4,142.17,281.03,997.43,25.53,0.0
2018-11-28 11:00:00,2018-11-28 12:00:00,315.25,513.5,28.72,70.85,61.12,73.05,13.9,1.47,23.4,22.07,372.85,,39.62,1.0,335.2,331.1,996.65,27.12,0.0
2018-11-28 12:00:00,2018-11-28 13:00:00,201.75,330.0,21.32,55.45,46.9,67.68,15.05,1.23,44.47,19.85,330.65,,37.58,0.82,163.05,315.27,995.62,27.75,0.0
2018-11-28 13:00:00,2018-11-28 14:00:00,163.5,309.75,14.8,48.25,37.73,61.33,14.73,0.95,60.85,17.35,289.65,,35.72,0.9,258.65,295.8,994.85,28.12,0.0
2018-11-28 14:00:00,2018-11-28 15:00:00,124.75,234.5,10.38,43.07,31.38,53.82,13.7,0.78,67.8,15.17,261.38,,34.05,0.88,266.08,220.35,994.25,28.15,0.0
2018-11-28 15:00:00,2018-11-28 16:00:00,101.25,210.5,7.65,45.0,30.22,51.07,13.67,0.92,80.88,13.18,241.37,,36.95,0.65,287.35,104.4,993.98,26.57,0.0
2018-11-28 16:00:00,2018-11-28 17:00:00,100.0,204.75,7.82,85.17,51.68,47.93,14.3,1.2,37.93,12.02,234.98,,38.77,0.92,309.25,30.65,993.9,25.07,0.0
2018-11-28 17:00:00,2018-11-28 18:00:00,122.75,328.75,52.42,112.77,103.27,46.77,20.78,2.28,8.48,11.62,243.63,,52.52,0.33,150.9,4.32,994.23,22.18,0.0
2018-11-28 18:00:00,2018-11-28 19:00:00,188.0,470.5,153.53,109.65,183.85,56.7,22.55,3.55,6.05,13.0,321.9,,62.68,0.63,101.32,3.77,994.88,20.8,0.0
2018-11-28 19:00:00,2018-11-28 20:00:00,302.5,232.25,239.08,111.55,254.18,52.68,24.62,4.4,7.8,14.5,436.25,,67.88,0.35,89.48,3.75,995.35,20.1,0.0
2018-11-28 20:00:00,2018-11-28 21:00:00,310.5,240.5,147.38,99.98,173.85,57.17,26.22,3.62,8.75,15.62,39.75,,79.88,0.23,254.75,3.43,995.43,18.95,0.0
2018-11-28 21:00:00,2018-11-28 22:00:00,336.5,373.0,170.15,100.05,192.5,64.15,25.08,4.33,12.4,15.85,83.23,,80.88,0.3,43.2,3.52,995.55,18.95,0.0
