From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (),Toluene (),Eth-Benzene (),MP-Xylene (),RH (%),WD (degree),SR (W/mt2),BP (mmHg),AT (),RF (mm),Xylene ()
2019-05-14 15:00:00,2019-05-14 16:00:00,32.75,109.0,1.4,35.25,19.88,24.65,24.4,0.3,82.95,,,,,22.9,193.97,441.3,981.78,36.67,,
2019-05-14 16:00:00,2019-05-14 17:00:00,39.0,110.5,1.58,35.45,20.1,24.7,21.43,0.5,83.47,,,,,23.98,229.72,265.88,981.45,36.33,,
2019-05-14 17:00:00,2019-05-14 18:00:00,43.5,111.75,1.6,37.3,21.07,24.83,22.72,0.5,89.9,,,,,27.75,222.02,103.1,981.4,34.8,,
2019-05-14 18:00:00,2019-05-14 19:00:00,51.75,127.75,1.52,38.25,21.6,25.53,24.05,0.47,83.88,,,,,31.35,45.5,19.75,981.58,32.55,,
2019-05-14 19:00:00,2019-05-14 20:00:00,63.0,130.25,1.45,39.95,22.38,25.4,21.35,0.55,60.1,,,,,39.73,5.97,4.6,982.05,29.28,,
2019-05-14 20:00:00,2019-05-14 21:00:00,69.25,158.0,1.6,44.45,24.93,23.88,25.85,0.82,47.55,,,,,46.05,5.9,4.57,982.63,27.85,,
2019-05-14 21:00:00,2019-05-14 22:00:00,92.75,194.25,1.8,68.6,37.93,23.3,28.42,1.23,22.68,,,,,50.38,5.25,4.57,983.12,26.95,,
2019-05-14 22:00:00,2019-05-14 23:00:00,111.5,224.5,1.67,56.65,31.0,25.85,35.53,1.25,22.2,,,,,56.05,5.38,4.57,983.32,25.8,,
2019-05-14 23:00:00,2019-05-15 00:00:00,129.5,232.0,1.68,59.48,33.0,27.02,38.45,1.27,16.12,,,,,59.02,5.4,4.6,983.23,25.15,,
2019-05-15 00:00:00,2019-05-15 01:00:00,143.0,271.67,1.83,58.27,32.75,28.2,33.33,1.07,10.77,,,,,64.07,5.47,4.57,982.9,24.5,,
2019-05-15 01:00:00,2019-05-15 02:00:00,140.25,277.5,1.77,57.03,31.8,27.37,31.3,1.0,7.2,,,,,68.4,30.7,4.55,982.38,24.2,,
2019-05-15 02:00:00,2019-05-15 03:00:00,133.0,249.5,2.3,64.35,36.1,26.9,33.85,0.9,4.7,,,,,71.62,31.15,4.6,982.4,23.57,,
2019-05-15 03:00:00,2019-05-15 04:00:00,133.25,209.5,2.05,63.98,36.25,26.55,42.27,0.9,8.38,,,,,72.17,34.27,4.53,982.48,23.15,,
2019-05-15 04:00:00,2019-05-15 05:00:00,127.5,197.25,2.23,63.65,36.53,26.38,50.03,0.95,6.62,,,,,71.85,75.42,4.57,982.77,23.2,,
2019-05-15 05:00:00,2019-05-15 06:00:00,135.25,221.25,2.27,60.83,34.15,26.0,59.05,1.03,7.22,,,,,69.47,72.78,22.15,983.33,23.77,,
2019-05-15 06:00:00,2019-05-15 07:00:00,140.0,260.75,5.72,70.1,42.0,26.15,64.9,1.23,7.08,,,,,59.85,88.15,118.38,983.83,27.4,,
2019-05-15 07:00:00,2019-05-15 08:00:00,156.0,301.5,9.1,88.62,54.5,26.18,56.5,1.05,19.35,,,,,70.0,197.2,55.97,985.23,25.92,3.75,
2019-05-15 08:00:00,2019-05-15 09:00:00,142.5,307.0,1.95,44.9,25.48,25.83,19.65,0.6,26.42,,,,,89.7,261.62,7.62,988.88,21.88,0.5,
2019-05-15 09:00:00,2019-05-15 10:00:00,63.75,106.5,1.85,44.88,25.38,26.95,21.22,0.5,28.52,,,,,90.65,214.4,44.15,989.17,21.78,0.5,
2019-05-15 10:00:00,2019-05-15 11:00:00,55.75,87.75,1.57,41.83,23.5,27.25,22.2,0.45,33.27,,,,,82.98,84.47,318.75,988.25,23.73,,
2019-05-15 11:00:00,2019-05-15 12:00:00,51.5,82.75,1.83,42.27,24.0,29.42,28.18,0.47,36.35,,,,,69.57,67.2,592.65,986.95,27.12,,
2019-05-15 12:00:00,2019-05-15 13:00:00,47.5,84.75,1.78,44.3,25.0,32.62,30.6,0.3,43.92,,,,,52.62,80.3,779.83,985.67,30.7,,
2019-05-15 13:00:00,2019-05-15 14:00:00,34.75,70.25,1.73,45.67,25.7,34.35,26.38,0.22,54.23,,,,,39.2,81.17,700.25,984.82,33.48,,
2019-05-15 14:00:00,2019-05-15 15:00:00,21.5,59.0,1.77,49.08,27.52,34.47,29.27,0.3,68.08,,,,,36.25,82.25,645.1,983.95,34.7,,
2019-05-15 15:00:00,2019-05-15 16:00:00,30.0,68.5,1.83,50.35,28.27,34.58,29.12,0.2,68.2,,,,,34.77,96.0,489.75,983.22,35.0,,
2019-05-15 16:00:00,2019-05-15 17:00:00,32.25,70.75,1.6,49.6,27.7,33.75,26.53,0.22,68.75,,,,,34.22,107.88,315.15,982.67,34.95,,
2019-05-15 17:00:00,2019-05-15 18:00:00,32.0,77.0,1.58,53.08,29.53,31.7,25.68,0.33,72.88,,,,,38.08,83.3,123.68,982.6,33.55,,
2019-05-15 18:00:00,2019-05-15 19:00:00,37.5,90.75,1.75,60.4,33.6,30.05,25.12,0.43,48.52,,,,,52.55,68.28,24.27,982.75,30.35,,
2019-05-15 19:00:00,2019-05-15 20:00:00,37.5,104.5,1.98,80.0,44.15,29.3,25.65,0.55,16.1,,,,,69.9,43.18,4.7,982.68,27.73,,
2019-05-15 20:00:00,2019-05-15 21:00:00,44.5,128.0,3.63,91.25,51.5,30.45,26.7,0.8,5.67,,,,,74.65,57.25,4.62,983.0,26.52,,
2019-05-15 21:00:00,2019-05-15 22:00:00,58.25,131.0,3.33,94.33,52.88,31.55,29.05,0.88,7.95,,,,,70.65,97.68,4.62,983.55,26.55,,
2019-05-15 22:00:00,2019-05-15 23:00:00,84.25,169.0,2.7,88.92,49.5,31.12,33.8,1.15,10.1,,,,,71.2,76.42,4.57,983.78,26.55,,
2019-05-15 23:00:00,2019-05-16 00:00:00,114.5,210.75,2.9,90.3,50.35,31.05,38.08,1.33,6.73,,,,,77.78,57.98,4.6,983.77,25.3,,
2019-05-16 00:00:00,2019-05-16 01:00:00,142.25,241.75,4.3,90.22,51.5,31.05,37.82,1.25,2.9,,,,,79.5,42.1,4.55,983.85,25.07,,
2019-05-16 01:00:00,2019-05-16 02:00:00,139.75,238.0,2.67,71.53,40.17,34.17,47.03,0.9,17.55,,,,,76.47,32.78,4.55,983.6,25.0,,
2019-05-16 02:00:00,2019-05-16 03:00:00,109.75,178.0,1.9,61.7,34.3,30.25,41.95,0.8,11.78,,,,,82.25,33.42,4.6,983.35,23.75,,
2019-05-16 03:00:00,2019-05-16 04:00:00,105.25,168.75,7.0,76.28,46.22,30.48,46.83,0.93,5.0,,,,,84.38,48.07,4.57,983.53,23.4,,
2019-05-16 04:00:00,2019-05-16 05:00:00,116.25,216.25,21.35,84.9,62.52,31.98,59.97,0.9,6.92,,,,,75.1,240.77,4.55,984.92,24.92,,
2019-05-16 05:00:00,2019-05-16 06:00:00,133.0,280.0,1.9,48.67,27.42,30.98,36.45,0.27,27.35,,,,,66.33,265.72,12.7,986.42,24.92,,
2019-05-16 06:00:00,2019-05-16 07:00:00,124.0,338.0,1.55,48.6,27.12,29.62,28.77,0.2,34.1,,,,,58.5,179.28,71.22,985.9,25.53,,
2019-05-16 07:00:00,2019-05-16 08:00:00,53.0,282.0,1.55,50.25,28.02,28.3,26.5,0.2,29.73,,,,,72.1,152.8,36.92,986.5,23.18,0.5,
2019-05-16 08:00:00,2019-05-16 09:00:00,27.25,99.75,2.43,53.28,30.35,28.25,24.73,0.22,22.15,,,,,60.35,154.6,290.93,986.0,26.7,,
2019-05-16 09:00:00,2019-05-16 10:00:00,21.5,58.25,2.25,51.17,29.05,29.3,26.32,0.23,28.82,,,,,52.58,87.7,285.32,986.3,29.27,,
2019-05-16 10:00:00,2019-05-16 11:00:00,24.75,72.25,2.38,65.28,36.7,27.48,30.3,0.65,48.02,,,,,51.83,141.85,250.97,986.15,29.55,,
2019-05-16 11:00:00,2019-05-16 12:00:00,41.75,121.75,4.67,95.45,54.58,27.18,32.12,0.9,65.78,,,,,41.8,258.98,517.65,986.25,32.08,,
2019-05-16 12:00:00,2019-05-16 13:00:00,49.5,174.0,2.8,74.45,41.9,31.38,29.07,0.52,139.25,,,,,33.6,241.4,651.45,985.92,34.35,,
2019-05-16 13:00:00,2019-05-16 14:00:00,47.5,150.0,1.73,48.48,27.2,24.63,30.75,0.32,110.82,,,,,32.15,245.05,497.43,985.47,34.52,,
2019-05-16 14:00:00,2019-05-16 15:00:00,48.5,120.5,1.82,41.67,23.62,22.7,32.05,0.3,83.02,,,,,29.1,260.8,650.17,984.85,35.8,,
2019-05-16 15:00:00,2019-05-16 16:00:00,48.75,128.0,1.65,38.4,21.8,23.2,21.62,0.2,67.85,,,,,25.43,268.5,488.85,984.47,35.98,,
2019-05-16 16:00:00,2019-05-16 17:00:00,27.25,97.5,1.55,38.4,21.67,23.23,23.47,0.23,72.45,,,,,28.12,249.2,344.4,984.05,35.83,,
2019-05-16 17:00:00,2019-05-16 18:00:00,29.75,118.75,1.38,37.1,20.88,22.58,25.7,0.3,77.12,,,,,33.15,272.0,114.7,983.78,34.1,,
2019-05-16 18:00:00,2019-05-16 19:00:00,35.25,137.5,1.6,46.2,25.85,22.67,25.55,0.32,53.9,,,,,37.72,277.27,23.25,983.9,31.77,,
2019-05-16 19:00:00,2019-05-16 20:00:00,38.0,157.75,1.68,66.7,36.98,22.2,25.65,0.5,26.02,,,,,49.25,271.25,4.67,984.15,28.67,,
2019-05-16 20:00:00,2019-05-16 21:00:00,48.5,200.5,2.3,99.5,54.85,21.53,25.45,0.8,8.67,,,,,54.52,268.6,4.6,984.73,27.35,,
2019-05-16 21:00:00,2019-05-16 22:00:00,64.75,262.5,17.4,96.47,65.33,22.2,27.75,1.15,2.35,,,,,63.65,268.58,4.62,985.12,26.45,,
2019-05-16 22:00:00,2019-05-16 23:00:00,83.75,312.0,99.43,114.9,143.5,23.9,29.77,1.85,1.83,,,,,67.2,265.77,4.57,985.15,26.05,,
2019-05-16 23:00:00,2019-05-17 00:00:00,116.25,482.25,46.15,94.5,87.8,24.83,25.65,1.4,1.45,,,,,73.32,118.75,4.57,984.92,25.07,,
2019-05-17 00:00:00,2019-05-17 01:00:00,116.25,375.25,23.7,93.12,68.93,23.6,26.1,1.22,1.97,,,,,73.78,117.67,4.53,984.77,24.73,,
2019-05-17 01:00:00,2019-05-17 02:00:00,116.75,332.0,39.93,87.77,78.9,25.4,29.73,1.47,1.95,,,,,76.88,108.05,4.55,984.33,24.47,,
2019-05-17 02:00:00,2019-05-17 03:00:00,122.75,410.25,133.95,94.3,159.2,20.7,27.35,1.85,2.45,,,,,80.42,50.05,4.53,984.08,24.1,,
2019-05-17 03:00:00,2019-05-17 04:00:00,124.5,437.25,135.12,96.05,161.38,21.78,31.35,2.15,4.83,,,,,80.42,61.22,4.55,984.05,24.47,,
2019-05-17 04:00:00,2019-05-17 05:00:00,151.5,549.5,75.72,98.38,114.08,24.2,38.53,1.75,4.1,,,,,77.05,142.07,4.55,984.83,24.92,,
2019-05-17 05:00:00,2019-05-17 06:00:00,162.5,504.75,6.65,58.35,36.45,25.62,59.5,0.77,10.8,,,,,60.68,257.25,12.35,985.67,26.52,,
2019-05-17 06:00:00,2019-05-17 07:00:00,174.0,555.0,4.2,47.95,28.93,23.85,32.38,0.33,19.82,,,,,60.5,271.1,40.72,986.12,26.28,,
2019-05-17 07:00:00,2019-05-17 08:00:00,147.25,,3.15,50.6,29.48,23.48,30.88,0.3,23.57,,,,,59.52,239.62,110.88,985.72,26.77,,
2019-05-17 08:00:00,2019-05-17 09:00:00,134.5,,2.7,51.98,29.88,23.93,31.33,0.3,31.2,,,,,49.5,187.65,413.15,985.8,29.98,,
2019-05-17 09:00:00,2019-05-17 10:00:00,119.0,915.0,2.15,53.93,30.48,26.68,28.23,0.4,49.02,,,,,41.83,254.12,568.83,986.15,32.85,,
2019-05-17 10:00:00,2019-05-17 11:00:00,111.5,885.5,2.12,53.1,29.97,26.85,34.63,0.38,63.0,,,,,36.62,160.77,685.67,986.22,34.48,,
2019-05-17 11:00:00,2019-05-17 12:00:00,98.75,733.5,1.92,51.23,28.85,28.73,37.9,0.33,73.58,,,,,30.8,224.6,772.92,985.8,35.6,,
2019-05-17 12:00:00,2019-05-17 13:00:00,68.0,492.25,1.8,48.07,27.05,28.6,35.3,0.33,81.28,,,,,25.52,236.52,767.02,985.03,36.68,,
2019-05-17 13:00:00,2019-05-17 14:00:00,47.5,300.5,1.65,43.8,24.67,28.88,31.85,0.27,79.8,,,,,24.67,169.38,704.4,984.08,37.53,,
2019-05-17 14:00:00,2019-05-17 15:00:00,37.0,170.5,,,,,,,64.8,,,,,41.0,198.68,179.82,983.15,32.95,3.0,
2019-05-17 15:00:00,2019-05-17 16:00:00,28.5,127.25,1.52,38.8,21.9,25.45,26.98,0.3,45.4,,,,,80.45,165.45,38.12,983.0,23.75,0.5,
2019-05-17 16:00:00,2019-05-17 17:00:00,27.0,86.25,1.63,41.58,23.43,25.9,26.47,0.3,38.42,,,,,74.1,112.6,82.35,982.45,24.48,,
2019-05-17 17:00:00,2019-05-17 18:00:00,19.5,47.5,1.88,45.9,25.95,28.05,25.73,0.3,48.45,,,,,62.4,78.95,135.67,982.4,26.73,,
2019-05-17 18:00:00,2019-05-17 19:00:00,24.75,61.0,1.55,41.33,23.27,27.3,27.0,0.3,45.47,,,,,64.43,68.65,32.15,983.1,25.33,0.5,
2019-05-17 19:00:00,2019-05-17 20:00:00,26.5,52.25,1.48,42.28,23.75,25.85,28.07,0.3,40.2,,,,,66.58,96.22,4.6,983.5,24.33,,
2019-05-17 20:00:00,2019-05-17 21:00:00,24.75,51.5,1.55,45.3,25.38,24.7,28.7,0.43,31.73,,,,,67.03,136.85,4.6,984.25,23.85,,
2019-05-17 21:00:00,2019-05-17 22:00:00,25.25,78.0,1.6,45.15,25.3,23.35,25.68,0.33,37.53,,,,,73.82,217.4,4.53,987.03,23.12,,
2019-05-17 22:00:00,2019-05-17 23:00:00,25.0,137.25,1.7,44.78,25.18,22.48,22.13,0.33,27.57,,,,,91.2,135.93,4.45,985.6,20.9,0.75,
2019-05-17 23:00:00,2019-05-18 00:00:00,14.25,34.75,3.93,56.65,33.27,21.85,17.25,0.3,17.35,,,,,95.55,238.03,4.43,983.48,20.52,1.0,
2019-05-18 00:00:00,2019-05-18 01:00:00,18.25,32.0,1.4,42.55,23.75,22.85,19.98,0.28,31.83,,,,,85.67,236.5,4.5,982.83,21.28,0.5,
2019-05-18 01:00:00,2019-05-18 02:00:00,19.0,38.25,1.43,42.9,23.97,24.9,20.43,0.3,20.65,,,,,89.7,189.67,4.53,983.45,20.9,,
2019-05-18 02:00:00,2019-05-18 03:00:00,21.0,49.0,1.65,37.15,21.1,22.3,19.0,0.3,18.5,,,,,91.45,63.25,4.5,983.8,20.85,,
2019-05-18 03:00:00,2019-05-18 04:00:00,25.25,52.75,1.57,38.45,21.73,21.4,19.43,0.32,11.2,,,,,94.62,60.8,4.5,983.78,20.17,,
2019-05-18 04:00:00,2019-05-18 05:00:00,22.0,64.75,8.62,72.07,44.72,21.02,21.97,0.5,2.25,,,,,95.85,60.77,4.5,984.1,20.27,,
2019-05-18 05:00:00,2019-05-18 06:00:00,28.25,98.25,4.05,55.83,33.02,21.4,23.25,0.4,10.05,,,,,92.48,264.43,16.27,984.78,20.95,,
2019-05-18 06:00:00,2019-05-18 07:00:00,34.25,114.0,2.9,48.17,28.0,21.55,27.12,0.43,15.68,,,,,84.95,287.23,115.67,985.48,22.58,,
2019-05-18 07:00:00,2019-05-18 08:00:00,56.75,128.0,2.7,39.7,23.35,22.05,40.5,0.45,27.83,,,,,72.5,244.82,297.57,985.93,25.07,,
2019-05-18 08:00:00,2019-05-18 09:00:00,65.25,122.5,1.92,35.47,20.45,22.73,38.12,0.4,40.77,,,,,61.7,204.02,473.27,986.08,27.2,,
2019-05-18 09:00:00,2019-05-18 10:00:00,31.25,61.5,1.7,33.05,18.98,22.9,40.38,0.33,50.33,,,,,54.98,201.12,625.93,986.42,28.83,,
2019-05-18 10:00:00,2019-05-18 11:00:00,33.75,60.25,1.48,35.53,20.1,23.25,33.6,0.3,75.47,,,,,50.95,196.05,743.38,986.38,30.18,,
2019-05-18 11:00:00,2019-05-18 12:00:00,29.75,56.0,1.68,37.92,21.55,21.8,34.25,0.4,100.9,,,,,45.4,175.53,807.0,986.08,31.55,,
2019-05-18 12:00:00,2019-05-18 13:00:00,30.25,69.25,1.65,36.42,20.7,21.27,35.35,0.3,109.47,,,,,39.65,229.6,820.15,985.58,33.12,,
2019-05-18 13:00:00,2019-05-18 14:00:00,33.25,74.25,1.6,33.85,19.3,20.9,34.82,0.3,113.55,,,,,36.2,231.97,743.75,984.9,34.25,,
2019-05-18 14:00:00,2019-05-18 15:00:00,32.25,79.75,1.5,33.18,18.85,20.77,36.47,0.33,107.12,,,,,39.27,256.42,606.05,984.15,34.03,,
2019-05-18 15:00:00,2019-05-18 16:00:00,37.5,86.5,1.6,33.33,19.05,22.12,30.88,0.22,78.65,,,,,39.4,267.35,476.22,983.52,33.72,,
2019-05-18 16:00:00,2019-05-18 17:00:00,40.0,90.75,1.52,34.0,19.33,22.88,25.17,0.2,71.95,,,,,39.55,275.32,302.8,983.33,33.3,,
2019-05-18 17:00:00,2019-05-18 18:00:00,34.0,93.25,1.48,35.6,20.15,22.73,20.6,0.2,67.45,,,,,40.67,272.45,121.4,983.55,32.45,,
2019-05-18 18:00:00,2019-05-18 19:00:00,35.25,106.75,1.48,39.38,22.1,22.0,21.6,0.32,55.7,,,,,45.27,287.88,24.62,983.7,30.85,,
2019-05-18 19:00:00,2019-05-18 20:00:00,39.75,126.0,1.45,46.98,26.17,20.45,22.23,0.45,40.3,,,,,52.22,297.18,4.7,984.2,29.12,,
2019-05-18 20:00:00,2019-05-18 21:00:00,48.75,161.5,1.52,57.95,32.05,20.1,24.25,0.6,26.1,,,,,60.4,284.05,4.55,984.27,27.82,,
2019-05-18 21:00:00,2019-05-18 22:00:00,71.0,186.0,1.7,55.78,31.08,20.2,25.25,0.65,26.88,,,,,65.73,284.52,4.57,984.5,27.0,,
2019-05-18 22:00:00,2019-05-18 23:00:00,79.0,168.0,2.02,68.17,37.83,20.77,36.7,0.73,14.45,,,,,67.78,276.55,4.6,984.6,26.25,,
2019-05-18 23:00:00,2019-05-19 00:00:00,84.0,196.25,1.75,57.22,31.85,20.12,40.7,0.57,23.62,,,,,63.85,305.8,4.57,984.3,26.25,,
2019-05-19 00:00:00,2019-05-19 01:00:00,87.0,196.5,1.7,62.72,34.6,20.43,43.5,0.7,16.2,,,,,65.88,304.7,4.57,983.98,25.73,,
2019-05-19 01:00:00,2019-05-19 02:00:00,105.5,266.0,1.87,62.3,34.63,21.73,49.73,0.63,17.3,,,,,67.55,303.08,4.65,983.93,25.12,,
2019-05-19 02:00:00,2019-05-19 03:00:00,107.25,241.0,1.45,47.0,26.2,22.1,45.9,0.55,21.4,,,,,69.5,303.95,4.62,983.9,24.52,,
2019-05-19 03:00:00,2019-05-19 04:00:00,109.0,180.25,1.6,50.95,28.42,19.83,46.38,0.6,18.23,,,,,72.22,184.25,4.57,983.77,23.73,,
2019-05-19 04:00:00,2019-05-19 05:00:00,114.25,202.5,1.52,47.58,26.52,19.45,60.9,0.67,18.0,,,,,71.7,306.98,4.6,983.92,23.7,,
2019-05-19 05:00:00,2019-05-19 06:00:00,117.75,221.75,1.75,48.7,27.3,19.0,61.88,0.67,16.27,,,,,72.3,262.35,17.8,984.52,23.75,,
2019-05-19 06:00:00,2019-05-19 07:00:00,108.0,215.5,2.48,41.82,24.28,18.85,69.58,0.65,23.67,,,,,66.55,278.15,109.77,985.13,25.55,,
2019-05-19 07:00:00,2019-05-19 08:00:00,105.25,192.5,2.28,33.52,19.68,19.02,65.62,0.6,41.15,,,,,53.8,222.83,287.73,985.57,29.0,,
2019-05-19 08:00:00,2019-05-19 09:00:00,91.0,163.75,1.88,32.42,18.77,19.35,42.52,0.62,59.05,,,,,43.75,169.0,467.27,985.9,31.85,,
2019-05-19 09:00:00,2019-05-19 10:00:00,69.25,132.75,1.7,32.58,18.73,20.3,36.33,0.6,74.0,,,,,36.1,200.53,626.6,986.17,34.1,,
2019-05-19 10:00:00,2019-05-19 11:00:00,61.0,122.33,1.67,32.43,18.6,20.73,33.05,0.53,87.8,,,,,31.67,170.03,734.03,986.23,35.47,,
2019-05-19 11:00:00,2019-05-19 12:00:00,66.0,121.25,1.6,30.82,17.7,20.58,32.85,0.47,97.65,,,,,26.88,149.45,800.62,985.73,36.65,,
2019-05-19 12:00:00,2019-05-19 13:00:00,59.25,116.5,1.4,29.05,16.6,19.52,30.5,0.4,97.15,,,,,22.73,205.72,787.55,985.25,38.08,,
2019-05-19 13:00:00,2019-05-19 14:00:00,47.25,98.75,1.23,27.47,15.63,18.8,29.15,0.4,101.58,,,,,20.52,188.03,719.38,984.62,38.7,,
2019-05-19 14:00:00,2019-05-19 15:00:00,45.5,95.0,1.38,26.65,15.3,18.65,28.15,0.4,109.55,,,,,20.45,191.62,592.5,984.1,38.73,,
2019-05-19 15:00:00,2019-05-19 16:00:00,46.25,97.0,1.48,26.2,15.15,18.43,28.02,0.4,110.1,,,,,21.38,244.33,419.7,983.62,38.42,,
2019-05-19 16:00:00,2019-05-19 17:00:00,45.5,106.75,1.32,27.43,15.67,18.23,28.0,0.35,109.2,,,,,22.23,259.45,263.68,983.27,37.65,,
2019-05-19 17:00:00,2019-05-19 18:00:00,48.5,117.75,1.5,28.77,16.5,17.18,25.57,0.37,96.83,,,,,23.75,278.32,108.75,983.17,36.48,,
2019-05-19 18:00:00,2019-05-19 19:00:00,46.0,124.25,1.35,31.08,17.65,16.7,25.9,0.4,78.0,,,,,26.12,290.77,23.82,983.53,34.42,,
2019-05-19 19:00:00,2019-05-19 20:00:00,53.0,148.75,1.4,38.1,21.43,16.9,27.4,0.53,56.98,,,,,29.75,290.48,4.67,984.0,32.13,,
2019-05-19 20:00:00,2019-05-19 21:00:00,59.25,159.25,1.48,49.22,27.38,16.82,28.55,0.72,34.62,,,,,35.58,301.53,4.62,984.58,29.45,,
2019-05-19 21:00:00,2019-05-19 22:00:00,74.25,183.75,1.85,81.0,44.6,16.93,33.62,0.93,13.55,,,,,38.05,313.57,4.67,985.2,27.85,,
2019-05-19 22:00:00,2019-05-19 23:00:00,93.0,247.5,2.0,90.6,49.82,17.33,41.4,1.05,8.0,,,,,43.15,300.12,4.6,985.95,26.85,,
2019-05-19 23:00:00,2019-05-20 00:00:00,117.25,298.0,4.78,102.25,58.27,18.12,55.95,1.13,2.45,,,,,46.22,301.4,4.62,985.9,25.97,,
2019-05-20 00:00:00,2019-05-20 01:00:00,159.0,349.25,5.1,95.4,54.9,17.67,55.45,1.02,1.9,,,,,52.52,301.48,4.65,985.7,24.9,,
2019-05-20 01:00:00,2019-05-20 02:00:00,144.75,319.5,4.3,79.57,45.87,18.43,55.2,1.0,4.6,,,,,58.92,300.0,4.6,985.08,23.95,,
2019-05-20 02:00:00,2019-05-20 03:00:00,153.25,319.75,68.05,90.8,103.55,19.7,54.3,1.35,3.02,,,,,60.2,300.05,4.6,984.75,23.23,,
2019-05-20 03:00:00,2019-05-20 04:00:00,195.0,464.75,117.18,92.1,144.58,17.8,52.75,1.42,2.25,,,,,63.85,300.68,4.62,984.48,23.0,,
2019-05-20 04:00:00,2019-05-20 05:00:00,184.75,629.5,63.32,73.58,90.7,17.0,54.2,1.07,3.05,,,,,61.68,288.4,4.65,984.9,23.62,,
2019-05-20 05:00:00,2019-05-20 06:00:00,183.0,701.75,4.83,50.33,30.73,18.15,73.22,0.83,12.03,,,,,57.05,285.8,19.48,985.5,24.6,,
2019-05-20 06:00:00,2019-05-20 07:00:00,163.0,304.75,5.58,52.8,32.6,17.92,69.52,0.95,16.3,,,,,52.4,284.9,112.85,986.0,26.62,,
2019-05-20 07:00:00,2019-05-20 08:00:00,173.5,348.5,5.08,55.1,33.47,18.78,83.12,0.97,32.27,,,,,46.58,284.65,283.3,986.48,29.58,,
2019-05-20 08:00:00,2019-05-20 09:00:00,183.5,358.0,3.28,44.95,26.6,19.15,77.05,0.9,54.48,,,,,39.58,289.3,460.9,986.73,33.5,,
2019-05-20 09:00:00,2019-05-20 10:00:00,139.0,303.25,2.2,40.52,23.38,19.5,65.42,0.72,84.85,,,,,33.27,277.95,610.53,986.8,36.08,,
2019-05-20 10:00:00,2019-05-20 11:00:00,106.5,259.25,1.6,32.88,18.8,18.65,39.13,0.47,101.32,,,,,24.3,276.82,723.52,986.75,38.23,,
2019-05-20 11:00:00,2019-05-20 12:00:00,68.75,187.25,1.6,30.32,17.43,17.68,26.7,0.4,101.67,,,,,21.2,265.9,749.52,986.3,39.67,,
2019-05-20 12:00:00,2019-05-20 13:00:00,54.0,176.75,1.48,27.82,16.0,17.17,20.55,0.3,93.97,,,,,18.1,256.47,719.45,985.7,40.52,,
2019-05-20 13:00:00,2019-05-20 14:00:00,37.75,154.5,1.58,25.1,14.65,17.07,17.75,0.2,84.72,,,,,16.25,239.1,658.67,984.98,41.07,,
2019-05-20 14:00:00,2019-05-20 15:00:00,33.75,160.25,1.52,23.7,13.82,16.93,16.23,0.2,87.88,,,,,16.52,221.4,548.95,984.15,41.02,,
2019-05-20 15:00:00,2019-05-20 16:00:00,33.5,156.5,1.5,23.45,13.7,16.77,17.8,0.22,89.75,,,,,16.9,232.5,450.85,983.48,40.8,,
2019-05-20 16:00:00,2019-05-20 17:00:00,33.75,154.0,1.48,21.38,12.57,16.1,17.4,0.12,78.12,,,,,14.88,206.33,305.7,982.88,40.33,,
2019-05-20 17:00:00,2019-05-20 18:00:00,29.25,132.75,1.57,23.05,13.55,15.07,21.38,0.2,78.83,,,,,19.1,197.4,120.35,982.73,38.8,,
2019-05-20 18:00:00,2019-05-20 19:00:00,27.0,135.75,1.35,27.7,15.85,14.5,20.8,0.28,56.88,,,,,19.8,184.22,25.57,983.1,36.33,,
2019-05-20 19:00:00,2019-05-20 20:00:00,29.75,154.75,1.88,59.05,32.98,13.5,23.15,0.52,24.62,,,,,25.8,320.12,4.7,983.63,32.4,,
2019-05-20 20:00:00,2019-05-20 21:00:00,49.5,228.25,5.6,94.45,54.8,15.9,41.12,0.93,2.48,,,,,33.73,130.2,4.55,983.95,30.62,,
2019-05-20 21:00:00,2019-05-20 22:00:00,87.25,369.0,6.57,80.3,48.08,16.77,48.55,1.0,3.78,,,,,34.55,294.52,4.6,984.45,30.17,,
2019-05-20 22:00:00,2019-05-20 23:00:00,95.25,317.25,4.3,71.5,40.78,16.25,52.1,0.9,4.47,,,,,39.7,279.7,4.6,984.7,28.85,,
2019-05-20 23:00:00,2019-05-21 00:00:00,90.0,263.75,26.0,78.2,62.77,16.35,54.4,0.93,1.73,,,,,43.4,227.68,4.6,984.45,28.1,,
2019-05-21 00:00:00,2019-05-21 01:00:00,95.5,315.75,27.68,83.38,66.85,16.25,54.2,0.85,1.33,,,,,45.83,321.7,4.57,983.83,27.28,,
2019-05-21 01:00:00,2019-05-21 02:00:00,119.75,385.25,18.7,76.1,55.87,18.03,65.2,0.87,3.5,,,,,46.8,304.25,4.6,983.48,27.02,,
2019-05-21 02:00:00,2019-05-21 03:00:00,144.5,417.0,2.9,50.05,28.95,19.35,75.55,0.8,7.5,,,,,46.25,293.32,4.65,983.42,27.15,,
2019-05-21 03:00:00,2019-05-21 04:00:00,148.0,324.25,2.6,51.5,29.5,17.98,60.52,0.8,9.8,,,,,48.05,286.7,4.6,983.25,26.52,,
