From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-10-19 08:00:00,2018-10-19 09:00:00,234.67,449.25,29.45,59.15,55.5,62.07,17.77,2.35,12.12,4.43,21.9,,67.62,0.48,49.05,119.7,990.3,,23.8,0.0
2018-10-19 09:00:00,2018-10-19 10:00:00,271.67,474.5,21.78,63.25,51.4,64.85,23.22,2.23,21.0,3.9,22.53,,61.2,0.48,45.02,171.05,990.55,,26.4,0.0
2018-10-19 10:00:00,2018-10-19 11:00:00,244.0,430.75,13.27,62.02,43.82,68.65,30.32,2.07,58.77,3.87,22.0,,52.27,0.38,110.45,186.08,990.2,,29.3,0.0
2018-10-19 11:00:00,2018-10-19 12:00:00,216.67,368.5,7.98,50.48,33.35,68.1,29.05,1.9,90.67,3.43,19.55,,45.95,0.25,213.65,333.8,989.85,,31.28,0.0
2018-10-19 12:00:00,2018-10-19 13:00:00,194.67,344.25,3.2,50.38,29.38,66.68,25.62,1.9,125.25,3.15,18.1,,39.9,0.33,246.55,311.5,989.28,,32.65,0.0
2018-10-19 13:00:00,2018-10-19 14:00:00,163.67,340.0,3.62,51.0,30.05,64.03,26.3,1.75,148.38,2.88,18.5,,36.3,0.23,199.32,195.58,988.4,,33.12,0.0
2018-10-19 14:00:00,2018-10-19 15:00:00,137.0,323.75,1.73,34.9,19.95,57.35,21.83,1.45,149.32,2.73,17.07,,36.83,0.28,51.38,108.25,987.78,,32.5,0.0
2018-10-19 15:00:00,2018-10-19 16:00:00,114.67,265.75,1.65,37.57,21.32,52.88,17.9,1.45,124.78,2.3,17.93,,37.75,1.0,41.3,83.53,987.35,,32.1,0.0
2018-10-19 16:00:00,2018-10-19 17:00:00,118.67,278.75,2.57,44.83,25.98,51.65,17.75,2.0,82.35,2.65,16.53,,40.23,0.98,38.32,60.0,987.53,,31.4,0.0
2018-10-19 17:00:00,2018-10-19 18:00:00,156.33,345.75,4.93,68.05,40.3,53.2,18.8,2.6,47.7,3.52,17.03,,45.22,0.58,39.5,11.18,988.08,,29.57,0.0
2018-10-19 18:00:00,2018-10-19 19:00:00,235.67,470.5,10.85,85.55,54.35,63.3,21.35,3.78,31.45,4.73,18.1,,56.55,0.4,42.25,2.78,988.57,,27.42,0.0
2018-10-19 19:00:00,2018-10-19 20:00:00,295.33,576.25,7.65,78.2,47.88,58.0,15.77,3.02,16.5,4.4,18.5,,65.32,0.43,45.93,2.9,989.25,,25.72,0.0
2018-10-19 20:00:00,2018-10-19 21:00:00,256.33,460.0,6.75,72.65,44.18,55.85,11.57,2.48,10.23,3.1,18.93,,73.65,0.2,96.62,2.95,989.83,,24.05,0.0
2018-10-19 21:00:00,2018-10-19 22:00:00,249.33,434.25,7.8,73.87,45.62,56.6,9.38,2.45,9.88,2.95,17.7,,76.38,0.23,97.3,2.88,990.22,,23.32,0.0
2018-10-19 22:00:00,2018-10-19 23:00:00,253.67,412.75,9.83,67.4,43.82,59.6,10.25,2.38,9.88,2.93,19.32,,72.78,0.55,52.07,2.98,990.48,,23.85,0.0
2018-10-19 23:00:00,2018-10-20 00:00:00,258.67,409.75,11.5,64.57,43.73,62.83,8.05,2.2,7.43,2.77,17.93,,78.55,0.2,108.6,2.9,990.62,,22.25,0.0
2018-10-20 00:00:00,2018-10-20 01:00:00,258.0,384.75,14.4,56.53,42.35,62.33,8.0,2.02,7.0,2.68,20.05,,75.67,0.23,100.45,2.88,990.65,,21.85,0.0
2018-10-20 01:00:00,2018-10-20 02:00:00,275.67,391.75,9.68,50.47,34.78,63.65,7.92,2.0,10.4,2.7,21.5,,68.42,0.58,46.73,2.98,990.52,,22.23,0.0
2018-10-20 02:00:00,2018-10-20 03:00:00,303.67,422.0,21.2,49.4,43.6,60.4,,2.0,8.1,2.62,19.78,,70.77,0.2,153.05,2.65,990.3,,21.4,0.0
2018-10-20 03:00:00,2018-10-20 04:00:00,331.0,444.5,25.42,46.38,45.43,60.88,8.95,2.0,7.12,2.77,18.2,,74.2,0.1,234.3,2.7,990.15,,20.68,0.0
2018-10-20 04:00:00,2018-10-20 05:00:00,346.67,453.0,37.52,51.2,57.9,63.18,9.8,2.0,7.12,2.75,21.15,,75.08,0.1,98.3,2.83,990.27,,20.3,0.0
2018-10-20 05:00:00,2018-10-20 06:00:00,330.33,459.25,50.18,54.88,70.1,64.27,10.02,2.03,7.82,2.85,20.25,,76.48,0.1,141.52,2.85,990.6,,20.1,0.0
2018-10-20 06:00:00,2018-10-20 07:00:00,326.67,463.25,39.8,59.32,64.2,63.82,11.15,2.45,8.05,3.15,17.73,,71.97,0.1,155.15,8.62,991.18,,20.12,0.0
2018-10-20 07:00:00,2018-10-20 08:00:00,335.0,526.0,55.15,71.85,83.1,63.07,13.5,2.85,9.8,3.43,17.0,,64.42,0.13,153.6,56.1,991.9,,22.47,0.0
2018-10-20 08:00:00,2018-10-20 09:00:00,292.67,527.75,35.12,77.68,69.95,66.65,29.0,2.5,13.38,3.7,17.95,,47.95,0.45,40.98,135.88,992.73,,26.15,0.0
2018-10-20 09:00:00,2018-10-20 10:00:00,262.67,509.0,14.43,48.93,37.85,68.02,30.55,1.95,38.52,3.13,18.32,,42.0,0.43,49.98,179.92,993.33,,28.4,0.0
2018-10-20 10:00:00,2018-10-20 11:00:00,241.5,426.5,11.45,41.25,31.22,65.57,25.85,1.77,58.1,2.65,17.3,,37.45,0.5,52.53,196.5,993.4,,30.4,0.0
2018-10-20 11:00:00,2018-10-20 12:00:00,195.5,360.75,7.27,35.25,24.68,60.28,24.77,1.6,84.03,2.35,15.6,,33.27,0.45,49.75,347.3,992.85,,32.32,0.0
2018-10-20 12:00:00,2018-10-20 13:00:00,139.75,294.0,5.42,38.23,24.8,49.4,26.25,1.35,99.87,2.12,14.95,,25.03,0.38,187.22,377.78,991.8,,33.08,0.0
2018-10-20 13:00:00,2018-10-20 14:00:00,99.5,236.0,2.47,34.05,20.1,44.5,21.7,1.18,110.2,1.82,15.5,,21.75,0.58,36.95,211.9,990.75,,33.18,0.0
2018-10-20 14:00:00,2018-10-20 15:00:00,84.0,205.75,2.7,30.88,18.57,38.48,19.1,1.03,98.62,1.53,14.18,,20.48,0.83,43.73,85.88,990.0,,32.2,0.0
2018-10-20 15:00:00,2018-10-20 16:00:00,74.25,171.25,1.68,39.05,22.15,37.38,26.85,1.13,105.6,1.62,13.73,,25.85,0.75,51.15,74.6,989.7,,31.67,0.0
2018-10-20 16:00:00,2018-10-20 17:00:00,87.0,225.75,1.57,37.1,20.65,40.38,22.93,1.15,90.35,1.42,13.62,,32.4,0.15,90.23,61.3,989.8,,30.18,0.0
2018-10-20 17:00:00,2018-10-20 18:00:00,80.75,214.75,2.85,55.23,31.62,40.4,20.65,1.4,45.37,1.32,14.05,,42.37,0.1,189.97,11.25,990.05,,26.72,0.0
2018-10-20 18:00:00,2018-10-20 19:00:00,126.0,294.75,11.2,85.12,54.4,50.05,18.82,2.6,12.33,1.83,14.6,,50.27,0.1,288.45,2.73,990.45,,24.78,0.0
2018-10-20 19:00:00,2018-10-20 20:00:00,236.25,467.75,25.07,82.52,64.32,50.38,18.7,2.65,8.82,3.38,18.53,,53.68,0.1,210.33,2.73,990.98,,23.97,0.0
2018-10-20 20:00:00,2018-10-20 21:00:00,244.75,506.25,41.62,83.82,78.42,50.1,21.87,3.2,11.3,3.28,24.15,,52.65,0.45,60.6,2.95,991.43,,23.85,0.0
2018-10-20 21:00:00,2018-10-20 22:00:00,257.0,541.0,19.73,76.2,56.62,48.05,14.47,2.35,7.77,3.28,28.07,,53.4,0.35,56.2,3.0,991.68,,23.25,0.0
2018-10-20 22:00:00,2018-10-20 23:00:00,198.0,375.25,24.83,68.95,56.82,46.38,13.38,2.2,7.22,2.5,22.0,,57.32,0.28,68.57,2.88,991.7,,22.43,0.0
2018-10-20 23:00:00,2018-10-21 00:00:00,204.75,388.75,35.48,72.15,67.32,51.0,15.67,2.23,7.45,2.72,23.2,,55.92,0.45,56.27,3.05,991.43,,22.4,0.0
2018-10-21 00:00:00,2018-10-21 01:00:00,214.5,395.5,26.97,61.9,54.95,54.83,17.08,1.87,6.68,2.5,26.07,,56.2,0.25,58.18,2.98,991.17,,22.03,0.0
2018-10-21 01:00:00,2018-10-21 02:00:00,219.0,360.25,25.08,52.2,48.2,57.38,16.42,1.87,7.8,2.48,20.12,,54.23,0.48,44.82,2.95,991.1,,22.43,0.0
2018-10-21 02:00:00,2018-10-21 03:00:00,251.75,388.25,47.0,59.7,70.1,52.2,,1.9,7.7,2.75,21.28,,59.05,0.25,110.62,2.8,990.9,,21.05,0.0
2018-10-21 03:00:00,2018-10-21 04:00:00,260.5,406.25,30.83,48.78,51.07,54.88,13.38,1.77,7.03,2.85,21.98,,58.82,0.3,87.95,2.9,990.78,,21.17,0.0
2018-10-21 04:00:00,2018-10-21 05:00:00,232.75,346.25,25.22,51.23,47.88,53.62,12.95,1.7,6.85,2.32,18.9,,61.72,0.23,205.85,2.8,990.5,,20.8,0.0
2018-10-21 05:00:00,2018-10-21 06:00:00,225.25,345.75,82.4,48.07,92.67,53.82,12.27,1.93,7.67,2.3,16.43,,69.75,0.1,126.67,2.77,990.98,,20.18,0.0
2018-10-21 06:00:00,2018-10-21 07:00:00,242.25,440.5,141.6,56.15,146.05,60.93,14.18,2.75,8.8,3.03,16.62,,71.03,0.13,97.02,8.32,991.6,,20.45,0.0
2018-10-21 07:00:00,2018-10-21 08:00:00,309.5,639.75,101.5,66.08,118.02,67.82,18.58,2.82,12.08,4.55,18.2,,60.2,0.45,39.2,52.2,992.55,,22.3,0.0
2018-10-21 08:00:00,2018-10-21 09:00:00,293.5,588.25,34.67,60.73,60.65,59.82,28.3,2.17,11.05,3.48,18.5,,49.22,0.28,79.4,117.6,993.1,,24.97,0.0
2018-10-21 09:00:00,2018-10-21 10:00:00,166.5,333.25,27.9,52.72,50.75,66.2,32.95,1.97,19.95,3.4,17.5,,39.95,0.52,113.4,223.38,993.68,,28.12,0.0
2018-10-21 10:00:00,2018-10-21 11:00:00,186.75,350.5,21.67,50.38,44.52,68.02,32.38,1.87,24.7,3.1,17.52,,42.7,0.75,35.35,195.02,993.88,,27.18,0.0
2018-10-21 11:00:00,2018-10-21 12:00:00,182.75,338.75,16.73,47.3,38.82,69.57,27.07,1.77,46.15,3.2,18.0,,38.52,0.85,48.6,334.82,993.57,,29.35,0.0
2018-10-21 12:00:00,2018-10-21 13:00:00,163.0,295.5,10.0,48.12,33.75,63.67,23.6,1.7,67.48,2.5,18.1,,39.82,0.88,41.62,214.58,992.77,,29.85,0.0
2018-10-21 13:00:00,2018-10-21 14:00:00,144.0,285.0,7.25,36.12,25.12,59.23,16.2,1.37,82.17,2.32,16.52,,33.75,0.92,49.43,214.52,992.08,,31.05,0.0
2018-10-21 14:00:00,2018-10-21 15:00:00,97.0,202.0,3.88,34.6,21.55,56.07,15.6,1.27,98.7,1.95,14.75,,34.78,0.78,55.1,101.42,991.25,,30.5,0.0
2018-10-21 15:00:00,2018-10-21 16:00:00,94.25,189.75,3.3,37.55,22.68,48.73,23.32,1.18,90.02,1.65,13.2,,31.88,0.75,54.18,76.48,990.83,,30.45,0.0
2018-10-21 16:00:00,2018-10-21 17:00:00,74.25,173.25,3.55,38.2,23.28,47.85,20.97,1.13,73.7,1.45,12.65,,38.57,0.1,148.32,57.92,990.7,,28.8,0.0
2018-10-21 17:00:00,2018-10-21 18:00:00,77.5,214.5,3.55,61.6,35.68,48.25,17.8,1.67,32.63,1.55,14.78,,46.9,0.23,135.97,11.1,990.82,,25.92,0.0
2018-10-21 18:00:00,2018-10-21 19:00:00,119.0,332.0,11.72,82.07,53.2,45.05,16.73,2.4,12.88,2.23,16.92,,48.65,0.15,184.3,2.57,990.98,,24.1,0.0
2018-10-21 19:00:00,2018-10-21 20:00:00,175.5,426.75,63.65,102.07,106.02,52.07,21.07,4.52,10.8,2.85,20.8,,54.48,0.1,276.92,2.65,991.45,,23.15,0.0
2018-10-21 20:00:00,2018-10-21 21:00:00,286.0,603.5,75.4,100.43,114.83,50.0,28.1,4.15,9.47,4.75,28.35,,57.47,0.1,94.95,2.72,991.97,,22.88,0.0
2018-10-21 21:00:00,2018-10-21 22:00:00,278.0,600.75,50.95,88.07,88.38,47.05,18.85,3.05,7.85,3.85,32.22,,58.78,0.13,98.42,2.6,992.18,,22.47,0.0
2018-10-21 22:00:00,2018-10-21 23:00:00,238.25,447.0,25.25,75.65,60.78,55.3,22.97,2.35,9.35,4.62,28.25,,47.93,0.45,35.45,2.67,992.2,,23.5,0.0
2018-10-21 23:00:00,2018-10-22 00:00:00,280.25,497.0,41.12,67.98,69.65,49.05,18.37,2.07,8.58,4.15,23.9,,51.88,0.45,41.07,2.73,992.07,,22.17,0.0
2018-10-22 00:00:00,2018-10-22 01:00:00,215.5,441.75,38.15,64.05,65.2,50.67,9.45,1.82,9.17,3.12,21.88,,53.82,0.4,39.9,2.8,991.82,,21.48,0.0
2018-10-22 01:00:00,2018-10-22 02:00:00,213.25,411.25,41.73,62.82,67.73,56.48,10.63,1.95,10.6,4.12,21.85,,60.45,0.15,41.97,2.78,991.45,,20.0,0.0
2018-10-22 02:00:00,2018-10-22 03:00:00,282.75,455.75,23.4,51.7,46.6,44.1,,1.6,11.35,5.07,21.38,,57.12,0.2,100.97,2.62,990.95,,20.33,0.0
2018-10-22 03:00:00,2018-10-22 04:00:00,261.5,391.25,30.95,52.75,53.33,48.8,9.6,1.6,7.25,3.53,20.55,,59.4,0.25,269.32,2.55,990.6,,20.25,0.0
2018-10-22 04:00:00,2018-10-22 05:00:00,198.25,291.5,22.18,53.75,46.68,50.57,11.15,1.53,7.9,3.05,18.4,,57.8,0.35,95.53,2.52,990.48,,20.65,0.0
2018-10-22 05:00:00,2018-10-22 06:00:00,185.0,291.0,35.07,63.22,62.22,48.83,11.3,1.5,6.95,2.67,17.5,,58.75,0.23,191.9,2.72,990.85,,20.43,0.0
2018-10-22 06:00:00,2018-10-22 07:00:00,167.25,301.75,35.55,64.58,63.18,52.2,11.1,2.15,7.45,4.65,17.7,,58.68,0.3,95.68,7.35,991.4,,20.47,0.0
2018-10-22 07:00:00,2018-10-22 08:00:00,184.0,374.75,34.9,65.1,63.1,49.82,15.02,2.0,8.15,2.98,16.43,,54.73,0.38,181.57,48.2,991.77,,21.53,0.0
2018-10-22 08:00:00,2018-10-22 09:00:00,173.75,361.5,32.73,69.47,63.27,53.45,15.97,2.1,10.3,2.8,16.5,,47.82,0.45,14.67,137.73,992.25,,23.75,0.0
2018-10-22 09:00:00,2018-10-22 10:00:00,156.75,345.5,15.6,50.57,39.6,51.88,15.47,1.75,33.5,2.25,15.72,,40.92,0.5,9.72,193.98,992.52,,26.2,0.0
2018-10-22 10:00:00,2018-10-22 11:00:00,144.0,303.25,11.1,49.18,35.27,53.5,17.0,1.68,58.8,2.12,15.4,,36.95,0.58,267.23,185.55,992.47,,28.52,0.0
2018-10-22 11:00:00,2018-10-22 12:00:00,138.25,304.0,8.38,41.48,28.88,52.62,16.42,1.5,81.38,2.25,16.1,,33.05,0.83,16.3,383.95,991.75,,30.15,0.0
2018-10-22 12:00:00,2018-10-22 13:00:00,121.25,309.5,5.5,40.5,26.0,47.0,17.6,1.45,94.6,2.48,15.97,,29.55,1.22,31.88,376.67,990.97,,30.97,0.0
2018-10-22 13:00:00,2018-10-22 14:00:00,111.75,330.25,3.95,36.02,22.4,41.6,13.8,1.23,94.15,2.15,14.1,,29.23,1.47,38.97,176.93,989.9,,30.7,0.0
2018-10-22 14:00:00,2018-10-22 15:00:00,82.75,257.25,3.9,31.6,20.0,40.6,12.83,1.13,98.13,1.92,12.72,,28.72,1.0,30.97,81.65,989.12,,30.68,0.0
2018-10-22 15:00:00,2018-10-22 16:00:00,84.25,235.0,2.48,33.68,19.95,37.32,13.67,1.1,95.75,1.7,12.95,,28.97,1.0,28.43,74.25,988.57,,30.3,0.0
2018-10-22 16:00:00,2018-10-22 17:00:00,80.25,228.75,2.9,40.23,23.73,38.6,16.5,1.42,89.65,1.87,13.08,,33.0,0.9,27.92,57.2,988.6,,29.62,0.0
2018-10-22 17:00:00,2018-10-22 18:00:00,108.75,311.75,2.9,62.25,35.47,40.23,17.07,1.73,52.1,2.55,17.65,,39.12,0.35,18.95,10.03,988.65,,27.85,0.0
2018-10-22 18:00:00,2018-10-22 19:00:00,136.75,407.0,15.7,96.75,64.15,44.42,15.8,2.7,11.05,3.08,24.28,,47.3,0.2,174.98,2.57,989.05,,25.62,0.0
2018-10-22 19:00:00,2018-10-22 20:00:00,170.5,430.5,51.95,102.62,96.92,45.55,21.2,3.6,7.75,8.47,23.53,,52.0,0.18,21.1,2.62,989.6,,24.55,0.0
2018-10-22 20:00:00,2018-10-22 21:00:00,199.0,438.0,54.72,95.7,95.52,45.92,20.87,3.45,7.2,5.8,30.63,,51.25,0.2,342.03,2.52,990.12,,24.42,0.0
2018-10-22 21:00:00,2018-10-22 22:00:00,186.0,407.25,61.6,94.4,100.42,44.05,22.57,3.0,6.88,4.55,32.97,,53.8,0.23,176.93,2.65,990.43,,23.6,0.0
2018-10-22 22:00:00,2018-10-22 23:00:00,175.25,395.5,67.6,89.8,102.85,46.12,18.33,2.95,7.32,4.1,29.1,,59.7,0.1,61.32,2.8,990.48,,22.4,0.0
2018-10-22 23:00:00,2018-10-23 00:00:00,173.0,375.5,71.3,82.72,102.12,45.2,17.92,2.7,7.2,3.72,28.47,,61.1,0.13,77.65,2.73,990.27,,21.9,0.0
2018-10-23 00:00:00,2018-10-23 01:00:00,153.75,311.75,71.65,76.62,99.15,46.85,17.15,2.32,6.75,3.48,26.6,,59.55,0.2,117.4,2.72,989.95,,21.8,0.0
2018-10-23 01:00:00,2018-10-23 02:00:00,153.25,286.5,38.95,70.35,69.23,46.22,16.75,1.92,7.8,3.28,25.57,,56.95,0.13,208.92,2.75,989.57,,21.7,0.0
2018-10-23 02:00:00,2018-10-23 03:00:00,166.5,288.5,36.6,59.1,61.2,40.1,,1.8,7.2,3.23,25.55,,58.32,0.18,117.57,2.72,989.32,,21.28,0.0
2018-10-23 03:00:00,2018-10-23 04:00:00,179.25,302.25,42.03,62.1,67.23,43.75,15.28,1.8,7.38,3.07,24.15,,59.98,0.18,182.18,2.62,989.33,,20.83,0.0
2018-10-23 04:00:00,2018-10-23 05:00:00,183.0,309.25,39.05,59.8,63.65,42.65,20.33,1.6,7.55,3.07,23.12,,57.15,0.23,197.4,2.9,989.5,,20.52,0.0
2018-10-23 05:00:00,2018-10-23 06:00:00,171.0,299.5,28.97,64.03,57.7,40.48,24.3,1.57,7.32,3.3,19.78,,56.68,0.15,227.2,2.75,989.88,,19.85,0.0
2018-10-23 06:00:00,2018-10-23 07:00:00,170.5,313.75,59.95,70.7,86.33,45.38,27.4,2.22,9.82,3.73,18.0,,56.3,0.13,230.75,6.65,990.55,,19.72,0.0
2018-10-23 07:00:00,2018-10-23 08:00:00,203.0,424.75,67.22,75.42,95.05,38.45,46.32,2.57,8.38,3.65,17.75,,49.53,0.15,268.55,47.82,990.98,,21.7,0.0
2018-10-23 08:00:00,2018-10-23 09:00:00,206.75,540.25,47.52,85.15,84.15,41.97,34.77,2.25,10.25,3.77,18.0,,40.88,0.4,10.85,141.7,991.45,,24.62,0.0
2018-10-23 09:00:00,2018-10-23 10:00:00,149.75,384.0,26.08,71.35,59.2,40.18,21.73,1.87,26.5,2.88,17.35,,36.42,0.35,173.27,194.03,992.18,,27.3,0.0
2018-10-23 10:00:00,2018-10-23 11:00:00,131.5,343.0,18.35,66.25,50.18,43.75,21.62,1.77,50.12,2.67,16.7,,33.65,0.35,98.3,183.47,992.28,,29.35,0.0
2018-10-23 11:00:00,2018-10-23 12:00:00,126.75,323.5,12.3,66.65,45.53,46.75,21.4,1.83,101.93,2.77,18.1,,31.42,0.38,257.95,335.93,991.7,,30.93,0.0
2018-10-23 12:00:00,2018-10-23 13:00:00,133.0,351.0,5.45,53.23,32.73,45.17,19.75,1.5,134.92,3.05,18.83,,28.8,0.43,255.12,343.97,990.9,,31.62,0.0
2018-10-23 13:00:00,2018-10-23 14:00:00,120.25,297.0,4.13,43.08,26.22,40.7,13.97,1.32,142.38,2.53,17.17,,27.38,0.48,106.4,194.27,990.12,,31.53,0.0
2018-10-23 14:00:00,2018-10-23 15:00:00,96.25,244.75,2.27,38.4,22.23,38.38,14.57,1.2,134.2,2.05,15.85,,26.88,0.5,182.37,77.67,989.52,,31.02,0.0
2018-10-23 15:00:00,2018-10-23 16:00:00,85.0,221.0,2.57,36.55,21.55,35.43,12.5,1.15,117.75,1.87,15.6,,26.67,0.73,23.47,69.73,989.12,,31.12,0.0
2018-10-23 16:00:00,2018-10-23 17:00:00,83.5,220.75,2.73,47.32,27.43,32.33,10.78,1.35,85.72,1.95,15.98,,26.63,0.78,38.25,55.05,989.1,,30.65,0.0
2018-10-23 17:00:00,2018-10-23 18:00:00,93.0,272.75,3.23,73.8,41.88,33.35,12.9,1.8,38.42,2.13,15.8,,38.65,0.4,96.82,9.6,989.38,,27.5,0.0
2018-10-23 18:00:00,2018-10-23 19:00:00,142.25,391.25,18.88,92.75,64.73,37.72,10.68,2.35,6.88,2.35,17.28,,51.0,0.1,240.05,2.68,989.88,,23.97,0.0
2018-10-23 19:00:00,2018-10-23 20:00:00,187.25,476.25,53.87,97.4,95.5,43.28,13.03,4.05,7.77,2.72,21.17,,55.27,0.1,248.45,2.75,990.48,,23.15,0.0
2018-10-23 20:00:00,2018-10-23 21:00:00,258.5,592.5,73.3,87.53,106.22,42.38,18.5,3.62,7.55,3.3,24.78,,58.55,0.1,249.92,2.62,990.82,,22.7,0.0
2018-10-23 21:00:00,2018-10-23 22:00:00,265.5,577.5,187.15,87.23,198.9,46.07,18.92,5.95,9.23,3.6,28.85,,65.65,0.1,258.32,2.67,990.88,,22.3,0.0
2018-10-23 22:00:00,2018-10-23 23:00:00,263.5,602.0,160.65,83.42,175.0,46.0,14.5,4.68,7.53,3.8,29.32,,72.2,0.15,105.65,2.7,990.73,,21.67,0.0
2018-10-23 23:00:00,2018-10-24 00:00:00,226.25,496.75,101.17,81.0,125.42,48.38,10.75,3.5,7.03,3.45,28.67,,70.52,0.1,246.4,2.68,990.77,,21.25,0.0
2018-10-24 00:00:00,2018-10-24 01:00:00,200.0,406.0,113.97,74.62,132.67,56.9,10.08,2.97,8.28,3.03,29.73,,73.57,0.1,106.75,2.7,990.5,,20.85,0.0
2018-10-24 01:00:00,2018-10-24 02:00:00,256.0,465.0,75.35,70.82,99.1,58.43,11.3,2.17,8.0,3.32,28.93,,73.17,0.1,125.45,2.78,990.15,,20.37,0.0
2018-10-24 02:00:00,2018-10-24 03:00:00,234.0,377.0,114.4,72.1,132.0,49.4,,2.2,7.18,2.9,26.0,,73.92,0.1,162.95,2.82,990.0,,20.03,0.0
2018-10-24 03:00:00,2018-10-24 04:00:00,191.0,339.0,160.8,76.02,171.52,57.42,11.67,3.1,10.28,3.33,27.0,,77.4,0.1,146.77,2.82,989.75,,20.08,0.0
2018-10-24 04:00:00,2018-10-24 05:00:00,300.0,495.0,202.88,86.53,211.45,57.38,18.07,3.93,62.23,4.12,32.05,,77.55,0.1,176.47,2.77,989.75,,19.93,0.0
2018-10-24 05:00:00,2018-10-24 06:00:00,306.0,520.0,224.47,82.3,226.8,55.13,21.65,4.2,56.97,4.73,32.4,,76.88,0.13,193.1,2.8,990.05,,20.28,0.0
2018-10-24 06:00:00,2018-10-24 07:00:00,228.0,442.0,234.9,79.02,259.07,59.98,21.38,5.05,29.43,5.55,33.75,,81.0,0.15,65.77,8.18,990.65,,20.0,0.0
2018-10-24 07:00:00,2018-10-24 08:00:00,287.0,544.0,206.0,82.08,237.1,66.92,22.45,4.75,23.65,5.88,34.02,,76.57,0.25,71.1,50.95,991.4,,21.05,0.0
2018-10-24 08:00:00,2018-10-24 09:00:00,327.0,659.0,136.5,109.73,169.65,72.6,30.7,3.78,11.27,5.08,32.75,,61.3,0.38,50.62,114.2,992.05,,23.57,0.0
2018-10-24 09:00:00,2018-10-24 10:00:00,316.0,650.0,84.52,125.65,135.68,80.6,31.7,3.47,14.0,4.85,32.72,,55.45,0.3,67.7,165.15,992.6,,26.07,0.0
2018-10-24 10:00:00,2018-10-24 11:00:00,343.0,666.0,54.37,94.9,94.8,92.62,38.62,2.8,29.12,4.5,32.75,,49.1,0.33,75.22,186.8,992.62,,28.3,0.0
2018-10-24 11:00:00,2018-10-24 12:00:00,302.0,511.0,39.3,70.65,69.6,91.35,35.57,2.23,57.55,4.2,29.45,,37.6,0.28,81.2,316.95,991.95,,30.97,0.0
2018-10-24 12:00:00,2018-10-24 13:00:00,210.0,364.0,23.47,51.03,46.3,72.4,20.75,1.52,86.47,3.7,25.9,,29.82,0.43,60.15,325.65,991.05,,32.15,0.0
2018-10-24 13:00:00,2018-10-24 14:00:00,134.0,257.0,15.65,43.23,35.72,57.07,8.8,1.2,102.32,3.05,22.57,,25.45,0.25,99.55,186.48,989.97,,32.3,0.0
2018-10-24 14:00:00,2018-10-24 15:00:00,99.0,211.0,9.62,40.87,29.62,52.73,9.27,1.15,112.33,2.8,20.68,,26.87,0.52,60.27,96.3,989.23,,31.13,0.0
2018-10-24 15:00:00,2018-10-24 16:00:00,94.0,200.0,6.82,47.73,30.67,49.17,14.23,1.15,93.9,2.53,19.2,,30.05,0.43,52.62,72.4,988.8,,30.68,0.0
2018-10-24 16:00:00,2018-10-24 17:00:00,91.0,199.0,5.77,51.88,32.35,48.55,14.95,1.1,58.13,2.3,18.77,,37.57,0.1,190.38,41.4,988.68,,28.4,0.0
2018-10-24 17:00:00,2018-10-24 18:00:00,77.0,188.0,6.38,61.43,37.85,46.85,11.67,1.27,27.78,2.18,20.47,,46.2,0.1,107.4,8.5,988.77,,25.27,0.0
2018-10-24 18:00:00,2018-10-24 19:00:00,83.0,219.0,19.58,82.55,59.85,50.05,11.88,3.2,11.32,2.85,23.8,,52.62,0.1,105.08,2.8,989.07,,23.8,0.0
2018-10-24 19:00:00,2018-10-24 20:00:00,178.0,414.0,42.77,89.48,82.25,56.82,16.4,4.35,8.93,5.15,24.85,,57.22,0.1,130.27,2.7,989.73,,23.35,0.0
2018-10-24 20:00:00,2018-10-24 21:00:00,392.0,796.0,45.82,75.48,77.23,53.05,15.73,3.78,7.08,4.35,28.83,,61.78,0.1,99.43,2.57,990.17,,23.0,0.0
2018-10-24 21:00:00,2018-10-24 22:00:00,283.0,515.0,39.83,68.6,68.72,51.62,11.65,3.05,6.95,3.45,27.98,,67.62,0.18,53.03,2.82,990.53,,21.88,0.0
2018-10-24 22:00:00,2018-10-24 23:00:00,215.0,409.0,35.5,61.02,61.45,52.25,8.33,2.55,6.45,3.33,22.05,,71.55,0.2,168.95,2.87,990.88,,21.12,0.0
2018-10-24 23:00:00,2018-10-25 00:00:00,196.0,378.0,59.88,62.97,82.23,50.73,8.05,2.23,6.55,3.2,20.35,,70.2,0.15,140.45,2.8,990.83,,20.82,0.0
2018-10-25 00:00:00,2018-10-25 01:00:00,167.0,338.0,69.2,66.35,91.8,59.25,8.5,2.3,6.75,3.05,19.92,,71.65,0.15,161.38,2.8,990.52,,20.33,0.0
2018-10-25 01:00:00,2018-10-25 02:00:00,239.0,437.0,94.68,63.62,100.47,58.62,11.25,2.35,8.0,3.1,20.67,,73.65,0.23,155.65,2.78,990.43,,20.25,0.0
