From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-03-01 00:00:00,2018-03-01 01:00:00,179.0,390.0,101.72,49.8,189.3,71.93,8.91,2.01,10.17,0.6,12.12,,76.33,0.31,127.83,2.58,989.25,0.0,19.85,
2018-03-01 01:00:00,2018-03-01 02:00:00,149.0,338.0,67.73,141.66,115.92,34.38,3.43,2.0,68.91,7.72,3.83,,79.17,0.22,256.58,2.42,989.0,0.0,19.34,
2018-03-01 02:00:00,2018-03-01 03:00:00,188.0,396.0,81.25,43.75,51.51,31.93,1.43,0.55,11.62,5.92,5.63,,77.5,0.4,103.5,2.0,988.92,0.0,19.46,
2018-03-01 03:00:00,2018-03-01 04:00:00,179.0,332.0,76.14,47.39,151.02,89.58,8.63,1.85,9.79,0.6,11.11,,78.08,0.48,55.08,2.42,988.0,0.0,19.26,
2018-03-01 04:00:00,2018-03-01 05:00:00,227.0,422.0,60.15,48.91,129.84,82.57,9.14,1.68,9.27,0.66,10.77,,78.08,0.56,60.58,2.25,988.0,0.0,19.15,
2018-03-01 05:00:00,2018-03-01 06:00:00,313.0,553.0,47.48,53.33,108.45,71.45,8.15,1.57,9.42,1.64,9.13,,84.17,0.28,192.25,2.33,988.0,0.0,18.11,
2018-03-01 06:00:00,2018-03-01 07:00:00,256.0,414.0,49.85,52.31,110.32,63.03,7.6,1.58,9.14,1.48,8.18,,84.5,0.33,91.83,3.33,988.33,0.0,18.19,
2018-03-01 07:00:00,2018-03-01 08:00:00,305.0,464.0,60.68,51.92,133.38,70.54,8.98,1.74,9.04,0.68,8.33,,79.5,0.43,126.0,58.75,989.0,0.0,19.24,
2018-03-01 08:00:00,2018-03-01 09:00:00,382.0,560.0,56.47,54.73,129.96,74.55,7.92,1.87,8.94,1.75,6.38,,68.83,0.61,156.58,144.25,989.67,0.0,21.39,
2018-03-01 09:00:00,2018-03-01 10:00:00,381.0,542.0,39.92,63.1,114.39,84.99,8.85,2.08,8.85,0.6,7.41,,58.75,0.81,56.25,249.25,990.08,0.0,23.44,
2018-03-01 10:00:00,2018-03-01 11:00:00,311.0,484.0,25.83,58.56,90.29,94.43,9.35,2.12,8.92,0.6,7.68,,48.17,1.3,38.5,233.08,990.17,0.0,25.52,
2018-03-01 11:00:00,2018-03-01 12:00:00,191.0,349.0,17.33,58.79,78.53,93.73,9.4,1.97,8.39,0.56,8.02,,39.5,1.07,36.42,449.42,990.0,0.0,27.03,
2018-03-01 12:00:00,2018-03-01 13:00:00,128.0,287.0,15.85,57.35,75.61,72.64,6.98,1.58,8.36,2.6,6.35,,36.0,1.3,39.5,384.58,989.5,0.0,28.08,
2018-03-01 13:00:00,2018-03-01 14:00:00,94.0,249.0,9.48,55.45,66.67,71.46,8.19,1.19,8.12,1.08,7.93,,37.42,1.55,36.75,325.92,989.0,0.0,28.43,
2018-03-01 14:00:00,2018-03-01 15:00:00,91.0,251.0,7.32,49.33,55.7,63.28,6.31,1.03,8.2,1.26,5.83,,34.92,1.54,39.08,202.17,988.25,0.0,28.63,
2018-03-01 15:00:00,2018-03-01 16:00:00,68.0,213.0,6.75,48.87,54.47,63.58,7.17,0.9,7.72,0.21,5.04,,30.0,1.65,37.67,169.33,987.42,0.0,28.67,
2018-03-01 16:00:00,2018-03-01 17:00:00,46.0,171.0,8.17,50.28,57.81,67.31,7.38,1.0,7.34,0.2,5.22,,34.33,1.4,36.08,124.17,987.0,0.0,27.51,
2018-03-01 17:00:00,2018-03-01 18:00:00,53.0,205.0,6.58,58.27,62.91,74.16,7.09,1.2,7.93,0.24,4.72,,33.42,1.26,37.5,65.83,987.0,0.0,26.79,
2018-03-01 18:00:00,2018-03-01 19:00:00,81.0,244.0,16.1,60.62,78.5,88.66,7.59,1.44,7.32,0.34,5.26,,48.67,0.63,33.75,7.58,987.0,0.0,24.65,
2018-03-01 19:00:00,2018-03-01 20:00:00,151.0,351.0,28.03,55.46,90.56,89.79,8.77,1.77,7.42,0.47,6.35,,61.25,0.51,46.83,3.0,987.0,0.0,22.04,
2018-03-01 20:00:00,2018-03-01 21:00:00,128.0,328.0,40.39,52.0,104.81,86.44,7.63,1.88,7.73,1.63,6.14,,64.5,0.24,138.33,2.92,987.17,0.0,21.37,
2018-03-01 21:00:00,2018-03-01 22:00:00,132.0,293.0,42.43,57.02,103.87,68.31,7.42,1.83,7.42,1.06,6.83,,74.5,0.16,181.0,2.92,987.33,0.0,20.53,
2018-03-01 22:00:00,2018-03-01 23:00:00,163.0,284.0,39.64,49.77,101.72,65.02,7.56,1.89,8.43,0.43,7.28,,81.5,0.15,155.42,3.0,987.25,0.0,20.2,
2018-03-01 23:00:00,2018-03-02 00:00:00,204.0,291.0,42.98,55.47,103.15,62.45,6.66,2.05,8.62,0.99,6.12,,80.58,0.25,142.75,2.92,987.0,0.0,20.23,
2018-03-02 00:00:00,2018-03-02 01:00:00,262.0,378.0,56.33,50.56,125.97,70.32,7.75,2.57,8.83,0.5,6.07,,81.5,0.26,193.58,3.0,987.0,0.0,19.92,
2018-03-02 01:00:00,2018-03-02 02:00:00,431.0,500.0,59.17,107.21,97.71,32.68,3.18,3.27,41.68,4.16,2.14,,81.08,0.2,154.58,2.83,987.0,0.0,20.18,
2018-03-02 02:00:00,2018-03-02 03:00:00,385.0,492.0,97.35,43.1,59.12,29.47,1.43,1.99,10.42,4.08,3.4,,85.92,0.18,131.92,2.83,987.0,0.0,19.46,
2018-03-02 03:00:00,2018-03-02 04:00:00,377.0,565.0,72.54,170.62,135.92,37.23,3.03,4.48,10.39,6.04,2.7,,86.08,0.3,118.92,2.42,986.42,0.0,19.38,
2018-03-02 04:00:00,2018-03-02 05:00:00,442.0,558.0,115.83,81.17,204.99,73.29,8.27,5.05,10.48,2.68,8.37,,80.83,0.16,234.42,2.92,986.0,0.0,19.47,
2018-03-02 05:00:00,2018-03-02 06:00:00,329.0,445.0,110.65,48.74,200.92,77.34,9.24,4.34,9.61,1.34,10.67,,73.17,0.16,224.75,3.0,986.67,0.0,19.43,
2018-03-02 06:00:00,2018-03-02 07:00:00,186.0,312.0,77.03,44.26,149.35,64.95,8.36,3.12,9.07,1.09,9.96,,75.0,0.25,182.67,3.75,987.0,0.0,18.62,
2018-03-02 07:00:00,2018-03-02 08:00:00,269.0,392.0,67.97,45.4,137.58,66.08,8.15,2.82,9.25,0.91,9.19,,77.58,0.38,91.92,36.42,987.08,0.0,19.01,
2018-03-02 08:00:00,2018-03-02 09:00:00,268.0,431.0,69.29,49.14,142.94,69.04,6.87,3.08,9.98,2.3,7.73,,69.92,0.63,54.17,139.08,988.08,0.0,21.21,
2018-03-02 09:00:00,2018-03-02 10:00:00,414.0,582.0,42.14,70.03,123.87,77.33,8.18,3.32,9.52,0.99,9.46,,57.33,0.81,40.83,220.08,988.92,0.0,24.03,
2018-03-02 10:00:00,2018-03-02 11:00:00,433.0,604.0,21.16,61.67,86.62,89.74,8.23,3.08,8.7,0.98,9.47,,52.83,1.23,39.0,198.0,989.08,0.0,26.28,
2018-03-02 11:00:00,2018-03-02 12:00:00,285.0,450.0,16.67,60.0,65.72,84.46,8.38,2.6,7.62,0.81,8.96,,54.5,1.12,67.92,442.42,989.17,0.0,26.58,
2018-03-02 12:00:00,2018-03-02 13:00:00,227.0,301.0,8.19,56.62,66.23,84.0,7.33,1.85,6.72,1.17,7.23,,38.92,1.13,47.33,611.0,988.17,0.0,29.27,
2018-03-02 13:00:00,2018-03-02 14:00:00,89.0,162.0,7.32,53.14,59.23,81.38,7.22,1.16,6.7,0.46,6.81,,34.58,1.14,50.92,498.83,987.08,0.0,30.82,
2018-03-02 14:00:00,2018-03-02 15:00:00,50.0,108.0,4.66,46.21,49.08,62.05,5.42,0.78,6.72,1.03,4.57,,34.08,1.34,43.08,154.25,985.92,0.0,30.49,
2018-03-02 15:00:00,2018-03-02 16:00:00,47.0,114.0,3.76,46.65,48.18,61.98,5.62,0.7,6.58,0.58,3.17,,32.5,1.59,33.58,168.67,985.0,0.0,30.63,
2018-03-02 16:00:00,2018-03-02 17:00:00,46.0,135.0,4.31,47.42,49.72,64.07,6.48,0.77,6.76,0.24,3.06,,35.25,1.58,37.67,150.5,985.0,0.0,30.13,
2018-03-02 17:00:00,2018-03-02 18:00:00,70.0,164.0,6.23,53.52,58.05,71.26,5.27,1.0,6.78,0.86,2.78,,39.25,1.39,34.5,73.08,985.0,0.0,29.03,
2018-03-02 18:00:00,2018-03-02 19:00:00,121.0,244.0,9.9,54.7,67.63,71.41,6.41,1.43,7.01,1.12,3.03,,48.92,0.95,31.33,6.42,985.0,0.0,27.1,
2018-03-02 19:00:00,2018-03-02 20:00:00,190.0,284.0,15.54,58.07,72.4,74.31,6.41,1.69,6.97,1.24,3.86,,58.0,0.38,178.33,2.0,985.33,0.0,24.63,
2018-03-02 20:00:00,2018-03-02 21:00:00,155.0,280.0,17.76,57.01,77.51,87.65,6.93,2.03,7.11,1.65,4.85,,61.17,0.5,82.75,2.33,986.0,0.0,24.05,
2018-03-02 21:00:00,2018-03-02 22:00:00,184.0,301.0,23.66,50.93,80.25,79.44,7.32,2.11,7.03,0.62,7.0,,69.0,0.33,137.17,2.42,986.08,0.0,22.46,
2018-03-02 22:00:00,2018-03-02 23:00:00,272.0,379.0,26.76,45.61,79.72,64.42,5.36,1.99,7.33,1.75,5.83,,75.58,0.13,181.33,3.0,987.0,0.0,21.1,
2018-03-02 23:00:00,2018-03-03 00:00:00,167.0,255.0,29.75,44.43,82.83,63.32,5.09,1.87,7.13,1.58,5.53,,78.17,0.23,202.18,2.42,986.17,0.0,20.44,
2018-03-03 00:00:00,2018-03-03 01:00:00,188.0,287.0,31.09,45.24,85.47,65.91,6.06,1.76,7.49,0.58,6.3,,76.33,0.24,226.33,2.25,986.0,0.0,20.51,
2018-03-03 01:00:00,2018-03-03 02:00:00,169.0,248.0,42.57,74.48,73.79,28.18,2.48,1.53,22.95,4.43,2.15,,77.42,0.37,53.92,2.67,986.0,0.0,20.53,
2018-03-03 02:00:00,2018-03-03 03:00:00,151.0,216.0,26.3,43.23,76.8,22.26,5.06,1.15,7.0,1.24,3.08,,76.58,0.57,43.58,2.92,985.17,0.0,20.56,
2018-03-03 03:00:00,2018-03-03 04:00:00,127.0,184.0,26.68,45.08,79.12,84.15,6.55,1.27,6.58,0.43,6.33,,75.83,0.64,35.67,2.33,985.0,0.0,20.37,
2018-03-03 04:00:00,2018-03-03 05:00:00,95.0,153.0,24.18,44.59,75.17,77.0,7.23,1.13,6.68,0.4,6.1,,73.92,0.54,52.25,2.17,985.0,0.0,20.81,
2018-03-03 05:00:00,2018-03-03 06:00:00,108.0,199.0,22.84,43.7,72.43,73.05,7.67,1.09,6.37,0.4,5.97,,75.58,0.5,104.5,2.17,985.0,0.0,20.44,
2018-03-03 06:00:00,2018-03-03 07:00:00,128.0,243.0,22.15,42.38,69.22,51.52,5.92,1.13,6.63,1.33,4.64,,79.25,0.29,280.92,3.5,985.0,0.0,19.79,
2018-03-03 07:00:00,2018-03-03 08:00:00,234.0,351.0,33.68,42.24,86.36,60.75,7.4,1.39,7.28,0.52,5.22,,77.75,0.46,100.67,40.33,985.92,0.0,20.28,
2018-03-03 08:00:00,2018-03-03 09:00:00,326.0,476.0,43.2,57.37,97.21,54.65,5.64,1.69,7.03,2.17,3.57,,67.58,0.56,97.25,125.92,986.25,0.0,22.13,
2018-03-03 09:00:00,2018-03-03 10:00:00,299.0,428.0,19.71,59.79,82.83,69.67,7.92,1.75,7.03,0.51,4.8,,54.92,0.4,231.08,197.25,987.0,0.0,24.43,
2018-03-03 10:00:00,2018-03-03 11:00:00,235.0,383.0,18.38,60.09,81.19,82.17,8.55,1.9,6.72,0.52,4.92,,42.67,0.38,216.92,206.58,987.0,0.0,27.46,
2018-03-03 11:00:00,2018-03-03 12:00:00,185.0,370.0,13.74,68.72,82.12,68.59,6.76,1.9,6.75,2.0,4.38,,32.33,0.31,309.33,356.83,986.17,0.0,29.87,
2018-03-03 12:00:00,2018-03-03 13:00:00,96.0,249.0,8.14,66.75,75.27,69.11,6.81,1.53,6.69,2.02,4.86,,27.5,0.52,204.5,491.08,985.42,0.0,31.08,
2018-03-03 13:00:00,2018-03-03 14:00:00,89.0,269.0,5.29,60.98,63.53,78.84,9.09,1.22,6.63,0.37,6.23,,24.58,0.57,250.42,453.58,984.58,0.0,31.88,
2018-03-03 14:00:00,2018-03-03 15:00:00,44.0,190.0,2.13,46.62,45.92,59.91,6.63,0.84,6.84,1.21,4.79,,25.67,0.79,22.75,182.92,983.5,0.0,31.51,
2018-03-03 15:00:00,2018-03-03 16:00:00,39.0,166.0,2.68,45.16,45.34,58.92,7.6,0.67,6.88,0.16,3.5,,26.92,0.88,86.33,156.08,983.0,0.0,31.2,
2018-03-03 16:00:00,2018-03-03 17:00:00,42.0,169.0,3.92,53.78,54.69,53.18,7.56,0.72,6.71,0.42,2.8,,32.33,1.39,41.25,137.0,983.0,0.0,30.59,
2018-03-03 17:00:00,2018-03-03 18:00:00,68.0,206.0,8.03,57.1,64.1,45.99,4.85,0.89,6.55,1.43,2.32,,53.58,1.12,48.0,55.0,983.0,0.0,27.73,
2018-03-03 18:00:00,2018-03-03 19:00:00,122.0,227.0,12.83,54.74,69.08,77.88,7.72,1.36,6.12,0.72,3.63,,61.0,0.74,53.75,10.75,983.0,0.0,25.78,
2018-03-03 19:00:00,2018-03-03 20:00:00,111.0,232.0,15.26,54.59,71.75,85.31,8.41,1.5,6.45,0.33,4.29,,60.42,0.3,117.83,3.0,983.33,0.0,23.88,
2018-03-03 20:00:00,2018-03-03 21:00:00,102.0,230.0,20.17,54.57,78.67,84.0,7.42,1.62,6.28,1.18,3.55,,62.25,0.27,70.5,2.83,984.0,0.0,22.86,
2018-03-03 21:00:00,2018-03-03 22:00:00,161.0,316.0,31.08,52.97,92.58,82.59,8.64,2.0,6.26,0.47,6.32,,67.42,0.22,89.17,2.75,984.0,0.0,21.93,
2018-03-03 22:00:00,2018-03-03 23:00:00,167.0,344.0,38.83,47.02,98.04,61.58,7.7,2.07,6.4,0.5,6.67,,69.5,0.26,73.25,2.75,984.0,0.0,21.47,
2018-03-03 23:00:00,2018-03-04 00:00:00,174.0,337.0,44.94,49.98,100.92,57.69,7.17,2.1,6.62,1.06,5.98,,66.92,0.66,56.92,2.58,984.0,0.0,21.57,
2018-03-04 00:00:00,2018-03-04 01:00:00,204.0,405.0,55.66,48.93,123.52,65.12,7.86,1.91,7.43,0.62,6.8,,68.08,1.14,34.5,2.0,984.0,0.0,21.99,
2018-03-04 01:00:00,2018-03-04 02:00:00,189.0,350.0,44.3,84.06,75.1,27.39,2.93,1.48,28.29,4.58,2.18,,78.58,1.48,37.5,2.0,984.0,0.0,20.67,
2018-03-04 02:00:00,2018-03-04 03:00:00,130.0,245.0,21.53,43.12,69.68,21.22,4.85,1.12,6.53,1.09,2.95,,77.67,1.13,41.58,2.75,984.0,0.0,20.03,
2018-03-04 03:00:00,2018-03-04 04:00:00,92.0,156.0,23.73,45.09,74.93,83.31,5.78,1.17,6.23,0.37,5.41,,73.5,1.0,41.92,2.83,984.0,0.0,19.69,
2018-03-04 04:00:00,2018-03-04 05:00:00,77.0,156.0,26.79,45.14,79.32,75.63,6.67,1.03,5.55,0.3,5.18,,75.67,0.99,47.08,3.0,984.08,0.0,19.02,
2018-03-04 05:00:00,2018-03-04 06:00:00,66.0,136.0,25.46,42.54,75.03,74.97,6.13,0.98,5.92,0.64,4.68,,81.42,0.97,47.67,3.0,985.0,0.0,17.99,
2018-03-04 06:00:00,2018-03-04 07:00:00,66.0,122.0,23.02,38.53,65.76,43.72,3.77,0.8,5.95,1.65,3.18,,81.0,0.52,53.58,4.17,985.0,0.0,17.84,
2018-03-04 07:00:00,2018-03-04 08:00:00,75.0,139.0,22.87,40.25,67.89,49.84,4.54,0.9,5.9,0.88,3.46,,76.58,0.38,108.17,40.5,986.0,0.0,18.43,
2018-03-04 08:00:00,2018-03-04 09:00:00,102.0,184.0,25.81,43.54,76.47,60.18,4.8,1.09,5.88,0.87,3.37,,61.75,0.64,122.5,167.08,986.17,0.0,21.48,
2018-03-04 09:00:00,2018-03-04 10:00:00,90.0,180.0,21.22,48.63,74.7,63.17,7.75,1.15,6.52,0.3,3.93,,50.25,0.66,195.0,236.0,986.92,0.0,24.29,
2018-03-04 10:00:00,2018-03-04 11:00:00,122.0,244.0,16.12,59.44,77.43,75.8,9.17,1.47,6.64,0.3,4.0,,37.5,0.5,235.92,180.42,987.0,0.0,27.77,
2018-03-04 11:00:00,2018-03-04 12:00:00,103.0,235.0,11.53,65.49,76.23,78.24,8.93,1.59,6.32,0.72,4.43,,38.83,1.26,53.67,371.08,987.0,0.0,28.52,
2018-03-04 12:00:00,2018-03-04 13:00:00,147.0,345.0,7.08,61.16,67.9,79.13,9.66,1.46,6.94,0.72,4.91,,36.92,1.94,36.67,526.42,987.08,0.0,28.65,
2018-03-04 13:00:00,2018-03-04 14:00:00,99.0,262.0,6.93,52.37,57.97,76.84,10.57,1.05,6.52,0.23,3.75,,36.58,2.07,36.92,270.33,987.0,0.0,27.72,
2018-03-04 14:00:00,2018-03-04 15:00:00,62.0,233.0,6.86,49.85,55.53,61.99,8.2,0.7,6.52,0.79,3.3,,43.42,1.37,37.58,161.92,986.0,0.0,26.29,
2018-03-04 15:00:00,2018-03-04 16:00:00,80.0,196.0,4.86,53.66,56.23,57.74,8.75,0.7,7.38,0.21,3.37,,38.5,1.43,53.33,138.92,985.75,0.0,27.18,
2018-03-04 16:00:00,2018-03-04 17:00:00,55.0,167.0,3.65,52.06,53.03,56.57,8.19,0.7,7.23,0.2,3.32,,39.83,1.53,30.25,109.75,986.0,0.0,26.63,
2018-03-04 17:00:00,2018-03-04 18:00:00,69.0,185.0,11.28,51.57,49.07,49.21,13.55,0.85,17.55,0.6,3.24,,41.08,0.91,28.92,70.08,986.0,0.0,26.17,
2018-03-04 18:00:00,2018-03-04 19:00:00,78.0,222.0,4.72,58.83,60.13,63.73,20.35,1.64,20.77,0.55,4.81,,43.33,0.68,25.27,9.67,986.0,0.0,25.14,
2018-03-04 19:00:00,2018-03-04 20:00:00,100.0,222.0,16.12,71.94,87.16,59.17,14.23,2.08,8.33,1.73,5.33,,49.92,0.5,72.08,2.0,986.0,0.0,23.87,
2018-03-04 20:00:00,2018-03-04 21:00:00,121.0,280.0,29.22,60.86,97.19,68.13,12.48,2.11,6.28,1.34,4.59,,52.25,0.45,72.83,2.33,987.0,0.0,23.2,
2018-03-04 21:00:00,2018-03-04 22:00:00,121.0,291.0,21.42,63.52,88.78,73.38,46.54,1.95,8.17,0.62,5.03,,54.08,0.89,34.75,2.33,987.75,0.0,22.82,
2018-03-04 22:00:00,2018-03-04 23:00:00,218.0,382.0,16.97,62.33,81.24,68.52,63.33,1.73,32.94,0.62,5.32,,60.0,1.09,38.42,2.17,988.0,0.0,22.18,
2018-03-04 23:00:00,2018-03-05 00:00:00,365.0,523.0,24.57,58.18,80.72,56.08,22.92,1.32,12.19,0.82,4.5,,69.67,1.03,44.75,2.83,988.0,0.0,21.44,
2018-03-05 00:00:00,2018-03-05 01:00:00,169.0,280.0,30.83,50.67,90.13,62.32,12.77,1.13,9.14,0.36,4.17,,73.0,0.93,39.33,2.17,988.0,0.0,20.83,
2018-03-05 01:00:00,2018-03-05 02:00:00,113.0,237.0,44.56,66.68,68.65,32.61,6.28,0.97,15.59,3.18,1.49,,78.17,0.58,39.58,2.67,988.0,0.0,19.47,
2018-03-05 02:00:00,2018-03-05 03:00:00,106.0,219.0,15.42,47.3,52.18,19.06,5.47,2.68,8.13,0.65,1.73,,82.25,0.33,141.5,2.58,988.0,0.0,18.35,
2018-03-05 03:00:00,2018-03-05 04:00:00,122.0,256.0,31.46,45.15,86.0,70.36,12.28,1.08,7.53,0.56,4.35,,77.42,0.83,36.83,2.33,988.0,0.0,18.98,
2018-03-05 04:00:00,2018-03-05 05:00:00,152.0,259.0,27.45,44.72,79.83,57.33,14.58,0.99,8.38,0.44,2.97,,82.17,0.4,127.42,2.33,988.0,0.0,17.88,
2018-03-05 05:00:00,2018-03-05 06:00:00,122.0,228.0,18.68,45.75,68.42,55.26,29.92,0.89,7.32,0.39,2.78,,81.92,0.34,75.42,2.33,988.75,0.0,17.91,
2018-03-05 06:00:00,2018-03-05 07:00:00,111.0,166.0,25.85,43.0,76.03,49.16,22.21,0.96,6.3,0.48,2.38,,82.75,0.56,50.75,3.5,989.33,0.0,17.89,
2018-03-05 07:00:00,2018-03-05 08:00:00,141.0,228.0,25.59,42.94,75.59,49.32,30.27,1.28,6.77,0.27,2.52,,82.33,0.61,68.0,40.08,990.0,0.0,18.17,
2018-03-05 08:00:00,2018-03-05 09:00:00,200.0,302.0,28.07,47.98,83.73,49.99,25.42,1.32,6.25,0.77,2.17,,70.75,0.48,245.42,174.17,991.0,0.0,20.48,
2018-03-05 09:00:00,2018-03-05 10:00:00,180.0,290.0,24.68,55.05,85.44,49.32,11.22,1.4,6.13,0.3,3.58,,60.83,0.87,103.33,237.25,991.83,0.0,22.58,
2018-03-05 10:00:00,2018-03-05 11:00:00,197.0,322.0,15.2,59.22,75.9,55.98,39.31,1.3,12.29,0.43,3.22,,50.08,1.25,31.0,145.08,992.0,0.0,24.71,
2018-03-05 11:00:00,2018-03-05 12:00:00,133.0,262.0,6.36,50.11,54.6,50.53,24.88,1.03,15.08,0.39,3.17,,40.17,1.19,87.83,437.92,992.0,0.0,26.53,
2018-03-05 12:00:00,2018-03-05 13:00:00,66.0,163.0,4.01,51.39,52.95,53.93,10.94,1.01,7.0,0.23,3.65,,36.83,1.33,27.5,642.42,991.08,0.0,27.28,
2018-03-05 13:00:00,2018-03-05 14:00:00,55.0,152.0,4.87,52.12,54.83,58.08,10.35,0.94,6.79,0.2,4.2,,33.83,1.64,26.33,452.75,990.33,0.0,27.58,
2018-03-05 14:00:00,2018-03-05 15:00:00,46.0,150.0,4.68,47.97,50.74,48.24,8.2,0.72,6.2,0.75,3.87,,33.17,1.91,38.08,96.75,990.0,0.0,27.36,
2018-03-05 15:00:00,2018-03-05 16:00:00,39.0,160.0,2.58,44.84,44.88,57.98,6.58,0.78,6.75,0.2,4.42,,33.75,2.23,33.67,129.83,989.08,0.0,27.04,
2018-03-05 16:00:00,2018-03-05 17:00:00,41.0,173.0,1.25,43.91,42.17,59.93,5.72,0.66,7.29,0.22,4.71,,34.92,2.17,34.33,203.58,989.0,0.0,26.89,
2018-03-05 17:00:00,2018-03-05 18:00:00,50.0,202.0,1.1,40.15,38.48,63.27,5.78,0.75,8.2,0.3,4.65,,38.17,1.95,29.5,98.42,989.0,0.0,26.18,
2018-03-05 18:00:00,2018-03-05 19:00:00,56.0,183.0,3.7,55.77,56.52,76.96,6.67,1.25,7.21,0.34,5.17,,43.92,1.57,28.17,6.75,989.0,0.0,24.71,
2018-03-05 19:00:00,2018-03-05 20:00:00,88.0,245.0,11.67,58.55,73.05,69.42,6.67,1.78,6.04,1.4,4.87,,49.0,0.87,25.67,2.0,989.67,0.0,23.55,
2018-03-05 20:00:00,2018-03-05 21:00:00,178.0,350.0,25.72,60.39,91.85,75.67,8.98,2.12,6.03,2.45,8.13,,50.92,0.66,19.75,2.0,990.42,0.0,22.61,
2018-03-05 21:00:00,2018-03-05 22:00:00,173.0,378.0,37.19,62.14,109.64,67.79,17.02,1.9,6.62,0.51,10.85,,51.67,0.93,29.25,2.0,991.0,0.0,22.11,
2018-03-05 22:00:00,2018-03-05 23:00:00,178.0,350.0,27.84,56.12,90.92,64.03,11.08,1.4,6.85,0.65,6.32,,56.08,1.37,37.5,2.08,991.25,0.0,21.47,
2018-03-05 23:00:00,2018-03-06 00:00:00,273.0,373.0,19.13,56.71,71.61,52.86,13.18,0.96,23.84,0.96,3.91,,61.58,1.45,39.83,2.42,991.17,0.0,20.7,
2018-03-06 00:00:00,2018-03-06 01:00:00,119.0,226.0,14.7,55.41,71.72,54.15,15.93,0.89,15.05,0.38,4.01,,64.92,1.39,36.67,2.08,991.0,0.0,20.11,
2018-03-06 01:00:00,2018-03-06 02:00:00,97.0,261.0,35.75,57.64,45.82,18.22,2.42,0.92,10.84,2.22,1.68,,67.17,1.4,37.0,2.0,990.42,0.0,19.56,
2018-03-06 02:00:00,2018-03-06 03:00:00,89.0,195.0,5.25,50.55,18.28,20.17,1.63,0.27,22.8,1.67,1.95,,69.25,1.36,38.42,2.0,990.0,0.0,19.11,
2018-03-06 03:00:00,2018-03-06 04:00:00,129.0,212.0,10.28,58.46,68.82,67.58,9.78,1.02,11.38,0.57,2.43,,71.83,0.92,51.0,2.08,989.08,0.0,18.62,
2018-03-06 04:00:00,2018-03-06 05:00:00,158.0,238.0,13.69,59.39,73.92,66.02,18.52,0.92,7.83,0.29,3.22,,76.33,0.43,68.67,2.42,989.0,0.0,17.66,
2018-03-06 05:00:00,2018-03-06 06:00:00,166.0,240.0,15.38,58.98,75.94,63.25,14.85,1.13,7.29,0.2,2.42,,76.42,0.58,180.08,2.0,989.75,0.0,17.73,
2018-03-06 06:00:00,2018-03-06 07:00:00,193.0,257.0,15.24,52.8,70.07,56.35,13.58,0.85,5.94,0.24,2.52,,77.83,0.61,262.42,3.67,990.33,0.0,17.53,
2018-03-06 07:00:00,2018-03-06 08:00:00,175.0,266.0,16.41,50.32,66.97,45.68,7.71,0.98,6.17,0.63,2.15,,78.0,0.7,208.67,41.67,991.0,0.0,17.56,
2018-03-06 08:00:00,2018-03-06 09:00:00,183.0,290.0,17.77,53.12,73.93,51.67,6.65,1.11,6.21,0.93,3.23,,70.5,0.94,9.64,173.5,991.83,0.0,19.44,
2018-03-06 09:00:00,2018-03-06 10:00:00,174.0,278.0,9.54,53.75,61.84,52.54,9.42,1.23,6.89,0.58,2.8,,61.17,1.38,45.08,255.92,992.0,0.0,21.67,
2018-03-06 10:00:00,2018-03-06 11:00:00,174.0,284.0,3.04,50.56,50.42,61.93,8.62,1.32,8.79,0.4,3.63,,52.25,1.61,20.92,163.67,992.58,0.0,24.09,
2018-03-06 11:00:00,2018-03-06 12:00:00,147.0,271.0,4.12,37.27,39.65,65.43,9.94,0.99,11.04,0.58,3.16,,42.67,1.83,24.58,468.92,992.67,0.0,26.12,
2018-03-06 12:00:00,2018-03-06 13:00:00,100.0,259.0,5.22,25.82,44.06,47.35,8.85,0.67,14.1,0.58,3.54,,35.75,2.25,30.92,666.58,991.67,0.0,27.32,
2018-03-06 13:00:00,2018-03-06 14:00:00,59.0,243.0,7.08,22.97,20.91,25.64,3.08,0.23,9.55,1.82,2.92,,33.92,2.19,36.09,470.82,990.82,0.0,27.72,
2018-03-06 14:00:00,2018-03-06 15:00:00,39.0,191.0,1.84,22.92,33.31,44.68,6.96,0.34,19.54,1.19,3.48,,32.83,2.35,33.08,94.33,990.0,0.0,27.23,
2018-03-06 15:00:00,2018-03-06 16:00:00,24.0,208.0,1.89,22.72,25.22,44.46,9.61,0.2,20.3,0.49,3.47,,32.17,2.18,29.42,137.75,989.5,0.0,27.07,
2018-03-06 16:00:00,2018-03-06 17:00:00,38.0,171.0,1.37,29.65,28.87,49.93,11.05,0.33,20.15,0.22,4.4,,35.42,2.05,30.17,221.42,989.0,0.0,27.0,
2018-03-06 17:00:00,2018-03-06 18:00:00,47.0,173.0,6.96,37.46,36.1,49.66,11.76,0.48,17.8,0.69,4.41,,39.58,1.96,31.75,74.33,989.0,0.0,25.97,
