From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2021-05-16 02:00:00,2021-05-16 03:00:00,85.15,147.79,4.52,20.44,14.32,17.36,21.66,0.63,23.09,2.15,1.02,5.08,4.76,45.65,0.86,80.21,,2.75,,0.0
2021-05-16 03:00:00,2021-05-16 04:00:00,100.16,158.99,5.07,12.6,10.65,16.11,19.47,0.52,23.66,2.34,0.94,5.09,4.77,49.67,0.85,54.53,,2.75,,0.0
2021-05-16 04:00:00,2021-05-16 05:00:00,101.09,151.01,5.42,13.18,11.24,16.11,15.18,0.51,22.04,1.96,1.11,5.06,4.77,52.41,0.9,88.49,,2.75,,0.0
2021-05-16 05:00:00,2021-05-16 06:00:00,99.84,149.81,5.42,16.98,13.22,16.99,20.76,0.58,21.96,2.19,1.29,5.11,4.79,51.37,0.97,151.89,8.7,2.75,,0.0
2021-05-16 06:00:00,2021-05-16 07:00:00,101.56,153.49,5.17,22.43,15.88,17.84,15.64,0.72,18.74,3.91,2.32,5.15,4.83,53.83,0.52,188.8,58.42,2.77,,0.0
2021-05-16 07:00:00,2021-05-16 08:00:00,104.75,168.09,6.75,26.6,19.33,18.96,19.12,0.79,24.64,5.95,3.56,5.2,4.86,48.0,0.79,105.79,241.48,2.78,,0.0
2021-05-16 08:00:00,2021-05-16 09:00:00,119.06,187.48,5.62,18.98,14.43,17.09,34.39,0.49,35.36,3.39,1.91,5.16,4.83,37.55,1.73,152.08,426.05,2.75,,0.0
2021-05-16 09:00:00,2021-05-16 10:00:00,128.38,180.87,5.55,15.2,12.4,16.82,41.01,0.5,36.51,2.83,1.18,5.09,4.78,31.43,0.67,244.63,619.48,2.75,,0.0
2021-05-16 10:00:00,2021-05-16 11:00:00,132.64,173.0,5.17,12.82,10.84,15.91,37.14,0.41,39.86,2.91,1.0,5.08,4.72,24.95,0.63,138.86,798.55,2.75,,0.0
2021-05-16 11:00:00,2021-05-16 12:00:00,135.82,160.83,5.22,6.84,7.76,15.03,26.82,0.35,39.76,1.16,0.52,5.04,4.69,20.5,1.04,117.99,910.4,2.74,,0.0
2021-05-16 12:00:00,2021-05-16 13:00:00,116.54,133.98,4.62,5.52,6.59,14.74,15.22,0.36,40.75,0.59,0.53,5.01,4.69,18.75,0.78,114.68,879.55,2.74,,0.0
2021-05-16 13:00:00,2021-05-16 14:00:00,95.56,117.67,4.71,4.58,6.17,14.76,10.72,0.31,38.89,0.42,0.85,5.0,4.68,16.04,1.34,215.43,901.47,2.74,,0.0
2021-05-16 14:00:00,2021-05-16 15:00:00,86.9,111.25,5.18,4.85,6.69,14.88,6.35,0.32,38.93,0.34,0.27,5.0,4.68,15.53,1.21,67.32,684.55,2.74,,0.0
2021-05-16 15:00:00,2021-05-16 16:00:00,73.09,103.38,4.61,5.09,6.36,14.39,5.28,0.3,39.2,0.31,1.7,5.0,4.68,14.46,2.21,105.26,483.8,2.74,,0.0
2021-05-16 16:00:00,2021-05-16 17:00:00,60.22,101.91,4.68,6.2,7.0,15.14,11.78,0.29,40.17,0.35,0.37,5.01,4.68,15.12,2.52,115.48,162.45,2.74,,0.0
2021-05-16 17:00:00,2021-05-16 18:00:00,51.07,99.17,4.61,6.95,7.33,14.92,13.39,0.29,37.72,0.31,0.26,5.02,4.7,15.04,2.44,179.25,73.75,2.74,,0.0
2021-05-16 18:00:00,2021-05-16 19:00:00,45.37,98.47,3.92,8.33,7.5,15.02,15.62,0.4,33.14,0.71,0.38,5.01,4.7,15.28,1.61,351.67,20.03,2.74,,0.0
2021-05-16 19:00:00,2021-05-16 20:00:00,54.64,116.43,5.31,11.85,10.46,16.2,17.39,0.58,31.66,1.44,1.16,5.1,4.78,19.32,1.24,179.82,,2.75,,0.0
2021-05-16 20:00:00,2021-05-16 21:00:00,65.34,140.86,4.72,20.71,14.62,17.53,11.05,0.74,29.54,2.33,2.08,5.15,4.88,21.86,1.04,104.4,,2.76,,0.0
2021-05-16 21:00:00,2021-05-16 22:00:00,67.61,153.97,5.29,20.85,15.14,17.36,13.71,0.82,28.47,2.44,2.24,5.13,4.88,24.43,0.77,106.88,,2.75,,0.0
2021-05-16 22:00:00,2021-05-16 23:00:00,67.59,154.09,5.81,13.1,11.51,16.64,9.58,0.55,31.97,1.96,2.03,5.12,4.89,25.87,0.97,263.03,,2.8,,0.0
2021-05-16 23:00:00,2021-05-17 00:00:00,66.93,151.62,6.11,15.34,12.92,16.77,8.05,0.56,31.39,1.33,1.21,5.07,4.8,26.7,1.01,340.13,,2.75,,0.0
2021-05-17 00:00:00,2021-05-17 01:00:00,71.84,146.78,4.62,14.32,11.2,16.45,29.65,0.5,30.68,2.19,1.33,5.09,4.77,29.51,1.88,339.51,,2.75,,0.0
2021-05-17 01:00:00,2021-05-17 02:00:00,78.7,147.92,4.99,10.99,9.75,15.87,17.95,0.41,29.41,1.01,0.51,5.04,4.71,33.9,1.73,354.07,,2.74,,0.0
2021-05-17 02:00:00,2021-05-17 03:00:00,73.7,149.39,5.0,10.19,9.34,15.75,20.41,0.43,27.16,1.13,0.51,5.04,4.71,37.89,1.66,354.84,,2.74,,0.0
2021-05-17 03:00:00,2021-05-17 04:00:00,70.44,145.67,5.46,9.81,9.3,15.56,25.09,0.45,25.94,1.03,0.69,5.05,4.73,38.97,1.07,25.9,,2.74,,0.0
2021-05-17 04:00:00,2021-05-17 05:00:00,72.33,143.14,5.19,9.89,9.34,15.51,18.67,0.46,25.04,1.09,0.72,5.04,4.74,42.66,1.29,58.05,,2.74,,0.0
2021-05-17 05:00:00,2021-05-17 06:00:00,64.43,138.87,5.22,10.45,9.66,16.1,20.64,0.52,24.9,1.49,0.9,5.03,4.72,41.57,1.21,19.88,4.65,2.75,,0.0
2021-05-17 06:00:00,2021-05-17 07:00:00,63.58,140.16,5.01,14.24,11.46,16.6,27.55,0.65,24.59,2.88,1.18,5.06,4.77,39.06,0.65,89.92,66.93,2.74,,0.0
2021-05-17 07:00:00,2021-05-17 08:00:00,76.89,160.8,5.81,16.71,13.4,17.35,27.0,0.67,25.13,3.84,1.71,5.12,4.79,34.81,0.41,176.21,227.35,2.76,,0.0
2021-05-17 08:00:00,2021-05-17 09:00:00,89.14,180.83,5.37,19.32,14.41,17.53,25.35,0.64,30.2,3.1,1.68,5.15,4.88,29.98,0.55,161.03,400.05,2.78,,0.0
2021-05-17 09:00:00,2021-05-17 10:00:00,93.86,186.51,5.76,28.12,19.33,19.31,38.06,0.66,34.78,3.27,1.56,5.13,4.85,26.42,0.6,133.16,608.0,2.76,,0.0
2021-05-17 10:00:00,2021-05-17 11:00:00,,,5.06,11.89,10.28,15.7,25.19,0.46,37.38,2.4,0.92,5.07,4.78,22.72,0.87,112.53,752.05,2.74,,0.0
2021-05-17 11:00:00,2021-05-17 12:00:00,,,4.63,11.6,10.03,15.59,22.93,,39.67,1.61,0.74,3.78,3.54,18.85,1.9,204.03,804.2,2.75,,0.0
2021-05-17 12:00:00,2021-05-17 13:00:00,49.55,143.05,4.37,7.29,7.32,15.03,15.79,0.35,36.93,0.98,0.41,4.5,4.2,17.38,2.59,171.12,694.65,2.46,,0.0
2021-05-17 13:00:00,2021-05-17 14:00:00,70.37,208.48,5.34,5.45,7.13,14.73,14.4,0.32,36.18,,,,,16.09,1.84,208.89,684.0,,,0.0
2021-05-17 14:00:00,2021-05-17 15:00:00,41.42,154.36,5.26,4.4,6.53,14.93,9.99,0.31,36.27,1.89,25.51,21.55,18.58,15.47,0.82,256.96,630.03,15.12,,0.0
2021-05-17 15:00:00,2021-05-17 16:00:00,36.37,130.31,6.0,4.26,7.03,14.37,5.95,0.28,36.64,0.49,5.47,3.03,3.54,14.89,1.01,235.22,441.12,2.64,,0.0
2021-05-17 16:00:00,2021-05-17 17:00:00,67.56,123.01,4.5,6.55,7.04,14.81,13.43,0.31,36.38,0.43,5.01,2.98,3.45,15.91,2.0,167.06,171.95,2.5,,0.0
2021-05-17 17:00:00,2021-05-17 18:00:00,44.72,116.35,4.45,9.45,8.51,15.39,14.34,0.33,35.22,0.82,0.61,2.91,3.47,17.04,2.41,180.12,110.5,2.37,,0.0
2021-05-17 18:00:00,2021-05-17 19:00:00,53.56,129.8,4.14,10.95,9.04,15.54,14.29,0.41,32.86,0.86,0.69,2.91,3.48,18.63,1.83,197.04,20.67,2.37,,0.0
2021-05-17 19:00:00,2021-05-17 20:00:00,63.56,151.91,4.26,15.19,11.36,16.16,16.67,0.49,30.36,1.75,1.04,2.95,3.51,21.32,1.02,272.39,,2.37,,0.0
2021-05-17 20:00:00,2021-05-17 21:00:00,60.33,162.84,4.15,19.75,13.66,17.51,18.71,0.62,28.0,1.85,1.57,2.97,3.61,23.52,0.55,230.96,,2.39,,0.0
2021-05-17 21:00:00,2021-05-17 22:00:00,57.66,183.44,4.35,14.54,11.09,16.38,26.95,0.52,27.59,3.92,2.16,3.01,3.64,24.3,0.66,281.29,,2.4,,0.0
2021-05-17 22:00:00,2021-05-17 23:00:00,72.72,176.74,4.83,13.08,10.72,16.09,31.74,0.5,26.71,1.81,1.72,3.0,3.61,25.64,0.49,285.63,,2.38,,0.0
2021-05-17 23:00:00,2021-05-18 00:00:00,72.83,169.72,4.4,14.63,11.18,16.52,27.92,0.46,25.14,2.12,1.36,2.96,3.55,27.19,0.26,196.38,,2.38,,0.0
2021-05-18 00:00:00,2021-05-18 01:00:00,74.09,175.56,4.85,14.77,11.62,16.37,19.86,0.45,26.53,2.18,1.21,2.96,3.55,30.36,1.11,134.0,,2.38,,0.0
2021-05-18 01:00:00,2021-05-18 02:00:00,81.2,169.26,4.12,9.09,8.05,15.32,15.39,0.36,27.5,2.94,1.0,2.92,3.52,32.94,1.11,169.11,,2.37,,0.0
2021-05-18 02:00:00,2021-05-18 03:00:00,73.73,149.96,4.65,12.66,10.35,15.71,15.91,0.38,23.57,2.72,0.66,2.89,3.44,37.89,0.7,198.12,,2.36,,0.0
2021-05-18 03:00:00,2021-05-18 04:00:00,58.83,139.57,5.25,9.51,9.17,15.9,15.07,0.27,23.35,2.1,0.49,2.89,3.45,40.15,1.07,222.87,,2.36,,0.0
2021-05-18 04:00:00,2021-05-18 05:00:00,58.77,122.59,4.08,8.32,7.62,14.94,18.02,0.22,23.41,1.18,0.33,2.87,3.45,39.24,1.15,304.63,,2.36,,0.0
2021-05-18 05:00:00,2021-05-18 06:00:00,52.42,115.33,4.88,7.57,7.87,15.2,16.06,0.29,22.85,0.89,0.35,2.88,3.44,38.76,1.09,308.51,0.9,2.36,,0.0
2021-05-18 06:00:00,2021-05-18 07:00:00,50.35,113.27,4.98,6.41,7.34,14.82,15.92,0.33,22.39,1.2,0.38,2.88,3.44,38.35,1.21,269.49,40.98,2.36,,0.0
2021-05-18 07:00:00,2021-05-18 08:00:00,48.62,121.7,5.49,7.85,8.51,15.34,16.75,0.33,22.95,1.61,0.43,2.88,3.48,41.79,1.07,217.62,104.55,2.36,,0.0
2021-05-18 08:00:00,2021-05-18 09:00:00,49.84,111.11,5.95,5.63,7.71,15.07,6.52,0.24,26.7,0.78,0.32,2.88,3.45,37.72,1.28,249.13,123.33,2.36,,0.0
2021-05-18 09:00:00,2021-05-18 10:00:00,42.31,93.59,5.34,5.25,7.03,14.59,2.19,0.21,27.61,0.33,0.41,2.88,3.46,37.74,1.55,259.95,195.85,2.36,,0.0
2021-05-18 10:00:00,2021-05-18 11:00:00,33.5,98.67,5.52,6.21,7.67,14.98,1.14,0.22,27.72,0.29,0.6,2.9,3.45,37.84,1.56,209.26,218.05,2.37,,0.0
2021-05-18 11:00:00,2021-05-18 12:00:00,27.17,93.83,6.19,6.92,8.58,15.16,0.71,0.28,28.54,0.34,0.67,2.91,3.46,38.64,2.17,189.21,298.0,2.37,,0.0
2021-05-18 12:00:00,2021-05-18 13:00:00,25.24,95.58,5.3,6.73,7.77,14.97,4.8,0.26,30.25,0.32,0.47,2.91,3.48,38.02,2.43,190.46,329.53,2.37,,0.0
2021-05-18 13:00:00,2021-05-18 14:00:00,29.9,102.35,5.39,5.3,7.09,14.62,7.65,0.28,32.25,0.34,0.36,2.89,3.43,38.38,3.4,239.1,222.02,2.37,,0.0
2021-05-18 14:00:00,2021-05-18 15:00:00,29.99,108.85,4.4,4.93,6.11,14.19,9.48,0.29,33.97,0.36,0.31,2.87,3.46,42.3,3.98,187.41,263.25,2.36,,0.0
2021-05-18 15:00:00,2021-05-18 16:00:00,26.55,106.96,4.85,4.54,6.26,14.38,9.73,0.26,34.43,0.35,0.26,2.87,3.42,42.53,3.66,186.19,156.62,2.36,,0.0
2021-05-18 16:00:00,2021-05-18 17:00:00,24.92,104.61,4.53,4.32,5.89,14.56,6.25,0.27,33.48,0.23,0.23,2.86,3.44,43.49,2.47,192.07,82.58,2.37,,0.0
2021-05-18 17:00:00,2021-05-18 18:00:00,25.53,94.74,4.66,5.27,6.5,14.58,5.11,0.22,32.6,0.26,0.27,2.88,3.44,44.75,2.52,179.34,44.43,2.37,,0.0
2021-05-18 18:00:00,2021-05-18 19:00:00,25.64,83.55,5.52,6.2,7.67,14.98,4.0,0.22,31.41,0.29,0.34,2.89,3.45,46.27,1.43,149.42,11.95,2.36,,0.0
2021-05-18 19:00:00,2021-05-18 20:00:00,26.91,90.55,5.15,7.74,8.17,15.26,5.29,0.26,29.04,0.33,0.33,2.88,3.49,46.29,0.84,91.66,,2.37,,0.0
2021-05-18 20:00:00,2021-05-18 21:00:00,31.5,88.78,4.33,7.75,7.52,15.02,8.89,0.28,28.92,0.59,0.52,2.89,3.47,46.98,0.94,109.15,,2.37,,0.0
2021-05-18 21:00:00,2021-05-18 22:00:00,33.91,85.77,5.58,9.49,9.44,15.34,9.69,0.3,28.09,0.64,0.45,2.9,3.49,50.72,1.25,88.28,,2.36,,0.0
2021-05-18 22:00:00,2021-05-18 23:00:00,36.38,86.71,4.83,11.4,9.83,15.69,14.14,0.31,28.38,0.73,0.35,2.87,3.46,51.83,1.37,147.02,,2.36,,0.0
2021-05-18 23:00:00,2021-05-19 00:00:00,39.6,89.93,4.45,14.58,11.19,16.99,15.27,0.33,29.13,0.74,0.35,2.89,3.44,52.52,2.92,179.44,,2.36,,0.0
2021-05-19 00:00:00,2021-05-19 01:00:00,38.81,87.39,4.89,15.55,12.05,16.59,7.05,0.29,30.25,0.59,1.96,2.96,3.46,55.73,1.89,151.85,,2.38,,0.0
2021-05-19 01:00:00,2021-05-19 02:00:00,45.59,90.49,5.72,6.46,7.96,15.12,6.44,0.27,28.95,0.65,3.81,2.99,3.51,59.76,0.73,61.91,,2.37,,0.0
2021-05-19 02:00:00,2021-05-19 03:00:00,40.47,83.16,5.38,9.93,9.51,16.0,3.16,0.3,27.72,1.18,2.12,2.96,3.48,60.39,1.67,177.78,,2.37,,0.0
2021-05-19 03:00:00,2021-05-19 04:00:00,44.42,81.35,5.74,14.62,12.24,16.5,5.2,0.34,28.89,1.22,3.4,3.03,3.56,62.64,3.06,146.92,,2.38,,0.0
2021-05-19 04:00:00,2021-05-19 05:00:00,42.69,78.62,4.97,9.79,9.1,15.19,9.7,0.35,30.45,1.84,6.0,3.17,3.6,66.58,4.41,158.67,,2.44,,0.0
2021-05-19 05:00:00,2021-05-19 06:00:00,41.69,75.46,4.5,8.38,8.0,15.16,9.01,0.28,33.8,1.59,3.39,3.06,3.6,73.1,3.96,162.99,0.8,2.42,,0.0
2021-05-19 06:00:00,2021-05-19 07:00:00,46.52,78.83,4.95,6.97,7.62,15.04,8.29,0.25,34.74,0.89,1.18,2.98,3.51,77.9,3.62,160.76,21.22,2.38,,0.0
2021-05-19 07:00:00,2021-05-19 08:00:00,50.7,76.52,5.45,10.54,9.88,15.53,9.02,0.3,33.84,0.88,0.7,2.95,3.53,82.62,3.25,161.7,65.05,2.39,,0.0
2021-05-19 08:00:00,2021-05-19 09:00:00,49.7,68.82,4.92,9.68,9.01,15.4,4.83,0.27,39.09,1.11,0.75,2.95,3.5,78.44,3.36,143.02,97.75,2.37,,0.0
2021-05-19 09:00:00,2021-05-19 10:00:00,45.17,69.53,5.88,11.03,10.48,15.85,5.21,0.27,39.72,0.96,0.64,2.93,3.5,76.67,3.13,132.58,126.53,2.37,,0.0
2021-05-19 10:00:00,2021-05-19 11:00:00,37.72,66.77,5.65,10.31,9.92,15.67,4.69,0.24,40.92,0.8,0.71,2.92,3.47,76.8,2.82,128.87,201.55,2.37,,0.0
2021-05-19 11:00:00,2021-05-19 12:00:00,38.56,57.66,5.61,9.72,9.58,15.71,3.88,0.31,43.09,0.61,0.67,2.9,3.46,73.55,2.19,101.53,204.6,2.38,,0.0
2021-05-19 12:00:00,2021-05-19 13:00:00,36.57,48.7,5.7,8.99,9.27,15.3,4.86,0.3,44.94,0.58,0.7,2.88,3.44,73.88,2.6,100.19,154.97,2.37,,0.0
2021-05-19 13:00:00,2021-05-19 14:00:00,46.22,49.88,6.08,9.76,9.98,15.89,3.71,0.31,43.24,0.6,0.73,2.89,3.45,77.67,2.52,117.22,176.57,2.36,,0.0
2021-05-19 14:00:00,2021-05-19 15:00:00,42.72,46.26,5.25,7.83,8.3,15.56,4.09,0.27,42.96,0.55,0.72,2.89,3.45,76.98,2.7,99.39,156.28,2.36,,0.0
2021-05-19 15:00:00,2021-05-19 16:00:00,31.48,43.0,4.94,7.28,7.76,15.04,6.68,0.3,43.56,0.39,0.54,2.88,3.44,78.99,2.94,116.87,99.8,2.37,,0.0
2021-05-19 16:00:00,2021-05-19 17:00:00,30.29,40.18,4.83,11.2,9.73,15.81,2.11,0.34,42.05,0.79,0.57,2.9,3.47,80.46,3.05,107.02,79.25,2.36,,0.0
2021-05-19 17:00:00,2021-05-19 18:00:00,33.88,41.63,4.26,5.53,6.3,14.44,2.55,0.29,45.16,0.6,0.39,2.87,3.43,77.69,2.56,84.14,47.85,2.36,,0.0
2021-05-19 18:00:00,2021-05-19 19:00:00,26.48,40.81,5.16,5.37,6.94,14.58,2.65,0.3,43.77,0.37,0.25,2.87,3.43,80.24,2.54,83.54,6.38,2.36,,0.0
2021-05-19 19:00:00,2021-05-19 20:00:00,29.06,40.27,5.64,6.48,7.91,15.24,1.16,0.33,40.53,0.51,0.28,2.87,3.42,84.48,2.12,99.75,,2.36,,0.0
2021-05-19 20:00:00,2021-05-19 21:00:00,25.93,41.49,5.59,8.15,8.75,15.06,2.77,0.34,37.02,0.55,0.34,2.88,3.42,88.27,1.42,30.87,,2.36,,0.0
2021-05-19 21:00:00,2021-05-19 22:00:00,28.89,38.51,5.6,8.81,9.1,15.63,2.6,0.31,36.3,0.65,0.47,2.87,3.43,87.37,2.05,118.58,,2.36,,0.0
2021-05-19 22:00:00,2021-05-19 23:00:00,31.51,35.81,6.48,8.62,9.71,15.48,2.49,0.27,34.78,0.53,0.41,2.88,3.44,85.47,2.11,187.26,,2.36,,0.0
2021-05-19 23:00:00,2021-05-20 00:00:00,27.16,33.93,5.88,7.47,8.62,15.13,2.65,0.26,33.29,0.38,0.4,2.9,3.45,84.28,1.97,180.32,,2.36,,0.0
2021-05-20 00:00:00,2021-05-20 01:00:00,30.59,37.16,5.38,5.98,7.45,14.95,4.95,0.28,31.8,0.32,0.34,2.86,3.44,84.3,1.57,19.24,,2.36,,0.0
2021-05-20 01:00:00,2021-05-20 02:00:00,29.57,38.95,5.38,5.88,7.39,14.83,5.13,0.28,30.52,0.32,0.37,2.87,3.44,84.52,1.37,15.62,,2.36,,0.0
2021-05-20 02:00:00,2021-05-20 03:00:00,23.67,29.4,5.11,6.51,7.5,14.75,5.27,0.29,29.73,0.35,0.29,2.87,3.43,84.74,1.65,261.61,,2.36,,0.0
2021-05-20 03:00:00,2021-05-20 04:00:00,19.46,25.59,5.26,7.08,7.92,15.07,5.12,0.3,28.98,0.4,0.24,2.88,3.43,87.22,2.28,18.76,,2.36,,0.0
2021-05-20 04:00:00,2021-05-20 05:00:00,29.04,29.48,5.36,8.09,8.53,15.41,1.44,0.3,27.6,0.5,0.28,2.87,3.44,90.47,2.29,352.59,,2.37,,0.0
2021-05-20 05:00:00,2021-05-20 06:00:00,23.59,25.41,5.65,9.23,9.36,15.74,1.24,0.3,27.43,0.7,0.36,2.89,3.45,90.41,2.32,178.01,6.35,2.36,,0.0
2021-05-20 06:00:00,2021-05-20 07:00:00,22.76,26.68,5.42,10.24,9.7,15.71,1.44,0.36,26.99,1.06,0.45,2.89,3.44,90.69,2.35,37.0,84.93,2.37,,0.0
2021-05-20 07:00:00,2021-05-20 08:00:00,32.88,37.92,5.63,9.24,9.36,15.5,0.79,0.35,29.57,1.18,0.45,2.9,3.45,84.25,2.21,337.11,275.42,2.37,,0.0
2021-05-20 08:00:00,2021-05-20 09:00:00,28.85,39.81,5.94,9.65,9.81,15.46,5.52,0.32,33.84,0.68,0.39,2.89,3.44,75.19,2.32,322.5,476.5,2.36,,0.0
2021-05-20 09:00:00,2021-05-20 10:00:00,25.32,42.31,5.15,7.08,7.83,14.79,7.58,0.29,36.82,0.38,0.3,2.87,3.45,65.64,1.24,240.85,706.65,2.36,,0.0
2021-05-20 10:00:00,2021-05-20 11:00:00,22.16,36.43,4.53,6.99,7.29,14.65,9.44,0.28,39.73,0.4,1.08,2.98,3.59,55.47,0.63,251.33,892.08,2.39,,0.0
2021-05-20 11:00:00,2021-05-20 12:00:00,19.68,33.91,5.24,6.59,7.65,14.69,10.32,0.27,43.3,0.32,0.92,2.95,3.5,47.41,1.66,290.24,969.23,2.38,,0.0
2021-05-20 12:00:00,2021-05-20 13:00:00,22.44,42.12,4.88,5.81,6.95,14.68,4.54,0.27,46.28,0.32,0.94,2.96,3.55,40.9,2.31,296.0,978.38,2.38,,0.0
2021-05-20 13:00:00,2021-05-20 14:00:00,23.79,52.82,4.98,6.27,7.28,14.92,1.73,0.27,46.36,0.33,2.38,3.0,3.62,38.08,2.16,318.25,917.78,2.41,,0.0
2021-05-20 14:00:00,2021-05-20 15:00:00,32.53,56.73,4.79,6.15,7.06,14.64,1.44,0.27,49.43,0.3,0.93,2.93,3.46,34.37,2.15,310.81,835.35,2.38,,0.0
2021-05-20 15:00:00,2021-05-20 16:00:00,26.32,59.35,4.18,5.67,6.32,14.53,1.64,0.28,50.03,0.29,0.92,2.95,3.55,32.02,2.59,291.69,506.0,2.38,,0.0
2021-05-20 16:00:00,2021-05-20 17:00:00,30.7,62.04,5.2,5.62,7.11,14.75,7.02,0.3,50.83,0.32,0.95,2.98,3.58,29.92,3.14,315.66,166.25,2.39,,0.0
2021-05-20 17:00:00,2021-05-20 18:00:00,23.63,73.19,5.39,5.4,7.15,14.8,10.48,0.33,49.15,0.38,1.19,3.0,3.59,30.2,1.66,259.43,69.25,2.4,,0.0
2021-05-20 18:00:00,2021-05-20 19:00:00,29.39,88.13,4.59,6.84,7.26,14.78,12.07,0.38,46.71,0.51,0.68,2.92,3.5,31.55,1.18,34.28,18.65,2.37,,0.0
2021-05-20 19:00:00,2021-05-20 20:00:00,38.42,111.34,5.39,11.73,10.46,15.98,12.88,0.58,40.51,1.46,1.27,2.93,3.55,34.57,0.76,50.85,,2.39,,0.0
2021-05-20 20:00:00,2021-05-20 21:00:00,42.77,145.9,5.02,17.81,13.33,17.1,6.27,0.74,37.63,2.66,2.57,3.04,3.7,38.93,0.93,97.17,,2.42,,0.0
2021-05-20 21:00:00,2021-05-20 22:00:00,51.57,165.5,4.76,16.28,12.15,16.51,5.38,0.53,40.55,2.6,1.59,2.99,3.66,39.67,1.94,157.1,,2.4,,0.0
2021-05-20 22:00:00,2021-05-20 23:00:00,52.4,155.24,5.04,11.37,9.99,15.78,2.73,0.41,41.25,1.53,0.82,2.96,3.6,45.83,2.32,151.68,,2.4,,0.0
2021-05-20 23:00:00,2021-05-21 00:00:00,45.77,150.09,5.12,11.29,10.02,15.78,2.72,0.41,39.74,1.41,0.48,2.92,3.49,50.75,2.92,154.52,,2.38,,0.0
2021-05-21 00:00:00,2021-05-21 01:00:00,43.05,128.24,5.19,12.53,10.71,16.08,11.45,0.49,38.89,1.94,0.41,2.96,3.55,55.63,2.01,169.03,,2.38,,0.0
2021-05-21 01:00:00,2021-05-21 02:00:00,46.58,124.7,6.82,32.51,22.47,20.49,11.7,0.39,31.41,0.86,0.39,2.92,3.48,58.96,1.82,135.28,,2.37,,0.0
2021-05-21 02:00:00,2021-05-21 03:00:00,51.23,108.52,5.39,24.93,17.36,18.41,12.24,0.58,28.59,2.36,0.47,2.91,3.45,68.01,2.02,129.76,,2.37,,0.0
2021-05-21 03:00:00,2021-05-21 04:00:00,72.52,109.4,5.62,19.66,14.79,17.62,11.63,0.54,36.7,2.8,0.58,2.88,3.49,73.74,1.85,198.36,,2.36,,0.0
2021-05-21 04:00:00,2021-05-21 05:00:00,,,,,,,,,,,,,,,,,,,,
2021-05-21 05:00:00,2021-05-21 06:00:00,,,,,,,,,,,,,,,,,,,,
2021-05-21 06:00:00,2021-05-21 07:00:00,,,,,,,,,,,,,,,,,,,,
2021-05-21 07:00:00,2021-05-21 08:00:00,,,,,,,,,,,,,,,,,,,,0.0
2021-05-21 08:00:00,2021-05-21 09:00:00,63.36,168.92,7.52,96.4,18.16,10.98,,0.06,58.72,,,,,76.64,2.88,121.39,563.3,,,0.0
2021-05-21 09:00:00,2021-05-21 10:00:00,84.58,243.82,2.11,27.83,11.9,12.71,127.91,,58.61,,,,,77.98,4.73,137.06,671.1,,,0.0
2021-05-21 10:00:00,2021-05-21 11:00:00,58.15,71.84,5.4,21.26,10.47,13.63,,,67.6,0.25,0.27,1.49,1.8,,3.52,143.16,,1.64,,0.0
2021-05-21 11:00:00,2021-05-21 12:00:00,46.95,73.78,6.84,17.39,14.58,17.68,3.27,0.19,65.47,0.4,0.41,2.91,3.5,62.56,3.32,148.28,946.35,2.37,,0.0
2021-05-21 12:00:00,2021-05-21 13:00:00,41.12,52.97,6.88,18.79,15.35,17.79,4.33,0.15,67.59,0.38,0.38,2.91,3.47,60.31,3.68,161.7,940.85,2.36,,0.0
2021-05-21 13:00:00,2021-05-21 14:00:00,42.34,69.52,5.72,16.17,13.04,16.75,5.29,0.12,73.05,0.31,0.56,2.96,3.55,55.61,2.5,170.06,899.65,2.38,,0.0
2021-05-21 14:00:00,2021-05-21 15:00:00,37.21,86.68,6.74,13.94,12.7,17.06,4.63,0.08,81.0,0.26,0.37,2.18,2.62,52.41,2.4,166.48,807.87,2.37,,0.0
2021-05-21 15:00:00,2021-05-21 16:00:00,39.35,86.56,3.34,13.87,9.06,14.66,,0.26,88.37,0.16,0.24,1.66,1.99,,1.62,146.82,,1.81,,0.0
2021-05-21 16:00:00,2021-05-21 17:00:00,36.83,96.51,6.57,13.33,12.24,17.01,3.51,0.25,86.84,0.26,0.48,2.88,3.47,48.12,1.48,132.99,179.55,2.37,,0.0
2021-05-21 17:00:00,2021-05-21 18:00:00,40.43,108.23,5.14,13.61,11.24,16.08,3.9,0.24,92.93,0.3,0.34,2.88,3.45,52.06,2.74,74.95,94.15,2.37,,0.0
2021-05-21 18:00:00,2021-05-21 19:00:00,38.85,118.23,2.06,21.25,7.87,11.91,,0.48,88.74,0.22,0.2,0.32,0.39,,2.23,124.17,,1.04,,0.0
2021-05-21 19:00:00,2021-05-21 20:00:00,38.67,134.49,38.99,39.49,11.83,13.32,,0.46,75.59,0.71,0.63,2.93,3.51,58.01,1.75,111.9,,2.37,,0.0
