From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2019-01-10 10:00:00,2019-01-10 11:00:00,182.58,274.26,5.03,5.39,0.14,,10.88,1.32,52.04,0.0,0.0,,,,1.42,285.72,493.88,0.0,,0.0
2019-01-10 11:00:00,2019-01-10 12:00:00,172.77,262.76,3.04,4.53,1.33,,10.54,0.97,52.03,0.0,0.0,,,52.73,1.72,302.78,500.94,0.0,,0.0
2019-01-10 12:00:00,2019-01-10 13:00:00,150.13,241.26,1.98,3.84,1.58,0.05,1.86,0.67,38.0,,,,,42.82,1.32,305.95,614.37,,,0.0
2019-01-10 13:00:00,2019-01-10 14:00:00,,,2.02,3.86,1.56,0.06,2.15,0.65,39.7,,,,,35.06,0.85,310.82,548.01,,,0.0
2019-01-10 14:00:00,2019-01-10 15:00:00,35.72,58.88,1.42,3.46,1.71,0.01,7.76,0.59,44.81,,,,,31.98,0.61,309.13,373.76,,,0.0
2019-01-10 15:00:00,2019-01-10 16:00:00,51.76,87.72,1.24,3.46,1.96,0.02,6.49,0.56,49.42,,,,,33.2,0.4,166.19,293.38,,,0.0
2019-01-10 16:00:00,2019-01-10 17:00:00,52.58,107.52,1.55,3.59,1.75,0.06,8.7,0.63,51.26,,,,,45.63,1.21,68.06,118.51,,,0.0
2019-01-10 17:00:00,2019-01-10 18:00:00,67.52,131.4,0.95,3.38,2.28,0.05,8.7,1.01,40.21,,,,,60.14,0.79,80.02,19.03,,,0.0
2019-01-10 18:00:00,2019-01-10 19:00:00,118.84,190.28,2.5,4.27,2.0,0.14,11.31,1.36,26.77,,,,,68.03,0.74,78.88,,,,0.0
2019-01-10 19:00:00,2019-01-10 20:00:00,173.81,249.78,53.8,31.37,0.17,0.46,12.06,2.28,7.96,,,,,76.58,0.33,102.8,,,,0.0
2019-01-10 20:00:00,2019-01-10 21:00:00,253.15,334.96,51.0,29.9,0.07,0.34,9.37,3.25,3.7,,,,,83.28,0.18,226.12,,,,0.0
2019-01-10 21:00:00,2019-01-10 22:00:00,314.3,410.85,25.09,16.41,0.17,0.15,8.88,2.85,3.96,,,,,83.48,0.39,132.36,,,,0.0
2019-01-10 22:00:00,2019-01-10 23:00:00,305.8,369.02,10.83,8.74,0.2,0.26,9.41,1.74,6.38,,,,,81.8,0.65,73.77,,,,0.0
2019-01-10 23:00:00,2019-01-11 00:00:00,261.2,288.82,11.63,9.09,,0.18,13.05,1.52,4.47,,,,,84.67,0.41,88.45,,,,0.0
2019-01-11 00:00:00,2019-01-11 01:00:00,225.32,274.43,7.48,6.92,0.98,0.03,5.84,1.19,7.35,,,,,87.19,0.8,75.86,,,,0.0
2019-01-11 01:00:00,2019-01-11 02:00:00,184.99,250.77,38.62,24.19,0.48,0.8,5.73,0.94,6.5,,,,,86.73,0.93,61.82,,,,0.0
2019-01-11 02:00:00,2019-01-11 03:00:00,178.93,217.25,0.78,3.3,2.38,0.01,3.48,0.87,14.78,,,,,87.42,0.95,66.07,,,,0.0
2019-01-11 03:00:00,2019-01-11 04:00:00,153.62,188.11,2.37,4.29,2.03,0.1,5.78,0.86,9.87,,,,,87.8,0.59,59.01,,,,0.0
2019-01-11 04:00:00,2019-01-11 05:00:00,161.3,180.99,3.05,4.58,1.76,0.04,6.3,0.82,13.75,,,,,86.76,0.55,74.89,,,,0.0
2019-01-11 05:00:00,2019-01-11 06:00:00,138.29,173.6,0.58,3.05,2.25,0.05,6.61,0.86,13.67,,,,,87.25,0.79,113.1,,,,0.0
2019-01-11 06:00:00,2019-01-11 07:00:00,142.5,172.78,1.43,3.59,1.95,0.05,18.75,0.93,9.36,,,,,84.26,1.42,138.5,,,,0.0
2019-01-11 07:00:00,2019-01-11 08:00:00,144.98,186.26,2.33,4.06,1.46,0.06,17.45,1.02,9.41,,,,,85.7,1.57,146.58,20.45,,,0.0
2019-01-11 08:00:00,2019-01-11 09:00:00,116.32,196.54,4.54,5.33,0.73,0.05,23.2,1.01,15.48,,,,,81.46,1.31,133.79,130.28,,,0.0
2019-01-11 09:00:00,2019-01-11 10:00:00,175.88,218.37,15.66,11.11,,0.13,20.8,1.5,12.93,,,,,70.33,0.36,46.61,318.05,,,0.0
2019-01-11 10:00:00,2019-01-11 11:00:00,213.85,272.47,9.17,7.47,0.19,0.17,22.51,0.99,26.64,,,,,63.06,1.69,146.29,496.31,,,0.0
2019-01-11 11:00:00,2019-01-11 12:00:00,207.71,274.3,4.25,4.95,0.39,0.11,31.38,0.82,39.02,,,,,54.51,1.65,80.42,566.88,,,0.0
2019-01-11 12:00:00,2019-01-11 13:00:00,194.51,250.33,2.27,4.0,1.41,0.03,30.85,0.78,45.68,,,,,52.18,1.29,68.44,547.37,,,0.0
2019-01-11 13:00:00,2019-01-11 14:00:00,181.25,226.49,2.26,4.0,1.44,,36.05,0.8,50.81,,,,,48.71,1.06,74.16,488.67,,,0.0
2019-01-11 14:00:00,2019-01-11 15:00:00,169.21,217.53,1.33,3.46,1.84,0.04,26.4,0.69,55.58,,,,,47.59,1.3,67.37,383.98,,,0.0
2019-01-11 15:00:00,2019-01-11 16:00:00,160.58,197.94,0.88,3.26,2.15,0.03,20.14,0.62,53.97,,,,,41.5,1.16,54.44,272.57,,,0.0
2019-01-11 16:00:00,2019-01-11 17:00:00,140.57,185.95,0.96,3.31,2.13,,16.07,0.54,51.6,,,,,38.46,1.39,64.01,122.97,,,0.0
2019-01-11 17:00:00,2019-01-11 18:00:00,116.46,164.68,1.66,3.69,1.78,0.06,19.06,0.84,39.23,,,,,53.2,0.73,55.05,18.48,,,0.0
2019-01-11 18:00:00,2019-01-11 19:00:00,118.57,173.03,5.04,5.49,1.19,0.11,19.99,1.23,20.36,,,,,59.83,0.75,64.78,,,,0.0
2019-01-11 19:00:00,2019-01-11 20:00:00,157.65,193.18,22.06,14.5,0.14,0.32,20.44,2.69,7.46,,,,,68.25,0.3,29.35,,,,0.0
2019-01-11 20:00:00,2019-01-11 21:00:00,345.56,479.65,44.53,27.03,0.3,0.06,28.16,2.94,5.06,,,,,72.67,0.31,46.23,,,,0.0
2019-01-11 21:00:00,2019-01-11 22:00:00,405.48,560.81,32.27,20.37,,0.22,22.5,2.63,3.7,,,,,73.47,0.71,53.57,,,,0.0
2019-01-11 22:00:00,2019-01-11 23:00:00,356.2,473.12,8.65,7.53,0.26,0.02,25.07,1.97,6.2,,,,,76.06,0.48,186.18,,,,0.0
2019-01-11 23:00:00,2019-01-12 00:00:00,292.53,399.83,1.73,3.72,1.74,0.06,25.63,1.66,10.62,,,,,77.41,0.32,188.64,,,,0.0
2019-01-12 00:00:00,2019-01-12 01:00:00,228.6,325.44,2.22,4.12,1.94,0.05,22.47,1.53,9.15,,,,,80.16,0.52,48.13,,,,0.0
2019-01-12 01:00:00,2019-01-12 02:00:00,260.73,326.31,0.9,3.37,2.35,0.01,14.54,1.36,10.98,,,,,83.84,0.69,61.98,,,,0.0
2019-01-12 02:00:00,2019-01-12 03:00:00,257.75,320.84,0.98,3.32,2.1,0.02,10.3,1.29,7.83,,,,,87.68,0.38,46.9,,,,0.0
2019-01-12 03:00:00,2019-01-12 04:00:00,285.51,311.18,0.65,3.13,2.65,0.02,10.53,1.23,12.4,,,,,89.64,0.87,69.08,,,,0.0
2019-01-12 04:00:00,2019-01-12 05:00:00,271.57,319.65,1.31,3.53,2.3,0.03,9.36,1.2,9.64,,,,,93.04,0.11,152.37,,,,0.0
2019-01-12 05:00:00,2019-01-12 06:00:00,279.96,316.32,2.57,4.22,1.57,0.02,11.37,1.17,7.44,,,,,94.25,0.42,136.84,,,,0.0
2019-01-12 06:00:00,2019-01-12 07:00:00,278.66,330.67,1.8,3.73,1.63,0.05,34.77,1.35,9.41,,,,,93.43,0.71,155.24,,,,0.0
2019-01-12 07:00:00,2019-01-12 08:00:00,306.49,361.88,2.05,4.05,1.86,0.03,32.66,1.43,7.81,,,,,94.3,0.59,136.79,15.78,,,0.0
2019-01-12 08:00:00,2019-01-12 09:00:00,304.93,365.45,22.68,14.94,0.32,0.21,39.52,2.09,6.59,,,,,90.87,0.23,180.7,93.83,,,0.0
2019-01-12 09:00:00,2019-01-12 10:00:00,310.07,395.52,24.78,16.2,,0.04,40.72,2.52,8.31,,,,,81.08,0.45,75.09,252.96,,,0.0
2019-01-12 10:00:00,2019-01-12 11:00:00,354.39,581.9,17.09,11.84,,0.07,95.44,1.61,19.36,,,,,65.7,1.2,118.86,397.5,,,0.0
2019-01-12 11:00:00,2019-01-12 12:00:00,338.73,376.87,7.21,6.55,0.54,0.03,70.11,1.19,37.88,,,,,54.14,2.18,143.06,504.85,,,0.0
2019-01-12 12:00:00,2019-01-12 13:00:00,291.0,322.77,2.7,4.31,1.37,0.04,42.33,1.05,50.84,,,,,51.5,2.26,156.09,515.41,,,0.0
2019-01-12 13:00:00,2019-01-12 14:00:00,228.26,306.21,1.27,3.53,2.06,0.05,44.89,0.95,62.81,,,,,43.2,1.79,138.29,473.56,,,0.0
2019-01-12 14:00:00,2019-01-12 15:00:00,184.45,259.97,1.05,3.32,2.0,0.05,54.31,0.97,67.78,,,,,43.43,1.56,138.85,364.07,,,0.0
2019-01-12 15:00:00,2019-01-12 16:00:00,198.39,271.34,1.2,3.41,1.95,0.1,60.69,1.02,67.44,,,,,46.0,1.49,128.51,199.74,,,0.0
2019-01-12 16:00:00,2019-01-12 17:00:00,214.82,296.17,1.21,3.43,1.97,0.09,44.88,1.03,62.94,,,,,54.1,1.21,70.63,78.85,,,0.0
2019-01-12 17:00:00,2019-01-12 18:00:00,218.16,326.59,1.27,3.41,1.81,0.1,39.08,1.36,42.03,,,,,63.3,0.82,61.86,16.75,,,0.0
2019-01-12 18:00:00,2019-01-12 19:00:00,255.72,379.54,3.68,4.76,1.8,0.1,36.98,1.71,30.31,,,,,70.26,0.46,108.66,,,,0.0
2019-01-12 19:00:00,2019-01-12 20:00:00,293.65,438.64,26.66,17.0,1.01,0.45,38.16,2.99,16.86,,,,,73.06,0.84,202.33,,,,0.0
2019-01-12 20:00:00,2019-01-12 21:00:00,356.38,534.53,4.04,4.93,1.54,0.04,29.79,1.8,13.8,,,,,79.59,1.58,344.43,,,,0.0
2019-01-12 21:00:00,2019-01-12 22:00:00,333.79,507.13,3.21,4.66,1.84,0.08,22.47,1.48,15.38,,,,,85.07,1.62,335.19,,,,0.0
2019-01-12 22:00:00,2019-01-12 23:00:00,283.07,260.23,1.32,3.56,2.07,0.06,22.22,1.31,14.75,,,,,84.02,3.21,331.58,,,,0.0
2019-01-12 23:00:00,2019-01-13 00:00:00,236.23,248.56,0.9,3.24,2.23,0.06,19.92,1.02,14.07,,,,,79.47,3.23,344.11,,,,0.0
2019-01-13 00:00:00,2019-01-13 01:00:00,139.57,,0.65,3.19,2.37,0.01,,0.69,19.94,,,,,77.92,2.09,54.59,0.08,,,0.0
2019-01-13 01:00:00,2019-01-13 02:00:00,106.02,,0.81,3.29,2.3,0.01,21.88,0.64,20.56,,,,,76.61,1.29,44.46,,,,0.0
2019-01-13 02:00:00,2019-01-13 03:00:00,77.31,,0.23,2.91,2.6,0.02,,0.65,18.84,,,,,80.98,0.79,82.06,,,,0.0
2019-01-13 03:00:00,2019-01-13 04:00:00,92.09,121.16,0.36,2.95,2.38,0.03,16.26,0.66,15.49,,,,,84.35,1.15,61.0,,,,0.0
2019-01-13 04:00:00,2019-01-13 05:00:00,104.3,138.69,1.23,3.52,2.29,0.04,18.89,0.69,13.14,,,,,88.05,0.78,106.43,,,,0.0
2019-01-13 05:00:00,2019-01-13 06:00:00,110.95,144.28,2.49,3.99,2.15,0.07,19.69,0.74,9.26,,,,,86.9,1.13,83.11,,,,0.0
2019-01-13 06:00:00,2019-01-13 07:00:00,107.88,139.38,1.05,3.4,2.25,0.04,13.75,0.77,9.91,,,,,89.22,0.91,81.46,,,,0.0
2019-01-13 07:00:00,2019-01-13 08:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 08:00:00,2019-01-13 09:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 09:00:00,2019-01-13 10:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 10:00:00,2019-01-13 11:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 11:00:00,2019-01-13 12:00:00,169.06,219.05,1.94,3.74,1.43,0.08,26.07,0.84,23.85,,,,,64.09,2.58,331.1,36.63,,,
2019-01-13 12:00:00,2019-01-13 13:00:00,145.47,207.19,1.39,3.48,1.77,0.06,24.39,0.92,18.26,,,,,69.35,1.88,332.51,4.14,,,0.0
2019-01-13 13:00:00,2019-01-13 14:00:00,136.54,196.66,2.95,4.3,1.19,0.02,24.34,1.0,15.28,,,,,72.89,2.17,331.28,,,,0.0
2019-01-13 14:00:00,2019-01-13 15:00:00,150.13,194.52,3.67,4.86,1.0,0.01,25.29,1.18,12.03,,,,,77.19,2.2,336.65,,,,0.0
2019-01-13 15:00:00,2019-01-13 16:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 16:00:00,2019-01-13 17:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 17:00:00,2019-01-13 18:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 18:00:00,2019-01-13 19:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-13 19:00:00,2019-01-13 20:00:00,,,,,,,,,,,,,,,,,,,,0.0
2019-01-13 20:00:00,2019-01-13 21:00:00,78.72,193.59,6.81,6.39,0.38,0.1,25.43,1.21,11.89,,,,,76.8,2.18,331.12,,,,0.0
2019-01-13 21:00:00,2019-01-13 22:00:00,152.89,187.57,7.29,6.85,0.52,0.03,24.76,1.23,10.41,,,,,79.09,2.33,332.94,,,,0.0
2019-01-13 22:00:00,2019-01-13 23:00:00,156.52,175.57,1.7,3.75,1.82,,22.67,1.02,11.4,,,,,82.81,2.25,332.73,,,,0.0
2019-01-13 23:00:00,2019-01-14 00:00:00,138.97,178.24,3.92,4.92,1.54,0.06,22.57,0.98,10.54,,,,,85.09,2.0,331.17,,,,0.0
2019-01-14 00:00:00,2019-01-14 01:00:00,126.5,154.08,1.18,3.3,1.75,0.09,22.07,0.78,10.6,,,,,85.31,2.15,330.16,,,,0.0
2019-01-14 01:00:00,2019-01-14 02:00:00,94.8,124.45,0.94,3.33,2.19,0.01,19.46,0.68,11.53,,,,,78.8,2.27,329.16,,,,0.0
2019-01-14 02:00:00,2019-01-14 03:00:00,76.88,81.53,0.81,3.29,2.33,,22.28,0.61,11.78,,,,,74.21,2.17,332.86,,,,0.0
2019-01-14 03:00:00,2019-01-14 04:00:00,79.85,82.41,0.82,3.29,2.3,0.01,18.78,0.57,13.5,,,,,74.0,2.43,330.52,,,,0.0
2019-01-14 04:00:00,2019-01-14 05:00:00,67.58,78.72,3.82,4.84,0.98,0.05,17.51,0.56,13.56,,,,,72.14,2.31,330.64,,,,0.0
2019-01-14 05:00:00,2019-01-14 06:00:00,66.26,82.37,2.2,4.12,2.04,0.03,17.75,0.58,13.71,,,,,72.43,2.31,322.28,,,,0.0
2019-01-14 06:00:00,2019-01-14 07:00:00,66.28,79.73,1.8,3.8,2.01,0.07,20.7,0.62,13.68,,,,,71.98,2.34,311.96,,,,0.0
2019-01-14 07:00:00,2019-01-14 08:00:00,62.86,86.93,1.56,3.7,1.94,0.03,20.79,0.79,11.8,,,,,72.86,2.28,309.96,31.75,,,0.0
2019-01-14 08:00:00,2019-01-14 09:00:00,83.97,100.48,6.98,6.6,0.04,0.04,23.1,0.94,12.14,,,,,63.76,1.98,311.4,256.77,,,0.0
2019-01-14 09:00:00,2019-01-14 10:00:00,102.19,117.46,7.04,6.7,,0.03,29.27,0.9,15.93,,,,,56.07,2.48,310.46,463.93,,,0.0
2019-01-14 10:00:00,2019-01-14 11:00:00,97.85,129.02,6.97,6.38,,,26.6,0.78,20.92,,,,,50.08,2.95,316.73,599.14,,,0.0
2019-01-14 11:00:00,2019-01-14 12:00:00,93.18,136.16,3.56,4.37,0.91,0.08,23.37,0.7,28.51,,,,,42.23,2.76,305.66,653.76,,,0.0
2019-01-14 12:00:00,2019-01-14 13:00:00,85.73,133.72,2.64,1.11,4.13,0.03,26.16,0.62,31.3,,,,,34.9,3.16,305.08,601.54,,,0.0
2019-01-14 13:00:00,2019-01-14 14:00:00,79.02,121.86,1.97,1.58,3.84,0.02,18.83,0.58,34.53,,,,,30.46,3.25,305.1,647.75,,,0.0
2019-01-14 14:00:00,2019-01-14 15:00:00,75.31,115.91,1.96,1.4,3.73,0.06,20.1,0.51,36.31,,,,,26.1,3.59,309.74,589.62,,,0.0
2019-01-14 15:00:00,2019-01-14 16:00:00,72.78,103.52,0.79,2.23,3.23,0.03,17.81,0.48,38.06,,,,,25.75,3.56,308.33,437.87,,,0.0
2019-01-14 16:00:00,2019-01-14 17:00:00,63.62,96.79,0.95,2.16,3.32,0.04,16.67,0.47,43.2,,,,,30.95,3.23,308.12,163.3,,,0.0
2019-01-14 17:00:00,2019-01-14 18:00:00,53.05,93.9,1.36,1.92,3.52,0.06,18.12,0.57,36.78,,,,,38.81,2.41,307.53,23.38,,,0.0
2019-01-14 18:00:00,2019-01-14 19:00:00,54.09,97.34,1.22,1.94,3.42,0.02,20.26,0.87,22.66,,,,,50.47,1.63,290.07,,,,0.0
2019-01-14 19:00:00,2019-01-14 20:00:00,63.36,116.99,0.84,2.08,3.19,0.02,24.33,0.89,23.52,,,,,53.38,2.21,290.04,,,,0.0
2019-01-14 20:00:00,2019-01-14 21:00:00,69.1,132.83,1.0,2.23,3.4,0.01,22.04,0.94,27.63,,,,,54.15,2.17,300.37,,,,0.0
2019-01-14 21:00:00,2019-01-14 22:00:00,85.16,129.09,0.79,2.31,3.27,0.03,20.82,0.96,28.49,,,,,58.71,1.92,292.91,,,,0.0
2019-01-14 22:00:00,2019-01-14 23:00:00,90.33,135.23,0.34,2.56,3.03,,23.95,0.92,28.31,,,,,62.73,1.61,292.66,,,,0.0
2019-01-14 23:00:00,2019-01-15 00:00:00,94.34,136.48,0.49,2.46,3.1,,29.23,0.91,26.7,,,,,63.95,1.77,298.73,,,,0.0
2019-01-15 00:00:00,2019-01-15 01:00:00,96.09,139.91,0.94,2.16,3.32,0.02,20.26,0.63,28.97,,,,,67.53,2.07,282.21,,,,0.0
2019-01-15 01:00:00,2019-01-15 02:00:00,97.97,122.03,0.41,2.55,3.08,0.02,20.84,0.61,25.0,,,,,72.52,1.87,286.08,,,,0.0
2019-01-15 02:00:00,2019-01-15 03:00:00,87.53,128.03,0.89,1.97,3.17,0.1,20.69,0.65,20.73,,,,,74.75,1.63,288.09,,,,0.0
2019-01-15 03:00:00,2019-01-15 04:00:00,85.2,120.16,0.55,2.59,3.04,0.04,20.84,0.66,20.79,,,,,74.59,1.61,279.59,,,,0.0
2019-01-15 04:00:00,2019-01-15 05:00:00,92.93,119.25,0.41,2.55,2.75,0.09,19.07,0.65,20.91,,,,,75.16,1.62,280.6,,,,0.0
2019-01-15 05:00:00,2019-01-15 06:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-15 06:00:00,2019-01-15 07:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-15 07:00:00,2019-01-15 08:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-15 08:00:00,2019-01-15 09:00:00,66.62,125.91,4.06,0.43,4.86,0.02,19.68,1.04,17.04,,,,,66.1,1.79,280.23,156.82,,,0.0
2019-01-15 09:00:00,2019-01-15 10:00:00,99.93,125.91,5.08,0.34,5.42,0.07,20.35,0.97,19.71,,,,,63.74,1.58,278.75,241.47,,,0.0
2019-01-15 10:00:00,2019-01-15 11:00:00,99.93,125.91,3.67,0.5,4.64,0.05,20.94,0.94,24.85,,,,,61.53,1.46,282.23,374.23,,,0.0
2019-01-15 11:00:00,2019-01-15 12:00:00,99.93,125.91,3.44,0.58,4.47,0.05,23.39,0.92,30.33,,,,,53.68,1.59,284.92,483.62,,,0.0
2019-01-15 12:00:00,2019-01-15 13:00:00,106.02,140.4,1.64,1.6,3.58,0.05,21.95,0.74,35.54,,,,,45.65,1.37,285.91,441.77,,,0.0
2019-01-15 13:00:00,2019-01-15 14:00:00,105.61,149.81,1.63,1.77,3.65,0.11,22.7,0.65,37.33,,,,,41.41,1.64,298.91,318.39,,,0.0
2019-01-15 14:00:00,2019-01-15 15:00:00,101.67,153.55,0.81,2.44,3.32,0.01,21.71,0.61,38.84,,,,,3.35,2.03,296.53,35.89,,,0.0
2019-01-15 15:00:00,2019-01-15 16:00:00,85.7,153.48,1.32,1.81,3.44,0.02,19.66,0.69,40.21,,,,,25.67,2.17,307.43,277.93,,,0.0
2019-01-15 16:00:00,2019-01-15 17:00:00,72.69,150.74,1.28,1.95,3.48,0.04,18.1,0.7,39.05,,,,,29.59,2.0,288.73,120.08,,,0.0
2019-01-15 17:00:00,2019-01-15 18:00:00,73.64,140.36,1.32,2.03,3.55,0.01,18.74,0.9,27.63,,,,,36.28,1.1,272.74,19.43,,,0.0
2019-01-15 18:00:00,2019-01-15 19:00:00,74.47,155.7,3.32,1.13,4.69,0.01,17.05,1.46,10.46,,,,,48.7,0.98,281.82,,,,0.0
2019-01-15 19:00:00,2019-01-15 20:00:00,94.38,179.83,14.97,0.97,10.84,0.16,27.97,1.84,4.04,,,,,41.81,0.99,301.97,,,,0.0
2019-01-15 20:00:00,2019-01-15 21:00:00,145.47,215.25,69.4,,39.96,0.42,35.06,2.25,1.48,,,,,45.63,0.55,288.82,,,,0.0
2019-01-15 21:00:00,2019-01-15 22:00:00,181.45,277.7,63.8,,36.8,0.14,30.09,2.39,1.22,,,,,48.99,0.27,229.73,,,,0.0
2019-01-15 22:00:00,2019-01-15 23:00:00,211.18,310.79,69.13,0.38,39.82,0.54,23.75,2.41,1.58,,,,,50.72,0.46,62.81,,,,0.0
2019-01-15 23:00:00,2019-01-16 00:00:00,225.25,313.81,61.26,,35.33,0.36,21.88,2.44,1.38,,,,,57.1,0.11,259.26,,,,0.0
2019-01-16 00:00:00,2019-01-16 01:00:00,238.75,315.46,92.4,,52.39,0.19,18.59,2.27,0.83,,,,,57.0,0.34,159.6,,,,0.0
2019-01-16 01:00:00,2019-01-16 02:00:00,231.76,326.1,101.77,,57.32,0.18,15.72,2.35,1.07,,,,,59.56,0.41,187.23,,,,0.0
2019-01-16 02:00:00,2019-01-16 03:00:00,229.27,317.43,52.73,,31.35,0.15,15.53,1.93,0.93,,,,,60.96,0.35,152.5,,,,0.0
2019-01-16 03:00:00,2019-01-16 04:00:00,222.61,313.17,22.84,0.08,15.16,0.05,16.36,1.58,0.81,,,,,58.8,0.52,181.31,,,,0.0
2019-01-16 04:00:00,2019-01-16 05:00:00,220.98,291.6,2.6,1.43,4.27,0.02,18.98,1.19,5.13,,,,,57.87,0.5,134.06,,,,0.0
2019-01-16 05:00:00,2019-01-16 06:00:00,206.71,264.72,3.88,0.76,4.69,0.14,19.88,1.18,4.13,,,,,57.82,0.43,177.22,,,,0.0
2019-01-16 06:00:00,2019-01-16 07:00:00,199.93,251.93,3.32,0.81,4.49,0.21,31.62,1.2,8.63,,,,,56.54,0.62,145.94,,,,0.0
2019-01-16 07:00:00,2019-01-16 08:00:00,208.09,250.07,6.71,0.56,6.6,0.09,60.94,1.35,8.53,,,,,54.62,1.16,154.68,23.92,,,0.0
2019-01-16 08:00:00,2019-01-16 09:00:00,210.19,258.95,19.94,,13.34,0.23,44.92,1.42,9.23,,,,,50.39,1.09,141.05,187.11,,,0.0
2019-01-16 09:00:00,2019-01-16 10:00:00,208.24,282.51,11.03,62.08,26.77,0.39,67.68,1.11,19.29,,,,,44.78,1.19,124.98,213.43,,,0.0
2019-01-16 10:00:00,2019-01-16 11:00:00,207.16,274.42,17.66,45.48,40.92,0.67,54.76,1.21,25.24,,,,,40.58,1.63,110.31,462.41,,,0.0
2019-01-16 11:00:00,2019-01-16 12:00:00,39.6,44.48,5.23,28.47,22.06,0.12,34.86,0.91,42.4,,,,,32.76,2.33,139.81,681.57,,,0.0
2019-01-16 12:00:00,2019-01-16 13:00:00,166.19,208.83,2.93,21.16,16.41,0.11,21.45,0.88,49.36,,,,,30.91,2.23,143.3,638.01,,,0.0
2019-01-16 13:00:00,2019-01-16 14:00:00,109.42,174.22,2.75,26.7,19.16,0.16,22.24,0.86,48.54,,,,,21.65,2.04,144.34,386.36,,,0.0
2019-01-16 14:00:00,2019-01-16 15:00:00,108.27,150.54,5.17,35.6,25.75,0.18,26.36,0.84,45.18,,,,,14.81,1.51,99.05,389.67,,,0.0
2019-01-16 15:00:00,2019-01-16 16:00:00,92.47,168.9,2.09,25.42,17.95,0.11,10.39,0.75,54.33,,,,,16.09,2.06,66.19,298.41,,,0.0
2019-01-16 16:00:00,2019-01-16 17:00:00,110.79,176.52,1.03,26.24,17.53,0.05,19.55,0.83,56.73,,,,,18.41,2.51,64.62,167.08,,,0.0
2019-01-16 17:00:00,2019-01-16 18:00:00,126.39,216.43,0.79,36.83,22.81,0.18,18.05,1.06,34.11,,,,,22.43,1.52,64.12,21.97,,,0.0
2019-01-16 18:00:00,2019-01-16 19:00:00,184.06,273.13,0.58,54.22,31.7,0.22,15.33,1.28,18.18,,,,,25.63,1.05,68.89,,,,0.0
2019-01-16 19:00:00,2019-01-16 20:00:00,225.33,385.8,4.32,65.88,40.78,0.19,15.1,2.0,12.13,,,,,26.52,0.61,83.3,,,,0.0
2019-01-16 20:00:00,2019-01-16 21:00:00,269.99,407.29,4.46,74.37,45.42,0.21,14.17,1.81,7.55,,,,,27.25,0.91,64.76,,,,0.0
2019-01-16 21:00:00,2019-01-16 22:00:00,328.51,410.92,6.0,58.08,38.16,0.33,12.6,1.74,7.31,,,,,28.61,0.53,44.64,,,,0.0
2019-01-16 22:00:00,2019-01-16 23:00:00,332.25,409.71,1.49,51.07,30.88,0.04,11.12,1.7,6.71,,,,,29.57,0.34,114.66,,,,0.0
2019-01-16 23:00:00,2019-01-17 00:00:00,297.6,365.4,6.46,50.78,34.71,0.12,10.16,1.96,2.88,,,,,30.07,0.22,177.66,,,,0.0
2019-01-17 00:00:00,2019-01-17 01:00:00,297.88,381.44,4.88,46.22,31.07,0.1,10.88,1.45,4.25,,,,,31.16,0.16,30.07,,,,0.0
2019-01-17 01:00:00,2019-01-17 02:00:00,297.57,372.71,5.49,41.16,28.91,0.2,11.42,1.32,3.4,,,,,30.52,0.45,183.73,,,,0.0
2019-01-17 02:00:00,2019-01-17 03:00:00,295.86,365.57,2.45,42.55,27.2,0.03,11.54,1.18,5.18,,,,,50.97,0.77,26.87,,,,0.0
2019-01-17 03:00:00,2019-01-17 04:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-17 04:00:00,2019-01-17 05:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-17 05:00:00,2019-01-17 06:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-17 06:00:00,2019-01-17 07:00:00,,,,,,,,,,,,,,,,,,,,
2019-01-17 07:00:00,2019-01-17 08:00:00,,,,,,,,,,,,,,,,,,,,0.0
2019-01-17 08:00:00,2019-01-17 09:00:00,212.15,269.23,146.97,5.33,119.07,0.4,10.82,2.58,0.74,,,,,59.12,0.33,205.1,163.25,,,0.0
2019-01-17 09:00:00,2019-01-17 10:00:00,212.15,269.23,61.25,74.41,90.99,0.27,17.82,2.83,4.07,,,,,48.66,0.34,184.15,345.31,,,0.0
