From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (),Toluene (ug/m3),Eth-Benzene (ug/m3),Temp (degree C),RH (W/mt2),WS (m/s),WD (degree),BP (mmHg),VWS (m/s),AT (degree C)
2018-06-22 14:00:00,2018-06-22 15:00:00,18.0,74.0,7.6,42.3,28.8,9.2,6.0,0.5,14.5,0.2,2.3,,,53.0,1.6,298.0,703.0,,27.1
2018-06-22 15:00:00,2018-06-22 16:00:00,18.0,74.0,7.6,42.3,28.8,9.2,6.0,0.5,14.5,0.2,2.3,,,53.0,1.6,298.0,703.0,,27.1
2018-06-22 16:00:00,2018-06-22 17:00:00,18.0,74.0,7.6,42.3,28.8,9.2,6.0,0.5,14.5,0.2,2.3,,28.2,53.0,1.6,298.0,703.0,,27.1
2018-06-22 17:00:00,2018-06-22 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-22 18:00:00,2018-06-22 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-22 19:00:00,2018-06-22 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-22 20:00:00,2018-06-22 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-22 21:00:00,2018-06-22 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-22 22:00:00,2018-06-22 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-22 23:00:00,2018-06-23 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 00:00:00,2018-06-23 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 01:00:00,2018-06-23 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 02:00:00,2018-06-23 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 03:00:00,2018-06-23 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 04:00:00,2018-06-23 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 05:00:00,2018-06-23 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 06:00:00,2018-06-23 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 07:00:00,2018-06-23 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 08:00:00,2018-06-23 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 09:00:00,2018-06-23 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 10:00:00,2018-06-23 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 11:00:00,2018-06-23 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 12:00:00,2018-06-23 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 13:00:00,2018-06-23 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 14:00:00,2018-06-23 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 15:00:00,2018-06-23 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 16:00:00,2018-06-23 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 17:00:00,2018-06-23 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 18:00:00,2018-06-23 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 19:00:00,2018-06-23 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 20:00:00,2018-06-23 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 21:00:00,2018-06-23 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 22:00:00,2018-06-23 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-23 23:00:00,2018-06-24 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 00:00:00,2018-06-24 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 01:00:00,2018-06-24 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 02:00:00,2018-06-24 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 03:00:00,2018-06-24 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 04:00:00,2018-06-24 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 05:00:00,2018-06-24 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 06:00:00,2018-06-24 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 07:00:00,2018-06-24 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 08:00:00,2018-06-24 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 09:00:00,2018-06-24 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 10:00:00,2018-06-24 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 11:00:00,2018-06-24 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 12:00:00,2018-06-24 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 13:00:00,2018-06-24 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 14:00:00,2018-06-24 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 15:00:00,2018-06-24 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 16:00:00,2018-06-24 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 17:00:00,2018-06-24 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 18:00:00,2018-06-24 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 19:00:00,2018-06-24 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 20:00:00,2018-06-24 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 21:00:00,2018-06-24 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 22:00:00,2018-06-24 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-24 23:00:00,2018-06-25 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 00:00:00,2018-06-25 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 01:00:00,2018-06-25 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 02:00:00,2018-06-25 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 03:00:00,2018-06-25 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 04:00:00,2018-06-25 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 05:00:00,2018-06-25 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 06:00:00,2018-06-25 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 07:00:00,2018-06-25 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 08:00:00,2018-06-25 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 09:00:00,2018-06-25 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 10:00:00,2018-06-25 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 11:00:00,2018-06-25 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 12:00:00,2018-06-25 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 13:00:00,2018-06-25 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 14:00:00,2018-06-25 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 15:00:00,2018-06-25 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 16:00:00,2018-06-25 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 17:00:00,2018-06-25 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 18:00:00,2018-06-25 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 19:00:00,2018-06-25 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 20:00:00,2018-06-25 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 21:00:00,2018-06-25 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 22:00:00,2018-06-25 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-25 23:00:00,2018-06-26 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 00:00:00,2018-06-26 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 01:00:00,2018-06-26 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 02:00:00,2018-06-26 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 03:00:00,2018-06-26 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 04:00:00,2018-06-26 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 05:00:00,2018-06-26 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 06:00:00,2018-06-26 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 07:00:00,2018-06-26 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 08:00:00,2018-06-26 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 09:00:00,2018-06-26 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 10:00:00,2018-06-26 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 11:00:00,2018-06-26 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 12:00:00,2018-06-26 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 13:00:00,2018-06-26 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 14:00:00,2018-06-26 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 15:00:00,2018-06-26 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 16:00:00,2018-06-26 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 17:00:00,2018-06-26 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 18:00:00,2018-06-26 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 19:00:00,2018-06-26 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 20:00:00,2018-06-26 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 21:00:00,2018-06-26 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 22:00:00,2018-06-26 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-26 23:00:00,2018-06-27 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 00:00:00,2018-06-27 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 01:00:00,2018-06-27 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 02:00:00,2018-06-27 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 03:00:00,2018-06-27 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 04:00:00,2018-06-27 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 05:00:00,2018-06-27 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 06:00:00,2018-06-27 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 07:00:00,2018-06-27 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 08:00:00,2018-06-27 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 09:00:00,2018-06-27 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 10:00:00,2018-06-27 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 11:00:00,2018-06-27 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 12:00:00,2018-06-27 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 13:00:00,2018-06-27 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 14:00:00,2018-06-27 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 15:00:00,2018-06-27 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 16:00:00,2018-06-27 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 17:00:00,2018-06-27 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 18:00:00,2018-06-27 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 19:00:00,2018-06-27 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 20:00:00,2018-06-27 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 21:00:00,2018-06-27 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 22:00:00,2018-06-27 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-27 23:00:00,2018-06-28 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 00:00:00,2018-06-28 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 01:00:00,2018-06-28 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 02:00:00,2018-06-28 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 03:00:00,2018-06-28 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 04:00:00,2018-06-28 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 05:00:00,2018-06-28 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 06:00:00,2018-06-28 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 07:00:00,2018-06-28 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 08:00:00,2018-06-28 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 09:00:00,2018-06-28 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 10:00:00,2018-06-28 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 11:00:00,2018-06-28 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 12:00:00,2018-06-28 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 13:00:00,2018-06-28 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 14:00:00,2018-06-28 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 15:00:00,2018-06-28 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 16:00:00,2018-06-28 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 17:00:00,2018-06-28 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 18:00:00,2018-06-28 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 19:00:00,2018-06-28 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 20:00:00,2018-06-28 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 21:00:00,2018-06-28 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 22:00:00,2018-06-28 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-28 23:00:00,2018-06-29 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 00:00:00,2018-06-29 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 01:00:00,2018-06-29 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 02:00:00,2018-06-29 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 03:00:00,2018-06-29 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 04:00:00,2018-06-29 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 05:00:00,2018-06-29 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 06:00:00,2018-06-29 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 07:00:00,2018-06-29 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 08:00:00,2018-06-29 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 09:00:00,2018-06-29 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 10:00:00,2018-06-29 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 11:00:00,2018-06-29 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 12:00:00,2018-06-29 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 13:00:00,2018-06-29 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 14:00:00,2018-06-29 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 15:00:00,2018-06-29 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 16:00:00,2018-06-29 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 17:00:00,2018-06-29 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 18:00:00,2018-06-29 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 19:00:00,2018-06-29 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 20:00:00,2018-06-29 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 21:00:00,2018-06-29 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 22:00:00,2018-06-29 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-29 23:00:00,2018-06-30 00:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 00:00:00,2018-06-30 01:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 01:00:00,2018-06-30 02:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 02:00:00,2018-06-30 03:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 03:00:00,2018-06-30 04:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 04:00:00,2018-06-30 05:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 05:00:00,2018-06-30 06:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 06:00:00,2018-06-30 07:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 07:00:00,2018-06-30 08:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 08:00:00,2018-06-30 09:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 09:00:00,2018-06-30 10:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 10:00:00,2018-06-30 11:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 11:00:00,2018-06-30 12:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 12:00:00,2018-06-30 13:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 13:00:00,2018-06-30 14:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 14:00:00,2018-06-30 15:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 15:00:00,2018-06-30 16:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 16:00:00,2018-06-30 17:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 17:00:00,2018-06-30 18:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 18:00:00,2018-06-30 19:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 19:00:00,2018-06-30 20:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 20:00:00,2018-06-30 21:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 21:00:00,2018-06-30 22:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 22:00:00,2018-06-30 23:00:00,,,,,,,,,,,,,,,,,,,
2018-06-30 23:00:00,2018-07-01 00:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 00:00:00,2018-07-01 01:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 01:00:00,2018-07-01 02:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 02:00:00,2018-07-01 03:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 03:00:00,2018-07-01 04:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 04:00:00,2018-07-01 05:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 05:00:00,2018-07-01 06:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 06:00:00,2018-07-01 07:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 07:00:00,2018-07-01 08:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 08:00:00,2018-07-01 09:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 09:00:00,2018-07-01 10:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 10:00:00,2018-07-01 11:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 11:00:00,2018-07-01 12:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 12:00:00,2018-07-01 13:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 13:00:00,2018-07-01 14:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 14:00:00,2018-07-01 15:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 15:00:00,2018-07-01 16:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 16:00:00,2018-07-01 17:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 17:00:00,2018-07-01 18:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 18:00:00,2018-07-01 19:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 19:00:00,2018-07-01 20:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 20:00:00,2018-07-01 21:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 21:00:00,2018-07-01 22:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 22:00:00,2018-07-01 23:00:00,,,,,,,,,,,,,,,,,,,
2018-07-01 23:00:00,2018-07-02 00:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 00:00:00,2018-07-02 01:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 01:00:00,2018-07-02 02:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 02:00:00,2018-07-02 03:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 03:00:00,2018-07-02 04:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 04:00:00,2018-07-02 05:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 05:00:00,2018-07-02 06:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 06:00:00,2018-07-02 07:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 07:00:00,2018-07-02 08:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 08:00:00,2018-07-02 09:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 09:00:00,2018-07-02 10:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 10:00:00,2018-07-02 11:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 11:00:00,2018-07-02 12:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 12:00:00,2018-07-02 13:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 13:00:00,2018-07-02 14:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 14:00:00,2018-07-02 15:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 15:00:00,2018-07-02 16:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 16:00:00,2018-07-02 17:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 17:00:00,2018-07-02 18:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 18:00:00,2018-07-02 19:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 19:00:00,2018-07-02 20:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 20:00:00,2018-07-02 21:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 21:00:00,2018-07-02 22:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 22:00:00,2018-07-02 23:00:00,,,,,,,,,,,,,,,,,,,
2018-07-02 23:00:00,2018-07-03 00:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 00:00:00,2018-07-03 01:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 01:00:00,2018-07-03 02:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 02:00:00,2018-07-03 03:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 03:00:00,2018-07-03 04:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 04:00:00,2018-07-03 05:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 05:00:00,2018-07-03 06:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 06:00:00,2018-07-03 07:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 07:00:00,2018-07-03 08:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 08:00:00,2018-07-03 09:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 09:00:00,2018-07-03 10:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 10:00:00,2018-07-03 11:00:00,,,,,,,,,,,,,,,,,,,
2018-07-03 11:00:00,2018-07-03 12:00:00,20.0,74.0,7.1,36.7,25.4,11.4,7.1,0.38,14.11,0.2,1.8,,26.2,50.0,2.2,276.0,706.0,,27.6
2018-07-03 12:00:00,2018-07-03 13:00:00,19.5,74.0,5.08,36.1,23.3,10.83,7.0,0.42,15.09,0.18,1.52,,28.95,46.25,2.02,291.0,706.0,,28.17
2018-07-03 13:00:00,2018-07-03 14:00:00,18.25,75.75,5.3,36.1,23.5,10.8,5.7,0.36,16.22,0.18,1.78,,30.07,40.25,2.47,291.25,705.5,,28.72
2018-07-03 14:00:00,2018-07-03 15:00:00,20.0,85.5,5.48,36.6,23.9,10.3,5.85,0.31,17.1,0.18,1.68,,29.85,37.25,2.42,294.0,705.0,,29.03
2018-07-03 15:00:00,2018-07-03 16:00:00,24.25,99.75,6.73,39.43,26.42,9.55,6.7,0.34,16.12,0.15,1.62,,29.3,37.25,2.15,296.75,705.0,,29.03
2018-07-03 16:00:00,2018-07-03 17:00:00,27.75,110.5,7.55,40.82,27.85,10.1,7.9,0.31,15.19,0.18,2.02,,28.15,37.25,2.08,297.5,705.0,,28.73
2018-07-03 17:00:00,2018-07-03 18:00:00,28.0,131.0,7.12,41.53,27.88,9.77,7.68,0.38,14.4,0.18,2.07,,24.7,40.0,1.7,295.75,704.25,,28.48
2018-07-03 18:00:00,2018-07-03 19:00:00,29.75,107.0,6.3,42.43,27.7,10.05,6.35,0.46,12.69,0.18,2.2,,22.67,55.25,1.4,273.0,705.0,,26.85
2018-07-03 19:00:00,2018-07-03 20:00:00,24.75,72.75,6.43,41.93,27.47,10.23,5.95,0.45,9.94,0.15,2.0,,21.9,56.0,1.7,296.75,706.0,,26.6
2018-07-03 20:00:00,2018-07-03 21:00:00,21.0,51.0,5.88,38.62,25.28,11.75,6.15,0.35,8.43,0.1,1.7,,27.85,58.5,1.63,299.0,706.5,,26.05
2018-07-03 21:00:00,2018-07-03 22:00:00,14.0,52.25,4.48,35.55,22.52,12.67,2.07,0.24,8.43,0.1,1.17,,32.5,60.25,1.72,294.5,707.0,,25.75
2018-07-03 22:00:00,2018-07-03 23:00:00,14.0,51.5,4.9,35.68,22.95,12.88,1.27,0.25,8.33,0.1,1.08,,32.77,60.5,1.6,291.75,707.75,,25.45
2018-07-03 23:00:00,2018-07-04 00:00:00,13.25,45.75,4.43,33.7,21.53,12.82,1.62,0.25,9.02,0.1,0.88,,32.85,63.0,1.95,303.0,708.0,,25.05
2018-07-04 00:00:00,2018-07-04 01:00:00,12.5,39.75,4.27,32.75,20.97,12.8,0.4,0.24,9.36,0.1,0.8,,33.1,66.5,1.88,297.5,707.75,,24.7
2018-07-04 01:00:00,2018-07-04 02:00:00,17.25,35.25,4.1,33.15,20.95,12.95,,0.19,8.87,0.1,0.8,,33.1,70.0,1.63,301.0,707.0,,24.32
2018-07-04 02:00:00,2018-07-04 03:00:00,17.5,40.0,4.0,32.95,20.78,12.92,,0.2,7.71,0.1,0.8,,33.1,71.0,1.47,300.25,707.0,,24.08
2018-07-04 03:00:00,2018-07-04 04:00:00,14.0,36.0,3.8,32.9,20.6,12.97,0.55,0.24,6.79,0.1,0.8,,33.47,72.0,1.5,298.75,707.0,,23.9
2018-07-04 04:00:00,2018-07-04 05:00:00,11.75,42.0,6.03,32.8,22.3,11.65,2.47,0.22,6.66,0.1,0.73,,21.47,72.75,1.45,295.75,707.0,,24.0
2018-07-04 05:00:00,2018-07-04 06:00:00,22.75,41.0,6.87,33.47,23.43,10.73,,0.19,6.42,0.1,0.5,,17.55,73.75,1.18,293.0,707.0,,24.0
2018-07-04 06:00:00,2018-07-04 07:00:00,21.0,41.25,6.07,35.7,23.93,13.87,5.17,0.31,6.51,0.15,0.75,,16.6,73.75,1.38,298.5,707.25,,24.08
