From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (),Toluene (ug/m3),Eth-Benzene (ug/m3),Temp (degree C),RH (W/mt2),WS (m/s),WD (degree),BP (mmHg),VWS (m/s),AT (degree C)
2019-08-16 01:00:00,2019-08-16 02:00:00,7.0,14.0,1.62,1.7,2.23,3.75,11.57,0.61,8.28,,0.1,,26.0,71.0,,127.0,707.5,,22.78
2019-08-16 02:00:00,2019-08-16 03:00:00,6.0,11.0,1.43,1.55,2.0,3.8,12.05,0.59,8.3,,0.1,,25.88,72.0,,134.5,707.0,,22.65
2019-08-16 03:00:00,2019-08-16 04:00:00,6.0,16.0,1.5,1.65,2.05,3.73,11.5,0.6,7.94,,0.1,,25.85,73.0,,134.25,707.0,,22.6
2019-08-16 04:00:00,2019-08-16 05:00:00,5.0,17.0,1.67,1.7,2.3,3.57,11.85,0.62,7.59,0.1,0.1,,25.83,73.75,,131.25,707.0,,22.48
2019-08-16 05:00:00,2019-08-16 06:00:00,4.0,19.0,1.5,2.8,2.7,3.6,12.23,0.59,7.64,0.1,0.1,,25.88,74.25,,124.75,707.0,,22.42
2019-08-16 06:00:00,2019-08-16 07:00:00,5.0,17.0,1.65,3.25,3.05,3.1,11.65,0.61,7.4,0.1,0.15,,25.83,74.0,,124.75,707.0,,22.48
2019-08-16 07:00:00,2019-08-16 08:00:00,13.0,16.0,3.03,5.6,5.43,3.47,12.18,0.74,6.86,0.1,0.25,,25.88,71.5,,122.75,708.0,,22.97
2019-08-16 08:00:00,2019-08-16 09:00:00,12.0,38.0,4.0,7.67,7.35,3.6,13.17,0.83,6.47,0.2,0.8,,26.12,69.5,,124.75,709.0,,23.48
2019-08-16 09:00:00,2019-08-16 10:00:00,13.0,46.0,4.18,7.75,7.5,3.6,12.12,0.85,7.25,0.2,1.08,,26.5,62.75,,130.75,708.5,,24.93
2019-08-16 10:00:00,2019-08-16 11:00:00,16.0,53.0,3.35,6.55,6.2,3.52,12.28,0.77,7.89,0.18,1.12,,26.6,60.75,,130.25,708.5,,25.42
2019-08-16 11:00:00,2019-08-16 12:00:00,13.0,44.0,3.33,5.55,5.65,3.52,11.8,0.77,8.43,0.1,0.9,,26.85,59.0,,135.5,708.0,,25.9
2019-08-16 12:00:00,2019-08-16 13:00:00,9.0,40.0,2.93,5.7,5.4,3.5,8.85,0.73,8.92,0.15,1.07,,27.62,55.5,,135.5,707.25,,26.73
2019-08-16 13:00:00,2019-08-16 14:00:00,6.0,41.0,2.2,7.28,5.7,4.72,5.72,0.67,8.82,0.2,1.2,,30.15,66.5,,133.75,706.75,,25.95
2019-08-16 14:00:00,2019-08-16 15:00:00,3.0,34.0,3.53,8.18,7.22,4.12,6.62,0.79,8.43,0.2,1.5,,28.77,72.0,,127.0,706.0,,25.62
2019-08-16 15:00:00,2019-08-16 16:00:00,10.0,24.0,3.85,7.97,7.38,3.92,9.35,0.82,8.67,0.1,1.08,,28.65,64.75,,119.5,705.0,,26.58
2019-08-16 16:00:00,2019-08-16 17:00:00,14.0,41.0,5.2,9.5,9.28,3.77,9.55,0.94,9.26,0.2,1.73,,25.2,53.75,,138.0,704.5,,27.73
2019-08-16 17:00:00,2019-08-16 18:00:00,13.0,64.0,2.98,8.0,6.72,3.0,14.28,0.74,8.38,0.12,1.28,,23.98,76.0,,217.25,705.0,,24.07
2019-08-16 18:00:00,2019-08-16 19:00:00,21.0,27.0,4.5,18.88,13.6,2.25,14.02,0.88,4.07,0.28,2.25,,25.67,77.0,,180.25,705.0,,24.02
2019-08-16 19:00:00,2019-08-16 20:00:00,28.0,44.0,3.77,10.18,8.47,2.7,14.28,0.81,7.45,0.38,2.6,,24.4,69.5,,127.25,705.75,,24.2
2019-08-16 20:00:00,2019-08-16 21:00:00,8.0,14.0,4.32,6.7,7.08,2.02,12.4,0.86,7.35,0.1,0.85,,19.02,83.0,,123.5,706.75,,23.48
2019-08-16 21:00:00,2019-08-16 22:00:00,,,2.27,4.47,4.2,1.6,10.47,0.67,7.45,,0.42,,19.68,83.75,,128.0,707.25,,23.5
2019-08-16 22:00:00,2019-08-16 23:00:00,12.0,20.0,1.38,3.1,2.73,1.3,10.43,0.58,7.45,,0.2,,20.07,87.0,,125.5,708.0,,23.28
2019-08-16 23:00:00,2019-08-17 00:00:00,,,0.73,2.3,1.83,1.45,10.52,0.53,7.11,,0.1,,21.18,78.5,,126.75,707.5,,23.05
2019-08-17 00:00:00,2019-08-17 01:00:00,,,0.55,1.93,1.47,1.58,8.78,0.51,7.5,,0.1,,20.68,77.5,,128.5,706.75,,22.95
2019-08-17 01:00:00,2019-08-17 02:00:00,5.0,6.0,0.5,1.3,1.12,1.5,9.17,0.5,7.74,,,,20.42,77.0,,129.5,706.0,,22.85
2019-08-17 02:00:00,2019-08-17 03:00:00,4.0,12.0,0.95,1.35,1.48,1.42,10.02,0.55,7.58,,,,20.93,76.75,,131.0,706.0,,22.77
2019-08-17 03:00:00,2019-08-17 04:00:00,5.0,11.0,1.02,1.25,1.5,1.6,9.97,0.55,8.04,0.1,,,20.92,77.0,,128.75,706.0,,22.73
2019-08-17 04:00:00,2019-08-17 05:00:00,8.0,12.0,0.83,1.7,1.6,1.43,10.25,0.53,7.74,0.1,,,20.15,77.25,,127.5,706.0,,22.65
2019-08-17 05:00:00,2019-08-17 06:00:00,6.0,16.0,2.85,2.5,3.65,2.4,9.43,0.72,7.35,,0.1,,20.27,77.0,,125.0,706.0,,22.6
2019-08-17 06:00:00,2019-08-17 07:00:00,10.0,16.0,1.95,3.95,3.67,2.23,11.9,0.64,6.76,,0.15,,20.25,77.0,,127.0,706.75,,22.6
2019-08-17 07:00:00,2019-08-17 08:00:00,11.0,28.0,2.98,6.3,5.8,2.6,11.55,0.73,5.73,0.1,0.33,,20.38,76.75,,125.5,707.0,,22.7
2019-08-17 08:00:00,2019-08-17 09:00:00,23.0,39.0,4.27,8.12,7.82,3.12,12.85,0.85,5.83,0.1,0.72,,20.95,75.5,,124.75,708.0,,23.05
2019-08-17 09:00:00,2019-08-17 10:00:00,18.0,48.0,6.9,8.18,9.97,5.5,12.93,1.1,4.76,0.15,1.12,,27.22,75.0,,116.25,708.5,,22.95
2019-08-17 10:00:00,2019-08-17 11:00:00,9.0,53.0,4.6,8.75,8.45,5.17,12.57,0.89,5.29,0.15,1.23,,26.93,73.5,,114.0,708.0,,23.33
2019-08-17 11:00:00,2019-08-17 12:00:00,15.0,55.0,4.0,8.3,7.65,5.22,10.47,0.83,6.37,0.17,1.4,,26.73,71.25,,122.5,708.0,,24.2
2019-08-17 12:00:00,2019-08-17 13:00:00,6.0,48.0,3.67,8.47,7.47,6.27,11.53,0.8,7.12,0.17,1.37,,27.73,68.0,,122.0,707.33,,24.87
2019-08-17 13:00:00,2019-08-17 14:00:00,17.0,63.0,4.97,10.3,9.52,5.78,10.22,0.92,7.4,0.2,1.62,,26.75,71.0,,122.0,706.5,,25.15
2019-08-17 14:00:00,2019-08-17 15:00:00,16.0,61.0,3.5,9.25,7.78,5.78,8.77,0.78,7.99,0.2,1.52,,27.17,70.25,,130.25,705.75,,25.3
2019-08-17 15:00:00,2019-08-17 16:00:00,16.0,67.0,3.85,10.43,8.7,5.53,10.82,0.82,7.84,0.2,1.7,,27.6,70.25,,132.5,705.0,,25.27
2019-08-17 16:00:00,2019-08-17 17:00:00,15.0,72.0,4.27,8.55,8.05,5.85,10.18,0.86,7.99,0.2,1.65,,27.62,71.0,,121.75,704.75,,25.15
2019-08-17 17:00:00,2019-08-17 18:00:00,15.0,75.0,4.95,10.05,9.4,4.0,13.35,0.92,7.5,0.17,1.35,,23.77,67.25,,127.75,705.0,,24.98
2019-08-17 18:00:00,2019-08-17 19:00:00,21.0,78.0,5.83,11.8,10.98,2.6,15.9,1.0,6.81,0.2,1.95,,19.65,68.75,,121.75,705.0,,24.62
2019-08-17 19:00:00,2019-08-17 20:00:00,20.0,74.0,4.95,13.03,10.95,1.98,15.97,0.92,6.52,0.1,1.62,,18.18,71.0,,127.75,706.0,,24.55
2019-08-17 20:00:00,2019-08-17 21:00:00,22.0,62.0,3.08,14.28,10.1,1.25,15.48,0.74,5.98,,1.3,,17.25,73.75,,132.0,706.75,,24.52
2019-08-17 21:00:00,2019-08-17 22:00:00,27.0,72.0,2.02,9.82,6.88,2.6,14.88,0.65,5.29,,1.0,,19.12,82.75,,151.5,707.75,,23.2
2019-08-17 22:00:00,2019-08-17 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-17 23:00:00,2019-08-18 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 00:00:00,2019-08-18 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 01:00:00,2019-08-18 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 02:00:00,2019-08-18 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 03:00:00,2019-08-18 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 04:00:00,2019-08-18 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 05:00:00,2019-08-18 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 06:00:00,2019-08-18 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 07:00:00,2019-08-18 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 08:00:00,2019-08-18 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 09:00:00,2019-08-18 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 10:00:00,2019-08-18 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 11:00:00,2019-08-18 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 12:00:00,2019-08-18 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 13:00:00,2019-08-18 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 14:00:00,2019-08-18 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 15:00:00,2019-08-18 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 16:00:00,2019-08-18 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 17:00:00,2019-08-18 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 18:00:00,2019-08-18 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 19:00:00,2019-08-18 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 20:00:00,2019-08-18 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 21:00:00,2019-08-18 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 22:00:00,2019-08-18 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-18 23:00:00,2019-08-19 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 00:00:00,2019-08-19 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 01:00:00,2019-08-19 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 02:00:00,2019-08-19 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 03:00:00,2019-08-19 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 04:00:00,2019-08-19 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 05:00:00,2019-08-19 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 06:00:00,2019-08-19 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 07:00:00,2019-08-19 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 08:00:00,2019-08-19 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 09:00:00,2019-08-19 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 10:00:00,2019-08-19 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 11:00:00,2019-08-19 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 12:00:00,2019-08-19 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 13:00:00,2019-08-19 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 14:00:00,2019-08-19 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 15:00:00,2019-08-19 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 16:00:00,2019-08-19 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 17:00:00,2019-08-19 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 18:00:00,2019-08-19 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 19:00:00,2019-08-19 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 20:00:00,2019-08-19 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 21:00:00,2019-08-19 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 22:00:00,2019-08-19 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-19 23:00:00,2019-08-20 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 00:00:00,2019-08-20 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 01:00:00,2019-08-20 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 02:00:00,2019-08-20 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 03:00:00,2019-08-20 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 04:00:00,2019-08-20 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 05:00:00,2019-08-20 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 06:00:00,2019-08-20 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 07:00:00,2019-08-20 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 08:00:00,2019-08-20 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 09:00:00,2019-08-20 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 10:00:00,2019-08-20 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 11:00:00,2019-08-20 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 12:00:00,2019-08-20 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 13:00:00,2019-08-20 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 14:00:00,2019-08-20 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 15:00:00,2019-08-20 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 16:00:00,2019-08-20 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 17:00:00,2019-08-20 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 18:00:00,2019-08-20 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 19:00:00,2019-08-20 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 20:00:00,2019-08-20 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 21:00:00,2019-08-20 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 22:00:00,2019-08-20 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-20 23:00:00,2019-08-21 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 00:00:00,2019-08-21 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 01:00:00,2019-08-21 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 02:00:00,2019-08-21 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 03:00:00,2019-08-21 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 04:00:00,2019-08-21 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 05:00:00,2019-08-21 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 06:00:00,2019-08-21 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 07:00:00,2019-08-21 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 08:00:00,2019-08-21 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 09:00:00,2019-08-21 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 10:00:00,2019-08-21 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 11:00:00,2019-08-21 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 12:00:00,2019-08-21 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 13:00:00,2019-08-21 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 14:00:00,2019-08-21 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 15:00:00,2019-08-21 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 16:00:00,2019-08-21 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 17:00:00,2019-08-21 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 18:00:00,2019-08-21 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 19:00:00,2019-08-21 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 20:00:00,2019-08-21 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 21:00:00,2019-08-21 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 22:00:00,2019-08-21 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-21 23:00:00,2019-08-22 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 00:00:00,2019-08-22 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 01:00:00,2019-08-22 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 02:00:00,2019-08-22 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 03:00:00,2019-08-22 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 04:00:00,2019-08-22 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 05:00:00,2019-08-22 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 06:00:00,2019-08-22 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 07:00:00,2019-08-22 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 08:00:00,2019-08-22 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 09:00:00,2019-08-22 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 10:00:00,2019-08-22 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 11:00:00,2019-08-22 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 12:00:00,2019-08-22 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 13:00:00,2019-08-22 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 14:00:00,2019-08-22 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:00,2019-08-22 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 16:00:00,2019-08-22 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 17:00:00,2019-08-22 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 18:00:00,2019-08-22 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 19:00:00,2019-08-22 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 20:00:00,2019-08-22 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 21:00:00,2019-08-22 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 22:00:00,2019-08-22 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-22 23:00:00,2019-08-23 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 00:00:00,2019-08-23 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 01:00:00,2019-08-23 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 02:00:00,2019-08-23 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 03:00:00,2019-08-23 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 04:00:00,2019-08-23 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 05:00:00,2019-08-23 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 06:00:00,2019-08-23 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 07:00:00,2019-08-23 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 08:00:00,2019-08-23 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 09:00:00,2019-08-23 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 10:00:00,2019-08-23 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 11:00:00,2019-08-23 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 12:00:00,2019-08-23 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 13:00:00,2019-08-23 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 14:00:00,2019-08-23 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 15:00:00,2019-08-23 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 16:00:00,2019-08-23 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 17:00:00,2019-08-23 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 18:00:00,2019-08-23 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 19:00:00,2019-08-23 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 20:00:00,2019-08-23 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 21:00:00,2019-08-23 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 22:00:00,2019-08-23 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-23 23:00:00,2019-08-24 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 00:00:00,2019-08-24 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 01:00:00,2019-08-24 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 02:00:00,2019-08-24 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 03:00:00,2019-08-24 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 04:00:00,2019-08-24 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 05:00:00,2019-08-24 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 06:00:00,2019-08-24 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 07:00:00,2019-08-24 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 08:00:00,2019-08-24 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 09:00:00,2019-08-24 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 10:00:00,2019-08-24 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 11:00:00,2019-08-24 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 12:00:00,2019-08-24 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 13:00:00,2019-08-24 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 14:00:00,2019-08-24 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 15:00:00,2019-08-24 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 16:00:00,2019-08-24 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 17:00:00,2019-08-24 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 18:00:00,2019-08-24 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 19:00:00,2019-08-24 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 20:00:00,2019-08-24 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 21:00:00,2019-08-24 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 22:00:00,2019-08-24 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-24 23:00:00,2019-08-25 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 00:00:00,2019-08-25 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 01:00:00,2019-08-25 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 02:00:00,2019-08-25 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 03:00:00,2019-08-25 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 04:00:00,2019-08-25 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 05:00:00,2019-08-25 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 06:00:00,2019-08-25 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 07:00:00,2019-08-25 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 08:00:00,2019-08-25 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 09:00:00,2019-08-25 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 10:00:00,2019-08-25 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 11:00:00,2019-08-25 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 12:00:00,2019-08-25 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 13:00:00,2019-08-25 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 14:00:00,2019-08-25 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 15:00:00,2019-08-25 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 16:00:00,2019-08-25 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 17:00:00,2019-08-25 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 18:00:00,2019-08-25 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 19:00:00,2019-08-25 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 20:00:00,2019-08-25 21:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 21:00:00,2019-08-25 22:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 22:00:00,2019-08-25 23:00:00,,,,,,,,,,,,,,,,,,,
2019-08-25 23:00:00,2019-08-26 00:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 00:00:00,2019-08-26 01:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 01:00:00,2019-08-26 02:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 02:00:00,2019-08-26 03:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 03:00:00,2019-08-26 04:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 04:00:00,2019-08-26 05:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 05:00:00,2019-08-26 06:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 06:00:00,2019-08-26 07:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 07:00:00,2019-08-26 08:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 08:00:00,2019-08-26 09:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 09:00:00,2019-08-26 10:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 10:00:00,2019-08-26 11:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 11:00:00,2019-08-26 12:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 12:00:00,2019-08-26 13:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 13:00:00,2019-08-26 14:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 14:00:00,2019-08-26 15:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 15:00:00,2019-08-26 16:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 16:00:00,2019-08-26 17:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 17:00:00,2019-08-26 18:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 18:00:00,2019-08-26 19:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 19:00:00,2019-08-26 20:00:00,,,,,,,,,,,,,,,,,,,
2019-08-26 20:00:00,2019-08-26 21:00:00,,,,,,,,,,,,,,,,,,,
