From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2017-09-26 00:00:00,2017-09-26 01:00:00,,,,,,36.43,,,,,,,,,,,,,,
2017-09-26 01:00:00,2017-09-26 02:00:00,,,,,,46.82,,,,,,,,,,,,,,
2017-09-26 02:00:00,2017-09-26 03:00:00,,,,,,38.45,,,,,,,,,,,,,,
2017-09-26 03:00:00,2017-09-26 04:00:00,,,,,,49.13,,,,,,,,,,,,,,
2017-09-26 04:00:00,2017-09-26 05:00:00,,,,,,59.6,,,,,,,,,,,,,,
2017-09-26 05:00:00,2017-09-26 06:00:00,,,,,,64.1,,,,,,,,,,,,,,
2017-09-26 06:00:00,2017-09-26 07:00:00,,,,,,68.93,,,,,,,,,,,,,,
2017-09-26 07:00:00,2017-09-26 08:00:00,,,,,,59.7,,,,,,,,,,,,,,
2017-09-26 08:00:00,2017-09-26 09:00:00,,,,,,56.2,,,,,,,,,,,,,,
2017-09-26 09:00:00,2017-09-26 10:00:00,,,,,,52.63,,,,,,,,,,,,,,
2017-09-26 10:00:00,2017-09-26 11:00:00,,,,,,21.97,,,,,,,,,,,,,,
2017-09-26 11:00:00,2017-09-26 12:00:00,,,,,,36.25,,,,,,,,,,,,,,
2017-09-26 12:00:00,2017-09-26 13:00:00,,,,,,40.87,,,,,,,,,,,,,,
2017-09-26 13:00:00,2017-09-26 14:00:00,,,,,,36.58,,,,,,,,,,,,,,
2017-09-26 14:00:00,2017-09-26 15:00:00,,,,,,35.88,,,,,,,,,,,,,,
2017-09-26 15:00:00,2017-09-26 16:00:00,,,,,,28.45,,,,,,,,,,,,,,
2017-09-26 16:00:00,2017-09-26 17:00:00,,,,,,26.95,,,,,,,,,,,,,,
2017-09-26 17:00:00,2017-09-26 18:00:00,,,,,,25.83,,,,,,,,,,,,,,
2017-09-26 18:00:00,2017-09-26 19:00:00,,,,,,24.3,,,,,,,,,,,,,,
2017-09-26 19:00:00,2017-09-26 20:00:00,,,,,,28.8,,,,,,,,,,,,,,
2017-09-26 20:00:00,2017-09-26 21:00:00,,,,,,30.43,,,,,,,,,,,,,,
2017-09-26 21:00:00,2017-09-26 22:00:00,,,,,,33.87,,,,,,,,,,,,,,
2017-09-26 22:00:00,2017-09-26 23:00:00,,,,,,35.45,,,,,,,,,,,,,,
2017-09-26 23:00:00,2017-09-27 00:00:00,,,,,,37.85,,,,,,,,,,,,,,
2017-09-27 00:00:00,2017-09-27 01:00:00,,,,,,42.3,,,,,,,,,,,,,,
2017-09-27 01:00:00,2017-09-27 02:00:00,,,,,,45.0,,,,,,,,,,,,,,
2017-09-27 02:00:00,2017-09-27 03:00:00,,,,,,49.47,,,,,,,,,,,,,,
2017-09-27 03:00:00,2017-09-27 04:00:00,,,,,,54.65,,,,,,,,,,,,,,
2017-09-27 04:00:00,2017-09-27 05:00:00,,,,,,59.6,,,,,,,,,,,,,,
2017-09-27 05:00:00,2017-09-27 06:00:00,,,,,,59.12,,,,,,,,,,,,,,
2017-09-27 06:00:00,2017-09-27 07:00:00,,,,,,64.1,,,,,,,,,,,,,,
2017-09-27 07:00:00,2017-09-27 08:00:00,,,,,,67.37,,,,,,,,,,,,,,
2017-09-27 08:00:00,2017-09-27 09:00:00,,,,,,75.45,,,,,,,,,,,,,,
2017-09-27 09:00:00,2017-09-27 10:00:00,,,,,,65.6,,,,,,,,,,,,,,
2017-09-27 10:00:00,2017-09-27 11:00:00,,,,,,26.65,,,,,,,,,,,,,,
2017-09-27 11:00:00,2017-09-27 12:00:00,,,,,,34.0,,,,,,,,,,,,,,
2017-09-27 12:00:00,2017-09-27 13:00:00,,,,,,44.8,,,,,,,,,,,,,,
2017-09-27 13:00:00,2017-09-27 14:00:00,,,,,,42.35,,,,,,,,,,,,,,
2017-09-27 14:00:00,2017-09-27 15:00:00,,,,,,40.85,,,,,,,,,,,,,,
2017-09-27 15:00:00,2017-09-27 16:00:00,,,,,,34.3,,,,,,,,,,,,,,
2017-09-27 16:00:00,2017-09-27 17:00:00,,,,,,27.6,,,,,,,,,,,,,,
2017-09-27 17:00:00,2017-09-27 18:00:00,,,,,,26.82,,,,,,,,,,,,,,
2017-09-27 18:00:00,2017-09-27 19:00:00,,,,,,26.72,,,,,,,,,,,,,,
2017-09-27 19:00:00,2017-09-27 20:00:00,,,,,,23.9,,,,,,,,,,,,,,
2017-09-27 20:00:00,2017-09-27 21:00:00,,,,,,32.08,,,,,,,,,,,,,,
2017-09-27 21:00:00,2017-09-27 22:00:00,,,,,,38.25,,,,,,,,,,,,,,
2017-09-27 22:00:00,2017-09-27 23:00:00,,,,,,48.8,,,,,,,,,,,,,,
2017-09-27 23:00:00,2017-09-28 00:00:00,,,,,,54.4,,,,,,,,,,,,,,
2017-09-28 00:00:00,2017-09-28 01:00:00,,,,,,58.4,,,,,,,,,,,,,,
2017-09-28 01:00:00,2017-09-28 02:00:00,,,,,,61.47,,,,,,,,,,,,,,
2017-09-28 02:00:00,2017-09-28 03:00:00,,,,,,57.45,,,,,,,,,,,,,,
2017-09-28 03:00:00,2017-09-28 04:00:00,,,,,,60.4,,,,,,,,,,,,,,
2017-09-28 04:00:00,2017-09-28 05:00:00,,,,,,69.15,,,,,,,,,,,,,,
2017-09-28 05:00:00,2017-09-28 06:00:00,,,,,,70.07,,,,,,,,,,,,,,
2017-09-28 06:00:00,2017-09-28 07:00:00,,,,,,77.7,,,,,,,,,,,,,,
2017-09-28 07:00:00,2017-09-28 08:00:00,,,,,,73.93,,,,,,,,,,,,,,
2017-09-28 08:00:00,2017-09-28 09:00:00,,,,,,62.07,,,,,,,,,,,,,,
2017-09-28 09:00:00,2017-09-28 10:00:00,,,,,,58.38,,,,,,,,,,,,,,
2017-09-28 10:00:00,2017-09-28 11:00:00,,,,,,23.38,,,,,,,,,,,,,,
2017-09-28 11:00:00,2017-09-28 12:00:00,,,,,,35.83,,,,,,,,,,,,,,
2017-09-28 12:00:00,2017-09-28 13:00:00,,,,,,41.43,,,,,,,,,,,,,,
2017-09-28 13:00:00,2017-09-28 14:00:00,,,,,,39.48,,,,,,,,,,,,,,
2017-09-28 14:00:00,2017-09-28 15:00:00,,,,,,34.77,,,,,,,,,,,,,,
2017-09-28 15:00:00,2017-09-28 16:00:00,,,,,,34.4,,,,,,,,,,,,,,
2017-09-28 16:00:00,2017-09-28 17:00:00,,,,,,33.1,,,,,,,,,,,,,,
2017-09-28 17:00:00,2017-09-28 18:00:00,,,,,,28.85,,,,,,,,,,,,,,
2017-09-28 18:00:00,2017-09-28 19:00:00,,,,,,34.65,,,,,,,,,,,,,,
2017-09-28 19:00:00,2017-09-28 20:00:00,,,,,,31.6,,,,,,,,,,,,,,
2017-09-28 20:00:00,2017-09-28 21:00:00,,,,,,37.7,,,,,,,,,,,,,,
2017-09-28 21:00:00,2017-09-28 22:00:00,,,,,,45.85,,,,,,,,,,,,,,
2017-09-28 22:00:00,2017-09-28 23:00:00,,,,,,48.47,,,,,,,,,,,,,,
2017-09-28 23:00:00,2017-09-29 00:00:00,,,,,,55.53,,,,,,,,,,,,,,
2017-09-29 00:00:00,2017-09-29 01:00:00,,,,,,60.67,,,,,,,,,,,,,,
2017-09-29 01:00:00,2017-09-29 02:00:00,,,,,,65.73,,,,,,,,,,,,,,
2017-09-29 02:00:00,2017-09-29 03:00:00,,,,,,74.35,,,,,,,,,,,,,,
2017-09-29 03:00:00,2017-09-29 04:00:00,,,,,,67.62,,,,,,,,,,,,,,
2017-09-29 04:00:00,2017-09-29 05:00:00,,,,,,70.83,,,,,,,,,,,,,,
2017-09-29 05:00:00,2017-09-29 06:00:00,,,,,,71.1,,,,,,,,,,,,,,
2017-09-29 06:00:00,2017-09-29 07:00:00,,,,,,90.17,,,,,,,,,,,,,,
2017-09-29 07:00:00,2017-09-29 08:00:00,,,,,,88.27,,,,,,,,,,,,,,
2017-09-29 08:00:00,2017-09-29 09:00:00,,,,,,81.63,,,,,,,,,,,,,,
2017-09-29 09:00:00,2017-09-29 10:00:00,,,,,,78.1,,,,,,,,,,,,,,
2017-09-29 10:00:00,2017-09-29 11:00:00,,,,,,,,,,,,,,,,,,,,
2017-09-29 11:00:00,2017-09-29 12:00:00,,,,,,,,,,,,,,,,,,,,
2017-09-29 12:00:00,2017-09-29 13:00:00,,,,,,,,,,,,,,,,,,,,
2017-09-29 13:00:00,2017-09-29 14:00:00,,,,,,299.77,,,,,,,,,,,,,,
2017-09-29 14:00:00,2017-09-29 15:00:00,,,,,,47.3,,,,,,,,,,,,,,
2017-09-29 15:00:00,2017-09-29 16:00:00,,,,,,39.3,,,,,,,,,,,,,,
2017-09-29 16:00:00,2017-09-29 17:00:00,,,,,,27.7,,,,,,,,,,,,,,
2017-09-29 17:00:00,2017-09-29 18:00:00,,,,,,28.13,,,,,,,,,,,,,,
2017-09-29 18:00:00,2017-09-29 19:00:00,,,,,,31.62,,,,,,,,,,,,,,
2017-09-29 19:00:00,2017-09-29 20:00:00,,,,,,37.5,,,,,,,,,,,,,,
2017-09-29 20:00:00,2017-09-29 21:00:00,,,,,,49.3,,,,,,,,,,,,,,
2017-09-29 21:00:00,2017-09-29 22:00:00,,,,,,52.45,,,,,,,,,,,,,,
2017-09-29 22:00:00,2017-09-29 23:00:00,,,,,,50.18,,,,,,,,,,,,,,
2017-09-29 23:00:00,2017-09-30 00:00:00,,,,,,49.52,,,,,,,,,,,,,,
2017-09-30 00:00:00,2017-09-30 01:00:00,,,,,,55.03,,,,,,,,,,,,,,
2017-09-30 01:00:00,2017-09-30 02:00:00,,,,,,58.47,,,,,,,,,,,,,,
2017-09-30 02:00:00,2017-09-30 03:00:00,,,,,,63.6,,,,,,,,,,,,,,
2017-09-30 03:00:00,2017-09-30 04:00:00,,,,,,64.75,,,,,,,,,,,,,,
2017-09-30 04:00:00,2017-09-30 05:00:00,,,,,,67.65,,,,,,,,,,,,,,
2017-09-30 05:00:00,2017-09-30 06:00:00,,,,,,73.75,,,,,,,,,,,,,,
2017-09-30 06:00:00,2017-09-30 07:00:00,,,,,,78.45,,,,,,,,,,,,,,
2017-09-30 07:00:00,2017-09-30 08:00:00,,,,,,71.88,,,,,,,,,,,,,,
2017-09-30 08:00:00,2017-09-30 09:00:00,,,,,,68.93,,,,,,,,,,,,,,
2017-09-30 09:00:00,2017-09-30 10:00:00,,,,,,63.7,,,,,,,,,,,,,,
2017-09-30 10:00:00,2017-09-30 11:00:00,,,,,,30.2,,,,,,,,,,,,,,
2017-09-30 11:00:00,2017-09-30 12:00:00,,,,,,55.05,,,,,,,,,,,,,,
2017-09-30 12:00:00,2017-09-30 13:00:00,,,,,,52.73,,,,,,,,,,,,,,
2017-09-30 13:00:00,2017-09-30 14:00:00,,,,,,45.45,,,,,,,,,,,,,,
2017-09-30 14:00:00,2017-09-30 15:00:00,,,,,,36.73,,,,,,,,,,,,,,
2017-09-30 15:00:00,2017-09-30 16:00:00,,,,,,27.85,,,,,,,,,,,,,,
2017-09-30 16:00:00,2017-09-30 17:00:00,,,,,,23.73,,,,,,,,,,,,,,
2017-09-30 17:00:00,2017-09-30 18:00:00,,,,,,24.83,,,,,,,,,,,,,,
2017-09-30 18:00:00,2017-09-30 19:00:00,,,,,,25.75,,,,,,,,,,,,,,
2017-09-30 19:00:00,2017-09-30 20:00:00,,,,,,27.3,,,,,,,,,,,,,,
2017-09-30 20:00:00,2017-09-30 21:00:00,,,,,,29.2,,,,,,,,,,,,,,
2017-09-30 21:00:00,2017-09-30 22:00:00,,,,,,27.03,,,,,,,,,,,,,,
2017-09-30 22:00:00,2017-09-30 23:00:00,,,,,,33.9,,,,,,,,,,,,,,
2017-09-30 23:00:00,2017-10-01 00:00:00,,,,,,36.4,,,,,,,,,,,,,,
2017-10-01 00:00:00,2017-10-01 01:00:00,,,,,,44.38,,,,,,,,,,,,,,
2017-10-01 01:00:00,2017-10-01 02:00:00,127.0,338.0,56.9,85.3,91.6,48.2,6.5,1.95,3.3,1.7,18.6,30.2,,,,,,9.5,24.3,0.0
2017-10-01 02:00:00,2017-10-01 03:00:00,,,,,,57.75,,,,,,,,,,,,,,
2017-10-01 03:00:00,2017-10-01 04:00:00,,,,,,61.87,,,,,,,,,,,,,,
2017-10-01 04:00:00,2017-10-01 05:00:00,,,,,,61.55,,,,,,,,,,,,,,
2017-10-01 05:00:00,2017-10-01 06:00:00,,,,,,67.62,,,,,,,,,,,,,,
2017-10-01 06:00:00,2017-10-01 07:00:00,127.0,269.0,233.2,64.4,223.8,64.67,8.4,1.91,4.1,2.5,15.9,30.3,,,,,,7.5,23.1,0.0
2017-10-01 07:00:00,2017-10-01 08:00:00,,,,,,65.45,,,,,,,,,,,,,,
2017-10-01 08:00:00,2017-10-01 09:00:00,,,,,,64.65,,,,,,,,,,,,,,
2017-10-01 09:00:00,2017-10-01 10:00:00,,,,,,66.35,,,,,,,,,,,,,,
2017-10-01 10:00:00,2017-10-01 11:00:00,,,,,,25.6,,,,,,,,,,,,,,
2017-10-01 11:00:00,2017-10-01 12:00:00,60.0,196.0,7.2,42.8,28.6,42.6,19.3,0.53,52.2,0.7,7.3,29.9,,,,,,1.7,33.1,0.0
2017-10-01 12:00:00,2017-10-01 13:00:00,46.0,193.0,2.8,38.3,22.6,37.13,14.9,0.44,88.7,0.5,6.8,29.8,,,,,,0.9,34.1,0.0
2017-10-01 13:00:00,2017-10-01 14:00:00,,,,,,32.77,,,,,,,,,,,,,,
2017-10-01 14:00:00,2017-10-01 15:00:00,,,,,,27.25,,,,,,,,,,,,,,
2017-10-01 15:00:00,2017-10-01 16:00:00,,,,,,25.88,,,,,,,,,,,,,,
2017-10-01 16:00:00,2017-10-01 17:00:00,,,,,,27.23,,,,,,,,,,,,,,
2017-10-01 17:00:00,2017-10-01 18:00:00,,,,,,29.55,,,,,,,,,,,,,,
2017-10-01 18:00:00,2017-10-01 19:00:00,44.0,153.0,2.4,81.7,45.4,30.0,10.2,0.56,22.4,0.3,8.8,30.1,,,,,,1.5,31.1,0.0
2017-10-01 19:00:00,2017-10-01 20:00:00,,,,,,28.9,,,,,,,,,,,,,,
2017-10-01 20:00:00,2017-10-01 21:00:00,,,,,,28.67,,,,,,,,,,,,,,
2017-10-01 21:00:00,2017-10-01 22:00:00,,,,,,28.5,,,,,,,,,,,,,,
2017-10-01 22:00:00,2017-10-01 23:00:00,,,,,,34.03,,,,,,,,,,,,,,
2017-10-01 23:00:00,2017-10-02 00:00:00,88.0,226.0,123.6,85.4,145.9,39.25,8.5,1.95,6.0,1.0,15.0,30.2,,,,,,6.1,25.6,0.0
2017-10-02 00:00:00,2017-10-02 01:00:00,,,,,,52.4,,,,,,,,,,,,,,
2017-10-02 01:00:00,2017-10-02 02:00:00,,,,,,60.58,,,,,,,,,,,,,,
2017-10-02 02:00:00,2017-10-02 03:00:00,,,,,,76.45,,,,,,,,,,,,,,
2017-10-02 03:00:00,2017-10-02 04:00:00,96.0,237.5,89.3,78.7,114.45,78.5,3.6,1.68,3.5,0.8,21.1,30.15,,,,,,9.6,24.25,0.0
2017-10-02 04:00:00,2017-10-02 05:00:00,100.0,230.0,124.2,64.7,135.3,70.4,4.6,1.58,4.5,0.1,19.4,30.2,,,,,,8.2,24.3,0.0
2017-10-02 05:00:00,2017-10-02 06:00:00,89.0,192.0,90.2,38.2,93.6,88.23,2.1,1.61,3.6,2.2,19.3,30.2,,,,,,8.3,23.0,0.0
2017-10-02 06:00:00,2017-10-02 07:00:00,77.0,200.0,65.9,65.2,88.2,78.33,3.6,1.13,3.9,0.8,13.9,30.1,,,,,,6.1,24.4,0.0
2017-10-02 07:00:00,2017-10-02 08:00:00,,,,,,86.65,,,,,,,,,,,,,,
2017-10-02 08:00:00,2017-10-02 09:00:00,,,,,,87.4,,,,,,,,,,,,,,
2017-10-02 09:00:00,2017-10-02 10:00:00,,,,,,68.07,,,,,,,,,,,,,,
2017-10-02 10:00:00,2017-10-02 11:00:00,,,,,,25.72,,,,,,,,,,,,,,
2017-10-02 11:00:00,2017-10-02 12:00:00,40.0,129.0,2.9,26.3,16.3,39.97,6.6,0.27,60.0,0.2,6.2,29.9,,,,,,0.7,34.3,0.0
2017-10-02 12:00:00,2017-10-02 13:00:00,,,,,,36.65,,,,,,,,,,,,,,
2017-10-02 13:00:00,2017-10-02 14:00:00,,,,,,33.17,,,,,,,,,,,,,,
2017-10-02 14:00:00,2017-10-02 15:00:00,29.0,125.0,1.3,19.6,11.5,30.1,3.1,0.16,63.9,0.0,6.0,29.9,,,,,,0.4,35.6,0.0
2017-10-02 15:00:00,2017-10-02 16:00:00,,,,,,27.38,,,,,,,,,,,,,,
2017-10-02 16:00:00,2017-10-02 17:00:00,,,,,,26.47,,,,,,,,,,,,,,
2017-10-02 17:00:00,2017-10-02 18:00:00,24.0,136.0,2.0,28.8,16.9,31.4,5.4,0.37,46.4,0.1,5.9,36.1,,,,,,0.5,34.0,0.0
2017-10-02 18:00:00,2017-10-02 19:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-02 19:00:00,2017-10-02 20:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-02 20:00:00,2017-10-02 21:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-02 21:00:00,2017-10-02 22:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-02 22:00:00,2017-10-02 23:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-02 23:00:00,2017-10-03 00:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 00:00:00,2017-10-03 01:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 01:00:00,2017-10-03 02:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 02:00:00,2017-10-03 03:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 03:00:00,2017-10-03 04:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 04:00:00,2017-10-03 05:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 05:00:00,2017-10-03 06:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 06:00:00,2017-10-03 07:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 07:00:00,2017-10-03 08:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 08:00:00,2017-10-03 09:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 09:00:00,2017-10-03 10:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 10:00:00,2017-10-03 11:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 11:00:00,2017-10-03 12:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 12:00:00,2017-10-03 13:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 13:00:00,2017-10-03 14:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 14:00:00,2017-10-03 15:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 15:00:00,2017-10-03 16:00:00,,,,,,,,,,,,,,,,,,,,
2017-10-03 16:00:00,2017-10-03 17:00:00,,,,,,32.88,,,,,,,,,,,,,,
2017-10-03 17:00:00,2017-10-03 18:00:00,,,,,,47.37,,,,,,,,,,,,,,
2017-10-03 18:00:00,2017-10-03 19:00:00,,,,,,36.0,,,,,,,,,,,,,,
2017-10-03 19:00:00,2017-10-03 20:00:00,76.5,270.0,3.3,107.0,59.55,52.15,7.2,1.35,30.3,0.1,11.3,29.5,,,,,,2.5,30.05,0.0
2017-10-03 20:00:00,2017-10-03 21:00:00,,,,,,52.4,,,,,,,,,,,,,,
2017-10-03 21:00:00,2017-10-03 22:00:00,,,,,,44.4,,,,,,,,,,,,,,
2017-10-03 22:00:00,2017-10-03 23:00:00,,,,,,43.9,,,,,,,,,,,,,,
2017-10-03 23:00:00,2017-10-04 00:00:00,,,,,,47.85,,,,,,,,,,,,,,
2017-10-04 00:00:00,2017-10-04 01:00:00,,,,,,52.75,,,,,,,,,,,,,,
2017-10-04 01:00:00,2017-10-04 02:00:00,,,,,,63.63,,,,,,,,,,,,,,
2017-10-04 02:00:00,2017-10-04 03:00:00,116.0,304.0,133.1,95.6,159.1,73.1,6.8,2.5,5.5,0.2,35.9,29.9,,,,,,12.6,24.4,0.0
2017-10-04 03:00:00,2017-10-04 04:00:00,109.0,289.0,144.6,72.0,155.9,81.13,7.5,2.45,6.2,0.2,35.3,30.0,,,,,,11.7,24.1,0.0
2017-10-04 04:00:00,2017-10-04 05:00:00,,,,,,95.88,,,,,,,,,,,,,,
2017-10-04 05:00:00,2017-10-04 06:00:00,,,,,,102.05,,,,,,,,,,,,,,
2017-10-04 06:00:00,2017-10-04 07:00:00,,,,,,105.15,,,,,,,,,,,,,,
2017-10-04 07:00:00,2017-10-04 08:00:00,,,,,,87.52,,,,,,,,,,,,,,
2017-10-04 08:00:00,2017-10-04 09:00:00,,,,,,76.05,,,,,,,,,,,,,,
2017-10-04 09:00:00,2017-10-04 10:00:00,,,,,,78.17,,,,,,,,,,,,,,
2017-10-04 10:00:00,2017-10-04 11:00:00,,,,,,33.47,,,,,,,,,,,,,,
2017-10-04 11:00:00,2017-10-04 12:00:00,78.0,262.0,5.6,56.0,34.4,66.3,23.4,1.01,73.7,0.0,9.0,29.8,,,,,,2.0,32.8,0.0
2017-10-04 12:00:00,2017-10-04 13:00:00,,,,,,63.35,,,,,,,,,,,,,,
2017-10-04 13:00:00,2017-10-04 14:00:00,,,,,,49.5,,,,,,,,,,,,,,
2017-10-04 14:00:00,2017-10-04 15:00:00,,,,,,34.15,,,,,,,,,,,,,,
2017-10-04 15:00:00,2017-10-04 16:00:00,,,,,,31.5,,,,,,,,,,,,,,
2017-10-04 16:00:00,2017-10-04 17:00:00,55.0,217.0,1.7,31.7,18.2,28.2,14.4,0.56,86.8,0.5,8.6,30.3,,,,,,1.2,35.1,0.0
2017-10-04 17:00:00,2017-10-04 18:00:00,,,,,,29.38,,,,,,,,,,,,,,
2017-10-04 18:00:00,2017-10-04 19:00:00,77.0,247.0,3.7,142.2,78.6,33.8,11.2,1.44,18.4,0.1,12.7,29.9,,,,,,3.3,30.8,0.0
2017-10-04 19:00:00,2017-10-04 20:00:00,,,,,,37.33,,,,,,,,,,,,,,
2017-10-04 20:00:00,2017-10-04 21:00:00,,,,,,41.22,,,,,,,,,,,,,,
2017-10-04 21:00:00,2017-10-04 22:00:00,,,,,,44.15,,,,,,,,,,,,,,
2017-10-04 22:00:00,2017-10-04 23:00:00,,,,,,45.03,,,,,,,,,,,,,,
2017-10-04 23:00:00,2017-10-05 00:00:00,102.0,257.0,30.3,121.1,89.1,48.43,9.1,1.66,3.4,1.7,20.2,30.3,,,,,,6.2,27.1,0.0
2017-10-05 00:00:00,2017-10-05 01:00:00,100.5,250.5,11.5,112.5,69.2,50.8,10.0,1.41,3.65,0.1,17.85,29.8,,,,,,4.9,26.85,0.0
2017-10-05 01:00:00,2017-10-05 02:00:00,99.0,244.0,30.6,110.3,83.5,56.55,12.2,1.4,3.3,0.1,15.9,29.8,,,,,,4.3,26.1,0.0
2017-10-05 02:00:00,2017-10-05 03:00:00,,,,,,58.2,,,,,,,,,,,,,,
2017-10-05 03:00:00,2017-10-05 04:00:00,115.0,274.0,50.6,105.0,97.0,60.12,19.3,1.31,4.3,0.1,17.5,29.7,,,,,,4.0,25.9,0.0
2017-10-05 04:00:00,2017-10-05 05:00:00,,,,,,61.02,,,,,,,,,,,,,,
2017-10-05 05:00:00,2017-10-05 06:00:00,,,,,,56.5,,,,,,,,,,,,,,
2017-10-05 06:00:00,2017-10-05 07:00:00,,,,,,52.6,,,,,,,,,,,,,,
2017-10-05 07:00:00,2017-10-05 08:00:00,109.0,272.0,31.1,96.8,76.8,53.57,28.7,1.17,20.5,1.1,14.1,30.1,,,,,,3.9,26.5,0.0
2017-10-05 08:00:00,2017-10-05 09:00:00,,,,,,53.55,,,,,,,,,,,,,,
2017-10-05 09:00:00,2017-10-05 10:00:00,,,,,,58.87,,,,,,,,,,,,,,
2017-10-05 10:00:00,2017-10-05 11:00:00,128.0,376.0,452.7,25.9,381.9,26.03,,0.04,50.6,0.0,13.0,29.9,,,,,,3.4,31.5,0.0
2017-10-05 11:00:00,2017-10-05 12:00:00,121.0,361.0,4.5,48.5,29.5,42.17,36.5,1.08,88.6,0.1,9.7,30.0,,,,,,2.5,33.4,0.0
2017-10-05 12:00:00,2017-10-05 13:00:00,,,,,,34.58,,,,,,,,,,,,,,
2017-10-05 13:00:00,2017-10-05 14:00:00,54.0,197.0,2.05,24.8,14.85,25.25,0.8,0.44,55.3,0.4,7.0,30.05,,,,,,0.65,35.55,0.0
2017-10-05 14:00:00,2017-10-05 15:00:00,,,,,,21.88,,,,,,,,,,,,,,
2017-10-05 15:00:00,2017-10-05 16:00:00,38.0,162.0,2.1,30.1,17.7,24.1,4.6,0.53,68.5,0.4,7.2,30.1,,,,,,0.7,35.7,0.0
2017-10-05 16:00:00,2017-10-05 17:00:00,47.0,163.0,2.1,31.9,18.7,26.97,10.9,0.54,76.0,0.3,6.9,30.3,,,,,,0.7,34.9,0.0
2017-10-05 17:00:00,2017-10-05 18:00:00,,,,,,34.53,,,,,,,,,,,,,,
2017-10-05 18:00:00,2017-10-05 19:00:00,71.0,218.0,2.4,102.7,56.6,32.43,15.9,1.06,34.4,0.1,9.2,29.8,,,,,,1.9,32.0,0.0
2017-10-05 19:00:00,2017-10-05 20:00:00,,,,,,32.02,,,,,,,,,,,,,,
2017-10-05 20:00:00,2017-10-05 21:00:00,,,,,,34.78,,,,,,,,,,,,,,
2017-10-05 21:00:00,2017-10-05 22:00:00,,,,,,33.55,,,,,,,,,,,,,,
2017-10-05 22:00:00,2017-10-05 23:00:00,,,,,,35.75,,,,,,,,,,,,,,
2017-10-05 23:00:00,2017-10-06 00:00:00,,,,,,39.07,,,,,,,,,,,,,,
2017-10-06 00:00:00,2017-10-06 01:00:00,,,,,,40.35,,,,,,,,,,,,,,
2017-10-06 01:00:00,2017-10-06 02:00:00,,,,,,46.2,,,,,,,,,,,,,,
2017-10-06 02:00:00,2017-10-06 03:00:00,112.0,232.0,38.7,93.1,81.0,49.6,11.7,1.11,3.3,0.1,13.1,29.7,,,,,,2.4,25.6,0.0
2017-10-06 03:00:00,2017-10-06 04:00:00,109.0,219.0,34.7,91.5,76.9,50.27,13.5,1.02,3.9,0.0,13.7,29.7,,,,,,2.3,25.7,0.0
2017-10-06 04:00:00,2017-10-06 05:00:00,102.0,206.0,14.4,90.9,60.05,51.85,54.25,0.85,8.6,0.0,12.3,30.05,,,,,,1.95,26.95,0.0
2017-10-06 05:00:00,2017-10-06 06:00:00,,,,,,46.5,,,,,,,,,,,,,,
2017-10-06 06:00:00,2017-10-06 07:00:00,103.0,189.0,78.4,83.7,108.3,46.0,31.0,0.96,45.6,0.9,9.7,30.2,,,,,,2.2,25.1,0.0
2017-10-06 07:00:00,2017-10-06 08:00:00,,,,,,51.97,,,,,,,,,,,,,,
2017-10-06 08:00:00,2017-10-06 09:00:00,,,,,,52.6,,,,,,,,,,,,,,
2017-10-06 09:00:00,2017-10-06 10:00:00,,,,,,52.25,,,,,,,,,,,,,,
2017-10-06 10:00:00,2017-10-06 11:00:00,,,,,,22.57,,,,,,,,,,,,,,
2017-10-06 11:00:00,2017-10-06 12:00:00,,,,,,27.65,,,,,,,,,,,,,,
2017-10-06 12:00:00,2017-10-06 13:00:00,,,,,,26.85,,,,,,,,,,,,,,
