From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2017-11-05 01:00:00,2017-11-05 02:00:00,331.0,587.0,434.4,95.6,404.03,71.17,15.88,6.15,13.18,4.8,36.8,30.47,83.75,0.35,188.75,4.0,748.0,16.77,21.0,0.0
2017-11-05 02:00:00,2017-11-05 03:00:00,354.0,605.0,415.4,67.93,373.85,80.15,17.47,6.35,15.05,3.17,42.02,30.25,90.25,0.3,280.5,4.0,748.0,17.4,19.5,0.0
2017-11-05 03:00:00,2017-11-05 04:00:00,378.0,660.0,489.03,93.07,447.12,89.87,21.88,6.98,13.3,3.08,62.93,30.18,91.25,0.3,340.75,4.0,748.0,20.95,19.18,0.0
2017-11-05 04:00:00,2017-11-05 05:00:00,385.0,680.0,474.78,88.08,432.85,95.32,18.8,6.91,12.87,0.25,64.97,30.1,92.5,0.3,333.0,3.75,748.0,23.03,18.85,0.0
2017-11-05 05:00:00,2017-11-05 06:00:00,356.0,580.0,,116.0,469.72,101.1,17.58,6.72,13.4,4.1,61.2,30.4,93.5,0.3,332.0,4.0,748.0,23.25,18.4,0.0
2017-11-05 06:00:00,2017-11-05 07:00:00,358.0,543.0,480.18,93.1,439.9,100.57,13.77,6.55,12.88,6.15,57.8,30.35,93.75,0.3,332.0,4.0,748.0,21.57,17.92,0.0
2017-11-05 07:00:00,2017-11-05 08:00:00,373.0,600.0,451.3,88.9,414.17,98.43,9.25,6.38,19.15,5.93,52.18,30.3,94.5,0.3,160.5,15.5,749.0,19.12,18.38,0.0
2017-11-05 08:00:00,2017-11-05 09:00:00,438.0,649.0,,176.65,,111.27,23.28,6.43,153.98,6.0,52.5,30.43,87.25,0.35,33.25,61.75,749.5,19.4,21.3,0.0
2017-11-05 09:00:00,2017-11-05 10:00:00,371.0,582.0,290.92,276.9,383.8,104.32,78.1,5.29,,4.9,44.25,30.52,73.5,0.68,43.5,113.75,750.0,16.5,24.15,0.0
2017-11-05 10:00:00,2017-11-05 11:00:00,429.0,666.0,259.43,137.17,283.8,65.03,,1.58,148.3,4.47,39.33,30.3,62.67,0.7,96.0,151.33,750.0,13.6,26.37,0.0
2017-11-05 11:00:00,2017-11-05 12:00:00,268.5,427.75,8.05,65.0,41.07,74.88,47.27,1.34,89.02,2.1,18.55,30.32,47.5,1.02,124.0,200.0,749.75,5.9,28.42,0.0
2017-11-05 12:00:00,2017-11-05 13:00:00,131.67,230.67,2.67,27.8,16.97,59.5,27.43,0.7,101.57,0.73,10.03,30.27,38.0,0.97,163.0,238.67,748.67,1.97,29.93,0.0
2017-11-05 13:00:00,2017-11-05 14:00:00,113.75,202.5,1.8,30.78,17.85,55.0,33.15,0.77,138.75,0.8,10.05,30.27,39.0,0.88,170.5,194.5,747.5,1.58,30.38,0.0
2017-11-05 14:00:00,2017-11-05 15:00:00,129.25,224.0,1.2,32.07,18.05,49.88,31.65,0.63,142.15,0.85,9.15,30.32,38.5,0.97,143.0,151.75,747.0,1.3,30.35,0.0
2017-11-05 15:00:00,2017-11-05 16:00:00,112.5,193.25,1.12,30.72,17.27,43.25,27.4,0.56,136.12,0.6,7.98,30.27,39.75,0.92,122.75,89.25,746.0,0.8,29.82,0.0
2017-11-05 16:00:00,2017-11-05 17:00:00,113.75,214.25,1.35,51.42,28.45,42.7,26.9,0.87,144.33,0.65,7.73,30.77,45.0,0.5,43.25,24.75,746.0,0.82,28.38,0.0
2017-11-05 17:00:00,2017-11-05 18:00:00,152.0,318.75,2.55,127.2,69.75,44.82,19.45,1.37,83.48,1.0,10.0,30.6,55.0,0.3,84.0,4.5,746.0,1.85,25.98,0.0
2017-11-05 18:00:00,2017-11-05 19:00:00,207.75,462.25,11.22,162.82,95.72,55.55,20.12,1.87,28.82,0.88,13.35,30.25,65.75,0.3,67.75,4.0,746.5,3.4,24.23,0.0
2017-11-05 19:00:00,2017-11-05 20:00:00,282.0,615.67,28.4,175.97,116.67,64.07,18.57,2.39,13.53,1.13,15.17,30.17,71.67,0.3,132.0,4.0,747.0,4.17,23.27,0.0
2017-11-05 20:00:00,2017-11-05 21:00:00,347.0,734.0,61.93,156.83,133.77,74.77,14.67,3.64,17.57,1.8,17.7,30.23,76.0,0.33,332.33,4.0,747.33,7.37,22.2,0.0
2017-11-05 21:00:00,2017-11-05 22:00:00,406.0,794.25,101.62,191.8,184.6,84.25,14.77,4.37,15.88,2.85,24.5,30.28,76.25,0.3,329.0,4.0,748.0,11.35,22.05,0.0
2017-11-05 22:00:00,2017-11-05 23:00:00,382.0,704.75,145.78,173.45,210.8,91.57,14.75,5.01,18.82,4.5,26.35,30.27,79.75,0.33,275.5,4.0,747.75,12.55,21.33,0.0
2017-11-05 23:00:00,2017-11-06 00:00:00,407.75,741.5,202.5,161.48,250.5,100.27,14.65,5.37,19.55,4.85,30.0,30.32,82.75,0.3,15.0,4.0,747.0,14.8,20.68,0.0
2017-11-06 00:00:00,2017-11-06 01:00:00,395.25,720.5,235.27,120.8,255.53,105.98,12.33,5.68,20.05,5.0,32.03,30.6,87.75,0.3,15.0,4.0,747.0,16.45,20.1,0.0
2017-11-06 01:00:00,2017-11-06 02:00:00,369.75,642.0,303.9,113.48,307.45,102.1,9.95,6.07,17.62,4.28,32.2,30.47,90.25,0.3,15.0,4.0,747.0,17.3,19.58,0.0
2017-11-06 02:00:00,2017-11-06 03:00:00,364.0,614.5,295.1,101.58,293.95,112.1,10.92,5.72,15.98,1.4,32.7,30.22,91.25,0.3,332.0,4.0,747.0,17.8,19.22,0.0
2017-11-06 03:00:00,2017-11-06 04:00:00,325.5,542.5,249.05,79.92,244.97,116.48,9.15,4.99,14.48,1.95,32.4,30.22,91.25,0.3,340.0,3.25,747.0,17.4,18.57,0.0
2017-11-06 04:00:00,2017-11-06 05:00:00,278.75,500.0,313.45,113.8,315.35,122.12,9.4,4.97,13.5,1.68,31.17,30.22,89.5,0.3,340.0,3.5,747.0,17.07,18.8,0.0
2017-11-06 05:00:00,2017-11-06 06:00:00,269.5,442.25,464.12,126.55,444.65,133.7,14.05,5.13,12.32,3.23,30.07,30.45,85.75,0.5,120.5,4.0,747.0,16.28,19.8,0.0
2017-11-06 06:00:00,2017-11-06 07:00:00,277.33,467.67,375.97,127.7,373.63,123.7,15.6,4.17,10.77,4.1,27.73,30.37,82.67,0.53,46.67,4.33,747.67,15.07,19.83,0.0
2017-11-06 07:00:00,2017-11-06 08:00:00,274.33,482.5,157.85,118.27,191.25,105.93,20.5,2.42,7.6,2.57,19.82,30.32,75.75,0.95,39.0,19.5,748.25,10.65,20.35,0.0
2017-11-06 08:00:00,2017-11-06 09:00:00,248.25,449.25,136.07,124.98,177.1,100.05,28.5,2.24,7.82,1.82,13.23,30.55,72.0,0.75,42.25,59.0,749.0,6.75,21.43,0.0
2017-11-06 09:00:00,2017-11-06 10:00:00,259.25,544.75,70.32,149.95,136.92,92.35,34.4,2.0,,1.92,11.98,30.6,63.0,0.97,61.5,102.0,749.0,6.05,23.62,0.0
2017-11-06 10:00:00,2017-11-06 11:00:00,243.5,515.0,170.9,63.5,172.78,41.63,,0.51,14.62,1.45,10.53,30.22,55.75,1.12,80.25,145.25,749.0,5.03,25.45,0.0
2017-11-06 11:00:00,2017-11-06 12:00:00,233.5,487.25,24.5,143.45,96.23,78.62,22.57,1.61,29.15,1.2,9.9,30.28,51.25,1.32,82.75,167.5,748.75,4.52,26.7,0.0
2017-11-06 12:00:00,2017-11-06 13:00:00,199.75,443.25,7.4,78.83,47.93,68.38,18.27,0.98,69.4,0.85,9.35,30.2,45.5,1.6,80.75,179.75,747.75,3.32,27.95,0.0
2017-11-06 13:00:00,2017-11-06 14:00:00,144.0,330.75,3.85,60.03,35.02,61.82,25.53,0.82,88.7,0.53,7.83,30.18,43.5,1.67,64.0,165.0,746.5,1.9,28.6,0.0
2017-11-06 14:00:00,2017-11-06 15:00:00,132.0,288.0,3.37,62.73,36.13,58.4,28.37,0.79,94.0,0.77,6.4,30.2,43.0,1.3,100.33,130.0,746.0,1.5,28.93,0.0
2017-11-06 15:00:00,2017-11-06 16:00:00,134.67,291.33,2.47,58.87,33.3,53.07,22.13,0.91,106.57,0.73,8.03,30.07,44.0,0.77,105.67,66.33,745.0,1.4,28.9,0.0
2017-11-06 16:00:00,2017-11-06 17:00:00,149.75,336.5,3.83,106.8,59.95,51.42,21.63,1.27,70.7,1.53,9.05,30.23,48.75,0.45,148.25,25.75,745.0,1.88,27.73,0.0
2017-11-06 17:00:00,2017-11-06 18:00:00,175.75,416.75,14.0,154.58,93.62,49.98,15.85,1.63,36.7,2.07,10.65,30.57,54.5,0.45,66.25,4.75,745.0,3.47,25.72,0.0
2017-11-06 18:00:00,2017-11-06 19:00:00,217.25,419.0,139.22,158.7,197.6,65.75,18.62,2.74,9.08,0.65,13.03,30.2,69.0,0.3,212.0,4.0,745.75,5.45,23.7,0.0
2017-11-06 19:00:00,2017-11-06 20:00:00,312.25,765.0,146.3,172.22,210.57,70.48,17.03,3.21,9.55,0.35,16.12,30.12,73.5,0.3,232.0,3.75,746.0,7.57,22.47,0.0
2017-11-06 20:00:00,2017-11-06 21:00:00,305.5,750.25,117.65,159.42,180.45,78.8,12.8,3.38,10.17,0.1,17.47,30.05,76.0,0.3,232.0,3.75,746.75,9.0,21.3,0.0
2017-11-06 21:00:00,2017-11-06 22:00:00,331.5,728.0,368.17,186.1,398.3,88.42,23.35,5.82,16.2,2.75,26.43,30.37,74.0,0.45,185.25,4.0,747.0,12.9,22.6,0.0
2017-11-06 22:00:00,2017-11-06 23:00:00,363.25,775.25,321.1,138.45,334.68,99.92,17.12,5.56,20.4,4.48,30.62,30.35,85.5,0.3,198.25,4.0,747.0,15.4,20.92,0.0
2017-11-06 23:00:00,2017-11-07 00:00:00,435.75,754.25,344.62,118.23,343.12,114.1,16.6,6.12,18.38,4.67,29.43,30.32,86.5,0.3,198.0,4.0,746.75,15.1,20.12,0.0
2017-11-07 00:00:00,2017-11-07 01:00:00,472.75,848.5,353.88,114.8,348.77,119.65,11.35,6.5,14.2,5.05,33.08,30.4,90.0,0.3,198.0,4.0,746.0,18.15,19.22,0.0
2017-11-07 01:00:00,2017-11-07 02:00:00,511.75,824.5,325.02,102.43,318.75,117.6,7.1,6.11,13.75,5.48,34.55,30.42,91.25,0.3,204.75,4.0,746.0,18.62,19.1,0.0
2017-11-07 02:00:00,2017-11-07 03:00:00,514.0,807.75,295.05,66.92,275.5,110.42,8.18,5.79,14.05,1.92,34.82,30.0,93.0,0.3,231.0,3.5,746.0,18.18,18.5,0.0
2017-11-07 03:00:00,2017-11-07 04:00:00,486.75,693.0,270.08,78.42,261.27,123.12,4.5,5.27,13.63,0.18,32.85,29.98,94.25,0.3,231.0,3.5,746.0,16.5,18.37,0.0
2017-11-07 04:00:00,2017-11-07 05:00:00,615.75,783.0,301.0,96.5,296.03,134.85,5.25,5.46,13.08,0.13,30.5,29.85,94.25,0.3,231.0,3.75,746.0,13.72,18.55,0.0
2017-11-07 05:00:00,2017-11-07 06:00:00,759.75,,367.03,95.27,349.07,135.6,6.2,5.86,12.53,1.02,33.65,30.33,94.0,0.33,255.0,3.75,746.25,15.28,18.23,0.0
2017-11-07 06:00:00,2017-11-07 07:00:00,751.5,,324.35,124.3,329.82,132.4,6.18,5.45,10.72,5.33,37.78,30.27,92.5,0.38,206.25,4.0,747.0,17.45,18.45,0.0
2017-11-07 07:00:00,2017-11-07 08:00:00,750.75,,307.4,119.55,313.5,124.1,5.33,5.43,10.93,4.93,39.65,30.27,91.75,0.3,28.0,15.25,748.0,15.8,18.53,0.0
2017-11-07 08:00:00,2017-11-07 09:00:00,787.75,,257.22,160.97,294.75,130.5,5.83,4.98,11.85,4.78,36.37,30.18,88.5,0.4,29.25,51.5,748.0,12.55,19.88,0.0
2017-11-07 09:00:00,2017-11-07 10:00:00,865.0,,99.2,218.63,196.97,131.0,7.83,4.67,,4.13,30.43,30.23,78.0,0.83,46.33,99.0,748.67,10.57,22.23,0.0
2017-11-07 10:00:00,2017-11-07 11:00:00,,,162.17,80.98,174.9,56.43,,1.12,29.95,1.95,25.47,29.9,67.75,0.65,103.25,126.5,748.25,9.67,24.97,0.0
2017-11-07 11:00:00,2017-11-07 12:00:00,943.0,,9.73,171.5,99.15,111.3,73.68,3.91,94.3,0.45,21.12,29.95,55.5,0.9,89.75,153.0,747.5,8.17,27.35,0.0
2017-11-07 12:00:00,2017-11-07 13:00:00,866.5,915.0,4.67,101.72,57.92,89.65,47.9,2.62,136.12,0.73,16.43,30.1,44.5,1.2,92.75,166.0,746.75,5.72,28.67,0.0
2017-11-07 13:00:00,2017-11-07 14:00:00,561.5,806.25,1.78,58.52,32.57,65.85,20.38,1.44,146.38,0.68,9.85,30.05,38.5,1.55,88.25,154.5,746.0,2.75,29.12,0.0
2017-11-07 14:00:00,2017-11-07 15:00:00,343.0,494.5,2.07,56.0,31.5,57.32,17.95,1.47,149.77,1.33,11.0,30.35,38.5,1.18,82.0,119.75,745.25,1.83,29.47,0.0
2017-11-07 15:00:00,2017-11-07 16:00:00,354.75,522.75,1.87,66.07,36.65,50.95,17.05,1.36,139.45,1.8,12.38,30.35,37.75,1.0,99.25,66.75,745.0,2.35,28.97,0.0
2017-11-07 16:00:00,2017-11-07 17:00:00,300.0,459.0,2.62,100.1,55.35,40.83,14.27,1.25,84.27,1.57,10.2,30.22,39.0,0.67,119.5,24.75,745.0,2.43,27.8,0.0
2017-11-07 17:00:00,2017-11-07 18:00:00,246.75,410.5,12.0,160.7,95.23,40.73,12.72,1.72,27.95,1.5,10.4,30.88,45.25,0.33,119.0,4.75,745.0,3.28,25.5,0.0
2017-11-07 18:00:00,2017-11-07 19:00:00,283.5,503.5,116.93,229.15,216.95,49.12,24.9,3.39,8.3,0.63,17.77,30.15,54.25,0.6,182.5,4.0,746.0,7.0,24.62,0.0
2017-11-07 19:00:00,2017-11-07 20:00:00,472.75,733.0,114.2,216.5,208.0,65.7,37.8,4.77,18.83,0.1,36.58,30.1,66.5,0.95,192.75,4.0,746.5,11.42,23.62,0.0
2017-11-07 20:00:00,2017-11-07 21:00:00,730.0,,49.85,196.3,144.97,81.93,23.57,5.4,14.55,1.17,41.4,29.85,77.5,0.72,191.0,4.0,747.0,10.5,22.35,0.0
2017-11-07 21:00:00,2017-11-07 22:00:00,,,109.07,149.53,168.2,88.2,15.37,5.5,16.27,1.63,37.0,30.07,84.67,0.3,183.0,4.0,747.0,9.83,20.2,0.0
2017-11-07 22:00:00,2017-11-07 23:00:00,835.5,,78.4,163.2,150.55,89.25,11.92,5.73,15.43,4.57,34.95,30.3,91.0,0.3,183.0,4.0,747.0,10.32,18.72,0.0
2017-11-07 23:00:00,2017-11-08 00:00:00,836.25,,70.15,157.15,140.67,90.45,9.55,5.81,15.17,4.88,35.27,30.3,93.25,0.3,183.0,3.75,747.0,10.7,18.2,0.0
2017-11-08 00:00:00,2017-11-08 01:00:00,804.75,,72.78,136.85,131.98,88.4,7.88,5.77,14.4,5.0,33.5,30.25,94.25,0.3,183.0,3.75,747.0,10.65,17.95,0.0
2017-11-08 01:00:00,2017-11-08 02:00:00,693.75,839.0,99.85,97.38,132.97,81.15,6.48,5.71,14.28,5.48,31.95,30.53,95.0,0.3,184.0,3.5,747.0,10.7,16.88,0.0
2017-11-08 02:00:00,2017-11-08 03:00:00,500.5,746.25,127.88,87.2,150.3,71.5,7.73,5.54,15.68,1.87,34.7,29.95,95.25,0.3,190.0,3.0,747.0,10.92,15.95,0.0
2017-11-08 03:00:00,2017-11-08 04:00:00,370.5,470.25,148.85,83.57,165.48,73.25,4.68,5.39,17.9,0.1,37.4,29.98,96.0,0.3,207.25,3.0,746.75,11.07,15.5,0.0
2017-11-08 04:00:00,2017-11-08 05:00:00,346.0,452.5,165.38,71.8,172.65,75.95,5.98,5.06,16.98,1.25,35.75,29.95,96.0,0.3,209.0,3.0,747.0,10.88,15.12,0.0
2017-11-08 05:00:00,2017-11-08 06:00:00,289.0,379.5,252.15,65.65,239.92,83.32,6.85,5.73,16.85,3.15,31.9,30.3,96.25,0.3,209.0,3.25,747.0,10.5,14.92,0.0
2017-11-08 06:00:00,2017-11-08 07:00:00,319.0,437.0,324.43,74.77,303.53,96.03,9.0,6.44,16.87,5.47,27.23,30.5,96.67,0.3,159.0,3.67,747.67,11.0,15.53,0.0
2017-11-08 07:00:00,2017-11-08 08:00:00,415.0,549.0,248.27,63.43,235.6,92.97,7.23,5.51,13.83,5.6,26.43,30.43,96.33,0.3,125.0,10.67,748.0,11.2,14.5,0.0
2017-11-08 08:00:00,2017-11-08 09:00:00,307.75,438.0,193.62,79.88,199.92,97.2,5.95,5.2,13.82,5.35,26.8,30.4,96.75,0.3,62.25,43.25,749.0,11.35,15.5,0.0
2017-11-08 09:00:00,2017-11-08 10:00:00,359.25,556.75,108.88,140.6,163.3,95.25,4.05,4.62,,4.9,25.5,30.7,96.75,0.33,135.75,99.5,749.0,10.47,17.52,0.0
2017-11-08 10:00:00,2017-11-08 11:00:00,511.75,670.0,154.75,84.38,170.67,53.13,,1.26,43.1,2.07,24.78,29.9,73.25,0.7,105.5,134.0,749.0,10.4,22.27,0.0
2017-11-08 11:00:00,2017-11-08 12:00:00,850.0,,7.5,183.7,103.82,97.48,40.62,4.79,136.08,1.15,20.63,29.78,57.0,0.75,145.0,159.5,748.0,8.15,25.75,0.0
2017-11-08 12:00:00,2017-11-08 13:00:00,,,5.7,193.53,107.57,101.55,60.5,5.09,183.52,0.05,20.45,29.75,51.75,0.98,69.75,135.5,747.25,7.3,27.07,0.0
2017-11-08 13:00:00,2017-11-08 14:00:00,,,4.43,187.2,103.15,98.02,68.48,5.3,188.0,0.1,18.95,29.9,52.0,1.2,75.25,106.75,746.0,6.1,27.4,0.0
2017-11-08 14:00:00,2017-11-08 15:00:00,,,5.17,212.25,117.1,112.95,42.55,8.15,130.25,5.6,29.67,30.08,61.5,0.9,131.5,60.75,745.75,9.2,26.8,0.0
2017-11-08 15:00:00,2017-11-08 16:00:00,,,4.23,161.0,89.05,94.85,26.47,5.69,118.35,6.78,34.93,30.1,51.5,0.95,122.75,49.75,745.0,10.95,26.5,0.0
2017-11-08 16:00:00,2017-11-08 17:00:00,,,5.55,197.25,109.42,87.78,23.4,5.74,77.03,5.4,27.68,30.15,57.0,0.55,132.25,21.0,745.0,9.45,25.45,0.0
2017-11-08 17:00:00,2017-11-08 18:00:00,,,21.03,218.3,133.17,89.23,18.57,6.25,40.5,4.77,31.55,30.3,68.5,0.3,43.0,4.5,745.0,9.5,22.55,0.0
2017-11-08 18:00:00,2017-11-08 19:00:00,,,120.85,275.32,244.7,93.02,13.7,7.82,12.05,1.8,37.15,29.68,79.25,0.3,43.0,3.75,745.0,11.4,20.55,0.0
2017-11-08 19:00:00,2017-11-08 20:00:00,,,158.58,254.75,264.43,103.9,13.05,9.41,15.73,0.33,39.55,29.53,86.75,0.3,42.75,4.0,745.25,13.03,19.5,0.0
2017-11-08 20:00:00,2017-11-08 21:00:00,,,161.4,235.42,256.45,108.55,11.53,8.95,14.65,0.18,39.5,29.5,86.25,0.3,90.0,3.5,746.0,13.55,18.88,0.0
2017-11-08 21:00:00,2017-11-08 22:00:00,,,232.2,294.78,345.6,120.4,14.83,2.24,16.38,0.28,46.55,30.0,83.75,0.58,197.25,4.0,746.0,16.88,19.95,0.0
2017-11-08 22:00:00,2017-11-08 23:00:00,,,233.23,254.53,325.0,115.32,27.82,2.41,17.62,6.73,72.17,30.35,85.0,0.35,189.75,4.0,746.0,23.97,19.43,0.0
2017-11-08 23:00:00,2017-11-09 00:00:00,927.0,,101.73,190.85,184.22,102.4,20.52,6.83,11.22,6.7,68.77,30.3,82.75,0.77,190.75,4.0,746.0,19.73,19.55,0.0
2017-11-09 00:00:00,2017-11-09 01:00:00,817.75,,38.47,156.77,114.65,90.38,14.92,4.79,10.03,4.95,40.42,30.35,83.75,0.8,192.0,4.0,745.25,11.1,19.15,0.0
2017-11-09 01:00:00,2017-11-09 02:00:00,653.0,858.0,90.1,120.2,137.1,91.2,15.8,5.58,10.05,4.85,30.1,30.72,86.5,0.38,200.0,3.75,745.0,9.23,17.85,0.0
2017-11-09 02:00:00,2017-11-09 03:00:00,589.0,794.0,97.1,104.08,134.3,83.25,10.88,5.74,9.72,3.18,49.12,30.05,92.0,0.3,284.75,3.0,745.0,12.52,15.98,0.0
2017-11-09 03:00:00,2017-11-09 04:00:00,532.75,762.25,76.1,105.5,117.97,84.15,4.43,6.23,10.25,1.33,44.77,29.88,94.0,0.3,272.5,3.75,745.0,12.45,15.75,0.0
2017-11-09 04:00:00,2017-11-09 05:00:00,629.0,953.5,71.1,103.38,112.8,85.88,8.42,6.15,9.28,1.48,49.93,29.78,94.5,0.3,294.0,4.0,745.0,14.18,15.42,0.0
2017-11-09 05:00:00,2017-11-09 06:00:00,591.75,951.5,91.48,100.82,128.05,88.02,8.05,6.0,11.58,0.1,49.88,30.15,95.0,0.3,294.0,3.75,745.0,13.97,15.17,0.0
2017-11-09 06:00:00,2017-11-09 07:00:00,561.5,863.0,95.15,94.0,127.38,91.52,12.0,6.16,12.6,5.05,47.35,30.6,95.0,0.3,300.25,4.0,746.0,13.05,14.58,0.0
2017-11-09 07:00:00,2017-11-09 08:00:00,546.67,785.33,101.43,88.63,129.6,93.37,13.97,6.18,12.03,5.67,48.67,30.47,95.67,0.3,305.0,21.33,747.0,14.6,13.97,0.0
2017-11-09 08:00:00,2017-11-09 09:00:00,551.5,736.5,117.85,109.7,154.15,100.7,16.63,6.53,11.98,5.58,48.0,30.4,95.75,0.3,308.5,59.25,747.5,14.95,15.83,0.0
2017-11-09 09:00:00,2017-11-09 10:00:00,649.33,870.33,48.83,236.9,165.7,114.83,33.63,6.0,86.27,5.57,42.7,30.63,76.67,0.37,261.67,116.33,748.0,13.07,21.63,0.0
2017-11-09 10:00:00,2017-11-09 11:00:00,760.25,,125.9,64.65,136.77,55.6,,0.87,77.95,2.6,33.62,30.1,66.5,0.7,121.5,148.5,747.5,11.1,24.08,0.0
2017-11-09 11:00:00,2017-11-09 12:00:00,828.0,,5.92,110.12,63.37,78.73,39.0,4.21,140.8,1.43,21.68,29.98,59.75,0.6,254.75,167.5,747.0,7.05,26.42,0.0
2017-11-09 12:00:00,2017-11-09 13:00:00,725.5,,3.75,88.15,49.95,87.88,36.6,3.55,,0.1,20.5,30.22,46.75,0.88,120.5,178.75,746.0,6.38,28.55,0.0
2017-11-09 13:00:00,2017-11-09 14:00:00,573.33,834.0,3.53,85.8,48.53,68.07,24.7,2.04,177.37,1.13,16.47,30.0,34.33,1.2,87.67,172.33,745.0,4.87,29.37,0.0
2017-11-09 14:00:00,2017-11-09 15:00:00,361.33,534.0,3.6,86.85,49.12,65.08,27.07,1.75,191.23,1.12,11.45,30.1,33.25,1.03,95.75,125.0,744.0,3.23,29.57,0.0
2017-11-09 15:00:00,2017-11-09 16:00:00,363.25,572.5,3.33,100.27,56.0,62.3,30.7,2.09,149.22,2.07,13.13,30.2,34.75,0.67,120.25,62.75,744.0,3.35,28.87,0.0
2017-11-09 16:00:00,2017-11-09 17:00:00,377.0,616.25,6.12,113.75,65.48,21.07,39.77,2.31,71.08,2.88,17.32,30.32,38.0,0.4,127.5,23.0,744.0,5.35,27.2,0.0
2017-11-09 17:00:00,2017-11-09 18:00:00,400.75,637.75,34.2,169.42,117.9,,36.55,3.58,14.38,3.18,19.92,30.45,46.5,0.35,159.75,4.5,744.0,7.4,24.93,0.0
2017-11-09 18:00:00,2017-11-09 19:00:00,444.75,784.0,165.32,194.25,237.7,,47.97,5.58,7.75,3.37,35.47,30.15,53.0,0.38,187.0,4.0,745.0,14.22,23.6,0.0
2017-11-09 19:00:00,2017-11-09 20:00:00,482.25,,130.93,156.2,189.5,,52.05,5.54,27.1,0.13,51.07,29.88,55.5,0.58,200.25,4.0,745.25,19.22,23.27,0.0
2017-11-09 20:00:00,2017-11-09 21:00:00,527.5,,88.13,148.17,150.5,24.73,63.7,5.31,21.75,2.03,55.15,29.82,61.75,0.85,189.5,4.0,746.0,17.77,22.6,0.0
2017-11-09 21:00:00,2017-11-09 22:00:00,578.75,964.5,215.9,167.9,264.85,99.9,34.8,6.35,17.67,1.75,57.05,29.9,73.25,0.35,177.5,3.75,746.0,15.28,20.38,0.0
2017-11-09 22:00:00,2017-11-09 23:00:00,634.75,,244.47,166.58,287.35,108.17,28.58,7.39,21.15,3.85,52.72,30.47,84.75,0.3,170.0,4.0,746.0,18.88,18.18,0.0
2017-11-09 23:00:00,2017-11-10 00:00:00,652.0,994.0,203.8,148.63,244.73,115.1,25.63,6.86,20.8,5.8,53.07,30.33,85.67,0.3,170.0,4.0,746.0,20.47,17.5,0.0
2017-11-10 00:00:00,2017-11-10 01:00:00,604.5,945.25,127.22,130.3,172.73,101.98,14.2,6.03,18.67,5.38,48.97,30.42,89.0,0.3,170.0,4.0,745.0,17.63,17.02,0.0
2017-11-10 01:00:00,2017-11-10 02:00:00,577.33,852.0,150.87,123.87,188.53,109.63,12.13,6.67,18.77,5.3,49.23,30.63,89.67,0.3,143.0,4.0,745.0,17.73,16.47,0.0
2017-11-10 02:00:00,2017-11-10 03:00:00,592.0,878.75,166.58,134.8,207.12,108.02,10.62,6.74,16.68,4.77,50.5,30.15,90.0,0.3,44.0,3.25,745.0,19.18,16.7,0.0
2017-11-10 03:00:00,2017-11-10 04:00:00,587.33,896.0,241.95,132.88,267.38,114.62,11.2,7.05,15.75,1.5,52.55,29.78,92.0,0.43,50.5,3.75,745.0,20.28,16.2,0.0
2017-11-10 04:00:00,2017-11-10 05:00:00,570.67,828.0,180.1,140.7,221.27,111.23,17.87,5.66,35.1,1.3,49.07,29.77,85.0,0.83,90.33,4.0,745.33,20.4,17.37,0.0
2017-11-10 05:00:00,2017-11-10 06:00:00,564.25,779.75,109.17,133.48,159.75,104.7,19.97,4.57,36.52,0.1,35.1,29.88,83.75,0.45,30.5,4.0,746.0,15.32,16.8,0.0
2017-11-10 06:00:00,2017-11-10 07:00:00,589.0,773.0,109.0,118.4,151.6,109.67,17.17,4.3,31.1,0.8,31.97,30.67,84.33,0.4,152.67,4.0,746.67,13.2,16.23,0.0
2017-11-10 07:00:00,2017-11-10 08:00:00,626.5,817.75,128.62,91.68,153.35,118.85,17.17,4.96,26.05,3.9,30.73,30.37,86.75,0.3,49.75,18.0,747.5,12.12,15.75,0.0
2017-11-10 08:00:00,2017-11-10 09:00:00,621.25,821.75,105.25,152.47,166.7,118.67,32.53,4.31,19.05,3.77,30.32,30.25,75.0,0.3,43.75,60.25,748.0,11.8,19.23,0.0
2017-11-10 09:00:00,2017-11-10 10:00:00,626.0,895.25,81.35,215.17,180.63,127.03,65.8,4.52,,3.38,30.9,30.25,65.75,0.75,81.25,106.75,748.75,11.32,22.0,0.0
2017-11-10 10:00:00,2017-11-10 11:00:00,663.5,938.5,130.43,61.4,138.7,53.77,,,78.07,3.1,30.62,30.45,54.25,1.32,71.25,159.5,748.25,10.2,24.38,0.0
2017-11-10 11:00:00,2017-11-10 12:00:00,607.5,890.0,7.58,132.07,76.4,83.4,54.52,2.12,135.8,0.08,21.82,30.17,47.25,1.35,85.5,183.25,747.75,6.23,26.58,0.0
2017-11-10 12:00:00,2017-11-10 13:00:00,494.75,736.75,5.55,120.08,68.38,73.57,57.32,2.14,149.62,0.08,21.43,30.25,39.5,1.55,115.25,177.0,746.75,5.5,27.82,0.0
