From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2016-04-08 11:00:00,2016-04-08 12:00:00,62.71,95.78,1.26,29.51,16.41,44.34,23.72,0.42,91.57,2.06,9.84,0.96,3.43,1.28,42.46,20.36,0.89,194.6,773.9,,
2016-04-08 12:00:00,2016-04-08 13:00:00,54.65,74.5,2.05,26.21,15.16,40.16,21.21,0.48,88.18,0.82,3.89,0.44,1.3,0.48,43.14,18.9,0.79,189.96,750.5,,
2016-04-08 13:00:00,2016-04-08 14:00:00,39.42,51.6,1.26,19.63,10.77,32.04,13.74,0.36,81.79,0.85,5.26,0.55,2.0,0.74,43.79,16.53,0.94,202.67,700.0,,
2016-04-08 14:00:00,2016-04-08 15:00:00,34.01,47.76,3.09,22.83,14.37,37.58,23.34,0.43,84.03,0.69,3.53,0.4,1.37,0.51,44.2,15.28,0.97,197.37,606.7,,
2016-04-08 15:00:00,2016-04-08 16:00:00,31.34,37.38,1.85,33.67,18.87,47.7,18.44,0.54,79.17,0.85,5.67,0.6,1.93,0.92,43.53,16.15,0.78,193.57,283.9,,
2016-04-08 16:00:00,2016-04-08 17:00:00,29.07,77.78,2.86,56.6,31.63,71.3,12.48,0.68,64.64,1.22,9.34,1.03,3.23,1.27,43.34,15.84,0.62,181.9,211.5,,
2016-04-08 17:00:00,2016-04-08 18:00:00,16.26,68.56,1.42,87.04,46.44,103.47,12.22,0.95,46.69,2.36,15.63,1.88,7.34,2.83,41.17,18.79,0.59,170.88,70.0,,
2016-04-08 18:00:00,2016-04-08 19:00:00,41.45,74.77,0.48,86.4,45.33,101.98,6.92,0.94,37.72,4.34,25.56,3.62,13.95,5.73,38.92,22.16,0.17,130.52,,,
2016-04-08 19:00:00,2016-04-08 20:00:00,47.12,86.82,140.52,238.68,237.39,421.01,13.94,3.52,2.33,7.12,36.67,5.84,20.79,8.85,36.63,29.61,0.56,289.66,1.5,,
2016-04-08 20:00:00,2016-04-08 21:00:00,64.71,110.82,129.32,219.22,218.24,386.26,12.17,3.61,0.45,17.71,79.3,16.47,47.23,21.02,34.92,34.29,0.61,286.64,8.5,,
2016-04-08 21:00:00,2016-04-08 22:00:00,66.11,108.41,122.31,206.31,205.87,367.28,13.17,3.81,0.77,19.48,89.39,19.5,54.15,24.26,34.12,36.36,0.49,244.57,5.4,,
2016-04-08 22:00:00,2016-04-08 23:00:00,80.92,139.15,107.29,194.33,187.57,340.12,11.43,3.24,0.97,17.11,70.48,13.86,44.41,19.73,32.91,39.71,0.49,275.43,0.8,,
2016-04-08 23:00:00,2016-04-09 00:00:00,83.22,148.2,63.46,169.55,139.48,264.64,9.26,2.68,0.46,17.78,73.51,14.35,45.89,20.49,32.29,42.2,0.76,273.6,35.8,,
2016-04-09 00:00:00,2016-04-09 01:00:00,78.81,127.71,2.14,55.24,30.48,72.41,20.49,0.56,33.86,4.49,26.91,4.1,13.15,5.41,34.4,31.32,0.37,243.14,15.5,,
2016-04-09 01:00:00,2016-04-09 02:00:00,77.45,100.94,0.2,48.16,25.08,60.89,21.14,0.41,26.09,2.25,11.48,1.47,5.33,1.99,32.36,38.96,0.32,268.97,43.5,,
2016-04-09 02:00:00,2016-04-09 03:00:00,59.49,75.81,1.36,42.67,23.39,58.14,21.06,0.38,25.6,2.55,11.1,1.34,4.93,1.92,31.49,43.58,0.31,208.69,31.9,,
2016-04-09 03:00:00,2016-04-09 04:00:00,64.32,70.75,0.45,45.35,23.73,58.76,16.09,0.45,18.06,2.43,10.52,1.16,4.21,1.66,30.79,47.38,0.14,231.3,49.0,,
2016-04-09 04:00:00,2016-04-09 05:00:00,44.73,78.83,1.7,42.45,23.54,57.95,12.29,0.35,14.32,2.64,13.23,1.45,5.57,2.34,30.09,51.08,0.07,204.29,56.8,,
2016-04-09 05:00:00,2016-04-09 06:00:00,43.68,68.23,1.62,56.46,30.8,74.0,10.14,0.42,6.72,3.59,17.0,1.98,7.46,3.2,29.51,54.52,0.25,233.57,54.4,,
2016-04-09 06:00:00,2016-04-09 07:00:00,60.46,82.58,13.67,73.83,49.54,106.5,11.24,1.05,3.36,5.49,25.27,3.3,12.06,5.27,30.38,54.97,0.49,225.73,140.0,,
2016-04-09 07:00:00,2016-04-09 08:00:00,56.38,94.12,2.6,65.18,36.14,85.54,16.24,1.02,26.62,6.98,30.3,4.15,14.4,6.37,34.11,41.67,0.33,280.56,301.0,,
2016-04-09 08:00:00,2016-04-09 09:00:00,63.75,114.05,1.81,64.47,35.12,85.9,32.3,1.06,69.06,6.46,24.93,2.96,9.79,4.2,37.07,34.92,0.66,235.34,453.4,,
2016-04-09 09:00:00,2016-04-09 10:00:00,54.38,102.77,3.24,41.54,24.22,61.21,28.0,0.74,65.05,2.8,12.6,1.38,4.81,2.22,39.76,29.51,0.69,198.99,622.2,,
2016-04-09 10:00:00,2016-04-09 11:00:00,52.01,95.52,3.55,33.85,20.53,52.76,8.55,0.74,62.14,1.66,8.52,0.95,4.08,1.49,41.65,26.28,0.84,186.4,700.8,,
2016-04-09 11:00:00,2016-04-09 12:00:00,44.35,69.89,3.95,37.82,22.92,56.31,5.77,0.69,64.94,2.64,10.82,1.29,5.55,2.18,42.87,23.26,1.01,172.62,763.8,,
2016-04-09 12:00:00,2016-04-09 13:00:00,33.29,76.23,3.01,34.83,20.48,51.11,9.85,0.54,71.29,1.23,6.5,0.71,2.91,1.07,43.49,20.72,0.99,181.77,647.1,,
2016-04-09 13:00:00,2016-04-09 14:00:00,34.49,54.85,3.81,33.7,20.65,50.67,12.54,0.5,75.6,1.44,6.82,0.77,3.22,1.16,44.42,16.13,0.93,187.27,696.9,,
2016-04-09 14:00:00,2016-04-09 15:00:00,33.69,50.0,4.5,31.26,19.92,47.1,6.1,0.52,70.39,1.19,6.58,0.7,2.83,1.04,44.63,14.12,0.92,183.31,615.2,,
2016-04-09 15:00:00,2016-04-09 16:00:00,25.42,57.45,3.17,36.69,21.63,52.09,4.99,0.58,72.27,1.6,6.95,0.73,2.87,1.13,44.19,14.11,0.95,175.29,333.7,,
2016-04-09 16:00:00,2016-04-09 17:00:00,18.7,56.82,3.08,49.83,28.28,64.5,4.19,0.57,66.18,1.47,7.64,0.81,3.13,1.17,43.78,13.43,0.9,181.6,200.7,,
2016-04-09 17:00:00,2016-04-09 18:00:00,35.69,55.8,2.53,81.54,44.62,97.19,3.46,0.87,41.18,2.44,16.53,1.77,7.69,4.06,41.96,15.51,0.64,173.51,70.0,,
2016-04-09 18:00:00,2016-04-09 19:00:00,27.37,64.47,1.34,107.16,56.81,123.45,6.31,0.96,28.7,3.53,22.28,4.46,12.13,4.87,39.34,19.74,0.5,165.22,,,
2016-04-09 19:00:00,2016-04-09 20:00:00,44.95,86.29,45.07,190.2,135.52,260.27,11.03,1.8,2.86,5.32,25.94,4.26,14.4,5.99,37.36,23.19,0.19,332.98,,,
2016-04-09 20:00:00,2016-04-09 21:00:00,67.03,120.03,87.53,210.01,179.91,333.0,12.18,2.82,0.52,15.61,68.56,13.8,43.64,19.5,36.38,25.43,0.38,181.64,,,
2016-04-09 21:00:00,2016-04-09 22:00:00,53.74,122.25,91.23,201.06,178.2,324.91,16.81,2.22,0.21,12.9,55.58,10.92,36.74,16.02,35.36,27.99,0.26,285.25,0.8,,
2016-04-09 22:00:00,2016-04-09 23:00:00,55.93,117.99,3.84,107.72,59.36,128.12,15.5,0.91,16.15,5.11,23.94,3.72,15.37,6.06,34.62,29.72,0.38,180.15,2.3,,
2016-04-09 23:00:00,2016-04-10 00:00:00,75.13,128.76,37.65,161.51,114.58,223.45,13.73,1.41,0.13,7.97,36.54,5.95,22.87,9.54,33.74,34.79,0.47,225.64,3.1,,
2016-04-10 00:00:00,2016-04-10 01:00:00,67.2,110.14,2.68,45.76,25.87,62.21,36.1,0.4,30.58,7.45,34.66,5.4,20.66,8.56,35.32,31.15,0.6,247.18,61.4,,
2016-04-10 01:00:00,2016-04-10 02:00:00,51.45,75.25,0.15,37.34,19.43,49.89,46.68,0.34,27.05,1.18,5.74,0.64,2.14,0.78,34.46,35.9,0.22,24.09,70.0,,
2016-04-10 02:00:00,2016-04-10 03:00:00,34.22,71.37,1.28,66.46,35.73,83.27,27.3,0.42,5.69,2.39,9.22,1.23,4.13,1.66,33.57,40.49,0.33,252.46,70.0,,
2016-04-10 03:00:00,2016-04-10 04:00:00,41.65,53.89,0.48,54.56,28.78,68.9,21.45,0.52,8.7,1.65,10.25,1.0,3.57,1.39,33.21,43.08,0.24,213.13,70.0,,
2016-04-10 04:00:00,2016-04-10 05:00:00,33.86,60.03,0.94,54.07,28.63,70.14,16.52,0.55,6.38,2.23,23.69,1.68,4.98,2.05,31.94,47.9,0.41,255.62,25.7,,
2016-04-10 05:00:00,2016-04-10 06:00:00,45.21,57.37,1.62,52.94,28.96,70.84,11.05,0.58,2.74,3.18,25.91,2.23,7.41,3.03,30.89,53.06,0.62,281.29,61.4,,
2016-04-10 06:00:00,2016-04-10 07:00:00,48.63,65.7,26.45,77.61,61.76,124.88,12.32,1.18,0.76,3.88,33.32,3.32,11.15,4.64,31.42,54.58,0.55,215.63,137.7,,
2016-04-10 07:00:00,2016-04-10 08:00:00,52.27,78.82,5.46,90.23,51.52,117.07,14.73,0.99,10.07,5.71,37.86,4.31,14.98,6.34,35.82,42.69,0.36,163.71,290.9,,
2016-04-10 08:00:00,2016-04-10 09:00:00,50.9,82.24,4.51,50.65,29.8,75.39,32.24,0.65,47.35,5.39,22.74,2.69,10.08,4.17,38.48,30.97,0.75,174.13,469.8,,
2016-04-10 09:00:00,2016-04-10 10:00:00,28.57,53.97,2.55,31.32,18.15,49.71,41.47,0.49,54.83,1.4,6.57,0.76,2.97,1.1,40.65,27.03,0.82,179.05,630.0,,
2016-04-10 10:00:00,2016-04-10 11:00:00,28.83,55.3,2.55,41.25,23.6,59.61,79.82,0.49,64.15,1.13,5.32,0.62,2.22,0.78,41.77,24.13,0.79,200.87,700.0,,
2016-04-10 11:00:00,2016-04-10 12:00:00,30.69,53.68,1.71,27.89,15.92,42.23,34.71,0.36,76.89,1.01,5.71,0.55,1.9,1.0,43.19,21.42,0.8,192.88,769.2,,
2016-04-10 12:00:00,2016-04-10 13:00:00,41.8,49.23,2.17,28.15,16.39,43.41,16.55,0.53,77.62,0.82,4.78,0.49,1.48,0.99,44.43,18.69,0.83,215.09,746.7,,
2016-04-10 13:00:00,2016-04-10 14:00:00,35.4,31.2,1.81,28.42,16.07,42.11,36.0,0.5,88.54,0.85,5.67,0.52,1.57,0.58,44.91,17.71,0.78,209.58,663.4,,
2016-04-10 14:00:00,2016-04-10 15:00:00,34.98,44.33,1.53,31.71,17.66,45.86,22.85,0.58,83.08,0.86,6.4,0.53,1.48,0.54,45.43,16.91,0.65,188.6,578.7,,
2016-04-10 15:00:00,2016-04-10 16:00:00,40.54,34.76,2.32,28.57,16.72,43.25,20.21,0.64,78.56,0.79,5.02,0.51,1.82,0.69,44.27,18.31,0.85,178.37,182.8,,
2016-04-10 16:00:00,2016-04-10 17:00:00,23.88,53.8,1.49,36.37,20.0,50.57,9.74,0.6,66.29,1.15,8.11,0.74,2.85,1.83,43.8,20.16,0.48,171.61,122.1,,
2016-04-10 17:00:00,2016-04-10 18:00:00,31.41,54.03,1.86,92.61,49.81,109.47,9.25,0.94,41.23,1.89,14.44,1.73,6.43,2.54,42.3,21.62,0.39,147.15,70.0,,
2016-04-10 18:00:00,2016-04-10 19:00:00,40.52,74.15,2.48,103.15,55.74,122.0,7.73,1.12,30.61,3.59,22.19,3.52,11.57,4.8,40.95,22.51,0.58,168.8,,,
2016-04-10 19:00:00,2016-04-10 20:00:00,43.01,85.6,9.13,155.9,88.77,184.77,10.14,1.21,9.5,3.53,19.56,3.08,11.05,4.33,38.63,27.16,0.11,68.44,0.8,,
2016-04-10 20:00:00,2016-04-10 21:00:00,55.12,94.28,114.74,217.27,205.53,369.36,13.68,3.22,0.55,10.56,47.23,8.52,29.29,12.75,36.92,31.12,0.18,300.25,0.8,,
2016-04-10 21:00:00,2016-04-10 22:00:00,77.88,106.82,54.47,178.0,136.68,259.38,13.01,2.11,1.48,6.87,32.5,5.64,20.66,8.48,36.64,30.32,0.77,286.39,14.0,,
2016-04-10 22:00:00,2016-04-10 23:00:00,68.63,104.76,25.75,141.69,94.68,188.41,13.27,1.39,7.54,7.48,36.49,5.9,22.75,9.44,37.29,27.37,0.45,237.29,70.0,,
2016-04-10 23:00:00,2016-04-11 00:00:00,61.08,96.31,6.55,121.25,68.49,145.27,19.5,0.99,13.31,5.01,25.91,3.63,14.74,5.87,36.21,28.58,0.37,143.69,7.8,,
2016-04-11 00:00:00,2016-04-11 01:00:00,57.07,85.8,7.63,80.85,48.36,102.33,62.33,0.54,24.85,3.69,22.04,2.51,8.36,3.23,35.18,31.22,0.46,138.5,2.3,,
2016-04-11 01:00:00,2016-04-11 02:00:00,36.33,79.87,0.82,55.61,29.67,68.75,74.65,0.35,31.04,2.12,18.13,1.55,5.69,2.33,36.39,27.68,0.12,191.2,4.7,,
2016-04-11 02:00:00,2016-04-11 03:00:00,35.57,54.78,0.32,46.39,24.35,57.99,54.45,0.4,20.54,1.67,10.13,0.9,3.54,1.32,33.8,35.5,0.24,281.44,69.2,,
2016-04-11 03:00:00,2016-04-11 04:00:00,44.81,68.84,0.24,32.31,16.84,42.69,46.37,0.38,28.43,1.58,11.16,0.92,3.34,1.24,33.0,35.96,0.25,225.74,2.3,,
2016-04-11 04:00:00,2016-04-11 05:00:00,33.98,54.0,0.85,35.76,19.36,47.37,26.84,0.43,18.28,2.01,17.0,1.16,3.29,1.29,31.61,40.88,0.52,285.19,60.7,,
2016-04-11 05:00:00,2016-04-11 06:00:00,26.21,55.45,0.65,29.54,15.95,40.69,18.18,0.35,28.36,2.15,10.87,0.88,3.01,1.16,31.51,33.63,0.28,263.54,18.7,,
2016-04-11 06:00:00,2016-04-11 07:00:00,35.02,70.09,14.18,72.85,49.44,101.75,13.81,0.83,8.5,3.68,15.49,1.62,6.7,2.67,31.78,34.13,0.56,215.55,125.2,,
2016-04-11 07:00:00,2016-04-11 08:00:00,61.49,103.26,2.09,38.01,21.53,50.53,21.38,0.51,31.82,1.93,8.55,0.79,3.21,1.17,34.79,25.58,1.21,273.94,280.0,,
2016-04-11 08:00:00,2016-04-11 09:00:00,44.59,108.8,2.4,33.65,19.51,47.35,32.15,0.56,47.81,1.23,6.24,0.45,1.42,0.54,38.06,21.25,0.69,277.37,438.7,,
2016-04-11 09:00:00,2016-04-11 10:00:00,48.38,106.18,1.46,21.48,12.39,31.96,12.47,0.45,69.31,1.46,4.43,0.44,1.28,0.49,39.86,18.85,0.3,344.76,604.3,,
2016-04-11 10:00:00,2016-04-11 11:00:00,45.67,104.57,1.5,21.88,12.63,32.24,5.88,0.42,70.1,1.2,4.69,0.43,1.34,0.51,41.73,16.39,0.34,309.96,698.4,,
2016-04-11 11:00:00,2016-04-11 12:00:00,43.53,94.8,2.55,17.83,11.13,28.56,4.07,0.37,69.03,0.96,4.91,0.46,1.56,0.56,42.91,13.97,0.13,323.24,751.7,,
2016-04-11 12:00:00,2016-04-11 13:00:00,31.43,83.02,8.07,43.18,28.8,62.18,4.17,0.7,63.46,2.96,16.9,1.92,8.53,3.18,44.1,13.45,0.79,231.46,736.5,,
2016-04-11 13:00:00,2016-04-11 14:00:00,16.92,53.51,0.89,11.91,6.47,18.98,4.3,0.33,78.96,0.78,4.73,0.51,1.95,0.7,44.55,13.35,0.78,98.61,653.3,,
2016-04-11 14:00:00,2016-04-11 15:00:00,17.49,64.06,5.28,44.06,27.25,58.53,8.38,0.81,69.59,2.39,15.82,1.81,8.12,3.0,45.44,13.04,0.9,244.98,626.9,,
2016-04-11 15:00:00,2016-04-11 16:00:00,33.68,64.81,5.6,47.57,29.1,62.82,9.95,0.75,65.5,1.89,13.76,1.61,7.39,2.69,45.26,13.08,0.86,221.62,347.7,,
2016-04-11 16:00:00,2016-04-11 17:00:00,41.76,64.44,1.29,35.77,19.56,45.85,6.83,0.6,65.64,0.9,6.83,0.71,2.95,1.05,44.23,14.03,0.91,260.44,141.5,,
2016-04-11 17:00:00,2016-04-11 18:00:00,29.34,60.17,15.88,94.99,62.27,127.07,5.71,1.43,33.78,2.79,16.66,2.08,9.44,3.55,43.77,14.56,0.61,239.22,70.8,,
2016-04-11 18:00:00,2016-04-11 19:00:00,44.87,70.16,6.52,99.82,57.38,119.94,5.48,1.08,25.76,10.75,54.41,10.02,35.42,15.14,42.13,15.77,0.8,271.81,22.5,,
2016-04-11 19:00:00,2016-04-11 20:00:00,44.04,86.98,2.25,83.65,45.43,98.23,7.36,0.83,29.15,2.53,15.01,1.66,7.88,2.88,40.68,17.59,0.92,272.38,,,
2016-04-11 20:00:00,2016-04-11 21:00:00,40.71,94.35,2.31,63.75,35.04,79.06,7.7,0.83,34.94,3.34,16.84,2.09,9.6,3.63,39.6,18.62,0.97,273.12,,,
2016-04-11 21:00:00,2016-04-11 22:00:00,42.03,93.91,1.99,42.78,23.46,53.49,13.04,0.51,43.63,1.94,9.05,1.03,4.6,1.54,38.82,19.4,1.02,266.04,,,
2016-04-11 22:00:00,2016-04-11 23:00:00,49.25,97.78,1.08,42.35,22.99,52.96,12.71,0.41,39.95,1.49,7.41,0.83,3.47,1.19,37.56,21.36,0.85,271.4,6.2,,
2016-04-11 23:00:00,2016-04-12 00:00:00,38.81,94.93,1.42,34.93,19.39,46.06,16.36,0.4,37.19,1.43,6.68,0.68,2.85,0.99,36.6,22.66,0.84,276.27,3.9,,
2016-04-12 00:00:00,2016-04-12 01:00:00,38.34,99.35,1.63,55.89,30.51,69.13,12.67,0.54,21.02,1.45,5.87,0.58,2.21,0.8,34.51,28.01,0.09,92.86,2.3,,
2016-04-12 01:00:00,2016-04-12 02:00:00,28.09,88.77,0.73,28.24,15.16,39.4,7.03,0.45,29.85,1.59,6.88,0.68,2.67,0.95,34.42,27.37,0.67,270.42,10.9,,
2016-04-12 02:00:00,2016-04-12 03:00:00,33.75,72.45,0.39,13.73,7.45,23.02,4.78,0.5,38.83,0.9,3.92,0.34,1.05,0.36,34.18,27.15,0.71,265.66,12.4,,
2016-04-12 03:00:00,2016-04-12 04:00:00,42.74,74.52,0.82,10.53,6.16,20.26,3.7,0.44,41.53,0.66,2.93,0.23,0.59,0.23,34.39,26.18,0.98,272.54,1.5,,
2016-04-12 04:00:00,2016-04-12 05:00:00,41.14,64.98,0.86,14.06,8.03,23.51,4.01,0.44,39.07,0.59,2.91,0.21,0.49,0.19,34.13,25.56,0.83,267.53,2.3,,
2016-04-12 05:00:00,2016-04-12 06:00:00,37.03,64.25,1.2,26.79,14.96,37.51,3.98,0.47,29.15,0.78,3.36,0.25,0.62,0.24,32.81,28.59,0.52,165.1,0.8,,
2016-04-12 06:00:00,2016-04-12 07:00:00,42.4,57.72,13.19,67.04,45.61,93.51,3.64,0.82,5.78,1.44,8.91,0.78,3.27,1.21,31.43,38.74,0.53,211.32,140.0,,
2016-04-12 07:00:00,2016-04-12 08:00:00,41.56,102.75,7.69,66.15,40.73,88.06,8.21,0.95,22.69,3.86,17.02,1.9,8.45,3.26,35.07,29.7,0.65,238.78,283.9,,
2016-04-12 08:00:00,2016-04-12 09:00:00,52.62,,,24.45,,,,,,3.38,12.66,1.29,5.3,2.06,37.72,22.95,0.2,,479.1,,
2016-04-12 09:00:00,2016-04-12 10:00:00,47.59,79.73,1.09,15.46,8.95,26.98,9.15,0.34,68.26,1.28,4.46,0.43,1.26,0.49,39.24,20.19,0.7,96.17,585.7,,
2016-04-12 10:00:00,2016-04-12 11:00:00,44.68,118.55,1.88,17.8,10.78,29.56,7.59,0.37,74.66,1.32,4.39,0.41,1.1,0.45,40.86,17.61,0.48,120.43,658.0,,
2016-04-12 11:00:00,2016-04-12 12:00:00,36.29,98.69,4.58,39.64,24.38,55.21,27.22,0.48,68.17,1.51,8.26,0.83,3.31,1.23,41.77,15.92,0.44,256.07,637.8,,
2016-04-12 12:00:00,2016-04-12 13:00:00,41.87,99.9,12.29,75.83,49.47,100.77,10.26,0.9,52.85,0.96,5.42,0.5,1.73,0.65,44.07,14.16,0.7,210.08,757.5,,
2016-04-12 13:00:00,2016-04-12 14:00:00,23.41,80.64,10.72,60.81,40.34,85.6,6.85,0.85,58.36,0.9,5.53,0.61,2.52,0.86,44.1,14.02,0.86,208.67,664.2,,
2016-04-12 14:00:00,2016-04-12 15:00:00,22.62,75.91,3.5,29.97,18.0,43.25,7.44,0.64,73.73,1.44,10.46,1.15,5.25,1.88,44.65,14.03,0.63,236.26,562.3,,
2016-04-12 15:00:00,2016-04-12 16:00:00,28.46,85.34,7.96,52.46,33.8,72.74,6.65,0.87,63.95,1.4,9.53,1.01,4.44,1.56,44.69,13.88,0.8,196.46,371.0,,
2016-04-12 16:00:00,2016-04-12 17:00:00,38.92,81.82,14.86,97.66,62.94,127.75,6.47,1.14,41.68,1.47,11.02,1.24,5.45,1.98,44.46,14.32,0.83,209.3,273.8,,
2016-04-12 17:00:00,2016-04-12 18:00:00,50.81,71.81,3.64,115.75,63.21,134.03,8.88,1.27,34.28,5.35,31.04,4.81,19.15,7.77,42.86,16.41,0.45,196.58,70.0,,
2016-04-12 18:00:00,2016-04-12 19:00:00,49.64,93.81,8.28,164.95,92.8,193.12,11.91,1.57,7.68,6.36,39.55,6.18,22.37,9.45,40.66,19.73,0.24,68.23,7.0,,
2016-04-12 19:00:00,2016-04-12 20:00:00,51.43,107.64,35.22,162.53,113.16,220.79,14.91,1.6,0.82,11.66,68.45,13.46,38.38,17.1,39.1,21.84,0.04,182.5,1.5,,
2016-04-12 20:00:00,2016-04-12 21:00:00,50.6,100.69,2.35,54.96,30.51,69.31,5.41,0.6,35.51,7.83,50.31,7.68,24.56,12.04,39.86,17.84,0.83,276.19,,,
2016-04-12 21:00:00,2016-04-12 22:00:00,50.79,86.13,2.02,67.16,36.35,80.41,4.11,0.54,29.13,1.62,9.26,1.05,4.75,1.68,38.57,17.71,0.88,281.66,,,
2016-04-12 22:00:00,2016-04-12 23:00:00,35.68,93.37,0.96,50.25,26.92,60.94,3.47,0.28,36.52,1.17,6.71,0.71,3.04,1.06,37.55,18.07,0.94,284.99,,,
2016-04-12 23:00:00,2016-04-13 00:00:00,40.21,65.17,1.11,27.5,15.19,38.2,3.75,0.33,41.37,1.12,5.28,0.55,2.11,0.76,36.09,19.46,0.96,271.98,,,
2016-04-13 00:00:00,2016-04-13 01:00:00,25.56,71.47,1.14,23.31,13.09,33.38,3.23,0.31,42.46,0.82,3.82,0.37,1.18,0.44,35.09,19.93,1.08,281.92,16.3,,
2016-04-13 01:00:00,2016-04-13 02:00:00,34.67,65.95,0.63,11.73,6.63,19.79,2.75,0.25,49.72,0.58,2.71,0.26,0.7,0.27,35.56,18.15,0.8,268.57,,,
2016-04-13 02:00:00,2016-04-13 03:00:00,20.3,52.36,0.94,14.17,8.16,22.14,4.71,0.37,44.79,0.59,3.23,0.26,0.7,0.26,34.5,19.43,0.89,280.99,0.8,,
2016-04-13 03:00:00,2016-04-13 04:00:00,21.01,51.27,1.25,20.01,11.45,29.29,2.89,0.34,36.81,0.54,2.91,0.22,0.54,0.21,31.73,25.95,0.39,200.32,0.8,,
2016-04-13 04:00:00,2016-04-13 05:00:00,30.45,50.26,0.36,36.98,19.53,45.91,2.68,0.39,19.4,0.75,4.77,0.37,1.11,0.42,30.21,31.89,0.37,262.76,1.5,,
2016-04-13 05:00:00,2016-04-13 06:00:00,29.93,50.43,0.79,30.97,16.55,41.28,2.23,0.42,15.97,1.28,8.3,0.64,2.37,0.9,29.59,34.91,0.57,267.4,42.0,,
2016-04-13 06:00:00,2016-04-13 07:00:00,25.8,42.73,3.97,54.67,31.75,69.78,2.42,0.65,10.52,1.74,10.54,0.87,3.61,1.37,30.22,34.49,0.49,266.63,140.0,,
2016-04-13 07:00:00,2016-04-13 08:00:00,46.45,78.12,6.63,76.93,45.42,98.4,7.99,1.06,18.5,4.17,17.39,1.86,7.98,3.15,34.44,29.74,0.57,147.65,306.4,,
2016-04-13 08:00:00,2016-04-13 09:00:00,44.66,102.75,2.13,44.0,24.64,58.82,65.63,0.46,53.46,3.21,11.99,1.24,4.9,1.92,37.43,19.66,0.73,102.53,474.4,,
2016-04-13 09:00:00,2016-04-13 10:00:00,35.7,109.67,1.83,19.82,11.82,31.44,9.32,0.3,68.15,0.93,3.13,0.31,0.81,0.32,38.77,16.96,0.45,97.48,627.7,,
2016-04-13 10:00:00,2016-04-13 11:00:00,46.41,111.19,3.95,55.09,31.93,70.72,131.68,0.46,62.26,1.25,5.62,0.54,1.8,0.68,40.18,15.93,0.34,75.69,693.8,,
2016-04-13 11:00:00,2016-04-13 12:00:00,36.35,116.95,3.31,43.86,25.57,57.77,105.01,0.39,63.96,1.58,7.67,0.72,2.65,0.96,41.76,14.54,0.91,110.44,760.7,,
2016-04-13 12:00:00,2016-04-13 13:00:00,44.84,114.18,3.51,28.93,17.91,40.92,9.8,0.41,71.56,1.15,6.64,0.58,2.03,0.75,42.81,12.67,0.4,217.66,731.9,,
2016-04-13 13:00:00,2016-04-13 14:00:00,156.53,135.51,4.02,36.41,22.17,49.5,5.72,0.61,72.39,1.21,15.15,6.34,5.56,1.9,43.74,12.47,0.53,251.07,686.0,,
2016-04-13 14:00:00,2016-04-13 15:00:00,96.69,118.81,4.53,32.8,20.73,46.52,7.26,0.71,73.66,1.48,10.66,1.42,5.18,1.83,44.23,11.55,0.96,239.67,572.4,,
2016-04-13 15:00:00,2016-04-13 16:00:00,89.8,116.98,0.93,10.9,6.22,,9.67,0.6,179.6,1.05,7.4,0.8,3.05,1.08,44.76,10.85,0.73,242.34,424.7,,
2016-04-13 16:00:00,2016-04-13 17:00:00,,,1.1,12.76,7.53,114.64,4.89,0.58,70.34,0.74,8.83,1.34,2.92,1.0,44.02,10.12,1.08,259.08,280.0,,
2016-04-13 17:00:00,2016-04-13 18:00:00,1.09,0.29,7.93,14.71,15.62,106.9,5.42,1.17,44.78,1.35,12.99,2.42,6.11,2.19,42.86,10.76,0.69,235.37,52.9,,
2016-04-13 18:00:00,2016-04-13 19:00:00,8.76,33.19,22.59,178.41,115.8,157.52,5.5,1.32,3.06,3.78,24.58,3.88,14.53,5.72,39.16,15.31,0.11,301.51,,,
2016-04-13 19:00:00,2016-04-13 20:00:00,9.31,61.01,93.31,217.26,188.33,375.07,8.35,3.01,0.46,17.19,83.95,17.03,54.57,24.34,35.87,22.45,0.65,281.64,,,
2016-04-13 20:00:00,2016-04-13 21:00:00,37.09,80.32,63.0,188.76,149.14,303.98,9.97,2.94,1.11,16.17,71.83,14.15,46.57,20.43,34.46,24.4,0.55,254.81,,,
2016-04-13 21:00:00,2016-04-13 22:00:00,62.42,103.36,41.27,152.35,112.69,234.33,9.67,2.14,4.49,16.24,66.96,12.92,42.9,18.67,36.36,17.44,0.66,256.09,,,
2016-04-13 22:00:00,2016-04-13 23:00:00,60.14,129.08,1.21,46.29,25.11,62.1,5.01,0.63,33.45,4.66,18.3,2.6,10.9,4.08,36.29,16.1,0.77,258.99,,,
2016-04-13 23:00:00,2016-04-14 00:00:00,65.64,95.18,1.86,68.94,37.31,88.8,4.34,0.6,17.36,3.02,10.35,1.24,4.88,1.71,34.76,17.79,0.63,245.23,,,
