From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (),WD (degree),SR (),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-03-06 18:00:00,2018-03-06 19:00:00,30.0,95.0,4.91,49.88,47.14,31.17,13.55,0.68,60.88,0.43,1.52,,39.25,2.7,292.08,8.83,989.17,0.0,24.47,
2018-03-06 19:00:00,2018-03-06 20:00:00,36.0,113.0,2.73,91.57,88.15,39.6,19.58,1.1,21.4,0.23,2.61,,45.83,1.85,286.5,3.0,990.0,0.0,23.12,
2018-03-06 20:00:00,2018-03-06 21:00:00,66.0,146.0,34.07,116.81,132.42,38.93,16.58,1.45,1.3,1.23,2.89,,50.67,1.63,285.33,3.0,990.08,0.0,22.0,
2018-03-06 21:00:00,2018-03-06 22:00:00,66.0,152.0,36.67,109.04,114.04,37.53,18.73,1.43,5.36,0.83,2.73,,57.92,0.99,265.17,3.08,990.83,0.0,20.29,
2018-03-06 22:00:00,2018-03-06 23:00:00,77.0,143.0,42.45,96.67,148.68,42.81,17.49,1.61,1.0,1.48,3.13,,65.58,0.97,293.33,3.0,991.0,0.0,18.67,
2018-03-06 23:00:00,2018-03-07 00:00:00,94.0,171.0,61.13,95.14,173.81,44.87,21.17,1.79,1.19,0.56,5.32,,67.5,1.03,295.67,3.0,990.75,0.0,18.6,
2018-03-07 00:00:00,2018-03-07 01:00:00,103.0,196.0,42.35,95.53,147.58,46.17,20.04,1.42,1.32,0.77,4.24,,68.0,1.19,302.5,3.0,990.0,0.0,18.68,
2018-03-07 01:00:00,2018-03-07 02:00:00,113.0,178.0,52.14,96.11,79.37,35.81,8.78,1.21,7.96,2.37,1.73,,71.5,1.2,294.17,3.0,990.0,0.0,17.99,
2018-03-07 02:00:00,2018-03-07 03:00:00,107.0,161.0,8.62,81.92,88.26,22.48,9.97,0.92,2.7,0.34,3.26,,72.25,1.36,290.83,3.0,989.25,0.0,17.88,
2018-03-07 03:00:00,2018-03-07 04:00:00,110.0,160.0,4.89,73.4,72.78,51.88,18.24,1.0,10.51,0.53,2.73,,75.08,1.35,304.83,3.0,989.0,0.0,17.41,
2018-03-07 04:00:00,2018-03-07 05:00:00,128.0,172.0,3.44,59.72,58.78,52.21,13.62,0.94,14.93,0.91,2.14,,78.67,1.13,284.75,3.0,989.0,0.0,16.83,
2018-03-07 05:00:00,2018-03-07 06:00:00,118.0,156.0,5.7,71.38,69.27,47.13,14.1,0.9,7.2,0.89,2.02,,78.0,1.59,283.0,3.0,989.0,0.0,16.87,
2018-03-07 06:00:00,2018-03-07 07:00:00,124.0,166.0,12.01,67.63,79.29,63.16,21.18,0.97,9.47,0.3,2.56,,79.0,1.76,288.33,4.92,989.0,0.0,16.57,
2018-03-07 07:00:00,2018-03-07 08:00:00,152.0,205.0,61.17,75.06,155.37,69.6,9.98,1.55,2.79,1.73,0.91,,76.5,1.64,258.17,53.58,989.83,0.0,16.6,
2018-03-07 08:00:00,2018-03-07 09:00:00,328.0,415.0,45.19,78.44,135.87,90.48,67.32,1.43,12.42,0.56,2.28,,65.5,2.18,268.67,177.25,990.17,0.0,18.86,
2018-03-07 09:00:00,2018-03-07 10:00:00,239.0,350.0,16.06,57.81,75.82,76.04,52.98,1.19,45.03,0.51,2.2,,53.58,2.92,277.08,321.17,991.0,0.0,21.6,
2018-03-07 10:00:00,2018-03-07 11:00:00,171.0,277.0,12.66,53.28,62.49,58.45,28.94,1.03,71.08,0.67,1.74,,45.08,3.28,279.58,428.42,991.0,0.0,24.33,
2018-03-07 11:00:00,2018-03-07 12:00:00,133.0,246.0,4.1,34.8,37.82,60.9,32.1,0.85,109.44,0.34,2.14,,41.25,3.65,285.62,423.25,991.0,0.0,25.79,
2018-03-07 12:00:00,2018-03-07 13:00:00,,,,,,,,,,,,,,,,,,,,
2018-03-07 13:00:00,2018-03-07 14:00:00,,,,,,,,,,,,,,,,,,,,
2018-03-07 14:00:00,2018-03-07 15:00:00,45.0,96.0,1.89,19.53,32.92,11.77,0.36,0.4,109.0,1.51,0.1,,24.18,3.48,313.64,476.73,988.73,0.0,29.02,
2018-03-07 15:00:00,2018-03-07 16:00:00,31.0,77.0,1.99,19.03,33.63,12.8,0.13,0.4,107.38,1.66,0.1,,25.83,4.44,308.58,364.25,988.0,0.0,28.8,
2018-03-07 16:00:00,2018-03-07 17:00:00,35.0,94.0,3.89,21.48,28.68,22.47,5.85,0.43,91.97,1.02,0.96,,27.42,2.6,316.0,210.25,988.0,0.0,28.6,
2018-03-07 17:00:00,2018-03-07 18:00:00,29.0,96.0,2.07,31.44,31.83,31.69,15.37,0.6,86.06,0.31,1.86,,30.75,2.47,317.0,44.58,988.0,0.0,27.51,
2018-03-07 18:00:00,2018-03-07 19:00:00,35.0,97.0,2.35,67.62,65.55,31.73,17.68,0.86,43.47,0.15,2.25,,36.83,1.87,305.25,9.08,988.42,0.0,25.44,
2018-03-07 19:00:00,2018-03-07 20:00:00,35.0,114.0,43.47,120.59,172.31,34.03,19.01,1.53,1.42,0.31,2.95,,45.33,1.2,307.17,3.0,989.0,0.0,23.14,
2018-03-07 20:00:00,2018-03-07 21:00:00,56.0,152.0,111.6,123.15,270.67,38.62,22.97,2.17,1.13,0.91,4.61,,53.58,0.78,310.83,3.0,989.92,0.0,20.93,
2018-03-07 21:00:00,2018-03-07 22:00:00,69.0,166.0,178.43,128.42,329.22,38.53,20.08,3.22,1.35,2.53,5.08,,61.5,0.41,315.75,3.0,990.33,0.0,19.37,
2018-03-07 22:00:00,2018-03-07 23:00:00,92.0,230.0,142.53,,43.31,33.07,2.53,5.84,1.53,6.83,1.97,,71.83,0.55,311.42,3.08,990.92,0.0,18.41,
2018-03-07 23:00:00,2018-03-08 00:00:00,193.0,388.0,158.5,44.91,32.15,7.85,7.94,6.82,1.62,3.82,2.6,,78.17,0.41,272.5,3.17,991.0,0.0,17.85,
2018-03-08 00:00:00,2018-03-08 01:00:00,172.0,406.0,122.9,51.46,37.44,14.0,5.91,6.58,1.71,5.36,2.74,,84.0,0.45,303.92,3.0,990.5,0.0,17.07,
2018-03-08 01:00:00,2018-03-08 02:00:00,156.0,350.0,110.94,,48.52,29.42,1.14,5.25,2.07,8.51,2.35,,85.75,0.41,193.17,3.42,990.08,0.0,16.68,
2018-03-08 02:00:00,2018-03-08 03:00:00,134.0,300.0,94.86,,53.92,9.36,4.91,4.42,1.83,4.42,2.04,,87.58,0.64,299.17,3.0,990.0,0.0,16.38,
2018-03-08 03:00:00,2018-03-08 04:00:00,153.0,282.0,89.57,,47.25,23.39,1.02,4.56,1.68,7.53,2.01,,90.25,0.71,313.25,3.0,989.67,0.0,15.97,
2018-03-08 04:00:00,2018-03-08 05:00:00,158.0,243.0,88.08,,51.6,17.14,2.85,4.12,1.26,5.11,1.77,,92.08,0.32,291.25,3.08,989.67,0.0,15.61,
2018-03-08 05:00:00,2018-03-08 06:00:00,144.0,218.0,81.48,,55.26,19.62,0.85,4.63,1.95,7.0,1.62,,93.83,0.54,313.33,3.0,990.0,0.0,15.47,
2018-03-08 06:00:00,2018-03-08 07:00:00,158.0,249.0,78.34,,57.38,20.48,0.93,4.26,1.43,7.12,1.91,,96.5,0.79,308.5,5.33,990.67,0.0,14.96,
2018-03-08 07:00:00,2018-03-08 08:00:00,143.0,277.0,103.07,,62.08,19.51,2.01,4.42,2.18,6.43,1.86,,83.83,0.58,284.67,71.0,991.17,0.0,17.37,
2018-03-08 08:00:00,2018-03-08 09:00:00,168.0,329.0,160.73,145.33,166.92,46.47,12.08,3.1,2.75,6.44,3.86,,59.33,0.48,224.0,199.25,992.0,0.0,22.32,
2018-03-08 09:00:00,2018-03-08 10:00:00,173.0,279.0,74.18,110.45,206.26,62.53,35.09,1.29,18.41,0.69,5.04,,48.17,0.61,291.17,327.42,993.0,0.0,25.26,
2018-03-08 10:00:00,2018-03-08 11:00:00,107.0,161.0,54.84,106.29,149.19,59.73,28.01,1.08,46.46,0.63,3.32,,39.08,0.99,143.42,404.08,993.0,0.0,27.84,
2018-03-08 11:00:00,2018-03-08 12:00:00,113.0,179.0,28.18,91.04,123.51,79.7,43.27,1.38,106.99,0.48,4.07,,37.17,1.73,155.83,361.42,993.0,0.0,28.39,
2018-03-08 12:00:00,2018-03-08 13:00:00,158.0,265.0,17.3,47.57,68.14,67.14,37.17,0.86,128.47,0.34,3.05,,31.08,1.31,192.75,520.0,991.75,0.0,29.68,
2018-03-08 13:00:00,2018-03-08 14:00:00,84.0,141.0,10.59,43.82,55.23,59.83,40.69,0.72,146.95,0.26,2.76,,27.5,0.98,195.33,464.75,990.58,0.0,30.39,
2018-03-08 14:00:00,2018-03-08 15:00:00,86.0,119.0,18.1,41.11,51.57,47.73,21.47,0.5,94.24,1.17,1.55,,25.42,0.77,177.58,392.67,989.67,0.0,31.68,
2018-03-08 15:00:00,2018-03-08 16:00:00,80.0,121.0,2.74,35.78,36.78,49.98,24.61,0.64,185.85,0.22,2.55,,24.0,1.8,208.83,306.33,989.0,0.0,31.33,
2018-03-08 16:00:00,2018-03-08 17:00:00,75.0,143.0,9.18,63.75,58.36,41.73,22.65,0.94,93.3,0.62,2.01,,30.0,0.91,66.08,156.33,989.0,0.0,30.97,
2018-03-08 17:00:00,2018-03-08 18:00:00,127.0,246.0,1.66,83.98,79.58,49.33,38.74,1.18,105.45,0.45,2.68,,35.17,1.67,76.17,54.5,989.0,0.0,29.36,
2018-03-08 18:00:00,2018-03-08 19:00:00,103.0,240.0,7.08,145.7,144.1,45.36,34.57,1.61,21.54,0.4,2.58,,43.08,0.82,54.5,8.58,989.17,0.0,26.67,
2018-03-08 19:00:00,2018-03-08 20:00:00,102.0,393.0,74.15,160.38,252.31,51.98,33.28,2.41,2.24,0.54,3.56,,53.25,0.46,62.33,4.0,990.0,0.0,23.93,
2018-03-08 20:00:00,2018-03-08 21:00:00,112.0,272.0,163.88,175.93,349.08,50.52,31.36,3.23,1.85,1.17,4.7,,59.08,0.48,123.58,3.83,990.33,0.0,22.83,
2018-03-08 21:00:00,2018-03-08 22:00:00,124.0,306.0,203.24,161.28,192.79,43.09,17.99,4.23,1.72,3.69,3.79,,66.83,0.29,67.17,3.83,991.0,0.0,21.55,
2018-03-08 22:00:00,2018-03-08 23:00:00,134.0,316.0,166.44,45.4,54.97,32.92,1.85,6.04,2.39,7.35,2.15,,75.33,0.32,248.67,3.25,991.0,0.0,20.59,
2018-03-08 23:00:00,2018-03-09 00:00:00,152.0,374.0,152.2,63.14,30.34,1.47,8.88,7.31,2.99,2.74,,,79.75,0.56,260.67,3.33,991.0,0.0,20.23,
2018-03-09 00:00:00,2018-03-09 01:00:00,179.0,383.0,141.8,63.07,52.08,21.1,3.07,6.06,3.32,6.45,2.27,,83.5,0.46,219.5,3.33,991.0,0.0,19.43,
2018-03-09 01:00:00,2018-03-09 02:00:00,169.0,311.0,140.62,,61.37,28.51,1.13,5.43,6.77,7.77,2.05,,84.5,0.58,221.83,3.33,991.0,0.0,19.0,
2018-03-09 02:00:00,2018-03-09 03:00:00,179.0,307.0,118.66,,73.62,8.62,5.63,4.52,6.72,3.93,1.97,,87.17,0.36,250.25,3.5,990.33,0.0,18.38,
2018-03-09 03:00:00,2018-03-09 04:00:00,179.0,305.0,106.7,,71.48,21.77,2.27,5.19,7.53,6.98,1.97,,90.75,0.42,301.25,3.0,990.0,0.0,17.77,
2018-03-09 04:00:00,2018-03-09 05:00:00,196.0,298.0,90.48,,76.35,24.05,2.35,4.82,8.23,7.2,2.02,,91.25,0.54,270.42,3.08,989.92,0.0,17.36,
2018-03-09 05:00:00,2018-03-09 06:00:00,207.0,300.0,94.78,,81.01,18.57,1.08,4.86,11.84,8.26,1.92,,92.33,0.46,252.33,3.25,990.0,0.0,16.97,
2018-03-09 06:00:00,2018-03-09 07:00:00,219.0,326.0,83.55,,81.92,17.96,1.16,4.41,38.72,8.16,1.92,,87.33,1.12,307.0,5.33,990.67,0.0,17.49,
2018-03-09 07:00:00,2018-03-09 08:00:00,221.0,362.0,190.77,143.89,313.87,59.56,16.45,2.92,34.97,3.93,4.86,,70.75,1.67,282.0,45.83,991.83,0.0,19.42,
2018-03-09 08:00:00,2018-03-09 09:00:00,309.0,421.0,135.08,153.87,299.93,80.3,37.14,2.22,24.45,2.67,5.37,,58.42,1.07,270.42,154.58,992.83,0.0,22.08,
2018-03-09 09:00:00,2018-03-09 10:00:00,248.0,401.0,64.06,128.79,208.92,89.93,40.75,1.81,23.52,0.86,5.88,,47.92,1.43,270.08,271.75,993.0,0.0,24.89,
2018-03-09 10:00:00,2018-03-09 11:00:00,191.0,329.0,41.22,83.89,103.86,59.76,16.14,1.14,60.36,1.14,3.64,,38.67,1.68,283.25,393.92,993.0,0.0,26.88,
2018-03-09 11:00:00,2018-03-09 12:00:00,119.0,237.0,17.33,41.84,62.97,74.33,37.08,0.92,110.28,0.37,3.31,,33.58,2.02,296.58,402.67,992.58,0.0,28.44,
2018-03-09 12:00:00,2018-03-09 13:00:00,105.0,157.0,11.9,40.73,51.23,65.37,33.98,0.83,134.9,0.58,3.06,,30.33,2.12,297.42,509.0,991.58,0.0,29.57,
2018-03-09 13:00:00,2018-03-09 14:00:00,73.0,147.0,5.08,43.22,46.96,63.98,46.78,0.73,138.07,0.37,3.47,,28.5,2.85,282.42,457.42,990.67,0.0,30.4,
2018-03-09 14:00:00,2018-03-09 15:00:00,68.0,155.0,3.22,34.93,36.67,56.04,47.31,0.58,121.13,0.22,2.78,,25.25,2.99,275.25,431.58,989.67,0.0,31.04,
2018-03-09 15:00:00,2018-03-09 16:00:00,90.0,213.0,1.87,21.33,24.23,42.97,21.47,0.44,122.34,0.37,2.31,,22.08,3.33,292.25,332.0,989.0,0.0,31.29,
2018-03-09 16:00:00,2018-03-09 17:00:00,40.0,112.0,6.8,26.21,29.42,34.88,17.32,0.35,86.3,0.17,2.4,,21.58,3.42,306.75,186.83,989.0,0.0,30.97,
2018-03-09 17:00:00,2018-03-09 18:00:00,39.0,103.0,2.33,38.57,38.7,38.81,22.46,0.58,90.07,0.37,2.06,,26.0,2.73,306.58,48.08,988.92,0.0,29.91,
2018-03-09 18:00:00,2018-03-09 19:00:00,38.0,123.0,9.62,113.26,117.77,38.82,21.91,1.05,21.85,0.59,2.66,,34.0,1.83,315.17,9.42,989.0,0.0,27.64,
2018-03-09 19:00:00,2018-03-09 20:00:00,55.0,197.0,63.43,127.67,207.02,45.47,22.78,1.57,1.41,1.14,4.36,,42.25,1.02,302.08,3.0,989.42,0.0,24.97,
2018-03-09 20:00:00,2018-03-09 21:00:00,75.0,213.0,155.03,139.66,347.12,51.72,33.52,2.54,2.15,0.68,6.55,,52.83,0.67,284.0,3.0,990.0,0.0,22.68,
2018-03-09 21:00:00,2018-03-09 22:00:00,99.0,243.0,174.87,182.52,329.77,49.16,30.5,2.96,5.52,1.87,6.67,,59.17,0.83,309.08,3.0,990.0,0.0,21.78,
2018-03-09 22:00:00,2018-03-09 23:00:00,106.0,269.0,178.68,147.73,351.01,47.39,30.51,2.68,35.12,1.39,7.1,,65.08,1.05,286.25,3.0,990.0,0.0,21.04,
2018-03-09 23:00:00,2018-03-10 00:00:00,113.0,244.0,140.71,123.91,296.71,50.78,21.82,2.5,9.55,1.39,7.42,,68.17,0.82,287.08,3.0,990.0,0.0,20.27,
2018-03-10 00:00:00,2018-03-10 01:00:00,107.0,215.0,75.39,119.23,216.05,52.17,18.88,1.77,4.11,0.55,6.2,,68.92,0.43,290.25,3.0,990.0,0.0,19.94,
2018-03-10 01:00:00,2018-03-10 02:00:00,95.0,168.0,69.41,135.28,92.42,37.22,12.87,1.35,30.59,2.86,3.01,,66.75,0.75,282.58,3.0,989.83,0.0,20.0,
2018-03-10 02:00:00,2018-03-10 03:00:00,83.0,150.0,14.9,81.1,95.66,23.22,10.6,0.96,5.17,0.4,4.3,,69.58,0.72,291.83,3.0,989.0,0.0,19.54,
2018-03-10 03:00:00,2018-03-10 04:00:00,81.0,141.0,14.18,79.21,89.67,51.02,19.33,1.0,4.04,0.63,3.75,,72.58,0.98,298.83,3.0,989.0,0.0,18.89,
2018-03-10 04:00:00,2018-03-10 05:00:00,78.0,149.0,24.39,79.01,107.13,58.6,22.38,0.99,2.12,0.92,2.93,,72.75,0.86,288.17,3.0,989.0,0.0,18.33,
2018-03-10 05:00:00,2018-03-10 06:00:00,95.0,167.0,46.87,90.58,135.2,68.79,29.98,1.2,0.94,0.57,2.65,,72.67,1.64,272.67,3.0,989.0,0.0,18.62,
2018-03-10 06:00:00,2018-03-10 07:00:00,149.0,233.0,30.38,82.89,119.11,84.64,40.97,1.22,1.71,0.37,2.4,,74.75,1.88,271.67,5.67,989.92,0.0,18.28,
2018-03-10 07:00:00,2018-03-10 08:00:00,171.0,249.0,37.61,73.2,120.39,69.5,27.43,1.23,4.65,0.38,2.3,,71.83,1.87,273.67,63.5,990.08,0.0,18.86,
2018-03-10 08:00:00,2018-03-10 09:00:00,121.0,188.0,21.53,49.83,76.0,61.34,24.51,1.03,22.32,0.46,2.04,,57.58,2.67,280.25,199.25,991.0,0.0,21.46,
2018-03-10 09:00:00,2018-03-10 10:00:00,97.0,211.0,14.58,52.71,68.49,61.41,25.86,1.07,39.87,0.46,2.03,,45.67,2.85,273.58,329.58,991.0,0.0,24.28,
2018-03-10 10:00:00,2018-03-10 11:00:00,122.0,245.0,10.61,42.73,53.52,63.47,25.07,0.9,65.75,0.46,1.95,,33.58,3.21,291.25,456.83,991.0,0.0,27.18,
2018-03-10 11:00:00,2018-03-10 12:00:00,112.0,261.0,4.06,32.93,36.03,58.07,22.27,0.74,102.67,0.3,2.54,,27.58,3.55,292.5,388.75,991.0,0.0,29.02,
2018-03-10 12:00:00,2018-03-10 13:00:00,81.0,202.0,2.49,31.08,32.09,52.13,18.72,0.64,116.66,0.25,2.8,,25.0,3.54,289.42,548.92,990.67,0.0,30.21,
2018-03-10 13:00:00,2018-03-10 14:00:00,57.0,162.0,4.71,24.65,27.51,44.08,13.17,0.5,95.92,0.39,2.21,,22.33,3.8,289.17,494.58,989.67,0.0,31.05,
2018-03-10 14:00:00,2018-03-10 15:00:00,42.0,121.0,2.68,21.51,30.72,30.99,7.36,0.47,89.84,0.73,1.14,,20.67,4.53,281.33,468.25,988.83,0.0,31.51,
2018-03-10 15:00:00,2018-03-10 16:00:00,29.0,139.0,2.66,19.63,34.25,10.13,0.23,0.4,87.17,1.5,0.1,,18.67,4.62,283.42,358.25,988.0,0.0,31.69,
2018-03-10 16:00:00,2018-03-10 17:00:00,24.0,207.0,4.13,21.61,31.66,12.46,0.1,0.37,77.03,1.82,0.1,,19.5,4.07,300.5,196.92,988.0,0.0,31.32,
2018-03-10 17:00:00,2018-03-10 18:00:00,28.0,110.0,2.38,25.45,26.77,31.29,10.61,0.55,76.32,0.47,1.69,,24.42,3.55,306.17,49.58,988.0,0.0,29.99,
2018-03-10 18:00:00,2018-03-10 19:00:00,29.0,129.0,7.75,58.13,55.53,26.83,8.68,0.75,43.87,1.2,1.53,,31.5,2.43,305.92,9.83,988.0,0.0,27.66,
2018-03-10 19:00:00,2018-03-10 20:00:00,35.0,135.0,6.9,95.88,97.93,39.86,16.43,1.08,12.02,0.63,3.23,,38.17,2.07,296.33,3.0,988.75,0.0,25.87,
2018-03-10 20:00:00,2018-03-10 21:00:00,56.0,146.0,40.67,106.28,155.18,46.28,19.84,1.49,1.45,0.75,3.95,,47.92,1.5,294.0,3.17,989.0,0.0,24.41,
2018-03-10 21:00:00,2018-03-10 22:00:00,66.0,184.0,52.98,114.44,156.41,45.48,20.37,1.65,0.73,0.82,3.82,,57.55,1.29,278.91,3.09,989.0,0.0,23.25,
2018-03-10 22:00:00,2018-03-10 23:00:00,75.0,174.0,31.8,105.17,124.03,50.02,16.76,1.46,3.53,1.34,2.62,,64.42,1.05,283.08,3.25,989.0,0.0,22.35,
2018-03-10 23:00:00,2018-03-11 00:00:00,72.0,155.0,11.87,96.22,105.33,47.86,22.99,1.24,5.82,0.43,3.17,,62.92,1.34,297.67,3.17,988.67,0.0,22.22,
2018-03-11 00:00:00,2018-03-11 01:00:00,72.0,143.0,17.89,101.62,118.76,44.32,19.62,1.23,3.67,0.39,3.2,,66.92,1.1,287.08,3.0,988.0,0.0,21.09,
2018-03-11 01:00:00,2018-03-11 02:00:00,68.0,143.0,5.88,83.98,85.57,46.9,16.52,1.03,8.33,0.3,2.82,,72.0,1.05,276.25,3.25,988.0,0.0,19.92,
2018-03-11 02:00:00,2018-03-11 03:00:00,66.0,129.0,3.38,65.26,29.5,24.34,7.76,0.38,18.78,0.33,2.92,,68.83,1.34,286.33,3.08,987.58,0.0,20.39,
2018-03-11 03:00:00,2018-03-11 04:00:00,85.0,150.0,3.7,62.49,62.72,55.35,22.15,0.9,20.59,0.3,2.65,,70.83,1.32,303.08,3.0,987.0,0.0,19.68,
2018-03-11 04:00:00,2018-03-11 05:00:00,113.0,184.0,9.14,66.63,67.12,55.17,16.92,0.83,15.79,0.68,2.15,,74.33,1.24,300.83,3.0,987.0,0.0,18.91,
2018-03-11 05:00:00,2018-03-11 06:00:00,117.0,185.0,4.89,68.08,69.53,62.94,21.43,0.97,8.65,0.3,2.73,,76.08,1.24,300.33,3.0,987.67,0.0,18.54,
2018-03-11 06:00:00,2018-03-11 07:00:00,110.0,197.0,13.07,66.64,79.78,76.93,22.26,1.16,2.92,0.78,2.28,,79.67,1.36,286.83,5.58,988.17,0.0,18.11,
2018-03-11 07:00:00,2018-03-11 08:00:00,200.0,294.0,30.57,63.76,101.87,95.87,41.93,1.38,3.59,0.53,2.56,,79.17,1.57,265.92,52.17,989.08,0.0,18.58,
2018-03-11 08:00:00,2018-03-11 09:00:00,262.0,360.0,22.44,61.79,88.51,88.22,52.59,1.27,16.44,0.5,2.38,,70.83,2.13,274.58,165.17,990.0,0.0,20.17,
2018-03-11 09:00:00,2018-03-11 10:00:00,224.0,315.0,14.29,46.18,59.95,80.54,51.69,1.18,41.72,0.64,2.03,,58.08,1.97,270.42,293.67,990.25,0.0,23.02,
2018-03-11 10:00:00,2018-03-11 11:00:00,200.0,306.0,9.55,45.1,53.98,71.22,40.22,1.03,72.79,0.62,2.11,,45.67,1.91,275.17,414.5,990.67,0.0,26.31,
2018-03-11 11:00:00,2018-03-11 12:00:00,153.0,259.0,3.29,31.2,33.39,67.03,31.83,0.91,126.41,0.34,2.42,,36.58,2.22,299.0,417.83,990.0,0.0,28.44,
2018-03-11 12:00:00,2018-03-11 13:00:00,118.0,199.0,2.28,28.41,29.34,61.59,25.56,0.81,141.1,0.36,3.05,,30.92,2.01,296.92,514.92,989.75,0.0,29.9,
2018-03-11 13:00:00,2018-03-11 14:00:00,92.0,178.0,1.98,24.86,25.68,53.35,21.33,0.68,142.5,0.3,3.0,,28.08,2.67,287.83,468.58,988.92,0.0,30.63,
2018-03-11 14:00:00,2018-03-11 15:00:00,72.0,150.0,1.69,21.47,27.89,39.38,12.79,0.58,124.78,0.77,1.97,,24.83,3.17,285.58,436.17,988.0,0.0,31.47,
2018-03-11 15:00:00,2018-03-11 16:00:00,47.0,121.0,1.77,19.28,38.76,16.15,0.2,0.53,116.91,2.39,0.12,,25.08,3.39,296.58,328.58,987.33,0.0,31.42,
2018-03-11 16:00:00,2018-03-11 17:00:00,46.0,119.0,3.32,22.67,36.04,12.95,0.38,0.48,102.92,2.31,0.19,,26.58,3.02,293.08,172.58,987.0,0.0,30.99,
2018-03-11 17:00:00,2018-03-11 18:00:00,47.0,129.0,5.8,24.3,27.73,32.85,12.73,0.52,83.23,0.75,1.84,,30.25,2.97,296.0,56.17,987.0,0.0,29.93,
2018-03-11 18:00:00,2018-03-11 19:00:00,42.0,156.0,2.56,79.94,77.11,36.75,17.49,0.94,40.72,0.2,2.59,,35.67,1.78,297.67,10.33,987.08,0.0,27.93,
2018-03-11 19:00:00,2018-03-11 20:00:00,52.0,222.0,70.97,127.38,217.21,40.95,18.72,1.72,1.09,0.34,3.28,,43.25,1.19,305.92,3.0,987.83,0.0,25.18,
2018-03-11 20:00:00,2018-03-11 21:00:00,67.0,210.0,164.3,154.22,331.92,42.99,21.07,2.72,0.93,0.98,4.31,,51.58,0.95,316.17,3.0,988.17,0.0,23.0,
2018-03-11 21:00:00,2018-03-11 22:00:00,95.0,262.0,190.45,130.92,265.05,39.16,15.0,3.44,1.48,3.51,3.84,,55.25,1.17,310.17,3.0,989.0,0.0,22.53,
2018-03-11 22:00:00,2018-03-11 23:00:00,112.0,276.0,212.73,123.26,413.51,63.03,29.92,3.19,1.31,1.83,5.37,,59.92,0.87,309.92,3.0,989.0,0.0,21.39,
2018-03-11 23:00:00,2018-03-12 00:00:00,162.0,302.0,205.27,117.46,397.47,61.73,34.88,3.22,0.78,1.0,6.99,,66.75,0.86,314.42,3.0,989.0,0.0,20.06,
2018-03-12 00:00:00,2018-03-12 01:00:00,180.0,309.0,164.96,137.24,320.22,62.77,37.07,3.04,1.27,1.47,6.32,,64.92,0.93,299.5,3.0,989.0,0.0,20.6,
2018-03-12 01:00:00,2018-03-12 02:00:00,200.0,332.0,150.67,230.18,218.7,53.64,20.34,3.04,90.72,3.95,4.37,,71.5,0.43,279.58,3.08,988.75,0.0,19.44,
2018-03-12 02:00:00,2018-03-12 03:00:00,208.0,339.0,184.6,99.98,351.18,29.68,14.53,2.42,1.73,1.03,6.68,,75.75,0.36,234.58,3.17,988.0,0.0,19.06,
2018-03-12 03:00:00,2018-03-12 04:00:00,175.0,288.0,192.85,98.73,362.99,61.11,19.39,2.48,2.32,1.61,4.99,,81.25,0.49,267.75,3.08,988.0,0.0,18.65,
2018-03-12 04:00:00,2018-03-12 05:00:00,172.0,276.0,90.02,88.42,208.01,65.56,19.62,1.79,1.71,1.42,4.54,,83.08,0.99,291.83,3.0,988.0,0.0,18.68,
2018-03-12 05:00:00,2018-03-12 06:00:00,124.0,213.0,97.53,91.84,222.08,75.83,29.86,1.59,1.1,0.63,4.54,,76.75,1.47,281.5,3.0,988.0,0.0,19.3,
2018-03-12 06:00:00,2018-03-12 07:00:00,186.0,302.0,85.64,86.24,200.06,83.54,32.72,1.58,1.43,0.6,3.39,,79.25,1.26,279.25,5.92,989.0,0.0,18.65,
2018-03-12 07:00:00,2018-03-12 08:00:00,215.0,316.0,91.46,89.87,211.68,78.75,24.65,1.81,2.11,1.68,1.99,,74.83,1.36,272.25,55.58,989.33,0.0,19.68,
2018-03-12 08:00:00,2018-03-12 09:00:00,304.0,415.0,46.79,78.77,138.42,76.92,34.47,1.6,14.19,1.73,2.78,,64.83,2.18,277.5,173.83,990.08,0.0,22.32,
2018-03-12 09:00:00,2018-03-12 10:00:00,230.0,355.0,22.04,69.16,94.69,84.76,46.7,1.4,42.98,0.57,3.18,,54.92,2.5,285.17,302.5,991.0,0.0,24.94,
2018-03-12 10:00:00,2018-03-12 11:00:00,186.0,327.0,16.87,62.37,76.31,69.68,31.77,1.17,70.02,0.65,2.68,,43.25,2.05,265.83,423.83,991.0,0.0,28.1,
2018-03-12 11:00:00,2018-03-12 12:00:00,141.0,282.0,6.61,45.55,51.35,70.23,37.35,0.93,107.5,0.37,2.6,,32.5,2.44,266.75,416.42,990.25,0.0,30.1,
2018-03-12 12:00:00,2018-03-12 13:00:00,101.0,199.0,8.18,31.58,37.59,52.88,21.43,0.6,99.93,0.61,2.01,,25.83,3.01,275.25,533.0,989.33,0.0,31.64,
