From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2019-02-12 13:00:00,2019-02-12 14:00:00,,147.0,1.2,33.2,34.4,22.1,16.8,1.2,32.3,7.8,,2.0,,34.7,19.7,1.4,93.5,514.1,1.5,,0.0
2019-02-12 14:00:00,2019-02-12 15:00:00,43.0,118.8,0.85,34.08,35.0,21.73,15.3,1.05,30.42,5.43,,1.4,,34.3,19.25,1.35,92.3,471.3,1.23,,0.0
2019-02-12 15:00:00,2019-02-12 16:00:00,67.0,154.9,1.62,41.33,43.02,31.0,14.47,0.97,23.95,2.95,,0.95,,34.38,15.28,1.33,103.47,377.45,0.9,,0.0
2019-02-12 16:00:00,2019-02-12 17:00:00,46.0,139.47,3.32,42.55,45.9,30.38,17.65,0.82,17.22,1.73,,0.78,,34.12,14.12,1.02,99.32,240.45,0.82,,0.0
2019-02-12 17:00:00,2019-02-12 18:00:00,44.0,128.3,8.57,50.95,59.55,23.73,19.42,0.97,17.02,1.55,,0.8,,31.65,21.85,0.93,87.32,98.22,0.8,,0.5
2019-02-12 18:00:00,2019-02-12 19:00:00,57.0,142.55,6.82,53.33,60.17,18.7,17.67,1.12,15.65,1.65,,0.72,,28.33,31.82,0.55,82.0,27.83,0.83,,0.38
2019-02-12 19:00:00,2019-02-12 20:00:00,77.0,187.68,12.38,62.72,75.17,15.98,39.55,1.45,8.92,1.95,,0.7,,26.75,37.65,0.5,81.9,18.45,0.93,,0.0
2019-02-12 20:00:00,2019-02-12 21:00:00,107.0,222.03,19.9,53.05,73.0,17.55,17.1,1.55,4.6,2.45,,0.9,,24.45,44.88,0.17,240.98,18.73,1.18,,0.0
2019-02-12 21:00:00,2019-02-12 22:00:00,145.0,228.82,20.23,44.55,64.8,23.07,12.6,1.8,4.08,3.3,,1.55,,23.35,49.58,0.2,290.9,18.95,1.55,,0.0
2019-02-12 22:00:00,2019-02-12 23:00:00,210.0,327.12,25.38,39.15,64.6,26.85,10.85,1.93,4.5,4.4,,2.27,,22.17,54.1,0.12,299.0,18.73,2.0,,0.0
2019-02-12 23:00:00,2019-02-13 00:00:00,198.0,295.0,34.4,27.2,61.65,22.68,8.03,1.92,4.05,5.38,,2.88,,21.18,59.72,0.17,301.18,19.05,2.4,,0.0
2019-02-13 00:00:00,2019-02-13 01:00:00,131.0,218.25,31.9,20.02,52.0,23.15,7.43,1.77,4.12,5.2,,2.5,,21.88,57.88,0.1,250.93,18.73,2.25,,0.0
2019-02-13 01:00:00,2019-02-13 02:00:00,132.0,217.93,29.8,17.65,47.47,20.55,6.85,1.73,3.65,5.0,,2.55,,21.2,57.48,0.15,313.0,18.95,2.23,,0.62
2019-02-13 02:00:00,2019-02-13 03:00:00,139.0,201.47,36.88,14.88,51.77,18.48,5.97,1.92,3.62,5.05,,2.4,,21.0,58.85,0.12,111.38,18.75,2.05,,0.25
2019-02-13 03:00:00,2019-02-13 04:00:00,166.0,251.5,48.9,22.7,71.67,19.55,11.97,1.8,3.65,5.08,,2.43,,21.77,58.53,0.38,84.0,19.3,2.08,,0.0
2019-02-13 04:00:00,2019-02-13 05:00:00,160.0,231.62,51.8,18.05,69.88,23.3,11.68,1.77,3.7,4.58,,2.3,,21.43,58.28,0.15,215.8,18.9,2.1,,0.25
2019-02-13 05:00:00,2019-02-13 06:00:00,161.0,254.3,62.12,14.45,76.6,19.7,9.3,1.68,3.6,4.65,,2.38,,19.82,65.6,0.25,283.05,18.68,2.1,,0.0
2019-02-13 06:00:00,2019-02-13 07:00:00,175.0,256.93,69.9,14.12,84.05,19.6,15.93,2.08,4.15,5.58,,2.38,,20.73,57.75,0.2,289.15,18.65,2.2,,0.0
2019-02-13 07:00:00,2019-02-13 08:00:00,335.0,397.88,64.12,14.1,78.28,21.8,13.95,2.18,3.88,7.43,,2.85,,20.48,59.65,0.18,283.77,31.15,2.42,,0.0
2019-02-13 08:00:00,2019-02-13 09:00:00,213.0,437.93,55.43,19.15,74.6,23.3,16.15,2.27,4.4,7.55,,3.38,,21.45,58.52,0.2,313.73,79.65,2.8,,0.12
2019-02-13 09:00:00,2019-02-13 10:00:00,199.0,296.18,34.25,27.35,61.6,19.3,23.55,2.1,4.65,6.92,,3.3,,24.63,47.92,0.28,305.15,138.97,2.8,,0.12
2019-02-13 10:00:00,2019-02-13 11:00:00,214.0,301.7,22.67,50.25,72.98,21.12,68.4,2.1,6.83,6.2,,3.23,,28.88,31.05,0.38,242.7,248.83,2.62,,0.38
2019-02-13 11:00:00,2019-02-13 12:00:00,180.0,305.88,11.2,63.75,74.97,28.67,45.77,1.65,12.15,6.1,,3.25,,30.35,27.02,0.75,134.38,367.3,2.55,,0.5
2019-02-13 12:00:00,2019-02-13 13:00:00,82.0,202.03,3.9,55.53,59.48,34.33,30.25,1.43,22.43,4.2,,2.2,,30.82,28.32,1.0,111.72,346.52,1.7,,0.25
2019-02-13 13:00:00,2019-02-13 14:00:00,90.0,196.07,2.05,47.2,49.3,30.72,28.07,1.35,27.62,2.65,,1.83,,31.18,28.15,0.95,92.35,417.7,1.27,,0.0
2019-02-13 14:00:00,2019-02-13 15:00:00,91.0,172.68,1.27,40.75,42.1,27.7,27.78,1.12,31.9,2.1,,1.17,,31.77,27.65,1.12,96.65,363.88,0.9,,0.0
2019-02-13 15:00:00,2019-02-13 16:00:00,95.0,173.93,1.1,39.93,41.1,28.5,21.75,1.12,29.88,1.9,,1.08,,31.1,30.98,1.38,99.47,334.55,0.8,,0.0
2019-02-13 16:00:00,2019-02-13 17:00:00,78.0,150.68,0.9,33.55,34.5,26.02,22.0,1.0,24.62,1.75,,0.88,,28.43,39.1,1.3,93.75,189.88,0.62,,0.25
2019-02-13 17:00:00,2019-02-13 18:00:00,61.0,150.95,2.78,37.33,40.2,24.75,15.27,0.97,19.02,1.32,,0.6,,27.1,44.65,0.9,88.1,93.93,0.55,,0.0
2019-02-13 18:00:00,2019-02-13 19:00:00,64.0,151.0,5.55,39.02,44.6,20.47,21.45,0.97,13.35,0.65,,0.25,,25.7,46.12,0.5,82.08,27.65,0.35,,0.38
2019-02-13 19:00:00,2019-02-13 20:00:00,71.0,155.85,8.65,42.3,50.95,16.83,24.3,1.15,8.35,1.08,,0.4,,24.48,49.97,0.45,71.15,18.77,0.5,,0.12
2019-02-13 20:00:00,2019-02-13 21:00:00,73.0,167.65,10.7,42.38,53.15,15.67,20.15,0.98,7.92,1.18,,0.33,,23.52,53.08,0.35,123.2,18.67,0.5,,0.0
2019-02-13 21:00:00,2019-02-13 22:00:00,116.0,169.93,9.95,26.02,36.02,20.67,9.97,0.88,7.4,1.32,,0.32,,21.7,57.45,0.18,309.65,18.88,0.45,,0.0
2019-02-13 22:00:00,2019-02-13 23:00:00,64.0,121.4,10.8,21.48,32.3,22.27,6.1,0.98,7.28,1.3,,0.38,,21.12,60.78,0.17,309.88,19.07,0.47,,0.25
2019-02-13 23:00:00,2019-02-14 00:00:00,80.0,123.88,13.22,19.98,33.22,22.53,5.03,1.03,6.13,1.3,,0.45,,20.73,64.07,0.13,321.77,18.6,0.55,,0.0
2019-02-14 00:00:00,2019-02-14 01:00:00,95.0,142.43,13.78,17.12,30.93,23.5,4.62,0.93,5.5,1.52,,0.65,,19.75,68.25,0.15,304.0,19.15,0.6,,0.0
2019-02-14 01:00:00,2019-02-14 02:00:00,86.0,127.45,14.38,18.25,32.67,23.7,4.25,1.25,5.28,1.6,,0.72,,19.6,69.62,0.17,325.88,19.0,0.7,,0.0
2019-02-14 02:00:00,2019-02-14 03:00:00,113.0,156.12,16.62,19.3,35.95,23.45,5.58,1.03,5.3,1.7,,0.83,,19.68,68.95,0.17,328.7,18.88,0.78,,0.0
2019-02-14 03:00:00,2019-02-14 04:00:00,150.0,191.0,18.62,20.1,38.75,26.93,6.65,1.15,5.53,1.93,,1.27,,19.57,69.55,0.12,248.77,18.88,1.05,,0.62
2019-02-14 04:00:00,2019-02-14 05:00:00,121.0,171.57,39.8,17.0,56.83,20.65,6.6,1.2,4.85,2.35,,1.33,,18.82,70.48,0.12,272.25,18.95,1.12,,0.0
2019-02-14 05:00:00,2019-02-14 06:00:00,130.0,177.8,38.02,15.53,53.57,21.45,6.18,1.15,4.85,2.73,,1.3,,18.38,70.95,0.1,246.78,18.85,1.18,,0.25
2019-02-14 06:00:00,2019-02-14 07:00:00,146.0,186.72,34.5,14.57,49.1,22.45,5.95,1.18,5.05,2.75,,1.33,,18.77,71.25,0.1,283.02,18.77,1.12,,0.0
2019-02-14 07:00:00,2019-02-14 08:00:00,175.0,227.8,41.62,15.1,56.75,20.33,6.62,1.47,5.22,3.45,,1.73,,18.68,72.12,0.1,276.57,33.08,1.43,,0.0
2019-02-14 08:00:00,2019-02-14 09:00:00,244.0,330.02,60.4,20.65,81.12,17.08,14.28,1.92,5.97,5.43,,2.52,,20.95,67.35,0.17,301.85,84.45,2.0,,0.0
2019-02-14 09:00:00,2019-02-14 10:00:00,448.0,549.65,49.17,34.48,83.68,15.92,60.12,2.1,7.38,10.27,,3.48,,24.38,51.0,0.9,197.57,135.97,2.67,,0.38
2019-02-14 10:00:00,2019-02-14 11:00:00,156.0,256.75,16.2,43.6,59.88,16.9,51.85,1.68,11.87,9.65,,2.2,,25.7,46.85,1.03,184.47,278.2,1.9,,0.0
2019-02-14 11:00:00,2019-02-14 12:00:00,80.0,149.85,4.95,37.95,42.92,21.88,34.2,1.4,16.75,7.5,,1.1,,27.52,42.92,0.95,176.55,373.38,1.05,,0.38
2019-02-14 12:00:00,2019-02-14 13:00:00,85.0,155.72,2.75,32.35,35.15,24.0,21.85,1.18,18.25,7.18,,1.1,,29.58,36.5,0.57,124.5,530.88,1.0,,0.25
2019-02-14 13:00:00,2019-02-14 14:00:00,67.0,120.05,2.12,32.7,34.83,25.02,22.05,0.95,23.95,5.05,,0.78,,30.28,37.25,0.93,107.58,521.6,0.72,,0.0
2019-02-14 14:00:00,2019-02-14 15:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 15:00:00,2019-02-14 16:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 16:00:00,2019-02-14 17:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 17:00:00,2019-02-14 18:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 18:00:00,2019-02-14 19:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 19:00:00,2019-02-14 20:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 20:00:00,2019-02-14 21:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 21:00:00,2019-02-14 22:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 22:00:00,2019-02-14 23:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-14 23:00:00,2019-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 00:00:00,2019-02-15 01:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 01:00:00,2019-02-15 02:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 02:00:00,2019-02-15 03:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 03:00:00,2019-02-15 04:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 04:00:00,2019-02-15 05:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 05:00:00,2019-02-15 06:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 06:00:00,2019-02-15 07:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 07:00:00,2019-02-15 08:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 08:00:00,2019-02-15 09:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 09:00:00,2019-02-15 10:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 10:00:00,2019-02-15 11:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 11:00:00,2019-02-15 12:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 12:00:00,2019-02-15 13:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 13:00:00,2019-02-15 14:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 14:00:00,2019-02-15 15:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-15 15:00:00,2019-02-15 16:00:00,102.0,195.0,,,,,15.1,0.9,22.65,1.4,,0.3,,27.8,39.6,1.3,92.75,360.6,0.25,,0.0
2019-02-15 16:00:00,2019-02-15 17:00:00,82.0,174.0,,,,,11.55,0.87,20.4,1.23,,0.3,,27.62,38.0,1.28,94.7,256.62,0.35,,0.0
2019-02-15 17:00:00,2019-02-15 18:00:00,69.0,150.0,6.8,33.12,39.95,43.55,14.45,0.92,19.52,0.95,,0.35,,26.45,38.25,1.0,91.55,106.8,0.4,,0.0
2019-02-15 18:00:00,2019-02-15 19:00:00,67.0,149.0,7.9,44.85,52.85,43.0,12.5,0.95,13.65,0.82,,0.3,,24.05,50.45,0.78,81.28,28.65,0.35,,0.0
2019-02-15 19:00:00,2019-02-15 20:00:00,76.0,192.0,,,,,6.67,1.07,4.85,0.83,,0.25,,22.4,61.98,0.3,86.5,18.93,0.4,,0.0
2019-02-15 20:00:00,2019-02-15 21:00:00,96.0,266.0,,,,,5.8,1.15,2.97,0.93,,0.3,,20.57,68.17,0.22,241.15,18.93,0.47,,0.0
2019-02-15 21:00:00,2019-02-15 22:00:00,80.0,365.0,,,,,3.5,0.97,2.42,1.22,,0.32,,18.83,72.05,0.15,298.35,18.85,0.5,,0.0
2019-02-15 22:00:00,2019-02-15 23:00:00,88.0,156.0,,,,,3.55,1.15,2.12,1.4,,0.43,,18.47,72.22,0.12,303.55,18.9,0.58,,0.0
2019-02-15 23:00:00,2019-02-16 00:00:00,156.0,223.0,,,,,3.8,1.3,1.65,2.0,,0.47,,17.8,74.72,0.12,239.37,18.93,0.65,,0.0
2019-02-16 00:00:00,2019-02-16 01:00:00,156.0,226.0,,,,,3.97,1.2,1.6,2.78,,0.55,,16.98,77.4,0.25,293.07,18.93,0.7,,0.0
2019-02-16 01:00:00,2019-02-16 02:00:00,122.0,169.0,,,,,3.83,1.28,1.82,2.7,,0.5,,16.98,77.5,0.23,260.93,18.93,0.67,,0.0
2019-02-16 02:00:00,2019-02-16 03:00:00,139.0,195.0,,,,,5.9,1.4,1.52,3.48,,1.4,,17.6,71.62,0.25,257.6,18.77,1.07,,0.0
2019-02-16 03:00:00,2019-02-16 04:00:00,187.0,258.0,,,,,5.75,1.5,1.95,5.75,,2.23,,16.18,72.4,0.25,318.43,18.85,1.5,,0.0
2019-02-16 04:00:00,2019-02-16 05:00:00,175.0,226.0,,,,,5.22,1.48,1.68,5.95,,2.6,,15.68,76.78,0.13,279.75,18.85,1.68,,0.0
2019-02-16 05:00:00,2019-02-16 06:00:00,150.0,207.0,,,,,5.8,1.58,1.77,5.18,,3.15,,15.17,79.17,0.1,309.18,18.8,2.02,,0.0
2019-02-16 06:00:00,2019-02-16 07:00:00,169.0,209.0,,,,,6.15,1.57,1.88,4.62,,3.35,,15.25,80.0,0.13,260.88,18.9,2.23,,0.25
2019-02-16 07:00:00,2019-02-16 08:00:00,289.0,349.0,,,,,6.47,2.08,1.8,6.2,,4.25,,15.05,79.7,0.22,309.95,35.65,2.62,,0.0
2019-02-16 08:00:00,2019-02-16 09:00:00,299.0,358.0,130.8,23.0,153.8,42.6,10.38,2.12,2.0,7.75,,5.07,,17.23,76.83,0.33,331.02,81.22,2.98,,0.0
2019-02-16 09:00:00,2019-02-16 10:00:00,219.0,302.0,20.9,27.1,48.05,40.1,21.9,1.85,2.65,6.75,,4.2,,21.82,55.1,0.17,312.77,119.03,2.52,,0.0
2019-02-16 10:00:00,2019-02-16 11:00:00,156.0,208.0,20.38,50.55,70.92,46.42,88.5,1.8,6.9,4.9,,2.6,,26.15,34.4,0.35,204.5,276.95,1.67,,0.0
2019-02-16 11:00:00,2019-02-16 12:00:00,162.0,281.0,8.25,44.6,52.88,34.23,57.0,1.57,18.32,4.47,,2.15,,28.0,24.73,1.05,193.25,432.35,1.43,,0.0
2019-02-16 12:00:00,2019-02-16 13:00:00,59.0,131.0,4.6,32.55,37.25,26.7,22.25,1.07,19.3,2.85,,1.03,,29.45,21.5,0.88,200.48,573.03,0.85,,0.0
2019-02-16 13:00:00,2019-02-16 14:00:00,46.0,110.0,3.78,28.35,32.17,25.38,15.65,0.53,21.98,3.3,,0.75,,30.08,21.77,0.8,150.2,556.4,0.62,,0.0
2019-02-16 14:00:00,2019-02-16 15:00:00,49.0,106.0,3.2,36.12,39.38,35.8,,0.67,28.05,2.53,,0.55,,29.1,30.22,1.5,106.05,478.95,0.45,,0.0
2019-02-16 15:00:00,2019-02-16 16:00:00,80.0,167.0,2.35,34.9,37.33,30.18,25.95,0.6,36.0,1.32,,1.02,,27.85,35.67,1.73,98.03,372.0,0.47,,0.0
2019-02-16 16:00:00,2019-02-16 17:00:00,111.0,193.0,3.18,35.15,38.42,27.4,17.12,0.57,34.92,1.15,,0.68,,27.42,37.15,1.25,94.63,246.45,0.45,,0.0
2019-02-16 17:00:00,2019-02-16 18:00:00,91.0,164.0,4.25,35.83,40.1,26.52,15.18,0.5,26.18,1.05,,0.53,,25.77,45.1,1.18,95.03,99.3,0.43,,0.0
2019-02-16 18:00:00,2019-02-16 19:00:00,82.0,160.0,5.68,46.02,51.75,41.33,20.8,0.55,25.23,1.02,,0.6,,24.1,45.6,1.0,107.78,28.2,0.5,,0.0
2019-02-16 19:00:00,2019-02-16 20:00:00,102.0,195.0,8.43,58.3,66.75,57.28,15.65,0.45,15.58,1.32,,0.8,,23.55,45.42,0.62,105.18,18.85,0.68,,0.0
2019-02-16 20:00:00,2019-02-16 21:00:00,103.0,208.0,11.8,61.7,73.55,58.85,17.9,0.55,9.05,2.3,,0.75,,23.05,49.6,0.4,88.35,18.8,0.7,,0.0
2019-02-16 21:00:00,2019-02-16 22:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-16 22:00:00,2019-02-16 23:00:00,,,,,,,,,,,,,,,,,,,,,
2019-02-16 23:00:00,2019-02-17 00:00:00,118.0,168.0,35.8,27.65,63.5,49.15,6.85,0.95,1.8,2.1,,1.85,,18.7,69.05,0.1,318.1,18.8,1.45,,0.0
2019-02-17 00:00:00,2019-02-17 01:00:00,152.0,243.0,34.5,28.4,62.98,54.2,7.2,0.95,1.85,2.62,,2.22,,19.5,65.17,0.13,176.85,18.97,1.65,,0.0
2019-02-17 01:00:00,2019-02-17 02:00:00,154.0,243.0,43.2,26.1,69.38,50.48,8.25,1.1,1.72,3.8,,2.38,,19.83,55.02,0.23,192.3,18.82,1.75,,0.12
2019-02-17 02:00:00,2019-02-17 03:00:00,125.0,197.0,45.6,29.0,74.58,48.23,31.27,1.15,1.7,4.02,,1.88,,20.1,48.4,0.4,182.72,19.07,1.55,,0.0
2019-02-17 03:00:00,2019-02-17 04:00:00,138.0,202.0,45.6,38.45,84.1,48.88,62.8,1.17,2.05,3.95,,1.5,,19.8,45.3,0.6,179.9,18.98,1.4,,0.0
2019-02-17 04:00:00,2019-02-17 05:00:00,145.0,228.0,42.8,45.77,88.62,50.38,71.92,1.2,2.05,3.8,,1.18,,19.15,46.92,0.5,203.88,18.85,1.15,,0.0
2019-02-17 05:00:00,2019-02-17 06:00:00,154.0,224.0,42.45,46.38,88.85,53.4,59.77,1.38,2.05,3.5,,0.95,,18.9,47.35,0.43,184.23,18.77,1.08,,0.0
2019-02-17 06:00:00,2019-02-17 07:00:00,157.0,235.0,49.7,31.55,81.32,47.85,18.62,1.4,1.6,3.92,,0.9,,15.73,60.25,0.2,292.18,19.02,1.02,,0.0
2019-02-17 07:00:00,2019-02-17 08:00:00,185.0,249.0,43.05,27.92,71.05,47.88,9.3,1.5,2.1,5.77,,0.97,,14.48,71.68,0.15,309.0,34.83,1.05,,0.0
2019-02-17 08:00:00,2019-02-17 09:00:00,269.0,318.0,35.9,30.82,66.78,50.22,21.25,1.88,2.55,8.8,,1.25,,17.52,65.98,0.15,293.38,81.0,1.2,,0.0
2019-02-17 09:00:00,2019-02-17 10:00:00,240.0,296.0,26.43,37.05,63.53,47.2,57.97,1.75,6.97,8.18,,1.15,,22.47,45.97,0.25,294.67,117.58,1.18,,0.0
2019-02-17 10:00:00,2019-02-17 11:00:00,195.0,294.0,16.62,73.28,89.97,46.95,113.43,1.67,17.7,8.03,,1.2,,25.88,32.97,0.35,132.47,286.27,1.12,,0.0
2019-02-17 11:00:00,2019-02-17 12:00:00,282.0,429.0,8.87,63.55,72.47,43.55,85.0,1.55,25.73,8.07,,1.58,,28.23,26.4,0.3,51.52,426.77,1.38,,0.12
2019-02-17 12:00:00,2019-02-17 13:00:00,151.0,250.0,5.33,55.17,60.55,40.35,53.6,1.18,36.17,6.78,,1.35,,29.85,24.32,0.7,92.18,522.65,1.15,,0.0
2019-02-17 13:00:00,2019-02-17 14:00:00,107.0,200.0,3.82,39.9,43.78,37.35,23.47,1.05,39.28,4.7,,1.0,,29.9,28.45,1.23,101.55,529.7,0.88,,0.0
2019-02-17 14:00:00,2019-02-17 15:00:00,91.0,181.0,3.7,35.78,39.5,34.1,27.78,0.8,47.38,2.75,,0.57,,29.55,27.27,1.45,98.92,481.22,0.55,,0.0
2019-02-17 15:00:00,2019-02-17 16:00:00,101.0,161.0,5.5,41.35,46.93,43.83,23.65,0.88,44.12,1.82,,0.55,,29.77,25.95,1.35,96.73,386.62,0.43,,0.0
2019-02-17 16:00:00,2019-02-17 17:00:00,79.0,154.0,5.12,38.7,43.9,39.4,18.47,0.6,38.7,1.45,,0.55,,29.05,27.27,1.35,91.17,253.05,0.5,,0.0
2019-02-17 17:00:00,2019-02-17 18:00:00,63.0,126.0,5.98,44.48,50.52,58.4,16.38,0.65,31.48,1.12,,0.5,,27.88,29.75,1.05,108.15,103.25,0.43,,0.0
2019-02-17 18:00:00,2019-02-17 19:00:00,81.0,152.0,8.2,62.98,71.22,90.85,26.17,0.58,25.48,1.32,,0.55,,26.02,31.95,1.0,114.18,28.9,0.5,,0.0
2019-02-17 19:00:00,2019-02-17 20:00:00,98.0,190.0,11.47,64.35,75.9,86.57,16.9,0.62,10.07,3.17,,0.62,,23.85,38.95,0.28,153.95,18.93,0.67,,0.0
2019-02-17 20:00:00,2019-02-17 21:00:00,87.0,182.0,14.8,59.93,74.8,83.0,13.53,0.53,5.95,2.45,,0.7,,21.73,46.98,0.15,285.38,18.73,0.72,,0.0
2019-02-17 21:00:00,2019-02-17 22:00:00,83.0,132.0,16.65,44.67,61.38,64.3,12.55,0.6,3.77,4.1,,0.7,,20.65,50.93,0.17,274.05,18.73,0.7,,0.0
2019-02-17 22:00:00,2019-02-17 23:00:00,107.0,163.0,18.02,36.3,54.38,56.65,10.23,0.73,3.22,2.65,,0.77,,19.02,58.2,0.15,309.55,18.62,0.88,,0.0
2019-02-17 23:00:00,2019-02-18 00:00:00,112.0,166.0,18.93,31.27,50.25,51.2,7.85,0.82,2.75,2.75,,0.82,,18.85,61.8,0.22,260.93,18.75,0.92,,0.0
2019-02-18 00:00:00,2019-02-18 01:00:00,114.0,166.0,29.12,40.7,69.92,52.08,22.35,1.0,2.25,3.02,,0.88,,19.65,55.53,0.27,96.45,18.8,1.02,,0.0
2019-02-18 01:00:00,2019-02-18 02:00:00,120.0,213.0,28.77,36.9,65.7,50.55,13.45,0.95,2.22,3.12,,0.8,,19.73,60.08,0.15,83.35,18.85,0.92,,0.0
2019-02-18 02:00:00,2019-02-18 03:00:00,86.0,170.0,29.48,35.0,64.5,47.25,8.93,1.0,1.85,3.73,,0.8,,17.1,67.55,0.23,247.98,18.85,0.95,,0.0
2019-02-18 03:00:00,2019-02-18 04:00:00,88.0,128.0,26.6,31.9,58.53,44.7,7.8,1.05,2.15,3.83,,0.73,,16.3,70.83,0.15,316.23,18.7,0.9,,0.12
2019-02-18 04:00:00,2019-02-18 05:00:00,114.0,170.0,23.52,28.45,52.08,42.92,7.3,0.98,2.08,3.55,,0.72,,16.18,71.5,0.1,305.88,18.75,0.93,,0.0
2019-02-18 05:00:00,2019-02-18 06:00:00,142.0,189.0,22.35,27.7,50.12,41.7,6.6,0.85,2.48,3.27,,1.05,,15.9,72.28,0.15,286.95,18.53,1.02,,0.0
2019-02-18 06:00:00,2019-02-18 07:00:00,195.0,245.0,25.83,26.2,52.05,41.08,6.73,1.08,1.95,3.6,,1.42,,15.32,73.85,0.15,294.23,18.83,1.22,,0.0
2019-02-18 07:00:00,2019-02-18 08:00:00,196.0,238.0,31.95,26.38,58.33,41.58,7.57,1.45,2.5,4.45,,2.08,,16.15,73.03,0.1,167.23,34.2,1.57,,0.0
2019-02-18 08:00:00,2019-02-18 09:00:00,251.0,316.0,36.0,28.52,64.6,44.62,30.88,1.65,2.8,6.4,,2.85,,19.83,63.55,0.23,276.9,81.3,2.1,,0.0
2019-02-18 09:00:00,2019-02-18 10:00:00,319.0,422.0,35.43,58.92,94.38,44.55,152.72,1.75,4.8,8.05,,2.92,,24.1,47.15,0.48,231.2,123.6,2.27,,0.0
2019-02-18 10:00:00,2019-02-18 11:00:00,173.0,326.0,17.25,63.5,80.83,42.65,122.8,1.6,12.07,8.47,,2.45,,27.23,30.17,0.43,207.8,312.08,3.08,,0.0
2019-02-18 11:00:00,2019-02-18 12:00:00,105.0,202.0,7.93,46.83,54.77,36.78,43.52,1.25,22.42,7.92,,15.05,,29.65,19.43,0.73,180.25,481.68,41.62,,0.0
2019-02-18 12:00:00,2019-02-18 13:00:00,47.0,108.0,5.15,38.7,43.92,48.35,25.2,0.88,27.48,6.42,,11.9,,31.6,16.82,0.6,158.28,585.8,32.75,,0.0
2019-02-18 13:00:00,2019-02-18 14:00:00,44.0,99.0,4.28,35.17,39.5,42.12,28.6,0.55,38.03,5.27,,5.72,,31.35,23.2,1.42,86.9,564.42,19.1,,0.0
2019-02-18 14:00:00,2019-02-18 15:00:00,68.0,131.0,4.0,31.88,35.93,38.32,23.65,0.57,40.98,2.7,,2.27,,31.23,22.68,1.48,86.03,509.45,5.75,,0.0
2019-02-18 15:00:00,2019-02-18 16:00:00,65.0,134.0,3.9,32.08,36.02,38.82,24.38,0.47,39.5,1.43,,0.88,,30.98,21.43,1.3,88.08,408.45,3.02,,0.12
2019-02-18 16:00:00,2019-02-18 17:00:00,58.0,119.0,3.5,36.33,39.85,51.62,21.83,0.35,39.43,1.03,,0.45,,30.35,21.82,1.18,93.47,267.75,2.27,,0.5
2019-02-18 17:00:00,2019-02-18 18:00:00,63.0,121.0,3.85,39.42,43.35,47.5,22.15,0.28,37.95,0.8,,0.42,,29.1,24.55,1.02,91.78,113.12,1.23,,0.0
2019-02-18 18:00:00,2019-02-18 19:00:00,90.0,162.0,4.33,40.62,45.02,43.1,18.23,0.45,30.8,0.8,,0.47,,25.88,38.38,0.72,89.8,29.38,0.88,,0.0
2019-02-18 19:00:00,2019-02-18 20:00:00,77.0,153.0,5.57,43.02,48.67,40.05,15.5,0.75,19.57,0.93,,0.4,,23.7,51.48,0.53,81.33,18.98,0.73,,0.25
2019-02-18 20:00:00,2019-02-18 21:00:00,86.0,176.0,10.85,46.38,57.27,46.25,22.12,1.08,9.2,1.12,,0.32,,22.58,52.67,0.25,115.55,18.85,0.67,,0.0
