From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2021-04-23 21:00:00,2021-04-23 22:00:00,,57.45,0.15,,0.0,9.38,14.97,0.1,2.4,1.4,,0.25,,26.6,76.0,0.22,240.85,19.05,0.43,,0.0
2021-04-23 22:00:00,2021-04-23 23:00:00,,40.8,0.17,,0.0,9.35,15.62,0.3,2.97,1.45,,0.43,,25.8,78.55,0.2,336.5,19.15,0.65,,0.0
2021-04-23 23:00:00,2021-04-24 00:00:00,,36.17,0.1,,0.0,9.38,15.35,0.15,3.03,1.35,,0.43,,25.65,79.75,0.12,300.0,19.38,0.65,,0.0
2021-04-24 00:00:00,2021-04-24 01:00:00,,29.32,,,0.0,9.45,15.23,0.08,2.95,1.45,,0.57,,25.2,80.52,0.1,309.33,18.92,0.9,,0.0
2021-04-24 01:00:00,2021-04-24 02:00:00,,77.67,0.1,,0.0,9.35,15.15,0.3,3.0,1.42,,0.5,,24.77,81.12,0.1,313.2,18.98,0.35,,0.0
2021-04-24 02:00:00,2021-04-24 03:00:00,,44.67,,,0.0,9.4,14.93,0.25,3.0,1.45,,0.43,,24.58,81.65,0.13,283.37,19.02,0.77,,0.0
2021-04-24 03:00:00,2021-04-24 04:00:00,,42.02,0.1,,0.0,9.38,15.73,0.18,2.9,1.37,,0.62,,24.42,82.25,0.13,301.73,19.15,0.93,,0.0
2021-04-24 04:00:00,2021-04-24 05:00:00,,38.17,0.1,,0.0,9.38,15.43,0.18,3.03,1.5,,0.7,,23.9,83.05,0.12,321.75,18.97,0.97,,0.0
2021-04-24 05:00:00,2021-04-24 06:00:00,,39.9,0.15,,0.0,9.4,15.2,0.15,2.88,1.45,,0.8,,23.75,83.38,0.12,305.45,19.18,1.17,,0.0
2021-04-24 06:00:00,2021-04-24 07:00:00,,59.7,0.17,,0.03,9.38,15.07,0.17,2.8,1.48,,0.9,,23.75,83.73,0.1,304.2,34.88,1.2,,0.0
2021-04-24 07:00:00,2021-04-24 08:00:00,,48.6,0.1,,0.0,9.35,15.05,0.12,2.77,1.6,,0.95,,25.5,82.17,0.23,314.45,127.85,1.32,,0.0
2021-04-24 08:00:00,2021-04-24 09:00:00,,103.35,,,0.0,9.35,14.45,0.1,3.05,1.75,,0.82,,28.85,68.75,0.47,340.0,256.2,0.98,,0.0
2021-04-24 09:00:00,2021-04-24 10:00:00,,78.3,,,0.0,9.45,14.95,0.08,3.8,1.35,,0.53,,31.2,56.6,0.33,103.5,419.52,0.38,,0.0
2021-04-24 10:00:00,2021-04-24 11:00:00,,79.85,0.1,,0.0,9.53,15.12,0.23,7.73,1.03,,0.38,,33.02,48.23,0.33,116.55,541.73,0.22,,0.0
2021-04-24 11:00:00,2021-04-24 12:00:00,,87.62,0.1,,0.0,9.5,15.32,0.05,6.92,1.0,,0.28,,33.4,49.33,0.78,88.7,610.9,0.0,,0.0
2021-04-24 12:00:00,2021-04-24 13:00:00,,80.35,,0.1,0.0,9.4,15.2,0.12,6.5,0.75,,0.15,,33.48,48.45,0.85,85.25,660.55,0.0,,0.0
2021-04-24 13:00:00,2021-04-24 14:00:00,,64.72,,,0.0,9.3,14.95,0.47,5.55,0.47,,0.1,,33.67,49.77,0.95,82.85,674.17,0.0,,0.0
2021-04-24 14:00:00,2021-04-24 15:00:00,,79.25,,0.1,0.0,9.43,15.2,0.2,5.85,0.4,,,,33.62,48.7,0.95,76.75,572.58,0.0,,0.0
2021-04-24 15:00:00,2021-04-24 16:00:00,,64.72,,0.1,0.0,9.38,15.2,0.2,5.67,0.3,,0.17,,32.83,51.12,0.9,76.95,339.15,0.3,,0.0
2021-04-24 16:00:00,2021-04-24 17:00:00,,80.2,0.1,,0.0,9.42,15.15,0.08,4.9,0.4,,0.47,,31.68,55.55,0.7,69.33,224.47,0.8,,0.0
2021-04-24 17:00:00,2021-04-24 18:00:00,,73.35,0.1,,0.0,9.35,15.2,0.15,4.35,0.6,,0.55,,30.73,60.0,0.7,73.62,117.12,1.02,,0.12
2021-04-24 18:00:00,2021-04-24 19:00:00,,82.53,0.1,,0.0,9.42,15.08,0.1,3.8,0.5,,0.75,,29.72,64.55,0.45,65.98,48.6,1.57,,0.0
2021-04-24 19:00:00,2021-04-24 20:00:00,,180.25,0.1,,0.0,9.43,15.12,0.2,3.47,0.5,,0.72,,28.65,69.7,0.4,38.9,19.12,1.45,,0.0
2021-04-24 20:00:00,2021-04-24 21:00:00,,107.75,,0.1,0.03,9.35,15.18,0.2,3.5,0.65,,0.45,,28.25,72.53,0.47,40.73,18.85,0.97,,0.0
2021-04-24 21:00:00,2021-04-24 22:00:00,,87.78,0.15,,0.0,9.4,15.35,0.42,3.2,0.98,,0.25,,27.88,73.47,0.25,243.38,18.77,0.75,,0.0
2021-04-24 22:00:00,2021-04-24 23:00:00,,84.12,0.1,,0.0,9.3,15.3,0.35,2.75,1.48,,0.2,,27.22,75.25,0.12,315.58,19.02,0.5,,0.12
2021-04-24 23:00:00,2021-04-25 00:00:00,,99.25,0.1,,0.03,9.33,15.28,0.15,2.8,1.5,,0.28,,27.12,76.4,0.15,318.92,18.83,0.55,,0.0
2021-04-25 00:00:00,2021-04-25 01:00:00,,120.95,0.1,,0.0,9.47,15.12,0.2,3.05,1.35,,0.38,,26.85,77.25,0.2,321.32,19.05,0.45,,0.0
2021-04-25 01:00:00,2021-04-25 02:00:00,,114.35,0.1,,0.0,9.5,15.32,0.3,2.67,1.53,,0.45,,25.8,78.95,0.15,289.58,18.95,0.47,,0.0
2021-04-25 02:00:00,2021-04-25 03:00:00,,78.7,,,0.0,9.43,15.23,0.2,2.65,1.68,,0.45,,25.38,80.65,0.2,316.8,18.9,0.77,,0.0
2021-04-25 03:00:00,2021-04-25 04:00:00,,64.6,,,0.0,9.33,15.32,0.12,2.68,1.67,,0.47,,25.15,81.65,0.13,288.52,19.12,0.8,,0.0
2021-04-25 04:00:00,2021-04-25 05:00:00,,64.95,,,0.0,9.38,15.3,0.1,2.88,1.5,,0.55,,24.9,82.35,0.13,250.27,19.05,0.95,,0.0
2021-04-25 05:00:00,2021-04-25 06:00:00,,65.95,,,0.0,9.35,15.3,0.28,2.8,1.4,,0.62,,24.85,82.9,0.15,238.73,19.2,0.95,,0.0
2021-04-25 06:00:00,2021-04-25 07:00:00,,97.45,,,0.0,9.4,15.35,0.1,2.85,1.45,,0.8,,24.68,83.35,0.1,283.27,39.75,1.07,,0.0
2021-04-25 07:00:00,2021-04-25 08:00:00,,115.2,,,0.0,9.45,15.22,0.18,3.1,1.93,,0.83,,27.05,81.62,0.2,260.8,124.53,1.1,,0.0
2021-04-25 08:00:00,2021-04-25 09:00:00,,124.58,0.1,,0.0,9.35,15.27,0.08,3.17,3.05,,0.95,,30.35,67.47,0.3,245.72,243.33,1.3,,0.0
2021-04-25 09:00:00,2021-04-25 10:00:00,,134.53,0.15,,0.0,9.4,15.15,0.12,3.35,3.82,,0.55,,33.4,43.88,0.38,196.95,381.1,0.88,,0.0
2021-04-25 10:00:00,2021-04-25 11:00:00,,141.65,0.15,,0.03,9.35,15.22,0.12,5.92,3.92,,0.5,,34.75,39.08,0.6,160.55,531.2,0.88,,0.0
2021-04-25 11:00:00,2021-04-25 12:00:00,,112.42,,,0.0,9.3,15.3,0.17,9.1,3.65,,0.53,,35.52,42.0,0.75,113.95,630.53,0.77,,0.0
2021-04-25 12:00:00,2021-04-25 13:00:00,,106.22,,,0.0,9.4,15.27,0.12,9.08,2.4,,1.83,,35.58,48.4,0.83,98.55,677.25,2.52,,0.0
2021-04-25 13:00:00,2021-04-25 14:00:00,,101.22,,,0.0,9.38,15.48,0.17,12.55,1.47,,2.52,,35.95,48.98,1.1,92.97,647.17,3.8,,0.0
2021-04-25 14:00:00,2021-04-25 15:00:00,,110.53,,,0.0,9.45,15.1,0.15,15.55,1.07,,2.0,,35.73,49.62,1.1,97.28,559.17,2.98,,0.12
2021-04-25 15:00:00,2021-04-25 16:00:00,,119.58,,,0.03,9.43,15.35,0.18,14.9,1.03,,2.25,,34.85,52.45,1.05,95.88,338.15,3.3,,0.0
2021-04-25 16:00:00,2021-04-25 17:00:00,,141.93,,0.1,0.0,9.38,15.1,0.2,13.88,0.88,,4.0,,34.75,52.83,0.95,90.85,299.27,5.95,,0.0
2021-04-25 17:00:00,2021-04-25 18:00:00,,117.25,,,0.0,9.42,15.1,0.2,11.27,0.8,,4.15,,34.4,41.88,0.62,185.23,138.55,6.42,,0.0
2021-04-25 18:00:00,2021-04-25 19:00:00,,226.6,,,0.0,9.38,15.05,0.15,10.62,0.85,,4.22,,32.55,29.93,0.55,262.45,30.92,6.93,,0.12
2021-04-25 19:00:00,2021-04-25 20:00:00,,151.9,,,0.0,9.43,15.03,0.08,6.88,0.95,,2.35,,32.05,29.5,0.12,193.5,19.12,3.97,,0.0
2021-04-25 20:00:00,2021-04-25 21:00:00,,137.5,0.1,,0.0,9.4,15.03,0.15,3.15,2.52,,4.5,,30.68,35.5,0.1,183.5,19.05,7.17,,0.0
2021-04-25 21:00:00,2021-04-25 22:00:00,,189.43,0.1,,0.03,9.4,15.15,0.05,2.9,6.68,,10.68,,29.25,42.95,0.13,246.37,19.1,16.5,,0.0
2021-04-25 22:00:00,2021-04-25 23:00:00,,294.98,,,0.0,9.35,15.3,0.08,3.08,7.12,,10.2,,28.3,47.35,0.2,139.95,18.73,15.43,,0.0
2021-04-25 23:00:00,2021-04-26 00:00:00,,262.8,,,0.0,9.4,15.3,0.08,2.92,7.03,,9.05,,28.35,48.6,0.33,162.05,18.93,13.1,,0.0
2021-04-26 00:00:00,2021-04-26 01:00:00,75.0,212.35,,,0.0,9.38,15.35,0.12,3.23,5.85,,7.78,,28.62,60.85,0.25,87.22,18.88,10.95,,0.0
2021-04-26 01:00:00,2021-04-26 02:00:00,,155.65,,,0.0,9.4,15.05,0.1,3.33,4.45,,6.6,,27.7,72.08,0.23,227.1,18.95,8.88,,0.0
2021-04-26 02:00:00,2021-04-26 03:00:00,,194.95,0.2,0.1,0.03,9.38,15.25,0.08,3.05,3.88,,6.97,,26.15,66.75,0.15,285.05,18.98,7.25,,0.0
2021-04-26 03:00:00,2021-04-26 04:00:00,,156.95,0.1,,0.0,9.35,15.42,0.08,3.08,4.0,,5.95,,25.33,64.2,0.17,298.53,18.8,6.12,,0.0
2021-04-26 04:00:00,2021-04-26 05:00:00,,144.5,,,0.0,9.4,15.33,0.08,3.0,4.05,,5.43,,25.1,66.53,0.17,310.82,19.2,5.72,,0.0
2021-04-26 05:00:00,2021-04-26 06:00:00,,162.1,,,0.0,9.42,15.5,0.05,3.05,4.05,,4.88,,24.6,70.67,0.15,305.48,18.8,5.3,,0.0
2021-04-26 06:00:00,2021-04-26 07:00:00,,137.25,,,0.0,9.4,15.45,0.12,3.0,3.85,,4.47,,24.98,71.85,0.15,258.93,31.65,5.0,,0.0
2021-04-26 07:00:00,2021-04-26 08:00:00,,183.65,0.1,0.1,0.05,9.38,15.53,0.05,3.25,3.68,,4.17,,27.12,63.95,0.17,338.68,89.6,4.6,,0.0
2021-04-26 08:00:00,2021-04-26 09:00:00,,198.38,0.2,,0.0,9.43,15.28,0.17,3.33,3.4,,3.6,,30.65,48.62,0.28,241.4,239.95,4.3,,0.0
2021-04-26 09:00:00,2021-04-26 10:00:00,,182.78,0.1,0.1,0.0,9.3,15.58,0.23,16.43,2.65,,2.35,,33.47,39.92,0.28,191.72,391.17,2.8,,0.0
2021-04-26 10:00:00,2021-04-26 11:00:00,,188.65,0.17,,0.0,9.53,15.32,0.23,12.4,2.02,,0.93,,35.38,36.65,0.28,119.53,522.4,1.38,,0.0
2021-04-26 11:00:00,2021-04-26 12:00:00,,144.18,0.2,,0.0,9.5,15.4,0.2,13.8,1.7,,0.9,,36.3,34.25,0.4,144.62,617.12,1.5,,0.0
2021-04-26 12:00:00,2021-04-26 13:00:00,,121.97,,,0.0,9.42,15.48,0.38,15.7,2.23,,1.07,,36.85,36.02,0.55,100.52,653.2,1.6,,0.0
2021-04-26 13:00:00,2021-04-26 14:00:00,,51.38,,0.15,0.03,9.35,15.22,0.17,13.32,1.6,,1.8,,36.85,38.35,0.93,87.75,637.08,1.83,,0.0
2021-04-26 14:00:00,2021-04-26 15:00:00,,135.7,0.1,,0.0,9.43,15.62,0.1,14.9,1.07,,1.62,,37.38,36.55,0.95,94.33,571.05,1.65,,0.0
2021-04-26 15:00:00,2021-04-26 16:00:00,,141.9,0.1,,0.0,9.47,15.6,0.15,18.68,0.9,,2.3,,37.6,31.5,0.9,102.35,452.67,2.05,,0.0
2021-04-26 16:00:00,2021-04-26 17:00:00,,160.1,,,0.0,9.42,15.3,0.15,17.8,0.7,,3.38,,36.75,32.3,0.9,93.78,298.45,2.3,,0.0
2021-04-26 17:00:00,2021-04-26 18:00:00,,150.5,0.1,,0.0,9.45,15.2,0.15,15.55,0.95,,4.05,,34.55,39.68,0.8,90.42,146.43,2.62,,0.0
2021-04-26 18:00:00,2021-04-26 19:00:00,,129.97,,,0.0,9.45,15.32,0.2,17.07,1.0,,2.92,,32.32,49.45,0.62,83.33,41.5,2.25,,0.0
2021-04-26 19:00:00,2021-04-26 20:00:00,,116.6,,,0.0,9.33,15.07,0.25,10.32,0.95,,1.4,,30.62,57.28,0.33,59.98,19.1,1.47,,0.0
2021-04-26 20:00:00,2021-04-26 21:00:00,,128.38,,,0.0,9.38,15.02,0.3,6.28,1.32,,0.88,,29.77,59.78,0.2,259.4,18.88,1.1,,0.0
2021-04-26 21:00:00,2021-04-26 22:00:00,,178.57,,,0.0,9.35,15.22,0.18,4.28,2.05,,0.72,,28.62,65.55,0.2,247.67,19.0,0.95,,0.0
2021-04-26 22:00:00,2021-04-26 23:00:00,,165.72,0.1,,0.0,9.47,15.47,0.17,3.58,2.55,,0.9,,28.0,69.15,0.25,324.12,19.12,1.15,,0.0
2021-04-26 23:00:00,2021-04-27 00:00:00,,146.88,,,0.0,9.35,15.4,0.17,3.62,2.65,,1.02,,27.42,71.88,0.23,305.55,19.2,1.27,,0.0
2021-04-27 00:00:00,2021-04-27 01:00:00,,177.45,,,0.0,9.38,15.43,0.08,3.58,2.67,,0.97,,26.8,73.45,0.18,306.77,19.18,1.27,,0.0
2021-04-27 01:00:00,2021-04-27 02:00:00,,137.03,0.1,,0.0,9.4,15.42,0.18,3.8,2.68,,1.0,,26.32,75.35,0.3,338.58,19.12,1.2,,0.0
2021-04-27 02:00:00,2021-04-27 03:00:00,,104.47,0.1,,0.03,9.47,15.45,0.2,3.75,2.35,,1.05,,26.37,75.47,0.3,348.78,18.8,1.32,,0.0
2021-04-27 03:00:00,2021-04-27 04:00:00,,103.95,,,0.0,9.4,15.45,0.25,3.5,2.0,,1.35,,26.05,77.25,0.28,329.73,19.27,1.6,,0.0
2021-04-27 04:00:00,2021-04-27 05:00:00,,103.03,,0.1,0.0,9.45,15.5,0.33,3.73,1.78,,1.37,,25.82,79.6,0.35,326.4,19.38,1.52,,0.0
2021-04-27 05:00:00,2021-04-27 06:00:00,,100.12,,,0.03,9.4,15.35,0.17,3.85,1.62,,1.12,,26.12,81.05,0.35,339.7,19.1,1.32,,0.0
2021-04-27 06:00:00,2021-04-27 07:00:00,,108.58,,,0.0,9.47,15.3,0.25,3.6,1.4,,1.18,,25.82,81.7,0.23,331.12,33.25,1.35,,0.0
2021-04-27 07:00:00,2021-04-27 08:00:00,,118.53,0.1,,0.03,9.42,15.32,0.25,3.42,1.3,,1.18,,27.48,79.2,0.3,337.5,112.45,1.45,,0.12
2021-04-27 08:00:00,2021-04-27 09:00:00,,169.53,,,0.0,9.45,15.38,0.18,3.67,1.57,,1.15,,30.78,60.77,0.45,172.65,255.75,1.33,,0.0
2021-04-27 09:00:00,2021-04-27 10:00:00,,142.43,,,0.0,9.4,15.45,0.28,6.4,1.8,,1.15,,34.12,38.12,0.53,342.2,404.83,1.38,,0.0
2021-04-27 10:00:00,2021-04-27 11:00:00,,136.22,,,0.0,9.5,15.7,0.17,8.4,1.47,,1.02,,36.38,27.0,0.35,192.6,484.08,1.28,,0.0
2021-04-27 11:00:00,2021-04-27 12:00:00,,121.67,,0.1,0.0,9.3,15.32,0.18,9.93,1.27,,0.88,,37.5,21.38,0.43,55.45,581.1,1.08,,0.0
2021-04-27 12:00:00,2021-04-27 13:00:00,,103.8,,0.1,0.0,9.38,15.2,0.2,9.3,0.98,,0.62,,37.5,25.6,0.88,90.37,658.25,0.77,,0.0
2021-04-27 13:00:00,2021-04-27 14:00:00,,131.6,0.1,,0.0,9.43,15.32,0.2,8.18,0.73,,0.78,,36.85,30.97,0.97,90.85,636.62,1.12,,0.0
2021-04-27 14:00:00,2021-04-27 15:00:00,,121.55,,,0.0,9.4,14.98,0.33,7.0,0.62,,0.65,,36.22,33.12,0.97,76.05,570.38,1.15,,0.0
2021-04-27 15:00:00,2021-04-27 16:00:00,,119.08,,,0.0,9.4,14.93,0.2,7.4,0.65,,0.38,,35.1,41.67,0.98,83.6,449.93,0.22,,0.0
2021-04-27 16:00:00,2021-04-27 17:00:00,,114.22,,,0.0,9.4,15.08,0.2,5.22,0.55,,0.5,,33.85,50.33,0.93,68.22,302.62,0.77,,0.0
2021-04-27 17:00:00,2021-04-27 18:00:00,,90.15,,,0.0,9.38,14.95,0.12,4.33,0.55,,0.45,,32.8,53.12,0.7,73.7,149.97,0.7,,0.0
2021-04-27 18:00:00,2021-04-27 19:00:00,,92.8,0.1,,0.0,9.45,14.9,0.17,4.22,0.47,,0.5,,30.82,62.83,0.45,64.7,40.55,0.38,,0.0
2021-04-27 19:00:00,2021-04-27 20:00:00,,73.9,,0.1,0.0,9.35,14.95,0.23,3.78,0.5,,0.7,,29.43,71.35,0.38,30.08,19.02,0.38,,0.0
2021-04-27 20:00:00,2021-04-27 21:00:00,,66.3,,,0.0,9.38,15.03,0.12,3.52,0.85,,0.55,,28.9,75.22,0.33,103.85,18.98,0.65,,0.0
2021-04-27 21:00:00,2021-04-27 22:00:00,,82.22,0.1,,0.0,9.35,15.18,0.15,3.62,1.2,,0.6,,28.68,77.32,0.5,17.98,19.3,0.9,,0.0
2021-04-27 22:00:00,2021-04-27 23:00:00,,83.0,0.1,,0.0,9.38,15.15,0.17,3.23,1.58,,0.65,,28.6,78.25,0.62,98.57,19.03,0.97,,0.0
2021-04-27 23:00:00,2021-04-28 00:00:00,,69.62,,,0.0,9.38,15.15,0.12,3.55,1.65,,1.4,,28.65,76.45,0.47,262.57,19.3,1.53,,0.0
2021-04-28 00:00:00,2021-04-28 01:00:00,,64.22,,,0.03,9.47,15.18,0.17,3.65,1.6,,2.12,,28.33,73.93,0.38,338.8,18.97,1.95,,0.0
2021-04-28 01:00:00,2021-04-28 02:00:00,,87.85,,,0.0,9.4,15.25,0.2,3.65,1.32,,2.8,,28.05,74.0,0.5,93.75,18.98,2.65,,0.0
2021-04-28 02:00:00,2021-04-28 03:00:00,,73.72,0.1,,0.03,9.4,15.17,0.15,3.8,1.3,,2.65,,27.73,75.52,0.22,40.0,19.3,2.4,,0.0
2021-04-28 03:00:00,2021-04-28 04:00:00,,132.18,0.1,,0.0,9.4,15.25,0.15,3.8,2.02,,2.18,,27.1,76.72,0.17,241.45,19.1,2.1,,0.0
2021-04-28 04:00:00,2021-04-28 05:00:00,,79.62,0.15,,0.05,9.45,15.15,0.1,3.58,2.42,,1.95,,26.02,79.2,0.1,301.27,18.9,1.92,,0.0
2021-04-28 05:00:00,2021-04-28 06:00:00,,63.62,0.1,,0.03,9.4,15.32,0.1,3.52,2.43,,1.6,,25.7,80.38,0.12,305.25,19.03,1.67,,0.0
2021-04-28 06:00:00,2021-04-28 07:00:00,,77.3,0.1,,0.0,9.38,15.3,0.15,3.42,2.35,,1.38,,25.38,80.9,0.15,313.1,33.35,1.35,,0.0
2021-04-28 07:00:00,2021-04-28 08:00:00,,89.38,0.1,,0.0,9.38,15.25,0.1,3.52,2.18,,1.2,,27.38,77.35,0.38,328.52,116.22,1.23,,0.0
2021-04-28 08:00:00,2021-04-28 09:00:00,,128.9,0.2,,0.03,9.5,15.18,0.1,3.97,2.0,,1.1,,29.88,65.88,0.68,338.62,247.38,1.3,,0.0
2021-04-28 09:00:00,2021-04-28 10:00:00,,101.58,0.1,,0.0,9.4,15.07,0.12,4.67,1.75,,1.43,,32.05,54.95,0.55,106.85,385.98,1.42,,0.0
2021-04-28 10:00:00,2021-04-28 11:00:00,,102.83,,,0.0,9.33,15.1,0.08,6.97,1.82,,1.38,,33.57,48.77,0.5,47.15,504.73,1.6,,0.0
2021-04-28 11:00:00,2021-04-28 12:00:00,,94.45,0.1,,0.03,9.45,15.23,0.12,6.8,2.33,,0.72,,34.52,49.05,0.75,75.67,605.8,0.87,,0.0
2021-04-28 12:00:00,2021-04-28 13:00:00,,96.83,,,0.0,9.3,15.17,0.18,6.7,1.93,,0.45,,33.8,54.7,1.07,83.97,632.17,0.33,,0.0
2021-04-28 13:00:00,2021-04-28 14:00:00,,80.85,0.1,0.1,0.0,9.38,15.28,0.15,6.4,1.25,,0.1,,33.58,54.3,0.98,72.45,627.33,0.12,,0.0
2021-04-28 14:00:00,2021-04-28 15:00:00,,77.15,0.25,,0.08,9.4,15.35,0.2,6.2,1.2,,0.43,,34.42,46.75,0.88,73.88,554.88,0.3,,0.0
2021-04-28 15:00:00,2021-04-28 16:00:00,,93.12,,,0.0,9.38,15.23,0.1,5.62,1.27,,0.67,,34.0,48.77,0.85,76.7,398.75,0.9,,0.0
2021-04-28 16:00:00,2021-04-28 17:00:00,,94.0,,,0.0,9.35,15.15,0.2,5.25,0.85,,0.67,,33.43,48.55,0.8,85.7,272.03,1.0,,0.0
2021-04-28 17:00:00,2021-04-28 18:00:00,,103.47,,,0.0,9.43,14.82,0.12,5.12,0.6,,0.6,,32.5,52.35,0.57,84.65,134.47,0.95,,0.0
2021-04-28 18:00:00,2021-04-28 19:00:00,,92.6,0.1,,0.0,9.45,14.68,0.1,4.38,0.5,,0.62,,30.92,59.45,0.38,73.8,39.7,0.9,,0.0
2021-04-28 19:00:00,2021-04-28 20:00:00,,89.15,,,0.0,9.3,14.8,0.05,4.2,0.5,,0.22,,29.58,68.42,0.28,55.33,19.1,0.57,,0.0
2021-04-28 20:00:00,2021-04-28 21:00:00,,97.53,,,0.0,9.43,15.0,0.05,3.7,0.9,,0.25,,28.85,70.82,0.22,242.75,18.62,0.4,,0.0
2021-04-28 21:00:00,2021-04-28 22:00:00,,99.88,,,0.0,9.45,15.15,0.05,3.38,1.55,,0.9,,28.45,73.35,0.3,115.98,19.1,1.1,,0.0
2021-04-28 22:00:00,2021-04-28 23:00:00,,100.92,0.2,,0.0,9.5,15.1,0.03,3.53,1.9,,1.88,,28.5,74.2,0.38,57.1,19.2,2.17,,0.0
2021-04-28 23:00:00,2021-04-29 00:00:00,,80.12,0.1,,0.0,9.43,15.18,0.03,3.6,2.83,,1.38,,27.95,76.07,0.25,86.92,19.0,1.75,,0.0
2021-04-29 00:00:00,2021-04-29 01:00:00,,80.88,,,0.0,9.38,15.13,0.05,3.6,2.4,,1.03,,27.6,77.9,0.17,164.58,19.05,1.45,,0.0
2021-04-29 01:00:00,2021-04-29 02:00:00,,70.55,,0.1,0.0,9.43,14.9,0.12,3.73,2.62,,0.9,,26.7,78.93,0.15,320.1,19.1,1.12,,0.0
2021-04-29 02:00:00,2021-04-29 03:00:00,,88.97,0.1,,0.0,9.42,15.02,0.08,3.73,2.52,,0.97,,25.93,81.0,0.23,308.83,19.2,1.08,,0.0
2021-04-29 03:00:00,2021-04-29 04:00:00,,63.42,0.1,,0.0,9.4,15.25,0.12,3.8,2.23,,0.95,,25.68,82.35,0.15,290.97,18.93,1.03,,0.0
2021-04-29 04:00:00,2021-04-29 05:00:00,,62.92,,,0.0,9.35,15.23,0.1,3.6,2.02,,0.92,,25.93,82.97,0.15,240.17,19.12,1.1,,0.0
2021-04-29 05:00:00,2021-04-29 06:00:00,,85.75,0.1,,0.0,9.38,15.23,0.1,3.85,1.88,,1.6,,25.32,83.4,0.15,306.23,19.23,1.68,,0.0
2021-04-29 06:00:00,2021-04-29 07:00:00,,76.55,,,0.0,9.42,15.25,0.12,3.8,1.9,,1.87,,25.03,83.9,0.1,301.23,38.55,2.02,,0.0
2021-04-29 07:00:00,2021-04-29 08:00:00,,104.45,,,0.0,9.4,15.2,0.08,3.75,1.92,,1.58,,26.82,82.4,0.23,315.32,130.35,1.92,,0.0
2021-04-29 08:00:00,2021-04-29 09:00:00,,156.28,,0.2,0.0,9.35,15.18,0.17,3.7,2.07,,1.4,,30.27,63.88,0.53,252.08,256.12,1.65,,0.0
2021-04-29 09:00:00,2021-04-29 10:00:00,,118.17,0.15,,0.0,9.45,15.43,0.23,5.03,1.9,,1.32,,33.1,46.62,0.38,257.6,390.58,1.72,,0.0
2021-04-29 10:00:00,2021-04-29 11:00:00,,93.22,0.1,,0.0,9.4,15.43,0.2,8.5,1.58,,1.07,,35.92,36.12,0.28,184.28,518.08,1.38,,0.0
2021-04-29 11:00:00,2021-04-29 12:00:00,,116.65,0.1,0.1,0.08,9.38,15.18,0.1,16.62,1.4,,0.73,,36.88,35.28,0.45,195.3,591.38,1.08,,0.0
2021-04-29 12:00:00,2021-04-29 13:00:00,,117.05,,,0.0,9.45,15.12,0.23,11.68,1.23,,0.67,,35.25,50.68,1.1,99.02,645.68,0.85,,0.0
2021-04-29 13:00:00,2021-04-29 14:00:00,,98.95,,,0.0,9.42,15.35,0.17,7.98,0.7,,0.93,,35.3,50.15,0.93,89.7,646.55,0.97,,0.0
2021-04-29 14:00:00,2021-04-29 15:00:00,,68.58,,,0.0,9.45,15.08,0.28,9.23,0.5,,0.88,,36.1,41.3,0.92,93.35,579.78,1.0,,0.0
2021-04-29 15:00:00,2021-04-29 16:00:00,,74.58,0.1,,0.0,9.38,14.88,0.27,9.12,0.4,,0.7,,35.82,40.67,1.05,90.72,459.85,0.2,,0.0
2021-04-29 16:00:00,2021-04-29 17:00:00,,78.78,0.1,0.1,0.03,9.4,15.0,0.2,7.9,0.3,,0.75,,34.92,39.83,0.93,76.62,310.12,0.4,,0.0
2021-04-29 17:00:00,2021-04-29 18:00:00,,81.83,,,0.0,9.38,14.95,0.2,7.5,0.35,,0.68,,34.15,41.12,0.73,82.8,144.33,0.88,,0.0
2021-04-29 18:00:00,2021-04-29 19:00:00,,92.42,0.1,,0.0,9.35,14.92,0.33,6.7,0.43,,0.68,,31.67,55.28,0.53,65.77,34.25,1.07,,0.0
2021-04-29 19:00:00,2021-04-29 20:00:00,,74.0,,,0.0,9.47,14.7,0.28,5.43,0.57,,0.73,,30.1,64.53,0.3,176.8,19.07,1.38,,0.0
2021-04-29 20:00:00,2021-04-29 21:00:00,,82.47,,,0.0,9.4,14.82,0.12,4.6,0.85,,0.7,,29.7,67.82,0.57,64.3,18.7,1.4,,0.0
2021-04-29 21:00:00,2021-04-29 22:00:00,,79.2,0.1,,0.0,9.45,15.0,0.28,4.47,0.97,,0.55,,29.1,71.45,0.42,112.5,18.85,1.1,,0.0
2021-04-29 22:00:00,2021-04-29 23:00:00,,57.17,0.1,,0.0,9.45,15.08,0.33,4.97,1.15,,0.4,,28.5,73.92,0.35,326.55,19.2,0.82,,0.0
2021-04-29 23:00:00,2021-04-30 00:00:00,,53.15,0.2,,0.0,9.38,15.05,0.27,5.17,1.02,,0.68,,28.25,75.7,0.38,338.65,18.95,0.95,,0.0
