From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2019-09-13 01:00:00,2019-09-13 02:00:00,69.0,75.0,3.23,85.92,48.33,25.75,6.35,,23.8,,,,75.65,0.57,195.88,5.9,981.73,28.45,0.0
2019-09-13 02:00:00,2019-09-13 03:00:00,55.0,88.0,2.6,77.1,43.2,42.0,,,37.27,,,,75.7,0.72,190.43,5.9,981.2,28.3,0.0
2019-09-13 03:00:00,2019-09-13 04:00:00,53.0,81.0,1.72,71.75,39.55,34.1,5.93,,19.53,,,,74.2,1.08,168.8,5.93,981.02,28.3,0.0
2019-09-13 04:00:00,2019-09-13 05:00:00,48.0,68.0,1.82,72.5,40.05,28.02,6.0,,18.7,,,,74.95,0.87,169.3,5.9,981.15,28.1,0.0
2019-09-13 05:00:00,2019-09-13 06:00:00,47.0,80.0,2.45,73.65,41.2,25.27,6.08,,32.65,,,,76.4,0.8,164.0,5.95,981.65,27.75,0.0
2019-09-13 06:00:00,2019-09-13 07:00:00,46.0,77.0,3.22,72.75,41.32,26.13,6.1,,12.8,,,,76.12,1.1,158.62,33.1,982.1,27.82,0.0
2019-09-13 07:00:00,2019-09-13 08:00:00,55.5,80.5,3.25,69.83,39.77,29.1,6.5,,9.8,,,,73.78,1.43,179.93,157.45,982.58,28.77,0.0
2019-09-13 08:00:00,2019-09-13 09:00:00,59.75,91.25,3.62,69.35,39.83,31.3,6.37,,19.7,,,,67.3,1.12,186.22,317.2,982.92,31.08,0.0
2019-09-13 09:00:00,2019-09-13 10:00:00,69.0,120.75,5.05,85.62,49.65,35.45,5.6,,85.92,,,,62.2,1.62,245.8,399.48,983.3,32.55,0.0
2019-09-13 10:00:00,2019-09-13 11:00:00,64.0,137.0,3.08,79.03,44.55,43.38,5.58,,20.02,,,,54.8,1.22,219.85,561.88,983.27,34.48,0.0
2019-09-13 11:00:00,2019-09-13 12:00:00,39.75,89.75,1.65,74.92,41.23,53.58,5.75,,42.3,,,,51.98,1.35,227.95,585.05,982.82,35.35,0.0
2019-09-13 12:00:00,2019-09-13 13:00:00,40.25,101.5,1.4,76.2,41.65,51.2,5.77,,105.72,,,,50.38,1.23,175.43,485.95,982.3,35.92,0.0
2019-09-13 13:00:00,2019-09-13 14:00:00,43.0,130.75,1.02,76.8,41.7,46.25,5.63,,101.4,,,,48.25,1.38,148.77,539.42,981.5,36.65,0.0
2019-09-13 14:00:00,2019-09-13 15:00:00,41.25,136.25,0.93,77.85,42.15,42.75,5.85,,110.97,,,,47.48,1.4,171.32,459.05,980.38,37.05,0.0
2019-09-13 15:00:00,2019-09-13 16:00:00,43.75,142.0,1.0,81.17,43.98,42.53,6.53,,88.95,,,,48.2,1.38,177.72,410.62,979.45,36.95,0.0
2019-09-13 16:00:00,2019-09-13 17:00:00,38.25,122.5,0.93,80.47,43.58,43.48,6.58,,64.9,,182.65,,50.4,1.48,165.68,135.08,978.95,35.83,0.0
2019-09-13 17:00:00,2019-09-13 18:00:00,32.25,105.75,0.95,80.8,43.72,42.78,6.62,,46.88,,,,53.25,1.32,157.2,59.62,978.85,34.62,0.0
2019-09-13 18:00:00,2019-09-13 19:00:00,32.0,129.0,1.05,86.75,47.0,40.73,6.07,,33.45,,259.15,,57.48,0.82,180.32,10.82,979.5,33.05,0.0
2019-09-13 19:00:00,2019-09-13 20:00:00,38.0,147.0,1.42,94.52,51.42,36.88,6.68,,21.18,,,,60.77,0.67,203.1,5.72,980.4,31.65,0.0
2019-09-13 20:00:00,2019-09-13 21:00:00,43.25,192.75,2.27,104.62,57.53,35.55,6.9,,13.67,,,,62.6,0.55,195.53,5.73,981.33,30.73,0.0
2019-09-13 21:00:00,2019-09-13 22:00:00,46.5,172.5,5.78,110.7,63.58,37.5,6.45,,12.25,,,,65.68,0.38,207.6,5.7,981.88,29.98,0.0
2019-09-13 22:00:00,2019-09-13 23:00:00,46.5,185.0,12.4,106.88,66.95,35.82,6.62,,12.12,,,,67.12,0.8,220.45,5.7,982.27,30.1,0.0
2019-09-13 23:00:00,2019-09-14 00:00:00,46.0,156.0,2.3,91.45,50.58,32.33,6.88,,11.0,,,,63.68,1.4,240.2,5.7,982.35,30.95,0.0
2019-09-14 00:00:00,2019-09-14 01:00:00,28.25,71.75,1.37,75.88,41.48,35.0,6.7,,10.68,,,,62.12,1.4,239.3,5.7,982.1,30.95,0.0
2019-09-14 01:00:00,2019-09-14 02:00:00,25.25,57.75,1.48,72.3,39.65,40.12,6.62,,7.2,,,,64.05,0.82,224.1,5.7,981.48,30.38,0.0
2019-09-14 02:00:00,2019-09-14 03:00:00,36.75,65.75,2.1,68.1,37.9,48.2,,,9.2,,,,67.0,0.92,214.25,5.7,980.98,29.68,0.0
2019-09-14 03:00:00,2019-09-14 04:00:00,26.25,50.5,1.27,67.13,36.73,37.15,6.58,,16.12,,,,67.47,1.23,190.0,5.7,981.02,29.65,0.0
2019-09-14 04:00:00,2019-09-14 05:00:00,32.5,59.0,0.8,59.77,32.48,28.55,6.65,,69.95,,,,67.17,1.68,197.02,5.7,981.35,28.92,0.0
2019-09-14 05:00:00,2019-09-14 06:00:00,31.0,52.5,0.88,57.83,31.33,26.77,6.77,,47.33,,,,68.53,1.77,205.2,5.65,981.8,28.58,0.0
2019-09-14 06:00:00,2019-09-14 07:00:00,30.75,52.25,1.07,58.22,31.82,27.45,6.97,,11.72,,,,69.95,1.25,215.2,30.1,982.38,28.25,0.0
2019-09-14 07:00:00,2019-09-14 08:00:00,30.25,56.5,1.93,60.25,33.65,30.05,7.0,,13.17,,,,69.1,1.4,196.03,104.15,983.08,28.95,0.0
2019-09-14 08:00:00,2019-09-14 09:00:00,34.75,65.5,2.3,58.63,33.25,30.07,6.87,,11.1,,,,67.38,1.52,168.62,224.45,983.77,30.05,0.0
2019-09-14 09:00:00,2019-09-14 10:00:00,48.75,96.75,2.83,61.18,34.4,29.65,7.2,,33.25,,,,61.72,1.75,186.27,410.95,984.17,31.65,0.0
2019-09-14 10:00:00,2019-09-14 11:00:00,55.75,126.75,3.1,66.13,37.78,32.37,7.8,,33.9,,,,56.9,1.33,171.53,572.62,984.05,33.35,0.0
2019-09-14 11:00:00,2019-09-14 12:00:00,56.5,138.5,1.4,85.7,46.7,34.7,7.95,,33.98,,,,54.55,1.23,140.37,615.3,983.55,34.12,0.0
2019-09-14 12:00:00,2019-09-14 13:00:00,61.5,131.25,1.15,80.72,43.9,34.73,4.42,,40.48,,,,52.42,1.65,170.22,696.97,982.88,34.9,0.0
2019-09-14 13:00:00,2019-09-14 14:00:00,34.5,96.0,1.0,76.17,41.33,32.7,2.25,,40.0,,,,49.73,1.38,164.72,677.77,981.88,35.8,0.0
2019-09-14 14:00:00,2019-09-14 15:00:00,28.5,70.0,1.0,75.9,41.15,36.08,1.9,,43.17,,,,50.5,1.65,168.35,439.62,980.88,35.78,0.0
2019-09-14 15:00:00,2019-09-14 16:00:00,25.75,75.75,1.02,76.4,41.48,38.62,6.85,,45.12,,,,50.98,1.8,160.15,382.88,980.12,35.42,0.0
2019-09-14 16:00:00,2019-09-14 17:00:00,30.75,84.0,0.8,77.4,41.8,38.25,8.25,,43.55,,,,54.95,1.82,168.4,103.62,980.12,33.85,0.0
2019-09-14 17:00:00,2019-09-14 18:00:00,29.75,87.75,,,,34.02,7.03,,42.95,,142.4,,56.65,1.57,170.47,56.27,980.25,33.08,0.0
2019-09-14 18:00:00,2019-09-14 19:00:00,30.25,104.0,,,,33.15,7.93,,53.03,,181.05,,59.25,1.48,170.28,10.65,980.95,32.05,0.0
2019-09-14 19:00:00,2019-09-14 20:00:00,33.0,121.5,31.8,82.8,69.7,34.8,8.43,,42.02,,,,61.83,1.57,163.43,5.62,981.7,31.32,0.0
2019-09-14 20:00:00,2019-09-14 21:00:00,32.0,125.25,,,,,8.83,,31.6,,,,64.55,1.52,165.7,5.57,982.6,30.58,0.0
2019-09-14 21:00:00,2019-09-14 22:00:00,38.5,112.25,0.4,121.0,64.65,31.3,7.18,,26.33,,,,65.07,1.48,170.8,5.5,983.35,30.23,0.0
2019-09-14 22:00:00,2019-09-14 23:00:00,38.5,101.25,0.33,109.55,58.58,31.05,6.58,,22.65,,,,67.62,1.77,160.5,5.5,983.2,29.7,0.0
2019-09-14 23:00:00,2019-09-15 00:00:00,34.0,77.0,0.4,101.65,54.4,29.67,7.0,,15.7,,,,70.78,1.55,162.25,5.5,982.9,28.92,0.0
2019-09-15 00:00:00,2019-09-15 01:00:00,37.0,55.75,0.62,100.07,53.75,27.78,7.18,,11.82,,,,72.67,1.73,163.72,5.53,982.58,28.4,0.0
2019-09-15 01:00:00,2019-09-15 02:00:00,42.75,52.5,0.45,89.9,48.18,26.68,7.9,,14.5,,,,73.85,1.45,169.95,5.5,982.27,27.98,0.0
2019-09-15 02:00:00,2019-09-15 03:00:00,32.5,42.5,1.4,89.0,48.5,39.3,,,14.73,,,,73.38,0.92,163.3,5.53,982.1,28.08,0.0
2019-09-15 03:00:00,2019-09-15 04:00:00,29.25,37.25,0.9,85.12,46.03,31.93,5.95,,17.38,,,,73.28,0.97,164.15,5.53,982.07,27.95,0.0
2019-09-15 04:00:00,2019-09-15 05:00:00,24.0,44.0,0.7,84.8,45.7,27.8,6.4,,23.0,,,,73.0,0.6,166.6,5.5,982.1,28.1,0.0
2019-09-15 05:00:00,2019-09-15 06:00:00,,,,,,,,,,,,,,,,,,,
2019-09-15 06:00:00,2019-09-15 07:00:00,,,,,,,,,,,,,,,,,,,
2019-09-15 07:00:00,2019-09-15 08:00:00,24.0,44.0,1.0,30.5,17.0,,6.5,,9.65,,,,75.17,1.6,163.0,59.8,983.37,27.7,0.0
2019-09-15 08:00:00,2019-09-15 09:00:00,39.0,72.0,2.48,80.7,44.95,18.68,7.83,,1.2,,,,72.88,1.5,169.23,121.43,983.68,28.4,0.0
2019-09-15 09:00:00,2019-09-15 10:00:00,39.0,72.0,2.5,121.97,66.93,16.27,7.95,,6.75,,,,71.37,1.2,179.6,225.43,984.27,28.77,0.0
2019-09-15 10:00:00,2019-09-15 11:00:00,33.0,41.0,1.45,99.95,54.35,17.73,8.67,,20.72,,,,59.23,0.85,124.22,562.83,984.32,32.08,0.0
2019-09-15 11:00:00,2019-09-15 12:00:00,34.5,50.0,1.48,96.75,52.67,34.23,9.43,,40.52,,,,56.5,1.25,79.7,507.15,983.6,33.05,0.0
2019-09-15 12:00:00,2019-09-15 13:00:00,37.75,73.0,0.88,89.4,48.23,40.5,5.05,,55.62,,109.3,,56.5,1.0,162.12,392.43,982.92,33.23,0.0
2019-09-15 13:00:00,2019-09-15 14:00:00,34.25,61.0,0.75,84.15,45.38,41.77,4.53,,75.33,,,,53.73,1.15,154.05,371.6,982.0,34.0,0.0
2019-09-15 14:00:00,2019-09-15 15:00:00,37.75,65.0,0.5,83.25,44.68,37.8,5.73,,87.92,,,,56.25,1.12,151.85,277.35,981.12,33.35,0.0
2019-09-15 15:00:00,2019-09-15 16:00:00,44.75,76.25,0.65,83.05,44.7,34.55,9.15,,91.05,,,,52.4,0.98,146.6,337.2,980.42,34.62,0.0
2019-09-15 16:00:00,2019-09-15 17:00:00,39.5,75.25,0.4,83.78,44.85,32.4,8.68,,87.05,,,,54.03,1.15,179.75,155.25,980.1,33.95,0.0
2019-09-15 17:00:00,2019-09-15 18:00:00,34.5,79.5,0.5,87.22,46.8,30.55,8.8,,75.73,,,,57.03,1.17,177.65,73.8,980.05,32.97,0.0
2019-09-15 18:00:00,2019-09-15 19:00:00,32.25,89.0,0.5,91.87,49.3,28.65,8.43,,58.35,,,,60.58,0.83,187.27,12.57,980.5,31.75,0.0
2019-09-15 19:00:00,2019-09-15 20:00:00,34.5,121.25,0.88,101.75,54.83,27.55,8.7,,32.75,,,,65.38,0.53,219.35,5.75,981.13,30.33,0.0
2019-09-15 20:00:00,2019-09-15 21:00:00,48.0,146.0,0.8,104.07,55.98,27.62,9.03,,22.82,,,,69.05,0.53,218.3,5.78,981.97,29.32,0.0
2019-09-15 21:00:00,2019-09-15 22:00:00,67.75,161.0,7.48,118.57,69.15,26.95,8.3,,18.07,,,,70.1,0.42,140.95,5.75,982.5,28.88,0.0
2019-09-15 22:00:00,2019-09-15 23:00:00,73.0,180.0,9.18,126.72,74.85,28.18,7.85,,16.85,,,,71.1,0.5,195.03,5.7,982.45,28.65,0.0
2019-09-15 23:00:00,2019-09-16 00:00:00,70.75,179.25,4.8,122.18,68.9,27.53,8.1,,15.72,,,,71.68,0.47,197.65,5.7,982.25,28.33,0.0
2019-09-16 00:00:00,2019-09-16 01:00:00,64.0,159.0,7.0,122.88,71.03,28.33,8.18,,14.18,,,,73.8,0.33,186.45,5.73,981.88,27.82,0.0
2019-09-16 01:00:00,2019-09-16 02:00:00,64.0,139.5,32.73,113.2,86.78,27.03,8.65,,15.5,,,,74.98,0.43,23.5,5.7,981.17,27.65,0.0
2019-09-16 02:00:00,2019-09-16 03:00:00,65.5,152.5,16.3,111.6,72.6,42.1,,,16.7,,,,76.03,0.35,219.88,5.7,980.67,27.28,0.0
2019-09-16 03:00:00,2019-09-16 04:00:00,69.0,125.0,22.7,103.53,73.55,34.42,8.32,,16.8,,,,77.7,0.52,80.27,5.72,980.42,27.0,0.0
2019-09-16 04:00:00,2019-09-16 05:00:00,69.25,131.0,16.38,101.5,67.38,27.55,8.25,,16.6,,,,78.08,0.68,7.7,5.73,980.7,26.8,0.0
2019-09-16 05:00:00,2019-09-16 06:00:00,84.75,148.5,14.3,97.5,63.5,25.17,8.88,,15.95,,,,78.3,0.78,5.22,5.83,981.28,26.78,0.0
2019-09-16 06:00:00,2019-09-16 07:00:00,102.75,174.25,20.25,92.15,65.53,25.32,8.95,,17.52,,,,78.73,0.55,10.35,23.82,981.88,26.85,0.0
2019-09-16 07:00:00,2019-09-16 08:00:00,102.25,166.0,12.4,92.32,59.22,27.4,9.65,,17.77,,,,72.55,0.45,232.75,110.57,982.23,28.65,0.0
2019-09-16 08:00:00,2019-09-16 09:00:00,85.33,131.33,3.38,80.03,45.33,26.25,10.5,,16.3,,,,65.15,1.2,294.73,275.23,982.55,30.95,0.0
2019-09-16 09:00:00,2019-09-16 10:00:00,65.0,112.25,2.2,77.22,42.88,29.07,8.4,,27.88,,,,59.95,0.98,296.98,395.75,983.0,32.92,0.0
2019-09-16 10:00:00,2019-09-16 11:00:00,53.0,94.0,,,,31.62,7.55,,48.73,,,,53.77,0.68,178.5,473.45,983.1,34.75,0.0
2019-09-16 11:00:00,2019-09-16 12:00:00,44.75,74.25,0.33,69.63,37.3,39.53,7.4,,76.0,,,,51.0,0.72,243.45,509.27,982.65,35.72,0.0
2019-09-16 12:00:00,2019-09-16 13:00:00,47.75,78.0,0.3,42.9,28.65,34.62,6.47,,72.35,,,,46.48,0.85,92.45,655.88,981.67,37.27,0.0
2019-09-16 13:00:00,2019-09-16 14:00:00,49.5,81.0,,,,36.72,6.8,,110.97,,,,44.78,1.45,56.48,579.7,980.65,37.2,0.0
2019-09-16 14:00:00,2019-09-16 15:00:00,49.0,93.25,,,,34.57,7.37,0.8,130.43,,,,45.65,1.4,49.17,370.98,979.58,37.33,0.0
2019-09-16 15:00:00,2019-09-16 16:00:00,53.75,109.75,,,,37.7,8.62,0.75,135.62,,,,46.62,1.57,47.67,388.42,978.62,36.8,0.0
2019-09-16 16:00:00,2019-09-16 17:00:00,60.0,132.75,,,,,9.6,0.8,133.3,,,,48.82,1.43,48.3,135.3,978.25,35.55,0.0
2019-09-16 17:00:00,2019-09-16 18:00:00,65.75,150.0,0.5,97.2,52.1,35.2,10.12,1.55,134.8,,,,50.05,1.78,64.55,59.0,978.27,34.42,0.0
2019-09-16 18:00:00,2019-09-16 19:00:00,75.0,180.0,0.4,98.6,52.77,32.02,11.18,2.03,106.15,,156.8,,55.17,1.3,65.25,10.68,978.83,32.85,0.0
2019-09-16 19:00:00,2019-09-16 20:00:00,79.25,190.75,0.72,105.25,56.58,29.07,10.45,2.55,73.53,,203.25,,60.85,0.95,73.48,5.6,979.38,31.73,0.0
2019-09-16 20:00:00,2019-09-16 21:00:00,84.5,197.25,0.68,112.7,60.5,26.05,10.3,2.83,67.35,,182.03,,60.53,1.15,112.93,5.6,980.0,32.12,0.0
2019-09-16 21:00:00,2019-09-16 22:00:00,90.75,218.0,1.35,127.78,69.03,25.5,8.55,2.3,30.3,,145.95,,64.8,0.68,200.6,5.62,980.3,30.45,0.0
2019-09-16 22:00:00,2019-09-16 23:00:00,97.5,254.25,1.07,113.9,61.3,29.65,9.0,2.15,35.48,,108.3,,65.8,0.65,170.15,5.6,980.55,30.27,0.0
2019-09-16 23:00:00,2019-09-17 00:00:00,100.75,207.75,1.05,78.45,42.6,33.6,8.45,2.27,31.98,,,,69.92,0.47,196.78,5.6,980.83,28.92,0.0
2019-09-17 00:00:00,2019-09-17 01:00:00,100.5,193.0,1.15,72.62,39.55,34.58,8.15,2.17,23.65,,,,70.27,0.75,183.63,5.6,980.8,28.75,0.0
2019-09-17 01:00:00,2019-09-17 02:00:00,109.5,170.5,1.0,72.75,39.5,35.62,9.57,2.33,24.7,,,,70.4,0.6,203.65,5.62,980.6,28.75,0.0
2019-09-17 02:00:00,2019-09-17 03:00:00,107.0,180.25,2.8,88.0,49.1,46.0,,,36.23,,,,70.72,0.62,260.65,5.6,980.32,28.7,0.0
2019-09-17 03:00:00,2019-09-17 04:00:00,108.5,182.0,1.53,75.97,41.7,37.45,11.07,1.65,38.98,,,,67.9,1.38,273.75,5.6,980.38,29.27,0.0
2019-09-17 04:00:00,2019-09-17 05:00:00,85.25,126.0,0.53,58.7,31.6,29.53,12.35,1.25,30.62,,,,63.68,1.08,289.75,5.6,980.28,28.25,0.0
2019-09-17 05:00:00,2019-09-17 06:00:00,60.25,89.75,1.1,63.57,34.7,31.32,10.72,1.5,29.35,,,,67.67,0.33,232.82,5.62,980.65,27.32,0.0
2019-09-17 06:00:00,2019-09-17 07:00:00,76.25,118.0,3.18,72.6,41.23,32.45,10.28,2.02,18.62,,,,68.92,0.78,228.07,81.95,981.33,28.55,0.0
2019-09-17 07:00:00,2019-09-17 08:00:00,84.75,143.5,2.1,65.38,36.52,31.05,10.15,2.07,24.28,,,,67.97,0.95,97.58,64.4,982.17,28.88,0.0
2019-09-17 08:00:00,2019-09-17 09:00:00,69.5,106.25,1.1,56.75,31.07,26.55,10.17,1.73,45.95,,,,63.85,1.35,253.7,118.95,982.67,27.95,0.0
2019-09-17 09:00:00,2019-09-17 10:00:00,34.5,62.0,1.32,55.05,30.35,30.8,9.92,0.9,71.12,,,,55.3,0.57,245.3,489.35,983.2,31.35,0.0
2019-09-17 10:00:00,2019-09-17 11:00:00,33.75,62.0,1.35,58.22,32.13,34.95,9.88,1.08,97.85,,,,48.2,0.45,281.62,517.8,983.68,34.45,0.0
2019-09-17 11:00:00,2019-09-17 12:00:00,34.25,65.25,0.62,57.52,30.9,33.62,9.38,1.12,122.95,,,,45.0,0.45,123.78,570.67,983.38,35.58,0.0
2019-09-17 12:00:00,2019-09-17 13:00:00,30.75,77.5,0.62,58.45,31.57,31.2,9.45,1.4,140.65,,,,43.1,0.88,36.67,665.58,982.7,37.07,0.0
2019-09-17 13:00:00,2019-09-17 14:00:00,36.5,86.75,0.43,58.2,31.32,28.73,9.52,1.55,144.45,,,,43.02,1.2,36.85,578.55,981.88,37.65,0.0
2019-09-17 14:00:00,2019-09-17 15:00:00,38.25,92.0,0.45,57.9,31.1,27.6,9.97,1.67,157.93,,,,41.35,1.23,116.18,328.55,980.97,38.25,0.0
2019-09-17 15:00:00,2019-09-17 16:00:00,36.5,91.5,0.43,57.7,31.07,27.93,8.58,,138.68,,,,42.82,1.05,45.05,437.65,980.2,37.58,0.0
2019-09-17 16:00:00,2019-09-17 17:00:00,32.25,94.0,0.43,58.6,31.52,28.4,8.23,,153.6,,,,47.78,1.18,49.42,113.0,979.92,35.75,0.0
2019-09-17 17:00:00,2019-09-17 18:00:00,41.75,113.0,0.4,57.8,31.35,26.73,8.18,,137.93,,,,48.58,1.15,50.53,49.52,979.98,34.12,0.0
2019-09-17 18:00:00,2019-09-17 19:00:00,44.0,140.75,0.28,69.67,37.28,26.3,7.95,,75.15,,,,56.95,0.7,192.82,10.2,980.58,31.55,0.0
2019-09-17 19:00:00,2019-09-17 20:00:00,56.25,180.5,0.43,82.05,43.98,25.15,8.05,,41.3,,,,60.5,0.42,152.7,5.65,981.45,30.25,0.0
2019-09-17 20:00:00,2019-09-17 21:00:00,73.0,255.5,0.53,75.7,40.7,25.23,8.8,,35.38,,114.53,,61.15,0.53,172.52,5.65,982.3,29.98,0.0
2019-09-17 21:00:00,2019-09-17 22:00:00,95.5,299.5,0.78,76.67,41.4,26.93,8.92,,48.75,,105.8,,59.95,0.5,133.45,5.6,982.73,30.6,0.0
2019-09-17 22:00:00,2019-09-17 23:00:00,97.0,267.75,0.93,74.2,40.18,28.27,9.65,,32.85,,110.7,,62.65,0.95,223.45,5.67,983.02,30.05,0.0
2019-09-17 23:00:00,2019-09-18 00:00:00,80.0,198.25,0.78,69.73,37.77,26.5,8.98,,29.82,,,,62.47,1.32,245.93,5.72,983.07,30.3,0.0
2019-09-18 00:00:00,2019-09-18 01:00:00,53.5,121.5,0.65,62.78,33.95,25.9,8.95,,35.2,,,,61.45,1.1,241.47,5.62,983.15,30.17,0.0
2019-09-18 01:00:00,2019-09-18 02:00:00,46.25,100.75,0.62,59.3,32.2,25.2,9.27,,,,,,62.23,0.85,212.1,5.7,983.15,29.4,0.0
2019-09-18 02:00:00,2019-09-18 03:00:00,45.0,85.5,,,,,,,46.73,,,,61.17,1.25,236.22,5.75,983.28,29.3,0.0
2019-09-18 03:00:00,2019-09-18 04:00:00,41.25,78.0,0.5,57.8,31.15,28.25,6.67,,40.22,,,,61.9,1.05,243.12,5.7,983.32,28.85,0.0
2019-09-18 04:00:00,2019-09-18 05:00:00,47.75,77.0,0.5,57.62,31.02,23.5,6.85,,35.55,,,,64.42,0.85,200.4,5.62,983.78,28.05,0.0
2019-09-18 05:00:00,2019-09-18 06:00:00,47.25,78.5,0.65,56.83,30.75,21.75,6.75,,35.98,,,,65.6,1.4,190.95,5.62,984.4,28.05,0.0
2019-09-18 06:00:00,2019-09-18 07:00:00,52.75,103.75,1.25,58.58,32.23,22.95,7.65,,52.2,,,,68.03,2.02,207.15,28.5,985.25,27.55,0.0
2019-09-18 07:00:00,2019-09-18 08:00:00,60.0,130.5,1.62,58.67,32.53,22.92,9.35,,44.05,,,,61.65,1.85,211.1,134.83,986.07,28.07,0.0
2019-09-18 08:00:00,2019-09-18 09:00:00,36.75,108.0,2.9,61.53,35.13,26.45,8.03,,61.9,,,,54.17,2.15,199.17,305.3,986.95,29.73,0.0
2019-09-18 09:00:00,2019-09-18 10:00:00,34.25,143.75,2.25,58.72,33.08,30.25,10.47,,88.48,,,,53.6,2.17,157.1,475.17,987.72,30.0,0.0
2019-09-18 10:00:00,2019-09-18 11:00:00,47.0,209.75,1.23,56.55,31.1,28.25,11.3,0.5,123.85,,,,51.88,2.12,189.65,629.35,987.4,31.47,0.0
2019-09-18 11:00:00,2019-09-18 12:00:00,46.0,165.5,1.12,62.08,33.92,25.23,12.42,0.72,160.45,,133.3,,47.05,1.98,188.57,712.72,987.1,33.8,0.0
2019-09-18 12:00:00,2019-09-18 13:00:00,47.25,165.5,1.0,64.48,34.9,25.45,15.58,0.95,,,,,46.1,1.55,191.5,674.33,986.62,34.88,0.0
2019-09-18 13:00:00,2019-09-18 14:00:00,54.33,186.33,,,,25.93,14.3,0.97,,,,,46.77,1.82,169.98,538.57,986.0,35.32,0.0
2019-09-18 14:00:00,2019-09-18 15:00:00,58.25,194.5,0.2,32.15,17.25,23.4,12.8,0.87,,,,,46.75,2.03,173.88,311.23,985.25,35.38,0.0
2019-09-18 15:00:00,2019-09-18 16:00:00,50.0,170.75,0.23,35.45,19.07,41.1,11.5,0.83,98.33,,,,47.95,1.85,154.85,388.05,984.55,35.08,0.0
2019-09-18 16:00:00,2019-09-18 17:00:00,50.0,158.0,0.27,32.83,17.7,33.12,8.78,1.1,100.2,,,,50.17,1.6,159.52,129.15,984.33,33.95,0.0
2019-09-18 17:00:00,2019-09-18 18:00:00,34.0,153.0,0.3,24.35,13.2,22.05,7.35,0.7,77.95,,,,52.38,1.7,162.62,51.65,984.3,32.53,0.0
2019-09-18 18:00:00,2019-09-18 19:00:00,36.75,158.25,,,,21.6,,,65.12,,,,56.38,1.45,167.97,8.68,984.6,31.33,0.0
2019-09-18 19:00:00,2019-09-18 20:00:00,46.75,172.5,1.0,52.05,28.5,26.8,8.53,1.0,45.17,,,,59.7,1.85,186.6,5.78,985.25,30.2,0.0
2019-09-18 20:00:00,2019-09-18 21:00:00,53.0,166.0,1.7,73.55,40.47,25.23,12.62,1.1,49.23,,,,61.35,1.55,213.08,5.92,986.55,29.93,0.0
2019-09-18 21:00:00,2019-09-18 22:00:00,53.25,149.25,1.93,81.98,45.05,22.95,16.3,1.12,18.93,,,,61.58,1.5,217.7,5.93,987.07,29.43,0.0
2019-09-18 22:00:00,2019-09-18 23:00:00,45.25,107.0,1.32,61.0,33.5,22.6,10.8,0.92,43.1,,,,63.33,1.83,217.8,5.85,987.02,29.1,0.0
2019-09-18 23:00:00,2019-09-19 00:00:00,44.75,74.5,1.33,57.9,31.9,25.6,8.53,0.9,41.35,,,,64.7,2.1,219.85,5.8,987.2,28.9,0.0
2019-09-19 00:00:00,2019-09-19 01:00:00,41.0,64.75,1.6,56.23,30.97,27.5,8.28,0.85,28.95,,,,65.97,2.15,218.12,5.72,987.15,28.35,0.0
2019-09-19 01:00:00,2019-09-19 02:00:00,33.75,53.25,1.28,52.82,29.12,27.25,8.25,0.8,33.0,,,,67.22,2.0,207.23,5.7,987.15,27.42,0.0
2019-09-19 02:00:00,2019-09-19 03:00:00,14.0,38.25,1.3,46.1,25.6,35.3,6.9,0.8,28.57,,,,68.55,2.12,202.05,5.7,987.15,26.67,0.0
2019-09-19 03:00:00,2019-09-19 04:00:00,18.25,31.5,1.23,44.0,24.4,29.5,7.92,0.8,33.85,,,,68.3,2.35,197.77,5.7,987.17,26.48,0.0
2019-09-19 04:00:00,2019-09-19 05:00:00,13.0,19.75,0.97,42.42,23.38,25.75,7.95,0.8,38.48,,,,68.3,2.08,196.55,5.7,987.45,26.33,0.0
2019-09-19 05:00:00,2019-09-19 06:00:00,14.5,24.5,1.27,44.27,24.6,23.82,7.9,0.8,28.05,,,,68.55,1.6,208.9,5.72,987.8,26.23,0.0
2019-09-19 06:00:00,2019-09-19 07:00:00,21.0,30.0,1.88,49.25,27.73,24.38,8.22,0.95,15.18,,,,71.28,1.38,179.0,31.9,988.45,25.65,0.0
2019-09-19 07:00:00,2019-09-19 08:00:00,29.75,53.5,2.9,47.93,27.85,26.88,8.88,1.02,12.2,,,,72.35,1.68,157.55,87.2,989.32,25.82,0.0
2019-09-19 08:00:00,2019-09-19 09:00:00,38.75,63.0,2.6,46.97,27.1,27.32,9.25,1.02,13.6,,,,70.2,1.85,159.85,125.4,989.85,26.5,0.0
2019-09-19 09:00:00,2019-09-19 10:00:00,40.5,74.75,2.95,47.2,27.5,27.98,9.55,1.05,24.4,,,,65.5,1.52,177.6,262.7,990.12,28.12,0.0
2019-09-19 10:00:00,2019-09-19 11:00:00,42.0,102.0,2.58,52.5,30.02,29.8,11.53,1.15,52.83,,,,60.62,1.62,183.62,287.1,990.02,29.33,0.0
