From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2018-07-04 18:00:00,2018-07-04 19:00:00,79.0,251.0,,,,,17.6,0.9,100.9,1.2,40.1,,56.1,1.4,176.9,26.4,972.7,33.5,0.0
2018-07-04 19:00:00,2018-07-04 20:00:00,73.0,239.75,0.4,24.55,13.45,36.4,15.6,0.92,80.72,1.33,26.45,,62.95,1.6,150.33,8.12,973.1,32.82,0.0
2018-07-04 20:00:00,2018-07-04 21:00:00,52.75,185.75,0.9,18.2,10.5,39.0,12.8,0.9,46.58,1.32,40.8,,73.93,1.85,157.53,4.02,973.9,31.65,0.0
2018-07-04 21:00:00,2018-07-04 22:00:00,46.0,120.25,0.7,14.75,8.4,41.65,13.12,0.9,37.0,1.05,11.12,,77.85,1.78,157.2,4.12,974.72,30.95,0.0
2018-07-04 22:00:00,2018-07-04 23:00:00,46.5,105.75,0.28,14.3,7.85,41.75,12.0,0.9,33.32,1.13,9.38,,80.0,1.43,154.5,4.15,975.22,30.22,0.0
2018-07-04 23:00:00,2018-07-05 00:00:00,47.0,101.25,0.52,11.13,6.33,41.15,12.53,0.83,32.35,1.15,8.85,,81.08,1.33,161.08,4.12,975.3,29.85,0.0
2018-07-05 00:00:00,2018-07-05 01:00:00,44.75,87.25,0.65,11.57,6.75,39.88,13.7,0.78,26.2,1.25,8.45,,82.7,1.28,176.23,4.05,975.02,29.6,0.0
2018-07-05 01:00:00,2018-07-05 02:00:00,46.25,79.0,0.7,11.48,6.65,38.75,13.47,0.7,26.1,1.1,9.47,,84.2,1.08,200.33,3.95,975.0,29.25,0.0
2018-07-05 02:00:00,2018-07-05 03:00:00,44.25,77.5,0.5,9.3,5.3,39.7,10.1,,22.75,1.27,11.0,,84.23,1.3,176.5,3.97,974.65,29.07,0.0
2018-07-05 03:00:00,2018-07-05 04:00:00,51.25,81.5,0.4,10.1,5.8,40.2,11.2,0.72,29.35,1.08,11.35,,82.67,1.25,154.75,4.2,974.35,29.2,0.0
2018-07-05 04:00:00,2018-07-05 05:00:00,68.5,108.25,0.47,13.47,7.57,43.23,10.83,0.92,24.05,1.73,14.42,,85.93,1.1,186.5,4.07,974.07,28.63,0.0
2018-07-05 05:00:00,2018-07-05 06:00:00,65.0,117.0,1.35,16.9,10.05,45.9,12.88,0.95,21.47,3.5,14.88,,87.5,0.8,191.92,11.0,974.35,28.25,0.0
2018-07-05 06:00:00,2018-07-05 07:00:00,65.25,129.5,1.62,15.73,9.78,42.98,12.83,0.9,18.18,1.68,12.62,,80.75,0.93,189.93,83.85,974.77,29.4,0.0
2018-07-05 07:00:00,2018-07-05 08:00:00,57.25,128.25,2.47,17.28,11.2,39.85,15.7,0.83,25.25,2.28,14.7,,67.52,1.15,235.52,222.55,975.2,31.4,0.0
2018-07-05 08:00:00,2018-07-05 09:00:00,59.5,150.75,2.9,27.8,17.17,38.22,18.8,1.1,39.62,1.9,17.15,,64.62,1.38,292.3,284.68,975.75,33.05,0.0
2018-07-05 09:00:00,2018-07-05 10:00:00,62.25,153.5,1.43,21.15,12.4,41.18,20.65,0.87,59.73,1.47,15.6,,58.1,1.03,240.55,535.55,976.35,35.1,0.0
2018-07-05 10:00:00,2018-07-05 11:00:00,57.25,139.25,0.92,14.75,8.58,43.0,17.53,0.8,65.62,1.15,16.88,,56.9,2.43,50.67,545.28,976.88,35.58,0.0
2018-07-05 11:00:00,2018-07-05 12:00:00,61.75,170.0,0.77,10.7,6.3,46.1,14.15,0.8,76.85,1.32,59.57,,56.53,2.07,67.02,766.08,976.88,35.7,0.0
2018-07-05 12:00:00,2018-07-05 13:00:00,73.5,162.75,0.63,10.43,6.02,45.5,12.88,0.75,87.58,1.1,37.85,,50.12,2.25,66.1,765.25,976.37,37.3,0.0
2018-07-05 13:00:00,2018-07-05 14:00:00,71.0,172.0,0.78,10.47,6.2,44.55,11.3,0.7,86.7,1.22,56.88,,48.75,2.75,67.43,547.75,975.53,37.27,0.0
2018-07-05 14:00:00,2018-07-05 15:00:00,57.5,186.25,0.52,9.05,5.23,41.47,12.25,0.63,77.4,0.98,98.57,,44.97,3.28,70.8,608.22,974.88,37.73,0.0
2018-07-05 15:00:00,2018-07-05 16:00:00,51.75,207.5,0.45,9.0,5.15,41.23,13.35,0.53,73.65,1.0,116.6,,61.05,2.58,43.87,122.55,974.38,33.75,0.0
2018-07-05 16:00:00,2018-07-05 17:00:00,44.25,225.5,0.62,9.53,5.57,40.82,12.65,0.63,60.4,0.48,33.95,,66.85,2.62,58.32,298.03,974.1,32.18,0.12
2018-07-05 17:00:00,2018-07-05 18:00:00,36.25,151.0,0.65,9.78,5.72,37.88,14.1,0.63,66.35,1.6,151.67,,56.35,2.62,71.6,251.08,973.62,34.12,0.0
2018-07-05 18:00:00,2018-07-05 19:00:00,44.0,150.0,0.3,9.2,5.1,34.25,15.0,0.6,67.75,1.58,172.17,,57.08,1.85,68.65,84.42,974.3,33.02,0.0
2018-07-05 19:00:00,2018-07-05 20:00:00,38.0,127.5,0.58,18.4,10.23,35.65,17.07,0.72,50.05,1.77,122.95,,66.12,1.0,31.3,10.95,974.6,31.17,0.0
2018-07-05 20:00:00,2018-07-05 21:00:00,39.75,130.25,2.2,38.2,22.1,39.07,12.53,0.93,26.07,1.55,17.35,,72.15,0.75,102.55,3.53,975.02,29.72,0.0
2018-07-05 21:00:00,2018-07-05 22:00:00,47.75,160.0,3.0,45.25,26.43,42.62,11.15,1.1,18.05,1.95,21.77,,73.0,0.67,36.95,3.97,975.9,29.47,0.0
2018-07-05 22:00:00,2018-07-05 23:00:00,57.75,181.75,2.12,40.9,23.47,46.9,13.27,0.92,18.68,2.02,22.42,,74.73,0.72,44.05,3.98,976.12,29.15,0.0
2018-07-05 23:00:00,2018-07-06 00:00:00,63.0,168.0,2.15,32.47,19.02,49.22,14.15,0.83,23.25,1.63,21.07,,76.55,0.63,39.77,3.98,976.6,28.97,0.0
2018-07-06 00:00:00,2018-07-06 01:00:00,78.25,172.25,1.22,19.53,11.4,59.25,13.87,0.8,32.57,1.43,16.63,,77.67,0.62,54.3,4.05,976.8,28.9,0.0
2018-07-06 01:00:00,2018-07-06 02:00:00,121.0,247.25,0.88,16.03,9.28,60.62,18.47,0.87,29.45,2.28,37.93,,80.1,0.7,109.8,3.67,976.12,28.5,0.0
2018-07-06 02:00:00,2018-07-06 03:00:00,114.5,256.0,1.6,18.8,11.3,67.0,18.8,,22.25,2.4,10.8,,83.77,0.45,149.82,3.75,975.68,28.18,0.0
2018-07-06 03:00:00,2018-07-06 04:00:00,121.0,280.5,1.82,18.7,11.42,65.9,18.75,0.9,22.57,2.75,22.05,,83.85,0.48,34.57,3.85,975.53,28.07,0.0
2018-07-06 04:00:00,2018-07-06 05:00:00,119.75,253.5,1.42,18.55,11.03,66.9,19.68,0.85,25.47,2.4,22.35,,86.3,0.85,30.18,3.85,975.38,27.7,0.0
2018-07-06 05:00:00,2018-07-06 06:00:00,117.25,235.25,1.53,17.07,10.35,64.1,15.1,0.8,25.2,1.45,9.72,,87.82,0.9,20.6,10.18,975.47,27.47,0.0
2018-07-06 06:00:00,2018-07-06 07:00:00,94.0,195.25,2.6,20.55,13.08,66.08,15.2,0.9,23.95,1.55,10.08,,84.12,0.73,169.4,76.55,975.75,28.55,0.0
2018-07-06 07:00:00,2018-07-06 08:00:00,93.25,193.5,2.12,15.33,9.9,64.88,18.57,0.8,29.62,1.78,8.9,,74.55,0.57,255.9,203.7,976.0,30.97,0.0
2018-07-06 08:00:00,2018-07-06 09:00:00,83.0,165.0,1.05,9.58,5.95,57.75,20.95,0.77,39.67,1.15,6.82,,65.18,0.88,329.62,388.07,976.1,33.27,0.0
2018-07-06 09:00:00,2018-07-06 10:00:00,56.25,132.75,0.7,9.2,5.45,52.25,18.28,0.7,48.65,0.9,6.25,,51.97,1.2,101.45,552.25,976.45,36.05,0.0
2018-07-06 10:00:00,2018-07-06 11:00:00,48.5,152.25,0.85,9.4,5.72,49.07,15.72,0.63,61.82,0.65,11.28,,46.97,1.77,32.95,682.8,976.68,36.75,0.0
2018-07-06 11:00:00,2018-07-06 12:00:00,49.25,175.0,0.83,9.28,5.65,49.73,13.65,0.65,71.7,0.5,7.78,,46.65,1.78,41.35,640.95,976.65,37.25,0.0
2018-07-06 12:00:00,2018-07-06 13:00:00,48.0,167.0,0.83,9.15,5.52,48.7,13.92,0.65,74.53,0.48,14.15,,44.93,1.88,34.7,618.25,976.2,37.4,0.0
2018-07-06 13:00:00,2018-07-06 14:00:00,50.25,156.75,0.35,8.3,4.7,47.8,12.63,0.55,76.33,0.35,6.7,,41.42,1.6,20.83,586.98,975.55,38.2,0.0
2018-07-06 14:00:00,2018-07-06 15:00:00,49.0,142.0,0.67,8.23,4.9,46.6,11.5,0.57,81.45,0.3,5.58,,39.93,1.47,30.3,592.2,975.07,38.82,0.0
2018-07-06 15:00:00,2018-07-06 16:00:00,49.5,138.75,0.55,8.1,4.75,45.2,11.3,0.55,85.8,0.35,20.9,,38.68,1.93,41.2,551.03,974.25,38.55,0.0
2018-07-06 16:00:00,2018-07-06 17:00:00,41.5,147.0,0.68,8.05,4.8,40.32,12.4,0.58,88.08,0.38,11.4,,38.45,1.75,43.15,377.07,973.65,38.2,0.0
2018-07-06 17:00:00,2018-07-06 18:00:00,45.5,148.25,0.3,8.05,4.5,38.35,13.47,0.55,100.6,0.43,56.73,,40.85,2.0,46.77,172.4,973.3,36.77,0.0
2018-07-06 18:00:00,2018-07-06 19:00:00,61.25,154.0,0.5,9.7,5.6,38.8,12.38,0.63,102.73,0.53,16.72,,45.82,1.32,38.8,56.2,973.38,35.45,0.0
2018-07-06 19:00:00,2018-07-06 20:00:00,62.5,167.5,0.2,13.4,7.3,47.2,12.7,0.72,94.32,0.78,21.02,,52.88,1.9,59.47,8.65,973.88,34.28,0.0
2018-07-06 20:00:00,2018-07-06 21:00:00,73.5,188.75,0.43,14.22,7.9,48.93,12.15,0.83,78.72,2.23,125.13,,57.42,1.55,58.85,4.07,974.48,33.45,0.0
2018-07-06 21:00:00,2018-07-06 22:00:00,73.5,186.25,0.43,13.07,7.3,48.87,12.7,0.83,64.07,1.68,59.98,,57.3,1.55,62.12,4.1,974.95,32.93,0.0
2018-07-06 22:00:00,2018-07-06 23:00:00,68.75,183.0,0.6,12.6,7.2,48.45,11.7,0.8,59.48,1.55,44.43,,60.53,1.68,61.85,4.12,975.3,32.27,0.0
2018-07-06 23:00:00,2018-07-07 00:00:00,66.75,155.5,0.3,9.75,5.4,53.15,10.35,0.72,66.4,2.15,44.17,,64.05,1.82,64.68,4.2,975.62,31.87,0.0
2018-07-07 00:00:00,2018-07-07 01:00:00,62.0,134.25,0.6,11.27,6.5,56.05,10.83,0.8,61.75,2.2,46.02,,69.1,1.03,62.75,4.25,975.48,30.9,0.0
2018-07-07 01:00:00,2018-07-07 02:00:00,60.25,123.75,0.37,10.27,5.77,60.5,11.0,0.75,46.95,1.22,30.8,,76.65,0.75,32.08,3.8,975.3,29.28,0.0
2018-07-07 02:00:00,2018-07-07 03:00:00,66.5,112.75,,,,,11.2,,41.27,0.93,13.62,,81.85,0.75,99.27,3.62,974.95,28.3,0.0
2018-07-07 03:00:00,2018-07-07 04:00:00,84.75,141.5,0.65,12.65,7.3,71.5,24.83,0.88,38.73,1.15,25.75,,82.15,0.5,99.35,3.6,974.9,28.08,0.0
2018-07-07 04:00:00,2018-07-07 05:00:00,118.5,190.75,0.65,17.8,10.0,75.58,41.82,1.03,30.07,1.82,18.88,,84.0,0.6,18.38,3.67,975.03,27.78,0.0
2018-07-07 05:00:00,2018-07-07 06:00:00,123.25,207.0,0.9,21.88,12.35,72.27,37.07,1.12,25.68,1.85,14.67,,86.2,0.55,258.4,10.35,975.52,27.37,0.0
2018-07-07 06:00:00,2018-07-07 07:00:00,126.25,205.5,2.28,27.22,16.33,70.4,37.07,1.08,24.45,2.05,20.13,,80.92,0.6,267.03,80.85,975.85,28.97,0.0
2018-07-07 07:00:00,2018-07-07 08:00:00,124.0,203.75,2.48,23.95,14.78,74.1,27.53,1.0,33.18,3.55,32.15,,68.45,0.72,20.67,225.53,976.22,32.32,0.0
2018-07-07 08:00:00,2018-07-07 09:00:00,90.25,167.0,1.45,13.55,8.38,65.0,18.48,0.77,54.8,1.43,12.65,,58.57,0.95,28.55,396.38,976.35,34.78,0.0
2018-07-07 09:00:00,2018-07-07 10:00:00,67.0,115.25,0.3,9.7,5.4,60.0,14.35,0.72,76.75,1.05,9.97,,53.27,1.45,67.5,581.7,976.35,35.45,0.0
2018-07-07 10:00:00,2018-07-07 11:00:00,56.0,126.5,0.37,8.43,4.77,61.8,14.95,0.7,90.8,0.85,10.83,,50.02,1.72,55.6,652.88,976.1,36.3,0.0
2018-07-07 11:00:00,2018-07-07 12:00:00,52.0,140.0,0.4,8.0,4.6,58.4,15.45,0.7,98.4,0.85,11.13,,45.03,1.88,76.05,795.65,975.85,37.43,0.0
2018-07-07 12:00:00,2018-07-07 13:00:00,56.75,142.5,0.4,8.3,4.77,56.8,13.8,0.67,103.65,0.75,16.3,,40.52,2.12,60.07,826.9,975.12,38.7,0.0
2018-07-07 13:00:00,2018-07-07 14:00:00,53.0,155.5,0.35,8.05,4.6,50.0,13.9,0.6,105.8,0.58,7.25,,37.5,2.15,50.85,794.35,974.7,39.6,0.0
2018-07-07 14:00:00,2018-07-07 15:00:00,53.0,172.0,0.33,7.87,4.5,46.22,13.23,0.7,109.77,0.72,7.33,,36.8,2.17,64.3,688.75,974.02,39.62,0.0
2018-07-07 15:00:00,2018-07-07 16:00:00,49.0,171.0,0.3,7.3,4.1,44.95,13.1,0.7,118.05,0.62,12.33,,36.65,2.35,59.43,513.68,973.28,39.52,0.0
2018-07-07 16:00:00,2018-07-07 17:00:00,52.0,187.0,0.35,7.4,4.25,44.4,9.65,0.7,123.2,1.9,11.07,,37.85,2.55,65.9,333.6,972.52,39.02,0.0
2018-07-07 17:00:00,2018-07-07 18:00:00,52.75,200.25,,,,,12.72,0.63,123.95,2.85,17.55,,36.85,3.2,75.35,167.43,971.9,38.25,0.0
2018-07-07 18:00:00,2018-07-07 19:00:00,53.75,206.75,0.67,10.0,5.87,36.93,11.35,0.7,117.98,1.6,20.43,,36.95,2.88,76.12,53.55,972.07,37.32,0.0
2018-07-07 19:00:00,2018-07-07 20:00:00,50.5,217.25,,,,,10.17,0.75,104.82,1.38,20.22,,42.4,2.15,79.58,8.2,972.5,36.02,0.0
2018-07-07 20:00:00,2018-07-07 21:00:00,53.75,222.75,0.35,13.05,7.2,42.75,11.75,0.93,87.58,1.62,23.98,,47.77,1.47,79.15,4.1,973.25,34.83,0.0
2018-07-07 21:00:00,2018-07-07 22:00:00,60.75,220.25,0.43,14.15,7.9,47.73,14.6,0.97,74.25,1.97,34.35,,51.7,1.6,83.5,4.1,973.9,34.2,0.0
2018-07-07 22:00:00,2018-07-07 23:00:00,66.75,227.75,0.3,15.3,8.4,53.75,13.05,1.0,64.1,1.83,43.58,,55.97,1.42,82.1,4.12,974.2,33.32,0.0
2018-07-07 23:00:00,2018-07-08 00:00:00,67.0,229.75,0.25,14.4,7.85,57.15,11.4,0.95,54.5,1.77,37.6,,60.95,1.23,90.15,4.57,974.48,32.43,0.0
2018-07-08 00:00:00,2018-07-08 01:00:00,65.75,201.25,0.35,12.25,6.8,72.0,12.95,0.92,53.57,1.6,34.45,,64.07,1.05,87.17,4.07,974.38,31.95,0.0
2018-07-08 01:00:00,2018-07-08 02:00:00,82.5,201.75,0.45,12.88,7.2,78.65,14.17,0.87,28.1,1.5,27.75,,73.98,0.47,218.38,3.57,974.02,29.93,0.0
2018-07-08 02:00:00,2018-07-08 03:00:00,92.25,213.25,1.3,27.8,15.9,81.5,9.7,,21.17,1.7,20.57,,79.23,0.35,209.75,3.65,973.98,28.95,0.0
2018-07-08 03:00:00,2018-07-08 04:00:00,117.0,248.75,1.68,26.97,15.73,92.5,10.05,1.03,18.07,2.75,38.67,,82.38,0.28,179.65,3.75,973.98,28.42,0.0
2018-07-08 04:00:00,2018-07-08 05:00:00,197.25,374.25,8.73,38.23,27.43,108.63,11.15,1.22,20.65,3.02,51.47,,84.2,0.28,68.38,3.47,973.77,28.03,0.0
2018-07-08 05:00:00,2018-07-08 06:00:00,262.5,510.25,25.0,39.05,41.13,115.92,14.42,1.32,22.42,4.05,58.78,,85.1,0.38,22.48,9.47,973.88,27.93,0.0
2018-07-08 06:00:00,2018-07-08 07:00:00,205.5,451.75,18.37,42.0,37.27,110.95,9.6,1.35,18.8,3.23,64.07,,76.95,0.48,24.03,86.6,974.57,30.02,0.0
2018-07-08 07:00:00,2018-07-08 08:00:00,150.25,338.25,7.72,30.05,22.28,117.12,10.17,1.25,21.12,2.88,44.1,,63.62,0.28,20.77,220.9,974.8,33.68,0.0
2018-07-08 08:00:00,2018-07-08 09:00:00,119.0,260.5,3.5,19.83,13.38,115.78,17.52,0.93,37.42,2.02,31.05,,51.93,0.7,313.4,413.82,975.25,35.95,0.0
2018-07-08 09:00:00,2018-07-08 10:00:00,73.0,168.5,0.9,13.35,7.88,107.45,17.2,0.72,65.27,1.0,13.7,,44.95,1.05,103.28,576.08,975.45,37.95,0.0
2018-07-08 10:00:00,2018-07-08 11:00:00,60.0,141.5,0.5,12.2,6.9,90.4,15.53,0.7,88.18,0.75,45.0,,40.8,1.32,55.9,729.12,975.45,38.32,0.0
2018-07-08 11:00:00,2018-07-08 12:00:00,58.0,148.75,0.43,12.3,6.93,84.33,14.5,0.67,102.02,1.18,59.45,,37.48,1.62,69.72,818.15,975.1,39.22,0.0
2018-07-08 12:00:00,2018-07-08 13:00:00,59.75,152.5,0.55,11.55,6.57,71.7,13.02,0.63,108.78,0.88,36.88,,33.03,2.38,76.25,855.55,974.57,39.73,0.0
2018-07-08 13:00:00,2018-07-08 14:00:00,57.25,138.75,0.73,8.78,5.23,61.78,16.87,0.63,118.12,0.85,37.5,,30.5,2.0,63.95,820.47,973.78,40.87,0.0
2018-07-08 14:00:00,2018-07-08 15:00:00,58.25,137.25,0.3,10.0,5.6,56.5,16.85,0.63,121.6,1.1,47.65,,29.85,2.32,72.38,738.42,973.05,41.07,0.0
2018-07-08 15:00:00,2018-07-08 16:00:00,51.5,144.75,0.33,9.27,5.27,53.33,11.32,0.6,126.82,1.12,82.48,,29.8,2.27,79.73,590.23,972.35,41.15,0.0
2018-07-08 16:00:00,2018-07-08 17:00:00,55.75,171.0,0.48,8.8,5.07,54.55,15.95,0.67,128.55,1.77,91.7,,32.18,2.37,70.77,404.35,971.65,40.6,0.0
2018-07-08 17:00:00,2018-07-08 18:00:00,55.0,173.0,0.4,8.3,4.73,52.23,15.35,0.63,122.9,0.83,73.3,,33.2,2.22,64.18,187.78,971.12,39.7,0.0
2018-07-08 18:00:00,2018-07-08 19:00:00,57.0,203.0,,,,,15.1,0.7,118.73,1.97,171.7,,38.6,2.45,86.67,64.35,971.25,38.45,0.0
2018-07-08 19:00:00,2018-07-08 20:00:00,67.25,204.25,0.55,12.25,6.95,58.23,14.7,0.85,108.55,2.12,262.3,,44.45,2.0,119.55,9.38,971.55,37.25,0.0
2018-07-08 20:00:00,2018-07-08 21:00:00,93.25,255.75,1.17,31.27,17.53,63.27,16.78,1.13,80.08,2.78,72.35,,50.38,1.1,154.67,3.88,971.95,35.7,0.0
2018-07-08 21:00:00,2018-07-08 22:00:00,127.75,310.5,1.1,22.93,13.07,59.9,19.78,1.2,72.37,13.6,20.12,,54.65,1.17,180.62,3.8,972.43,34.65,0.0
2018-07-08 22:00:00,2018-07-08 23:00:00,105.0,276.25,,,,,15.0,1.03,51.97,3.58,19.78,,59.65,1.02,201.35,3.65,972.82,33.57,0.0
2018-07-08 23:00:00,2018-07-09 00:00:00,84.25,240.25,0.4,18.2,10.0,60.1,15.17,0.97,36.2,2.52,21.05,,61.43,0.7,208.4,3.6,973.25,32.82,0.0
2018-07-09 00:00:00,2018-07-09 01:00:00,87.5,246.25,0.72,23.62,13.23,60.0,19.83,1.08,28.15,3.07,21.32,,61.8,0.77,211.1,3.57,973.15,32.45,0.0
2018-07-09 01:00:00,2018-07-09 02:00:00,94.0,260.25,1.6,29.9,17.2,61.67,19.47,1.05,33.9,3.18,24.67,,64.6,0.95,222.8,3.5,972.77,32.38,0.0
2018-07-09 02:00:00,2018-07-09 03:00:00,90.75,215.25,0.9,19.8,11.3,69.3,12.2,,32.43,2.07,20.27,,67.88,1.08,234.35,3.5,972.57,32.6,0.0
2018-07-09 03:00:00,2018-07-09 04:00:00,90.25,177.5,0.6,18.48,10.3,70.85,10.35,0.9,35.82,1.7,16.4,,64.7,1.45,237.97,3.48,972.5,32.75,0.0
2018-07-09 04:00:00,2018-07-09 05:00:00,87.5,178.75,0.92,23.8,13.37,71.45,19.0,0.92,25.27,1.42,14.42,,69.7,1.8,237.75,3.48,972.93,32.25,0.0
2018-07-09 05:00:00,2018-07-09 06:00:00,77.5,173.0,0.75,20.0,11.25,68.95,19.62,0.92,16.8,1.08,10.15,,75.68,2.17,244.95,7.2,973.43,31.73,0.0
2018-07-09 06:00:00,2018-07-09 07:00:00,77.75,156.25,0.63,14.67,8.17,73.22,10.98,0.95,15.3,1.03,7.75,,77.15,1.82,241.7,76.5,973.85,31.97,0.0
2018-07-09 07:00:00,2018-07-09 08:00:00,72.25,147.25,0.98,14.48,8.5,70.92,9.73,1.0,17.47,1.13,8.82,,72.12,2.4,250.58,211.8,974.15,33.07,0.0
2018-07-09 08:00:00,2018-07-09 09:00:00,67.25,143.75,1.85,16.75,10.4,69.95,12.43,1.03,23.4,1.3,9.78,,66.2,1.93,239.5,365.73,974.65,34.75,0.0
2018-07-09 09:00:00,2018-07-09 10:00:00,68.5,172.25,1.2,15.05,9.02,68.62,14.12,1.03,39.13,1.15,9.3,,57.12,1.88,233.4,535.75,974.85,36.25,0.0
2018-07-09 10:00:00,2018-07-09 11:00:00,72.0,191.25,0.7,14.6,8.33,66.73,14.4,1.08,68.2,1.15,8.85,,51.15,1.9,222.1,668.12,974.85,37.57,0.0
2018-07-09 11:00:00,2018-07-09 12:00:00,82.0,206.0,0.43,15.7,8.7,64.83,13.95,1.05,108.18,1.32,11.47,,47.03,1.27,229.28,550.47,974.4,38.45,0.0
2018-07-09 12:00:00,2018-07-09 13:00:00,89.75,213.25,0.3,14.1,7.73,59.27,12.65,1.0,134.28,1.45,13.75,,41.35,0.82,223.2,709.25,973.95,39.98,0.0
2018-07-09 13:00:00,2018-07-09 14:00:00,76.0,195.75,0.77,12.67,7.33,50.17,15.0,1.05,156.22,1.28,14.02,,40.5,0.92,249.25,376.33,973.47,39.7,0.0
2018-07-09 14:00:00,2018-07-09 15:00:00,77.0,222.75,0.3,12.4,6.8,49.9,17.55,1.07,141.7,1.28,13.83,,43.35,1.53,167.85,256.63,972.93,39.35,0.0
2018-07-09 15:00:00,2018-07-09 16:00:00,89.0,252.0,0.2,10.9,6.0,51.2,18.45,0.95,115.53,1.15,12.68,,54.75,2.85,90.8,72.75,972.7,35.48,0.0
2018-07-09 16:00:00,2018-07-09 17:00:00,91.0,570.0,0.5,12.0,6.8,47.85,16.38,0.85,102.17,1.12,55.4,,54.32,3.03,115.8,278.9,972.2,34.82,0.0
2018-07-09 17:00:00,2018-07-09 18:00:00,81.0,211.0,0.85,10.65,6.35,47.5,17.4,1.18,83.13,1.2,74.83,,62.08,1.83,215.27,144.5,971.52,34.12,0.0
2018-07-09 18:00:00,2018-07-09 19:00:00,86.0,193.0,0.83,22.67,12.7,46.7,20.28,1.1,65.45,1.48,40.95,,56.57,1.57,172.1,27.05,971.25,34.62,0.0
2018-07-09 19:00:00,2018-07-09 20:00:00,92.0,290.0,0.57,18.48,10.3,49.6,17.8,1.03,63.97,1.65,28.33,,65.5,2.15,178.68,15.62,971.68,34.55,0.0
2018-07-09 20:00:00,2018-07-09 21:00:00,90.0,223.0,0.53,11.2,6.47,57.27,13.52,1.0,36.88,1.38,16.65,,75.75,2.32,181.22,3.73,972.32,33.5,0.0
2018-07-09 21:00:00,2018-07-09 22:00:00,72.0,174.0,0.6,11.23,6.45,49.4,13.03,1.05,25.75,1.37,12.3,,77.73,2.53,195.2,3.57,973.25,32.82,0.0
2018-07-09 22:00:00,2018-07-09 23:00:00,68.0,163.0,1.08,25.95,14.62,57.35,15.5,1.03,38.95,1.82,19.17,,79.17,2.07,219.85,3.6,974.18,32.37,0.0
2018-07-09 23:00:00,2018-07-10 00:00:00,56.0,138.0,0.67,19.65,11.0,53.27,16.12,0.9,17.03,1.53,15.25,,79.02,1.95,227.12,3.9,974.55,31.82,0.0
2018-07-10 00:00:00,2018-07-10 01:00:00,55.0,110.0,1.1,16.0,9.45,50.43,12.17,0.8,16.85,1.08,14.4,,79.3,1.55,220.62,3.85,974.62,31.42,0.0
2018-07-10 01:00:00,2018-07-10 02:00:00,55.0,99.0,0.58,17.33,9.72,50.5,13.42,0.8,11.8,1.08,14.15,,81.45,1.62,226.55,3.55,974.5,31.08,0.0
2018-07-10 02:00:00,2018-07-10 03:00:00,50.0,94.0,0.7,15.45,8.8,54.15,12.5,0.8,15.27,1.15,13.25,,85.12,1.67,226.35,3.35,974.2,30.57,0.0
2018-07-10 03:00:00,2018-07-10 04:00:00,56.0,85.0,1.25,17.9,10.52,56.55,13.72,0.8,14.15,1.28,16.95,,87.05,1.22,208.35,3.48,974.23,30.23,0.0
2018-07-10 04:00:00,2018-07-10 05:00:00,53.0,81.0,1.3,18.25,10.8,55.78,14.17,0.8,15.75,1.4,17.68,,88.5,1.3,197.8,3.48,974.32,29.88,0.0
2018-07-10 05:00:00,2018-07-10 06:00:00,55.0,95.0,1.9,19.33,11.85,53.48,13.28,0.92,21.15,1.67,15.83,,90.63,1.1,196.9,4.5,974.8,29.28,0.0
2018-07-10 06:00:00,2018-07-10 07:00:00,56.0,106.0,2.25,16.92,10.85,52.43,14.7,0.87,18.6,1.45,14.93,,88.48,1.35,176.72,44.77,975.05,29.53,0.0
2018-07-10 07:00:00,2018-07-10 08:00:00,56.0,106.0,2.95,12.65,9.17,51.72,15.77,0.97,13.93,1.72,14.77,,85.35,1.57,171.08,156.85,975.17,30.22,0.0
2018-07-10 08:00:00,2018-07-10 09:00:00,51.0,111.0,3.67,15.78,11.42,52.23,16.68,1.25,13.8,1.62,14.65,,77.98,1.62,193.1,304.35,975.4,32.18,0.0
2018-07-10 09:00:00,2018-07-10 10:00:00,62.0,116.0,4.45,21.47,15.08,55.02,19.6,1.25,13.95,1.75,14.9,,73.02,2.07,224.2,479.23,975.27,33.6,0.0
2018-07-10 10:00:00,2018-07-10 11:00:00,48.0,125.0,2.42,20.75,13.02,58.37,19.05,1.1,16.37,1.25,12.8,,68.38,1.95,234.67,629.23,975.17,34.95,0.0
2018-07-10 11:00:00,2018-07-10 12:00:00,66.0,136.0,1.32,20.5,12.03,60.6,17.55,1.08,45.6,1.42,15.28,,62.35,1.82,225.27,736.05,974.9,36.38,0.0
2018-07-10 12:00:00,2018-07-10 13:00:00,67.0,151.0,0.47,15.13,8.45,58.52,18.4,1.03,57.37,2.0,19.53,,54.02,1.5,218.88,773.6,974.6,37.85,0.0
2018-07-10 13:00:00,2018-07-10 14:00:00,46.0,155.0,0.27,11.7,6.47,50.4,17.28,0.95,94.85,1.77,17.55,,46.75,0.88,219.8,705.68,974.1,38.95,0.0
