From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2019-02-27 17:00:00,2019-02-27 18:00:00,33.75,99.0,2.65,48.6,28.0,16.73,61.27,0.37,117.25,1.1,85.35,,,27.0,48.25,0.72,278.0,41.25,741.0,,18.58,
2019-02-27 18:00:00,2019-02-27 19:00:00,40.75,116.75,3.0,63.52,36.2,15.38,24.83,0.49,58.26,1.2,85.72,,,26.88,51.25,0.67,275.0,18.25,741.0,,17.75,
2019-02-27 19:00:00,2019-02-27 20:00:00,48.75,139.75,6.35,84.77,50.25,17.38,24.9,0.83,25.79,1.55,93.72,,,26.85,56.25,0.5,233.75,17.0,741.0,,16.8,
2019-02-27 20:00:00,2019-02-27 21:00:00,63.0,158.5,8.05,89.5,54.1,21.55,27.13,1.07,17.59,2.12,89.62,,,27.02,59.0,0.45,236.25,17.0,742.0,,16.15,
2019-02-27 21:00:00,2019-02-27 22:00:00,85.0,167.25,9.15,87.1,53.77,25.92,31.07,1.07,14.14,2.42,84.38,,,27.25,64.0,0.43,257.75,17.0,742.0,,15.38,
2019-02-27 22:00:00,2019-02-27 23:00:00,104.75,190.5,17.07,97.5,65.78,26.47,80.53,1.19,5.01,2.45,81.6,,,27.3,68.75,0.38,276.25,17.0,742.0,,14.57,
2019-02-27 23:00:00,2019-02-28 00:00:00,127.0,223.75,21.45,91.75,66.25,26.52,114.4,1.18,5.59,2.65,80.28,,,27.4,72.5,0.33,262.75,17.0,742.0,,13.9,
2019-02-28 00:00:00,2019-02-28 01:00:00,125.5,227.0,14.3,89.95,59.5,28.82,58.5,1.11,6.51,2.52,80.8,,,27.55,75.25,0.3,177.5,17.0,742.0,,13.25,
2019-02-28 01:00:00,2019-02-28 02:00:00,138.75,228.0,11.15,80.75,52.0,32.62,134.2,1.06,6.96,2.6,80.85,,,27.65,78.75,0.3,185.25,17.0,742.0,,12.62,
2019-02-28 02:00:00,2019-02-28 03:00:00,167.0,250.25,18.85,75.6,55.55,35.83,62.77,1.04,7.14,2.7,80.7,,,27.65,81.75,0.3,166.75,17.0,742.0,,12.15,
2019-02-28 03:00:00,2019-02-28 04:00:00,167.75,248.5,23.12,67.38,54.62,34.38,27.0,1.29,77.9,3.27,87.85,,,27.58,83.25,0.3,184.25,17.0,742.0,,11.97,
2019-02-28 04:00:00,2019-02-28 05:00:00,162.25,241.75,30.98,68.55,61.62,34.25,21.07,1.26,76.47,3.33,96.03,,,27.48,85.0,0.3,174.0,17.0,742.0,,11.78,
2019-02-28 05:00:00,2019-02-28 06:00:00,187.75,264.5,68.2,62.85,88.93,34.62,12.65,1.31,32.06,3.5,99.53,,,27.35,87.5,0.32,140.25,17.0,742.0,,11.6,
2019-02-28 06:00:00,2019-02-28 07:00:00,156.75,230.25,62.17,73.53,89.65,32.23,13.1,1.0,12.79,3.47,95.3,,,27.38,84.75,0.3,229.5,17.75,742.0,,11.9,
2019-02-28 07:00:00,2019-02-28 08:00:00,122.25,204.75,130.68,96.42,157.53,37.4,20.43,1.41,8.77,3.38,88.98,,,27.32,81.0,0.3,162.5,55.0,742.0,,12.73,
2019-02-28 08:00:00,2019-02-28 09:00:00,166.25,283.0,77.72,111.4,122.45,58.77,41.3,1.41,6.55,3.72,89.17,,,27.33,71.25,0.4,248.0,134.75,742.0,,14.38,
2019-02-28 09:00:00,2019-02-28 10:00:00,187.25,310.25,26.1,96.4,72.5,51.95,45.57,1.1,25.01,3.2,86.07,,,27.3,64.25,0.53,273.5,220.25,742.0,,16.0,
2019-02-28 10:00:00,2019-02-28 11:00:00,137.25,231.25,10.03,57.0,38.5,39.23,33.75,0.65,61.01,2.43,80.83,,,27.05,56.75,0.6,276.75,304.75,742.0,,17.27,
2019-02-28 11:00:00,2019-02-28 12:00:00,70.25,138.0,11.7,44.2,34.55,31.05,18.3,3.79,80.94,1.73,79.02,,,26.85,50.25,0.62,260.5,344.0,742.0,,18.58,
2019-02-28 12:00:00,2019-02-28 13:00:00,53.0,111.25,2.97,39.02,23.17,25.38,15.67,0.38,89.41,1.43,78.67,,,27.0,45.75,0.68,263.25,284.25,742.0,,19.2,
2019-02-28 13:00:00,2019-02-28 14:00:00,42.75,95.25,2.27,36.23,21.12,21.72,14.2,0.28,97.67,1.18,79.7,,,26.9,40.0,0.68,255.75,333.75,742.0,,20.12,
2019-02-28 14:00:00,2019-02-28 15:00:00,40.0,101.0,2.77,36.17,21.48,19.8,14.6,0.37,107.83,1.02,79.55,,,26.65,39.0,0.75,270.25,275.0,742.0,,20.18,
2019-02-28 15:00:00,2019-02-28 16:00:00,40.25,105.0,2.8,36.45,21.68,16.65,25.2,0.32,137.46,0.9,78.38,,,26.65,37.0,0.72,280.75,140.75,742.0,,20.2,
2019-02-28 16:00:00,2019-02-28 17:00:00,31.75,95.25,2.15,37.38,21.62,14.53,8.77,0.27,109.0,0.82,79.38,,,26.67,35.75,0.77,271.75,65.25,742.0,,19.8,
2019-02-28 17:00:00,2019-02-28 18:00:00,32.5,88.25,1.38,43.55,24.3,13.95,11.62,0.34,91.43,0.73,81.82,,,26.55,39.25,0.67,276.0,41.5,742.0,,19.23,
2019-02-28 18:00:00,2019-02-28 19:00:00,42.75,116.25,4.3,82.95,47.6,16.7,24.3,0.7,83.85,0.82,81.72,,,26.98,46.5,0.53,280.75,18.25,742.0,,18.4,
2019-02-28 19:00:00,2019-02-28 20:00:00,76.75,191.5,19.8,111.08,75.17,21.05,61.13,1.32,74.03,1.52,83.57,,,26.95,49.5,0.47,269.5,17.25,742.0,,17.77,
2019-02-28 20:00:00,2019-02-28 21:00:00,130.0,285.25,29.32,125.55,90.6,27.48,28.53,1.52,14.73,3.18,98.85,,,27.1,54.25,0.47,221.75,17.5,742.0,,16.92,
2019-02-28 21:00:00,2019-02-28 22:00:00,133.75,289.25,18.65,109.75,73.53,32.32,26.53,1.38,9.15,3.23,97.15,,,27.05,58.5,0.45,275.0,17.0,742.0,,16.12,
2019-02-28 22:00:00,2019-02-28 23:00:00,131.5,261.0,20.65,104.25,72.22,32.0,37.73,1.31,58.0,2.95,92.55,,,27.0,63.0,0.3,227.75,17.0,742.0,,15.27,
2019-02-28 23:00:00,2019-03-01 00:00:00,145.0,282.0,70.87,110.77,116.53,30.6,72.17,1.98,140.53,3.27,92.23,,,27.27,67.33,0.3,205.0,17.0,742.0,,14.67,
2019-03-01 00:00:00,2019-03-01 01:00:00,191.0,335.5,58.4,120.25,111.45,33.77,41.93,1.4,70.49,4.07,97.72,,,27.3,70.25,0.3,143.75,17.0,742.0,,13.97,
2019-03-01 01:00:00,2019-03-01 02:00:00,192.0,315.5,24.92,101.38,74.15,34.8,33.7,1.04,52.23,3.95,101.05,,,27.42,73.25,0.3,174.75,17.0,742.0,,13.52,
2019-03-01 02:00:00,2019-03-01 03:00:00,193.5,301.25,25.83,92.9,70.42,39.02,99.0,0.94,90.16,3.65,111.0,,,27.2,73.25,0.32,252.5,17.0,742.0,,13.4,
2019-03-01 03:00:00,2019-03-01 04:00:00,215.25,308.0,7.12,83.8,50.38,37.43,120.35,0.76,172.35,2.87,90.18,,,26.98,72.5,0.38,268.0,17.0,742.0,,13.27,
2019-03-01 04:00:00,2019-03-01 05:00:00,205.0,282.25,4.35,82.62,47.5,36.8,95.17,0.67,83.66,2.52,82.47,,,27.2,72.0,0.43,245.5,17.0,742.0,,13.2,
2019-03-01 05:00:00,2019-03-01 06:00:00,166.5,243.5,2.1,79.33,43.93,46.23,60.9,0.57,29.07,2.45,80.2,,,27.23,71.25,0.4,261.5,17.0,742.0,,13.15,
2019-03-01 06:00:00,2019-03-01 07:00:00,116.5,190.0,12.85,79.17,52.58,46.95,29.77,0.76,13.86,2.17,78.95,,,27.23,75.0,0.3,225.25,18.0,742.0,,12.32,
2019-03-01 07:00:00,2019-03-01 08:00:00,104.5,190.75,109.08,96.53,140.05,42.45,26.48,1.38,9.38,2.15,79.4,,,27.25,74.0,0.35,214.25,64.0,742.0,,13.08,
2019-03-01 08:00:00,2019-03-01 09:00:00,136.75,265.5,102.62,113.15,143.6,58.62,29.33,1.45,3.57,2.7,80.08,,,27.12,67.25,0.5,241.5,158.5,742.0,,14.62,
2019-03-01 09:00:00,2019-03-01 10:00:00,157.5,281.75,30.58,101.5,78.83,50.35,33.4,1.15,20.46,2.67,80.12,,,27.23,57.0,0.53,269.25,247.5,742.0,,16.9,
2019-03-01 10:00:00,2019-03-01 11:00:00,120.25,227.0,15.73,86.67,58.83,40.43,29.6,0.91,47.95,2.35,77.62,,,26.88,46.5,0.57,269.25,312.75,742.0,,18.73,
2019-03-01 11:00:00,2019-03-01 12:00:00,78.5,166.25,14.1,54.15,41.8,32.2,107.3,3.95,82.63,1.98,76.8,,,26.62,39.0,0.58,272.0,356.75,742.0,,20.02,
2019-03-01 12:00:00,2019-03-01 13:00:00,58.25,147.75,4.18,49.1,29.5,25.5,16.33,0.51,118.47,1.75,76.07,,,26.33,32.75,0.65,280.25,308.25,742.0,,21.02,
2019-03-01 13:00:00,2019-03-01 14:00:00,55.5,150.5,2.8,43.4,25.35,21.5,21.12,0.37,143.26,1.48,76.22,,,26.27,27.75,0.68,248.5,338.25,742.0,,22.05,
2019-03-01 14:00:00,2019-03-01 15:00:00,51.5,137.0,2.83,38.85,22.95,18.0,20.03,0.4,137.27,1.23,76.5,,,26.2,28.0,0.67,270.5,285.5,742.0,,22.5,
2019-03-01 15:00:00,2019-03-01 16:00:00,40.5,114.0,1.7,35.33,20.17,15.88,15.85,0.35,135.41,1.0,74.45,,,26.15,27.75,0.73,254.0,122.5,742.0,,22.45,
2019-03-01 16:00:00,2019-03-01 17:00:00,28.25,96.5,1.77,35.42,20.3,15.08,9.97,0.38,115.25,0.92,75.4,,,26.15,30.5,0.65,262.0,58.0,742.0,,22.12,
2019-03-01 17:00:00,2019-03-01 18:00:00,26.0,91.75,2.1,46.65,26.53,16.38,10.67,0.51,82.03,0.9,74.83,,,26.42,36.0,0.62,229.5,38.0,742.0,,21.55,
2019-03-01 18:00:00,2019-03-01 19:00:00,40.5,122.25,15.3,97.17,64.15,19.45,16.0,1.04,28.04,1.07,73.7,,,26.47,43.5,0.43,262.75,18.5,742.0,,20.35,
2019-03-01 19:00:00,2019-03-01 20:00:00,70.75,220.5,54.62,127.45,112.2,28.22,25.03,1.96,6.46,2.22,82.73,,,26.58,49.0,0.33,226.25,17.5,742.0,,19.3,
2019-03-01 20:00:00,2019-03-01 21:00:00,135.25,355.25,132.85,149.23,187.35,36.65,44.53,2.93,37.29,3.4,106.33,,,26.83,53.75,0.3,273.5,17.0,742.0,,18.52,
2019-03-01 21:00:00,2019-03-01 22:00:00,203.25,470.75,109.55,151.03,169.4,42.4,43.25,2.96,44.3,4.68,100.95,,,26.68,57.5,0.3,255.0,17.0,742.0,,18.07,
2019-03-01 22:00:00,2019-03-01 23:00:00,199.0,454.75,105.68,134.47,157.45,41.08,34.77,2.49,40.18,5.55,103.85,,,26.8,62.5,0.3,243.0,17.0,742.0,,17.48,
2019-03-01 23:00:00,2019-03-02 00:00:00,207.0,460.5,74.33,123.72,126.22,48.8,51.15,1.95,37.79,5.35,103.15,,,26.9,62.25,0.4,237.75,17.0,742.0,,17.73,
2019-03-02 00:00:00,2019-03-02 01:00:00,205.25,436.0,19.45,122.62,81.02,44.17,33.37,0.98,8.63,5.08,104.1,,,27.0,62.0,0.4,231.75,17.0,742.0,,17.62,
2019-03-02 01:00:00,2019-03-02 02:00:00,150.25,288.25,2.65,96.0,53.2,42.15,43.75,0.78,43.5,3.95,98.12,,,27.03,65.0,0.3,208.75,17.0,742.0,,17.2,
2019-03-02 02:00:00,2019-03-02 03:00:00,142.5,247.25,5.42,90.35,52.47,47.45,37.0,0.94,31.71,3.33,91.9,,,26.75,65.5,0.33,164.0,17.0,742.0,,16.98,
2019-03-02 03:00:00,2019-03-02 04:00:00,152.5,251.0,1.75,76.42,42.08,45.8,24.23,0.89,33.24,3.2,87.93,,,27.05,66.0,0.3,210.25,17.0,742.0,,16.68,
2019-03-02 04:00:00,2019-03-02 05:00:00,128.75,212.0,10.9,83.42,53.25,43.6,25.73,0.86,29.9,2.88,85.65,,,27.02,67.75,0.3,153.5,17.0,742.0,,16.48,
2019-03-02 05:00:00,2019-03-02 06:00:00,147.0,235.0,28.9,83.0,67.62,45.58,23.7,1.09,21.52,2.82,86.47,,,26.93,70.25,0.3,250.5,17.0,742.0,,16.43,
2019-03-02 06:00:00,2019-03-02 07:00:00,162.0,268.25,84.58,83.58,113.2,46.53,27.63,1.44,44.38,3.02,92.85,,,26.9,70.75,0.3,238.25,17.25,742.0,,16.5,
2019-03-02 07:00:00,2019-03-02 08:00:00,171.0,324.25,70.2,95.33,107.8,51.25,86.7,1.62,24.67,3.38,89.0,,,26.8,67.0,0.38,140.75,22.75,742.0,,16.77,
2019-03-02 08:00:00,2019-03-02 09:00:00,173.25,322.5,68.7,95.95,106.9,48.68,91.3,1.96,16.19,3.43,83.2,,,26.9,76.25,0.35,158.75,33.5,742.0,,16.38,
2019-03-02 09:00:00,2019-03-02 10:00:00,186.5,309.75,63.85,112.2,111.6,54.88,72.95,2.1,8.27,3.75,82.05,,,27.05,71.25,0.5,79.5,43.25,742.0,,16.73,
2019-03-02 10:00:00,2019-03-02 11:00:00,201.0,312.75,16.5,95.7,64.33,54.2,44.25,1.45,12.79,3.72,81.08,,,26.9,67.75,0.32,191.25,71.75,742.0,,17.15,
2019-03-02 11:00:00,2019-03-02 12:00:00,182.25,288.75,26.1,130.8,92.15,54.4,68.2,4.77,18.48,3.6,81.47,,,27.0,64.75,0.35,180.25,64.75,742.0,,17.77,
2019-03-02 12:00:00,2019-03-02 13:00:00,169.5,292.0,16.95,116.88,75.95,53.5,91.57,1.47,23.59,3.5,83.42,,,26.75,63.5,0.5,73.0,81.25,742.0,,18.1,
2019-03-02 13:00:00,2019-03-02 14:00:00,158.0,279.5,12.97,100.47,63.98,50.55,39.5,1.29,25.99,3.17,82.72,,,27.2,67.5,0.6,102.25,88.0,742.0,,17.93,
2019-03-02 14:00:00,2019-03-02 15:00:00,122.5,212.0,6.78,55.9,35.23,40.72,34.4,0.77,59.02,2.72,80.5,,,26.62,56.25,0.55,144.0,89.5,742.0,,18.85,
2019-03-02 15:00:00,2019-03-02 16:00:00,74.0,137.25,2.85,61.4,34.95,33.73,23.55,0.59,55.54,2.03,79.6,,,26.58,59.25,0.43,134.75,54.5,742.0,,17.6,
2019-03-02 16:00:00,2019-03-02 17:00:00,56.5,98.0,3.92,72.38,41.7,27.73,32.1,0.6,41.19,1.73,81.97,,,26.67,57.75,0.38,105.0,41.5,742.0,,17.5,
2019-03-02 17:00:00,2019-03-02 18:00:00,53.0,89.25,6.35,98.77,57.68,27.93,28.23,0.79,22.71,1.6,81.68,,,27.18,61.0,0.4,102.5,23.75,742.0,,17.17,
2019-03-02 18:00:00,2019-03-02 19:00:00,67.25,104.0,3.98,92.35,52.4,29.67,18.33,1.02,23.33,1.75,82.2,,,26.82,65.0,0.35,123.25,17.5,742.0,,16.75,
2019-03-02 19:00:00,2019-03-02 20:00:00,82.25,124.67,9.8,98.07,60.17,33.2,11.78,1.45,10.32,2.3,81.78,,,26.9,79.0,0.4,191.0,17.75,742.0,,15.45,
2019-03-02 20:00:00,2019-03-02 21:00:00,95.0,121.75,5.62,87.05,50.88,32.18,11.97,0.91,20.12,2.55,83.3,,,27.05,81.75,0.47,142.0,17.5,742.0,,14.28,
2019-03-02 21:00:00,2019-03-02 22:00:00,58.5,77.25,5.62,82.83,48.62,29.05,12.53,0.76,17.64,1.88,81.65,,,26.9,83.75,0.4,101.0,17.0,742.0,,13.83,
2019-03-02 22:00:00,2019-03-02 23:00:00,65.0,82.5,13.35,99.63,63.85,30.95,21.67,1.09,2.84,1.95,79.3,,,26.98,88.25,0.45,117.0,17.0,742.0,,13.72,
2019-03-02 23:00:00,2019-03-03 00:00:00,85.5,110.5,5.1,93.05,53.65,32.08,16.73,0.87,8.5,2.2,79.12,,,27.18,89.75,0.55,105.25,17.0,742.0,,13.4,
2019-03-03 00:00:00,2019-03-03 01:00:00,79.25,102.5,1.85,76.08,41.95,33.25,11.5,0.71,9.21,2.0,77.03,,,27.0,90.0,0.4,89.25,17.0,742.0,,13.38,
2019-03-03 01:00:00,2019-03-03 02:00:00,89.0,107.75,1.55,57.95,32.07,32.17,10.23,0.57,19.78,1.87,77.68,,,27.07,85.5,0.62,63.25,17.0,742.0,,13.3,
2019-03-03 02:00:00,2019-03-03 03:00:00,73.5,94.25,0.72,52.2,28.35,28.23,12.83,0.42,25.93,1.55,76.47,,,27.53,82.0,0.45,115.75,17.0,742.0,,13.23,
2019-03-03 03:00:00,2019-03-03 04:00:00,57.0,76.75,0.73,59.9,32.3,28.23,20.65,0.45,18.39,1.35,77.7,,,26.97,84.25,0.38,160.5,17.0,742.0,,13.47,
2019-03-03 04:00:00,2019-03-03 05:00:00,66.0,84.5,0.57,52.52,28.38,29.0,13.43,0.47,24.02,1.5,75.88,,,27.17,85.75,0.43,113.75,17.0,741.75,,13.65,
2019-03-03 05:00:00,2019-03-03 06:00:00,67.25,84.75,0.67,48.17,26.05,28.6,12.33,0.52,26.03,1.4,75.25,,,27.05,87.0,0.4,119.5,17.0,742.0,,13.85,
2019-03-03 06:00:00,2019-03-03 07:00:00,69.25,88.25,2.03,54.85,30.8,28.23,14.6,0.47,18.01,1.32,77.78,,,27.23,88.5,0.5,164.5,17.5,742.0,,13.93,
2019-03-03 07:00:00,2019-03-03 08:00:00,60.5,78.25,1.83,53.78,30.05,27.55,13.88,0.45,23.04,1.3,76.43,,,27.2,89.25,0.5,158.25,23.0,742.0,,13.97,
2019-03-03 08:00:00,2019-03-03 09:00:00,54.0,68.75,4.67,58.93,35.17,28.38,14.13,0.55,19.34,1.27,75.05,,,27.08,88.75,0.45,121.75,46.25,742.0,,14.45,
2019-03-03 09:00:00,2019-03-03 10:00:00,61.75,81.5,6.62,50.93,32.48,28.62,14.3,0.54,30.44,1.32,75.38,,,27.0,83.5,0.5,100.25,144.5,742.0,,15.55,
2019-03-03 10:00:00,2019-03-03 11:00:00,48.25,75.0,15.27,55.97,42.1,27.97,14.95,0.55,32.91,1.25,75.3,,,27.07,77.0,0.53,152.0,266.25,742.0,,17.42,
2019-03-03 11:00:00,2019-03-03 12:00:00,43.25,66.25,13.5,37.15,32.35,32.1,17.0,3.77,49.71,1.15,77.17,,,27.2,71.75,0.57,155.75,284.25,742.0,,19.15,
2019-03-03 12:00:00,2019-03-03 13:00:00,34.25,57.5,6.2,43.05,27.92,28.5,15.53,0.45,43.98,1.0,77.38,,,26.32,71.25,0.5,146.0,188.5,742.0,,19.58,
2019-03-03 13:00:00,2019-03-03 14:00:00,31.5,57.5,4.9,40.12,25.35,27.35,14.1,0.41,50.8,1.0,78.7,,,26.95,68.25,0.5,131.5,258.0,742.0,,20.55,
2019-03-03 14:00:00,2019-03-03 15:00:00,31.0,62.25,3.17,34.45,20.9,27.9,12.0,0.38,65.3,0.95,80.22,,,26.45,67.5,0.5,151.0,193.0,741.25,,21.0,
2019-03-03 15:00:00,2019-03-03 16:00:00,35.0,66.0,1.93,37.42,21.5,28.27,9.05,0.42,60.89,0.95,81.17,,,26.62,68.5,0.5,163.0,99.75,741.0,,20.92,
2019-03-03 16:00:00,2019-03-03 17:00:00,38.75,77.5,1.5,36.23,20.5,27.47,8.37,0.43,63.41,0.92,82.12,,,26.62,67.5,0.4,181.5,74.0,741.0,,20.98,
2019-03-03 17:00:00,2019-03-03 18:00:00,42.5,83.0,1.25,34.25,19.23,27.2,7.6,0.45,66.07,0.88,82.15,,,26.62,67.75,0.33,194.25,39.5,741.0,,20.75,
2019-03-03 18:00:00,2019-03-03 19:00:00,50.25,101.25,45.0,89.73,84.35,26.65,7.9,1.48,15.16,1.05,81.83,,,26.7,75.75,0.32,162.5,18.75,741.0,,19.77,
2019-03-03 19:00:00,2019-03-03 20:00:00,71.75,188.0,33.83,100.78,81.1,36.4,14.1,1.9,1.9,2.27,85.6,,,27.15,79.0,0.38,67.5,17.5,741.0,,19.4,
2019-03-03 20:00:00,2019-03-03 21:00:00,108.5,237.5,41.33,86.9,79.8,35.95,19.07,2.08,3.77,3.05,86.78,,,26.95,82.25,0.3,127.5,17.0,741.0,,18.7,
2019-03-03 21:00:00,2019-03-03 22:00:00,124.25,296.25,184.75,91.07,198.68,38.25,14.62,4.11,7.37,3.5,87.22,,,26.65,86.75,0.3,224.75,17.0,741.0,,17.98,
2019-03-03 22:00:00,2019-03-03 23:00:00,159.25,391.0,197.07,86.67,206.32,43.3,11.13,4.21,10.82,4.58,89.47,,,26.9,90.75,0.3,259.5,17.0,741.0,,17.2,
2019-03-03 23:00:00,2019-03-04 00:00:00,176.5,398.5,282.05,72.55,267.95,43.52,11.12,5.85,15.71,5.1,92.35,,,26.75,94.25,0.3,221.0,17.0,741.0,,16.6,
2019-03-04 00:00:00,2019-03-04 01:00:00,212.0,531.75,292.18,89.12,284.98,45.17,19.07,4.74,14.84,6.05,95.32,,,27.0,93.25,0.38,189.75,17.0,741.0,,16.5,
2019-03-04 01:00:00,2019-03-04 02:00:00,198.75,460.25,197.53,87.88,207.3,55.48,21.32,2.59,8.66,5.47,92.92,,,26.77,93.5,0.3,276.5,17.0,741.0,,15.95,
2019-03-04 02:00:00,2019-03-04 03:00:00,202.0,363.5,124.68,69.05,138.07,54.75,24.07,1.81,8.17,4.5,87.23,,,26.85,93.5,0.3,110.25,17.0,741.0,,15.65,
2019-03-04 03:00:00,2019-03-04 04:00:00,186.25,290.0,97.9,57.75,110.35,47.57,11.68,1.38,11.26,3.97,82.85,,,27.18,95.75,0.3,308.75,17.0,741.0,,15.1,
2019-03-04 04:00:00,2019-03-04 05:00:00,154.5,240.75,77.32,47.35,88.03,45.4,10.47,1.32,14.77,3.6,81.72,,,27.2,96.25,0.3,193.25,17.0,741.0,,14.93,
2019-03-04 05:00:00,2019-03-04 06:00:00,143.0,224.0,74.35,47.15,85.52,42.2,8.78,1.21,19.33,3.3,81.85,,,27.18,96.25,0.3,256.5,17.0,741.0,,14.88,
2019-03-04 06:00:00,2019-03-04 07:00:00,137.0,221.0,74.22,50.95,87.45,52.12,11.73,1.51,103.88,3.15,82.72,,,27.15,96.5,0.3,188.0,18.25,741.0,,14.8,
2019-03-04 07:00:00,2019-03-04 08:00:00,168.75,265.0,124.9,56.5,131.6,54.8,12.35,2.3,130.67,3.4,83.42,,,27.18,96.25,0.3,259.75,50.75,741.0,,15.35,
2019-03-04 08:00:00,2019-03-04 09:00:00,198.25,299.5,87.33,129.25,139.75,59.17,16.43,1.54,24.89,3.85,86.4,,,27.15,86.5,0.4,263.75,129.0,741.0,,17.4,
2019-03-04 09:00:00,2019-03-04 10:00:00,161.25,251.5,45.23,145.75,114.28,73.03,29.8,1.32,13.07,3.65,83.15,,,26.82,76.25,0.4,219.25,206.75,741.75,,19.75,
2019-03-04 10:00:00,2019-03-04 11:00:00,141.0,238.0,22.5,105.0,74.17,61.23,30.0,1.02,22.91,3.28,78.05,,,26.58,68.25,0.47,233.75,261.5,742.0,,21.3,
2019-03-04 11:00:00,2019-03-04 12:00:00,100.75,186.75,14.8,81.35,56.85,58.95,27.2,4.29,52.17,2.78,76.0,,,27.25,63.5,0.47,244.5,268.75,741.0,,22.42,
2019-03-04 12:00:00,2019-03-04 13:00:00,114.75,201.0,4.22,73.85,42.67,54.83,25.47,0.98,100.53,2.58,78.75,,,26.55,63.25,0.62,273.0,220.0,741.0,,22.5,
2019-03-04 13:00:00,2019-03-04 14:00:00,112.75,216.25,2.5,55.1,31.35,50.6,22.67,0.79,97.27,2.35,81.67,,,27.3,63.5,0.72,279.75,252.75,741.0,,22.62,
2019-03-04 14:00:00,2019-03-04 15:00:00,99.0,197.0,1.88,39.6,22.57,42.35,26.1,0.49,109.7,2.0,81.85,,,26.95,60.0,0.7,281.0,229.25,741.0,,22.7,
2019-03-04 15:00:00,2019-03-04 16:00:00,67.75,159.25,2.08,34.97,20.32,33.55,30.78,0.45,142.79,1.45,80.17,,,26.65,57.5,0.7,284.0,123.25,741.0,,22.85,
2019-03-04 16:00:00,2019-03-04 17:00:00,63.25,144.75,2.17,38.85,22.48,29.85,28.5,0.49,95.2,1.18,81.18,,,26.95,60.25,0.62,281.75,69.0,741.0,,22.55,
2019-03-04 17:00:00,2019-03-04 18:00:00,61.5,146.25,2.1,49.65,28.12,29.95,38.83,0.62,78.81,1.12,85.67,,,27.2,63.25,0.6,282.25,40.25,741.0,,21.95,
2019-03-04 18:00:00,2019-03-04 19:00:00,64.25,159.25,5.35,82.55,48.27,25.38,17.9,0.77,28.35,1.27,89.27,,,26.85,67.25,0.57,277.0,18.75,741.0,,21.18,
2019-03-04 19:00:00,2019-03-04 20:00:00,70.0,186.0,22.7,96.88,69.97,25.4,12.82,1.19,4.68,1.65,92.85,,,26.85,71.75,0.4,248.75,17.0,741.0,,20.3,
2019-03-04 20:00:00,2019-03-04 21:00:00,83.25,226.5,40.95,97.78,85.3,34.58,28.13,1.61,24.26,2.3,92.6,,,26.88,75.25,0.43,279.75,17.0,741.0,,19.8,
2019-03-04 21:00:00,2019-03-04 22:00:00,104.5,265.75,18.7,89.65,62.88,40.15,33.3,1.3,40.1,2.75,91.72,,,27.1,76.5,0.53,276.75,17.0,741.0,,19.5,
2019-03-04 22:00:00,2019-03-04 23:00:00,97.75,220.75,3.47,61.78,35.65,33.8,142.57,0.73,137.08,2.42,88.3,,,27.15,75.25,0.62,283.0,17.0,741.0,,18.83,
2019-03-04 23:00:00,2019-03-05 00:00:00,89.0,184.0,1.63,56.27,31.25,29.7,147.07,0.6,166.18,2.33,79.9,,,27.03,74.75,0.55,283.5,17.0,741.0,,18.1,
2019-03-05 00:00:00,2019-03-05 01:00:00,96.25,184.0,0.9,45.7,25.05,24.6,47.3,0.46,82.29,2.08,77.95,,,27.1,75.75,0.53,285.5,17.0,741.0,,17.57,
2019-03-05 01:00:00,2019-03-05 02:00:00,54.75,134.0,1.12,41.85,23.2,23.12,21.98,0.4,44.52,1.47,77.12,,,27.02,78.5,0.53,273.5,17.0,741.0,,17.02,
2019-03-05 02:00:00,2019-03-05 03:00:00,56.25,146.75,0.65,40.8,22.25,26.38,15.33,0.41,27.68,1.2,76.85,,,27.03,80.5,0.47,269.25,17.0,741.0,,16.6,
2019-03-05 03:00:00,2019-03-05 04:00:00,63.0,145.5,0.8,41.02,22.5,28.73,15.02,0.41,26.99,1.33,76.9,,,26.9,81.0,0.5,271.75,17.0,741.0,,16.12,
2019-03-05 04:00:00,2019-03-05 05:00:00,61.75,132.0,0.58,36.25,19.73,27.88,19.27,0.38,68.3,1.25,76.15,,,27.1,80.0,0.5,280.5,17.0,741.0,,15.88,
2019-03-05 05:00:00,2019-03-05 06:00:00,60.5,124.25,0.88,44.15,24.2,28.62,30.25,0.44,79.25,1.18,75.12,,,26.77,80.25,0.47,265.75,17.0,741.0,,15.6,
2019-03-05 06:00:00,2019-03-05 07:00:00,70.25,130.75,4.07,59.02,34.7,28.93,14.2,0.52,18.89,1.22,74.55,,,26.8,81.75,0.4,259.25,18.5,741.0,,15.23,
2019-03-05 07:00:00,2019-03-05 08:00:00,88.25,157.25,23.93,78.1,60.97,35.92,15.48,0.74,8.01,1.52,73.83,,,26.9,83.25,0.5,267.25,61.0,741.0,,15.32,
