From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-01-15 03:00:00,2020-01-15 04:00:00,141.75,183.5,4.88,54.03,32.7,49.2,7.08,0.94,26.29,,,,,32.0,87.75,1.23,274.0,12.0,740.0,,11.07,
2020-01-15 04:00:00,2020-01-15 05:00:00,134.33,178.5,2.6,47.05,27.15,40.77,7.07,0.63,10.62,,,,,31.68,87.5,2.02,269.75,12.0,740.0,,10.82,
2020-01-15 05:00:00,2020-01-15 06:00:00,97.0,139.5,4.78,50.12,30.55,35.23,7.68,0.77,13.55,,,,,30.1,89.25,1.48,263.5,12.0,740.0,,10.48,
2020-01-15 06:00:00,2020-01-15 07:00:00,128.0,166.25,5.28,48.9,30.33,36.67,7.03,0.81,11.13,,,,,29.85,90.0,1.35,270.0,12.25,740.0,,10.3,
2020-01-15 07:00:00,2020-01-15 08:00:00,135.75,182.75,60.1,60.6,84.8,34.2,,,14.91,,,,,30.25,89.75,1.05,269.0,20.25,740.25,,10.3,
2020-01-15 08:00:00,2020-01-15 09:00:00,133.0,202.5,48.3,63.45,73.03,39.75,8.87,1.27,6.53,,,,,31.33,88.5,1.38,267.5,57.0,741.0,,10.93,
2020-01-15 09:00:00,2020-01-15 10:00:00,149.5,234.5,33.73,69.9,64.58,48.52,16.35,1.32,13.19,,,,,31.07,83.5,2.0,270.5,129.5,741.0,,12.38,
2020-01-15 10:00:00,2020-01-15 11:00:00,168.75,261.5,20.48,67.58,52.6,52.25,27.47,1.3,18.39,,,,,30.2,76.75,2.58,262.25,182.0,742.0,,14.0,
2020-01-15 11:00:00,2020-01-15 12:00:00,177.75,272.75,11.1,54.07,37.78,55.77,24.15,1.0,22.29,,,,,30.27,72.5,2.55,241.5,200.5,742.0,,15.25,
2020-01-15 12:00:00,2020-01-15 13:00:00,155.0,236.25,9.0,47.32,32.52,56.12,24.93,0.99,25.88,,,,,30.15,69.5,2.17,184.25,182.25,742.0,,16.18,
2020-01-15 13:00:00,2020-01-15 14:00:00,158.0,225.25,7.2,48.1,31.4,51.1,19.57,1.05,31.02,,,,,29.45,67.5,2.7,237.5,136.5,741.5,,16.82,
2020-01-15 14:00:00,2020-01-15 15:00:00,147.25,209.75,5.53,42.25,26.92,52.48,17.83,0.77,40.98,,,,,29.3,62.0,2.9,214.75,137.5,741.75,,17.65,
2020-01-15 15:00:00,2020-01-15 16:00:00,119.33,181.25,4.58,38.22,24.1,50.77,16.5,0.69,42.58,,,,,29.12,61.25,2.72,212.5,78.0,741.0,,18.15,
2020-01-15 16:00:00,2020-01-15 17:00:00,105.5,155.5,3.47,38.6,23.35,55.4,14.37,0.72,43.41,,,,,30.07,60.5,2.33,229.5,40.25,741.0,,18.0,
2020-01-15 17:00:00,2020-01-15 18:00:00,94.67,145.75,4.2,52.58,31.38,60.2,11.3,0.83,32.62,,,,,30.7,62.75,1.95,264.5,18.75,741.0,,17.52,
2020-01-15 18:00:00,2020-01-15 19:00:00,117.25,193.75,11.47,83.55,53.8,59.07,10.43,1.5,12.54,,,,,31.02,68.75,1.6,260.0,12.0,741.0,,16.88,
2020-01-15 19:00:00,2020-01-15 20:00:00,178.67,288.5,31.02,82.73,69.25,62.33,9.15,1.93,3.93,,,,,31.38,74.5,1.48,262.75,12.0,741.0,,15.82,
2020-01-15 20:00:00,2020-01-15 21:00:00,192.5,310.5,13.38,77.17,51.9,55.95,10.03,1.44,6.48,,,,,31.27,71.75,2.0,270.75,12.0,741.0,,15.2,
2020-01-15 21:00:00,2020-01-15 22:00:00,189.67,282.5,21.62,79.43,59.77,46.95,9.6,1.5,12.27,,,,,29.78,77.5,2.08,288.0,12.0,741.0,,14.4,
2020-01-15 22:00:00,2020-01-15 23:00:00,214.75,305.5,20.07,67.45,52.22,50.33,14.37,1.2,10.36,,,,,29.62,84.75,2.1,292.25,12.0,741.0,,13.8,
2020-01-15 23:00:00,2020-01-16 00:00:00,204.25,285.0,23.3,66.35,54.23,49.3,17.05,1.17,5.38,,,,,29.65,82.25,1.75,268.5,12.0,741.0,,13.52,
2020-01-16 00:00:00,2020-01-16 01:00:00,181.33,261.25,5.3,62.58,37.6,48.9,13.07,0.89,13.95,,,,,30.42,79.25,1.6,268.75,12.0,741.0,,12.9,
2020-01-16 01:00:00,2020-01-16 02:00:00,154.0,220.5,5.53,59.1,35.93,52.08,11.55,0.74,10.39,,,,,32.28,82.5,1.48,271.75,12.0,740.25,,12.25,
2020-01-16 02:00:00,2020-01-16 03:00:00,141.5,202.0,5.25,59.8,36.07,48.08,9.83,0.73,8.08,,,,,31.82,80.5,1.93,271.5,12.0,740.0,,12.0,
2020-01-16 03:00:00,2020-01-16 04:00:00,144.25,197.25,3.58,54.72,32.0,45.8,9.28,0.73,3.87,,,,,31.83,80.75,1.3,197.0,12.0,740.0,,11.82,
2020-01-16 04:00:00,2020-01-16 05:00:00,154.67,199.25,4.4,54.72,32.67,42.1,8.0,0.82,3.04,,,,,31.78,82.25,1.12,250.75,12.0,740.0,,11.73,
2020-01-16 05:00:00,2020-01-16 06:00:00,146.25,190.5,6.92,52.95,33.8,34.5,8.07,0.9,2.36,,,,,30.03,82.5,1.4,247.75,12.0,740.25,,11.5,
2020-01-16 06:00:00,2020-01-16 07:00:00,141.75,188.0,17.52,49.35,40.47,36.67,10.33,0.91,2.59,,,,,29.55,82.25,1.55,201.25,12.25,741.0,,11.5,
2020-01-16 07:00:00,2020-01-16 08:00:00,161.33,213.25,55.8,50.0,75.7,36.4,,,1.54,,,,,30.23,86.5,1.63,216.0,14.0,740.5,,10.97,
2020-01-16 08:00:00,2020-01-16 09:00:00,166.5,225.5,52.2,57.73,73.15,36.48,12.23,1.33,8.98,,,,,30.98,85.0,1.57,244.5,31.25,741.0,,11.4,
2020-01-16 09:00:00,2020-01-16 10:00:00,205.75,275.25,44.05,68.75,72.38,51.1,22.02,1.84,33.52,,,,,31.85,76.0,1.93,250.25,79.25,741.0,,12.75,
2020-01-16 10:00:00,2020-01-16 11:00:00,236.0,316.75,18.85,62.98,48.8,46.05,37.67,1.0,10.16,,,,,31.0,64.0,2.42,239.5,141.0,741.25,,14.4,
2020-01-16 11:00:00,2020-01-16 12:00:00,130.0,202.5,9.0,45.65,31.57,42.88,44.23,0.57,16.97,,,,,30.75,56.0,2.25,155.75,107.0,741.25,,15.88,
2020-01-16 12:00:00,2020-01-16 13:00:00,119.5,155.0,14.55,61.15,44.38,45.25,16.67,1.21,16.21,,,,,31.07,86.0,2.05,248.0,90.25,741.0,,13.25,3.0
2020-01-16 13:00:00,2020-01-16 14:00:00,147.0,197.0,16.5,64.2,47.5,40.9,11.9,1.19,12.82,,,,,30.3,97.0,2.5,263.0,80.0,741.0,,12.9,
2020-01-16 14:00:00,2020-01-16 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 15:00:00,2020-01-16 16:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 16:00:00,2020-01-16 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 17:00:00,2020-01-16 18:00:00,147.0,197.0,,,,,,,1.94,,,,,26.1,89.0,0.9,273.0,13.0,715.0,,14.3,
2020-01-16 18:00:00,2020-01-16 19:00:00,,,15.9,58.45,44.0,45.35,7.25,1.9,,,,,,29.83,86.75,1.6,233.5,12.5,715.0,,14.3,
2020-01-16 19:00:00,2020-01-16 20:00:00,198.0,249.0,21.88,58.8,49.08,49.7,6.22,1.88,3.41,,,,,31.32,89.5,1.77,254.0,12.0,715.0,,14.03,
2020-01-16 20:00:00,2020-01-16 21:00:00,201.75,253.0,27.6,53.35,50.8,51.6,6.7,1.7,5.43,,,,,31.3,90.5,1.25,230.25,12.0,715.0,,13.88,
2020-01-16 21:00:00,2020-01-16 22:00:00,210.5,261.25,20.62,50.6,43.72,43.67,6.25,1.47,6.22,,,,,30.1,90.5,1.45,253.25,12.0,715.0,,13.85,1.0
2020-01-16 22:00:00,2020-01-16 23:00:00,194.75,236.0,17.88,43.6,37.75,42.38,8.0,1.31,6.39,,,,,29.68,93.25,1.73,102.25,12.0,715.0,,13.68,1.0
2020-01-16 23:00:00,2020-01-17 00:00:00,141.25,162.75,5.22,39.05,25.02,35.85,8.6,0.73,11.11,,,,,29.73,90.75,2.45,129.5,12.0,715.0,,13.65,
2020-01-17 00:00:00,2020-01-17 01:00:00,47.5,59.25,1.68,25.88,15.13,34.05,8.3,0.46,17.02,,,,,30.1,93.5,1.25,238.25,12.0,715.0,,13.28,6.12
2020-01-17 01:00:00,2020-01-17 02:00:00,31.75,38.0,1.4,30.68,17.45,42.67,6.48,0.51,14.29,,,,,32.8,96.0,1.67,249.75,12.0,715.0,,13.05,6.0
2020-01-17 02:00:00,2020-01-17 03:00:00,47.25,59.75,1.38,28.98,16.52,37.08,5.63,0.51,15.79,,,,,31.82,96.0,1.68,207.25,12.0,715.0,,13.0,3.5
2020-01-17 03:00:00,2020-01-17 04:00:00,34.5,49.75,1.8,27.15,15.93,33.88,7.57,0.48,17.36,,,,,31.42,96.0,1.7,214.75,12.0,715.0,,12.9,2.12
2020-01-17 04:00:00,2020-01-17 05:00:00,39.0,40.0,2.9,32.7,19.77,34.13,8.05,0.62,12.29,,,,,31.6,96.0,1.13,261.33,12.0,715.0,,12.9,1.0
2020-01-17 05:00:00,2020-01-17 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-01-17 06:00:00,2020-01-17 07:00:00,70.0,81.0,,,,,,0.92,13.83,,,,,28.9,96.0,0.95,227.0,12.0,715.0,,12.8,1.0
2020-01-17 07:00:00,2020-01-17 08:00:00,97.0,134.0,63.0,52.6,83.2,35.8,,,8.18,,,,,29.7,96.0,0.85,237.75,15.5,715.0,,12.78,
2020-01-17 08:00:00,2020-01-17 09:00:00,101.5,142.75,41.82,53.38,62.4,36.08,5.43,1.08,6.27,,,,,30.18,95.0,1.6,256.75,29.5,715.0,,12.65,
2020-01-17 09:00:00,2020-01-17 10:00:00,119.67,174.67,34.98,56.58,58.52,44.62,9.22,1.0,14.46,,,,,32.12,93.0,1.62,245.25,90.25,716.0,,13.0,
2020-01-17 10:00:00,2020-01-17 11:00:00,132.0,184.5,27.12,63.85,56.0,45.2,15.43,1.36,18.77,,,,,30.67,86.75,2.4,256.25,169.0,741.5,,14.35,
2020-01-17 11:00:00,2020-01-17 12:00:00,124.0,162.5,15.1,48.6,38.1,44.45,15.55,1.19,19.23,,,,,30.55,84.5,2.7,242.5,179.5,741.0,,14.65,
2020-01-17 12:00:00,2020-01-17 13:00:00,112.75,148.25,11.82,45.0,33.53,45.43,16.1,1.03,23.09,,,,,30.32,81.25,2.47,245.0,173.75,741.5,,15.33,
2020-01-17 13:00:00,2020-01-17 14:00:00,117.0,151.5,7.82,40.15,27.7,39.65,12.8,1.08,25.49,,,,,29.75,78.0,2.75,258.75,158.5,741.0,,15.93,
2020-01-17 14:00:00,2020-01-17 15:00:00,102.5,131.5,8.42,42.88,29.67,41.15,10.3,0.81,27.44,,,,,29.32,76.0,2.38,248.75,106.75,741.0,,16.3,
2020-01-17 15:00:00,2020-01-17 16:00:00,92.5,128.5,6.05,42.38,27.5,41.53,13.2,0.86,29.66,,,,,29.38,72.5,1.6,240.75,92.0,741.0,,16.83,
2020-01-17 16:00:00,2020-01-17 17:00:00,89.25,131.75,6.55,51.25,32.55,45.83,9.37,1.02,26.61,,,,,29.52,75.25,1.98,263.0,49.0,741.0,,16.42,
2020-01-17 17:00:00,2020-01-17 18:00:00,106.75,158.5,12.82,68.55,46.9,59.25,6.78,1.17,13.1,,,,,31.1,81.0,1.6,269.75,18.0,741.0,,15.45,
2020-01-17 18:00:00,2020-01-17 19:00:00,133.25,188.0,51.77,77.4,83.25,58.3,5.8,1.95,8.84,,,,,31.75,84.25,1.0,263.5,12.0,741.0,,14.93,
2020-01-17 19:00:00,2020-01-17 20:00:00,169.25,250.75,57.38,76.0,87.05,56.75,5.42,2.4,8.01,,,,,31.75,86.75,0.75,199.0,12.25,741.0,,14.35,
2020-01-17 20:00:00,2020-01-17 21:00:00,168.5,267.5,71.35,67.88,94.12,52.58,5.17,2.42,9.76,,,,,31.75,88.5,0.83,263.0,12.25,741.0,,13.95,
2020-01-17 21:00:00,2020-01-17 22:00:00,181.75,271.25,58.88,72.27,86.28,45.45,4.47,2.42,10.84,,,,,30.25,90.0,1.57,230.75,12.0,741.0,,13.45,
2020-01-17 22:00:00,2020-01-17 23:00:00,186.0,256.0,15.6,57.75,43.4,38.23,15.67,0.92,8.44,,,,,29.45,91.5,1.75,232.5,12.25,741.0,,12.65,
2020-01-17 23:00:00,2020-01-18 00:00:00,117.5,163.75,15.88,49.17,39.05,37.2,8.65,1.08,8.02,,,,,29.42,92.75,1.4,122.75,12.0,741.0,,12.25,
2020-01-18 00:00:00,2020-01-18 01:00:00,107.33,166.5,20.75,47.27,41.97,36.08,6.2,1.06,7.79,,,,,29.57,93.75,1.2,128.75,12.0,741.0,,11.98,
2020-01-18 01:00:00,2020-01-18 02:00:00,105.0,178.0,18.7,51.22,42.45,44.18,11.62,0.86,37.44,,,,,32.85,95.25,1.2,215.25,12.0,741.0,,11.22,
2020-01-18 02:00:00,2020-01-18 03:00:00,116.5,216.75,27.1,51.25,49.28,41.95,9.03,1.0,40.11,,,,,32.02,97.0,0.6,176.0,12.0,741.0,,11.1,
2020-01-18 03:00:00,2020-01-18 04:00:00,128.5,239.25,32.57,46.92,51.45,40.65,6.65,1.4,17.93,,,,,32.02,97.0,0.82,206.0,12.0,741.0,,11.43,
2020-01-18 04:00:00,2020-01-18 05:00:00,138.75,224.25,33.72,52.98,55.58,40.03,5.97,1.25,30.93,,,,,31.95,97.5,1.2,239.25,12.0,741.0,,11.3,
2020-01-18 05:00:00,2020-01-18 06:00:00,131.25,219.25,27.9,51.0,49.83,30.68,5.2,1.05,15.62,,,,,30.32,98.0,1.48,259.5,12.0,741.0,,11.15,
2020-01-18 06:00:00,2020-01-18 07:00:00,137.75,230.5,21.15,43.88,40.52,29.88,4.6,0.99,14.39,,,,,29.52,98.0,1.65,180.5,12.0,741.0,,10.6,
2020-01-18 07:00:00,2020-01-18 08:00:00,124.0,186.5,35.9,36.7,52.7,29.8,,,7.6,,,,,30.18,98.25,1.75,131.0,14.75,741.0,,9.82,
2020-01-18 08:00:00,2020-01-18 09:00:00,85.25,124.5,16.48,40.03,34.7,26.1,12.23,0.92,5.57,,,,,30.45,99.0,1.25,157.0,26.5,741.0,,9.7,
2020-01-18 09:00:00,2020-01-18 10:00:00,97.0,156.0,27.1,48.58,47.85,33.98,11.7,1.13,13.35,,,,,32.5,99.0,0.98,177.0,44.5,741.0,,10.18,
2020-01-18 10:00:00,2020-01-18 11:00:00,142.75,241.75,37.83,62.25,63.85,38.42,12.43,1.71,15.38,,,,,31.73,98.75,1.38,239.75,61.5,741.0,,10.93,
2020-01-18 11:00:00,2020-01-18 12:00:00,190.25,291.5,37.33,82.65,74.35,41.5,13.13,2.02,13.81,,,,,31.5,93.5,1.62,261.75,116.0,741.25,,12.35,
2020-01-18 12:00:00,2020-01-18 13:00:00,213.5,309.5,27.05,84.15,66.73,42.45,17.97,1.58,22.45,,,,,31.2,82.25,2.45,276.25,194.25,742.0,,13.9,
2020-01-18 13:00:00,2020-01-18 14:00:00,193.25,276.5,14.62,59.43,43.55,37.12,16.73,1.23,32.16,,,,,30.0,77.75,2.7,258.0,203.5,741.0,,14.3,
2020-01-18 14:00:00,2020-01-18 15:00:00,160.0,229.25,7.22,48.88,31.9,36.33,13.5,0.95,47.34,,,,,29.22,70.0,2.48,243.75,161.0,741.0,,15.25,
2020-01-18 15:00:00,2020-01-18 16:00:00,122.25,185.25,5.85,53.7,33.33,38.83,16.9,0.94,55.6,,,,,29.23,66.25,2.2,234.25,81.0,741.0,,15.98,
2020-01-18 16:00:00,2020-01-18 17:00:00,141.75,219.5,4.38,71.28,41.48,44.6,15.87,1.34,61.98,,,,,29.23,67.25,1.75,272.75,40.75,741.0,,16.03,
2020-01-18 17:00:00,2020-01-18 18:00:00,189.25,298.75,7.33,102.0,60.18,54.93,13.07,1.74,28.64,,,,,31.6,70.0,1.1,284.75,18.0,741.0,,15.4,
2020-01-18 18:00:00,2020-01-18 19:00:00,197.0,322.75,32.9,104.65,82.42,56.9,9.3,2.25,8.73,,,,,31.65,76.25,0.48,298.75,12.0,741.0,,14.12,
2020-01-18 19:00:00,2020-01-18 20:00:00,234.25,366.75,110.42,108.55,147.55,61.95,8.82,3.61,7.25,,,,,31.9,82.0,0.5,228.0,12.0,741.0,,13.43,
2020-01-18 20:00:00,2020-01-18 21:00:00,269.75,421.25,42.45,103.0,89.35,55.38,6.97,2.21,8.37,,,,,31.9,81.5,1.18,273.0,12.0,741.0,,13.57,
2020-01-18 21:00:00,2020-01-18 22:00:00,259.25,396.5,52.25,86.62,88.58,53.9,6.12,2.67,8.64,,,,,30.42,84.75,1.38,275.0,12.0,741.0,,13.12,
2020-01-18 22:00:00,2020-01-18 23:00:00,318.75,434.0,24.23,76.53,60.4,47.23,10.0,1.38,12.08,,,,,29.15,87.5,1.38,265.0,12.0,741.0,,12.52,
2020-01-18 23:00:00,2020-01-19 00:00:00,219.5,299.25,16.73,56.7,43.77,40.88,10.75,1.05,7.46,,,,,29.05,90.25,1.03,249.25,12.0,741.0,,11.95,
2020-01-19 00:00:00,2020-01-19 01:00:00,172.0,242.5,22.25,56.05,47.9,41.6,8.47,1.22,7.51,,,,,29.1,91.0,0.78,235.25,12.0,741.0,,11.57,
2020-01-19 01:00:00,2020-01-19 02:00:00,158.25,229.5,28.8,50.58,50.27,51.45,4.95,1.34,8.51,,,,,32.17,92.75,0.35,200.75,12.0,741.0,,10.85,
2020-01-19 02:00:00,2020-01-19 03:00:00,151.0,220.25,31.3,57.85,56.23,51.3,4.67,1.04,7.09,,,,,32.35,90.5,0.88,226.75,12.0,741.0,,10.9,
2020-01-19 03:00:00,2020-01-19 04:00:00,145.0,216.5,20.85,62.55,50.2,50.77,4.62,0.65,7.09,,,,,32.12,89.0,0.75,243.5,12.0,740.75,,10.77,
2020-01-19 04:00:00,2020-01-19 05:00:00,147.0,221.0,24.32,65.53,54.62,49.83,3.67,1.12,7.33,,,,,32.23,91.0,1.2,238.0,12.0,740.5,,10.28,1.0
2020-01-19 05:00:00,2020-01-19 06:00:00,145.75,212.0,7.45,63.3,39.7,37.62,4.4,1.01,8.02,,,,,30.85,94.5,1.82,236.75,12.0,741.0,,9.25,
2020-01-19 06:00:00,2020-01-19 07:00:00,120.75,173.5,2.48,52.15,29.75,36.0,4.17,0.77,11.7,,,,,29.43,93.75,2.45,253.25,12.0,741.0,,8.65,
2020-01-19 07:00:00,2020-01-19 08:00:00,117.25,143.5,22.6,39.6,43.5,37.5,,,18.2,,,,,29.9,88.25,2.38,263.25,16.25,741.0,,8.38,
2020-01-19 08:00:00,2020-01-19 09:00:00,139.75,164.0,2.98,44.35,25.97,34.25,5.97,0.74,20.8,,,,,30.05,85.25,2.2,266.25,39.75,741.0,,8.5,
2020-01-19 09:00:00,2020-01-19 10:00:00,152.25,184.75,4.65,38.98,24.5,44.05,6.42,0.81,25.71,,,,,31.68,81.25,2.0,250.5,111.5,741.0,,9.2,
2020-01-19 10:00:00,2020-01-19 11:00:00,156.5,187.25,9.32,41.52,29.7,47.33,8.37,0.97,26.59,,,,,31.1,74.5,2.08,264.25,194.75,741.75,,10.55,
2020-01-19 11:00:00,2020-01-19 12:00:00,155.25,199.25,8.0,45.85,30.9,46.43,10.73,1.03,36.48,,,,,30.28,67.25,2.3,274.0,229.75,742.0,,12.4,
2020-01-19 12:00:00,2020-01-19 13:00:00,149.5,211.25,6.45,48.75,31.18,48.08,12.17,1.06,47.83,,,,,30.38,62.5,2.58,279.0,205.0,742.0,,13.7,
2020-01-19 13:00:00,2020-01-19 14:00:00,153.75,227.25,4.27,48.42,29.23,42.98,12.07,1.1,61.58,,,,,30.07,60.0,2.5,273.75,215.25,741.75,,14.75,
2020-01-19 14:00:00,2020-01-19 15:00:00,139.75,223.5,4.4,44.08,27.03,41.02,9.87,0.92,62.46,,,,,29.23,59.25,2.3,274.0,167.0,741.75,,15.55,
2020-01-19 15:00:00,2020-01-19 16:00:00,130.5,213.25,3.88,44.53,26.83,41.55,13.25,0.92,57.04,,,,,29.17,62.5,2.6,275.75,84.0,741.0,,15.53,
2020-01-19 16:00:00,2020-01-19 17:00:00,140.25,223.0,4.3,48.22,29.15,42.0,11.5,0.96,45.17,,,,,28.92,67.25,2.27,264.0,41.75,741.0,,15.07,
2020-01-19 17:00:00,2020-01-19 18:00:00,140.0,228.5,7.55,61.6,38.88,51.32,8.15,1.14,20.47,,,,,31.02,73.5,1.68,263.25,19.0,741.0,,13.98,
2020-01-19 18:00:00,2020-01-19 19:00:00,150.5,245.75,11.8,70.08,46.88,54.17,6.53,1.4,9.64,,,,,31.97,78.75,1.62,256.25,12.0,741.0,,12.97,
2020-01-19 19:00:00,2020-01-19 20:00:00,169.5,251.0,18.8,71.92,53.52,51.3,3.98,1.65,6.61,,,,,31.88,82.5,1.55,258.25,12.0,741.0,,12.23,
2020-01-19 20:00:00,2020-01-19 21:00:00,182.0,258.5,22.37,69.72,55.27,50.4,3.6,1.58,6.26,,,,,32.0,84.25,1.37,254.5,12.0,741.0,,11.73,
2020-01-19 21:00:00,2020-01-19 22:00:00,181.0,265.5,49.67,63.5,74.12,41.73,4.98,1.83,6.79,,,,,30.88,87.25,1.35,243.75,12.0,741.0,,11.25,
2020-01-19 22:00:00,2020-01-19 23:00:00,205.0,286.25,19.75,59.52,47.67,39.6,4.5,1.27,7.19,,,,,29.23,90.75,1.95,255.75,12.25,741.0,,10.4,
2020-01-19 23:00:00,2020-01-20 00:00:00,172.0,238.5,7.1,49.38,32.02,37.45,5.65,0.88,8.07,,,,,29.18,93.0,1.62,251.75,12.0,741.0,,10.12,
2020-01-20 00:00:00,2020-01-20 01:00:00,148.75,214.75,4.33,45.38,27.65,37.6,5.03,0.83,9.08,,,,,29.17,93.75,1.73,257.25,12.0,741.0,,10.33,
2020-01-20 01:00:00,2020-01-20 02:00:00,126.0,193.0,1.9,37.03,21.23,44.68,3.47,0.68,17.45,,,,,31.7,95.0,1.98,270.25,12.0,741.0,,10.38,
2020-01-20 02:00:00,2020-01-20 03:00:00,103.25,163.5,1.9,33.7,19.48,46.52,3.33,0.68,19.31,,,,,32.67,96.0,1.42,253.0,12.0,741.0,,10.4,
2020-01-20 03:00:00,2020-01-20 04:00:00,98.25,156.5,1.88,32.75,18.95,45.2,4.08,0.69,20.9,,,,,32.0,96.0,1.38,255.5,12.0,741.0,,10.5,
2020-01-20 04:00:00,2020-01-20 05:00:00,98.0,157.25,1.55,31.2,17.9,44.33,3.47,0.73,23.92,,,,,32.0,96.0,1.73,250.0,12.0,741.0,,10.42,
2020-01-20 05:00:00,2020-01-20 06:00:00,99.25,155.0,0.97,30.52,17.05,37.6,4.78,0.81,24.52,,,,,31.2,95.25,1.9,255.25,12.0,741.0,,10.3,
2020-01-20 06:00:00,2020-01-20 07:00:00,114.0,157.75,1.82,30.43,17.68,35.58,4.43,0.82,20.7,,,,,29.58,93.75,1.4,258.25,12.0,741.0,,10.38,
2020-01-20 07:00:00,2020-01-20 08:00:00,120.75,170.0,31.6,50.6,56.6,35.8,,,13.1,,,,,30.0,92.5,1.42,261.5,14.75,741.0,,10.47,
2020-01-20 08:00:00,2020-01-20 09:00:00,127.0,184.75,12.12,52.85,37.95,33.38,4.23,1.03,9.47,,,,,30.17,89.5,1.3,227.0,30.0,741.0,,10.7,
2020-01-20 09:00:00,2020-01-20 10:00:00,142.5,201.5,18.73,52.62,43.2,43.67,4.17,1.21,11.52,,,,,31.6,85.5,1.9,272.25,62.0,741.0,,11.1,
2020-01-20 10:00:00,2020-01-20 11:00:00,159.0,235.25,18.6,55.32,44.52,49.97,6.2,1.22,16.22,,,,,31.58,81.5,1.9,277.75,104.75,741.0,,11.93,
2020-01-20 11:00:00,2020-01-20 12:00:00,177.5,261.25,13.35,48.8,36.8,48.75,10.9,1.04,27.9,,,,,31.1,77.75,1.85,245.75,178.5,741.75,,12.82,
2020-01-20 12:00:00,2020-01-20 13:00:00,183.5,273.5,8.83,64.37,41.47,51.83,12.15,1.21,34.95,,,,,31.12,72.75,1.48,199.5,146.5,741.5,,14.05,
2020-01-20 13:00:00,2020-01-20 14:00:00,191.25,289.75,6.8,72.33,44.0,50.67,8.82,1.14,41.83,,,,,30.98,69.25,1.43,246.0,120.0,741.0,,15.07,
2020-01-20 14:00:00,2020-01-20 15:00:00,181.25,274.5,10.3,102.55,62.93,51.1,8.07,1.56,38.73,,,,,29.7,66.5,1.15,206.5,109.25,741.25,,16.05,
2020-01-20 15:00:00,2020-01-20 16:00:00,200.0,308.5,9.57,115.62,69.28,55.5,7.35,1.49,35.92,,,,,29.5,65.0,0.93,212.25,64.75,741.0,,16.27,
2020-01-20 16:00:00,2020-01-20 17:00:00,193.25,300.0,6.9,121.42,70.2,56.68,6.17,1.58,26.54,,,,,29.52,67.0,0.8,210.0,35.75,741.0,,15.98,
2020-01-20 17:00:00,2020-01-20 18:00:00,199.0,316.75,19.77,131.85,86.2,65.58,4.57,1.81,8.03,,,,,30.55,71.5,0.98,251.75,20.0,741.0,,15.35,
2020-01-20 18:00:00,2020-01-20 19:00:00,209.5,368.75,54.38,128.58,112.6,72.62,5.1,2.25,5.79,,,,,31.3,78.0,0.75,219.25,12.0,741.0,,14.38,
2020-01-20 19:00:00,2020-01-20 20:00:00,259.5,438.75,95.78,106.33,134.45,73.12,6.08,3.14,6.0,,,,,31.52,83.5,0.33,114.75,12.0,741.0,,13.65,
2020-01-20 20:00:00,2020-01-20 21:00:00,286.75,472.25,174.7,113.2,202.3,71.17,6.13,3.92,5.75,,,,,31.58,88.75,0.3,264.0,12.25,741.0,,12.85,
2020-01-20 21:00:00,2020-01-20 22:00:00,306.5,506.0,294.57,108.85,297.4,73.43,8.12,5.7,6.74,,,,,31.1,90.75,0.33,168.25,12.0,741.0,,12.7,
2020-01-20 22:00:00,2020-01-20 23:00:00,376.5,585.0,211.82,83.7,216.75,71.42,6.83,4.47,7.67,,,,,29.88,91.75,0.33,124.5,12.25,741.0,,12.57,
2020-01-20 23:00:00,2020-01-21 00:00:00,363.75,544.25,199.97,72.2,200.98,70.88,5.6,4.1,6.5,,,,,29.9,93.0,0.38,151.0,12.25,741.0,,12.47,
2020-01-21 00:00:00,2020-01-21 01:00:00,301.25,477.25,101.25,67.55,118.27,63.45,4.43,1.87,5.71,,,,,29.85,92.0,0.82,183.75,12.0,741.0,,12.43,
2020-01-21 01:00:00,2020-01-21 02:00:00,200.25,321.5,55.92,54.77,74.6,65.92,2.72,1.02,11.9,,,,,31.62,92.75,0.93,186.75,12.0,741.0,,11.95,
2020-01-21 02:00:00,2020-01-21 03:00:00,160.0,253.75,19.68,59.28,47.55,67.57,3.03,1.12,6.32,,,,,31.57,92.75,1.08,185.5,12.0,741.0,,11.62,
2020-01-21 03:00:00,2020-01-21 04:00:00,179.25,279.5,25.33,57.17,50.98,69.22,4.45,1.24,6.87,,,,,31.7,93.25,0.88,205.0,12.0,741.0,,11.53,
2020-01-21 04:00:00,2020-01-21 05:00:00,207.0,316.5,34.48,57.83,58.8,71.2,4.9,1.42,31.62,,,,,31.7,93.0,0.47,206.0,12.0,741.0,,11.72,
