From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-06-29 05:00:00,2020-06-29 06:00:00,,,1.53,16.27,9.9,32.4,8.65,1.22,17.38,,,,,28.5,86.75,2.12,280.25,,740.0,,33.4,
2020-06-29 06:00:00,2020-06-29 07:00:00,,,1.77,17.9,10.97,35.12,9.45,1.28,1.02,,,,,29.17,86.5,2.55,266.5,,740.0,,33.42,
2020-06-29 07:00:00,2020-06-29 08:00:00,,,21.2,36.0,39.8,41.2,,0.01,3.21,,,,,29.25,80.0,2.92,210.5,,740.25,,34.7,
2020-06-29 08:00:00,2020-06-29 09:00:00,,,2.58,46.15,26.62,46.8,8.97,1.24,46.33,,,,,29.25,64.25,1.8,155.25,,741.0,,36.77,
2020-06-29 09:00:00,2020-06-29 10:00:00,,,1.77,26.02,15.3,55.6,9.88,1.18,11.04,,,,,29.82,49.75,3.95,118.25,,741.0,,38.95,
2020-06-29 10:00:00,2020-06-29 11:00:00,,,1.6,20.58,12.25,51.42,7.15,1.04,29.27,,,,,27.82,43.5,3.05,145.75,,741.0,,40.33,
2020-06-29 11:00:00,2020-06-29 12:00:00,,,1.03,20.45,11.7,45.35,9.05,1.22,51.33,,,,,28.12,56.5,4.15,282.25,,741.0,,38.58,
2020-06-29 12:00:00,2020-06-29 13:00:00,,,0.97,18.82,10.8,41.88,9.73,1.2,57.62,,,,,28.07,56.5,4.78,267.5,,741.0,,38.62,
2020-06-29 13:00:00,2020-06-29 14:00:00,,,0.87,18.1,10.32,41.17,9.05,1.15,62.75,,,,,27.58,55.75,4.65,273.25,,741.0,,38.83,
2020-06-29 14:00:00,2020-06-29 15:00:00,,,0.7,23.05,12.8,46.4,11.07,1.16,23.77,,,,,28.5,54.75,4.08,269.0,,741.0,,39.38,
2020-06-29 15:00:00,2020-06-29 16:00:00,,,1.18,27.02,15.35,64.42,11.4,1.09,40.32,,,,,29.0,54.75,3.93,262.5,,741.0,,39.48,
2020-06-29 16:00:00,2020-06-29 17:00:00,,,0.95,24.48,13.8,88.65,13.88,1.08,48.97,,,,,29.45,60.0,5.05,251.75,,741.0,,38.55,
2020-06-29 17:00:00,2020-06-29 18:00:00,37.0,257.0,0.9,18.38,10.52,80.45,11.38,1.1,46.12,,,,,30.57,66.25,7.17,241.5,,740.25,,36.23,
2020-06-29 18:00:00,2020-06-29 19:00:00,32.0,214.0,1.02,18.03,10.45,53.58,11.55,0.96,34.93,,,,,29.98,83.5,6.22,124.25,,740.0,,29.25,
2020-06-29 19:00:00,2020-06-29 20:00:00,15.0,72.25,1.02,27.2,15.3,43.85,11.53,1.07,32.04,,,,,29.1,83.0,2.55,146.25,,740.0,,29.83,
2020-06-29 20:00:00,2020-06-29 21:00:00,12.75,45.75,2.4,43.73,25.2,41.03,11.28,1.19,20.03,,,,,29.15,85.5,2.12,266.5,,740.0,,30.0,
2020-06-29 21:00:00,2020-06-29 22:00:00,19.0,83.25,2.15,40.77,23.45,40.12,11.73,1.07,20.17,,,,,28.95,81.0,1.88,298.75,,740.0,,30.42,
2020-06-29 22:00:00,2020-06-29 23:00:00,22.75,101.25,2.2,41.77,23.95,45.88,10.52,0.98,9.54,,,,,29.9,79.0,1.62,298.75,,740.0,,30.7,
2020-06-29 23:00:00,2020-06-30 00:00:00,26.5,147.75,2.35,38.27,22.28,43.42,9.75,0.95,13.6,,,,,29.48,80.5,1.18,279.25,,740.0,,30.7,
2020-06-30 00:00:00,2020-06-30 01:00:00,32.0,181.75,2.3,36.77,21.42,48.12,7.73,0.96,13.37,,,,,29.82,82.0,1.5,258.25,,740.0,,30.68,
2020-06-30 01:00:00,2020-06-30 02:00:00,34.25,157.75,1.73,31.15,18.0,46.35,7.55,1.02,14.35,,,,,30.07,85.75,2.08,258.0,,740.0,,30.77,
2020-06-30 02:00:00,2020-06-30 03:00:00,32.25,115.25,2.02,18.43,11.47,30.38,8.22,1.06,21.38,,,,,28.65,88.0,2.8,277.5,,740.0,,30.95,
2020-06-30 03:00:00,2020-06-30 04:00:00,32.5,82.75,1.07,13.73,8.17,34.27,8.57,1.06,23.32,,,,,29.23,88.5,3.8,286.0,,740.0,,30.82,
2020-06-30 04:00:00,2020-06-30 05:00:00,29.5,61.75,1.48,14.28,8.8,32.67,8.7,1.04,19.67,,,,,29.15,89.75,3.25,286.5,,740.0,,30.75,
2020-06-30 05:00:00,2020-06-30 06:00:00,24.5,60.0,1.07,14.95,8.85,31.45,9.1,1.04,21.14,,,,,28.9,90.75,3.42,289.0,,740.0,,30.6,
2020-06-30 06:00:00,2020-06-30 07:00:00,21.25,75.0,1.38,27.52,15.77,38.48,7.8,1.03,0.74,,,,,29.8,90.75,2.68,294.5,,740.0,,30.7,
2020-06-30 07:00:00,2020-06-30 08:00:00,17.25,76.5,21.4,34.3,38.9,46.2,,0.01,6.4,,,,,29.55,89.0,3.12,291.75,,740.0,,31.2,
2020-06-30 08:00:00,2020-06-30 09:00:00,23.25,79.25,2.02,20.7,12.68,46.33,7.42,1.09,70.58,,,,,29.25,86.0,3.65,301.25,,740.25,,31.8,
2020-06-30 09:00:00,2020-06-30 10:00:00,29.75,78.25,2.35,22.62,13.95,59.67,8.6,1.18,28.34,,,,,29.95,82.0,3.67,300.25,,741.0,,32.75,
2020-06-30 10:00:00,2020-06-30 11:00:00,30.75,96.75,2.05,19.7,12.15,40.77,8.7,1.18,37.55,,,,,28.75,76.5,3.77,295.25,,741.0,,33.97,
2020-06-30 11:00:00,2020-06-30 12:00:00,35.75,114.75,1.3,18.12,10.7,40.97,8.78,1.15,51.66,,,,,28.88,71.5,3.65,280.75,,741.0,,34.97,
2020-06-30 12:00:00,2020-06-30 13:00:00,34.75,113.5,1.35,17.18,10.2,37.55,9.48,1.12,53.47,,,,,28.6,67.25,3.92,289.25,,741.0,,35.77,
2020-06-30 13:00:00,2020-06-30 14:00:00,33.25,104.0,1.15,15.9,9.4,34.42,9.35,1.1,58.84,,,,,28.2,64.25,3.65,276.5,,741.0,,36.23,
2020-06-30 14:00:00,2020-06-30 15:00:00,30.25,107.25,0.8,24.33,13.57,45.47,9.2,1.06,12.54,,,,,29.35,61.5,3.1,251.0,,741.0,,36.98,
2020-06-30 15:00:00,2020-06-30 16:00:00,27.5,105.75,1.1,19.4,11.2,46.05,8.45,0.98,31.66,,,,,29.35,59.0,3.12,279.5,,741.0,,37.4,
2020-06-30 16:00:00,2020-06-30 17:00:00,26.5,105.5,1.03,21.6,12.32,55.15,8.82,1.0,55.03,,,,,29.42,60.0,2.73,277.75,,741.0,,37.35,
2020-06-30 17:00:00,2020-06-30 18:00:00,27.75,127.75,1.4,24.27,14.07,56.93,9.72,1.06,58.41,,,,,29.93,60.25,2.77,284.5,,741.0,,37.2,
2020-06-30 18:00:00,2020-06-30 19:00:00,29.0,139.75,1.75,30.95,17.88,37.77,10.25,1.28,49.76,,,,,29.45,61.75,2.88,290.25,,740.75,,36.67,
2020-06-30 19:00:00,2020-06-30 20:00:00,37.25,161.5,1.4,36.52,20.58,35.65,9.5,1.38,49.12,,,,,28.57,66.0,2.25,281.5,,740.0,,35.88,
2020-06-30 20:00:00,2020-06-30 21:00:00,43.75,190.75,1.47,41.3,23.15,35.02,10.75,1.37,37.33,,,,,28.75,69.25,1.73,270.75,,740.0,,35.27,
2020-06-30 21:00:00,2020-06-30 22:00:00,44.5,187.75,2.25,40.25,23.25,33.9,11.05,1.33,33.09,,,,,28.93,73.5,1.57,251.5,,740.0,,34.5,
2020-06-30 22:00:00,2020-06-30 23:00:00,46.0,190.75,1.83,43.95,24.82,38.55,10.97,1.15,8.28,,,,,29.63,74.5,1.55,245.75,,740.0,,34.17,
2020-06-30 23:00:00,2020-07-01 00:00:00,37.0,166.0,1.73,36.83,21.0,43.23,9.73,1.12,13.73,,,,,29.3,75.33,1.8,244.67,,740.0,,33.93,
2020-07-01 00:00:00,2020-07-01 01:00:00,36.75,143.25,1.38,21.95,12.78,38.98,7.83,1.09,27.09,,,,,29.18,78.5,2.1,257.75,,740.0,,33.23,
2020-07-01 01:00:00,2020-07-01 02:00:00,32.75,108.75,0.85,20.58,11.62,42.35,7.72,1.06,25.71,,,,,29.57,80.5,2.33,271.75,,740.0,,32.75,
2020-07-01 02:00:00,2020-07-01 03:00:00,33.0,82.75,1.43,17.9,10.7,34.75,8.07,1.16,21.71,,,,,29.25,82.5,2.05,266.0,,740.0,,32.3,
2020-07-01 03:00:00,2020-07-01 04:00:00,36.75,79.0,0.9,16.2,9.35,32.28,8.35,1.16,23.16,,,,,28.77,85.25,2.3,292.0,,740.0,,31.75,
2020-07-01 04:00:00,2020-07-01 05:00:00,41.25,87.0,1.43,20.48,12.05,33.7,8.58,1.21,15.79,,,,,29.0,86.5,1.38,297.75,,740.0,,31.58,
2020-07-01 05:00:00,2020-07-01 06:00:00,46.75,121.5,2.55,24.5,15.1,32.9,9.62,1.22,16.79,,,,,29.27,85.0,1.88,283.0,,740.0,,31.6,
2020-07-01 06:00:00,2020-07-01 07:00:00,41.75,143.0,2.42,27.8,16.77,38.88,8.88,1.21,22.76,,,,,29.6,84.25,2.27,296.0,,740.0,,31.88,
2020-07-01 07:00:00,2020-07-01 08:00:00,36.5,108.75,20.9,45.6,44.7,46.2,,0.01,9.79,,,,,29.4,80.0,3.42,302.5,,740.75,,33.0,
2020-07-01 08:00:00,2020-07-01 09:00:00,34.25,96.75,1.95,23.65,14.15,41.45,8.32,1.23,75.73,,,,,29.48,74.5,3.5,281.5,,741.0,,34.12,
2020-07-01 09:00:00,2020-07-01 10:00:00,39.25,94.25,1.25,16.98,10.05,40.15,7.87,1.1,48.27,,,,,29.35,72.25,3.4,216.75,,741.0,,34.6,
2020-07-01 10:00:00,2020-07-01 11:00:00,32.25,77.25,0.88,13.75,8.03,37.35,9.25,1.11,51.82,,,,,29.88,66.25,3.2,185.75,,741.0,,35.6,
2020-07-01 11:00:00,2020-07-01 12:00:00,27.0,73.0,1.02,12.8,7.63,32.05,8.47,1.12,68.84,,,,,28.27,61.75,2.8,240.0,,741.0,,36.77,
2020-07-01 12:00:00,2020-07-01 13:00:00,28.75,90.25,0.7,14.15,8.1,32.45,9.6,1.13,72.52,,,,,28.45,58.5,1.9,255.75,,741.0,,37.45,
2020-07-01 13:00:00,2020-07-01 14:00:00,34.0,110.0,0.68,14.92,8.47,31.73,9.47,1.11,72.58,,,,,28.45,53.5,2.03,261.0,,741.0,,38.35,
2020-07-01 14:00:00,2020-07-01 15:00:00,32.75,119.25,0.57,15.48,8.7,39.25,10.15,0.98,41.49,,,,,28.85,50.5,2.2,187.25,,741.0,,38.9,
2020-07-01 15:00:00,2020-07-01 16:00:00,30.67,115.75,0.72,17.15,9.7,38.77,9.62,0.99,68.72,,,,,29.55,52.0,2.02,236.0,,741.0,,38.85,
2020-07-01 16:00:00,2020-07-01 17:00:00,34.75,134.25,0.8,24.75,13.8,47.15,10.05,1.15,84.95,,,,,29.58,53.25,2.3,237.25,,741.0,,38.62,
2020-07-01 17:00:00,2020-07-01 18:00:00,37.0,151.75,1.0,27.8,15.6,49.75,10.95,1.11,89.75,,,,,29.48,53.0,2.4,254.5,,741.0,,38.6,
2020-07-01 18:00:00,2020-07-01 19:00:00,40.0,168.75,1.07,36.12,20.08,41.72,11.6,1.28,80.56,,,,,30.55,53.0,2.33,255.5,,740.75,,38.17,
2020-07-01 19:00:00,2020-07-01 20:00:00,48.5,191.0,1.15,48.58,26.77,32.2,10.28,1.46,63.35,,,,,28.45,56.5,1.75,262.25,,740.0,,37.4,
2020-07-01 20:00:00,2020-07-01 21:00:00,53.25,221.25,1.23,38.12,21.25,33.08,11.2,1.47,37.47,,,,,28.68,65.5,1.67,266.5,,740.0,,36.08,
2020-07-01 21:00:00,2020-07-01 22:00:00,43.5,176.75,1.57,31.05,17.85,30.57,11.22,1.35,35.22,,,,,28.8,68.0,1.82,271.5,,740.0,,35.45,
2020-07-01 22:00:00,2020-07-01 23:00:00,38.67,145.25,1.33,34.8,19.57,32.27,11.57,1.3,21.95,,,,,28.48,70.25,2.1,305.0,,740.0,,34.95,
2020-07-01 23:00:00,2020-07-02 00:00:00,41.0,142.5,1.65,47.8,26.77,38.95,10.8,1.28,4.61,,,,,29.62,70.0,1.4,313.75,,740.0,,34.82,
2020-07-02 00:00:00,2020-07-02 01:00:00,48.75,159.0,0.8,32.62,18.0,34.9,9.3,1.26,20.43,,,,,29.15,69.5,1.08,297.5,,740.0,,34.67,
2020-07-02 01:00:00,2020-07-02 02:00:00,44.0,131.5,1.05,33.03,18.4,32.98,8.4,1.15,25.79,,,,,29.12,69.0,1.27,282.75,,740.0,,34.52,
2020-07-02 02:00:00,2020-07-02 03:00:00,41.25,125.0,1.25,25.55,14.62,34.85,8.45,1.21,24.1,,,,,30.08,71.5,1.05,287.75,,740.0,,33.88,
2020-07-02 03:00:00,2020-07-02 04:00:00,44.25,113.0,1.32,26.93,15.37,28.23,8.97,1.23,23.35,,,,,28.7,73.25,1.3,298.0,,740.0,,33.5,
2020-07-02 04:00:00,2020-07-02 05:00:00,52.25,131.5,1.3,25.55,14.65,30.28,8.72,1.33,21.14,,,,,28.8,74.25,1.68,254.75,,740.0,,33.33,
2020-07-02 05:00:00,2020-07-02 06:00:00,56.25,160.25,2.18,29.02,17.18,30.55,7.92,1.32,15.3,,,,,28.93,77.0,1.25,277.0,,740.0,,33.08,
2020-07-02 06:00:00,2020-07-02 07:00:00,57.0,158.0,2.2,41.65,23.9,33.47,7.95,1.33,15.63,,,,,29.05,73.5,1.1,194.0,,740.0,,33.52,
2020-07-02 07:00:00,2020-07-02 08:00:00,56.0,151.0,20.7,48.9,46.1,48.2,,0.01,7.79,,,,,29.57,72.5,1.8,270.5,,740.0,,34.05,
2020-07-02 08:00:00,2020-07-02 09:00:00,56.25,163.75,3.02,31.25,19.08,41.38,7.85,1.34,72.6,,,,,29.38,73.5,2.88,266.25,,740.5,,34.3,
2020-07-02 09:00:00,2020-07-02 10:00:00,62.75,175.5,2.62,27.05,16.52,40.1,8.32,1.25,45.81,,,,,29.23,69.0,2.52,272.25,,741.0,,35.35,
2020-07-02 10:00:00,2020-07-02 11:00:00,54.25,149.25,1.2,23.82,13.62,44.47,8.88,1.29,62.32,,,,,30.52,62.5,2.57,270.25,,741.0,,36.92,
2020-07-02 11:00:00,2020-07-02 12:00:00,57.5,151.0,1.07,20.38,11.7,30.68,7.17,1.28,86.71,,,,,28.0,57.25,2.72,275.75,,741.0,,38.38,
2020-07-02 12:00:00,2020-07-02 13:00:00,55.0,162.75,0.8,18.75,10.6,34.0,8.08,1.28,97.78,,,,,28.45,53.75,2.5,262.75,,741.0,,39.45,
2020-07-02 13:00:00,2020-07-02 14:00:00,51.75,159.25,0.75,18.18,10.28,32.58,8.6,1.27,108.05,,,,,28.45,51.0,2.5,268.5,,741.0,,40.2,
2020-07-02 14:00:00,2020-07-02 15:00:00,53.5,161.0,0.3,24.05,12.8,37.12,8.62,1.28,95.1,,,,,28.32,50.5,2.58,216.0,,741.0,,40.18,
2020-07-02 15:00:00,2020-07-02 16:00:00,60.75,192.0,0.33,27.55,14.85,43.5,9.55,1.2,77.88,,,,,29.62,48.5,3.07,205.25,,741.0,,40.6,
2020-07-02 16:00:00,2020-07-02 17:00:00,59.0,203.25,0.75,28.92,15.97,43.32,11.0,1.17,100.5,,,,,29.52,47.75,3.9,184.5,,741.0,,40.7,
2020-07-02 17:00:00,2020-07-02 18:00:00,57.5,240.0,1.15,30.95,17.4,52.38,10.08,1.21,92.75,,,,,29.5,51.25,3.33,216.75,,741.0,,40.05,
2020-07-02 18:00:00,2020-07-02 19:00:00,62.5,267.75,0.97,37.83,20.9,50.7,8.85,1.4,76.86,,,,,30.85,54.25,2.2,237.5,,740.25,,39.33,
2020-07-02 19:00:00,2020-07-02 20:00:00,65.5,249.0,1.22,45.17,25.02,36.92,9.35,1.63,58.74,,,,,29.07,57.5,1.62,265.0,,740.0,,38.53,
2020-07-02 20:00:00,2020-07-02 21:00:00,69.25,250.25,0.65,40.58,22.1,35.97,8.43,1.53,57.06,,,,,28.47,61.5,1.63,277.5,,740.0,,37.73,
2020-07-02 21:00:00,2020-07-02 22:00:00,66.0,200.0,1.15,39.35,21.85,34.85,9.62,1.42,39.95,,,,,28.73,65.5,2.12,289.25,,740.0,,37.0,
2020-07-02 22:00:00,2020-07-02 23:00:00,65.0,204.75,0.7,35.4,19.43,34.83,9.88,1.37,34.97,,,,,28.68,67.25,1.82,296.0,,740.0,,36.4,
2020-07-02 23:00:00,2020-07-03 00:00:00,68.75,205.25,0.62,44.58,24.25,39.95,9.05,1.35,12.85,,,,,29.7,65.75,1.75,298.75,,740.0,,36.25,
2020-07-03 00:00:00,2020-07-03 01:00:00,61.0,160.25,0.5,34.05,18.52,43.38,5.93,1.21,20.58,,,,,29.3,64.25,1.3,163.5,,740.0,,36.08,
2020-07-03 01:00:00,2020-07-03 02:00:00,57.0,147.0,0.28,20.9,11.35,40.15,6.2,1.12,33.01,,,,,29.2,67.0,1.6,59.0,,740.0,,35.5,
2020-07-03 02:00:00,2020-07-03 03:00:00,55.5,141.5,0.3,21.57,11.75,48.77,5.83,1.2,26.02,,,,,30.05,71.0,1.12,72.0,,740.0,,34.92,
2020-07-03 03:00:00,2020-07-03 04:00:00,60.5,145.0,0.85,18.93,10.8,37.4,7.02,1.21,29.49,,,,,28.45,70.5,1.18,78.25,,740.0,,34.9,
2020-07-03 04:00:00,2020-07-03 05:00:00,61.75,154.0,6.6,44.05,28.77,37.12,6.95,1.3,17.39,,,,,29.1,71.5,0.62,272.0,,740.0,,34.52,
2020-07-03 05:00:00,2020-07-03 06:00:00,63.75,188.0,4.55,36.15,22.92,38.65,6.88,1.35,12.54,,,,,29.05,75.75,1.27,240.5,,740.0,,33.65,
2020-07-03 06:00:00,2020-07-03 07:00:00,74.67,259.25,6.32,40.17,26.52,41.92,7.47,1.43,15.08,,,,,28.85,76.0,1.45,253.75,,740.0,,33.82,
2020-07-03 07:00:00,2020-07-03 08:00:00,79.0,234.25,20.5,51.1,47.2,57.3,,0.01,,,,,,30.3,72.5,2.15,293.25,,740.0,,34.9,
2020-07-03 08:00:00,2020-07-03 09:00:00,74.75,192.5,2.38,48.55,27.75,64.17,6.1,1.48,97.61,,,,,30.05,66.0,2.7,296.25,,740.75,,36.55,
2020-07-03 09:00:00,2020-07-03 10:00:00,73.5,198.0,1.65,29.52,17.07,57.08,7.1,1.49,48.33,,,,,29.6,61.5,2.88,282.0,,741.0,,38.0,
2020-07-03 10:00:00,2020-07-03 11:00:00,80.75,214.75,1.43,26.35,15.15,65.82,7.03,1.44,65.07,,,,,30.93,58.75,3.65,279.75,,741.0,,39.0,
2020-07-03 11:00:00,2020-07-03 12:00:00,77.25,203.5,1.27,21.23,12.3,47.9,7.4,1.38,63.95,,,,,29.8,59.75,4.95,273.5,,741.0,,39.25,
2020-07-03 12:00:00,2020-07-03 13:00:00,67.75,204.5,1.03,16.7,9.7,45.28,6.53,1.27,82.3,,,,,28.47,57.0,4.8,272.25,,741.0,,39.95,
2020-07-03 13:00:00,2020-07-03 14:00:00,60.25,191.75,1.23,16.38,9.73,40.27,6.48,1.22,83.56,,,,,28.27,52.0,4.8,268.25,,741.0,,40.95,
2020-07-03 14:00:00,2020-07-03 15:00:00,47.0,179.25,0.42,14.72,8.2,37.17,7.63,1.13,70.39,,,,,28.05,54.0,5.38,273.0,,741.0,,40.6,
2020-07-03 15:00:00,2020-07-03 16:00:00,39.75,153.75,0.6,20.23,11.25,41.77,6.8,1.1,20.75,,,,,29.65,56.75,4.03,283.75,,740.5,,39.1,
2020-07-03 16:00:00,2020-07-03 17:00:00,35.0,131.75,0.95,29.5,16.48,47.3,7.77,1.09,44.56,,,,,29.6,59.75,3.15,269.25,,740.0,,38.18,
2020-07-03 17:00:00,2020-07-03 18:00:00,32.25,137.25,0.73,26.85,14.85,67.45,6.78,1.1,55.11,,,,,29.43,61.25,3.27,264.0,,740.0,,37.7,
2020-07-03 18:00:00,2020-07-03 19:00:00,33.25,129.0,1.5,28.12,16.18,68.78,6.7,1.16,57.84,,,,,30.2,63.75,3.8,263.5,,740.0,,36.95,
2020-07-03 19:00:00,2020-07-03 20:00:00,34.75,128.5,1.43,23.57,13.75,40.65,7.77,1.22,53.71,,,,,28.88,66.0,3.8,281.75,,740.0,,36.0,
2020-07-03 20:00:00,2020-07-03 21:00:00,37.0,118.75,0.9,21.25,12.05,41.42,7.72,1.17,55.02,,,,,28.57,68.5,4.05,287.5,,740.0,,35.33,
2020-07-03 21:00:00,2020-07-03 22:00:00,39.75,102.25,1.02,23.35,13.25,39.0,8.3,1.22,43.49,,,,,28.8,69.75,3.3,301.75,,740.0,,34.88,
2020-07-03 22:00:00,2020-07-03 23:00:00,43.5,118.75,0.65,19.3,10.82,35.35,9.18,1.08,43.56,,,,,28.43,68.75,3.88,307.75,,740.0,,34.67,
2020-07-03 23:00:00,2020-07-04 00:00:00,30.75,96.75,0.33,27.68,15.0,44.3,8.6,1.02,3.59,,,,,29.55,69.25,3.8,314.75,,740.0,,34.55,
2020-07-04 00:00:00,2020-07-04 01:00:00,32.75,101.25,0.28,29.73,16.05,43.58,6.6,0.95,22.06,,,,,29.1,68.25,3.52,312.0,,740.0,,34.45,
2020-07-04 01:00:00,2020-07-04 02:00:00,33.25,88.5,0.62,21.88,12.12,48.4,7.25,0.91,30.41,,,,,29.08,68.5,3.32,304.5,,740.0,,33.95,
2020-07-04 02:00:00,2020-07-04 03:00:00,37.5,88.0,0.95,17.7,10.2,52.55,6.75,0.99,25.18,,,,,29.85,76.25,3.27,289.75,,740.0,,32.77,
2020-07-04 03:00:00,2020-07-04 04:00:00,40.75,99.0,1.52,15.45,9.45,36.12,7.43,1.1,21.75,,,,,28.85,83.0,3.48,287.0,,740.0,,31.98,
2020-07-04 04:00:00,2020-07-04 05:00:00,45.75,94.0,1.35,13.5,8.27,37.48,7.25,1.06,23.57,,,,,28.88,89.25,2.73,275.75,,740.0,,31.55,
2020-07-04 05:00:00,2020-07-04 06:00:00,45.0,88.25,1.75,14.35,9.05,37.52,8.32,1.08,18.68,,,,,29.08,90.5,2.8,271.0,,740.0,,31.58,
2020-07-04 06:00:00,2020-07-04 07:00:00,43.0,87.0,2.27,14.4,9.53,36.17,8.97,1.12,19.8,,,,,29.12,91.0,2.83,264.75,,740.0,,31.6,
2020-07-04 07:00:00,2020-07-04 08:00:00,37.25,83.0,23.9,31.4,39.5,49.6,,0.01,,,,,,29.47,88.5,3.25,262.0,,740.0,,32.12,
2020-07-04 08:00:00,2020-07-04 09:00:00,38.75,89.5,2.58,22.7,14.18,54.67,7.27,1.25,24.66,,,,,29.48,83.75,5.0,302.0,,740.0,,33.17,
2020-07-04 09:00:00,2020-07-04 10:00:00,44.25,101.75,1.8,22.0,13.15,39.17,6.68,1.28,11.81,,,,,29.33,77.5,5.33,294.25,,740.0,,34.28,
2020-07-04 10:00:00,2020-07-04 11:00:00,53.0,132.75,1.4,19.82,11.67,49.05,6.58,1.19,37.25,,,,,29.73,71.5,5.05,292.25,,740.75,,34.98,
2020-07-04 11:00:00,2020-07-04 12:00:00,43.75,128.75,1.05,16.93,9.88,38.3,8.22,1.11,51.01,,,,,29.73,63.0,6.22,289.75,,741.0,,35.25,
2020-07-04 12:00:00,2020-07-04 13:00:00,22.75,121.5,1.1,16.05,9.43,34.88,7.8,1.04,59.7,,,,,28.42,61.75,5.35,282.5,,741.0,,35.57,
2020-07-04 13:00:00,2020-07-04 14:00:00,14.75,95.0,0.72,15.53,8.85,34.77,8.32,1.05,60.22,,,,,28.4,57.75,4.25,278.0,,741.0,,36.8,
2020-07-04 14:00:00,2020-07-04 15:00:00,12.0,70.75,0.33,14.35,7.9,33.5,9.6,1.04,65.0,,,,,28.27,54.25,3.95,277.5,,741.0,,37.6,
2020-07-04 15:00:00,2020-07-04 16:00:00,13.5,58.75,0.6,15.47,8.72,44.67,9.95,0.81,54.85,,,,,29.03,50.5,3.62,271.5,,741.0,,38.2,
2020-07-04 16:00:00,2020-07-04 17:00:00,8.75,54.5,1.12,17.93,10.47,42.58,8.55,0.75,72.93,,,,,29.55,51.0,4.12,277.5,,741.0,,37.92,
2020-07-04 17:00:00,2020-07-04 18:00:00,7.75,64.75,1.25,20.85,12.07,47.68,8.82,0.79,77.85,,,,,29.25,52.25,4.52,277.25,,740.25,,37.02,
2020-07-04 18:00:00,2020-07-04 19:00:00,9.5,75.75,1.0,23.12,13.1,44.47,8.6,0.88,74.77,,,,,29.15,58.25,4.53,277.5,,740.0,,36.03,
2020-07-04 19:00:00,2020-07-04 20:00:00,21.0,87.75,1.18,23.3,13.32,36.5,9.25,1.06,56.81,,,,,29.68,66.25,3.48,276.5,,740.0,,35.2,
2020-07-04 20:00:00,2020-07-04 21:00:00,36.75,104.75,1.1,23.25,13.28,31.18,9.17,1.1,54.06,,,,,28.73,75.0,3.2,278.0,,740.0,,34.6,
2020-07-04 21:00:00,2020-07-04 22:00:00,49.25,120.5,1.4,23.0,13.35,33.92,10.05,1.1,43.34,,,,,28.83,81.0,2.98,260.5,,740.0,,34.03,
2020-07-04 22:00:00,2020-07-04 23:00:00,52.0,110.75,1.27,20.35,11.85,32.38,9.95,1.06,38.84,,,,,28.92,83.75,2.93,268.0,,740.0,,33.48,
2020-07-04 23:00:00,2020-07-05 00:00:00,49.0,94.0,0.85,17.25,9.88,36.42,10.55,1.0,38.96,,,,,29.2,84.75,3.55,278.25,,740.0,,33.12,
2020-07-05 00:00:00,2020-07-05 01:00:00,48.0,92.0,1.05,21.02,12.05,31.7,7.37,1.04,7.0,,,,,29.22,86.0,3.4,278.75,,740.0,,32.92,
2020-07-05 01:00:00,2020-07-05 02:00:00,44.75,90.0,0.78,20.32,11.45,39.7,6.73,1.01,8.88,,,,,29.07,85.25,3.85,283.75,,740.0,,32.8,
2020-07-05 02:00:00,2020-07-05 03:00:00,43.75,77.75,0.8,15.73,8.97,37.17,6.9,0.99,16.05,,,,,29.33,84.5,4.1,285.75,,740.0,,32.82,
2020-07-05 03:00:00,2020-07-05 04:00:00,44.0,179.75,0.75,13.35,7.7,30.3,8.1,0.94,22.32,,,,,29.62,86.25,5.6,233.0,,740.0,,30.75,
2020-07-05 04:00:00,2020-07-05 05:00:00,36.0,347.5,0.78,12.3,7.18,31.9,7.32,0.75,38.69,,,,,29.08,95.75,6.47,181.0,,739.0,,26.52,
2020-07-05 05:00:00,2020-07-05 06:00:00,2.5,6.0,0.55,10.55,6.05,30.35,7.55,0.73,43.96,,,,,29.25,92.5,5.08,208.5,,739.0,,26.25,
2020-07-05 06:00:00,2020-07-05 07:00:00,1.0,2.5,0.8,12.53,7.33,30.45,7.7,0.7,46.7,,,,,29.2,91.0,4.3,206.5,,739.0,,26.0,
2020-07-05 07:00:00,2020-07-05 08:00:00,,2.75,18.9,32.7,36.2,41.9,,9.85,44.69,,,,,29.23,88.5,3.25,244.25,,739.0,,26.32,
2020-07-05 08:00:00,2020-07-05 09:00:00,2.0,13.0,1.3,21.7,12.6,39.38,6.15,0.86,66.8,,,,,29.75,82.0,4.17,176.0,,740.0,,28.15,
2020-07-05 09:00:00,2020-07-05 10:00:00,3.25,30.5,1.6,23.05,13.58,40.95,6.02,0.97,48.91,,,,,29.62,82.25,4.92,186.75,,740.0,,28.4,
