From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2019-06-24 10:00:00,2019-06-24 11:00:00,21.0,95.0,3.0,11.6,8.6,25.2,9.3,0.87,110.86,0.9,196.3,,,,61.0,0.7,285.0,,741.0,,35.8,
2019-06-24 11:00:00,2019-06-24 12:00:00,21.25,95.0,3.58,13.38,9.97,23.6,9.67,0.83,122.56,0.9,198.82,,,31.8,58.5,0.77,282.75,,741.0,,36.15,
2019-06-24 12:00:00,2019-06-24 13:00:00,22.5,139.0,3.92,13.88,10.55,21.75,9.32,0.62,107.75,0.82,195.38,,,31.15,62.5,1.07,276.25,,741.0,,35.27,
2019-06-24 13:00:00,2019-06-24 14:00:00,22.5,239.5,4.75,12.4,10.48,22.27,8.32,0.59,99.12,0.8,194.23,,,31.4,66.25,1.22,275.5,,741.0,,34.6,
2019-06-24 14:00:00,2019-06-24 15:00:00,16.0,148.25,4.28,11.5,9.58,22.73,7.8,0.53,112.91,0.73,195.7,,,31.57,60.5,1.25,274.5,,741.0,,34.88,
2019-06-24 15:00:00,2019-06-24 16:00:00,9.25,149.0,4.95,11.6,10.18,20.62,7.97,0.52,115.34,0.65,194.32,,,31.7,59.25,1.23,276.25,,741.0,,34.97,
2019-06-24 16:00:00,2019-06-24 17:00:00,6.75,122.25,4.67,11.55,9.95,18.57,8.57,0.54,113.09,0.6,190.2,,,31.23,61.25,1.18,273.25,,741.0,,34.62,
2019-06-24 17:00:00,2019-06-24 18:00:00,8.5,164.25,4.68,14.93,11.72,15.95,7.73,0.52,105.66,0.6,191.48,,,31.3,61.25,0.98,272.75,,741.0,,33.62,
2019-06-24 18:00:00,2019-06-24 19:00:00,15.0,275.75,5.05,22.6,16.12,14.5,7.7,0.58,84.62,0.6,193.78,,,31.27,60.25,0.7,266.25,,741.0,,33.05,
2019-06-24 19:00:00,2019-06-24 20:00:00,12.0,219.5,5.38,25.1,17.77,14.33,8.27,0.58,70.9,0.62,200.5,,,31.45,63.25,0.53,249.5,,741.0,,32.67,
2019-06-24 20:00:00,2019-06-24 21:00:00,13.0,155.25,4.55,20.75,14.75,15.55,7.85,0.64,68.85,0.7,204.12,,,31.3,68.25,0.6,261.5,,741.0,,32.43,
2019-06-24 21:00:00,2019-06-24 22:00:00,17.25,144.5,4.62,21.2,15.05,16.6,8.12,0.47,60.37,0.75,207.5,,,31.47,71.0,0.6,268.5,,741.0,,32.2,
2019-06-24 22:00:00,2019-06-24 23:00:00,20.5,153.5,5.15,19.25,14.42,18.3,7.75,0.45,55.61,0.8,207.97,,,31.27,72.75,0.6,256.25,,741.0,,31.9,
2019-06-24 23:00:00,2019-06-25 00:00:00,20.5,118.5,5.5,19.8,15.0,19.9,7.53,0.46,49.88,0.83,208.35,,,31.33,74.75,0.6,273.75,,741.0,,31.38,
2019-06-25 00:00:00,2019-06-25 01:00:00,23.75,99.75,3.6,14.43,10.6,20.78,7.35,0.62,53.57,0.9,208.78,,,31.2,74.75,0.57,298.25,,741.0,,31.05,
2019-06-25 01:00:00,2019-06-25 02:00:00,18.25,71.5,3.25,14.82,10.55,20.1,7.5,0.56,46.98,1.0,208.65,,,31.27,74.25,0.53,282.25,,741.0,,30.82,
2019-06-25 02:00:00,2019-06-25 03:00:00,14.75,62.5,3.73,16.55,11.85,19.88,7.82,0.52,38.73,1.0,209.32,,,31.3,74.75,0.4,266.0,,741.0,,30.67,
2019-06-25 03:00:00,2019-06-25 04:00:00,20.0,67.5,4.05,16.8,12.25,19.6,8.18,0.46,36.99,1.0,211.62,,,31.57,75.5,0.43,251.75,,741.0,,30.55,
2019-06-25 04:00:00,2019-06-25 05:00:00,23.0,74.0,4.85,17.38,13.17,20.2,8.17,0.54,31.45,1.0,214.17,,,31.73,74.75,0.47,256.5,,741.0,,30.52,
2019-06-25 05:00:00,2019-06-25 06:00:00,31.5,94.5,7.65,20.38,17.05,22.65,8.23,0.63,25.97,1.08,214.95,,,31.62,76.75,0.47,257.25,,741.0,,30.42,
2019-06-25 06:00:00,2019-06-25 07:00:00,31.5,115.0,7.83,22.4,18.28,25.85,8.23,0.82,27.53,1.15,213.75,,,31.25,77.25,0.45,254.5,,741.0,,30.65,
2019-06-25 07:00:00,2019-06-25 08:00:00,35.5,120.0,26.9,22.2,37.8,42.8,,,46.44,1.3,214.22,,,30.88,73.5,0.45,274.75,,741.0,,31.6,
2019-06-25 08:00:00,2019-06-25 09:00:00,35.0,101.25,5.15,20.2,14.93,30.27,9.15,0.88,72.99,1.4,215.13,,,31.02,73.25,0.47,274.75,,741.0,,32.05,
2019-06-25 09:00:00,2019-06-25 10:00:00,37.5,110.75,4.72,16.27,12.5,30.78,8.88,0.9,89.45,1.4,212.12,,,31.43,68.0,0.53,238.0,,741.0,,33.73,
2019-06-25 10:00:00,2019-06-25 11:00:00,35.75,116.75,3.82,14.22,10.68,29.38,8.47,0.88,125.27,1.32,206.92,,,31.32,59.75,0.57,208.5,,741.0,,35.58,
2019-06-25 11:00:00,2019-06-25 12:00:00,33.75,106.5,2.7,9.55,7.28,25.98,10.08,0.85,148.92,1.17,202.88,,,31.1,54.0,0.58,202.25,,741.0,,36.95,
2019-06-25 12:00:00,2019-06-25 13:00:00,32.0,100.25,2.62,10.27,7.6,23.35,11.72,0.64,174.09,1.1,200.53,,,31.3,51.0,0.62,232.25,,741.0,,37.68,
2019-06-25 13:00:00,2019-06-25 14:00:00,38.5,119.5,2.42,8.7,6.6,21.75,12.85,0.64,194.41,1.0,199.37,,,31.25,48.25,0.7,178.25,,741.0,,38.65,
2019-06-25 14:00:00,2019-06-25 15:00:00,40.5,139.25,1.85,9.07,6.3,18.98,12.72,0.68,,0.95,197.23,,,31.3,46.25,0.57,156.75,,741.0,,39.43,
2019-06-25 15:00:00,2019-06-25 16:00:00,41.0,139.0,1.65,10.67,7.02,17.98,11.9,0.73,,0.9,195.8,,,31.05,43.25,0.55,170.75,,741.0,,39.88,
2019-06-25 16:00:00,2019-06-25 17:00:00,40.0,142.75,1.87,15.93,10.0,17.75,11.85,0.82,,0.9,194.67,,,31.22,42.5,0.6,166.5,,741.0,,40.1,
2019-06-25 17:00:00,2019-06-25 18:00:00,46.75,179.75,1.98,28.62,16.82,18.1,12.2,0.89,197.16,0.95,194.85,,,31.4,44.75,0.53,223.0,,741.0,,39.67,
2019-06-25 18:00:00,2019-06-25 19:00:00,49.0,248.5,2.65,43.33,25.2,17.9,12.33,0.96,148.2,1.08,202.07,,,31.65,47.5,0.58,238.75,,741.0,,39.03,
2019-06-25 19:00:00,2019-06-25 20:00:00,50.0,306.25,4.07,46.65,28.12,18.45,11.18,1.08,101.22,1.12,204.32,,,31.65,49.75,0.6,245.5,,741.0,,38.17,
2019-06-25 20:00:00,2019-06-25 21:00:00,53.25,298.25,6.83,59.2,37.03,20.43,11.45,1.1,67.88,1.2,204.8,,,31.43,52.0,0.53,266.5,,741.0,,37.55,
2019-06-25 21:00:00,2019-06-25 22:00:00,55.25,262.25,6.55,45.2,29.35,27.12,11.12,1.07,72.28,1.27,202.68,,,31.3,53.0,0.5,255.25,,741.0,,37.02,
2019-06-25 22:00:00,2019-06-25 23:00:00,58.25,264.5,3.02,44.7,26.2,25.45,10.1,1.0,67.42,1.4,202.03,,,31.38,55.25,0.35,271.75,,741.0,,36.73,
2019-06-25 23:00:00,2019-06-26 00:00:00,55.75,199.25,4.55,51.62,31.15,30.33,9.33,1.13,40.7,1.4,201.82,,,31.35,58.0,0.35,280.25,,741.0,,36.42,
2019-06-26 00:00:00,2019-06-26 01:00:00,56.0,203.75,3.05,34.45,20.85,34.77,7.52,0.88,56.08,1.4,203.07,,,31.27,58.25,0.4,232.75,,741.0,,36.27,
2019-06-26 01:00:00,2019-06-26 02:00:00,61.25,200.75,4.55,38.65,24.25,38.3,6.83,1.01,29.44,1.45,204.4,,,31.33,62.25,0.4,242.25,,741.0,,35.73,
2019-06-26 02:00:00,2019-06-26 03:00:00,67.25,211.0,4.45,36.0,22.78,39.92,6.4,0.94,26.72,1.55,204.88,,,31.2,65.25,0.4,248.5,,740.75,,35.15,
2019-06-26 03:00:00,2019-06-26 04:00:00,61.0,195.0,4.65,25.7,17.47,42.35,6.4,0.81,37.59,1.6,205.93,,,31.38,67.75,0.6,287.0,,740.0,,34.17,
2019-06-26 04:00:00,2019-06-26 05:00:00,52.75,167.25,4.28,30.07,19.48,42.48,6.93,0.92,29.84,1.6,209.32,,,31.7,70.0,0.47,295.25,,740.75,,33.53,
2019-06-26 05:00:00,2019-06-26 06:00:00,65.25,206.25,6.62,33.62,23.27,40.8,6.77,1.0,22.38,1.68,211.53,,,31.93,72.75,0.4,258.0,,741.0,,32.88,
2019-06-26 06:00:00,2019-06-26 07:00:00,65.25,211.0,7.38,32.0,23.02,41.62,6.7,0.95,31.57,1.73,213.15,,,31.88,71.0,0.43,217.75,,741.0,,33.17,
2019-06-26 07:00:00,2019-06-26 08:00:00,54.0,173.0,24.4,12.9,30.9,52.0,,,60.04,1.77,212.35,,,31.03,66.5,0.43,125.75,,741.0,,34.38,
2019-06-26 08:00:00,2019-06-26 09:00:00,52.5,161.5,3.03,16.2,11.07,39.8,7.68,0.83,108.07,1.8,211.38,,,31.25,62.0,0.5,100.75,,741.0,,35.75,
2019-06-26 09:00:00,2019-06-26 10:00:00,51.75,178.75,3.15,24.7,15.68,39.77,7.62,0.96,140.26,1.7,207.53,,,31.38,56.5,0.53,111.0,,741.0,,37.35,
2019-06-26 10:00:00,2019-06-26 11:00:00,64.5,203.0,2.5,28.9,17.43,38.7,8.25,1.04,184.2,1.6,201.42,,,31.32,50.25,0.53,132.0,,741.0,,39.0,
2019-06-26 11:00:00,2019-06-26 12:00:00,71.75,219.75,1.93,22.38,13.47,34.5,11.42,0.98,,1.6,197.8,,,31.27,44.0,0.7,119.75,,741.0,,39.97,
2019-06-26 12:00:00,2019-06-26 13:00:00,74.0,223.25,1.9,14.93,9.47,28.68,13.1,0.82,,1.6,197.2,,,31.2,39.75,0.78,130.75,,741.0,,40.85,
2019-06-26 13:00:00,2019-06-26 14:00:00,57.25,192.0,1.95,14.12,9.12,28.2,11.88,0.85,,1.5,193.73,,,31.5,40.0,0.83,139.0,,741.0,,41.3,
2019-06-26 14:00:00,2019-06-26 15:00:00,60.0,191.75,2.12,14.7,9.57,28.07,12.45,0.8,,1.48,195.25,,,31.85,38.25,0.8,158.75,,740.25,,41.73,
2019-06-26 15:00:00,2019-06-26 16:00:00,57.25,190.25,2.2,14.27,9.38,26.45,14.9,0.72,,1.32,193.4,,,31.35,34.5,0.8,152.0,,740.0,,42.33,
2019-06-26 16:00:00,2019-06-26 17:00:00,58.0,203.33,1.95,12.23,8.05,23.73,17.52,0.65,,1.17,191.85,,,31.25,33.5,0.78,147.25,,740.0,,42.25,
2019-06-26 17:00:00,2019-06-26 18:00:00,57.75,187.0,2.65,27.75,16.9,21.98,15.3,0.8,183.91,1.1,191.4,,,31.23,36.0,0.78,166.0,,740.0,,41.77,
2019-06-26 18:00:00,2019-06-26 19:00:00,56.75,212.5,2.98,37.88,22.55,22.18,16.48,0.92,172.03,1.08,191.58,,,31.12,40.5,0.75,188.0,,740.0,,40.8,
2019-06-26 19:00:00,2019-06-26 20:00:00,57.0,237.75,2.93,48.97,28.4,22.23,19.0,1.04,121.61,1.1,192.85,,,31.68,43.25,0.6,193.25,,740.0,,39.88,
2019-06-26 20:00:00,2019-06-26 21:00:00,61.75,279.25,4.55,82.62,47.62,21.45,16.7,1.43,59.32,1.12,198.38,,,31.75,44.5,0.5,190.25,,740.0,,39.25,
2019-06-26 21:00:00,2019-06-26 22:00:00,67.75,306.75,12.35,97.85,62.12,21.48,20.27,1.46,34.28,1.3,201.28,,,31.8,43.75,0.45,194.5,,740.0,,38.7,
2019-06-26 22:00:00,2019-06-26 23:00:00,71.0,347.0,28.15,90.75,71.15,27.42,19.55,1.29,23.62,1.42,201.45,,,31.55,45.25,0.38,199.75,,740.0,,38.12,
2019-06-26 23:00:00,2019-06-27 00:00:00,72.0,368.0,8.2,79.2,48.8,29.4,18.43,1.16,27.82,1.48,204.3,,,31.55,47.0,0.43,190.0,,740.0,,37.58,
2019-06-27 00:00:00,2019-06-27 01:00:00,68.0,301.0,17.9,77.33,55.7,34.88,14.45,1.1,27.07,1.4,202.7,,,31.6,49.75,0.33,199.75,,740.0,,36.75,
2019-06-27 01:00:00,2019-06-27 02:00:00,79.75,333.25,36.5,78.7,71.53,42.43,12.18,1.26,4.56,1.48,205.12,,,31.6,57.25,0.35,215.0,,740.0,,35.1,
2019-06-27 02:00:00,2019-06-27 03:00:00,98.5,438.75,19.15,68.47,51.97,51.72,10.57,1.38,3.25,1.6,207.15,,,31.42,62.5,0.43,128.25,,740.0,,34.07,
2019-06-27 03:00:00,2019-06-27 04:00:00,101.0,337.0,7.78,62.3,39.48,57.9,11.65,1.18,11.51,1.92,208.7,,,31.55,63.25,0.45,70.0,,740.0,,34.27,
2019-06-27 04:00:00,2019-06-27 05:00:00,92.0,265.25,3.53,35.8,21.9,60.58,10.2,1.04,29.33,2.1,210.97,,,31.35,66.25,0.47,86.5,,740.0,,33.8,
2019-06-27 05:00:00,2019-06-27 06:00:00,82.25,229.75,2.98,26.98,16.8,61.27,9.85,0.96,32.27,2.08,213.0,,,31.33,65.25,0.5,68.25,,740.0,,33.72,
2019-06-27 06:00:00,2019-06-27 07:00:00,81.75,235.5,7.47,61.0,38.5,59.75,10.88,1.15,9.91,2.07,214.2,,,31.62,59.25,0.75,105.25,,740.0,,34.88,
2019-06-27 07:00:00,2019-06-27 08:00:00,100.75,266.25,27.8,40.0,48.0,84.6,,,56.69,2.15,213.12,,,31.3,55.0,0.7,114.0,,740.0,,35.45,
2019-06-27 08:00:00,2019-06-27 09:00:00,133.75,305.75,5.38,41.67,26.52,58.6,22.23,1.05,116.8,2.1,210.45,,,31.17,49.25,0.73,120.75,,740.0,,37.15,
2019-06-27 09:00:00,2019-06-27 10:00:00,98.75,339.75,3.45,29.15,18.32,37.05,23.85,0.82,175.35,1.95,206.32,,,31.33,42.75,0.73,129.25,,740.0,,38.92,
2019-06-27 10:00:00,2019-06-27 11:00:00,66.5,387.75,2.27,16.9,10.85,34.98,22.07,0.59,,1.7,198.97,,,31.3,39.25,0.85,133.5,,740.0,,40.07,
2019-06-27 11:00:00,2019-06-27 12:00:00,60.25,382.75,2.2,13.82,9.12,34.23,20.98,0.67,,1.5,195.98,,,31.4,36.75,1.07,113.25,,740.0,,41.03,
2019-06-27 12:00:00,2019-06-27 13:00:00,64.5,388.0,2.42,13.97,9.4,32.1,19.75,0.57,168.12,1.3,191.43,,,31.22,39.0,1.12,144.75,,740.0,,39.88,
2019-06-27 13:00:00,2019-06-27 14:00:00,81.25,393.0,3.45,20.2,13.58,30.5,15.93,0.46,164.09,1.12,186.8,,,31.38,37.25,0.95,147.75,,740.0,,39.1,
2019-06-27 14:00:00,2019-06-27 15:00:00,44.25,347.75,2.6,16.95,11.13,30.27,14.15,0.45,190.13,1.0,183.27,,,31.15,36.0,0.75,147.5,,740.0,,39.75,
2019-06-27 15:00:00,2019-06-27 16:00:00,38.0,208.0,2.2,15.05,9.8,27.57,15.6,0.34,,1.0,186.12,,,31.38,32.0,0.75,162.25,,740.0,,40.92,
2019-06-27 16:00:00,2019-06-27 17:00:00,36.5,211.75,2.05,18.48,11.5,24.35,14.65,0.45,178.33,0.92,187.0,,,31.27,32.5,0.8,150.25,,740.0,,41.05,
2019-06-27 17:00:00,2019-06-27 18:00:00,42.5,275.0,2.6,28.05,17.03,25.65,13.57,0.57,171.23,0.9,187.4,,,31.3,34.75,0.78,135.5,,740.0,,40.52,
2019-06-27 18:00:00,2019-06-27 19:00:00,47.5,320.5,2.2,24.95,15.05,26.4,14.0,0.75,163.16,0.9,186.8,,,31.27,35.0,0.62,146.0,,740.0,,39.92,
2019-06-27 19:00:00,2019-06-27 20:00:00,49.0,323.25,3.68,56.12,32.85,22.95,14.08,1.13,90.89,1.0,189.88,,,31.27,34.75,0.5,154.0,,740.0,,39.2,
2019-06-27 20:00:00,2019-06-27 21:00:00,53.75,376.0,10.22,88.52,55.43,23.88,14.62,1.28,29.4,1.05,191.1,,,31.38,37.25,0.33,179.75,,740.0,,38.27,
2019-06-27 21:00:00,2019-06-27 22:00:00,67.25,411.5,10.12,52.55,36.2,28.9,14.1,1.17,42.55,1.2,194.65,,,31.53,39.25,0.33,109.25,,740.0,,37.55,
2019-06-27 22:00:00,2019-06-27 23:00:00,69.25,351.75,3.8,64.1,37.18,33.6,14.65,1.45,19.2,1.45,200.92,,,31.95,42.75,0.4,47.0,,740.0,,36.75,
2019-06-27 23:00:00,2019-06-28 00:00:00,78.75,432.25,25.55,81.93,64.35,35.05,14.6,1.79,1.6,1.77,201.82,,,31.32,43.25,0.5,92.5,,740.0,,36.45,
2019-06-28 00:00:00,2019-06-28 01:00:00,62.0,357.5,18.27,93.78,64.72,41.65,13.95,1.55,1.83,1.95,203.3,,,31.6,44.25,0.45,99.0,,740.0,,36.33,
2019-06-28 01:00:00,2019-06-28 02:00:00,52.0,276.25,30.18,86.53,70.55,43.38,13.38,1.51,2.57,2.0,203.68,,,31.43,47.25,0.38,154.5,,740.0,,35.73,
2019-06-28 02:00:00,2019-06-28 03:00:00,60.5,295.25,13.0,84.52,55.53,45.6,11.95,1.43,1.5,2.0,202.28,,,31.32,48.75,0.47,105.75,,740.0,,35.22,
2019-06-28 03:00:00,2019-06-28 04:00:00,50.33,257.5,21.7,82.08,61.25,49.5,12.07,1.42,1.16,2.05,203.65,,,31.32,51.0,0.5,88.75,,740.0,,34.88,
2019-06-28 04:00:00,2019-06-28 05:00:00,53.25,262.75,55.12,77.78,86.15,56.85,13.25,1.56,2.94,2.17,205.67,,,31.68,54.5,0.4,93.5,,740.0,,34.02,
2019-06-28 05:00:00,2019-06-28 06:00:00,65.75,299.5,24.83,78.7,62.05,60.05,15.03,1.43,11.12,2.32,209.27,,,31.3,54.5,0.55,93.25,,740.0,,34.02,
2019-06-28 06:00:00,2019-06-28 07:00:00,87.25,302.75,16.47,62.5,46.67,68.53,18.7,1.36,27.31,2.45,205.15,,,31.33,53.5,0.67,101.25,,740.0,,34.12,
2019-06-28 07:00:00,2019-06-28 08:00:00,96.25,328.25,30.1,35.8,47.8,66.4,,,59.78,2.4,205.9,,,30.95,48.25,0.72,97.75,,740.0,,35.65,
2019-06-28 08:00:00,2019-06-28 09:00:00,77.25,352.25,6.1,25.77,18.67,43.68,21.68,0.64,89.75,2.15,205.33,,,31.2,44.25,1.2,107.75,,740.0,,36.77,
2019-06-28 09:00:00,2019-06-28 10:00:00,49.75,385.0,3.92,17.32,12.43,35.27,18.27,0.53,106.48,1.8,196.78,,,31.25,44.75,1.28,112.0,,740.0,,37.15,
2019-06-28 10:00:00,2019-06-28 11:00:00,36.25,328.25,3.57,18.25,12.6,28.12,13.95,0.49,132.28,1.48,191.68,,,31.25,37.75,1.05,124.5,,740.0,,37.92,
2019-06-28 11:00:00,2019-06-28 12:00:00,33.25,307.5,3.33,21.0,13.88,23.3,12.5,0.54,137.12,1.32,188.02,,,31.2,36.0,1.0,121.25,,740.0,,37.98,
2019-06-28 12:00:00,2019-06-28 13:00:00,29.0,228.0,3.08,23.95,15.2,21.2,13.2,0.52,170.49,1.12,185.8,,,31.43,31.5,0.82,120.0,,740.0,,39.53,
2019-06-28 13:00:00,2019-06-28 14:00:00,21.75,178.75,2.42,21.05,13.15,19.32,14.02,0.51,,1.18,187.1,,,31.43,25.5,0.88,110.75,,740.0,,41.32,
2019-06-28 14:00:00,2019-06-28 15:00:00,17.5,166.5,2.05,15.6,9.95,17.52,14.52,0.47,190.53,1.28,187.4,,,31.38,23.25,0.78,126.75,,740.0,,42.98,
2019-06-28 15:00:00,2019-06-28 16:00:00,17.5,174.75,2.15,10.9,7.55,17.1,12.18,0.46,161.67,1.17,188.6,,,31.4,24.75,0.83,148.25,,740.0,,43.62,
2019-06-28 16:00:00,2019-06-28 17:00:00,26.25,229.0,2.52,11.55,8.22,20.08,10.05,0.45,117.4,1.02,187.62,,,31.45,31.0,0.85,146.0,,740.0,,42.93,
2019-06-28 17:00:00,2019-06-28 18:00:00,39.75,342.5,2.75,11.65,8.45,23.63,10.43,0.52,110.79,0.88,185.93,,,31.45,32.0,0.82,136.25,,740.0,,42.6,
2019-06-28 18:00:00,2019-06-28 19:00:00,41.25,375.25,2.45,15.47,10.25,24.08,9.52,0.56,106.18,0.78,183.32,,,31.27,35.0,0.8,128.25,,740.0,,41.67,
2019-06-28 19:00:00,2019-06-28 20:00:00,40.25,369.25,2.05,17.9,11.2,24.7,9.68,0.6,96.21,0.72,185.07,,,31.32,36.5,0.65,116.5,,740.0,,40.83,
2019-06-28 20:00:00,2019-06-28 21:00:00,48.25,377.5,2.3,42.35,24.4,25.77,12.45,0.98,54.93,0.82,187.58,,,31.4,37.75,0.5,110.25,,740.0,,40.2,
2019-06-28 21:00:00,2019-06-28 22:00:00,64.5,410.75,2.17,41.52,23.88,28.43,17.35,1.08,64.03,1.02,190.93,,,31.4,39.25,0.45,89.25,,740.0,,39.5,
2019-06-28 22:00:00,2019-06-28 23:00:00,74.0,423.25,3.17,57.67,33.3,33.1,15.0,1.25,16.11,1.27,191.4,,,31.38,42.25,0.53,89.5,,740.0,,38.85,
2019-06-28 23:00:00,2019-06-29 00:00:00,67.75,426.25,3.15,55.33,31.98,39.42,11.13,1.07,22.0,1.55,192.93,,,31.27,43.0,0.77,105.0,,740.0,,38.08,
2019-06-29 00:00:00,2019-06-29 01:00:00,51.75,349.75,2.23,28.5,16.97,32.92,14.45,0.63,48.99,1.52,194.22,,,31.58,39.5,0.77,107.5,,740.0,,37.23,
2019-06-29 01:00:00,2019-06-29 02:00:00,46.0,308.75,2.02,23.68,14.2,27.42,12.42,0.6,53.08,1.3,196.62,,,31.35,39.0,0.6,96.75,,740.0,,36.73,
2019-06-29 02:00:00,2019-06-29 03:00:00,60.0,380.0,2.12,27.45,16.32,26.07,11.5,0.6,40.17,1.12,195.7,,,31.12,40.5,0.53,91.5,,740.0,,36.18,
2019-06-29 03:00:00,2019-06-29 04:00:00,68.5,432.25,2.42,38.8,22.6,28.2,12.2,0.64,25.22,1.08,196.57,,,31.33,41.75,0.62,99.5,,740.0,,35.6,
2019-06-29 04:00:00,2019-06-29 05:00:00,74.0,488.25,2.58,41.9,24.4,29.7,13.68,0.5,23.34,1.0,199.9,,,31.45,41.25,0.67,98.5,,740.0,,35.58,
2019-06-29 05:00:00,2019-06-29 06:00:00,66.0,471.25,2.9,39.73,23.5,29.5,12.15,0.49,31.2,1.08,202.4,,,31.35,42.25,0.67,98.5,,740.0,,35.48,
2019-06-29 06:00:00,2019-06-29 07:00:00,54.25,344.0,5.15,40.72,25.87,31.65,12.1,0.6,29.88,1.08,199.62,,,31.53,43.0,0.65,87.0,,740.0,,35.77,
2019-06-29 07:00:00,2019-06-29 08:00:00,54.25,300.0,30.1,31.4,45.4,47.7,,,48.78,1.15,201.75,,,31.0,41.5,0.78,106.0,,740.0,,36.88,
2019-06-29 08:00:00,2019-06-29 09:00:00,46.75,258.5,6.35,27.57,19.82,34.1,13.72,0.58,72.77,1.12,198.18,,,31.05,39.0,1.0,112.75,,740.0,,38.33,
2019-06-29 09:00:00,2019-06-29 10:00:00,32.0,248.75,4.75,18.57,13.75,32.6,13.4,0.58,98.23,1.0,192.28,,,31.25,38.0,1.15,116.0,,740.0,,39.32,
2019-06-29 10:00:00,2019-06-29 11:00:00,36.25,296.0,3.38,15.03,10.72,30.62,16.52,0.59,140.18,0.9,190.47,,,31.35,37.0,1.1,109.25,,740.0,,40.65,
2019-06-29 11:00:00,2019-06-29 12:00:00,39.25,297.25,2.5,11.5,8.15,29.0,15.93,0.55,160.64,0.9,190.62,,,31.73,36.25,1.08,108.0,,740.0,,41.75,
2019-06-29 12:00:00,2019-06-29 13:00:00,37.5,299.5,2.25,9.8,7.05,26.12,13.93,0.57,178.01,0.82,185.3,,,31.33,33.75,0.95,116.25,,740.0,,42.7,
2019-06-29 13:00:00,2019-06-29 14:00:00,40.5,300.25,2.08,9.82,6.95,23.9,13.27,0.58,180.59,0.88,183.1,,,31.23,31.5,0.85,135.0,,740.0,,43.63,
2019-06-29 14:00:00,2019-06-29 15:00:00,44.75,319.75,1.92,9.0,6.38,22.47,12.5,0.55,159.6,0.82,182.45,,,31.28,30.0,0.95,126.0,,740.0,,44.22,
2019-06-29 15:00:00,2019-06-29 16:00:00,43.75,334.75,2.08,6.83,5.3,20.7,11.8,0.49,144.38,0.73,180.35,,,31.23,27.75,0.95,125.75,,740.0,,44.43,
2019-06-29 16:00:00,2019-06-29 17:00:00,43.0,340.5,2.58,9.88,7.32,18.98,11.47,0.4,129.07,0.7,180.65,,,31.08,27.0,0.88,133.0,,740.0,,44.45,
2019-06-29 17:00:00,2019-06-29 18:00:00,43.5,333.0,2.9,13.0,9.25,18.17,10.55,0.43,112.85,0.67,181.58,,,31.2,27.25,0.73,143.75,,740.0,,44.05,
2019-06-29 18:00:00,2019-06-29 19:00:00,45.75,366.0,2.45,18.32,11.75,17.32,10.2,0.53,91.34,0.7,184.25,,,31.18,28.0,0.55,125.75,,740.0,,43.53,
2019-06-29 19:00:00,2019-06-29 20:00:00,53.5,400.5,2.33,39.7,23.0,16.83,11.22,0.78,58.5,0.7,185.78,,,31.25,28.75,0.4,135.0,,740.0,,42.68,
2019-06-29 20:00:00,2019-06-29 21:00:00,70.75,448.75,3.9,36.58,22.65,20.8,14.47,1.03,47.6,0.9,189.8,,,31.73,32.5,0.4,94.25,,740.0,,41.62,
2019-06-29 21:00:00,2019-06-29 22:00:00,74.5,463.75,9.88,70.33,45.42,24.5,14.35,1.36,9.73,1.38,193.82,,,31.5,33.0,0.45,125.5,,740.0,,41.3,
2019-06-29 22:00:00,2019-06-29 23:00:00,84.25,561.5,26.85,63.75,55.75,32.45,17.28,1.44,5.83,1.7,193.07,,,31.2,40.0,0.47,200.25,,740.0,,39.35,
2019-06-29 23:00:00,2019-06-30 00:00:00,104.25,694.5,39.7,60.73,64.58,38.17,25.4,1.35,2.51,1.93,194.88,,,31.23,42.75,0.5,213.25,,740.0,,38.52,
2019-06-30 00:00:00,2019-06-30 01:00:00,117.5,692.5,53.62,69.33,80.47,40.08,46.15,1.41,3.12,2.12,198.8,,,31.38,42.25,0.47,205.75,,740.0,,38.7,
2019-06-30 01:00:00,2019-06-30 02:00:00,117.25,597.75,53.12,62.98,76.73,40.12,34.28,1.31,2.13,2.1,197.62,,,31.12,44.0,0.43,234.0,,740.0,,38.2,
2019-06-30 02:00:00,2019-06-30 03:00:00,109.0,547.0,35.73,54.35,57.95,44.4,21.65,1.29,1.36,2.17,197.47,,,31.27,50.25,0.43,290.25,,740.0,,36.73,
2019-06-30 03:00:00,2019-06-30 04:00:00,97.75,482.25,12.58,50.45,37.08,49.08,20.23,1.19,5.51,2.35,200.75,,,31.27,50.0,0.5,72.75,,740.0,,36.55,
2019-06-30 04:00:00,2019-06-30 05:00:00,86.5,404.0,8.93,33.98,25.3,45.93,20.9,0.9,15.67,2.32,199.1,,,31.48,46.5,0.52,191.5,,740.0,,37.33,
