From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (),WS (m/s),WD (degree),SR (W/mt2),BP (),AT (),RF (mm)
2018-07-17 18:00:00,2018-07-17 19:00:00,9.5,54.0,1.25,25.85,14.75,52.88,0.38,0.72,36.03,1.0,47.15,,70.7,0.83,98.38,35.93,971.2,33.38,0.0
2018-07-17 19:00:00,2018-07-17 20:00:00,8.5,54.5,7.0,53.7,34.6,54.12,0.23,1.2,16.87,1.0,49.43,,75.15,0.7,54.25,3.97,972.03,32.53,0.0
2018-07-17 20:00:00,2018-07-17 21:00:00,21.5,98.5,5.35,66.6,39.7,49.9,2.92,1.6,6.38,2.15,60.57,,79.8,0.67,32.37,3.5,972.95,32.12,0.0
2018-07-17 21:00:00,2018-07-17 22:00:00,35.0,141.0,2.12,59.57,31.67,42.47,6.95,,6.2,3.15,69.75,,80.93,1.35,55.4,3.62,973.7,31.85,0.0
2018-07-17 22:00:00,2018-07-17 23:00:00,38.5,133.5,2.65,57.45,32.78,42.25,7.18,,7.38,4.82,75.62,,81.37,1.35,50.32,3.6,973.82,31.47,0.0
2018-07-17 23:00:00,2018-07-18 00:00:00,40.0,123.0,5.4,44.35,28.0,45.2,8.33,,5.77,6.15,74.75,,87.2,0.92,39.43,3.55,973.73,31.1,0.0
2018-07-18 00:00:00,2018-07-18 01:00:00,42.5,117.0,1.4,40.62,22.73,45.45,9.33,,3.7,5.12,71.08,,90.27,0.77,38.23,3.62,973.6,30.68,0.0
2018-07-18 01:00:00,2018-07-18 02:00:00,50.5,114.0,8.2,42.35,29.23,58.2,5.43,,5.05,4.45,68.48,,91.8,0.68,29.8,3.5,973.5,30.3,0.0
2018-07-18 02:00:00,2018-07-18 03:00:00,48.5,108.0,1.6,35.3,20.1,39.95,9.0,,3.52,3.9,65.9,,93.95,1.2,51.17,3.62,973.35,29.87,0.0
2018-07-18 03:00:00,2018-07-18 04:00:00,48.5,101.0,1.88,33.32,19.25,52.75,7.03,,6.78,3.52,67.58,,95.05,0.97,71.68,3.6,973.38,29.57,0.0
2018-07-18 04:00:00,2018-07-18 05:00:00,53.5,101.0,21.82,38.05,37.97,49.95,11.78,,96.15,3.6,67.15,,95.98,0.63,125.68,3.48,973.43,29.28,0.0
2018-07-18 05:00:00,2018-07-18 06:00:00,47.0,94.0,17.25,39.32,35.07,54.38,13.25,,91.15,3.48,68.88,,95.0,0.3,78.67,12.35,973.93,28.95,0.0
2018-07-18 06:00:00,2018-07-18 07:00:00,39.0,81.0,6.17,34.03,23.13,55.95,14.63,,26.4,3.28,70.0,,87.68,1.18,89.08,72.82,974.03,30.0,0.0
2018-07-18 07:00:00,2018-07-18 08:00:00,33.5,77.5,5.55,30.92,20.95,63.28,10.65,,17.63,2.72,66.83,,76.3,3.07,103.18,273.0,974.4,32.3,0.0
2018-07-18 08:00:00,2018-07-18 09:00:00,27.5,69.5,2.93,20.0,13.03,59.55,12.72,,29.77,2.1,59.85,,70.23,2.82,109.62,435.15,974.82,33.98,0.0
2018-07-18 09:00:00,2018-07-18 10:00:00,24.0,74.5,26.25,38.67,41.72,55.38,8.18,,29.85,1.65,54.45,,66.88,2.05,126.4,532.17,975.53,35.05,0.0
2018-07-18 10:00:00,2018-07-18 11:00:00,18.5,75.0,2.22,14.52,9.57,62.7,7.4,0.5,40.27,1.4,51.68,,64.95,3.38,108.87,681.15,975.55,35.05,0.0
2018-07-18 11:00:00,2018-07-18 12:00:00,13.5,58.0,8.03,19.65,17.4,69.57,9.5,0.53,47.22,0.98,42.73,,61.38,2.23,113.9,732.35,975.22,35.88,0.0
2018-07-18 12:00:00,2018-07-18 13:00:00,11.0,56.5,10.57,25.72,22.22,63.48,5.6,0.62,52.3,0.72,34.23,,60.45,2.32,115.13,722.1,974.35,36.23,0.0
2018-07-18 13:00:00,2018-07-18 14:00:00,12.0,56.0,16.05,32.02,29.65,52.07,5.52,0.73,49.3,0.75,41.2,,59.1,1.45,123.08,644.58,973.5,36.6,0.0
2018-07-18 14:00:00,2018-07-18 15:00:00,12.0,67.5,2.92,14.77,10.52,52.85,8.98,0.52,61.6,0.83,45.4,,57.9,2.45,108.07,426.73,972.72,36.03,0.0
2018-07-18 15:00:00,2018-07-18 16:00:00,12.5,69.0,1.35,17.28,10.27,46.52,16.0,0.7,52.93,0.75,47.2,,61.25,2.25,98.33,186.8,972.38,35.0,0.0
2018-07-18 16:00:00,2018-07-18 17:00:00,17.0,58.0,1.6,19.1,11.48,40.88,25.62,0.75,70.78,0.85,49.75,,59.87,1.97,58.07,169.0,972.25,35.1,0.0
2018-07-18 17:00:00,2018-07-18 18:00:00,13.0,64.5,1.43,26.45,15.27,34.75,21.33,0.85,42.42,1.33,56.35,,66.75,1.65,34.97,48.1,972.38,33.6,0.0
2018-07-18 18:00:00,2018-07-18 19:00:00,8.5,66.5,2.6,29.97,18.17,36.7,15.38,0.9,23.7,1.8,59.72,,75.88,1.22,37.53,16.62,972.88,30.95,0.0
2018-07-18 19:00:00,2018-07-18 20:00:00,10.0,64.5,4.32,44.93,27.47,34.35,13.6,1.05,10.65,1.97,64.12,,76.57,0.95,101.77,3.53,973.25,30.55,0.0
2018-07-18 20:00:00,2018-07-18 21:00:00,12.0,68.5,2.52,34.28,20.25,28.1,11.65,0.97,16.05,2.35,70.17,,81.32,1.12,23.22,3.5,973.9,29.85,0.0
2018-07-18 21:00:00,2018-07-18 22:00:00,17.5,69.0,2.5,32.02,19.07,32.53,6.65,0.97,14.88,2.2,69.35,,85.68,1.45,21.35,3.45,974.3,29.3,0.0
2018-07-18 22:00:00,2018-07-18 23:00:00,22.5,60.5,0.88,19.03,10.83,33.7,7.9,0.85,18.98,2.0,68.38,,88.98,1.67,45.07,3.65,974.57,28.67,0.0
2018-07-18 23:00:00,2018-07-19 00:00:00,24.5,55.5,0.9,22.9,12.9,35.5,7.58,0.85,12.33,1.82,66.98,,88.25,1.35,42.73,3.62,974.7,28.7,0.0
2018-07-19 00:00:00,2018-07-19 01:00:00,23.0,63.5,0.75,21.1,11.85,34.75,7.5,0.8,12.12,1.75,67.93,,87.1,1.53,53.0,3.7,974.42,29.18,0.0
2018-07-19 01:00:00,2018-07-19 02:00:00,21.5,62.5,0.88,21.4,12.08,39.55,7.85,0.8,9.95,1.87,69.33,,86.8,1.0,45.1,3.7,974.25,29.25,0.0
2018-07-19 02:00:00,2018-07-19 03:00:00,29.5,70.5,4.4,33.85,21.55,28.15,8.9,0.8,5.07,1.95,69.78,,87.3,0.67,192.5,3.37,973.78,29.32,0.0
2018-07-19 03:00:00,2018-07-19 04:00:00,35.5,83.5,15.37,37.67,32.43,37.62,9.4,0.9,3.12,2.17,70.65,,90.12,0.53,122.58,3.55,973.7,28.8,0.0
2018-07-19 04:00:00,2018-07-19 05:00:00,34.5,81.5,13.17,30.42,27.05,39.82,10.65,0.92,4.02,2.05,71.5,,92.17,0.4,270.55,3.35,973.6,28.48,0.0
2018-07-19 05:00:00,2018-07-19 06:00:00,40.0,94.0,20.7,34.05,34.95,42.45,11.45,1.0,6.57,2.17,72.7,,91.4,0.6,101.18,22.03,974.2,28.83,0.0
2018-07-19 06:00:00,2018-07-19 07:00:00,49.5,113.0,24.03,36.78,39.1,50.98,12.72,1.1,5.73,2.47,74.25,,88.62,0.82,53.45,102.32,974.95,29.72,0.0
2018-07-19 07:00:00,2018-07-19 08:00:00,52.0,125.0,13.4,38.95,31.6,53.75,13.65,1.2,17.03,2.57,76.55,,82.0,1.53,76.93,286.8,975.18,31.48,0.0
2018-07-19 08:00:00,2018-07-19 09:00:00,36.0,99.0,13.68,28.62,26.43,53.25,14.5,0.88,20.9,2.55,72.67,,72.52,1.65,117.5,375.38,975.32,33.57,0.0
2018-07-19 09:00:00,2018-07-19 10:00:00,16.0,61.5,4.62,16.98,12.3,50.18,14.88,0.75,35.23,1.95,65.35,,68.55,2.3,105.33,534.38,975.68,34.25,0.0
2018-07-19 10:00:00,2018-07-19 11:00:00,16.0,57.0,2.92,18.2,12.1,48.25,11.17,0.8,47.5,1.55,60.28,,66.95,2.03,98.35,473.63,975.38,34.53,0.0
2018-07-19 11:00:00,2018-07-19 12:00:00,18.5,57.5,2.25,17.3,11.02,45.45,10.83,0.7,54.73,1.2,57.35,,60.92,2.65,93.45,762.77,974.58,35.6,0.0
2018-07-19 12:00:00,2018-07-19 13:00:00,18.0,57.5,3.17,17.15,11.78,42.88,17.4,0.7,59.5,1.1,55.3,,56.82,2.62,100.9,756.57,973.77,36.15,0.0
2018-07-19 13:00:00,2018-07-19 14:00:00,19.5,59.5,2.12,17.05,10.83,36.73,19.32,0.65,65.15,0.95,53.32,,56.62,2.23,102.67,652.78,972.78,36.33,0.0
2018-07-19 14:00:00,2018-07-19 15:00:00,21.5,64.0,5.65,19.02,14.9,34.3,18.9,0.7,69.57,0.8,51.58,,55.68,2.18,104.1,583.08,972.23,36.65,0.0
2018-07-19 15:00:00,2018-07-19 16:00:00,20.5,61.5,1.1,11.82,7.23,31.62,17.43,0.7,98.82,0.85,51.4,,53.15,1.65,71.6,494.65,971.55,36.92,0.0
2018-07-19 16:00:00,2018-07-19 17:00:00,15.0,54.5,0.83,9.85,5.92,27.5,11.33,0.7,86.73,1.13,53.9,,53.88,1.57,53.02,275.22,970.93,36.55,0.0
2018-07-19 17:00:00,2018-07-19 18:00:00,10.5,51.5,20.05,25.7,29.65,24.87,8.37,0.92,54.33,1.2,55.82,,58.75,1.37,90.75,65.2,971.25,35.35,0.0
2018-07-19 18:00:00,2018-07-19 19:00:00,11.25,81.0,55.35,56.03,74.67,26.32,5.45,1.5,20.62,2.32,61.68,,73.03,1.75,169.68,12.62,972.2,32.68,0.0
2018-07-19 19:00:00,2018-07-19 20:00:00,17.0,87.0,47.08,49.97,65.75,18.1,6.27,1.4,17.45,3.23,66.42,,80.55,1.38,148.78,3.47,972.45,31.38,0.0
2018-07-19 20:00:00,2018-07-19 21:00:00,22.5,98.5,118.55,81.07,139.75,25.57,8.05,2.07,6.3,2.95,67.83,,75.2,1.15,214.27,3.25,972.4,31.92,0.0
2018-07-19 21:00:00,2018-07-19 22:00:00,34.5,145.0,97.92,85.18,127.05,27.7,9.7,2.07,6.57,3.75,75.23,,74.5,0.75,217.95,3.27,973.18,32.0,0.0
2018-07-19 22:00:00,2018-07-19 23:00:00,40.0,151.5,85.37,76.9,110.8,30.85,8.08,1.8,6.18,3.9,77.17,,76.18,0.67,248.83,3.18,973.72,31.7,0.0
2018-07-19 23:00:00,2018-07-20 00:00:00,37.5,141.0,31.78,58.6,56.82,31.77,7.7,1.4,8.18,3.62,77.55,,77.58,0.58,266.47,3.15,973.58,31.35,0.0
2018-07-20 00:00:00,2018-07-20 01:00:00,31.5,106.5,9.4,39.77,28.75,37.3,6.4,0.97,19.8,3.07,75.75,,77.2,0.95,275.35,3.1,973.45,31.2,0.0
2018-07-20 01:00:00,2018-07-20 02:00:00,29.0,80.5,12.52,44.55,34.1,42.32,7.13,0.9,9.95,2.55,73.43,,80.05,0.77,280.87,3.1,973.18,30.93,0.0
2018-07-20 02:00:00,2018-07-20 03:00:00,34.0,89.5,7.5,41.25,28.15,34.25,5.95,0.9,6.65,2.78,74.35,,83.43,0.58,289.6,3.12,972.62,30.68,0.0
2018-07-20 03:00:00,2018-07-20 04:00:00,41.0,92.0,3.38,37.5,22.72,43.75,7.17,0.9,6.88,3.65,78.23,,86.88,0.53,214.15,3.35,972.65,29.88,0.0
2018-07-20 04:00:00,2018-07-20 05:00:00,41.0,80.0,12.45,39.98,31.42,42.98,6.9,0.97,9.27,3.6,79.33,,94.98,0.83,170.15,3.35,972.75,29.1,0.0
2018-07-20 05:00:00,2018-07-20 06:00:00,25.0,51.5,56.35,48.38,71.12,49.02,7.45,1.12,8.75,3.3,78.02,,90.87,0.85,223.05,32.03,973.15,29.1,0.0
2018-07-20 06:00:00,2018-07-20 07:00:00,20.5,83.5,115.0,55.42,122.75,52.6,8.38,1.53,9.12,2.98,76.87,,84.7,1.05,263.68,100.53,973.18,30.2,0.0
2018-07-20 07:00:00,2018-07-20 08:00:00,29.0,143.0,99.98,48.25,106.85,48.32,8.75,1.65,7.23,2.7,75.27,,83.8,1.35,282.85,99.62,973.85,30.15,0.0
2018-07-20 08:00:00,2018-07-20 09:00:00,27.0,128.5,106.9,57.17,117.22,44.5,7.38,1.63,7.6,2.6,75.7,,82.22,1.42,290.15,174.58,974.43,30.13,0.0
2018-07-20 09:00:00,2018-07-20 10:00:00,24.5,130.0,89.7,55.23,103.3,35.3,5.2,1.85,10.85,2.35,73.25,,82.65,1.7,258.4,175.95,974.7,30.17,0.0
2018-07-20 10:00:00,2018-07-20 11:00:00,27.5,124.5,51.35,37.37,62.07,30.78,7.98,1.38,12.95,2.57,70.8,,93.4,1.53,184.8,58.88,975.05,27.83,2.12
2018-07-20 11:00:00,2018-07-20 12:00:00,21.5,65.0,121.67,56.75,129.2,35.45,7.35,2.45,8.2,2.95,73.6,,95.1,0.73,166.05,144.85,974.57,27.65,0.25
2018-07-20 12:00:00,2018-07-20 13:00:00,26.5,145.5,204.75,83.42,212.8,39.92,3.0,3.25,6.05,6.25,92.77,,80.73,0.45,208.27,241.5,973.88,30.62,0.0
2018-07-20 13:00:00,2018-07-20 14:00:00,32.5,204.5,31.92,60.28,58.92,40.4,0.2,1.55,39.9,9.78,113.88,,73.62,0.7,91.28,322.4,973.42,31.78,0.0
2018-07-20 14:00:00,2018-07-20 15:00:00,38.0,143.5,17.9,75.35,55.38,45.47,4.95,1.85,66.08,9.03,110.68,,76.95,0.62,98.8,274.42,972.48,32.22,0.0
2018-07-20 15:00:00,2018-07-20 16:00:00,55.5,135.0,2.33,49.55,28.28,44.3,16.7,1.37,73.35,8.08,105.88,,75.85,1.0,41.2,257.1,971.43,32.52,0.0
2018-07-20 16:00:00,2018-07-20 17:00:00,60.5,134.0,1.83,36.33,20.78,38.6,16.78,1.15,54.8,6.27,99.15,,80.8,1.45,53.22,169.58,971.12,31.8,0.0
2018-07-20 17:00:00,2018-07-20 18:00:00,49.0,108.0,1.47,27.72,16.0,32.35,16.52,1.03,33.9,5.02,94.98,,81.05,1.03,47.63,93.98,971.48,31.2,0.0
2018-07-20 18:00:00,2018-07-20 19:00:00,36.0,85.5,1.5,40.52,22.8,29.92,18.18,1.18,20.3,4.3,88.58,,82.95,1.08,48.25,28.97,971.93,30.75,0.0
2018-07-20 19:00:00,2018-07-20 20:00:00,30.5,80.5,0.6,32.62,17.85,27.37,16.17,1.13,15.1,3.97,86.48,,84.85,1.1,54.58,3.8,972.65,29.9,0.0
2018-07-20 20:00:00,2018-07-20 21:00:00,27.5,74.0,0.73,35.95,19.72,28.4,12.6,1.35,8.95,3.6,85.08,,86.38,1.15,51.6,3.6,972.83,29.53,0.0
2018-07-20 21:00:00,2018-07-20 22:00:00,30.0,72.5,0.82,40.0,21.92,30.2,2.92,1.18,8.97,3.48,84.38,,86.25,1.05,44.32,3.57,973.35,29.35,0.0
2018-07-20 22:00:00,2018-07-20 23:00:00,28.5,65.5,1.0,35.88,19.88,32.68,1.78,1.0,11.0,3.22,79.73,,84.07,0.9,46.55,3.57,973.57,29.15,0.0
2018-07-20 23:00:00,2018-07-21 00:00:00,33.5,75.0,27.5,45.42,46.68,30.33,0.33,1.38,6.4,3.4,75.52,,87.2,0.47,121.3,3.42,973.4,29.15,0.0
2018-07-21 00:00:00,2018-07-21 01:00:00,40.0,98.5,18.5,45.9,39.65,36.43,0.55,1.38,4.45,3.9,74.07,,93.55,0.45,123.0,3.42,973.07,28.45,0.0
2018-07-21 01:00:00,2018-07-21 02:00:00,43.0,101.0,19.0,46.15,40.08,39.68,3.12,1.4,50.75,4.02,73.37,,94.3,0.35,115.2,3.45,972.87,28.32,0.0
2018-07-21 02:00:00,2018-07-21 03:00:00,44.0,89.5,16.85,42.3,36.25,23.75,,1.3,32.77,3.93,73.0,,95.88,0.3,131.78,3.38,972.57,28.22,0.0
2018-07-21 03:00:00,2018-07-21 04:00:00,37.5,79.0,39.73,43.4,55.25,33.2,0.3,1.4,18.08,3.75,72.65,,93.7,0.2,235.85,3.25,972.03,28.48,0.0
2018-07-21 04:00:00,2018-07-21 05:00:00,38.5,108.5,53.65,49.25,70.08,40.35,,1.53,16.95,3.57,73.53,,90.18,0.53,283.55,3.12,971.88,29.15,0.0
2018-07-21 05:00:00,2018-07-21 06:00:00,48.5,152.5,79.73,45.85,88.77,43.08,0.9,1.58,27.68,4.4,77.97,,87.73,0.58,306.27,16.87,972.05,29.5,0.0
2018-07-21 06:00:00,2018-07-21 07:00:00,66.5,167.5,37.22,44.47,53.95,55.65,,1.25,8.8,5.07,80.9,,90.12,0.6,149.23,51.3,973.15,29.35,0.0
2018-07-21 07:00:00,2018-07-21 08:00:00,74.5,156.0,28.43,49.23,49.37,55.2,0.2,1.3,27.12,4.8,78.9,,90.55,0.75,88.1,118.68,974.02,29.75,0.0
2018-07-21 08:00:00,2018-07-21 09:00:00,79.0,149.5,13.63,69.3,47.9,59.1,,1.4,15.0,4.57,77.38,,85.48,0.53,67.98,130.87,974.4,30.48,0.0
2018-07-21 09:00:00,2018-07-21 10:00:00,98.0,176.0,15.43,70.42,49.2,61.17,1.2,1.5,24.18,4.6,77.07,,77.9,0.58,100.85,292.75,974.5,32.15,0.0
2018-07-21 10:00:00,2018-07-21 11:00:00,96.0,169.0,28.25,78.3,63.53,60.98,0.4,1.65,40.55,4.32,75.32,,69.4,0.58,176.55,408.98,974.67,34.1,0.0
2018-07-21 11:00:00,2018-07-21 12:00:00,92.0,184.5,25.6,80.6,63.47,63.55,1.8,1.75,47.9,4.38,75.8,,68.27,0.65,331.42,325.33,973.98,34.62,0.0
2018-07-21 12:00:00,2018-07-21 13:00:00,80.5,180.5,30.55,58.22,55.72,47.73,4.8,1.5,34.43,5.5,81.57,,64.43,0.8,309.62,474.77,973.25,35.85,0.0
2018-07-21 13:00:00,2018-07-21 14:00:00,49.0,110.0,17.15,50.05,40.8,46.6,4.18,1.15,40.5,5.1,78.65,,87.93,1.52,178.42,50.07,972.9,29.85,0.62
2018-07-21 14:00:00,2018-07-21 15:00:00,37.5,72.5,87.25,78.03,112.7,39.55,8.63,1.93,9.75,4.83,78.0,,96.2,0.75,253.53,46.45,972.55,28.4,0.25
2018-07-21 15:00:00,2018-07-21 16:00:00,35.0,58.0,49.92,66.8,76.93,40.68,10.88,1.65,10.33,5.88,88.12,,97.87,0.48,145.6,29.45,972.27,27.78,0.12
2018-07-21 16:00:00,2018-07-21 17:00:00,38.5,59.0,59.9,73.25,88.07,45.33,4.67,1.97,9.25,6.63,97.55,,98.77,0.95,164.57,24.55,972.78,27.88,0.38
2018-07-21 17:00:00,2018-07-21 18:00:00,34.0,53.0,25.32,54.0,49.88,38.67,7.58,1.17,9.92,6.5,98.85,,98.2,1.6,109.75,19.38,972.82,27.58,0.12
2018-07-21 18:00:00,2018-07-21 19:00:00,15.5,29.0,1.42,44.0,24.58,35.4,8.35,0.83,9.4,4.93,87.4,,98.98,1.48,87.77,8.12,973.47,27.03,0.0
2018-07-21 19:00:00,2018-07-21 20:00:00,9.0,20.5,2.2,55.55,31.3,39.82,7.4,1.08,3.9,3.9,82.25,,98.63,2.18,105.73,3.48,973.83,26.75,0.0
2018-07-21 20:00:00,2018-07-21 21:00:00,8.5,22.5,4.73,62.32,36.98,47.75,5.07,1.03,2.4,3.35,79.45,,99.15,1.97,109.75,3.45,973.93,26.58,0.12
2018-07-21 21:00:00,2018-07-21 22:00:00,10.5,28.5,8.43,62.28,40.0,53.5,8.95,1.1,1.72,2.95,77.5,,99.2,1.47,104.28,3.48,974.15,26.8,0.0
2018-07-21 22:00:00,2018-07-21 23:00:00,13.5,30.0,1.88,49.73,27.95,48.3,8.57,0.87,5.23,2.55,72.9,,98.8,2.05,94.15,3.48,974.83,27.03,0.0
2018-07-21 23:00:00,2018-07-22 00:00:00,16.5,30.0,6.95,35.88,24.65,42.9,9.18,0.88,8.05,2.12,70.12,,99.2,0.93,94.05,3.43,974.9,27.03,0.12
2018-07-22 00:00:00,2018-07-22 01:00:00,21.0,36.5,5.2,34.97,22.9,41.85,9.45,0.85,5.02,1.85,69.1,,99.2,0.75,111.65,3.48,974.55,26.95,0.0
2018-07-22 01:00:00,2018-07-22 02:00:00,21.5,34.0,2.42,33.0,19.52,40.72,12.9,0.8,6.6,1.7,68.25,,99.2,0.35,73.07,3.43,973.92,26.8,0.0
2018-07-22 02:00:00,2018-07-22 03:00:00,13.5,24.5,1.25,34.05,19.1,19.95,11.35,0.8,4.97,1.53,67.18,,99.2,0.78,110.88,3.43,973.48,26.77,0.0
2018-07-22 03:00:00,2018-07-22 04:00:00,6.5,18.5,4.05,29.83,19.18,28.3,12.95,0.75,6.85,1.3,66.4,,98.57,0.9,121.97,3.45,973.3,26.75,0.0
2018-07-22 04:00:00,2018-07-22 05:00:00,7.5,29.0,17.15,36.15,33.17,32.85,9.92,0.8,3.23,1.18,64.95,,98.55,0.48,162.92,3.35,973.48,26.97,0.0
2018-07-22 05:00:00,2018-07-22 06:00:00,7.5,35.5,10.08,29.55,23.95,36.97,11.15,0.75,6.02,1.08,64.1,,98.7,0.75,114.22,12.05,973.67,26.68,0.0
2018-07-22 06:00:00,2018-07-22 07:00:00,7.5,54.0,39.77,28.35,47.37,36.27,11.38,0.9,7.0,1.03,63.83,,96.58,0.4,126.0,33.78,974.25,27.18,0.0
2018-07-22 07:00:00,2018-07-22 08:00:00,8.5,53.0,3.3,16.65,11.45,39.75,11.7,0.7,12.15,1.03,63.43,,94.5,0.55,93.13,57.05,974.83,27.52,0.0
2018-07-22 08:00:00,2018-07-22 09:00:00,9.5,35.0,6.03,26.35,18.9,37.53,10.72,0.8,10.4,0.9,62.93,,94.42,2.2,90.05,51.27,975.5,27.7,0.0
2018-07-22 09:00:00,2018-07-22 10:00:00,9.0,27.0,2.1,16.95,10.72,39.28,7.27,0.8,27.15,1.13,62.93,,94.52,2.38,83.75,140.02,975.72,26.95,0.5
2018-07-22 10:00:00,2018-07-22 11:00:00,6.0,13.0,6.9,19.62,16.38,30.72,7.02,0.75,23.2,1.18,62.6,,92.82,1.52,96.2,377.75,975.3,28.6,0.12
2018-07-22 11:00:00,2018-07-22 12:00:00,16.0,26.0,3.65,17.15,12.15,37.35,6.33,0.78,34.0,1.1,61.18,,81.8,1.3,93.4,521.5,974.95,31.38,0.0
2018-07-22 12:00:00,2018-07-22 13:00:00,24.5,44.5,7.03,17.12,15.02,31.55,6.77,0.85,43.52,0.95,58.53,,75.52,1.58,110.63,511.97,974.15,32.82,0.0
2018-07-22 13:00:00,2018-07-22 14:00:00,23.0,53.0,1.7,12.45,8.0,34.5,5.7,0.85,54.47,0.92,55.58,,79.68,2.58,66.68,520.78,973.35,31.75,0.0
2018-07-22 14:00:00,2018-07-22 15:00:00,24.0,44.5,1.65,14.38,9.12,30.28,4.93,0.87,62.25,1.25,57.0,,75.08,2.28,58.55,739.32,972.43,32.9,0.0
2018-07-22 15:00:00,2018-07-22 16:00:00,23.0,36.0,31.4,36.8,45.8,21.7,8.25,1.0,33.77,1.4,56.38,,89.8,2.15,149.6,85.03,972.5,29.5,0.12
2018-07-22 16:00:00,2018-07-22 17:00:00,15.0,34.0,73.52,59.18,91.27,22.4,6.15,1.53,10.3,1.62,58.05,,94.88,1.43,256.97,53.75,972.55,28.2,0.0
2018-07-22 17:00:00,2018-07-22 18:00:00,10.0,82.0,81.03,66.75,101.72,23.08,5.35,1.77,10.75,2.25,64.28,,90.78,1.05,243.3,59.88,972.4,28.7,0.0
2018-07-22 18:00:00,2018-07-22 19:00:00,17.5,145.5,64.73,66.42,89.1,20.6,6.35,1.82,6.88,2.92,69.5,,90.2,0.83,301.02,14.58,973.0,28.42,0.0
2018-07-22 19:00:00,2018-07-22 20:00:00,28.5,127.5,9.0,52.25,35.08,21.45,4.67,1.35,8.57,3.82,86.88,,93.62,1.58,39.45,3.5,973.68,28.08,0.0
2018-07-22 20:00:00,2018-07-22 21:00:00,28.0,67.5,0.97,26.92,15.15,24.25,4.85,1.15,10.35,3.55,81.27,,96.05,1.5,52.7,3.62,974.3,27.9,0.0
2018-07-22 21:00:00,2018-07-22 22:00:00,33.0,55.5,12.65,46.52,35.08,30.92,6.3,1.55,5.55,3.32,75.88,,95.88,0.53,20.55,3.53,974.73,27.87,0.0
2018-07-22 22:00:00,2018-07-22 23:00:00,44.0,82.0,28.1,45.42,47.12,34.88,6.7,1.63,5.15,3.3,74.38,,96.95,0.48,34.42,3.5,974.57,27.82,0.0
2018-07-22 23:00:00,2018-07-23 00:00:00,41.5,90.0,25.6,43.23,43.98,34.5,6.93,1.58,3.75,3.35,73.9,,98.4,0.33,56.78,3.5,974.18,27.57,0.0
2018-07-23 00:00:00,2018-07-23 01:00:00,40.0,97.0,51.72,46.72,66.93,34.73,6.45,1.55,4.23,3.3,73.98,,98.4,0.28,143.5,3.38,973.8,27.5,0.0
2018-07-23 01:00:00,2018-07-23 02:00:00,41.0,101.0,49.37,41.93,62.53,36.6,6.17,1.47,6.9,3.45,76.07,,99.2,0.53,60.0,3.62,973.83,27.32,0.0
2018-07-23 02:00:00,2018-07-23 03:00:00,35.5,89.5,33.3,48.15,52.8,23.3,6.4,1.0,4.18,3.25,77.02,,97.88,0.48,23.1,3.48,973.6,27.42,0.0
2018-07-23 03:00:00,2018-07-23 04:00:00,27.5,73.0,19.15,39.53,36.67,29.83,5.82,0.97,3.85,2.78,76.33,,98.38,0.4,107.65,3.43,973.35,27.25,0.0
2018-07-23 04:00:00,2018-07-23 05:00:00,29.5,67.5,17.05,41.15,35.85,37.12,6.6,0.92,3.6,2.52,73.35,,97.3,0.53,139.7,3.55,973.22,27.4,0.0
2018-07-23 05:00:00,2018-07-23 06:00:00,31.5,67.5,26.03,35.9,40.28,39.82,4.78,0.9,3.18,2.43,71.28,,98.67,0.43,81.65,21.85,973.57,27.45,0.0
2018-07-23 06:00:00,2018-07-23 07:00:00,31.0,69.0,21.45,42.9,40.32,34.4,5.58,0.95,3.95,2.23,72.12,,91.02,0.93,42.27,134.55,974.2,28.87,0.0
2018-07-23 07:00:00,2018-07-23 08:00:00,39.0,80.5,22.05,56.07,47.8,27.17,5.75,1.08,7.3,2.07,71.3,,82.0,0.85,38.2,257.98,974.55,30.68,0.0
2018-07-23 08:00:00,2018-07-23 09:00:00,40.0,79.0,8.12,29.35,22.15,33.2,6.97,0.93,21.37,2.02,69.2,,75.98,1.0,66.85,407.35,974.75,32.0,0.0
2018-07-23 09:00:00,2018-07-23 10:00:00,29.0,57.5,4.05,26.45,17.42,61.77,8.63,0.97,36.85,1.8,64.9,,75.98,1.57,91.3,437.47,974.85,32.4,0.0
2018-07-23 10:00:00,2018-07-23 11:00:00,31.5,57.5,3.6,26.78,16.88,64.22,9.15,0.93,53.02,1.6,60.3,,73.82,2.3,104.52,455.0,974.65,32.85,0.0
2018-07-23 11:00:00,2018-07-23 12:00:00,34.5,73.5,10.98,20.72,20.4,48.45,9.03,0.8,36.25,1.5,56.7,,71.77,3.18,119.95,530.52,974.1,33.02,0.0
2018-07-23 12:00:00,2018-07-23 13:00:00,17.5,57.0,2.08,8.35,6.15,42.78,8.95,0.63,32.7,1.23,52.4,,74.1,3.63,108.55,406.57,973.62,32.28,0.0
2018-07-23 13:00:00,2018-07-23 14:00:00,4.5,34.5,8.38,11.98,12.95,42.77,9.35,0.58,33.88,0.97,48.7,,57.45,3.57,114.65,882.2,973.2,35.0,0.0
