From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (),WS (m/s),WD (degree),SR (W/mt2),BP (),AT (),RF (mm)
2018-07-03 18:00:00,2018-07-03 19:00:00,22.0,123.0,0.9,25.0,14.1,34.4,8.3,1.0,47.9,2.2,69.3,,67.2,2.0,45.0,15.7,970.8,32.1,0.0
2018-07-03 19:00:00,2018-07-03 20:00:00,23.75,122.0,0.6,28.6,15.73,36.5,6.15,1.03,43.73,2.25,73.45,,67.58,2.18,51.03,4.68,971.05,31.55,0.0
2018-07-03 20:00:00,2018-07-03 21:00:00,32.0,121.0,0.75,41.8,22.82,34.6,6.07,1.27,28.7,3.3,79.55,,70.58,2.07,65.75,3.65,971.55,31.2,0.0
2018-07-03 21:00:00,2018-07-03 22:00:00,39.75,125.75,1.4,53.4,29.53,35.2,9.47,1.32,25.25,4.45,83.85,,76.35,1.25,97.72,3.55,972.1,30.8,0.0
2018-07-03 22:00:00,2018-07-03 23:00:00,38.5,126.25,5.52,69.57,41.5,41.35,11.1,1.37,13.15,4.17,87.25,,79.82,1.38,116.5,3.5,972.28,30.55,0.0
2018-07-03 23:00:00,2018-07-04 00:00:00,44.5,139.0,1.95,53.73,30.12,42.9,7.83,1.15,9.75,3.62,85.82,,81.45,1.32,116.0,3.48,971.92,30.47,0.0
2018-07-04 00:00:00,2018-07-04 01:00:00,38.75,101.0,3.6,31.15,19.48,46.22,10.62,0.9,17.13,3.05,81.73,,77.77,1.32,123.85,3.48,971.57,30.72,0.0
2018-07-04 01:00:00,2018-07-04 02:00:00,33.0,90.5,3.57,24.5,15.67,48.47,10.97,0.73,28.6,2.57,79.18,,76.3,0.8,115.7,3.48,970.87,30.43,0.0
2018-07-04 02:00:00,2018-07-04 03:00:00,30.25,80.0,2.35,33.5,19.55,36.95,7.5,0.8,16.88,2.2,78.3,,80.2,1.05,152.48,3.38,970.15,30.17,0.0
2018-07-04 03:00:00,2018-07-04 04:00:00,41.0,87.0,2.62,32.07,19.22,47.27,5.05,0.8,13.58,1.97,79.77,,86.55,0.7,119.85,3.5,970.3,28.8,0.0
2018-07-04 04:00:00,2018-07-04 05:00:00,41.5,81.0,1.95,28.37,16.68,45.73,5.08,0.8,11.4,2.15,80.8,,86.43,1.38,101.85,3.57,970.88,28.57,0.0
2018-07-04 05:00:00,2018-07-04 06:00:00,31.5,78.75,1.08,27.35,15.4,45.22,5.15,0.67,21.78,1.9,81.03,,80.83,2.2,103.83,13.35,971.9,27.9,0.0
2018-07-04 06:00:00,2018-07-04 07:00:00,23.75,68.0,1.48,23.25,13.6,42.7,5.35,0.63,30.05,1.7,78.98,,87.12,2.35,34.4,29.3,973.23,26.53,0.5
2018-07-04 07:00:00,2018-07-04 08:00:00,24.0,53.75,8.82,28.2,22.1,42.67,7.17,0.8,25.18,1.4,81.97,,92.25,1.45,122.57,75.1,974.08,26.22,0.0
2018-07-04 08:00:00,2018-07-04 09:00:00,27.5,49.0,3.37,27.63,17.42,41.62,7.07,0.87,31.97,1.67,86.4,,82.77,2.15,92.77,359.98,974.35,28.25,0.0
2018-07-04 09:00:00,2018-07-04 10:00:00,30.25,56.75,6.05,33.3,22.65,43.33,10.95,0.9,60.83,1.6,84.73,,71.62,2.68,101.17,620.2,974.55,30.65,0.0
2018-07-04 10:00:00,2018-07-04 11:00:00,32.75,67.25,26.07,41.78,43.3,42.73,18.17,0.95,60.13,1.65,80.35,,60.65,1.42,117.65,640.43,974.85,33.35,0.0
2018-07-04 11:00:00,2018-07-04 12:00:00,29.5,87.25,11.7,35.93,28.57,40.45,15.33,0.95,81.42,1.5,74.3,,59.97,1.15,111.9,535.05,974.85,33.43,0.0
2018-07-04 12:00:00,2018-07-04 13:00:00,31.5,102.0,40.85,80.65,75.73,35.43,15.7,1.45,71.1,1.42,73.08,,52.73,1.23,187.0,725.35,973.8,35.62,0.0
2018-07-04 13:00:00,2018-07-04 14:00:00,35.75,123.0,55.45,83.37,87.47,31.7,18.73,1.57,61.3,1.63,72.23,,49.88,1.23,209.58,498.15,972.8,35.88,0.0
2018-07-04 14:00:00,2018-07-04 15:00:00,40.75,155.75,26.43,45.6,58.73,30.42,13.87,0.97,98.73,1.78,70.77,,47.55,0.98,121.75,654.3,971.78,36.43,0.0
2018-07-04 15:00:00,2018-07-04 16:00:00,31.5,153.0,63.93,84.17,95.9,27.75,10.8,1.23,57.35,1.68,69.45,,43.32,0.98,214.78,527.02,971.15,37.7,0.0
2018-07-04 16:00:00,2018-07-04 17:00:00,33.0,234.25,55.85,78.85,87.6,29.02,9.12,1.3,53.27,1.7,68.8,,42.4,1.3,250.97,365.32,970.85,37.55,0.0
2018-07-04 17:00:00,2018-07-04 18:00:00,32.5,171.0,35.27,58.3,58.7,28.38,8.52,1.1,76.63,2.07,70.8,,49.7,1.18,237.95,178.18,970.75,35.57,0.0
2018-07-04 18:00:00,2018-07-04 19:00:00,33.75,156.75,0.83,38.8,21.3,30.4,10.3,1.0,96.78,2.57,75.8,,56.95,1.1,50.6,43.75,971.38,33.27,0.0
2018-07-04 19:00:00,2018-07-04 20:00:00,44.0,131.5,0.8,45.32,24.75,31.65,12.97,1.28,71.7,2.77,82.65,,60.35,1.52,45.98,4.7,972.0,32.7,0.0
2018-07-04 20:00:00,2018-07-04 21:00:00,45.25,143.5,0.55,25.92,14.25,32.47,9.87,1.0,52.7,3.3,86.05,,68.8,2.17,50.8,3.6,972.92,31.8,0.0
2018-07-04 21:00:00,2018-07-04 22:00:00,31.5,99.75,0.48,25.75,14.1,34.58,6.65,1.05,45.4,3.9,86.43,,72.2,2.15,51.33,3.55,973.52,31.28,0.0
2018-07-04 22:00:00,2018-07-04 23:00:00,33.0,86.25,0.5,22.65,12.47,37.5,5.5,0.97,41.35,3.65,85.23,,73.45,1.97,47.5,3.62,973.98,30.93,0.0
2018-07-04 23:00:00,2018-07-05 00:00:00,33.0,75.0,0.7,20.73,11.6,39.35,7.45,0.9,35.9,3.32,84.0,,76.9,2.07,50.3,3.57,973.97,30.47,0.0
2018-07-05 00:00:00,2018-07-05 01:00:00,34.75,72.75,0.83,23.63,13.25,41.4,8.3,0.83,32.13,3.33,83.23,,77.52,1.27,45.83,3.6,973.8,30.2,0.0
2018-07-05 01:00:00,2018-07-05 02:00:00,44.25,81.5,0.77,22.47,12.6,46.3,10.07,0.8,24.4,3.28,83.38,,79.88,0.83,57.97,3.57,973.7,29.83,0.0
2018-07-05 02:00:00,2018-07-05 03:00:00,51.5,79.25,0.9,26.9,15.05,33.0,9.15,0.8,36.8,3.0,83.18,,78.88,1.37,50.95,3.57,973.25,29.55,0.0
2018-07-05 03:00:00,2018-07-05 04:00:00,36.25,70.5,0.98,35.65,19.75,44.9,11.9,0.87,131.18,2.95,85.3,,80.48,1.5,54.75,3.6,973.03,29.27,0.0
2018-07-05 04:00:00,2018-07-05 05:00:00,37.25,76.75,5.0,39.15,24.95,40.98,13.8,0.9,25.88,2.95,86.68,,81.48,0.77,87.55,3.57,972.85,28.93,0.0
2018-07-05 05:00:00,2018-07-05 06:00:00,32.0,77.0,16.05,42.45,35.62,40.32,9.82,1.03,13.12,2.88,87.2,,83.43,0.45,126.7,18.9,973.17,28.65,0.0
2018-07-05 06:00:00,2018-07-05 07:00:00,40.5,102.5,20.6,43.05,39.62,45.95,11.45,1.05,26.28,2.68,87.0,,77.9,0.45,107.93,104.38,973.65,30.12,0.0
2018-07-05 07:00:00,2018-07-05 08:00:00,40.75,138.0,78.03,67.62,98.85,49.45,20.17,1.47,24.15,2.55,85.85,,66.17,0.57,164.85,238.05,974.12,32.62,0.0
2018-07-05 08:00:00,2018-07-05 09:00:00,44.0,129.0,131.75,93.3,157.03,44.95,25.9,1.77,12.7,2.72,82.45,,59.18,1.08,188.45,383.42,974.63,34.88,0.0
2018-07-05 09:00:00,2018-07-05 10:00:00,38.75,150.75,114.6,99.38,144.03,40.07,17.82,2.07,19.07,2.57,79.4,,55.5,0.97,209.95,496.55,975.1,35.88,0.0
2018-07-05 10:00:00,2018-07-05 11:00:00,40.75,166.5,75.45,103.85,116.93,48.23,16.02,1.78,43.03,2.88,76.4,,50.35,1.17,272.38,622.27,975.3,37.5,0.0
2018-07-05 11:00:00,2018-07-05 12:00:00,42.0,185.5,36.2,76.43,70.08,48.32,14.97,1.6,54.9,3.03,69.55,,52.35,1.3,311.82,523.3,975.15,37.07,0.0
2018-07-05 12:00:00,2018-07-05 13:00:00,50.25,193.0,24.6,61.07,52.6,49.55,15.75,1.22,74.45,3.57,72.27,,45.15,1.05,308.12,682.18,974.57,38.97,0.0
2018-07-05 13:00:00,2018-07-05 14:00:00,55.5,168.75,29.52,51.9,52.1,45.52,13.73,1.18,68.95,3.78,67.12,,45.47,1.83,330.85,472.65,973.62,38.23,0.0
2018-07-05 14:00:00,2018-07-05 15:00:00,49.5,172.0,15.58,42.43,35.4,39.58,11.7,1.03,67.62,4.03,56.18,,46.7,2.35,341.68,375.75,973.08,37.65,0.0
2018-07-05 15:00:00,2018-07-05 16:00:00,42.25,161.25,24.02,39.73,40.25,36.17,11.58,0.97,46.6,3.72,65.03,,79.0,2.12,194.75,52.57,973.45,28.88,2.25
2018-07-05 16:00:00,2018-07-05 17:00:00,29.33,118.0,85.3,77.03,110.43,43.37,13.07,1.9,13.93,4.33,71.8,,72.77,0.93,317.97,305.37,972.47,31.97,0.0
2018-07-05 17:00:00,2018-07-05 18:00:00,34.0,178.0,58.97,83.52,92.3,41.0,9.5,1.75,19.5,11.3,96.68,,59.85,1.0,301.72,257.52,972.3,34.7,0.0
2018-07-05 18:00:00,2018-07-05 19:00:00,43.0,233.5,48.78,79.2,82.93,47.2,9.4,1.7,23.07,11.05,97.2,,60.43,0.95,328.45,68.95,973.02,33.47,0.0
2018-07-05 19:00:00,2018-07-05 20:00:00,47.5,228.5,114.85,104.98,150.37,51.78,16.37,2.8,4.67,10.5,109.43,,66.12,0.48,242.6,5.33,973.43,32.05,0.0
2018-07-05 20:00:00,2018-07-05 21:00:00,48.5,228.0,56.5,87.6,92.43,54.8,8.6,2.3,3.08,13.78,133.8,,81.33,0.42,148.65,3.4,974.2,29.95,0.0
2018-07-05 21:00:00,2018-07-05 22:00:00,44.0,162.0,20.3,68.83,53.23,58.27,3.05,1.75,0.8,14.45,132.3,,90.62,0.4,55.25,3.47,974.62,28.83,0.0
2018-07-05 22:00:00,2018-07-05 23:00:00,48.5,166.0,100.33,87.5,128.23,67.75,4.32,2.55,0.65,13.47,130.7,,81.35,0.43,303.8,3.1,974.82,29.63,0.0
2018-07-05 23:00:00,2018-07-06 00:00:00,63.0,226.0,46.28,85.5,83.42,79.38,3.23,1.78,1.88,13.12,138.72,,73.68,0.4,325.6,3.07,975.43,29.92,0.0
2018-07-06 00:00:00,2018-07-06 01:00:00,58.0,209.5,37.35,70.5,67.75,88.65,4.45,1.42,2.6,11.72,134.83,,81.35,0.33,183.58,3.3,975.25,29.23,0.0
2018-07-06 01:00:00,2018-07-06 02:00:00,46.0,176.5,47.17,77.7,79.53,101.3,5.33,1.47,5.85,9.92,128.3,,81.4,0.23,181.12,3.27,974.82,29.15,0.0
2018-07-06 02:00:00,2018-07-06 03:00:00,46.0,178.0,27.25,60.0,54.25,62.55,2.0,1.1,5.98,8.2,124.75,,84.47,0.4,146.87,3.38,974.38,29.07,0.0
2018-07-06 03:00:00,2018-07-06 04:00:00,45.0,153.0,14.85,56.62,42.3,77.9,,1.08,6.1,6.65,114.65,,86.77,0.4,197.57,3.22,974.12,28.47,0.0
2018-07-06 04:00:00,2018-07-06 05:00:00,47.0,142.5,25.82,66.33,56.6,93.72,,1.03,5.87,5.62,109.82,,79.92,0.43,288.8,3.15,974.02,29.12,0.0
2018-07-06 05:00:00,2018-07-06 06:00:00,73.5,192.0,68.5,69.42,91.65,88.55,,1.1,4.98,5.15,103.23,,76.15,0.7,270.45,17.53,974.35,29.77,0.0
2018-07-06 06:00:00,2018-07-06 07:00:00,79.5,235.0,161.23,81.4,175.1,90.08,7.18,1.82,3.82,4.65,95.08,,72.27,0.7,253.1,93.83,974.62,30.98,0.0
2018-07-06 07:00:00,2018-07-06 08:00:00,61.5,251.5,164.42,83.42,176.65,96.67,5.0,1.83,5.83,4.1,87.52,,64.07,0.88,246.78,231.8,974.85,32.9,0.0
2018-07-06 08:00:00,2018-07-06 09:00:00,59.0,259.5,156.15,109.1,186.25,93.83,7.9,1.93,7.8,3.7,83.62,,56.22,1.03,225.12,395.82,974.9,35.18,0.0
2018-07-06 09:00:00,2018-07-06 10:00:00,54.5,259.5,110.68,87.78,138.75,89.45,10.5,1.97,17.85,3.8,80.85,,51.53,1.2,248.12,552.43,975.25,35.92,0.0
2018-07-06 10:00:00,2018-07-06 11:00:00,49.0,247.5,73.63,81.28,103.55,70.9,10.83,1.55,23.75,3.65,76.68,,47.32,1.47,258.35,666.65,975.27,37.12,0.0
2018-07-06 11:00:00,2018-07-06 12:00:00,48.5,229.5,57.97,75.6,87.98,66.6,10.3,1.32,34.33,3.15,73.03,,47.2,1.87,255.07,695.92,975.1,37.4,0.0
2018-07-06 12:00:00,2018-07-06 13:00:00,48.0,218.0,64.6,78.12,93.68,61.7,10.45,1.35,29.53,2.77,71.5,,41.97,1.78,253.15,797.72,974.63,38.5,0.0
2018-07-06 13:00:00,2018-07-06 14:00:00,41.5,207.0,45.97,58.72,68.8,54.17,8.82,1.05,35.53,2.55,70.1,,39.77,2.05,260.8,782.15,974.15,38.45,0.0
2018-07-06 14:00:00,2018-07-06 15:00:00,36.5,185.0,52.45,65.25,77.37,49.97,7.73,0.97,35.57,2.1,67.0,,36.42,1.85,250.58,676.62,973.47,38.97,0.0
2018-07-06 15:00:00,2018-07-06 16:00:00,32.5,164.5,54.53,66.27,77.28,46.55,7.82,1.08,37.68,1.92,65.38,,36.1,1.8,245.53,526.48,972.52,38.75,0.0
2018-07-06 16:00:00,2018-07-06 17:00:00,35.0,156.5,54.32,75.83,84.4,37.32,6.9,1.25,38.5,2.38,67.05,,40.2,1.3,276.72,268.45,971.98,38.03,0.0
2018-07-06 17:00:00,2018-07-06 18:00:00,39.0,160.5,79.05,90.37,112.7,43.38,10.6,1.35,30.15,2.87,71.35,,38.95,1.38,285.93,160.73,971.73,37.6,0.0
2018-07-06 18:00:00,2018-07-06 19:00:00,42.5,170.0,78.7,108.27,122.62,42.67,11.1,1.68,23.78,3.45,77.6,,43.35,1.13,286.88,43.22,971.98,36.4,0.0
2018-07-06 19:00:00,2018-07-06 20:00:00,52.0,191.0,90.72,124.4,140.4,45.73,15.98,2.02,14.7,4.05,79.3,,45.73,0.97,284.15,4.18,972.48,35.4,0.0
2018-07-06 20:00:00,2018-07-06 21:00:00,67.0,217.0,35.9,91.53,77.27,54.55,9.53,1.63,21.8,5.15,95.12,,53.02,1.1,326.75,2.9,973.15,34.18,0.0
2018-07-06 21:00:00,2018-07-06 22:00:00,72.0,198.5,16.0,73.77,51.87,59.27,6.65,1.35,22.75,5.5,110.98,,56.15,1.4,338.2,2.9,973.47,33.3,0.0
2018-07-06 22:00:00,2018-07-06 23:00:00,58.5,168.5,16.9,72.25,52.6,61.25,4.4,1.12,22.0,5.05,98.18,,56.73,1.12,337.97,2.93,973.93,32.75,0.0
2018-07-06 23:00:00,2018-07-07 00:00:00,55.5,166.0,12.33,67.68,46.1,64.55,,1.03,20.5,4.43,88.77,,61.25,0.77,326.62,2.95,974.1,32.1,0.0
2018-07-07 00:00:00,2018-07-07 01:00:00,58.0,153.5,6.55,61.38,38.0,68.15,,0.92,22.77,4.15,84.65,,63.3,0.7,318.45,3.02,973.95,31.78,0.0
2018-07-07 01:00:00,2018-07-07 02:00:00,51.0,134.0,5.8,62.27,37.67,78.3,3.63,0.87,21.45,3.8,79.73,,66.02,0.45,309.0,3.05,973.93,31.38,0.0
2018-07-07 02:00:00,2018-07-07 03:00:00,47.5,119.0,1.7,38.35,21.95,64.7,,0.7,35.85,3.65,76.45,,66.67,0.68,324.72,3.0,973.6,30.93,0.0
2018-07-07 03:00:00,2018-07-07 04:00:00,47.0,105.5,2.55,42.6,24.8,82.27,,0.8,25.73,5.2,76.22,,76.42,0.23,168.68,3.25,973.68,29.38,0.0
2018-07-07 04:00:00,2018-07-07 05:00:00,47.0,99.5,2.05,39.35,22.58,85.98,,0.72,10.88,4.48,75.3,,88.05,0.2,105.02,3.35,974.0,27.8,0.0
2018-07-07 05:00:00,2018-07-07 06:00:00,53.0,111.5,20.0,51.9,43.9,83.17,,0.9,4.45,3.9,75.22,,87.9,0.28,278.62,17.9,974.4,28.02,0.0
2018-07-07 06:00:00,2018-07-07 07:00:00,73.5,175.5,118.75,85.1,142.27,92.72,0.4,1.67,4.87,3.5,75.0,,68.9,0.75,271.18,97.2,974.68,31.7,0.0
2018-07-07 07:00:00,2018-07-07 08:00:00,86.5,232.5,127.95,91.8,153.53,102.25,6.3,1.82,10.43,3.4,74.18,,59.62,0.72,268.53,231.25,974.98,34.3,0.0
2018-07-07 08:00:00,2018-07-07 09:00:00,76.5,216.0,39.5,79.45,74.12,104.23,1.55,1.3,32.3,3.32,73.5,,54.05,0.68,309.75,404.17,975.02,35.7,0.0
2018-07-07 09:00:00,2018-07-07 10:00:00,59.5,152.0,34.8,66.32,63.13,96.48,8.55,1.12,57.4,3.18,70.18,,48.25,0.9,239.95,572.78,974.93,36.7,0.0
2018-07-07 10:00:00,2018-07-07 11:00:00,52.5,124.5,45.27,81.95,80.83,75.07,14.85,1.4,63.15,2.73,66.4,,44.35,0.65,299.27,678.12,974.77,37.97,0.0
2018-07-07 11:00:00,2018-07-07 12:00:00,55.5,141.0,39.7,63.15,65.05,65.88,17.15,1.22,79.93,2.65,48.18,,42.25,1.1,240.1,734.85,974.28,38.45,0.0
2018-07-07 12:00:00,2018-07-07 13:00:00,57.0,156.5,32.65,77.9,68.35,87.85,26.07,1.13,65.02,3.25,51.48,,40.03,1.2,308.75,674.17,973.53,39.2,0.0
2018-07-07 13:00:00,2018-07-07 14:00:00,52.0,161.5,30.45,66.15,61.33,50.2,22.88,1.25,60.95,3.38,50.68,,36.6,1.53,302.05,696.97,972.95,39.88,0.0
2018-07-07 14:00:00,2018-07-07 15:00:00,44.0,162.5,34.25,67.15,62.62,46.17,12.03,1.1,61.45,3.05,37.2,,35.15,1.55,312.05,550.12,972.32,40.25,0.0
2018-07-07 15:00:00,2018-07-07 16:00:00,44.5,166.5,14.35,54.18,40.45,43.8,2.6,1.0,72.5,3.12,42.75,,36.72,1.5,332.2,369.47,971.5,39.5,0.0
2018-07-07 16:00:00,2018-07-07 17:00:00,46.5,165.5,19.23,52.53,43.15,48.77,3.55,1.05,73.27,3.48,54.07,,38.12,1.57,335.15,271.25,970.78,38.97,0.0
2018-07-07 17:00:00,2018-07-07 18:00:00,46.0,164.0,6.47,40.75,26.67,46.32,3.77,0.92,90.5,4.55,64.45,,40.37,1.82,350.88,137.35,970.4,37.85,0.0
2018-07-07 18:00:00,2018-07-07 19:00:00,48.0,170.0,16.68,61.6,46.93,45.8,8.55,1.13,72.57,3.55,66.43,,39.3,1.93,344.38,51.48,971.28,37.23,0.0
2018-07-07 19:00:00,2018-07-07 20:00:00,46.0,175.0,8.62,79.32,49.12,41.03,12.83,1.3,44.8,4.02,99.8,,41.47,1.35,344.65,5.57,971.35,35.77,0.0
2018-07-07 20:00:00,2018-07-07 21:00:00,48.5,188.0,4.87,84.8,49.1,43.4,11.1,1.3,24.97,4.3,119.75,,51.02,0.62,133.45,4.25,972.2,33.9,0.0
2018-07-07 21:00:00,2018-07-07 22:00:00,52.5,195.0,5.8,74.3,44.15,51.65,9.6,1.3,14.0,4.05,111.48,,62.42,0.53,42.88,4.28,972.8,31.8,0.0
2018-07-07 22:00:00,2018-07-07 23:00:00,51.5,189.0,24.13,85.43,65.2,59.15,9.4,1.7,5.9,3.95,102.38,,70.05,0.53,94.53,4.3,973.17,30.87,0.0
2018-07-07 23:00:00,2018-07-08 00:00:00,57.0,204.0,37.05,88.7,77.68,77.05,9.38,1.72,6.88,4.12,95.57,,71.37,0.3,127.75,4.15,973.33,30.68,0.0
2018-07-08 00:00:00,2018-07-08 01:00:00,54.0,185.0,24.88,76.5,61.0,81.4,8.08,1.47,3.7,4.15,90.25,,80.2,0.28,152.92,4.02,973.23,29.38,0.0
2018-07-08 01:00:00,2018-07-08 02:00:00,47.0,155.5,18.53,65.1,49.8,93.25,7.97,1.23,6.5,4.35,87.7,,85.23,0.4,100.75,4.15,973.05,28.57,0.0
2018-07-08 02:00:00,2018-07-08 03:00:00,46.0,136.5,16.35,51.7,40.8,61.3,8.65,1.1,5.0,4.4,84.65,,87.65,0.33,135.03,4.1,972.93,28.18,0.0
2018-07-08 03:00:00,2018-07-08 04:00:00,47.5,117.5,17.48,52.88,42.38,81.92,8.58,1.13,5.45,4.25,84.43,,89.5,0.45,82.9,4.12,972.93,27.9,0.0
2018-07-08 04:00:00,2018-07-08 05:00:00,50.5,115.5,14.18,53.2,39.88,84.57,8.35,1.1,5.33,3.9,82.92,,90.77,0.4,64.3,4.12,972.8,27.55,0.0
2018-07-08 05:00:00,2018-07-08 06:00:00,48.5,117.5,13.03,52.27,38.42,93.53,8.97,1.05,5.23,3.55,81.48,,90.82,0.38,92.27,18.58,973.22,27.62,0.0
2018-07-08 06:00:00,2018-07-08 07:00:00,50.5,125.0,21.78,55.4,47.28,96.27,12.97,1.18,7.15,3.35,80.85,,84.38,0.4,84.65,99.03,973.8,29.55,0.0
2018-07-08 07:00:00,2018-07-08 08:00:00,72.0,181.0,26.58,92.6,70.95,108.9,7.23,1.5,41.33,3.7,80.6,,64.9,0.62,104.98,246.35,974.12,33.63,0.0
2018-07-08 08:00:00,2018-07-08 09:00:00,78.0,201.5,26.57,73.7,60.1,101.9,9.3,1.13,59.12,3.8,79.27,,48.82,0.35,172.4,400.23,974.05,36.68,0.0
2018-07-08 09:00:00,2018-07-08 10:00:00,62.0,165.5,49.52,97.8,94.55,85.55,14.02,1.28,58.6,3.28,74.0,,42.27,0.65,185.08,534.73,974.1,38.3,0.0
2018-07-08 10:00:00,2018-07-08 11:00:00,58.0,163.0,25.6,78.45,62.93,80.03,14.3,1.15,95.22,2.9,69.58,,38.68,0.88,238.88,673.1,973.95,39.22,0.0
2018-07-08 11:00:00,2018-07-08 12:00:00,58.5,162.0,34.3,77.62,68.6,66.07,15.58,1.28,93.47,2.8,69.2,,33.58,0.75,297.9,778.07,973.43,40.57,0.0
2018-07-08 12:00:00,2018-07-08 13:00:00,54.0,155.0,9.4,44.88,31.47,68.95,15.18,0.95,109.75,2.58,66.58,,32.87,1.05,245.3,777.58,972.75,40.9,0.0
2018-07-08 13:00:00,2018-07-08 14:00:00,48.5,142.5,13.58,59.32,42.57,60.05,21.63,0.95,98.2,2.38,65.47,,29.02,1.25,313.93,730.7,971.97,41.53,0.0
2018-07-08 14:00:00,2018-07-08 15:00:00,40.0,127.0,6.88,32.8,23.15,58.07,14.8,0.83,108.4,2.1,62.95,,28.5,1.25,171.55,664.8,971.27,41.4,0.0
2018-07-08 15:00:00,2018-07-08 16:00:00,34.5,112.5,12.45,45.65,33.8,52.43,11.05,0.8,96.37,1.95,63.97,,28.28,1.03,348.95,548.25,970.5,41.75,0.0
2018-07-08 16:00:00,2018-07-08 17:00:00,32.5,108.5,9.2,36.27,26.95,49.95,9.32,0.72,105.13,2.02,67.5,,28.7,1.85,344.3,378.68,969.75,41.0,0.0
2018-07-08 17:00:00,2018-07-08 18:00:00,32.0,116.0,10.03,43.28,31.25,47.25,7.32,0.82,89.65,2.5,75.7,,31.57,1.78,343.18,206.62,969.55,39.85,0.0
2018-07-08 18:00:00,2018-07-08 19:00:00,33.0,118.5,8.1,46.38,31.1,48.05,7.6,0.87,87.05,2.57,79.15,,36.4,1.25,351.82,61.4,969.9,38.3,0.0
2018-07-08 19:00:00,2018-07-08 20:00:00,38.0,130.5,1.83,34.5,19.88,49.73,6.75,0.97,91.05,2.5,92.92,,45.62,1.3,121.62,5.13,970.45,36.55,0.0
2018-07-08 20:00:00,2018-07-08 21:00:00,71.0,186.5,0.23,30.55,16.5,60.48,7.8,1.13,93.35,2.32,82.55,,52.23,1.92,52.23,3.7,970.93,35.47,0.0
2018-07-08 21:00:00,2018-07-08 22:00:00,96.0,219.0,0.62,34.87,19.07,65.85,12.38,1.25,75.4,2.55,76.4,,52.63,1.6,53.57,3.65,971.43,34.9,0.0
2018-07-08 22:00:00,2018-07-08 23:00:00,84.0,186.0,0.88,43.83,24.03,62.33,12.55,1.23,50.73,2.7,71.35,,56.17,1.05,99.95,3.55,971.85,33.53,0.0
2018-07-08 23:00:00,2018-07-09 00:00:00,70.0,162.5,1.78,73.42,40.45,57.77,11.83,1.27,55.47,2.62,69.2,,60.52,1.02,113.15,3.5,972.22,32.73,0.0
2018-07-09 00:00:00,2018-07-09 01:00:00,76.5,171.0,1.1,54.25,29.77,58.53,9.5,1.2,39.4,2.52,68.07,,68.3,0.83,122.08,3.52,971.97,31.95,0.0
2018-07-09 01:00:00,2018-07-09 02:00:00,90.5,186.5,1.7,52.23,29.2,78.2,13.23,1.13,30.25,2.3,67.4,,69.02,0.85,122.72,3.5,971.7,31.95,0.0
2018-07-09 02:00:00,2018-07-09 03:00:00,93.5,185.5,1.15,50.65,27.85,56.05,9.25,1.1,19.3,2.18,68.6,,73.08,0.93,123.27,3.5,971.57,31.4,0.0
2018-07-09 03:00:00,2018-07-09 04:00:00,83.0,174.5,0.83,41.4,22.67,74.02,6.85,1.03,25.5,2.07,69.77,,74.45,1.6,113.55,3.5,971.7,31.15,0.0
2018-07-09 04:00:00,2018-07-09 05:00:00,71.5,155.0,1.87,35.3,20.28,69.65,8.92,0.9,21.28,1.9,68.1,,78.27,1.28,130.05,3.48,972.05,30.95,0.0
2018-07-09 05:00:00,2018-07-09 06:00:00,61.0,123.0,1.6,17.08,10.4,63.4,7.35,0.85,24.15,1.73,66.53,,81.77,1.57,116.6,19.0,972.52,30.85,0.0
2018-07-09 06:00:00,2018-07-09 07:00:00,53.0,130.0,12.58,24.8,23.23,59.18,7.05,0.95,16.95,1.5,65.2,,79.43,1.2,117.72,99.45,972.95,31.55,0.0
2018-07-09 07:00:00,2018-07-09 08:00:00,51.5,132.0,14.6,33.37,29.57,64.0,6.38,1.07,21.0,1.42,64.77,,70.95,1.4,125.45,227.58,973.25,33.58,0.0
2018-07-09 08:00:00,2018-07-09 09:00:00,50.5,115.5,31.25,47.75,50.78,58.62,1.45,1.23,29.03,1.4,63.0,,65.98,1.67,127.08,377.45,973.67,34.82,0.0
2018-07-09 09:00:00,2018-07-09 10:00:00,55.0,155.0,104.15,104.15,139.25,61.9,0.6,2.07,24.12,1.62,62.47,,54.52,1.23,170.83,515.67,973.73,37.62,0.0
2018-07-09 10:00:00,2018-07-09 11:00:00,58.5,181.0,37.9,72.12,69.53,63.35,,1.38,64.9,1.92,61.75,,50.48,1.22,143.08,629.43,973.7,38.32,0.0
2018-07-09 11:00:00,2018-07-09 12:00:00,58.0,158.5,13.7,51.25,36.5,66.47,1.88,1.08,106.77,1.68,45.8,,44.53,1.03,124.95,750.32,973.17,39.38,0.0
2018-07-09 12:00:00,2018-07-09 13:00:00,60.0,155.0,3.05,24.53,15.45,70.95,5.5,0.85,142.7,1.42,36.3,,41.67,0.88,85.52,596.5,972.73,39.6,0.0
