From Date,To Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3)
2015-10-06 22:00:00,2015-10-06 23:00:00,163.0,39.26,20.8,60.06,2.11,0.41,20.42,0.34,0.67,29.52,84.79,0.14,89.21,85.06,749.75,-0.01,,0.0,0.51
2015-10-06 23:00:00,2015-10-07 00:00:00,173.0,43.64,21.35,64.99,2.13,0.45,21.34,0.33,0.54,29.29,84.31,0.01,87.6,85.11,749.74,-0.01,,0.0,0.37
2015-10-07 00:00:00,2015-10-07 01:00:00,177.0,42.05,20.26,62.29,4.17,0.93,19.01,0.32,0.53,29.05,85.28,0.04,90.36,85.05,749.74,-0.01,,0.0,0.37
2015-10-07 01:00:00,2015-10-07 02:00:00,985.0,21.69,16.31,38.0,2.42,0.62,18.57,0.26,0.44,28.8,85.54,0.01,90.87,85.01,749.73,-0.01,,0.0,0.25
2015-10-07 02:00:00,2015-10-07 03:00:00,119.0,14.29,13.24,27.53,1.57,0.45,18.41,0.21,0.34,28.8,82.02,0.15,91.27,85.06,749.73,-0.01,,0.0,0.19
2015-10-07 03:00:00,2015-10-07 04:00:00,97.0,10.65,14.95,25.6,2.36,0.2,18.84,0.16,0.25,28.85,80.34,0.21,90.66,85.02,749.73,-0.01,,0.0,0.12
2015-10-07 04:00:00,2015-10-07 05:00:00,102.0,13.5,17.49,30.97,3.12,0.16,19.43,0.17,0.23,28.63,82.11,0.58,86.37,85.01,749.73,-0.01,,0.0,0.09
2015-10-07 05:00:00,2015-10-07 06:00:00,123.0,14.5,17.22,31.71,3.79,0.19,18.34,0.18,0.23,28.48,83.74,0.43,85.46,85.0,749.73,-0.01,,0.0,0.09
2015-10-07 06:00:00,2015-10-07 07:00:00,130.0,16.44,17.07,33.51,4.17,0.29,17.04,0.2,0.24,28.7,84.83,0.29,86.51,111.85,749.74,-0.01,,0.0,0.09
2015-10-07 07:00:00,2015-10-07 08:00:00,136.0,15.52,18.2,33.72,5.09,0.51,17.87,0.24,0.29,30.13,79.26,1.01,92.03,218.14,749.75,-0.01,,0.0,0.12
2015-10-07 08:00:00,2015-10-07 09:00:00,162.0,10.25,16.35,26.61,5.92,0.38,5.66,0.23,0.28,31.87,71.36,1.48,105.21,393.42,749.76,-0.01,,0.0,0.11
2015-10-07 09:00:00,2015-10-07 10:00:00,110.0,7.77,14.31,22.07,4.61,0.24,12.49,0.19,0.31,33.44,64.32,1.59,114.15,541.89,749.76,-0.01,,0.0,0.11
2015-10-07 10:00:00,2015-10-07 11:00:00,72.0,6.45,14.33,20.78,4.57,0.22,17.43,0.17,0.42,34.46,59.8,1.55,119.13,638.57,749.76,-0.01,,,0.15
2015-10-07 11:00:00,2015-10-07 12:00:00,52.0,100.62,10.81,103.97,130.72,46.36,60.73,0.15,0.41,34.49,58.59,1.93,112.8,647.99,749.75,-0.02,,,0.14
2015-10-07 12:00:00,2015-10-07 13:00:00,48.0,10.93,6.9,17.82,3.67,1.49,37.99,0.16,0.33,35.28,56.69,1.78,111.64,569.12,749.74,-0.01,,0.0,0.12
2015-10-07 13:00:00,2015-10-07 14:00:00,40.0,10.87,7.78,18.03,3.38,1.88,28.52,0.19,0.34,35.52,56.82,1.92,113.62,586.28,749.73,-0.01,,0.0,0.12
2015-10-07 14:00:00,2015-10-07 15:00:00,42.0,10.87,7.53,18.4,3.24,1.59,27.57,0.19,0.34,35.34,57.41,1.87,112.53,424.15,749.73,-0.02,35.35,0.0,0.11
2015-10-07 15:00:00,2015-10-07 16:00:00,46.0,11.23,5.06,16.29,3.26,1.81,20.74,0.2,0.37,35.16,57.75,2.0,112.14,316.61,749.72,-0.02,,0.0,0.12
2015-10-07 16:00:00,2015-10-07 17:00:00,41.0,12.16,6.66,18.82,3.03,2.67,20.84,0.22,0.45,34.3,59.97,1.25,110.1,158.79,749.73,-0.01,,0.0,0.18
2015-10-07 17:00:00,2015-10-07 18:00:00,54.0,11.94,9.61,21.54,1.5,2.01,35.09,0.2,0.48,32.82,64.71,0.57,101.02,86.07,749.73,-0.01,,0.0,0.24
2015-10-07 18:00:00,2015-10-07 19:00:00,61.0,20.83,16.58,37.39,2.79,3.02,21.13,0.24,0.55,31.81,70.36,0.4,96.02,85.14,749.73,-0.01,,0.0,0.37
2015-10-07 19:00:00,2015-10-07 20:00:00,113.0,29.49,14.55,44.05,2.33,3.3,20.41,0.29,0.69,31.14,75.78,0.14,95.98,85.19,749.74,-0.01,,0.0,0.54
2015-10-07 20:00:00,2015-10-07 21:00:00,118.0,26.3,12.94,39.24,1.91,0.36,24.29,0.27,0.64,30.82,76.78,0.37,96.67,85.15,749.75,-0.01,,0.0,0.49
2015-10-07 21:00:00,2015-10-07 22:00:00,111.0,18.06,12.23,30.29,2.63,0.38,20.97,0.25,0.54,30.47,78.94,0.22,96.03,85.14,749.75,-0.01,,0.0,0.38
2015-10-07 22:00:00,2015-10-07 23:00:00,135.0,15.2,11.11,26.32,2.33,0.55,20.43,0.22,0.46,29.9,81.72,0.04,92.48,85.15,749.75,-0.01,,0.0,0.31
2015-10-07 23:00:00,2015-10-08 00:00:00,110.0,46.61,12.5,59.11,2.93,0.53,22.72,0.22,0.4,29.52,83.49,0.13,89.41,85.09,749.74,-0.01,,0.0,0.28
2015-10-08 00:00:00,2015-10-08 01:00:00,120.0,36.42,10.65,47.09,3.03,1.34,20.62,0.22,0.35,29.36,83.52,0.21,87.64,85.14,749.74,-0.01,,0.0,0.3
2015-10-08 01:00:00,2015-10-08 02:00:00,133.0,31.34,9.43,40.78,2.33,1.27,19.71,0.21,0.3,29.06,85.15,0.1,87.73,85.08,749.73,-0.01,,0.0,0.22
2015-10-08 02:00:00,2015-10-08 03:00:00,109.0,41.64,8.22,49.87,1.9,1.34,19.78,0.21,0.34,28.83,87.32,0.06,86.97,85.13,749.73,-0.01,,,0.31
2015-10-08 03:00:00,2015-10-08 04:00:00,158.0,48.69,5.98,54.68,2.23,1.46,19.37,0.24,0.44,28.62,90.09,0.25,86.26,85.17,749.73,-0.01,,0.0,0.35
2015-10-08 04:00:00,2015-10-08 05:00:00,110.0,41.05,5.15,45.49,2.63,1.35,20.07,0.22,0.34,28.43,90.93,0.1,86.97,85.21,749.73,-0.01,,,0.25
2015-10-08 05:00:00,2015-10-08 06:00:00,122.0,46.92,4.96,51.84,3.33,2.19,22.6,0.21,0.31,28.03,91.68,0.06,84.73,85.25,749.73,-0.01,,0.0,0.24
2015-10-08 06:00:00,2015-10-08 07:00:00,126.0,48.11,4.58,52.67,2.99,2.24,18.84,0.23,0.33,28.75,90.65,0.2,88.39,117.19,749.73,-0.01,,0.0,0.25
2015-10-08 07:00:00,2015-10-08 08:00:00,143.0,38.52,10.38,48.91,2.77,2.26,18.98,0.23,0.35,30.74,80.15,0.87,98.59,242.88,749.74,-0.01,,0.0,0.23
2015-10-08 08:00:00,2015-10-08 09:00:00,142.0,12.34,9.32,21.66,2.54,1.08,21.11,0.22,0.33,32.41,70.96,1.29,105.13,394.95,749.75,-0.01,,0.0,0.18
2015-10-08 09:00:00,2015-10-08 10:00:00,66.0,8.66,5.63,13.81,2.04,0.92,18.73,0.17,0.23,33.37,67.57,1.58,109.82,525.0,749.75,-0.01,,0.0,0.1
2015-10-08 10:00:00,2015-10-08 11:00:00,70.0,9.57,4.28,13.4,1.99,0.89,20.98,0.15,0.3,34.02,63.21,1.74,112.77,595.99,749.75,-0.01,,0.0,0.11
2015-10-08 11:00:00,2015-10-08 12:00:00,48.0,106.1,4.89,135.83,118.79,4.49,25.24,0.14,0.36,34.38,60.62,1.96,113.22,693.44,749.74,-0.02,,0.0,0.13
2015-10-08 12:00:00,2015-10-08 13:00:00,46.0,8.63,3.92,11.32,2.51,0.3,36.65,0.14,0.3,35.47,56.8,1.93,115.16,676.75,749.73,-0.02,,0.0,0.1
2015-10-08 13:00:00,2015-10-08 14:00:00,38.0,9.78,4.93,14.7,2.44,1.54,25.64,0.17,0.31,35.34,56.0,2.32,112.88,587.66,749.72,-0.03,,0.0,0.1
2015-10-08 14:00:00,2015-10-08 15:00:00,32.0,9.97,5.92,15.9,3.02,1.39,30.55,0.19,0.35,35.53,54.51,2.33,113.98,478.59,749.71,-0.02,,0.0,0.1
2015-10-08 15:00:00,2015-10-08 16:00:00,37.0,10.19,4.51,14.69,3.31,1.75,28.64,0.2,0.34,35.14,54.17,2.18,111.45,336.43,749.7,-0.02,,0.0,0.12
2015-10-08 16:00:00,2015-10-08 17:00:00,33.0,9.36,6.85,16.2,2.6,1.14,30.01,0.18,0.33,34.48,57.19,1.35,111.3,164.05,749.7,-0.01,,0.0,0.13
2015-10-08 17:00:00,2015-10-08 18:00:00,38.0,11.36,9.65,21.01,2.12,2.87,44.15,0.21,0.43,32.85,64.56,0.35,105.05,86.22,749.71,-0.01,,0.0,0.21
2015-10-08 18:00:00,2015-10-08 19:00:00,66.0,20.49,13.59,34.07,2.3,1.24,,0.28,0.67,31.49,73.33,0.18,99.04,85.19,749.71,-0.01,,0.0,0.47
2015-10-08 19:00:00,2015-10-08 20:00:00,92.0,36.25,12.31,48.55,2.88,1.51,13.69,0.28,0.67,30.92,72.76,0.07,97.33,85.24,749.72,-0.01,,0.0,0.51
2015-10-08 20:00:00,2015-10-08 21:00:00,121.0,56.39,14.36,70.74,2.72,0.6,18.05,0.3,0.82,30.68,74.58,0.15,96.09,85.29,749.72,-0.01,,0.0,0.71
2015-10-08 21:00:00,2015-10-08 22:00:00,132.0,60.96,11.98,72.94,2.8,0.43,21.65,0.32,0.83,30.23,79.03,0.04,92.12,85.24,749.73,-0.01,,0.0,0.73
2015-10-08 22:00:00,2015-10-08 23:00:00,148.0,64.04,14.12,78.18,2.37,0.5,20.4,0.31,0.74,30.05,79.87,1.34,90.5,85.27,749.73,-0.01,,0.0,0.74
2015-10-08 23:00:00,2015-10-09 00:00:00,129.0,74.25,11.8,86.05,3.85,0.68,16.28,0.31,0.69,29.94,81.02,0.67,88.0,85.26,749.72,-0.01,,0.0,0.71
2015-10-09 00:00:00,2015-10-09 01:00:00,160.0,36.7,8.88,45.59,4.37,1.15,15.74,0.32,0.6,29.36,83.11,0.7,86.69,85.22,749.71,-0.01,,0.0,0.47
2015-10-09 01:00:00,2015-10-09 02:00:00,166.0,18.0,6.25,24.27,3.79,0.98,13.35,0.28,0.43,29.17,82.93,0.49,87.53,85.21,749.71,-0.01,,0.0,0.25
2015-10-09 02:00:00,2015-10-09 03:00:00,137.0,13.2,4.98,18.19,3.03,0.84,12.5,0.24,0.32,29.14,83.16,0.29,88.37,85.17,749.7,-0.01,,0.0,0.15
2015-10-09 03:00:00,2015-10-09 04:00:00,126.0,17.57,5.03,22.6,2.7,0.78,10.61,0.21,0.29,28.78,85.76,0.22,87.34,85.14,749.69,-0.01,,0.0,0.13
2015-10-09 04:00:00,2015-10-09 05:00:00,121.0,18.63,5.66,24.29,5.31,1.26,12.45,0.2,0.26,28.5,87.95,0.17,85.98,85.23,749.69,-0.01,,0.0,0.12
2015-10-09 05:00:00,2015-10-09 06:00:00,133.0,27.01,4.7,31.15,5.88,1.3,7.59,0.2,0.25,28.25,89.61,0.18,85.73,85.26,749.7,-0.01,,0.0,0.11
2015-10-09 06:00:00,2015-10-09 07:00:00,141.0,28.41,5.44,33.2,5.93,1.28,10.67,0.21,0.28,28.6,88.11,0.81,87.91,118.04,749.71,-0.01,28.38,0.0,0.12
2015-10-09 07:00:00,2015-10-09 08:00:00,158.0,17.35,8.62,25.98,5.36,1.43,14.02,0.23,0.3,30.38,80.03,1.29,96.96,251.54,749.71,-0.01,,0.0,0.13
2015-10-09 08:00:00,2015-10-09 09:00:00,136.0,8.76,5.56,14.33,3.94,0.43,18.89,0.21,0.27,31.73,71.7,2.05,102.98,412.13,749.72,-0.02,,0.0,0.11
2015-10-09 09:00:00,2015-10-09 10:00:00,73.0,7.62,3.81,11.43,3.83,0.26,22.45,0.16,0.19,33.06,64.81,1.98,109.06,550.57,749.72,-0.02,,0.0,0.06
2015-10-09 10:00:00,2015-10-09 11:00:00,50.0,8.37,5.76,14.13,4.92,0.22,22.17,0.13,0.19,33.79,59.81,2.86,111.9,650.99,749.72,-0.02,,0.0,0.05
2015-10-09 11:00:00,2015-10-09 12:00:00,41.0,106.1,10.49,142.69,102.31,11.68,25.26,0.14,0.26,34.08,57.82,3.25,108.49,672.88,749.71,-0.04,,0.0,0.07
2015-10-09 12:00:00,2015-10-09 13:00:00,48.0,10.71,18.27,28.98,3.91,1.03,18.36,0.18,0.28,34.33,55.67,3.62,109.31,667.56,749.7,-0.05,,0.0,0.11
2015-10-09 13:00:00,2015-10-09 14:00:00,42.0,10.89,17.25,28.15,2.76,1.14,15.07,0.16,0.26,34.7,54.39,3.23,111.33,571.64,749.69,-0.04,,0.0,0.09
2015-10-09 14:00:00,2015-10-09 15:00:00,44.0,9.48,14.36,23.83,3.54,2.04,14.8,0.16,0.26,34.67,55.33,3.25,111.38,435.95,749.68,-0.03,,0.0,0.09
2015-10-09 15:00:00,2015-10-09 16:00:00,47.0,10.11,19.06,29.17,2.6,1.82,17.99,0.16,0.23,34.44,56.3,2.78,109.27,303.24,749.68,-0.02,,0.0,0.08
2015-10-09 16:00:00,2015-10-09 17:00:00,49.0,9.67,19.0,28.67,3.67,1.39,14.63,0.16,0.24,33.65,59.93,2.15,105.68,151.41,749.68,-0.02,,0.0,0.09
2015-10-09 17:00:00,2015-10-09 18:00:00,57.0,10.85,22.38,33.23,5.24,2.15,14.92,0.18,0.28,32.53,64.01,1.21,98.59,86.37,749.68,-0.01,,0.0,0.13
2015-10-09 18:00:00,2015-10-09 19:00:00,72.0,10.82,21.72,32.54,3.76,0.91,11.85,0.21,0.42,31.9,66.4,1.01,97.56,85.27,749.68,-0.01,,0.0,0.23
2015-10-09 19:00:00,2015-10-09 20:00:00,98.0,10.06,23.03,33.09,3.99,1.37,11.12,0.24,0.49,31.6,67.49,1.48,97.73,85.29,749.69,-0.01,,0.0,0.29
2015-10-09 20:00:00,2015-10-09 21:00:00,106.0,10.48,20.03,30.51,3.95,0.41,10.92,0.24,0.48,30.83,72.9,1.67,95.08,85.28,749.7,-0.01,,0.0,0.28
2015-10-09 21:00:00,2015-10-09 22:00:00,131.0,9.36,19.07,28.43,2.59,0.32,9.81,0.24,0.41,30.38,76.15,1.86,93.61,85.26,749.71,-0.01,,0.0,0.21
2015-10-09 22:00:00,2015-10-09 23:00:00,108.0,8.37,18.62,26.98,3.33,0.34,9.85,0.21,0.3,29.99,78.53,1.62,91.34,85.3,749.71,-0.01,,0.0,0.14
2015-10-09 23:00:00,2015-10-10 00:00:00,96.0,10.22,20.95,31.17,2.53,0.21,10.79,0.18,0.24,29.57,79.35,1.14,91.21,85.3,749.71,-0.01,,0.0,0.1
2015-10-10 00:00:00,2015-10-10 01:00:00,98.0,8.53,17.44,25.97,3.45,0.23,10.49,0.15,0.2,29.43,77.99,1.03,91.99,85.31,749.7,-0.01,,0.0,0.09
2015-10-10 01:00:00,2015-10-10 02:00:00,89.0,8.23,15.92,24.13,3.99,0.21,9.69,0.13,0.17,29.17,77.22,0.91,90.89,85.34,749.7,-0.01,,0.0,0.06
2015-10-10 02:00:00,2015-10-10 03:00:00,87.0,11.31,19.74,31.04,4.79,0.17,11.94,0.13,0.19,28.99,76.65,1.23,89.77,85.33,749.7,-0.01,,0.0,0.05
2015-10-10 03:00:00,2015-10-10 04:00:00,86.0,10.5,21.31,31.81,4.59,0.36,8.54,0.14,0.25,28.72,77.37,0.74,87.2,85.28,749.7,-0.01,,0.0,0.1
2015-10-10 04:00:00,2015-10-10 05:00:00,95.0,8.91,16.84,25.76,2.46,0.6,12.3,0.14,0.2,28.21,82.67,0.95,84.54,85.27,749.7,-0.01,,0.0,0.09
2015-10-10 05:00:00,2015-10-10 06:00:00,74.0,9.4,16.79,26.19,2.04,0.57,33.47,0.13,0.19,27.97,83.93,1.3,83.29,85.26,749.71,-0.01,,0.0,0.08
2015-10-10 06:00:00,2015-10-10 07:00:00,79.0,11.25,19.49,30.73,1.98,0.7,33.08,0.14,0.21,27.98,83.26,1.56,83.2,110.76,749.72,-0.01,,0.0,0.08
2015-10-10 07:00:00,2015-10-10 08:00:00,96.0,12.89,18.45,31.34,1.67,0.85,21.19,0.16,0.21,29.59,75.07,1.59,92.56,241.54,749.73,-0.01,,0.0,0.08
2015-10-10 08:00:00,2015-10-10 09:00:00,78.0,8.51,18.13,25.88,3.83,0.31,32.56,0.14,0.21,31.24,69.24,1.31,101.57,388.11,749.73,-0.01,,0.0,0.08
2015-10-10 09:00:00,2015-10-10 10:00:00,92.0,7.93,19.7,27.61,5.07,0.32,28.18,0.14,0.21,32.41,66.28,1.69,107.72,518.53,749.73,-0.01,,0.0,0.07
2015-10-10 10:00:00,2015-10-10 11:00:00,96.0,8.27,18.1,26.36,5.57,0.31,20.52,0.13,0.22,33.92,60.95,1.52,114.26,624.79,749.73,-0.01,,0.0,0.07
2015-10-10 11:00:00,2015-10-10 12:00:00,78.0,101.36,13.22,142.08,104.22,9.49,11.99,0.17,0.43,35.06,56.21,1.68,116.49,668.86,749.72,-0.01,,0.0,0.13
2015-10-10 12:00:00,2015-10-10 13:00:00,71.0,7.99,22.03,30.04,4.88,1.2,13.96,0.17,0.45,35.13,51.38,2.84,114.72,645.64,749.71,-0.04,,0.0,0.14
2015-10-10 13:00:00,2015-10-10 14:00:00,59.0,9.69,21.32,31.01,4.83,1.75,12.62,0.16,0.35,35.38,52.3,2.46,114.8,558.25,749.71,-0.03,,0.0,0.12
2015-10-10 14:00:00,2015-10-10 15:00:00,51.0,7.97,22.87,30.83,5.26,0.68,13.43,0.17,0.37,35.37,49.41,2.88,114.58,432.96,749.7,-0.04,,0.0,0.12
2015-10-10 15:00:00,2015-10-10 16:00:00,39.0,8.17,23.77,31.93,4.7,0.76,12.01,0.19,0.4,35.27,47.91,2.08,114.84,305.49,749.7,-0.02,,0.0,0.13
2015-10-10 16:00:00,2015-10-10 17:00:00,44.0,8.96,26.38,35.34,5.25,0.76,11.04,0.19,0.45,34.92,49.06,0.67,114.92,148.12,749.7,-0.01,,0.0,0.18
2015-10-10 17:00:00,2015-10-10 18:00:00,54.0,18.52,38.36,56.89,4.95,1.7,12.85,0.26,0.8,32.74,58.49,0.04,103.52,85.69,749.7,-0.01,,0.0,0.54
2015-10-10 18:00:00,2015-10-10 19:00:00,85.0,70.67,42.78,113.45,6.22,2.8,11.59,0.36,1.12,31.14,96.29,0.04,95.1,85.51,749.71,-0.01,,,1.03
2015-10-10 19:00:00,2015-10-10 20:00:00,160.0,75.45,39.06,114.51,6.94,2.95,12.14,0.43,1.3,30.99,68.01,0.26,94.57,85.42,749.72,-0.01,,0.0,1.31
2015-10-10 20:00:00,2015-10-10 21:00:00,177.0,67.53,36.36,103.88,5.47,0.3,11.14,0.38,1.09,30.53,72.24,0.14,94.16,85.34,749.73,-0.01,,0.0,1.07
2015-10-10 21:00:00,2015-10-10 22:00:00,182.0,66.64,32.34,98.97,4.84,0.09,11.05,0.36,0.98,29.97,76.65,0.24,92.54,85.37,749.73,-0.01,,0.0,0.89
2015-10-10 22:00:00,2015-10-10 23:00:00,212.0,39.63,29.38,69.0,3.69,0.07,11.18,0.37,0.9,30.07,74.92,3.34,93.52,85.35,749.74,-0.01,,0.0,0.78
2015-10-10 23:00:00,2015-10-11 00:00:00,,,,,,,,,,,,,,,,,,,
2015-10-11 00:00:00,2015-10-11 01:00:00,,,,,,,,,,,,,,,,,,,
2015-10-11 01:00:00,2015-10-11 02:00:00,182.0,9.28,24.58,33.83,0.85,0.26,11.53,0.25,0.4,29.8,74.08,1.52,94.28,85.38,749.73,-0.01,,0.0,0.22
2015-10-11 02:00:00,2015-10-11 03:00:00,159.0,7.74,21.28,29.02,0.5,0.28,11.67,0.25,0.34,29.52,76.9,1.44,92.53,85.41,749.73,-0.02,,0.0,0.17
2015-10-11 03:00:00,2015-10-11 04:00:00,140.0,9.18,24.49,33.67,3.03,0.79,14.48,0.23,0.26,29.6,71.57,3.24,85.24,85.52,749.74,0.01,,0.0,0.13
2015-10-11 04:00:00,2015-10-11 05:00:00,47.0,14.52,30.45,44.98,5.19,1.23,15.5,0.23,0.19,28.77,81.31,2.12,75.12,85.6,749.74,-0.01,,0.0,0.1
2015-10-11 05:00:00,2015-10-11 06:00:00,96.0,20.97,33.5,54.49,6.82,0.35,16.93,0.32,0.2,28.13,88.2,3.02,68.92,85.68,749.74,-0.01,,0.0,0.1
2015-10-11 06:00:00,2015-10-11 07:00:00,121.0,30.76,36.88,67.64,7.48,0.19,22.97,0.41,0.2,27.6,91.27,3.37,64.44,101.09,749.76,-0.01,,0.0,0.11
2015-10-11 07:00:00,2015-10-11 08:00:00,113.0,31.53,29.76,61.3,4.16,9.41,8.19,0.41,0.19,28.01,88.07,4.76,71.47,196.29,749.76,0.0,,0.0,0.12
2015-10-11 08:00:00,2015-10-11 09:00:00,63.0,12.87,20.57,33.46,3.22,0.47,9.6,0.23,0.18,29.04,82.63,4.04,82.34,266.07,749.77,0.0,,0.0,0.08
2015-10-11 09:00:00,2015-10-11 10:00:00,50.0,8.92,17.93,26.87,2.35,0.36,10.52,0.17,0.19,29.94,79.81,3.93,88.89,360.81,749.77,-0.01,,0.0,0.07
2015-10-11 10:00:00,2015-10-11 11:00:00,56.0,9.99,17.47,27.45,2.71,1.34,10.56,0.15,0.19,31.85,71.59,3.43,99.46,550.68,749.77,-0.0,,0.0,0.07
2015-10-11 11:00:00,2015-10-11 12:00:00,41.0,5.71,20.41,25.1,2.1,1.57,10.85,0.13,0.19,32.62,68.91,3.75,103.71,613.21,749.77,0.0,,0.0,0.06
2015-10-11 12:00:00,2015-10-11 13:00:00,45.0,8.19,18.28,26.47,2.62,0.57,10.65,0.11,0.2,33.49,63.78,3.49,109.69,614.16,749.76,0.0,,0.0,0.05
2015-10-11 13:00:00,2015-10-11 14:00:00,36.0,6.77,18.98,25.75,2.7,0.53,10.63,0.1,0.2,34.35,59.7,2.78,114.65,542.21,749.75,-0.0,,0.0,0.04
2015-10-11 14:00:00,2015-10-11 15:00:00,53.0,8.16,18.53,25.02,3.16,0.62,10.64,0.1,0.22,34.54,57.49,2.8,115.86,428.26,749.74,-0.0,,0.0,0.05
2015-10-11 15:00:00,2015-10-11 16:00:00,53.0,5.69,17.38,23.07,3.17,0.58,10.93,0.09,0.21,33.99,59.52,2.95,112.76,284.55,749.74,-0.01,,0.0,0.05
2015-10-11 16:00:00,2015-10-11 17:00:00,47.0,6.53,17.91,24.05,1.35,0.85,10.84,0.1,0.21,33.21,64.04,3.06,107.52,132.32,749.74,-0.01,,0.0,0.06
2015-10-11 17:00:00,2015-10-11 18:00:00,48.0,8.1,19.17,27.27,0.65,0.97,10.37,0.11,0.27,31.96,72.59,3.06,101.67,85.6,749.75,-0.01,,0.0,0.11
2015-10-11 18:00:00,2015-10-11 19:00:00,60.0,7.48,20.63,28.11,0.23,1.06,10.76,0.14,0.33,31.04,77.19,3.58,97.46,85.42,749.75,-0.01,,,0.17
2015-10-11 19:00:00,2015-10-11 20:00:00,74.0,6.7,21.47,28.15,0.15,1.08,11.3,0.16,0.33,30.57,80.34,3.24,94.81,85.44,749.76,-0.0,,0.0,0.19
2015-10-11 20:00:00,2015-10-11 21:00:00,89.0,7.3,21.69,28.99,0.65,0.32,10.6,0.16,0.28,30.12,83.31,3.7,94.24,85.48,749.77,-0.01,,0.0,0.15
2015-10-11 21:00:00,2015-10-11 22:00:00,87.0,6.82,21.05,27.85,0.84,0.26,11.47,0.14,0.22,29.83,85.04,3.7,93.86,85.45,749.78,-0.0,,0.0,0.1
2015-10-11 22:00:00,2015-10-11 23:00:00,83.0,8.41,18.15,26.56,0.55,0.24,9.76,0.12,0.18,29.55,85.38,3.13,92.83,85.5,749.78,0.0,,0.0,0.07
2015-10-11 23:00:00,2015-10-12 00:00:00,66.0,5.78,17.08,22.55,0.14,0.17,10.84,0.11,0.17,29.29,85.47,3.18,91.56,85.47,749.78,-0.01,,0.0,0.05
2015-10-12 00:00:00,2015-10-12 01:00:00,51.0,7.59,16.94,24.54,0.55,1.16,11.31,0.1,0.15,29.05,86.82,3.05,88.62,85.43,749.78,-0.0,,0.0,0.03
2015-10-12 01:00:00,2015-10-12 02:00:00,52.0,7.39,18.42,25.8,1.07,1.18,11.74,0.1,0.14,28.78,88.35,3.28,87.14,85.47,749.78,-0.0,,0.0,0.02
2015-10-12 02:00:00,2015-10-12 03:00:00,58.0,6.53,16.78,23.32,0.38,1.16,9.11,0.1,0.13,28.56,89.02,3.11,85.99,85.49,749.77,-0.0,,0.0,0.03
2015-10-12 03:00:00,2015-10-12 04:00:00,53.0,5.41,17.95,23.36,0.63,1.17,11.22,0.11,0.13,28.33,90.03,3.29,84.85,85.51,749.77,0.01,,0.0,0.02
2015-10-12 04:00:00,2015-10-12 05:00:00,56.0,9.44,15.3,24.72,3.98,1.37,10.39,0.1,0.13,28.11,90.58,2.61,84.89,85.56,749.77,-0.0,,0.0,0.02
2015-10-12 05:00:00,2015-10-12 06:00:00,52.0,10.0,15.34,25.33,4.1,1.2,11.22,0.09,0.12,27.91,91.45,2.77,84.6,85.6,749.78,-0.01,,0.0,0.02
2015-10-12 06:00:00,2015-10-12 07:00:00,61.0,7.53,16.26,23.8,3.99,1.22,11.16,0.1,0.13,27.97,91.12,3.03,84.9,107.39,749.79,-0.0,,0.0,0.03
2015-10-12 07:00:00,2015-10-12 08:00:00,49.0,6.5,17.02,23.52,3.94,1.14,11.58,0.1,0.15,28.85,86.76,3.13,89.22,224.48,749.79,0.0,,0.0,0.02
2015-10-12 08:00:00,2015-10-12 09:00:00,64.0,8.4,16.76,25.15,2.98,0.85,11.74,0.11,0.15,30.18,80.37,3.52,94.32,380.01,749.8,0.01,30.11,0.0,0.03
2015-10-12 09:00:00,2015-10-12 10:00:00,47.0,8.44,16.23,24.68,1.84,0.83,10.99,0.11,0.15,31.05,75.76,3.43,98.33,433.59,749.8,-0.0,,0.0,0.03
2015-10-12 10:00:00,2015-10-12 11:00:00,38.0,7.48,16.93,24.41,2.04,0.84,10.41,0.1,0.2,32.3,69.13,3.16,104.49,553.26,749.8,-0.01,,0.0,0.04
2015-10-12 11:00:00,2015-10-12 12:00:00,30.0,6.02,77.2,83.46,58.42,7.72,25.42,0.1,0.26,33.32,63.65,2.58,105.74,631.16,749.79,-0.01,,0.0,0.07
2015-10-12 12:00:00,2015-10-12 13:00:00,41.0,7.9,21.32,23.77,1.7,0.84,13.69,0.13,0.31,33.65,60.72,3.84,107.45,594.72,749.78,-0.01,,0.0,0.1
2015-10-12 13:00:00,2015-10-12 14:00:00,28.0,103.0,16.16,98.08,103.97,16.88,14.0,0.13,0.31,33.72,61.37,3.81,108.54,537.49,749.77,-0.01,,0.0,0.11
2015-10-12 14:00:00,2015-10-12 15:00:00,32.0,4.67,14.38,19.03,5.43,1.82,23.42,0.14,0.32,33.19,63.84,4.24,102.71,407.19,749.76,-0.02,,0.0,0.13
2015-10-12 15:00:00,2015-10-12 16:00:00,43.0,6.55,11.87,18.41,4.45,2.67,15.2,0.23,0.33,32.69,67.37,2.28,102.71,193.7,749.76,-0.02,,0.0,0.14
2015-10-12 16:00:00,2015-10-12 17:00:00,34.0,5.93,11.85,16.87,2.88,1.6,12.84,0.16,0.37,32.34,70.71,2.15,100.18,137.04,749.76,-0.03,,0.0,0.2
