From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree C),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2020-05-26 21:00:00,2020-05-26 22:00:00,33.0,178.0,6.4,60.92,37.6,32.73,12.03,1.58,22.17,2.3,24.27,,32.0,0.7,269.95,5.2,972.98,,30.8,0.0
2020-05-26 22:00:00,2020-05-26 23:00:00,,295.0,6.45,55.47,34.75,36.78,18.77,1.45,42.6,5.3,70.6,,33.95,1.52,84.6,5.2,973.38,,31.48,0.0
2020-05-26 23:00:00,2020-05-27 00:00:00,,332.0,2.2,10.6,7.45,32.0,17.87,0.6,124.42,2.02,26.55,,36.05,1.33,56.27,5.17,973.53,,28.7,0.0
2020-05-27 00:00:00,2020-05-27 01:00:00,30.0,184.0,1.98,10.05,6.95,31.77,11.47,0.6,120.03,0.92,8.1,,36.98,1.18,82.1,5.15,973.08,,26.73,0.0
2020-05-27 01:00:00,2020-05-27 02:00:00,23.0,95.0,1.9,9.88,6.83,33.15,10.4,0.6,,1.02,7.15,,38.33,0.83,107.33,5.2,972.5,,25.17,0.0
2020-05-27 02:00:00,2020-05-27 03:00:00,23.0,79.0,,,,,,,83.55,0.97,10.2,,39.45,0.42,136.67,5.15,971.8,,23.35,0.0
2020-05-27 03:00:00,2020-05-27 04:00:00,27.0,70.0,1.83,9.03,6.3,29.88,12.35,0.5,85.33,0.95,6.47,,41.05,0.45,133.25,5.12,971.48,,20.95,0.0
2020-05-27 04:00:00,2020-05-27 05:00:00,20.0,55.0,1.67,7.8,5.5,29.6,12.52,0.5,84.7,1.1,6.9,,40.98,0.55,200.38,5.17,971.88,,20.1,0.0
2020-05-27 05:00:00,2020-05-27 06:00:00,22.0,61.0,1.32,6.33,4.47,29.8,12.35,0.5,90.12,0.97,6.52,,40.12,0.75,201.55,12.3,972.02,,20.85,0.0
2020-05-27 06:00:00,2020-05-27 07:00:00,20.0,62.0,1.27,6.45,4.48,30.55,15.43,0.55,101.7,1.0,5.8,,37.9,0.8,215.28,93.57,972.4,,23.83,0.0
2020-05-27 07:00:00,2020-05-27 08:00:00,29.0,78.0,1.77,5.62,4.45,32.7,15.23,0.58,113.65,1.05,3.62,,33.3,0.73,243.25,250.9,972.9,,32.27,0.0
2020-05-27 08:00:00,2020-05-27 09:00:00,25.0,78.0,2.62,8.88,6.85,35.58,12.4,0.65,88.92,1.07,3.67,,33.75,3.25,265.12,413.03,973.0,,34.65,0.0
2020-05-27 09:00:00,2020-05-27 10:00:00,35.0,228.0,3.62,12.93,9.85,38.08,9.62,0.7,90.2,1.1,6.4,,33.75,3.45,281.65,584.52,973.35,,37.22,0.0
2020-05-27 10:00:00,2020-05-27 11:00:00,36.0,301.0,3.82,7.8,7.32,36.12,8.1,0.57,106.88,1.12,5.4,,32.3,2.92,290.5,724.07,973.55,,40.0,0.0
2020-05-27 11:00:00,2020-05-27 12:00:00,40.0,278.0,2.73,6.68,5.8,32.55,11.3,0.47,136.7,0.8,3.22,,29.77,2.52,298.18,794.65,973.3,,43.45,0.0
2020-05-27 12:00:00,2020-05-27 13:00:00,36.0,255.0,2.82,5.35,5.15,34.3,11.23,0.4,149.43,0.65,3.05,,27.05,2.52,306.55,799.55,972.65,,46.12,0.0
2020-05-27 13:00:00,2020-05-27 14:00:00,29.0,196.0,2.67,5.5,5.12,33.88,10.35,0.35,164.53,0.65,3.77,,26.28,2.08,308.52,723.22,971.77,,47.53,0.0
2020-05-27 14:00:00,2020-05-27 15:00:00,29.0,152.0,2.05,5.38,4.55,34.12,9.9,0.4,163.72,0.65,3.85,,25.58,1.9,304.68,586.75,970.9,,48.0,0.0
2020-05-27 15:00:00,2020-05-27 16:00:00,24.0,122.0,2.23,5.5,4.78,34.12,7.4,0.4,162.2,0.6,3.55,,25.1,2.23,303.82,346.12,970.17,,48.0,0.0
2020-05-27 16:00:00,2020-05-27 17:00:00,20.0,99.0,2.08,7.58,5.72,37.58,19.3,0.6,,1.0,9.18,,28.92,1.57,32.92,129.65,969.65,,44.05,0.0
2020-05-27 17:00:00,2020-05-27 18:00:00,39.0,162.0,1.9,9.25,6.47,38.02,21.48,0.62,,1.28,11.62,,29.62,1.55,49.62,93.0,969.62,,42.3,0.0
2020-05-27 18:00:00,2020-05-27 19:00:00,31.0,143.0,2.15,14.25,9.33,37.1,19.73,0.68,189.0,1.27,6.38,,32.25,1.22,77.85,41.83,970.3,,38.75,0.0
2020-05-27 19:00:00,2020-05-27 20:00:00,39.0,135.0,1.93,14.28,9.18,34.2,16.55,0.7,174.93,1.55,9.32,,34.75,1.45,125.62,6.22,971.08,,35.48,0.0
2020-05-27 20:00:00,2020-05-27 21:00:00,50.0,175.0,1.7,11.1,7.3,35.75,15.4,0.8,152.75,1.8,11.07,,37.65,1.35,126.12,5.1,971.48,,32.98,0.0
2020-05-27 21:00:00,2020-05-27 22:00:00,,188.0,1.75,14.88,9.32,38.4,19.0,0.95,115.25,2.3,7.2,,40.02,1.2,84.35,5.12,971.93,,30.43,0.0
2020-05-27 22:00:00,2020-05-27 23:00:00,,235.0,1.83,13.12,8.42,37.62,24.4,0.73,118.75,2.42,13.75,,38.58,2.1,28.77,5.12,973.3,,29.88,0.0
2020-05-27 23:00:00,2020-05-28 00:00:00,53.0,329.0,1.7,6.9,5.05,35.42,20.17,0.43,121.62,1.0,7.2,,34.72,2.52,43.95,5.12,973.33,,28.73,0.0
2020-05-28 00:00:00,2020-05-28 01:00:00,28.0,316.0,1.52,5.6,4.2,34.5,13.8,0.4,131.45,0.53,4.97,,34.88,2.2,60.83,5.12,973.17,,27.8,0.0
2020-05-28 01:00:00,2020-05-28 02:00:00,18.0,180.0,1.38,5.3,3.95,35.73,17.1,0.5,,0.68,4.12,,37.42,2.1,97.62,5.15,973.48,,26.48,0.0
2020-05-28 02:00:00,2020-05-28 03:00:00,20.0,133.0,,,,,,,86.95,0.85,3.6,,48.1,2.83,121.17,5.15,973.43,,24.27,0.0
2020-05-28 03:00:00,2020-05-28 04:00:00,36.0,393.0,1.4,2.3,2.35,33.52,13.7,0.55,71.88,0.62,1.2,,52.0,2.92,124.42,5.17,973.5,,22.62,0.0
2020-05-28 04:00:00,2020-05-28 05:00:00,36.0,323.0,1.48,2.23,2.42,33.62,12.88,0.6,69.88,0.72,1.15,,53.23,2.3,127.12,5.15,973.55,,21.68,0.0
2020-05-28 05:00:00,2020-05-28 06:00:00,35.0,283.0,1.23,2.38,2.28,33.68,12.45,0.6,68.65,0.8,1.12,,53.8,2.55,143.2,9.68,973.7,,21.08,0.0
2020-05-28 06:00:00,2020-05-28 07:00:00,30.0,252.0,1.93,2.25,2.77,34.2,12.85,0.65,64.88,0.83,1.25,,54.53,3.1,130.53,48.15,973.93,,20.65,0.0
2020-05-28 07:00:00,2020-05-28 08:00:00,33.0,237.0,1.85,2.23,2.7,36.93,14.65,0.7,59.58,1.02,1.85,,53.4,2.88,106.05,198.32,973.67,,21.68,0.0
2020-05-28 08:00:00,2020-05-28 09:00:00,35.0,238.0,1.43,2.83,2.65,40.25,14.28,0.7,67.33,1.1,1.92,,50.55,2.32,103.33,206.6,974.33,,24.03,0.0
2020-05-28 09:00:00,2020-05-28 10:00:00,34.0,268.0,2.1,3.4,3.55,42.75,14.07,0.7,79.05,1.18,2.17,,46.97,2.98,123.33,393.0,975.0,,26.97,0.0
2020-05-28 10:00:00,2020-05-28 11:00:00,41.0,338.0,2.23,3.33,3.58,41.92,13.72,0.62,98.43,1.12,2.4,,41.33,2.75,122.83,689.9,974.92,,31.57,0.0
2020-05-28 11:00:00,2020-05-28 12:00:00,34.0,294.0,2.4,1.55,2.8,36.58,13.07,0.5,105.72,0.85,2.07,,40.1,2.95,131.75,759.33,974.6,,33.3,0.0
2020-05-28 12:00:00,2020-05-28 13:00:00,30.0,285.0,1.73,0.65,1.75,38.02,13.55,0.5,124.28,0.67,1.45,,40.33,3.52,134.65,754.77,973.95,,33.57,0.0
2020-05-28 13:00:00,2020-05-28 14:00:00,35.0,300.0,1.48,1.6,2.05,40.3,13.78,0.5,136.1,0.88,1.85,,40.22,3.38,127.0,630.23,973.27,,33.75,0.0
2020-05-28 14:00:00,2020-05-28 15:00:00,36.0,290.0,1.75,0.65,1.8,43.12,14.82,0.53,138.62,0.82,1.25,,38.8,2.85,108.55,573.77,972.58,,35.17,0.0
2020-05-28 15:00:00,2020-05-28 16:00:00,29.0,251.0,1.8,0.45,1.72,50.53,15.68,0.58,143.9,0.7,1.12,,38.0,2.92,114.47,318.25,971.4,,35.58,0.0
2020-05-28 16:00:00,2020-05-28 17:00:00,30.0,227.0,1.95,0.55,1.9,54.58,13.47,0.6,148.5,0.72,1.2,,37.73,2.62,121.62,122.33,970.77,,35.32,0.0
2020-05-28 17:00:00,2020-05-28 18:00:00,27.0,206.0,1.65,1.75,2.3,52.8,12.55,0.6,148.65,0.62,1.17,,39.25,3.22,121.8,69.5,970.65,,33.33,0.0
2020-05-28 18:00:00,2020-05-28 19:00:00,30.0,219.0,1.75,3.87,3.48,47.95,11.28,0.62,139.5,0.75,2.48,,42.2,2.32,95.03,15.52,972.03,,30.93,0.0
2020-05-28 19:00:00,2020-05-28 20:00:00,33.0,224.0,2.07,7.05,5.43,38.77,11.6,0.58,120.45,0.9,4.0,,45.7,2.42,51.3,5.32,973.0,,28.1,0.0
2020-05-28 20:00:00,2020-05-28 21:00:00,33.0,305.0,1.65,6.9,4.97,38.72,10.88,0.57,114.6,0.85,2.83,,50.32,2.73,47.15,5.15,974.62,,24.52,0.0
2020-05-28 21:00:00,2020-05-28 22:00:00,34.0,251.0,1.88,6.1,4.77,39.8,11.3,0.55,101.35,0.83,4.02,,55.95,3.28,192.53,5.17,976.92,,20.55,0.0
2020-05-28 22:00:00,2020-05-28 23:00:00,46.0,332.0,2.02,9.33,6.62,42.05,11.18,0.55,63.08,0.73,4.38,,68.85,2.4,106.7,5.15,979.5,,13.28,0.0
2020-05-28 23:00:00,2020-05-29 00:00:00,19.0,39.0,2.28,8.33,6.3,46.35,11.1,0.5,79.52,0.62,5.78,,67.9,2.48,42.85,5.12,978.67,,12.23,0.0
2020-05-29 00:00:00,2020-05-29 01:00:00,12.0,27.0,1.65,6.12,4.6,49.67,11.12,0.5,93.35,0.5,6.35,,63.07,2.92,102.62,5.2,976.23,,14.03,0.0
2020-05-29 01:00:00,2020-05-29 02:00:00,16.0,34.0,1.88,3.05,3.15,48.93,11.75,0.5,,0.62,3.57,,60.77,2.72,136.95,5.15,975.07,,14.05,0.0
2020-05-29 02:00:00,2020-05-29 03:00:00,9.0,27.0,,,,,,,84.45,0.45,2.62,,61.78,2.15,163.92,5.15,974.83,,13.45,0.05
2020-05-29 03:00:00,2020-05-29 04:00:00,11.0,29.0,1.57,11.85,7.6,40.02,10.25,0.43,41.4,0.4,2.67,,75.97,0.87,87.65,5.1,975.83,,9.17,0.85
2020-05-29 04:00:00,2020-05-29 05:00:00,22.0,52.0,2.23,10.15,7.2,35.7,8.2,0.5,38.8,0.43,4.2,,77.67,2.1,165.55,5.15,975.33,,8.65,0.15
2020-05-29 05:00:00,2020-05-29 06:00:00,19.0,36.0,2.22,5.88,4.95,32.15,8.32,0.5,60.42,0.45,2.2,,66.3,2.02,144.6,11.0,975.4,,12.02,0.05
2020-05-29 06:00:00,2020-05-29 07:00:00,18.0,36.0,2.12,8.93,6.45,35.95,8.3,0.55,62.85,0.68,1.9,,62.57,1.57,97.48,46.95,976.1,,14.18,0.0
2020-05-29 07:00:00,2020-05-29 08:00:00,17.0,39.0,2.02,6.5,5.15,41.6,10.18,0.6,75.47,0.95,2.3,,58.97,2.05,105.98,177.55,977.15,,16.75,0.0
2020-05-29 08:00:00,2020-05-29 09:00:00,23.0,48.0,2.4,5.53,4.88,41.9,10.7,0.6,84.83,0.88,3.02,,57.53,2.9,114.25,325.62,978.38,,18.9,0.0
2020-05-29 09:00:00,2020-05-29 10:00:00,27.0,62.0,2.08,4.25,3.92,40.57,11.23,0.62,92.95,0.97,2.35,,55.25,3.2,112.25,467.73,978.9,,20.77,0.0
2020-05-29 10:00:00,2020-05-29 11:00:00,28.0,75.0,2.03,4.4,4.0,41.88,10.6,0.6,102.25,0.98,1.55,,52.67,3.0,108.57,596.6,978.8,,22.75,0.0
2020-05-29 11:00:00,2020-05-29 12:00:00,29.0,73.0,1.72,5.28,4.2,38.62,9.88,0.5,111.72,0.8,1.6,,51.22,2.9,114.65,450.67,978.2,,24.2,0.0
2020-05-29 12:00:00,2020-05-29 13:00:00,31.0,67.0,1.88,5.2,4.33,37.3,9.4,0.5,125.75,0.62,1.32,,46.45,2.62,119.03,677.83,977.78,,27.62,0.0
2020-05-29 13:00:00,2020-05-29 14:00:00,23.0,59.0,1.93,3.48,3.4,42.6,10.27,0.5,136.27,0.5,1.07,,44.67,2.4,105.58,670.27,977.35,,30.02,0.0
2020-05-29 14:00:00,2020-05-29 15:00:00,24.0,55.0,2.08,4.2,3.92,42.95,10.22,0.5,146.53,0.5,1.3,,44.42,2.35,89.38,541.35,976.8,,30.45,0.0
2020-05-29 15:00:00,2020-05-29 16:00:00,20.0,72.0,1.85,4.67,3.97,43.77,10.6,0.6,140.88,0.55,2.05,,46.42,2.67,85.08,294.95,975.72,,29.75,0.0
2020-05-29 16:00:00,2020-05-29 17:00:00,28.0,91.0,1.93,5.65,4.6,47.38,8.95,0.67,129.38,0.6,2.45,,51.28,2.47,65.7,69.22,975.38,,26.18,0.0
2020-05-29 17:00:00,2020-05-29 18:00:00,28.0,103.0,1.8,12.83,8.32,47.97,8.6,0.72,105.18,0.7,3.27,,56.67,2.25,47.77,9.38,975.72,,22.4,0.0
2020-05-29 18:00:00,2020-05-29 19:00:00,28.0,105.0,2.88,19.75,12.87,47.95,8.85,0.78,69.3,0.9,6.05,,71.05,1.68,100.12,5.83,977.6,,15.05,0.8
2020-05-29 19:00:00,2020-05-29 20:00:00,28.0,66.0,2.12,12.53,8.35,38.6,8.2,0.62,55.38,0.65,4.85,,80.12,1.12,81.47,5.2,978.5,,10.72,0.1
2020-05-29 20:00:00,2020-05-29 21:00:00,23.0,40.0,1.68,11.15,7.35,35.75,8.3,0.55,56.62,0.68,4.3,,74.17,1.8,96.78,5.12,977.17,,11.38,0.05
2020-05-29 21:00:00,2020-05-29 22:00:00,22.0,35.0,2.17,4.58,4.2,39.5,7.45,0.5,73.3,0.53,4.53,,70.6,1.9,119.88,5.1,977.05,,12.72,0.0
2020-05-29 22:00:00,2020-05-29 23:00:00,22.0,27.0,2.08,2.98,3.3,48.15,7.32,0.5,70.65,0.47,2.97,,68.05,1.23,206.9,5.1,978.33,,13.48,0.0
2020-05-29 23:00:00,2020-05-30 00:00:00,18.0,24.0,1.85,7.55,5.53,52.9,9.23,0.5,53.38,0.5,2.6,,69.48,1.75,224.75,5.15,978.47,,12.88,0.0
2020-05-30 00:00:00,2020-05-30 01:00:00,18.0,28.0,1.6,2.2,2.5,53.33,8.6,0.5,87.83,0.42,2.1,,68.47,2.42,164.12,5.12,978.12,,11.52,0.0
2020-05-30 01:00:00,2020-05-30 02:00:00,11.0,18.0,1.85,2.15,2.65,53.4,7.28,0.53,,0.38,1.25,,73.05,1.95,165.97,5.1,977.23,,10.33,0.0
2020-05-30 02:00:00,2020-05-30 03:00:00,19.0,24.0,,,,,,,61.1,0.45,5.33,,74.08,0.62,264.85,5.15,977.83,,10.38,0.0
2020-05-30 03:00:00,2020-05-30 04:00:00,9.0,23.0,1.38,3.8,3.2,48.2,5.57,0.5,67.05,0.43,4.07,,72.0,1.27,186.77,5.12,978.45,,10.85,0.0
2020-05-30 04:00:00,2020-05-30 05:00:00,16.0,19.0,1.95,3.67,3.57,38.58,5.3,0.45,62.05,0.3,1.3,,72.92,1.18,148.05,5.1,978.53,,10.32,0.0
2020-05-30 05:00:00,2020-05-30 06:00:00,12.0,27.0,1.58,5.55,4.25,39.35,5.75,0.5,60.35,0.35,2.45,,72.4,0.95,141.07,11.3,978.82,,10.25,0.0
2020-05-30 06:00:00,2020-05-30 07:00:00,19.0,30.0,1.92,6.28,4.9,44.38,5.9,0.53,59.6,0.6,4.43,,72.38,1.18,128.32,43.4,978.92,,10.4,0.0
2020-05-30 07:00:00,2020-05-30 08:00:00,27.0,47.0,1.93,6.88,5.22,53.35,7.9,0.62,57.28,0.98,3.75,,71.15,1.45,104.1,184.38,979.08,,11.77,0.0
2020-05-30 08:00:00,2020-05-30 09:00:00,35.0,67.0,2.73,5.05,4.93,52.2,8.95,0.6,77.4,0.82,2.33,,65.47,2.17,143.2,390.33,980.1,,14.62,0.0
2020-05-30 09:00:00,2020-05-30 10:00:00,23.0,48.0,2.8,1.88,3.3,50.1,9.12,0.6,97.33,0.75,2.23,,58.6,2.15,149.5,624.85,980.45,,18.32,0.0
2020-05-30 10:00:00,2020-05-30 11:00:00,22.0,30.0,2.02,2.6,3.05,51.9,9.43,0.6,109.15,0.7,2.6,,54.5,1.97,134.1,748.3,980.52,,21.45,0.0
2020-05-30 11:00:00,2020-05-30 12:00:00,17.0,42.0,2.0,2.88,3.2,50.43,8.62,0.53,120.08,0.7,4.55,,52.38,2.15,163.15,794.12,980.52,,23.43,0.0
2020-05-30 12:00:00,2020-05-30 13:00:00,22.0,40.0,2.12,2.67,3.17,48.07,8.62,0.5,128.32,0.75,4.73,,50.23,1.65,154.3,793.42,980.35,,25.68,0.0
2020-05-30 13:00:00,2020-05-30 14:00:00,20.0,44.0,2.15,3.0,3.38,48.6,8.3,0.5,133.3,0.65,5.08,,48.53,1.48,147.02,723.23,979.95,,27.25,0.0
2020-05-30 14:00:00,2020-05-30 15:00:00,29.0,44.0,1.62,3.2,3.02,49.45,8.15,0.5,139.8,0.67,4.62,,46.35,1.53,151.15,621.05,979.2,,28.48,0.0
2020-05-30 15:00:00,2020-05-30 16:00:00,23.0,46.0,2.12,2.95,3.3,52.38,8.85,0.55,145.32,0.58,4.85,,47.88,1.52,125.95,309.65,978.47,,27.1,0.0
2020-05-30 16:00:00,2020-05-30 17:00:00,23.0,46.0,1.72,2.75,2.88,53.65,10.6,0.53,146.35,0.75,5.3,,50.25,1.78,105.35,125.2,977.95,,24.58,0.0
2020-05-30 17:00:00,2020-05-30 18:00:00,25.0,50.0,1.73,1.67,2.3,54.12,9.4,0.5,145.35,0.53,2.45,,49.4,1.98,105.1,106.62,977.47,,24.82,0.0
2020-05-30 18:00:00,2020-05-30 19:00:00,19.0,48.0,2.05,4.47,4.05,54.55,7.45,0.5,143.15,0.47,3.9,,51.93,1.95,117.1,43.9,977.67,,22.52,0.0
2020-05-30 19:00:00,2020-05-30 20:00:00,17.0,47.0,1.73,7.22,5.22,48.7,6.93,0.5,129.73,0.65,5.6,,55.05,1.9,112.53,6.3,977.77,,20.7,0.0
2020-05-30 20:00:00,2020-05-30 21:00:00,24.0,48.0,1.78,8.97,6.25,43.45,7.22,0.55,104.78,0.75,4.75,,58.82,1.93,111.1,5.1,978.33,,19.45,0.0
2020-05-30 21:00:00,2020-05-30 22:00:00,29.0,69.0,1.65,7.2,5.2,43.7,7.65,0.6,69.05,0.95,4.85,,66.58,2.33,110.2,5.1,978.67,,17.15,0.0
2020-05-30 22:00:00,2020-05-30 23:00:00,34.0,64.0,1.65,5.35,4.17,41.97,7.03,0.55,57.78,0.95,3.38,,69.0,2.05,116.38,5.1,979.22,,15.8,0.0
2020-05-30 23:00:00,2020-05-31 00:00:00,30.0,63.0,1.98,4.42,3.97,43.42,7.03,0.58,53.7,0.72,1.78,,70.55,2.05,125.53,5.12,979.12,,14.72,0.0
2020-05-31 00:00:00,2020-05-31 01:00:00,31.0,52.0,2.17,5.95,4.95,54.12,4.83,0.6,48.38,0.85,2.83,,71.47,1.28,181.85,5.12,979.25,,14.65,0.0
2020-05-31 01:00:00,2020-05-31 02:00:00,28.0,50.0,2.05,6.67,5.22,55.88,3.95,0.7,,0.95,3.5,,76.8,0.72,194.85,5.12,979.12,,13.57,0.05
2020-05-31 02:00:00,2020-05-31 03:00:00,29.0,62.0,,,,,,,22.2,1.28,2.12,,80.68,0.5,201.75,5.17,979.73,,12.47,0.0
2020-05-31 03:00:00,2020-05-31 04:00:00,42.0,59.0,2.07,8.33,6.12,56.25,3.4,0.65,32.25,1.9,1.4,,79.17,1.35,306.5,5.2,980.8,,11.9,0.0
2020-05-31 04:00:00,2020-05-31 05:00:00,24.0,44.0,0.93,1.67,1.42,35.23,1.75,0.4,80.9,0.6,1.85,,83.03,2.07,188.45,5.15,981.57,,6.12,1.6
2020-05-31 05:00:00,2020-05-31 06:00:00,,,1.98,4.97,4.22,42.1,1.98,0.4,72.58,0.5,3.02,,84.25,1.25,58.97,10.95,981.2,,5.65,0.0
2020-05-31 06:00:00,2020-05-31 07:00:00,6.0,7.0,2.52,10.62,7.73,46.93,3.5,0.45,54.98,0.38,4.47,,83.5,0.85,116.35,89.67,981.4,,7.45,0.0
2020-05-31 07:00:00,2020-05-31 08:00:00,3.0,7.0,2.38,5.98,5.12,44.58,2.77,0.53,61.85,0.43,3.95,,77.7,1.65,121.58,156.97,981.52,,10.0,0.0
2020-05-31 08:00:00,2020-05-31 09:00:00,11.0,12.0,2.4,3.6,3.85,49.5,3.65,0.6,71.75,0.82,5.42,,69.35,1.55,116.45,458.95,981.68,,14.75,0.0
2020-05-31 09:00:00,2020-05-31 10:00:00,17.0,29.0,1.9,2.75,3.03,50.22,3.45,0.6,81.1,0.82,3.0,,63.05,1.67,118.42,600.98,981.68,,19.03,0.0
2020-05-31 10:00:00,2020-05-31 11:00:00,24.25,42.5,1.88,1.18,2.12,46.15,3.45,0.53,94.95,0.78,2.42,,57.4,1.93,114.75,757.97,981.72,,27.95,0.0
2020-05-31 11:00:00,2020-05-31 12:00:00,17.75,33.75,1.6,0.4,1.55,45.7,4.38,0.5,103.93,0.53,1.15,,55.22,1.82,110.45,608.62,981.5,,29.25,0.0
2020-05-31 12:00:00,2020-05-31 13:00:00,21.75,30.0,,,,41.38,3.58,0.5,107.22,0.4,0.78,,51.88,2.0,109.33,831.7,981.12,,31.05,0.0
2020-05-31 13:00:00,2020-05-31 14:00:00,19.0,31.5,,,,46.7,3.75,0.5,116.67,0.4,0.78,,50.95,1.8,99.85,582.85,980.38,,31.62,0.0
2020-05-31 14:00:00,2020-05-31 15:00:00,21.0,35.5,,,,50.7,3.95,0.5,123.57,0.33,0.57,,50.2,2.05,98.15,447.83,979.45,,32.03,0.0
2020-05-31 15:00:00,2020-05-31 16:00:00,17.75,33.25,,,,50.6,4.67,0.5,125.85,0.3,0.85,,51.15,1.68,97.35,223.85,979.25,,31.12,0.0
2020-05-31 16:00:00,2020-05-31 17:00:00,16.75,31.0,1.7,1.43,2.17,54.47,3.67,0.5,111.52,0.35,1.67,,68.08,2.92,193.38,7.4,980.2,,19.73,3.95
2020-05-31 17:00:00,2020-05-31 18:00:00,16.0,31.0,,,,52.05,2.6,0.43,108.32,0.25,1.35,,81.88,2.6,158.65,17.2,980.42,,10.15,1.4
2020-05-31 18:00:00,2020-05-31 19:00:00,5.0,8.0,1.3,5.5,4.0,52.67,2.7,0.53,85.05,0.33,2.7,,78.55,1.7,133.88,70.97,979.03,,13.65,0.05
2020-05-31 19:00:00,2020-05-31 20:00:00,5.5,10.75,2.15,14.12,9.25,49.92,2.35,0.7,62.83,0.53,4.68,,77.1,2.5,308.18,6.2,981.1,,14.35,0.0
2020-05-31 20:00:00,2020-05-31 21:00:00,8.75,21.0,2.02,7.27,5.53,47.38,2.95,0.5,84.65,0.9,8.12,,69.08,1.85,249.5,5.12,980.75,,16.18,0.0
2020-05-31 21:00:00,2020-05-31 22:00:00,12.25,23.5,2.08,1.68,2.58,52.4,2.6,0.43,87.58,0.4,1.85,,66.62,0.83,136.43,5.12,980.25,,15.85,0.0
2020-05-31 22:00:00,2020-05-31 23:00:00,8.5,14.5,2.2,10.57,7.4,56.1,3.25,0.5,72.3,0.55,3.95,,66.53,1.38,246.67,5.17,980.9,,16.13,0.0
2020-05-31 23:00:00,2020-06-01 00:00:00,13.0,19.25,2.22,10.67,7.47,51.92,3.2,0.55,47.4,0.62,5.78,,73.3,0.4,253.1,5.17,980.8,,14.1,0.0
2020-06-01 00:00:00,2020-06-01 01:00:00,14.0,22.5,2.8,15.95,10.8,54.08,6.5,0.7,20.15,0.85,8.78,,79.62,0.17,96.23,5.17,981.13,,12.57,0.0
2020-06-01 01:00:00,2020-06-01 02:00:00,19.0,35.75,3.05,23.58,15.02,57.48,6.2,0.7,,1.15,14.0,,81.95,0.3,70.05,5.15,981.35,,12.18,0.0
2020-06-01 02:00:00,2020-06-01 03:00:00,26.25,51.5,,,,,,,19.55,1.48,25.9,,82.58,0.43,179.55,5.17,980.72,,12.33,0.0
2020-06-01 03:00:00,2020-06-01 04:00:00,30.0,46.75,2.38,18.95,12.0,60.47,6.18,0.7,14.92,1.85,26.0,,83.38,0.45,109.95,5.18,980.5,,12.03,0.0
2020-06-01 04:00:00,2020-06-01 05:00:00,30.0,47.75,3.68,23.83,15.67,54.9,6.7,0.7,10.35,1.8,28.67,,84.35,0.35,168.0,5.17,980.62,,11.65,0.0
2020-06-01 05:00:00,2020-06-01 06:00:00,30.75,54.0,5.12,22.35,16.1,53.2,6.8,0.72,16.28,1.88,27.38,,85.05,0.38,95.2,13.93,981.0,,11.7,0.0
2020-06-01 06:00:00,2020-06-01 07:00:00,32.5,58.0,7.45,25.1,19.4,57.35,7.97,0.78,15.68,2.52,28.93,,81.22,0.35,97.0,97.33,981.8,,14.25,0.0
2020-06-01 07:00:00,2020-06-01 08:00:00,32.25,61.0,5.08,18.5,13.95,57.22,8.32,0.72,43.22,2.17,24.65,,67.22,0.3,121.65,271.38,982.4,,20.82,0.0
2020-06-01 08:00:00,2020-06-01 09:00:00,34.5,59.5,3.33,13.6,9.95,61.88,10.95,0.73,78.15,1.88,15.03,,60.18,0.53,161.58,470.62,983.1,,24.65,0.0
2020-06-01 09:00:00,2020-06-01 10:00:00,31.0,56.0,3.15,12.65,9.3,63.47,11.62,0.77,102.22,1.4,10.8,,56.35,0.65,119.75,628.5,983.02,,27.62,0.0
2020-06-01 10:00:00,2020-06-01 11:00:00,32.5,58.25,2.27,12.73,8.62,62.65,13.58,0.75,127.02,1.45,10.07,,53.5,0.9,65.45,747.43,982.92,,29.15,0.0
2020-06-01 11:00:00,2020-06-01 12:00:00,28.0,59.0,2.02,9.67,6.78,63.05,14.15,0.67,156.12,1.0,7.2,,49.17,0.55,158.75,783.5,983.0,,32.55,0.0
2020-06-01 12:00:00,2020-06-01 13:00:00,30.75,70.25,2.05,10.55,7.28,58.95,11.15,0.67,182.53,,,,48.2,0.5,171.7,778.05,982.38,,34.42,0.0
2020-06-01 13:00:00,2020-06-01 14:00:00,39.5,79.0,2.12,10.9,7.53,,12.17,0.97,165.22,,,,49.05,1.1,96.3,577.65,981.58,,33.22,0.0
2020-06-01 14:00:00,2020-06-01 15:00:00,42.25,86.75,2.35,10.75,7.6,,13.22,0.85,165.2,,,,48.18,1.2,74.65,495.85,980.9,,34.58,0.0
2020-06-01 15:00:00,2020-06-01 16:00:00,45.5,91.75,1.57,9.12,6.1,48.9,13.12,0.85,186.53,,,,48.5,1.27,109.07,311.23,980.15,,34.38,0.0
2020-06-01 16:00:00,2020-06-01 17:00:00,45.5,93.25,1.8,8.93,6.22,54.5,13.8,0.97,178.6,,,,50.0,0.95,109.35,133.18,979.42,,33.3,0.0
