From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree C),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-03-01 00:00:00,2018-03-01 01:00:00,,221.25,115.94,103.69,220.14,33.02,26.82,3.25,3.09,4.3,3.98,,83.58,0.51,324.67,2.0,984.0,0.0,18.68,
2018-03-01 01:00:00,2018-03-01 02:00:00,,237.58,99.55,206.48,72.94,33.88,31.3,2.87,81.66,6.42,2.47,,85.42,0.63,281.17,2.0,984.0,0.0,18.27,
2018-03-01 02:00:00,2018-03-01 03:00:00,,230.75,75.2,87.7,185.3,35.3,8.78,1.65,3.47,1.24,5.0,,82.33,1.09,307.0,2.0,983.42,0.0,18.32,
2018-03-01 03:00:00,2018-03-01 04:00:00,,207.08,89.16,90.64,209.07,37.13,32.4,2.08,2.89,,3.3,,80.67,1.32,310.5,2.0,983.0,0.0,18.63,
2018-03-01 04:00:00,2018-03-01 05:00:00,,210.5,69.63,83.42,174.8,40.74,31.96,1.72,3.08,,2.29,,84.75,0.88,318.25,2.0,983.0,0.0,17.77,
2018-03-01 05:00:00,2018-03-01 06:00:00,,194.5,23.23,78.46,104.9,40.28,40.82,1.38,3.41,1.5,1.54,,84.83,1.02,289.58,2.0,983.0,0.0,17.55,
2018-03-01 06:00:00,2018-03-01 07:00:00,,201.25,18.89,72.38,93.21,42.48,31.91,1.4,3.56,1.5,1.33,,91.42,0.67,241.83,3.42,983.33,0.0,16.19,
2018-03-01 07:00:00,2018-03-01 08:00:00,,214.83,30.83,70.36,108.48,51.96,32.28,1.78,5.31,,1.53,,88.0,0.81,254.67,51.75,984.0,0.0,17.16,
2018-03-01 08:00:00,2018-03-01 09:00:00,,274.67,26.37,78.32,108.9,56.21,48.75,1.91,26.33,,1.62,,68.58,1.53,285.0,259.0,984.67,0.0,21.72,
2018-03-01 09:00:00,2018-03-01 10:00:00,,299.25,15.15,84.08,98.68,50.96,54.71,1.63,55.12,,0.97,,56.17,1.35,335.58,366.0,985.0,0.0,24.79,
2018-03-01 10:00:00,2018-03-01 11:00:00,,225.83,14.49,85.49,99.03,49.72,50.92,1.63,66.38,,0.33,,49.5,1.86,313.58,382.83,985.0,0.0,25.59,
2018-03-01 11:00:00,2018-03-01 12:00:00,,222.67,19.77,73.72,75.77,50.81,56.23,1.34,103.37,0.2,0.25,,38.25,1.45,318.75,568.42,984.83,0.0,28.63,
2018-03-01 12:00:00,2018-03-01 13:00:00,,299.08,5.4,61.46,64.22,47.32,89.33,1.34,165.42,0.2,0.2,,32.58,1.75,315.17,588.33,984.0,0.0,29.7,
2018-03-01 13:00:00,2018-03-01 14:00:00,,250.08,4.39,59.4,60.93,39.9,75.48,1.23,182.32,,0.2,,29.17,2.1,319.17,403.0,983.67,0.0,30.4,
2018-03-01 14:00:00,2018-03-01 15:00:00,,220.25,4.08,50.36,52.12,33.81,56.42,1.11,175.64,,0.2,,30.08,2.41,323.0,344.08,982.92,0.0,29.75,
2018-03-01 15:00:00,2018-03-01 16:00:00,,206.08,4.44,45.87,48.5,30.05,51.89,1.03,154.84,,0.17,,29.5,2.23,327.08,184.42,982.0,0.0,30.49,
2018-03-01 16:00:00,2018-03-01 17:00:00,,171.08,5.33,54.96,58.12,25.77,42.95,1.09,113.34,,0.18,,30.67,1.98,330.0,165.08,982.0,0.0,29.15,
2018-03-01 17:00:00,2018-03-01 18:00:00,55.0,148.75,22.33,75.09,74.38,22.0,26.02,1.05,62.18,0.3,0.22,,31.83,1.62,333.17,85.08,982.0,0.0,27.78,
2018-03-01 18:00:00,2018-03-01 19:00:00,41.25,136.0,69.15,135.05,135.23,24.18,22.59,1.03,24.8,1.08,0.9,,39.58,1.05,344.92,9.17,981.5,0.0,25.11,
2018-03-01 19:00:00,2018-03-01 20:00:00,51.92,190.0,136.13,353.68,64.8,26.03,26.3,,3.41,2.04,1.29,,44.25,0.7,334.08,2.0,981.92,0.0,22.42,
2018-03-01 20:00:00,2018-03-01 21:00:00,51.17,194.08,128.37,249.97,106.17,26.14,19.4,,3.27,2.16,1.57,,47.5,0.68,124.42,2.58,982.17,0.0,20.93,
2018-03-01 21:00:00,2018-03-01 22:00:00,51.0,196.75,108.37,126.77,236.74,36.3,29.14,,3.07,2.3,2.23,,53.83,0.96,21.33,3.0,982.08,0.0,21.5,
2018-03-01 22:00:00,2018-03-01 23:00:00,,262.08,103.16,116.07,235.17,42.02,36.95,,3.72,2.4,2.21,,61.33,0.56,56.75,3.0,982.0,0.0,20.96,
2018-03-01 23:00:00,2018-03-02 00:00:00,,375.25,112.0,186.33,116.53,43.41,34.88,0.02,55.37,2.45,1.55,,74.83,0.53,125.17,3.0,982.0,0.0,19.29,
2018-03-02 00:00:00,2018-03-02 01:00:00,,365.91,116.07,206.29,44.62,49.1,2.6,0.02,70.52,2.09,0.87,,77.25,0.59,215.08,2.17,982.0,0.0,18.99,
2018-03-02 01:00:00,2018-03-02 02:00:00,,361.25,118.14,195.22,52.62,58.2,,0.02,61.34,2.02,0.81,,76.33,0.63,253.42,2.08,982.0,0.0,19.26,
2018-03-02 02:00:00,2018-03-02 03:00:00,,425.17,82.5,135.4,107.85,13.18,3.3,0.02,16.4,1.14,1.55,,77.5,0.83,258.58,2.0,981.67,0.0,18.73,
2018-03-02 03:00:00,2018-03-02 04:00:00,,392.5,58.28,96.72,171.19,48.22,42.63,,4.63,,2.09,,78.5,0.61,234.83,2.0,981.0,0.0,18.42,
2018-03-02 04:00:00,2018-03-02 05:00:00,,325.75,59.73,95.47,172.12,47.93,44.23,,3.71,,2.02,,79.0,0.63,236.33,2.0,981.0,0.0,17.8,
2018-03-02 05:00:00,2018-03-02 06:00:00,,285.17,47.76,98.78,158.33,48.7,43.86,,3.73,1.8,1.86,,78.17,0.72,241.83,2.0,981.25,0.0,17.4,
2018-03-02 06:00:00,2018-03-02 07:00:00,,248.08,18.94,75.04,95.58,45.27,42.1,,5.31,1.8,1.43,,71.5,0.68,215.67,3.42,982.0,0.0,17.17,
2018-03-02 07:00:00,2018-03-02 08:00:00,,184.5,39.35,50.05,43.08,43.25,41.6,0.02,4.74,0.85,0.57,,52.83,0.96,169.92,52.92,982.0,0.0,19.57,
2018-03-02 08:00:00,2018-03-02 09:00:00,,169.83,45.63,49.03,37.7,39.26,,0.04,4.98,0.69,0.35,,46.17,0.74,177.17,219.0,982.83,0.0,22.97,
2018-03-02 09:00:00,2018-03-02 10:00:00,,208.42,46.92,48.81,41.02,37.66,,0.11,3.99,1.13,0.34,,40.5,1.12,307.17,396.75,983.08,0.0,26.71,
2018-03-02 10:00:00,2018-03-02 11:00:00,,304.58,32.54,32.79,42.23,37.52,,0.14,2.03,0.34,0.4,,36.42,2.49,315.42,550.33,983.75,0.0,28.76,
2018-03-02 11:00:00,2018-03-02 12:00:00,,251.58,22.09,31.77,37.07,33.26,0.12,0.16,1.8,0.1,,,34.33,2.6,316.58,571.83,983.42,0.0,29.43,
2018-03-02 12:00:00,2018-03-02 13:00:00,,221.25,24.14,28.25,45.77,41.81,0.1,0.19,1.3,0.1,,,38.25,2.12,262.25,613.33,982.92,0.0,29.5,
2018-03-02 13:00:00,2018-03-02 14:00:00,,278.58,21.15,26.55,41.65,43.01,0.1,0.19,1.28,0.1,,,31.58,2.12,257.92,491.92,981.83,0.0,30.83,
2018-03-02 14:00:00,2018-03-02 15:00:00,,177.67,19.9,34.62,38.08,,0.1,0.18,1.22,,,,27.17,2.21,320.17,459.83,980.67,0.0,32.11,
2018-03-02 15:00:00,2018-03-02 16:00:00,,233.08,19.77,31.67,31.88,,0.1,0.15,1.71,,,,25.42,2.69,323.58,136.0,980.0,0.0,32.24,
2018-03-02 16:00:00,2018-03-02 17:00:00,46.0,151.0,21.9,26.97,26.1,24.33,0.1,0.13,2.13,0.04,,,25.5,2.62,313.67,234.25,980.0,0.0,31.5,
2018-03-02 17:00:00,2018-03-02 18:00:00,41.42,125.58,24.39,27.16,26.29,23.49,0.1,0.12,2.48,0.1,,,29.67,2.41,320.92,80.42,980.0,0.0,29.71,
2018-03-02 18:00:00,2018-03-02 19:00:00,46.5,134.08,48.24,51.35,28.02,28.5,,0.09,4.92,0.14,,,37.08,1.72,314.08,8.17,980.0,0.0,27.05,
2018-03-02 19:00:00,2018-03-02 20:00:00,51.58,173.5,80.26,99.88,30.66,31.17,,0.04,18.34,0.31,,,43.08,1.37,295.42,2.0,980.25,0.0,25.06,
2018-03-02 20:00:00,2018-03-02 21:00:00,52.0,233.83,88.45,137.4,52.12,34.15,34.3,0.02,30.65,0.55,1.0,,51.0,1.28,296.33,2.0,981.0,0.0,23.59,
2018-03-02 21:00:00,2018-03-02 22:00:00,,285.75,42.13,115.92,165.93,35.23,33.32,,4.84,,1.15,,59.42,1.13,306.83,2.0,981.0,0.0,22.03,
2018-03-02 22:00:00,2018-03-02 23:00:00,,265.25,35.64,107.78,149.34,39.61,33.06,,3.38,,1.26,,60.08,1.12,316.33,2.0,981.0,0.0,22.17,
2018-03-02 23:00:00,2018-03-03 00:00:00,,249.25,55.99,105.99,176.39,36.77,30.93,,2.98,1.7,1.35,,66.42,0.97,328.83,2.0,981.0,0.0,21.38,
2018-03-03 00:00:00,2018-03-03 01:00:00,,271.83,39.46,93.62,141.76,42.43,26.85,,2.77,1.8,1.92,,68.5,1.27,305.42,2.0,981.0,0.0,21.32,
2018-03-03 01:00:00,2018-03-03 02:00:00,,261.17,72.15,93.46,54.21,31.18,27.95,,11.85,1.47,0.85,,68.92,1.32,311.08,2.0,980.17,0.0,21.28,
2018-03-03 02:00:00,2018-03-03 03:00:00,,227.0,17.05,76.3,94.95,40.2,4.12,,2.84,0.59,1.25,,74.83,1.04,330.5,2.0,980.0,0.0,20.16,
2018-03-03 03:00:00,2018-03-03 04:00:00,,205.67,20.07,81.46,103.24,42.08,24.58,,3.08,1.5,1.3,,77.17,1.41,317.58,2.0,980.0,0.0,19.69,
2018-03-03 04:00:00,2018-03-03 05:00:00,,193.92,7.35,68.08,72.95,45.03,25.56,,5.6,1.4,1.23,,74.08,1.56,292.17,2.0,980.0,0.0,19.99,
2018-03-03 05:00:00,2018-03-03 06:00:00,,196.67,42.13,52.03,53.64,31.65,27.05,0.01,4.01,0.32,0.8,,80.08,1.4,275.92,2.0,980.0,0.0,19.12,
2018-03-03 06:00:00,2018-03-03 07:00:00,,273.08,41.03,43.42,51.81,36.33,,0.02,4.02,0.22,,,80.5,1.49,284.08,3.58,980.0,0.0,19.03,
2018-03-03 07:00:00,2018-03-03 08:00:00,,346.92,47.34,57.72,53.18,44.59,,0.02,10.01,0.28,,,77.17,1.36,276.08,56.25,980.5,0.0,19.73,
2018-03-03 08:00:00,2018-03-03 09:00:00,,380.5,52.34,64.25,48.61,58.85,,0.04,11.38,0.23,,,61.17,1.58,290.58,208.08,981.08,0.0,22.88,
2018-03-03 09:00:00,2018-03-03 10:00:00,,346.33,62.06,75.34,44.62,73.92,0.3,0.05,12.91,0.3,,,46.42,1.73,310.75,400.75,982.0,0.0,25.95,
2018-03-03 10:00:00,2018-03-03 11:00:00,,238.5,50.42,61.07,40.5,94.93,0.3,0.07,10.42,0.21,,,35.42,1.57,294.33,430.67,982.0,0.0,27.97,
2018-03-03 11:00:00,2018-03-03 12:00:00,,171.25,37.24,42.84,37.95,61.14,,0.1,6.05,0.18,,,27.92,1.39,285.58,496.0,981.25,0.0,30.21,
2018-03-03 12:00:00,2018-03-03 13:00:00,58.0,172.42,10.38,25.22,33.06,31.62,22.62,0.82,81.15,0.11,0.07,,23.25,2.3,267.22,449.44,980.22,0.0,31.39,
2018-03-03 13:00:00,2018-03-03 14:00:00,42.42,136.33,3.73,23.12,30.46,25.51,23.43,1.77,133.6,0.03,0.03,,22.67,2.22,288.08,470.67,979.42,0.0,32.56,
2018-03-03 14:00:00,2018-03-03 15:00:00,41.0,145.83,3.21,23.62,26.84,23.34,22.8,2.18,132.91,0.0,0.0,,20.83,2.12,270.83,436.25,978.33,0.0,33.27,
2018-03-03 15:00:00,2018-03-03 16:00:00,38.0,138.75,3.17,25.82,27.45,23.5,27.0,2.43,136.46,0.05,0.01,,20.25,1.66,299.08,178.92,977.42,0.0,33.43,
2018-03-03 16:00:00,2018-03-03 17:00:00,40.75,156.33,4.71,27.92,32.32,22.17,29.46,2.36,117.03,,0.08,,21.58,1.84,313.5,211.33,977.0,0.0,32.53,
2018-03-03 17:00:00,2018-03-03 18:00:00,41.0,155.25,1.47,26.62,27.66,30.83,17.86,1.98,95.78,0.1,0.1,,33.17,0.63,158.42,60.17,977.75,0.0,30.06,
2018-03-03 18:00:00,2018-03-03 19:00:00,46.5,161.42,1.96,45.0,44.15,30.54,35.29,0.99,70.34,,0.17,,44.67,1.33,43.0,13.75,977.75,0.0,27.33,
2018-03-03 19:00:00,2018-03-03 20:00:00,47.0,231.67,7.61,59.67,65.92,32.92,35.85,1.32,46.09,,0.35,,55.92,1.27,21.58,2.92,978.08,0.0,25.56,
2018-03-03 20:00:00,2018-03-03 21:00:00,,223.33,12.95,74.62,77.03,35.7,39.45,1.59,26.27,1.1,1.13,,53.83,0.79,36.83,2.92,979.0,0.0,24.34,
2018-03-03 21:00:00,2018-03-03 22:00:00,,223.8,39.01,93.67,141.0,32.24,34.25,1.73,5.48,,1.08,,53.17,0.52,78.0,3.0,979.0,0.0,22.97,
2018-03-03 22:00:00,2018-03-03 23:00:00,,198.55,72.28,122.65,174.16,31.22,31.63,2.13,3.09,1.1,0.98,,57.0,0.61,195.55,2.42,979.0,0.0,21.64,
2018-03-03 23:00:00,2018-03-04 00:00:00,,215.09,57.09,98.41,150.75,34.0,39.11,2.5,7.21,1.7,1.42,,60.83,0.49,279.58,2.0,979.0,0.0,20.97,
2018-03-04 00:00:00,2018-03-04 01:00:00,,278.82,102.15,92.38,189.18,34.53,40.07,2.86,8.76,2.03,1.79,,62.33,1.21,301.42,2.0,979.0,0.0,21.02,
2018-03-04 01:00:00,2018-03-04 02:00:00,,310.45,82.77,183.08,61.88,39.17,39.75,2.41,74.16,2.59,1.49,,63.58,1.82,311.92,2.0,979.0,0.0,21.42,
2018-03-04 02:00:00,2018-03-04 03:00:00,,315.73,14.65,58.05,74.6,37.8,5.71,1.0,3.56,0.6,1.8,,75.33,1.57,328.5,2.0,979.0,0.0,20.36,
2018-03-04 03:00:00,2018-03-04 04:00:00,,247.82,1.72,43.66,42.61,41.99,32.08,0.92,14.53,,0.29,,81.25,1.43,329.08,2.0,979.0,0.0,19.46,
2018-03-04 04:00:00,2018-03-04 05:00:00,,199.18,2.01,39.95,39.61,42.27,30.62,0.73,18.99,,0.1,,74.0,1.56,341.58,2.0,979.0,0.0,19.18,
2018-03-04 05:00:00,2018-03-04 06:00:00,,138.64,2.98,41.59,42.47,41.24,26.57,0.64,13.51,,0.1,,74.17,1.63,353.33,2.0,979.0,0.0,18.83,
2018-03-04 06:00:00,2018-03-04 07:00:00,,118.45,11.67,48.28,60.87,38.04,28.57,1.04,3.62,,0.13,,79.83,0.87,134.5,4.08,980.0,0.0,18.03,
2018-03-04 07:00:00,2018-03-04 08:00:00,,137.0,39.78,46.19,98.54,32.11,31.03,1.51,5.09,,0.2,,81.58,0.43,169.83,58.75,980.83,0.0,17.75,
2018-03-04 08:00:00,2018-03-04 09:00:00,,159.0,16.08,43.48,62.69,36.15,40.9,1.24,26.07,,0.4,,60.25,0.86,169.92,227.17,981.0,0.0,22.11,
2018-03-04 09:00:00,2018-03-04 10:00:00,,181.0,8.37,34.28,43.33,33.83,41.13,1.0,59.46,,0.11,,39.83,1.17,98.67,405.83,982.0,0.0,25.93,
2018-03-04 10:00:00,2018-03-04 11:00:00,,169.36,3.15,23.82,36.43,32.91,72.6,0.78,93.53,0.1,0.1,,30.33,1.78,130.25,567.33,982.0,0.0,28.57,
2018-03-04 11:00:00,2018-03-04 12:00:00,47.0,168.0,8.14,28.43,35.82,38.59,66.9,0.59,81.1,0.03,0.08,,26.42,1.26,127.58,637.33,982.0,0.0,30.11,
2018-03-04 12:00:00,2018-03-04 13:00:00,44.25,142.55,3.11,31.12,34.68,38.48,52.77,0.86,140.58,0.0,0.08,,29.42,1.9,239.92,547.5,982.0,0.0,30.5,
2018-03-04 13:00:00,2018-03-04 14:00:00,44.0,186.36,3.03,31.59,33.35,36.95,36.88,1.0,171.77,,0.12,,31.5,3.07,316.67,403.0,981.0,0.0,30.02,
2018-03-04 14:00:00,2018-03-04 15:00:00,,189.18,2.92,24.17,27.48,32.67,35.88,0.89,125.76,0.1,0.1,,33.83,3.62,315.0,186.67,980.83,0.0,27.55,
2018-03-04 15:00:00,2018-03-04 16:00:00,58.0,323.55,4.85,28.33,33.15,27.49,34.92,0.88,100.73,0.1,0.1,,34.17,1.93,291.42,186.58,980.08,0.0,27.41,
2018-03-04 16:00:00,2018-03-04 17:00:00,41.5,146.09,5.05,25.45,31.13,26.48,36.06,0.89,98.76,0.1,0.1,,33.92,3.12,304.58,116.0,980.75,0.0,26.69,
2018-03-04 17:00:00,2018-03-04 18:00:00,36.33,117.91,9.96,29.18,30.96,29.3,34.74,0.7,76.57,0.1,0.1,,34.25,2.37,274.17,29.42,981.0,0.0,25.52,
2018-03-04 18:00:00,2018-03-04 19:00:00,30.5,108.82,9.43,42.01,48.52,24.51,26.63,0.8,61.18,0.1,0.15,,40.42,0.88,238.5,14.75,981.0,0.0,24.24,
2018-03-04 19:00:00,2018-03-04 20:00:00,37.33,110.73,28.36,83.73,116.64,27.84,20.03,1.43,19.78,,0.26,,45.58,1.42,321.42,2.0,981.0,0.0,22.5,
2018-03-04 20:00:00,2018-03-04 21:00:00,46.25,176.45,38.9,98.34,145.22,27.24,22.2,1.62,7.24,,0.47,,50.25,1.41,306.58,2.0,981.75,0.0,21.97,
2018-03-04 21:00:00,2018-03-04 22:00:00,47.0,188.45,69.42,103.03,193.23,30.59,24.47,1.84,3.44,,0.53,,58.5,0.98,320.5,2.0,982.5,0.0,20.62,
2018-03-04 22:00:00,2018-03-04 23:00:00,57.0,180.82,58.87,94.73,170.41,33.36,29.36,1.85,3.3,,0.53,,61.67,1.32,304.58,2.0,983.0,0.0,20.32,
2018-03-04 23:00:00,2018-03-05 00:00:00,58.83,175.45,61.69,90.12,169.81,31.53,35.54,1.94,3.6,,0.49,,64.58,1.34,316.92,2.0,983.0,0.0,20.03,
2018-03-05 00:00:00,2018-03-05 01:00:00,59.0,226.82,59.97,90.42,167.91,34.01,34.65,1.63,3.47,,1.01,,70.67,1.13,346.5,2.0,983.0,0.0,19.44,
2018-03-05 01:00:00,2018-03-05 02:00:00,,212.0,56.84,97.8,45.8,29.48,27.2,1.08,24.37,0.36,0.43,,73.08,1.01,73.0,2.75,983.0,0.0,19.37,
2018-03-05 02:00:00,2018-03-05 03:00:00,,150.91,2.5,48.3,46.05,28.15,0.13,0.11,19.0,,0.15,,80.0,0.75,149.0,2.17,983.0,0.0,17.95,
2018-03-05 03:00:00,2018-03-05 04:00:00,,124.09,1.39,48.78,46.83,34.29,15.38,0.8,17.17,,0.1,,87.67,0.62,198.67,2.0,983.0,0.0,16.47,
2018-03-05 04:00:00,2018-03-05 05:00:00,,121.09,13.68,65.09,73.08,35.64,14.72,1.08,5.31,0.2,0.12,,89.67,1.04,296.83,2.0,983.0,0.0,16.03,
2018-03-05 05:00:00,2018-03-05 06:00:00,,152.82,45.59,67.87,113.04,38.99,17.02,1.31,3.77,0.6,0.45,,90.67,0.91,325.17,2.0,983.5,0.0,16.38,
2018-03-05 06:00:00,2018-03-05 07:00:00,,205.09,50.05,61.82,115.02,39.05,21.95,1.39,3.78,0.7,0.57,,93.33,0.96,309.58,3.83,984.0,0.0,15.66,
2018-03-05 07:00:00,2018-03-05 08:00:00,,206.36,47.92,58.56,121.35,39.3,32.46,1.53,4.92,,0.33,,86.83,1.45,300.58,67.5,984.83,0.0,17.15,
2018-03-05 08:00:00,2018-03-05 09:00:00,,247.82,29.1,59.39,95.83,43.62,44.36,1.59,21.27,,0.28,,71.92,1.75,287.67,250.25,985.75,0.0,20.25,
2018-03-05 09:00:00,2018-03-05 10:00:00,,262.0,20.95,63.28,87.82,38.33,48.89,1.5,43.77,,0.3,,57.83,1.69,302.17,433.58,986.42,0.0,23.06,
2018-03-05 10:00:00,2018-03-05 11:00:00,,231.18,14.14,59.78,75.12,39.57,54.36,1.23,67.07,,0.26,,46.0,1.62,311.25,603.83,987.0,0.0,25.45,
2018-03-05 11:00:00,2018-03-05 12:00:00,,174.36,13.27,44.74,50.09,40.7,43.8,0.86,92.18,0.1,0.17,,36.83,2.13,314.5,685.83,986.42,0.0,27.04,
2018-03-05 12:00:00,2018-03-05 13:00:00,,157.18,4.0,29.73,33.04,35.73,27.32,0.76,137.02,,0.1,,29.0,2.16,325.08,700.08,985.83,0.0,28.28,
2018-03-05 13:00:00,2018-03-05 14:00:00,41.0,105.09,3.3,24.86,28.4,27.24,20.07,0.63,143.84,0.1,0.07,,21.92,2.49,322.83,462.67,985.0,0.0,28.92,
2018-03-05 14:00:00,2018-03-05 15:00:00,28.17,76.36,5.51,22.74,25.43,18.82,16.53,0.64,128.3,0.09,0.1,,18.75,2.58,295.17,485.75,984.33,0.0,29.09,
2018-03-05 15:00:00,2018-03-05 16:00:00,18.75,92.18,5.39,23.16,23.95,19.25,15.31,0.66,123.37,0.04,0.03,,18.5,3.06,329.0,364.33,984.0,0.0,28.91,
2018-03-05 16:00:00,2018-03-05 17:00:00,18.0,82.18,6.09,26.57,30.1,18.1,15.76,0.68,118.45,0.0,0.08,,21.67,3.3,308.67,71.25,983.83,0.0,27.93,
2018-03-05 17:00:00,2018-03-05 18:00:00,22.58,101.0,10.93,32.62,31.76,18.37,19.2,0.7,96.51,0.1,0.1,,26.83,3.08,323.17,60.75,983.92,0.0,26.38,
2018-03-05 18:00:00,2018-03-05 19:00:00,22.08,104.82,12.34,57.68,70.62,18.65,16.46,1.04,71.78,,0.14,,34.5,2.24,318.17,10.25,984.0,0.0,24.33,
2018-03-05 19:00:00,2018-03-05 20:00:00,26.58,122.27,30.93,92.58,128.77,22.86,17.79,1.53,31.55,,0.36,,42.08,1.77,320.75,2.0,984.33,0.0,22.74,
2018-03-05 20:00:00,2018-03-05 21:00:00,43.5,136.73,67.84,118.55,204.24,23.82,25.52,2.12,7.71,,0.73,,47.5,1.48,310.33,2.0,985.08,0.0,21.61,
2018-03-05 21:00:00,2018-03-05 22:00:00,45.0,196.18,105.18,180.08,169.56,32.24,27.12,2.73,3.23,1.43,1.65,,54.83,1.43,304.25,2.0,986.0,0.0,20.44,
2018-03-05 22:00:00,2018-03-05 23:00:00,,244.73,56.17,105.94,176.65,31.03,33.01,2.22,3.49,,2.02,,56.25,1.87,320.67,2.0,986.0,0.0,20.32,
2018-03-05 23:00:00,2018-03-06 00:00:00,,220.82,22.86,96.9,107.03,31.59,30.94,1.56,5.47,0.6,2.03,,59.0,1.69,326.5,2.0,986.0,0.0,19.97,
2018-03-06 00:00:00,2018-03-06 01:00:00,,190.73,9.24,82.21,88.58,31.13,32.95,1.15,14.29,1.5,0.72,,64.0,1.6,319.17,2.0,986.0,0.0,19.11,
2018-03-06 01:00:00,2018-03-06 02:00:00,,160.73,17.48,77.2,64.88,32.57,32.18,0.98,16.62,0.23,0.23,,68.17,1.61,318.0,2.0,985.17,0.0,18.66,
2018-03-06 02:00:00,2018-03-06 03:00:00,,147.09,3.1,51.65,51.95,29.25,4.18,0.14,30.25,,0.15,,70.58,1.67,307.67,2.0,984.67,0.0,18.36,
2018-03-06 03:00:00,2018-03-06 04:00:00,,128.73,2.21,45.35,44.87,31.73,30.04,0.83,39.1,,0.1,,72.75,1.87,290.25,2.0,984.08,0.0,17.93,
2018-03-06 04:00:00,2018-03-06 05:00:00,,154.27,2.35,43.42,43.27,34.73,32.49,0.81,35.38,,0.1,,76.08,1.74,284.42,2.0,984.0,0.0,17.28,
2018-03-06 05:00:00,2018-03-06 06:00:00,,172.45,8.85,38.25,39.03,39.26,43.9,0.76,35.72,0.4,0.17,,77.42,1.97,294.25,2.0,984.5,0.0,17.12,
2018-03-06 06:00:00,2018-03-06 07:00:00,,211.27,3.36,36.98,38.77,38.73,40.59,0.96,44.06,,1.11,,78.83,2.64,288.42,4.5,985.17,0.0,16.93,
2018-03-06 07:00:00,2018-03-06 08:00:00,,181.36,6.58,37.87,44.05,33.49,31.96,1.09,48.91,,0.55,,77.17,3.23,287.17,70.5,986.0,0.0,17.42,
2018-03-06 08:00:00,2018-03-06 09:00:00,,178.0,7.86,37.67,45.75,32.61,32.98,1.18,66.7,,0.1,,67.5,3.55,292.83,260.5,986.42,0.0,19.55,
2018-03-06 09:00:00,2018-03-06 10:00:00,,179.82,12.83,43.3,50.86,31.5,32.55,1.27,76.52,0.2,0.16,,55.83,3.31,300.42,446.42,987.0,0.0,22.09,
2018-03-06 10:00:00,2018-03-06 11:00:00,,177.27,6.88,36.65,43.44,31.07,35.92,1.13,105.97,,0.15,,45.42,3.79,302.83,630.75,987.0,0.0,24.75,
2018-03-06 11:00:00,2018-03-06 12:00:00,,172.45,6.91,25.97,29.31,31.33,35.22,0.77,111.31,0.1,0.1,,36.5,4.23,310.0,738.75,987.0,0.0,26.66,
2018-03-06 12:00:00,2018-03-06 13:00:00,,177.45,4.38,24.11,27.81,27.95,32.9,0.7,135.73,0.08,0.08,,27.42,3.94,315.83,763.83,986.33,0.0,28.14,
2018-03-06 13:00:00,2018-03-06 14:00:00,36.0,137.09,3.69,23.03,26.78,28.43,27.08,0.74,150.82,0.1,0.1,,27.5,3.82,311.08,506.83,985.42,0.0,28.73,
2018-03-06 14:00:00,2018-03-06 15:00:00,38.75,139.36,5.21,22.85,25.58,27.26,22.6,0.64,125.28,0.09,0.08,,24.67,3.83,316.83,570.17,984.92,0.0,28.9,
2018-03-06 15:00:00,2018-03-06 16:00:00,28.92,122.73,3.91,23.38,25.92,22.97,25.02,0.72,128.59,0.1,0.1,,23.92,3.5,324.75,381.08,984.0,0.0,28.87,
2018-03-06 16:00:00,2018-03-06 17:00:00,17.92,101.0,5.59,24.22,27.26,20.2,22.04,0.66,113.38,0.1,0.1,,25.58,3.48,319.42,75.67,984.0,0.0,27.61,
2018-03-06 17:00:00,2018-03-06 18:00:00,19.75,92.64,10.62,36.92,35.82,18.78,23.39,0.69,96.44,0.1,0.12,,30.33,2.9,321.58,51.0,984.0,0.0,26.07,
2018-03-06 18:00:00,2018-03-06 19:00:00,23.67,92.0,11.49,60.95,72.07,17.04,20.95,1.13,82.53,,0.18,,37.0,2.17,312.5,9.08,984.0,0.0,24.28,
2018-03-06 19:00:00,2018-03-06 20:00:00,29.5,123.82,24.86,83.26,111.23,25.09,21.16,1.39,49.76,,0.36,,43.17,2.22,293.5,2.0,984.58,0.0,23.24,
2018-03-06 20:00:00,2018-03-06 21:00:00,48.33,164.27,20.69,76.32,99.57,27.4,24.18,1.48,43.19,,0.39,,48.17,2.51,294.42,2.0,985.0,0.0,22.27,
2018-03-06 21:00:00,2018-03-06 22:00:00,57.33,171.64,18.48,90.57,108.79,26.62,27.42,1.61,26.72,,0.38,,52.17,2.16,306.42,2.0,985.0,0.0,21.25,
2018-03-06 22:00:00,2018-03-06 23:00:00,58.0,179.27,35.68,99.82,141.69,33.38,38.26,1.9,7.58,,0.4,,58.17,1.56,304.17,2.0,985.92,0.0,19.88,
