From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ng/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2020-10-04 03:00:00,2020-10-04 04:00:00,117.25,210.75,15.85,27.0,42.8,49.98,8.18,0.72,4.75,0.3,1.73,,70.8,0.5,273.25,2.95,984.98,,30.28,0.0
2020-10-04 04:00:00,2020-10-04 05:00:00,107.0,202.75,29.3,31.57,60.92,47.5,7.05,0.8,1.98,0.32,2.17,,71.73,0.45,264.25,2.98,985.18,,30.12,0.0
2020-10-04 05:00:00,2020-10-04 06:00:00,95.5,191.75,28.55,28.2,56.73,46.88,6.55,0.78,1.98,0.35,2.05,,73.88,0.38,271.98,3.02,985.73,,29.75,0.0
2020-10-04 06:00:00,2020-10-04 07:00:00,105.25,196.0,26.65,25.3,51.93,50.02,6.25,0.77,1.9,0.3,1.73,,73.42,0.53,258.8,24.77,986.18,,29.88,0.0
2020-10-04 07:00:00,2020-10-04 08:00:00,105.5,209.5,65.18,25.48,90.65,53.9,6.97,1.15,2.3,0.35,1.95,,66.55,0.4,272.8,163.95,986.85,,31.38,0.0
2020-10-04 08:00:00,2020-10-04 09:00:00,112.25,252.75,22.95,31.45,54.62,60.5,13.07,0.8,9.55,0.38,1.78,,56.65,0.8,333.05,348.12,987.25,,32.83,0.0
2020-10-04 09:00:00,2020-10-04 10:00:00,112.75,246.25,2.48,31.13,34.62,66.05,16.25,0.9,23.23,0.38,1.48,,52.55,0.6,332.02,459.22,987.48,,34.0,0.0
2020-10-04 10:00:00,2020-10-04 11:00:00,109.5,266.5,0.95,16.15,17.07,63.88,13.95,0.57,37.67,0.38,1.3,,48.32,1.35,172.17,602.2,987.35,,34.62,0.0
2020-10-04 11:00:00,2020-10-04 12:00:00,70.5,201.75,0.1,10.38,10.45,62.0,12.85,0.38,43.8,0.2,0.75,,41.75,1.52,96.98,729.4,986.72,,35.15,0.0
2020-10-04 12:00:00,2020-10-04 13:00:00,57.25,156.0,0.23,9.0,9.2,61.45,12.08,0.4,48.77,0.1,0.5,,39.8,1.68,11.0,696.82,985.93,,35.2,0.0
2020-10-04 13:00:00,2020-10-04 14:00:00,61.5,162.5,0.23,9.93,10.1,59.33,12.53,0.43,,0.1,0.73,,38.62,1.22,250.55,619.33,984.92,,35.52,0.0
2020-10-04 14:00:00,2020-10-04 15:00:00,67.75,173.75,0.3,9.4,9.53,53.95,10.1,0.38,,0.15,0.83,,38.05,1.33,331.4,507.55,984.03,,35.55,0.0
2020-10-04 15:00:00,2020-10-04 16:00:00,52.75,145.5,0.15,9.07,8.95,50.2,7.9,0.35,,0.1,0.8,,38.0,1.25,341.25,349.0,983.48,,35.45,0.0
2020-10-04 16:00:00,2020-10-04 17:00:00,45.75,138.75,0.1,10.22,10.15,47.85,7.58,0.43,47.5,0.1,0.8,,39.25,1.2,337.73,163.82,983.33,,34.8,0.0
2020-10-04 17:00:00,2020-10-04 18:00:00,45.75,155.25,0.4,14.9,15.25,45.45,6.93,0.53,38.53,0.17,0.9,,42.83,1.05,340.17,27.7,983.38,,33.7,0.0
2020-10-04 18:00:00,2020-10-04 19:00:00,49.0,178.5,0.38,22.7,23.1,44.55,6.15,0.82,25.4,0.2,1.3,,46.55,0.8,334.38,3.27,983.4,,33.0,0.0
2020-10-04 19:00:00,2020-10-04 20:00:00,56.0,209.5,1.02,36.77,37.83,46.52,5.75,1.1,11.77,0.3,2.25,,49.93,0.8,337.0,2.98,983.88,,32.6,0.0
2020-10-04 20:00:00,2020-10-04 21:00:00,72.0,237.25,1.12,37.73,38.83,47.17,6.52,1.12,10.12,0.3,3.22,,51.92,0.88,336.45,3.0,984.45,,32.35,0.0
2020-10-04 21:00:00,2020-10-04 22:00:00,83.25,241.25,1.15,34.0,35.15,47.55,7.0,1.02,12.42,0.3,2.92,,54.05,0.88,339.25,3.0,984.88,,32.08,0.0
2020-10-04 22:00:00,2020-10-04 23:00:00,82.0,230.75,1.25,37.28,38.62,47.75,8.0,1.08,12.05,0.32,2.68,,57.5,0.6,326.38,2.98,985.1,,31.77,0.0
2020-10-04 23:00:00,2020-10-05 00:00:00,88.5,226.25,24.77,42.73,67.42,45.75,9.97,1.23,3.38,0.4,2.3,,60.33,0.53,253.47,3.02,985.28,,31.45,0.0
2020-10-05 00:00:00,2020-10-05 01:00:00,97.75,233.25,90.92,42.8,133.47,48.23,8.28,1.45,2.23,0.35,2.15,,65.42,0.3,209.4,3.15,985.25,,30.85,0.0
2020-10-05 01:00:00,2020-10-05 02:00:00,89.75,228.5,94.42,40.72,135.22,61.15,7.55,1.32,5.5,0.38,2.25,,66.97,0.4,243.2,3.07,985.17,,30.75,0.0
2020-10-05 02:00:00,2020-10-05 03:00:00,80.25,208.0,20.7,33.0,53.7,65.9,5.7,0.8,2.0,0.33,1.75,,68.5,0.3,265.28,3.1,985.1,,30.48,0.0
2020-10-05 03:00:00,2020-10-05 04:00:00,91.0,199.75,19.12,34.7,53.97,58.82,7.35,0.8,1.67,0.3,1.38,,68.05,0.68,272.12,2.95,984.85,,30.55,0.0
2020-10-05 04:00:00,2020-10-05 05:00:00,94.75,208.5,21.43,33.17,54.6,53.48,7.55,0.8,1.55,0.3,1.25,,69.33,0.6,265.7,3.0,984.72,,30.35,0.0
2020-10-05 05:00:00,2020-10-05 06:00:00,97.5,199.0,19.02,31.25,50.27,54.08,6.38,0.73,1.7,0.3,1.3,,69.78,0.65,250.5,3.05,984.88,,30.27,0.0
2020-10-05 06:00:00,2020-10-05 07:00:00,98.25,196.75,14.03,28.45,42.45,59.48,5.78,0.72,1.88,0.25,1.1,,70.9,0.7,267.35,22.25,985.35,,30.03,0.0
2020-10-05 07:00:00,2020-10-05 08:00:00,98.75,218.0,23.82,30.52,54.33,61.0,6.68,0.93,2.25,0.28,0.93,,66.2,0.98,252.5,152.05,986.08,,30.8,0.0
2020-10-05 08:00:00,2020-10-05 09:00:00,106.75,252.75,18.2,34.05,52.17,66.35,9.57,0.9,10.4,0.3,1.05,,56.35,0.78,304.23,348.48,986.45,,32.6,0.0
2020-10-05 09:00:00,2020-10-05 10:00:00,104.5,264.0,1.25,26.4,27.68,67.15,11.97,0.73,30.77,0.2,0.82,,50.3,1.05,318.82,447.85,986.65,,33.58,0.0
2020-10-05 10:00:00,2020-10-05 11:00:00,95.25,251.25,0.9,18.95,19.12,66.1,9.9,0.6,42.72,0.2,0.85,,46.82,1.18,325.03,611.67,986.4,,34.4,0.0
2020-10-05 11:00:00,2020-10-05 12:00:00,75.5,230.5,0.43,14.13,14.5,64.3,8.1,0.45,45.83,0.2,0.95,,43.23,1.27,310.38,715.37,985.77,,35.02,0.0
2020-10-05 12:00:00,2020-10-05 13:00:00,55.5,201.25,0.33,12.75,13.02,61.15,6.5,0.4,43.08,0.15,1.23,,40.33,1.85,252.75,714.83,984.9,,35.45,0.0
2020-10-05 13:00:00,2020-10-05 14:00:00,43.75,191.0,0.3,12.07,12.07,57.58,6.22,0.4,41.73,0.2,1.12,,39.32,1.47,329.03,652.27,984.05,,35.75,0.0
2020-10-05 14:00:00,2020-10-05 15:00:00,37.75,162.0,0.72,11.55,12.25,50.67,5.67,0.4,40.33,0.12,0.88,,38.17,1.4,334.4,527.12,983.32,,35.77,0.0
2020-10-05 15:00:00,2020-10-05 16:00:00,29.5,152.25,0.53,11.1,11.62,49.4,4.72,0.33,33.58,0.1,0.88,,37.75,1.85,351.35,365.0,982.95,,35.62,0.0
2020-10-05 16:00:00,2020-10-05 17:00:00,26.25,168.75,0.88,12.55,13.32,47.62,5.15,0.4,25.43,0.1,1.15,,38.57,1.25,327.23,184.25,982.88,,35.15,0.0
2020-10-05 17:00:00,2020-10-05 18:00:00,31.25,165.75,0.7,16.25,16.93,45.27,5.15,0.45,24.73,0.1,1.05,,41.0,1.0,335.4,24.95,982.98,,33.98,0.0
2020-10-05 18:00:00,2020-10-05 19:00:00,37.5,158.25,0.68,27.38,28.05,43.85,5.3,0.75,18.6,0.23,1.32,,43.7,0.88,338.0,3.33,983.15,,33.2,0.0
2020-10-05 19:00:00,2020-10-05 20:00:00,49.25,194.75,3.92,44.2,48.1,42.27,5.5,1.2,6.1,0.38,1.8,,47.52,0.65,337.22,2.95,983.72,,32.42,0.0
2020-10-05 20:00:00,2020-10-05 21:00:00,64.75,232.75,27.73,50.8,78.57,43.82,7.4,1.68,2.27,0.57,3.52,,51.5,0.62,331.82,2.85,984.4,,31.97,0.0
2020-10-05 21:00:00,2020-10-05 22:00:00,77.25,243.25,35.73,51.17,86.82,47.98,9.28,1.7,2.78,0.62,4.5,,54.95,0.53,315.2,2.85,984.83,,31.62,0.0
2020-10-05 22:00:00,2020-10-05 23:00:00,91.0,252.25,68.93,49.95,118.83,49.92,9.5,1.85,2.05,0.62,4.48,,58.87,0.55,250.22,2.9,984.9,,31.2,0.0
2020-10-05 23:00:00,2020-10-06 00:00:00,93.5,260.5,123.4,46.83,170.38,55.7,9.1,1.88,1.62,0.62,4.6,,63.6,0.35,193.88,3.07,984.9,,30.73,0.0
2020-10-06 00:00:00,2020-10-06 01:00:00,88.25,249.75,82.73,42.83,125.53,52.58,5.07,1.4,1.45,0.6,3.25,,64.4,0.6,232.02,2.98,984.95,,30.78,0.0
2020-10-06 01:00:00,2020-10-06 02:00:00,77.5,204.0,46.12,41.0,87.12,61.27,8.7,1.12,5.15,0.45,2.75,,64.38,0.3,241.82,3.05,984.78,,30.57,0.0
2020-10-06 02:00:00,2020-10-06 03:00:00,82.0,204.5,43.3,36.9,80.0,63.1,6.8,1.0,1.5,0.4,2.17,,68.53,0.33,203.57,3.05,984.5,,30.02,0.0
2020-10-06 03:00:00,2020-10-06 04:00:00,91.75,204.75,46.83,35.08,81.82,56.5,5.15,1.0,1.35,0.4,2.1,,69.53,0.53,228.9,3.0,984.43,,29.98,0.0
2020-10-06 04:00:00,2020-10-06 05:00:00,93.5,202.0,40.42,32.15,72.53,51.75,4.25,0.85,1.35,0.33,1.88,,70.1,0.5,216.65,3.02,984.5,,29.88,0.0
2020-10-06 05:00:00,2020-10-06 06:00:00,90.25,205.75,30.12,30.45,60.55,53.3,4.67,0.7,1.35,0.27,1.47,,69.28,0.75,263.85,2.9,985.08,,29.9,0.0
2020-10-06 06:00:00,2020-10-06 07:00:00,83.5,201.75,22.3,28.0,50.33,58.48,4.78,0.6,1.3,0.2,1.03,,67.38,0.77,262.9,23.12,985.47,,29.95,0.0
2020-10-06 07:00:00,2020-10-06 08:00:00,81.25,190.0,20.77,28.88,49.67,62.9,5.67,0.75,2.2,0.23,0.88,,63.0,0.88,265.45,160.5,986.0,,30.78,0.0
2020-10-06 08:00:00,2020-10-06 09:00:00,92.5,226.75,26.97,38.4,65.38,67.53,7.12,0.95,3.72,0.3,1.12,,56.97,0.9,264.2,345.07,986.45,,32.33,0.0
2020-10-06 09:00:00,2020-10-06 10:00:00,105.25,279.25,8.12,41.5,49.65,72.9,10.93,0.88,17.8,0.32,1.27,,50.92,1.0,287.43,397.43,986.9,,33.45,0.0
2020-10-06 10:00:00,2020-10-06 11:00:00,99.75,283.5,1.07,26.92,28.05,72.4,13.93,0.67,41.32,0.3,1.17,,47.15,1.08,327.2,605.78,986.98,,34.5,0.0
2020-10-06 11:00:00,2020-10-06 12:00:00,86.25,242.0,0.35,18.73,18.85,69.97,13.3,0.5,,0.2,1.12,,43.65,1.4,336.6,709.0,986.62,,35.02,0.0
2020-10-06 12:00:00,2020-10-06 13:00:00,70.75,213.0,0.62,15.52,16.1,66.12,9.95,0.5,,0.2,1.5,,40.12,1.25,318.2,707.92,985.97,,35.65,0.0
2020-10-06 13:00:00,2020-10-06 14:00:00,54.0,184.0,0.25,13.53,13.65,57.07,6.93,0.4,45.67,0.2,1.4,,37.58,1.18,318.33,660.07,985.23,,35.98,0.0
2020-10-06 14:00:00,2020-10-06 15:00:00,42.5,164.0,0.25,12.47,12.75,52.6,5.1,0.4,40.95,0.1,0.95,,37.6,1.48,336.98,533.8,984.47,,36.02,0.0
2020-10-06 15:00:00,2020-10-06 16:00:00,41.75,146.25,,11.97,11.9,49.75,3.25,0.3,34.52,0.1,0.78,,37.02,1.32,327.25,378.5,983.95,,35.88,0.0
2020-10-06 16:00:00,2020-10-06 17:00:00,34.5,139.75,0.63,12.88,13.38,47.55,3.55,0.38,30.45,0.12,1.07,,37.9,1.3,333.12,176.83,983.7,,35.3,0.0
2020-10-06 17:00:00,2020-10-06 18:00:00,34.25,146.75,0.5,18.02,18.5,45.62,4.12,0.55,24.83,0.2,1.15,,41.6,1.05,343.68,23.7,983.48,,34.05,0.0
2020-10-06 18:00:00,2020-10-06 19:00:00,45.75,175.25,2.48,44.6,47.12,47.17,5.45,1.3,8.28,0.38,1.93,,49.75,0.52,348.9,3.2,983.6,,32.8,0.0
2020-10-06 19:00:00,2020-10-06 20:00:00,76.5,264.75,7.52,55.22,62.77,50.52,5.3,1.83,2.8,0.62,3.53,,56.15,0.33,175.82,3.07,984.38,,31.98,0.0
2020-10-06 20:00:00,2020-10-06 21:00:00,99.5,321.0,5.22,51.98,57.15,48.75,6.93,1.87,9.4,0.8,3.55,,58.4,0.38,269.25,3.07,985.17,,31.65,0.0
2020-10-06 21:00:00,2020-10-06 22:00:00,99.75,306.0,3.2,49.1,52.3,50.15,6.85,1.95,6.52,0.7,3.55,,61.3,0.4,188.95,3.17,985.58,,31.2,0.0
2020-10-06 22:00:00,2020-10-06 23:00:00,101.0,291.5,12.35,46.88,59.23,52.92,5.22,2.12,2.38,0.7,5.08,,64.4,0.65,265.45,3.0,985.73,,30.95,0.0
2020-10-06 23:00:00,2020-10-07 00:00:00,114.5,291.75,12.75,42.48,55.23,57.05,6.43,1.6,2.72,0.7,4.22,,62.62,0.75,97.08,3.23,985.92,,30.9,0.0
2020-10-07 00:00:00,2020-10-07 01:00:00,112.25,265.75,14.3,40.95,55.25,54.17,8.12,1.35,2.2,0.6,3.53,,62.12,0.7,241.2,3.15,986.12,,31.0,0.0
2020-10-07 01:00:00,2020-10-07 02:00:00,123.75,273.0,21.7,38.45,60.15,62.78,9.27,1.23,6.9,0.6,3.02,,66.33,0.38,230.35,2.97,986.17,,30.42,0.0
2020-10-07 02:00:00,2020-10-07 03:00:00,144.25,255.75,5.8,31.8,37.6,75.2,17.5,0.9,2.85,0.55,2.5,,67.25,0.65,103.1,3.35,986.05,,30.45,0.0
2020-10-07 03:00:00,2020-10-07 04:00:00,186.25,286.0,3.98,28.05,32.02,69.2,17.65,0.88,4.72,0.58,1.73,,67.6,0.65,178.43,3.18,985.93,,30.43,0.0
2020-10-07 04:00:00,2020-10-07 05:00:00,235.25,321.25,17.32,25.95,43.38,57.17,12.85,0.82,4.68,0.47,1.3,,69.42,0.55,224.07,2.98,986.08,,30.25,0.0
2020-10-07 05:00:00,2020-10-07 06:00:00,169.25,253.0,70.0,28.4,98.4,60.3,11.07,1.07,2.22,0.5,1.9,,71.6,0.47,249.92,2.98,986.62,,30.0,0.0
2020-10-07 06:00:00,2020-10-07 07:00:00,155.0,244.5,94.08,28.85,122.95,64.28,10.78,1.25,2.58,0.5,1.82,,72.67,0.6,264.88,20.9,987.3,,29.97,0.0
2020-10-07 07:00:00,2020-10-07 08:00:00,141.5,250.75,79.67,34.8,114.45,66.88,10.93,1.25,2.67,0.58,2.95,,65.52,0.85,258.72,140.15,988.12,,30.95,0.0
2020-10-07 08:00:00,2020-10-07 09:00:00,129.75,270.75,38.52,44.38,82.97,72.27,11.7,1.1,4.1,0.45,2.33,,58.83,0.98,263.28,304.0,988.77,,32.23,0.0
2020-10-07 09:00:00,2020-10-07 10:00:00,131.75,286.75,13.27,47.77,61.05,75.85,12.38,1.0,11.32,0.38,1.85,,54.65,1.18,252.5,344.27,989.17,,33.12,0.0
2020-10-07 10:00:00,2020-10-07 11:00:00,119.5,288.75,3.23,44.27,47.47,80.22,12.25,0.93,31.3,0.35,1.52,,49.8,0.8,271.35,561.05,989.08,,34.4,0.0
2020-10-07 11:00:00,2020-10-07 12:00:00,108.0,293.75,0.58,25.6,26.2,81.92,15.3,0.75,,0.4,1.43,,44.4,0.95,225.05,635.05,988.67,,35.12,0.0
2020-10-07 12:00:00,2020-10-07 13:00:00,93.25,251.0,0.43,21.7,22.05,73.53,14.38,0.63,,0.38,1.42,,40.85,1.0,320.95,651.7,987.75,,35.8,0.0
2020-10-07 13:00:00,2020-10-07 14:00:00,82.5,226.75,0.62,16.28,16.93,64.05,13.77,0.53,,0.22,1.25,,38.67,1.45,341.4,594.05,986.9,,35.92,0.0
2020-10-07 14:00:00,2020-10-07 15:00:00,70.5,199.5,0.33,14.0,14.35,58.1,10.43,0.4,45.65,0.2,0.98,,37.1,1.35,333.48,479.6,986.22,,35.9,0.0
2020-10-07 15:00:00,2020-10-07 16:00:00,54.0,173.25,0.25,14.68,14.9,54.4,7.62,0.35,40.42,0.2,0.8,,37.17,2.2,265.65,332.78,985.77,,35.7,0.0
2020-10-07 16:00:00,2020-10-07 17:00:00,45.5,166.25,0.65,15.6,16.23,51.17,7.7,0.4,35.83,0.17,0.9,,38.67,1.2,332.77,163.53,985.5,,35.1,0.0
2020-10-07 17:00:00,2020-10-07 18:00:00,48.5,157.0,0.47,20.73,21.2,49.57,,0.57,27.65,0.2,1.3,,42.23,0.93,329.93,24.2,985.28,,34.0,0.0
2020-10-07 18:00:00,2020-10-07 19:00:00,61.25,194.75,1.23,43.85,45.05,48.5,,1.38,11.05,0.38,1.93,,48.38,0.73,337.35,3.1,985.47,,32.9,0.0
2020-10-07 19:00:00,2020-10-07 20:00:00,92.75,279.25,7.72,54.92,62.68,52.58,,1.93,3.02,0.72,3.2,,52.62,0.67,335.58,2.9,986.2,,32.42,0.0
2020-10-07 20:00:00,2020-10-07 21:00:00,111.75,320.0,14.85,51.5,66.35,51.08,,1.82,2.1,0.6,4.88,,53.25,0.8,337.33,2.93,986.92,,32.35,0.0
2020-10-07 21:00:00,2020-10-07 22:00:00,106.5,289.0,21.0,50.0,71.0,49.85,,1.78,1.8,0.5,4.55,,54.6,0.67,335.75,2.92,987.42,,32.0,0.0
2020-10-07 22:00:00,2020-10-07 23:00:00,100.75,261.75,11.15,42.48,53.53,54.5,,1.35,5.0,0.5,3.23,,56.4,1.12,267.23,3.18,987.85,,31.9,0.0
2020-10-07 23:00:00,2020-10-08 00:00:00,95.25,239.0,1.15,27.85,28.95,55.93,,0.85,14.23,0.53,2.25,,57.38,1.25,95.05,3.4,987.88,,31.95,0.0
2020-10-08 00:00:00,2020-10-08 01:00:00,95.75,227.25,0.5,24.8,25.27,59.0,8.33,0.72,13.72,0.57,2.7,,59.63,1.3,261.38,3.15,987.62,,31.75,0.0
2020-10-08 01:00:00,2020-10-08 02:00:00,111.75,227.5,0.35,20.32,20.62,65.38,9.85,0.62,17.7,0.33,3.05,,62.0,0.7,332.8,2.97,987.55,,31.43,0.0
2020-10-08 02:00:00,2020-10-08 03:00:00,104.75,218.0,0.2,18.7,18.9,65.0,9.2,0.5,14.73,0.3,2.83,,62.62,0.95,259.6,3.05,987.15,,31.25,0.0
2020-10-08 03:00:00,2020-10-08 04:00:00,95.25,193.25,1.05,24.85,25.93,58.47,7.77,0.5,7.18,0.3,2.97,,64.97,0.55,315.1,2.9,986.67,,30.88,0.0
2020-10-08 04:00:00,2020-10-08 05:00:00,90.75,185.0,1.48,24.83,26.33,52.82,7.92,0.43,7.78,0.27,2.52,,64.97,0.7,245.9,3.02,986.73,,30.73,0.0
2020-10-08 05:00:00,2020-10-08 06:00:00,80.5,172.25,15.2,29.0,44.08,56.03,7.47,0.6,4.08,0.25,3.45,,67.55,0.47,250.85,3.0,987.23,,30.4,0.0
2020-10-08 06:00:00,2020-10-08 07:00:00,98.5,190.0,29.38,29.88,59.2,59.33,7.32,0.7,2.78,0.35,2.75,,70.22,0.55,269.43,16.3,987.73,,30.18,0.0
2020-10-08 07:00:00,2020-10-08 08:00:00,105.25,202.25,42.0,28.52,70.57,63.2,9.65,0.83,2.27,0.33,1.88,,66.0,0.78,248.1,143.85,988.25,,30.88,0.0
2020-10-08 08:00:00,2020-10-08 09:00:00,114.5,228.25,37.95,38.0,75.92,67.92,9.9,0.9,3.2,0.3,1.38,,60.57,0.92,259.7,308.7,988.85,,32.2,0.0
2020-10-08 09:00:00,2020-10-08 10:00:00,122.75,260.75,16.75,51.03,67.78,72.42,10.1,1.07,9.05,0.32,1.27,,54.42,0.73,275.75,324.02,989.45,,33.6,0.0
2020-10-08 10:00:00,2020-10-08 11:00:00,125.0,296.0,4.6,51.93,56.52,79.83,11.5,1.1,31.1,0.43,1.57,,50.5,0.72,284.05,529.98,989.5,,34.55,0.0
2020-10-08 11:00:00,2020-10-08 12:00:00,123.25,298.75,1.05,25.23,26.3,73.95,14.75,0.85,,0.38,1.25,,45.43,0.98,323.9,619.17,988.95,,35.2,0.0
2020-10-08 12:00:00,2020-10-08 13:00:00,111.25,270.0,0.7,19.62,19.95,71.12,17.3,0.6,,0.3,1.08,,41.92,1.25,249.48,621.67,988.25,,35.55,0.0
2020-10-08 13:00:00,2020-10-08 14:00:00,87.75,228.25,0.38,15.47,15.82,62.05,12.82,0.53,,0.2,1.33,,39.98,1.3,332.38,532.23,987.4,,35.65,0.0
2020-10-08 14:00:00,2020-10-08 15:00:00,74.5,190.75,0.2,12.65,12.72,57.27,9.4,0.45,,0.2,1.05,,39.17,1.4,351.32,452.9,986.55,,35.77,0.0
2020-10-08 15:00:00,2020-10-08 16:00:00,62.75,181.75,0.3,12.28,12.4,54.6,8.62,0.4,,0.15,0.78,,39.47,1.57,254.45,306.92,985.93,,35.55,0.0
2020-10-08 16:00:00,2020-10-08 17:00:00,59.0,176.75,0.43,14.5,14.85,53.05,8.35,0.47,46.17,0.2,0.95,,41.3,1.5,349.1,135.97,985.75,,34.9,0.0
2020-10-08 17:00:00,2020-10-08 18:00:00,63.75,190.75,0.23,20.98,21.2,51.42,10.32,0.78,39.97,0.25,1.53,,46.55,0.82,335.85,22.2,985.57,,33.9,0.0
2020-10-08 18:00:00,2020-10-08 19:00:00,82.25,228.0,1.45,45.75,47.12,51.5,8.7,1.27,11.85,0.35,1.92,,48.8,0.77,330.73,3.0,985.75,,33.25,0.0
2020-10-08 19:00:00,2020-10-08 20:00:00,90.75,258.75,4.53,49.58,54.1,49.67,8.08,1.28,5.07,0.53,2.73,,49.05,0.88,340.53,2.9,986.27,,32.92,0.0
2020-10-08 20:00:00,2020-10-08 21:00:00,78.75,249.75,3.98,43.1,47.1,49.1,7.05,1.12,5.3,0.35,3.48,,51.15,0.85,340.7,2.88,986.73,,32.62,0.0
2020-10-08 21:00:00,2020-10-08 22:00:00,80.25,242.0,3.35,40.7,44.05,48.2,6.55,1.08,4.27,0.3,3.77,,53.58,0.73,340.35,2.85,987.05,,32.17,0.0
2020-10-08 22:00:00,2020-10-08 23:00:00,81.0,239.5,5.7,42.7,48.38,48.95,6.7,1.08,2.42,0.3,4.22,,55.62,0.77,336.92,2.83,987.1,,31.88,0.0
2020-10-08 23:00:00,2020-10-09 00:00:00,91.75,239.5,5.8,39.97,45.72,51.08,6.77,0.9,2.93,0.3,3.8,,57.95,0.7,330.27,2.85,986.95,,31.62,0.0
2020-10-09 00:00:00,2020-10-09 01:00:00,97.0,228.75,7.17,36.78,43.82,52.17,7.15,0.73,3.22,0.3,2.67,,61.88,0.53,318.05,2.8,986.95,,31.17,0.0
2020-10-09 01:00:00,2020-10-09 02:00:00,99.0,210.0,20.88,35.88,56.75,59.4,7.85,0.78,6.5,0.3,2.35,,63.28,0.62,255.65,2.88,987.02,,31.0,0.0
2020-10-09 02:00:00,2020-10-09 03:00:00,102.75,204.5,24.3,34.6,59.0,62.6,8.0,0.6,1.9,0.25,2.27,,66.4,0.43,263.12,2.83,987.18,,30.5,0.0
2020-10-09 03:00:00,2020-10-09 04:00:00,93.0,182.75,20.92,33.25,54.18,55.48,7.15,0.6,1.98,0.32,2.23,,67.88,0.55,251.57,2.88,987.17,,30.37,0.0
2020-10-09 04:00:00,2020-10-09 05:00:00,83.75,170.25,31.02,30.75,61.75,49.92,7.08,0.6,1.6,0.4,2.3,,69.02,0.42,273.3,2.9,987.47,,30.23,0.0
2020-10-09 05:00:00,2020-10-09 06:00:00,86.5,183.25,38.77,30.13,69.3,51.83,6.77,0.62,1.5,0.4,2.5,,71.07,0.38,261.15,2.93,987.88,,30.08,0.0
2020-10-09 06:00:00,2020-10-09 07:00:00,99.25,195.75,37.3,26.62,63.92,57.5,6.75,0.6,1.22,0.33,1.97,,70.62,0.43,258.73,18.15,988.33,,29.95,0.0
2020-10-09 07:00:00,2020-10-09 08:00:00,104.5,207.25,29.72,28.58,58.25,60.5,8.08,0.65,1.73,0.28,1.3,,64.15,0.77,269.25,117.92,988.9,,30.82,0.0
2020-10-09 08:00:00,2020-10-09 09:00:00,103.5,229.75,40.92,39.3,80.15,64.25,8.95,0.95,2.1,0.3,1.3,,59.42,0.9,254.92,233.25,989.65,,31.95,0.0
2020-10-09 09:00:00,2020-10-09 10:00:00,116.25,273.75,36.98,49.67,86.62,72.12,9.68,1.08,5.62,0.4,1.55,,55.9,0.62,270.38,266.7,990.07,,33.0,0.0
2020-10-09 10:00:00,2020-10-09 11:00:00,124.5,297.75,3.2,41.88,45.08,74.6,14.6,1.0,31.27,0.4,1.68,,49.78,0.57,164.78,488.35,989.98,,34.2,0.0
2020-10-09 11:00:00,2020-10-09 12:00:00,132.75,328.25,0.93,37.85,38.8,80.38,18.15,1.15,,0.53,2.08,,46.75,0.42,257.7,534.8,989.53,,35.05,0.0
2020-10-09 12:00:00,2020-10-09 13:00:00,139.25,347.25,0.43,28.42,28.63,77.9,18.05,0.9,,0.6,1.98,,43.75,0.75,239.33,572.45,988.7,,35.5,0.0
2020-10-09 13:00:00,2020-10-09 14:00:00,110.5,274.75,0.55,14.12,14.2,66.28,10.7,0.4,,0.3,0.93,,38.65,1.02,306.95,579.23,987.6,,35.67,0.0
2020-10-09 14:00:00,2020-10-09 15:00:00,62.75,159.0,0.45,11.0,11.12,58.25,8.12,0.23,46.6,0.1,0.5,,36.18,1.38,171.63,422.5,986.75,,35.7,0.0
2020-10-09 15:00:00,2020-10-09 16:00:00,53.5,156.5,0.47,13.43,13.73,57.73,8.35,0.4,,0.15,1.12,,40.05,0.97,334.7,256.8,986.03,,35.42,0.0
2020-10-09 16:00:00,2020-10-09 17:00:00,63.75,182.5,0.7,15.48,16.15,55.3,8.45,0.43,49.3,0.23,1.12,,41.62,1.0,338.75,122.72,985.5,,34.75,0.0
2020-10-09 17:00:00,2020-10-09 18:00:00,63.75,182.75,0.43,22.3,22.73,50.25,9.88,0.68,39.75,0.35,1.27,,44.82,0.8,332.65,21.97,985.33,,33.75,0.0
2020-10-09 18:00:00,2020-10-09 19:00:00,71.75,214.75,3.82,54.55,58.35,49.5,7.92,1.43,8.35,0.53,2.08,,48.07,0.75,328.07,2.9,985.45,,32.95,0.0
2020-10-09 19:00:00,2020-10-09 20:00:00,90.75,249.75,25.62,62.95,88.6,51.83,8.07,1.8,2.15,0.7,3.7,,51.03,0.73,325.75,2.88,986.02,,32.73,0.0
2020-10-09 20:00:00,2020-10-09 21:00:00,97.5,278.25,19.7,60.55,80.3,52.78,8.88,1.6,3.4,0.65,4.4,,53.27,0.85,338.08,2.88,986.52,,32.52,0.0
