From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ng/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2018-02-01 10:00:00,2018-02-01 11:00:00,173.0,422.0,29.02,52.74,79.78,95.1,21.1,1.46,,,,,34.4,0.36,256.2,481.6,991.4,0.0,24.24,
2018-02-01 11:00:00,2018-02-01 12:00:00,177.58,452.25,13.97,38.86,50.82,90.4,19.73,1.12,,,,,28.75,0.49,239.58,561.33,991.0,0.0,26.1,
2018-02-01 12:00:00,2018-02-01 13:00:00,143.17,337.67,6.43,26.02,30.46,83.75,8.85,0.96,,,,,25.83,0.51,264.5,608.0,989.83,0.0,27.8,
2018-02-01 13:00:00,2018-02-01 14:00:00,110.67,290.33,3.82,20.57,22.38,82.23,7.03,0.82,,,,,26.17,0.58,270.67,588.83,988.75,0.0,28.11,
2018-02-01 14:00:00,2018-02-01 15:00:00,105.25,288.83,3.4,20.49,21.9,81.94,8.91,0.67,,,,,25.58,0.63,245.5,519.33,987.83,0.0,28.26,
2018-02-01 15:00:00,2018-02-01 16:00:00,103.17,269.75,6.77,24.43,34.84,67.57,6.93,0.55,,,,,27.5,0.51,245.83,350.08,987.0,0.0,27.87,
2018-02-01 16:00:00,2018-02-01 17:00:00,95.67,261.58,3.38,26.97,28.31,78.07,7.63,0.69,,,,,34.0,0.33,269.25,104.83,987.0,0.0,25.43,
2018-02-01 17:00:00,2018-02-01 18:00:00,99.58,267.42,8.07,51.49,57.69,81.37,9.23,1.38,,,,,46.17,0.32,290.17,32.67,987.0,0.0,22.48,
2018-02-01 18:00:00,2018-02-01 19:00:00,124.75,335.83,64.69,97.02,129.73,80.97,10.41,3.72,,,,,58.5,0.21,296.75,3.17,987.0,0.0,19.53,
2018-02-01 19:00:00,2018-02-01 20:00:00,246.17,628.0,75.73,189.82,119.54,12.26,3.48,5.55,,,,,67.42,0.1,204.75,4.75,987.5,0.0,18.19,
2018-02-01 20:00:00,2018-02-01 21:00:00,297.33,753.92,60.68,193.56,122.98,9.14,2.58,5.37,,,,,77.08,0.12,205.42,5.0,988.0,0.0,16.78,
2018-02-01 21:00:00,2018-02-01 22:00:00,288.27,688.75,53.54,192.22,121.23,8.17,2.15,4.23,,,,,83.75,0.11,199.58,5.42,988.0,0.0,15.94,
2018-02-01 22:00:00,2018-02-01 23:00:00,210.92,507.83,47.64,191.13,122.52,8.39,1.92,4.45,,,,,88.75,0.15,247.17,4.67,988.0,0.0,15.38,
2018-02-01 23:00:00,2018-02-02 00:00:00,206.75,510.33,53.71,175.03,113.22,6.53,3.87,3.48,,,,,92.92,0.13,255.0,4.75,988.0,0.0,14.71,
2018-02-02 00:00:00,2018-02-02 01:00:00,187.75,444.17,36.38,159.54,118.31,6.77,1.37,3.09,,,,,94.5,0.17,225.42,4.67,987.92,0.0,14.33,
2018-02-02 01:00:00,2018-02-02 02:00:00,165.09,379.33,30.6,158.15,15.78,8.66,1.31,0.29,,,,,95.58,0.13,235.25,3.67,987.0,0.0,13.92,
2018-02-02 02:00:00,2018-02-02 03:00:00,138.25,332.75,57.89,52.14,92.53,89.43,4.79,1.57,,,,,94.5,0.17,261.17,3.75,986.92,0.0,13.57,
2018-02-02 03:00:00,2018-02-02 04:00:00,105.75,250.17,37.43,77.46,106.12,21.66,1.49,1.12,,,,,93.83,0.15,235.08,3.33,986.25,0.0,13.51,
2018-02-02 04:00:00,2018-02-02 05:00:00,102.08,240.25,77.65,50.83,106.53,77.09,4.57,1.39,,,,,95.17,0.18,224.25,3.5,986.0,0.0,13.37,
2018-02-02 05:00:00,2018-02-02 06:00:00,107.5,295.92,73.86,52.74,111.08,83.1,4.37,1.69,,,,,96.67,0.17,252.0,2.33,986.0,0.0,13.1,
2018-02-02 06:00:00,2018-02-02 07:00:00,136.42,330.33,42.3,24.34,64.64,112.48,5.46,1.07,,,,,97.25,0.25,303.58,1.25,986.67,0.0,12.78,
2018-02-02 07:00:00,2018-02-02 08:00:00,125.25,300.92,59.1,27.81,84.83,117.92,5.65,1.76,,,,,95.25,0.22,260.25,21.5,987.08,0.0,13.21,
2018-02-02 08:00:00,2018-02-02 09:00:00,174.42,428.17,45.79,137.42,111.39,38.85,3.17,2.12,,,,,81.25,0.28,227.42,116.83,987.83,0.0,15.97,
2018-02-02 09:00:00,2018-02-02 10:00:00,205.58,517.92,55.78,72.93,106.57,96.1,11.9,1.73,,,,,67.0,0.45,239.5,231.67,988.0,0.0,18.77,
2018-02-02 10:00:00,2018-02-02 11:00:00,195.17,510.33,22.38,39.62,60.02,121.39,16.7,1.3,,,,,56.83,0.56,249.83,427.08,988.5,0.0,21.12,
2018-02-02 11:00:00,2018-02-02 12:00:00,173.83,450.33,11.94,36.82,51.58,107.53,15.27,1.11,,,,,45.92,0.52,232.42,559.67,988.0,0.0,23.8,
2018-02-02 12:00:00,2018-02-02 13:00:00,162.83,416.58,7.16,27.99,33.12,109.72,13.68,0.91,,,,,35.83,0.54,275.08,634.42,986.92,0.0,26.32,
2018-02-02 13:00:00,2018-02-02 14:00:00,142.75,307.67,4.06,22.11,24.16,101.22,5.81,0.69,,,,,30.83,0.49,256.08,598.83,986.0,0.0,27.16,
2018-02-02 14:00:00,2018-02-02 15:00:00,119.92,259.5,3.32,17.21,18.48,96.04,6.33,0.58,,,,,30.25,0.52,257.67,514.75,985.25,0.0,27.33,
2018-02-02 15:00:00,2018-02-02 16:00:00,94.17,239.5,5.12,19.42,27.0,87.04,6.7,0.81,,,,,33.5,0.54,260.58,350.33,985.0,0.0,26.28,
2018-02-02 16:00:00,2018-02-02 17:00:00,99.33,263.67,3.42,21.03,22.45,93.28,6.77,0.77,,,,,39.75,0.43,260.58,106.0,985.0,0.0,24.22,
2018-02-02 17:00:00,2018-02-02 18:00:00,97.25,257.75,4.33,38.47,40.83,90.11,6.62,1.06,,,,,47.25,0.33,271.17,36.5,985.08,0.0,21.88,
2018-02-02 18:00:00,2018-02-02 19:00:00,104.33,287.25,19.81,53.32,71.13,92.81,7.06,1.97,,,,,57.25,0.26,275.25,3.75,986.0,0.0,19.13,
2018-02-02 19:00:00,2018-02-02 20:00:00,153.58,417.42,45.57,52.7,96.25,98.79,5.84,2.06,,,,,62.58,0.33,277.5,3.75,986.58,0.0,17.47,
2018-02-02 20:00:00,2018-02-02 21:00:00,144.25,344.67,64.59,49.45,112.07,98.53,7.08,2.39,,,,,68.58,0.22,281.92,4.33,987.58,0.0,16.47,
2018-02-02 21:00:00,2018-02-02 22:00:00,161.33,397.5,59.62,45.8,103.42,101.14,7.66,1.78,,,,,70.58,0.28,277.92,5.0,988.08,0.0,15.97,
2018-02-02 22:00:00,2018-02-02 23:00:00,153.83,342.5,40.21,42.38,80.58,102.43,7.79,1.36,,,,,73.25,0.23,252.33,5.0,988.17,0.0,14.95,
2018-02-02 23:00:00,2018-02-03 00:00:00,140.27,311.55,33.87,45.85,75.73,91.52,7.24,1.1,,,,,72.42,0.26,225.75,4.75,988.42,0.0,14.57,
2018-02-03 00:00:00,2018-02-03 01:00:00,116.0,259.0,16.38,37.74,52.09,91.78,6.69,0.93,,,,,74.17,0.17,193.5,5.17,988.67,0.0,14.22,
2018-02-03 01:00:00,2018-02-03 02:00:00,92.0,222.0,38.13,77.64,95.81,21.22,1.06,0.9,,,,,74.5,0.21,282.67,3.5,988.0,0.0,14.24,
2018-02-03 02:00:00,2018-02-03 03:00:00,92.0,207.0,33.7,32.2,18.46,12.83,2.18,2.99,,,,,69.58,0.34,276.92,3.17,988.0,0.0,14.4,
2018-02-03 03:00:00,2018-02-03 04:00:00,90.0,195.0,14.18,35.53,49.63,77.74,6.97,0.5,,,,,77.42,0.14,225.08,4.42,988.0,0.0,13.22,
2018-02-03 04:00:00,2018-02-03 05:00:00,86.0,163.0,9.42,32.92,51.7,69.17,4.7,0.62,,,,,82.42,0.2,219.75,4.5,988.08,0.0,12.61,
2018-02-03 05:00:00,2018-02-03 06:00:00,105.0,177.0,47.66,122.37,107.84,29.47,2.04,2.39,,,,,88.92,0.15,240.83,4.17,988.17,0.0,11.97,
2018-02-03 06:00:00,2018-02-03 07:00:00,340.0,423.0,65.27,83.1,116.18,65.12,3.93,2.06,,,,,93.83,0.18,250.0,3.5,989.0,0.0,11.47,
2018-02-03 07:00:00,2018-02-03 08:00:00,284.0,337.0,36.96,165.62,123.55,6.08,1.37,2.88,,,,,92.67,0.19,282.08,22.5,989.83,0.0,11.84,
2018-02-03 08:00:00,2018-02-03 09:00:00,449.0,527.0,42.58,121.47,101.54,54.69,6.54,1.89,,,,,69.92,0.18,211.42,118.33,991.0,0.0,15.71,
2018-02-03 09:00:00,2018-02-03 10:00:00,255.0,464.0,32.65,45.09,75.52,104.62,18.08,1.26,,,,,52.75,0.39,261.75,245.17,991.0,0.0,19.03,
2018-02-03 10:00:00,2018-02-03 11:00:00,251.0,396.0,14.9,38.29,51.16,105.27,13.57,1.13,,,,,40.08,0.53,268.92,449.58,991.0,0.0,21.83,
2018-02-03 11:00:00,2018-02-03 12:00:00,224.0,359.0,5.98,25.85,29.82,99.08,12.51,0.85,,,,,29.5,0.65,286.42,548.58,991.0,0.0,23.92,
2018-02-03 12:00:00,2018-02-03 13:00:00,171.0,301.0,4.22,18.55,20.74,83.07,9.46,0.57,,,,,24.25,0.74,285.17,646.5,990.33,0.0,25.17,
2018-02-03 13:00:00,2018-02-03 14:00:00,105.0,205.0,3.73,14.57,16.3,76.99,5.18,0.38,,,,,23.17,0.63,278.33,649.58,989.25,0.0,25.63,
2018-02-03 14:00:00,2018-02-03 15:00:00,80.0,189.0,7.65,36.03,24.48,25.43,3.03,0.15,,,,,20.92,0.63,268.83,572.17,989.0,0.0,25.34,
2018-02-03 15:00:00,2018-02-03 16:00:00,57.0,152.0,9.25,25.55,43.16,15.17,1.67,0.14,,,,,22.0,0.63,267.33,425.58,988.25,0.0,24.76,
2018-02-03 16:00:00,2018-02-03 17:00:00,51.0,157.0,3.1,14.2,15.32,66.95,6.53,0.07,,,,,27.42,0.48,269.08,90.58,988.17,0.0,22.38,
2018-02-03 17:00:00,2018-02-03 18:00:00,59.0,171.0,3.49,24.31,25.78,66.46,6.93,0.28,,,,,30.5,0.47,272.0,33.17,989.0,0.0,20.0,
2018-02-03 18:00:00,2018-02-03 19:00:00,72.0,201.0,6.67,44.95,49.61,76.35,7.2,1.27,,,,,44.75,0.4,279.33,4.42,989.0,0.0,17.08,
2018-02-03 19:00:00,2018-02-03 20:00:00,177.0,327.0,23.38,55.42,76.78,80.82,3.97,1.79,,,,,52.75,0.34,284.25,4.17,989.58,0.0,15.42,
2018-02-03 20:00:00,2018-02-03 21:00:00,161.0,334.0,40.98,50.44,89.46,83.86,7.4,2.04,,,,,63.08,0.27,285.83,3.5,990.0,0.0,14.13,
2018-02-03 21:00:00,2018-02-03 22:00:00,128.0,309.0,48.9,50.01,96.84,88.88,7.73,1.74,,,,,67.42,0.34,297.5,4.42,990.25,0.0,13.59,
2018-02-03 22:00:00,2018-02-03 23:00:00,149.0,307.0,49.12,49.94,96.94,94.25,7.9,1.77,,,,,68.75,0.31,280.75,4.42,991.0,0.0,13.63,
2018-02-03 23:00:00,2018-02-04 00:00:00,146.0,288.0,45.56,47.67,91.23,96.02,8.2,1.74,,,,,73.17,0.3,283.92,3.92,990.42,0.0,13.17,
2018-02-04 00:00:00,2018-02-04 01:00:00,150.0,315.0,30.73,45.1,73.8,96.1,8.33,1.4,,,,,74.17,0.37,283.08,3.83,990.0,0.0,12.77,
2018-02-04 01:00:00,2018-02-04 02:00:00,147.0,269.0,22.27,43.75,66.15,57.95,3.72,0.81,,,,,75.25,0.33,278.0,3.0,990.0,0.0,12.33,
2018-02-04 02:00:00,2018-02-04 03:00:00,119.0,228.0,12.8,27.15,7.65,9.19,0.87,0.07,,,,,75.5,0.37,272.83,2.75,989.92,0.0,12.27,
2018-02-04 03:00:00,2018-02-04 04:00:00,102.0,191.0,3.0,26.55,27.55,80.59,6.68,0.5,,,,,78.83,0.29,274.75,3.08,989.08,0.0,11.63,
2018-02-04 04:00:00,2018-02-04 05:00:00,88.0,180.0,2.98,22.54,23.48,83.71,7.14,0.45,,,,,79.5,0.38,273.08,2.83,989.0,0.0,11.65,
2018-02-04 05:00:00,2018-02-04 06:00:00,95.0,196.0,4.21,22.3,24.5,85.92,7.16,0.64,,,,,79.75,0.28,271.5,2.75,989.25,0.0,11.47,
2018-02-04 06:00:00,2018-02-04 07:00:00,103.0,215.0,13.95,34.4,49.58,79.14,6.53,0.85,,,,,81.08,0.25,265.5,2.5,990.0,0.0,11.03,
2018-02-04 07:00:00,2018-02-04 08:00:00,112.0,235.0,15.68,29.19,42.87,96.75,7.1,0.97,,,,,82.17,0.35,274.58,23.42,990.5,0.0,10.73,
2018-02-04 08:00:00,2018-02-04 09:00:00,173.0,366.0,15.23,27.94,41.08,102.2,13.27,1.18,,,,,70.08,0.41,272.67,120.25,991.0,0.0,13.16,
2018-02-04 09:00:00,2018-02-04 10:00:00,188.0,396.0,11.38,26.14,43.33,80.57,10.47,1.03,,,,,55.83,0.48,265.67,255.75,991.75,0.0,16.57,
2018-02-04 10:00:00,2018-02-04 11:00:00,157.0,357.0,6.28,20.98,25.28,88.05,11.81,0.89,,,,,42.75,0.6,262.5,485.17,992.0,0.0,19.95,
2018-02-04 11:00:00,2018-02-04 12:00:00,133.0,290.0,5.99,22.49,26.45,81.33,11.97,0.93,,,,,32.58,0.75,273.58,629.75,991.0,0.0,22.51,
2018-02-04 12:00:00,2018-02-04 13:00:00,103.0,255.0,4.09,14.39,16.46,78.08,8.0,0.63,,,,,28.25,0.77,276.33,690.42,990.5,0.0,23.77,
2018-02-04 13:00:00,2018-02-04 14:00:00,88.0,210.0,3.37,11.42,12.77,72.82,6.37,0.43,,,,,24.67,0.77,275.67,666.17,989.83,0.0,24.58,
2018-02-04 14:00:00,2018-02-04 15:00:00,69.0,179.0,2.78,10.62,11.38,67.23,6.27,0.29,,,,,21.67,0.71,265.75,594.0,989.0,0.0,24.73,
2018-02-04 15:00:00,2018-02-04 16:00:00,57.0,152.0,2.97,10.71,55.8,15.68,1.13,0.28,,,,,22.92,0.63,265.42,437.67,988.83,0.0,23.93,
2018-02-04 16:00:00,2018-02-04 17:00:00,67.0,164.0,3.79,15.13,25.37,53.99,5.32,0.49,,,,,26.42,0.72,273.58,81.83,988.25,0.0,21.69,
2018-02-04 17:00:00,2018-02-04 18:00:00,69.0,191.0,5.13,26.39,29.63,66.04,6.87,1.03,,,,,33.58,0.49,272.33,32.58,988.08,0.0,19.59,
2018-02-04 18:00:00,2018-02-04 19:00:00,99.0,262.0,11.27,46.27,55.58,74.82,7.18,1.7,,,,,44.08,0.25,277.75,4.58,988.92,0.0,16.67,
2018-02-04 19:00:00,2018-02-04 20:00:00,130.0,317.0,31.04,56.74,85.72,79.51,7.28,2.7,,,,,50.75,0.14,259.17,5.42,989.5,0.0,15.4,
2018-02-04 20:00:00,2018-02-04 21:00:00,177.0,388.0,71.04,53.07,122.22,89.14,7.85,3.13,,,,,58.0,0.14,269.0,5.67,990.0,0.0,14.45,
2018-02-04 21:00:00,2018-02-04 22:00:00,166.0,379.0,75.43,51.67,125.08,95.44,8.09,3.05,,,,,66.08,0.22,298.33,5.33,990.0,0.0,13.34,
2018-02-04 22:00:00,2018-02-04 23:00:00,190.0,398.0,66.71,47.18,111.89,93.94,8.26,2.43,9.15,0.55,3.61,,66.83,0.31,297.75,4.58,990.0,0.0,12.85,
2018-02-04 23:00:00,2018-02-05 00:00:00,157.0,332.0,70.97,48.57,112.63,84.17,7.28,1.91,15.32,0.77,3.37,,72.25,0.2,280.83,5.0,990.25,0.0,11.68,
2018-02-05 00:00:00,2018-02-05 01:00:00,130.0,284.0,53.81,39.49,91.25,89.77,7.19,1.75,9.71,0.77,3.41,,73.0,0.17,231.75,5.0,990.33,0.0,11.11,
2018-02-05 01:00:00,2018-02-05 02:00:00,130.0,265.0,38.77,79.93,89.42,20.47,1.29,1.43,47.09,2.94,0.69,,75.33,0.13,206.42,4.42,990.58,0.0,10.73,
2018-02-05 02:00:00,2018-02-05 03:00:00,119.0,252.0,29.45,28.4,36.9,12.07,3.22,0.47,9.72,0.31,2.95,,73.67,0.25,311.75,3.25,990.17,0.0,10.44,
2018-02-05 03:00:00,2018-02-05 04:00:00,122.0,250.0,21.43,34.08,53.47,84.22,9.09,0.9,9.98,0.5,2.23,,75.0,0.22,272.67,4.08,990.42,0.0,9.94,
2018-02-05 04:00:00,2018-02-05 05:00:00,138.0,256.0,38.47,36.78,72.54,81.11,6.81,1.22,10.55,0.63,1.92,,74.5,0.23,282.75,4.0,990.92,0.0,10.22,
2018-02-05 05:00:00,2018-02-05 06:00:00,122.0,255.0,53.21,36.16,87.44,93.62,8.28,1.73,10.19,0.66,2.28,,78.42,0.29,280.0,3.0,990.83,0.0,9.82,
2018-02-05 06:00:00,2018-02-05 07:00:00,155.0,310.0,72.23,34.52,104.73,105.11,12.54,1.84,10.33,0.57,2.06,,80.0,0.28,210.42,3.75,991.83,0.0,9.79,
2018-02-05 07:00:00,2018-02-05 08:00:00,202.0,406.0,83.5,62.07,91.17,79.23,13.98,1.8,15.29,0.86,1.5,,76.5,0.21,213.25,32.5,992.92,0.0,10.23,
2018-02-05 08:00:00,2018-02-05 09:00:00,269.0,531.0,59.19,72.88,100.56,74.78,13.18,2.2,10.95,0.84,1.64,,62.67,0.24,276.58,125.83,993.83,0.0,13.23,
2018-02-05 09:00:00,2018-02-05 10:00:00,261.0,544.0,42.98,44.87,85.82,93.96,18.47,1.58,16.52,0.5,1.99,,45.58,0.39,262.0,260.08,994.08,0.0,16.65,
2018-02-05 10:00:00,2018-02-05 11:00:00,199.0,429.0,19.76,46.82,64.56,82.87,13.98,1.31,40.12,0.41,2.03,,35.92,0.37,248.0,387.67,994.67,0.0,19.21,
2018-02-05 11:00:00,2018-02-05 12:00:00,169.0,388.0,10.38,34.11,45.88,70.24,10.83,0.94,98.86,0.54,1.89,,26.25,0.39,268.83,537.25,994.08,0.0,22.11,
2018-02-05 12:00:00,2018-02-05 13:00:00,124.0,278.0,6.24,25.88,30.12,66.04,9.52,0.74,153.73,0.43,2.04,,19.17,0.73,284.92,532.0,993.0,0.0,23.47,
2018-02-05 13:00:00,2018-02-05 14:00:00,88.0,226.0,5.69,22.29,28.36,62.61,7.39,0.71,165.13,1.01,1.75,,20.58,0.66,285.58,362.58,992.58,0.0,22.88,
2018-02-05 14:00:00,2018-02-05 15:00:00,91.0,221.0,3.53,18.98,20.5,61.81,7.75,0.47,155.17,0.24,2.58,,21.83,0.38,265.58,223.0,992.0,0.0,21.8,
2018-02-05 15:00:00,2018-02-05 16:00:00,80.0,174.0,3.31,20.41,21.69,56.82,7.69,0.46,142.21,0.22,2.14,,24.17,0.43,266.42,208.5,991.58,0.0,21.1,
2018-02-05 16:00:00,2018-02-05 17:00:00,90.0,169.0,3.82,20.11,21.92,51.98,6.62,0.49,133.93,0.3,2.43,,21.92,0.48,270.75,139.75,991.0,0.0,20.38,
2018-02-05 17:00:00,2018-02-05 18:00:00,59.0,136.0,4.22,32.16,34.36,59.13,8.03,0.81,89.03,0.28,2.01,,32.67,0.32,271.58,42.92,991.58,0.0,18.28,
2018-02-05 18:00:00,2018-02-05 19:00:00,118.0,222.0,16.38,53.41,67.79,71.93,10.01,1.76,27.53,0.43,2.4,,40.92,0.27,259.92,5.17,991.42,0.0,15.9,
2018-02-05 19:00:00,2018-02-05 20:00:00,174.0,323.0,48.87,56.37,103.29,79.73,8.65,2.78,10.64,1.24,2.74,,47.5,0.22,210.0,4.67,991.75,0.0,15.29,
2018-02-05 20:00:00,2018-02-05 21:00:00,173.0,381.0,77.58,52.28,127.82,82.79,8.32,2.93,9.48,0.75,4.87,,52.42,0.26,257.33,4.42,992.08,0.0,15.03,
2018-02-05 21:00:00,2018-02-05 22:00:00,160.0,334.0,82.19,53.54,133.76,85.43,6.64,2.78,9.18,2.16,4.55,,55.08,0.17,252.83,5.08,993.25,0.0,15.06,
2018-02-05 22:00:00,2018-02-05 23:00:00,161.0,337.0,81.12,52.22,128.3,82.17,6.92,2.98,9.33,2.83,6.06,,60.67,0.15,252.33,4.75,993.75,0.0,14.5,
2018-02-05 23:00:00,2018-02-06 00:00:00,184.0,365.0,81.75,49.8,120.65,73.0,8.97,2.57,9.23,2.58,5.81,,60.92,0.28,270.42,4.33,993.67,0.0,14.33,
2018-02-06 00:00:00,2018-02-06 01:00:00,185.0,357.0,70.9,51.29,115.04,85.39,10.24,2.06,15.04,1.19,5.97,,66.92,0.21,264.08,4.67,993.0,0.0,13.6,
2018-02-06 01:00:00,2018-02-06 02:00:00,212.0,359.0,44.62,140.58,96.08,9.85,1.5,1.98,61.2,5.19,0.6,,65.58,0.23,167.67,5.25,993.17,0.0,14.21,
2018-02-06 02:00:00,2018-02-06 03:00:00,265.0,355.0,64.15,60.2,25.58,6.57,3.68,2.54,8.59,0.52,4.7,,68.25,0.28,280.25,3.75,992.42,0.0,14.03,
2018-02-06 03:00:00,2018-02-06 04:00:00,259.0,332.0,83.95,42.8,124.7,87.27,9.68,1.73,8.21,0.56,4.34,,68.25,0.35,270.58,4.5,991.83,0.0,13.98,
2018-02-06 04:00:00,2018-02-06 05:00:00,239.0,298.0,32.99,38.73,71.53,90.58,10.93,1.12,8.97,0.84,3.65,,69.17,0.31,271.0,4.5,991.83,0.0,13.87,
2018-02-06 05:00:00,2018-02-06 06:00:00,267.0,299.0,9.92,32.41,45.58,87.78,11.23,1.02,11.63,0.73,2.78,,70.83,0.26,274.17,4.33,992.0,0.0,13.29,
2018-02-06 06:00:00,2018-02-06 07:00:00,272.0,288.0,10.38,33.61,50.52,78.08,8.52,1.05,9.94,0.79,2.04,,71.83,0.26,279.92,3.92,992.0,0.0,12.8,
2018-02-06 07:00:00,2018-02-06 08:00:00,260.0,278.0,38.47,37.4,73.88,94.76,8.52,1.47,9.07,0.78,2.02,,68.25,0.28,270.17,24.75,992.5,0.0,13.14,
2018-02-06 08:00:00,2018-02-06 09:00:00,315.0,354.36,50.92,42.55,91.48,90.38,12.25,1.77,10.72,0.54,2.43,,55.75,0.32,256.75,101.67,993.5,0.0,14.8,
2018-02-06 09:00:00,2018-02-06 10:00:00,271.42,361.09,21.69,38.98,58.68,83.67,11.68,1.19,20.98,0.49,2.34,,39.5,0.47,265.83,233.83,994.0,0.0,18.26,
2018-02-06 10:00:00,2018-02-06 11:00:00,170.75,269.18,8.64,27.32,33.96,74.09,10.32,0.73,64.3,0.33,1.95,,30.42,0.64,277.42,286.58,994.17,0.0,19.76,
2018-02-06 11:00:00,2018-02-06 12:00:00,115.25,214.55,5.38,21.24,24.6,66.25,8.74,0.55,102.52,0.3,1.94,,25.33,0.85,283.25,316.0,994.0,0.0,20.34,
2018-02-06 12:00:00,2018-02-06 13:00:00,95.42,182.73,5.67,22.14,25.84,61.53,8.49,0.62,102.36,0.29,2.12,,23.0,0.78,286.17,289.58,993.25,0.0,20.55,
2018-02-06 13:00:00,2018-02-06 14:00:00,96.75,185.45,5.65,23.35,29.35,56.36,5.57,0.7,112.32,1.13,1.57,,25.25,0.6,264.83,379.58,991.75,0.0,21.51,
2018-02-06 14:00:00,2018-02-06 15:00:00,104.33,193.27,4.25,16.72,18.97,62.37,7.4,0.43,133.82,0.33,2.42,,23.58,0.79,278.08,406.5,991.0,0.0,23.16,
2018-02-06 15:00:00,2018-02-06 16:00:00,72.0,158.55,3.16,13.26,14.43,59.02,6.33,0.29,148.44,0.21,1.97,,22.67,0.87,274.17,296.75,990.25,0.0,22.72,
2018-02-06 16:00:00,2018-02-06 17:00:00,58.92,162.27,2.94,13.97,14.93,56.27,5.66,0.21,138.05,0.16,1.98,,23.58,0.72,273.83,148.17,990.0,0.0,20.96,
2018-02-06 17:00:00,2018-02-06 18:00:00,52.5,142.09,3.35,21.28,22.62,58.31,5.51,0.43,110.65,0.21,1.67,,31.58,0.67,273.0,47.58,990.0,0.0,19.07,
2018-02-06 18:00:00,2018-02-06 19:00:00,58.42,154.55,5.86,42.49,46.35,66.55,7.02,1.14,42.49,0.4,2.17,,45.33,0.34,280.25,3.67,990.0,0.0,17.01,
2018-02-06 19:00:00,2018-02-06 20:00:00,142.42,211.45,13.53,49.53,61.05,74.53,6.67,1.42,11.19,1.1,3.03,,50.92,0.28,278.83,3.92,990.25,0.0,15.99,
2018-02-06 20:00:00,2018-02-06 21:00:00,147.25,225.18,22.15,47.16,67.29,77.38,7.25,1.63,9.91,0.68,3.87,,56.75,0.27,277.42,4.0,991.0,0.0,14.86,
2018-02-06 21:00:00,2018-02-06 22:00:00,161.67,227.82,22.34,47.23,67.58,81.68,8.21,1.69,8.91,0.74,3.89,,61.17,0.3,288.83,4.67,991.0,0.0,14.15,
2018-02-06 22:00:00,2018-02-06 23:00:00,177.67,253.45,25.35,44.85,68.2,84.32,7.53,1.6,8.75,0.59,4.32,,64.0,0.35,284.25,5.25,991.0,0.0,13.71,
2018-02-06 23:00:00,2018-02-07 00:00:00,179.0,256.0,15.37,41.82,55.18,82.29,6.69,1.05,9.1,1.2,2.76,,63.33,0.4,275.08,4.67,991.0,0.0,13.62,
2018-02-07 00:00:00,2018-02-07 01:00:00,163.42,221.45,10.65,39.69,48.36,79.73,7.32,0.97,10.43,0.5,2.53,,66.17,0.33,271.92,4.58,991.0,0.0,12.97,
2018-02-07 01:00:00,2018-02-07 02:00:00,160.17,217.09,4.62,35.41,41.93,75.39,4.18,0.76,11.95,1.46,1.44,,63.75,0.34,284.75,3.58,991.0,0.0,12.8,
2018-02-07 02:00:00,2018-02-07 03:00:00,150.83,202.45,3.05,29.9,8.72,6.25,0.6,0.09,24.55,0.25,2.3,,67.17,0.3,280.5,3.5,990.17,0.0,11.99,
2018-02-07 03:00:00,2018-02-07 04:00:00,149.08,184.64,4.69,23.68,28.42,66.43,6.91,0.5,50.26,0.45,1.97,,64.92,0.31,267.67,4.33,989.42,0.0,11.71,
2018-02-07 04:00:00,2018-02-07 05:00:00,115.08,153.0,2.62,18.27,18.88,71.65,7.07,0.55,68.58,0.23,1.88,,70.0,0.33,286.58,3.92,989.0,0.0,10.63,
2018-02-07 05:00:00,2018-02-07 06:00:00,98.25,150.0,4.49,26.89,29.37,78.19,7.54,0.86,38.43,0.48,1.71,,73.5,0.32,284.67,12.25,989.0,0.0,10.23,
2018-02-07 06:00:00,2018-02-07 07:00:00,130.0,216.36,4.92,28.36,31.26,78.22,7.45,0.94,29.43,0.45,1.72,,73.58,0.37,275.25,25.0,989.0,0.0,10.11,
2018-02-07 07:00:00,2018-02-07 08:00:00,128.42,222.09,40.6,37.89,76.65,70.03,6.03,1.37,10.08,0.74,1.51,,74.0,0.33,250.75,32.75,989.33,0.0,10.23,
2018-02-07 08:00:00,2018-02-07 09:00:00,157.33,302.91,40.54,35.6,74.08,88.18,11.93,1.39,16.46,0.38,1.99,,57.75,0.55,255.67,115.5,990.0,0.0,13.21,
2018-02-07 09:00:00,2018-02-07 10:00:00,181.08,347.36,20.21,35.67,53.88,86.35,13.73,1.29,39.37,0.39,1.83,,44.08,0.6,254.92,230.42,990.08,0.0,16.6,
2018-02-07 10:00:00,2018-02-07 11:00:00,170.17,344.64,7.87,23.95,29.82,73.64,11.71,0.89,119.12,0.36,1.84,,31.33,0.68,269.67,454.25,990.0,0.0,20.27,
